locus_id,chrom,start,end,description,genome_version
G:107505-108157,CHR_7,107505,108157,between YGL206C and YGL205W,Genome Release 64-3-1
G:110405-110624,CHR_7,110405,110624,between YGL205W and YNCG0003C,Genome Release 64-3-1
G:110697-110854,CHR_7,110697,110854,between YNCG0003C and YGLWtau1,Genome Release 64-3-1
G:112006-112078,CHR_7,112006,112078,between YGL204C and ARS704,Genome Release 64-3-1
G:112318-112474,CHR_7,112318,112474,between ARS704 and YGL203C,Genome Release 64-3-1
G:114665-114938,CHR_7,114665,114938,between YGL203C and YGLWdelta3,Genome Release 64-3-1
G:115270-115487,CHR_7,115270,115487,between YGLWdelta3 and YNCG0004W,Genome Release 64-3-1
G:115584-116058,CHR_7,115584,116058,between YNCG0004W and YGL202W,Genome Release 64-3-1
G:120908-122268,CHR_7,120908,122268,between YGL201C and YNCG0005W,Genome Release 64-3-1
G:122342-122693,CHR_7,122342,122693,between YNCG0005W and YGL200C,Genome Release 64-3-1
G:123306-123571,CHR_7,123306,123571,between YGL200C and YGL199C,Genome Release 64-3-1
G:124299-124697,CHR_7,124299,124697,between YGL198W and YGL197W,Genome Release 64-3-1
G:129162-129882,CHR_7,129162,129882,between YGL197W and YGL196W,Genome Release 64-3-1
G:131170-131524,CHR_7,131170,131524,between YGL196W and YGL195W,Genome Release 64-3-1
G:139544-139718,CHR_7,139544,139718,between YGL195W and YGL194C-A,Genome Release 64-3-1
G:139962-140367,CHR_7,139962,140367,between YGL194C-A and YGL194C,Genome Release 64-3-1
G:141727-141897,CHR_7,141727,141897,between YGL194C and YNCG0006C,Genome Release 64-3-1
G:144121-144807,CHR_7,144121,144807,between YNCG0006C and YGL191W,Genome Release 64-3-1
G:145198-145808,CHR_7,145198,145808,between YGL191W and YGL190C,Genome Release 64-3-1
G:147390-148228,CHR_7,147390,148228,between YGL190C and YGL189C,Genome Release 64-3-1
G:148589-148823,CHR_7,148589,148823,between YGL189C and YGL188C-A,Genome Release 64-3-1
G:148965-149342,CHR_7,148965,149342,between YGL188C-A and YGL188C,Genome Release 64-3-1
G:149517-149703,CHR_7,149517,149703,between YGL188C and YGL187C,Genome Release 64-3-1
G:150172-151036,CHR_7,150172,151036,between YGL187C and YGL186C,Genome Release 64-3-1
G:152777-153166,CHR_7,152777,153166,between YGL186C and YGL185C,Genome Release 64-3-1
G:154307-154614,CHR_7,154307,154614,between YGL185C and YGL184C,Genome Release 64-3-1
G:156013-156542,CHR_7,156013,156542,between YGL184C and YGL183C,Genome Release 64-3-1
G:157597-157905,CHR_7,157597,157905,between YGL182C and YGL181W,Genome Release 64-3-1
G:159097-160064,CHR_7,159097,160064,between YGL181W and YGL180W,Genome Release 64-3-1
G:162759-163217,CHR_7,162759,163217,between YGL180W and ARS707,Genome Release 64-3-1
G:163319-163408,CHR_7,163319,163408,between ARS707 and YGL179C,Genome Release 64-3-1
G:165092-167351,CHR_7,165092,167351,between YGL179C and YGL178W,Genome Release 64-3-1
G:170572-171414,CHR_7,170572,171414,between YGL178W and YGL176C,Genome Release 64-3-1
G:173080-173284,CHR_7,173080,173284,between YGL176C and YGL175C,Genome Release 64-3-1
G:174323-174544,CHR_7,174323,174544,between YGL175C and YGL174W,Genome Release 64-3-1
G:175346-175526,CHR_7,175346,175526,between YGL174W and YGL173C,Genome Release 64-3-1
G:180114-180699,CHR_7,180114,180699,between YGL173C and YGL172W,Genome Release 64-3-1
G:182119-182389,CHR_7,182119,182389,between YGL172W and YGL171W,Genome Release 64-3-1
G:184085-184152,CHR_7,184085,184152,between YGL171W and YGL170C,Genome Release 64-3-1
G:185395-185713,CHR_7,185395,185713,between YGL170C and YNCG0007C,Genome Release 64-3-1
G:185787-186058,CHR_7,185787,186058,between YNCG0007C and YGL169W,Genome Release 64-3-1
G:187340-187463,CHR_7,187340,187463,between YGL169W and YGL168W,Genome Release 64-3-1
G:190469-191128,CHR_7,190469,191128,between YGL167C and YGL166W,Genome Release 64-3-1
G:193301-193706,CHR_7,193301,193706,between YGL164C and YGL163C,Genome Release 64-3-1
G:196404-198137,CHR_7,196404,198137,between YGL163C and YGL162W,Genome Release 64-3-1
G:199038-199209,CHR_7,199038,199209,between YGL162W and YGL161C,Genome Release 64-3-1
G:200143-200560,CHR_7,200143,200560,between YGL161C and YGL160W,Genome Release 64-3-1
G:202274-202720,CHR_7,202274,202720,between YGL160W and YGL159W,Genome Release 64-3-1
G:203834-203913,CHR_7,203834,203913,between YGL159W and ARS710,Genome Release 64-3-1
G:204156-204981,CHR_7,204156,204981,between ARS710 and YGLWtau2,Genome Release 64-3-1
G:205338-205520,CHR_7,205338,205520,between YGLWtau2 and YNCG0008W,Genome Release 64-3-1
G:205635-207032,CHR_7,205635,207032,between YNCG0008W and YGL158W,Genome Release 64-3-1
G:208572-209005,CHR_7,208572,209005,between YGL158W and YGL157W,Genome Release 64-3-1
G:210050-210415,CHR_7,210050,210415,between YGL157W and YGL156W,Genome Release 64-3-1
G:213668-214080,CHR_7,213668,214080,between YGL156W and YGL155W,Genome Release 64-3-1
G:215212-215277,CHR_7,215212,215277,between YGL155W and YGL154C,Genome Release 64-3-1
G:216097-216272,CHR_7,216097,216272,between YGL154C and YGL153W,Genome Release 64-3-1
G:217370-217523,CHR_7,217370,217523,between YGL152C and YGL151W,Genome Release 64-3-1
G:220923-221103,CHR_7,220923,221103,between YGL151W and YGL150C,Genome Release 64-3-1
G:225878-226398,CHR_7,225878,226398,between YGL149W and YGL148W,Genome Release 64-3-1
G:227530-227753,CHR_7,227530,227753,between YGL148W and YGL147C,Genome Release 64-3-1
G:228330-228750,CHR_7,228330,228750,between YGL147C and YGL146C,Genome Release 64-3-1
G:229687-230242,CHR_7,229687,230242,between YGL146C and YGL145W,Genome Release 64-3-1
G:232349-232449,CHR_7,232349,232449,between YGL145W and YGL144C,Genome Release 64-3-1
G:234508-234716,CHR_7,234508,234716,between YGL144C and YGL143C,Genome Release 64-3-1
G:235959-236268,CHR_7,235959,236268,between YGL143C and YGL142C,Genome Release 64-3-1
G:238120-238352,CHR_7,238120,238352,between YGL142C and YGL141W,Genome Release 64-3-1
G:245013-245715,CHR_7,245013,245715,between YGL140C and YGL139W,Genome Release 64-3-1
G:248125-248493,CHR_7,248125,248493,between YGL139W and YGL138C,Genome Release 64-3-1
G:249532-249868,CHR_7,249532,249868,between YGL138C and YGL137W,Genome Release 64-3-1
G:252739-252896,CHR_7,252739,252896,between YGL137W and YGL136C,Genome Release 64-3-1
G:253860-254640,CHR_7,253860,254640,between YGL136C and YGL135W,Genome Release 64-3-1
G:255295-255662,CHR_7,255295,255662,between YGL135W and YGL134W,Genome Release 64-3-1
G:256965-257706,CHR_7,256965,257706,between YGL134W and YGL133W,Genome Release 64-3-1
G:261502-261579,CHR_7,261502,261579,between YGL133W and YGL132W,Genome Release 64-3-1
G:265860-266144,CHR_7,265860,266144,between YGL131C and YGL130W,Genome Release 64-3-1
G:267525-267722,CHR_7,267525,267722,between YGL130W and YGL129C,Genome Release 64-3-1
G:269076-269292,CHR_7,269076,269292,between YGL129C and YGL128C,Genome Release 64-3-1
G:270145-270391,CHR_7,270145,270391,between YGL128C and YGL127C,Genome Release 64-3-1
G:270776-270996,CHR_7,270776,270996,between YGL127C and YGL126W,Genome Release 64-3-1
G:272140-272519,CHR_7,272140,272519,between YGL126W and YGL125W,Genome Release 64-3-1
G:274323-274779,CHR_7,274323,274779,between YGL125W and YGL124C,Genome Release 64-3-1
G:276715-277616,CHR_7,276715,277616,between YGL124C and YGL123W,Genome Release 64-3-1
G:278382-278945,CHR_7,278382,278945,between YGL123W and YGL122C,Genome Release 64-3-1
G:280524-280776,CHR_7,280524,280776,between YGL122C and YGL121C,Genome Release 64-3-1
G:281158-281633,CHR_7,281158,281633,between YGL121C and YGL120C,Genome Release 64-3-1
G:283938-284441,CHR_7,283938,284441,between YGL120C and YGL119W,Genome Release 64-3-1
G:285948-285990,CHR_7,285948,285990,between YGL119W and ARS714,Genome Release 64-3-1
G:286082-287349,CHR_7,286082,287349,between ARS714 and YNCG0009C,Genome Release 64-3-1
G:287456-288013,CHR_7,287456,288013,between YNCG0009C and YGL118C,Genome Release 64-3-1
G:289310-289808,CHR_7,289310,289808,between YGL117W and YGL116W,Genome Release 64-3-1
G:291642-292032,CHR_7,291642,292032,between YGL116W and YGL115W,Genome Release 64-3-1
G:293002-293459,CHR_7,293002,293459,between YGL115W and YGL114W,Genome Release 64-3-1
G:295638-295931,CHR_7,295638,295931,between YGL114W and YGL113W,Genome Release 64-3-1
G:297939-298177,CHR_7,297939,298177,between YGL113W and YGL112C,Genome Release 64-3-1
G:299729-299977,CHR_7,299729,299977,between YGL112C and YGL111W,Genome Release 64-3-1
G:301370-301536,CHR_7,301370,301536,between YGL111W and YGL110C,Genome Release 64-3-1
G:303412-303512,CHR_7,303412,303512,between YGL110C and YGL109W,Genome Release 64-3-1
G:304072-304332,CHR_7,304072,304332,between YGL108C and YGL107C,Genome Release 64-3-1
G:306274-306559,CHR_7,306274,306559,between YGL107C and YGL106W,Genome Release 64-3-1
G:307010-307436,CHR_7,307010,307436,between YGL106W and YGL105W,Genome Release 64-3-1
G:308568-308712,CHR_7,308568,308712,between YGL105W and YGL104C,Genome Release 64-3-1
G:310174-310966,CHR_7,310174,310966,between YGL104C and YGL103W,Genome Release 64-3-1
G:311934-312192,CHR_7,311934,312192,between YGL102C and YGL101W,Genome Release 64-3-1
G:312841-313233,CHR_7,312841,313233,between YGL101W and YGL100W,Genome Release 64-3-1
G:314284-314630,CHR_7,314284,314630,between YGL100W and YGL099W,Genome Release 64-3-1
G:316554-316787,CHR_7,316554,316787,between YGL099W and YNCG0010W,Genome Release 64-3-1
G:317056-317341,CHR_7,317056,317341,between YNCG0010W and YGL098W,Genome Release 64-3-1
G:318080-318696,CHR_7,318080,318696,between YGL098W and YGLWdelta4,Genome Release 64-3-1
G:318861-319008,CHR_7,318861,319008,between YGLWdelta4 and YGLCdelta5,Genome Release 64-3-1
G:319342-319422,CHR_7,319342,319422,between YGLCdelta5 and YGLCsigma1,Genome Release 64-3-1
G:319763-319780,CHR_7,319763,319780,between YGLCsigma1 and YNCG0011W,Genome Release 64-3-1
G:319853-320354,CHR_7,319853,320354,between YNCG0011W and YGLCtau3,Genome Release 64-3-1
G:320708-321781,CHR_7,320708,321781,between YGLCtau3 and YGL097W,Genome Release 64-3-1
G:323231-325330,CHR_7,323231,325330,between YGL097W and YGL096W,Genome Release 64-3-1
G:326162-327903,CHR_7,326162,327903,between YGL096W and YGLWdelta6,Genome Release 64-3-1
G:328225-328582,CHR_7,328225,328582,between YGLWdelta6 and YNCG0012W,Genome Release 64-3-1
G:328655-328873,CHR_7,328655,328873,between YNCG0012W and YGL095C,Genome Release 64-3-1
G:330608-331117,CHR_7,330608,331117,between YGL095C and YGL094C,Genome Release 64-3-1
G:334466-334885,CHR_7,334466,334885,between YGL094C and YGL093W,Genome Release 64-3-1
G:337640-337905,CHR_7,337640,337905,between YGL093W and YGL092W,Genome Release 64-3-1
G:341860-342055,CHR_7,341860,342055,between YGL092W and YGL091C,Genome Release 64-3-1
G:343043-343318,CHR_7,343043,343318,between YGL091C and YGL090W,Genome Release 64-3-1
G:344585-344790,CHR_7,344585,344790,between YGL090W and YGL089C,Genome Release 64-3-1
G:345154-345835,CHR_7,345154,345835,between YGL089C and YGL088W,Genome Release 64-3-1
G:346231-346405,CHR_7,346231,346405,between YNCG0013W and YGL087C,Genome Release 64-3-1
G:346905-347118,CHR_7,346905,347118,between YGL087C and YGL086W,Genome Release 64-3-1
G:349369-349615,CHR_7,349369,349615,between YGL086W and YGL085W,Genome Release 64-3-1
G:350441-350615,CHR_7,350441,350615,between YGL085W and YGL084C,Genome Release 64-3-1
G:352299-352759,CHR_7,352299,352759,between YGL084C and ARS716,Genome Release 64-3-1
G:352907-353057,CHR_7,352907,353057,between ARS716 and YGL083W,Genome Release 64-3-1
G:355473-355826,CHR_7,355473,355826,between YGL083W and YGL082W,Genome Release 64-3-1
G:356973-357376,CHR_7,356973,357376,between YGL082W and YGL081W,Genome Release 64-3-1
G:358340-358635,CHR_7,358340,358635,between YGL081W and YGL080W,Genome Release 64-3-1
G:359029-359443,CHR_7,359029,359443,between YGL080W and YGL079W,Genome Release 64-3-1
G:360101-360287,CHR_7,360101,360287,between YGL079W and YGL078C,Genome Release 64-3-1
G:361860-362224,CHR_7,361860,362224,between YGL078C and YGL077C,Genome Release 64-3-1
G:363917-364334,CHR_7,363917,364334,between YGL077C and YGL076C,Genome Release 64-3-1
G:365997-366373,CHR_7,365997,366373,between YGL076C and YNCG0015C,Genome Release 64-3-1
G:366470-366924,CHR_7,366470,366924,between YNCG0015C and YGL075C,Genome Release 64-3-1
G:368089-368595,CHR_7,368089,368595,between YGL075C and YGL074C,Genome Release 64-3-1
G:371363-372011,CHR_7,371363,372011,between YGL072C and YGL071W,Genome Release 64-3-1
G:374085-374458,CHR_7,374085,374458,between YGL071W and YGL070C,Genome Release 64-3-1
G:374828-375049,CHR_7,374828,375049,between YGL070C and YGL069C,Genome Release 64-3-1
G:375672-376100,CHR_7,375672,376100,between YGL068W and YGL067W,Genome Release 64-3-1
G:377256-377608,CHR_7,377256,377608,between YGL067W and YGL066W,Genome Release 64-3-1
G:379583-379759,CHR_7,379583,379759,between YGL066W and YGL065C,Genome Release 64-3-1
G:381272-381522,CHR_7,381272,381522,between YGL065C and YGL064C,Genome Release 64-3-1
G:383209-383653,CHR_7,383209,383653,between YGL064C and YGL063W,Genome Release 64-3-1
G:384767-385195,CHR_7,384767,385195,between YGL063W and YGL062W,Genome Release 64-3-1
G:388892-388967,CHR_7,388892,388967,between ARS717 and YGL061C,Genome Release 64-3-1
G:389712-390064,CHR_7,389712,390064,between YGL061C and YGL060W,Genome Release 64-3-1
G:391991-392222,CHR_7,391991,392222,between YGL060W and YGL059W,Genome Release 64-3-1
G:393699-393985,CHR_7,393699,393985,between YGL059W and YGL058W,Genome Release 64-3-1
G:394505-394965,CHR_7,394505,394965,between YGL058W and YGL057C,Genome Release 64-3-1
G:395830-396034,CHR_7,395830,396034,between YGL057C and YGL056C,Genome Release 64-3-1
G:397619-398627,CHR_7,397619,398627,between YGL056C and YGL055W,Genome Release 64-3-1
G:400161-400870,CHR_7,400161,400870,between YGL055W and YGL054C,Genome Release 64-3-1
G:401288-401526,CHR_7,401288,401526,between YGL054C and YNCG0016C,Genome Release 64-3-1
G:401599-401615,CHR_7,401599,401615,between YNCG0016C and YGLWsigma2,Genome Release 64-3-1
G:401895-401958,CHR_7,401895,401958,between YGLWsigma2 and YGLWdelta7,Genome Release 64-3-1
G:402291-402588,CHR_7,402291,402588,between YGLWdelta7 and YGL053W,Genome Release 64-3-1
G:403303-403436,CHR_7,403303,403436,between YGL053W and YGL052W,Genome Release 64-3-1
G:404392-405003,CHR_7,404392,405003,between YGL051W and YGLWdelta8,Genome Release 64-3-1
G:405454-405469,CHR_7,405454,405469,between YGLCsigma3 and YNCG0017W,Genome Release 64-3-1
G:405542-405775,CHR_7,405542,405775,between YNCG0017W and YGL050W,Genome Release 64-3-1
G:406598-406859,CHR_7,406598,406859,between YGL050W and YGL049C,Genome Release 64-3-1
G:409605-410068,CHR_7,409605,410068,between YGL049C and YGL048C,Genome Release 64-3-1
G:411287-411551,CHR_7,411287,411551,between YGL048C and YGL047W,Genome Release 64-3-1
G:412161-412293,CHR_7,412161,412293,between YGL047W and YNCG0018C,Genome Release 64-3-1
G:412368-412455,CHR_7,412368,412455,between YNCG0018C and YGLWdelta10,Genome Release 64-3-1
G:412726-414101,CHR_7,412726,414101,between YGLWdelta10 and YGL045W,Genome Release 64-3-1
G:415731-416145,CHR_7,415731,416145,between YGL045W and YGL044C,Genome Release 64-3-1
G:417037-417482,CHR_7,417037,417482,between YGL044C and YGL043W,Genome Release 64-3-1
G:418594-418703,CHR_7,418594,418703,between YGL042C and YGL041C-B,Genome Release 64-3-1
G:419290-419526,CHR_7,419290,419526,between YGL041W-A and YGL040C,Genome Release 64-3-1
G:420556-421170,CHR_7,420556,421170,between YGL040C and ARS718,Genome Release 64-3-1
G:421280-423091,CHR_7,421280,423091,between ARS718 and YNCG0019W,Genome Release 64-3-1
G:423206-423960,CHR_7,423206,423960,between YNCG0019W and YGL039W,Genome Release 64-3-1
G:425008-425361,CHR_7,425008,425361,between YGL039W and YGL038C,Genome Release 64-3-1
G:426805-427296,CHR_7,426805,427296,between YGL038C and YGL037C,Genome Release 64-3-1
G:427948-428600,CHR_7,427948,428600,between YGL037C and YGL036W,Genome Release 64-3-1
G:431331-431547,CHR_7,431331,431547,between YGL036W and YGL035C,Genome Release 64-3-1
G:433063-433213,CHR_7,433063,433213,between YGL035C and YGL034C,Genome Release 64-3-1
G:433580-435624,CHR_7,433580,435624,between YGL034C and YGL033W,Genome Release 64-3-1
G:436402-436569,CHR_7,436402,436569,between YGL033W and YGL032C,Genome Release 64-3-1
G:436834-437466,CHR_7,436834,437466,between YGL032C and YGL031C,Genome Release 64-3-1
G:437935-439090,CHR_7,437935,439090,between YGL031C and YGL030W,Genome Release 64-3-1
G:439639-440062,CHR_7,439639,440062,between YGL030W and YGL029W,Genome Release 64-3-1
G:440426-440715,CHR_7,440426,440715,between YGL029W and YNCG0020C,Genome Release 64-3-1
G:440808-441280,CHR_7,440808,441280,between YNCG0020C and YGL028C,Genome Release 64-3-1
G:442910-443641,CHR_7,442910,443641,between YGL028C and YGL027C,Genome Release 64-3-1
G:446144-446411,CHR_7,446144,446411,between YGL027C and YGL026C,Genome Release 64-3-1
G:448536-448763,CHR_7,448536,448763,between YGL026C and YGL025C,Genome Release 64-3-1
G:450124-450196,CHR_7,450124,450196,between YGL024W and YGL023C,Genome Release 64-3-1
G:452105-452403,CHR_7,452105,452403,between YGL023C and YGL022W,Genome Release 64-3-1
G:454561-454784,CHR_7,454561,454784,between YGL022W and YGL021W,Genome Release 64-3-1
G:457068-457162,CHR_7,457068,457162,between YGL021W and YGL020C,Genome Release 64-3-1
G:457871-458155,CHR_7,457871,458155,between YGL020C and YGL019W,Genome Release 64-3-1
G:458993-459109,CHR_7,458993,459109,between YGL019W and YGL018C,Genome Release 64-3-1
G:459665-459853,CHR_7,459665,459853,between YGL018C and YGL017W,Genome Release 64-3-1
G:461366-461665,CHR_7,461366,461665,between YGL017W and YGL016W,Genome Release 64-3-1
G:464912-465042,CHR_7,464912,465042,between YGL016W and YGL015C,Genome Release 64-3-1
G:465436-466140,CHR_7,465436,466140,between YGL015C and YGL014W,Genome Release 64-3-1
G:468808-469091,CHR_7,468808,469091,between YGL014W and YGL013C,Genome Release 64-3-1
G:472299-472854,CHR_7,472299,472854,between YGL013C and YGL012W,Genome Release 64-3-1
G:474277-474488,CHR_7,474277,474488,between YGL012W and YGL011C,Genome Release 64-3-1
G:475248-475544,CHR_7,475248,475544,between YGL011C and YGL010W,Genome Release 64-3-1
G:476070-476312,CHR_7,476070,476312,between YGL010W and YGL009C,Genome Release 64-3-1
G:478653-479909,CHR_7,478653,479909,between YGL009C and YGL008C,Genome Release 64-3-1
G:482667-482940,CHR_7,482667,482940,between YGL008C and YGL007C-A,Genome Release 64-3-1
G:483028-483259,CHR_7,483028,483259,between YGL007C-A and YGL007W,Genome Release 64-3-1
G:483638-484929,CHR_7,483638,484929,between YGL007W and ARS719,Genome Release 64-3-1
G:485158-485422,CHR_7,485158,485422,between ARS719 and YGL006W-A,Genome Release 64-3-1
G:485534-485920,CHR_7,485534,485920,between YGL006W-A and YGL006W,Genome Release 64-3-1
G:489443-489707,CHR_7,489443,489707,between YGL006W and YGL005C,Genome Release 64-3-1
G:490548-490702,CHR_7,490548,490702,between YGL005C and YGL004C,Genome Release 64-3-1
