chromosome,start,end,gene,score,orientation
chrXIV,34727,34728,YNL321W,.,+
chrV,414512,414513,YER127W,.,+
chrIV,292810,292811,YDL092W,.,+
chrIV,847915,847916,YDR194C,.,-
chrVI,47713,47714,YFL042C,.,-
chrXV,780934,780935,YOR236W,.,+
chrIV,730605,730606,YDR138W,.,+
chrVI,238226,238227,YFR041C,.,-
chrVII,91219,91220,YGL213C,.,-
chrX,528722,528723,YJR050W,.,+
chrXIV,490342,490343,YNL072W,.,+
chrXII,849653,849654,YLR361C-A,.,-
chrXVI,729814,729815,YPR100W,.,+
chrXII,1030856,1030857,YLR449W,.,+
chrXVI,607289,607290,YPR022C,.,-
chrII,744873,744874,YBR271W,.,+
chrX,469559,469560,YJR021C,.,-
chrXIII,405553,405554,YMR067C,.,-
chrXIII,742715,742716,YMR235C,.,-
chrIV,967802,967803,YDR255C,.,-
chrI,79735,79736,YAL034W-A,.,+
chrV,327012,327013,YER083C,.,-
chrV,319979,319980,YER080W,.,+
chrXVI,543831,543832,YPL007C,.,-
chrXIV,206944,206945,YNL236W,.,+
chrXVI,150628,150629,YPL213W,.,+
chrX,115614,115615,YJL162C,.,-
chrIX,193180,193181,YIL091C,.,-
chrXV,405375,405376,YOR038C,.,-
chrIX,278435,278436,YIL039W,.,+
chrIX,363229,363230,YIR004W,.,+
chrXIV,707795,707796,YNR046W,.,+
chrIII,59033,59034,YCL036W,.,+
chrV,437794,437795,YER134C,.,-
chrXIV,43067,43068,YNL316C,.,-
chrXII,35198,35199,YLL054C,.,-
chrXII,1042980,1042981,YLR453C,.,-
chrXV,550242,550243,YOR119C,.,-
chrVIII,353627,353628,YHR122W,.,+
chrXIII,99397,99398,YML085C,.,-
chrVIII,397250,397251,YHR150W,.,+
chrXIV,713655,713656,YNR049C,.,-
chrXV,212242,212243,YOL061W,.,+
chrVII,152780,152781,YGL186C,.,-
chrVII,843848,843849,YGR173W,.,+
chrXV,832047,832048,YOR271C,.,-
chrXVI,899672,899673,YPR181C,.,-
chrXIV,182618,182619,YNL248C,.,-
chrXI,256483,256484,YKL099C,.,-
chrXVI,647050,647051,YPR037C,.,-
chrXVI,271294,271295,YPL149W,.,+
chrIV,844875,844876,YDR192C,.,-
chrIV,1271047,1271048,YDR400W,.,+
chrXII,624186,624187,YLR243W,.,+
chrXV,432167,432168,YOR057W,.,+
chrIV,229152,229153,YDL130W-A,.,+
chrVIII,352737,352738,YHR121W,.,+
chrXVI,408763,408764,YPL078C,.,-
chrVIII,377724,377725,YHR138C,.,-
chrXV,768377,768378,YOR229W,.,+
chrXIII,142177,142178,YML065W,.,+
chrVII,208959,208960,YGL157W,.,+
chrVII,496547,496548,YGL001C,.,-
chrXVI,328783,328784,YPL117C,.,-
chrII,473979,473980,YBR115C,.,-
chrXIV,317733,317734,YNL169C,.,-
chrXI,284962,284963,YKL080W,.,+
chrX,278079,278080,YJL084C,.,-
chrV,382180,382181,YER110C,.,-
chrIV,693502,693503,YDR121W,.,+
chrXIII,104689,104690,YML081W,.,+
chrXVI,231129,231130,YPL168W,.,+
chrXIII,616471,616472,YMR177W,.,+
chrXIII,793475,793476,YMR261C,.,-
chrXI,608834,608835,YKR090W,.,+
chrXIV,326433,326434,YNL164C,.,-
chrXIV,80385,80386,YNL294C,.,-
chrXIV,307113,307114,YNL176C,.,-
chrV,404677,404678,YER123W,.,+
chrXIII,874838,874839,YMR304W,.,+
chrXIII,408994,408995,YMR070W,.,+
chrIII,186328,186329,YCR033W,.,+
chrXIV,202207,202208,YNL238W,.,+
chrVIII,512501,512502,YHR206W,.,+
chrII,71613,71614,YBL081W,.,+
chrXIII,683947,683948,YMR207C,.,-
chrXII,348307,348308,YLR105C,.,-
chrIV,603090,603091,YDR079W,.,+
chrXII,427348,427349,YLR143W,.,+
chrX,191071,191072,YJL121C,.,-
chrIX,151612,151613,YIL112W,.,+
chrI,142178,142179,YAL003W,.,+
chrIV,1362302,1362303,YDR451C,.,-
chrXVI,366741,366742,YPL096C-A,.,-
chrXIII,272034,272035,YMR002W,.,+
chrVIII,123631,123632,YHR008C,.,-
chrVII,527502,527503,YGR020C,.,-
chrXI,130458,130459,YKL170W,.,+
chrVIII,195471,195472,YHR045W,.,+
chrXV,285956,285957,YOL020W,.,+
chrXIII,118992,118993,YML075C,.,-
chrIV,1319211,1319212,YDR423C,.,-
chrVII,756958,756959,YGR133W,.,+
chrXI,307339,307340,YKL069W,.,+
chrXII,432217,432218,YLR145W,.,+
chrX,53101,53102,YJL204C,.,-
chrVIII,138734,138735,YHR017W,.,+
chrXI,599895,599896,YKR086W,.,+
chrXIII,83128,83129,YML093W,.,+
chrXIV,245648,245649,YNL214W,.,+
chrXV,922875,922876,YOR323C,.,-
chrXV,1026035,1026036,YOR367W,.,+
chrV,366830,366831,YER104W,.,+
chrVII,589439,589440,YGR047C,.,-
chrXII,214428,214429,YLR035C,.,-
chrI,57543,57544,YAL044W-A,.,+
chrXIV,47996,47997,YNL313C,.,-
chrVIII,40108,40109,YHL030W,.,+
chrVIII,223733,223734,YHR062C,.,-
chrVII,1016726,1016727,YGR261C,.,-
chrX,316744,316745,YJL062W-A,.,+
chrII,365696,365697,YBR061C,.,-
chrVII,428622,428623,YGL036W,.,+
chrXI,270628,270629,YKL091C,.,-
chrII,735508,735509,YBR261C,.,-
chrXIII,527823,527824,YMR129W,.,+
chrXV,86738,86739,YOL124C,.,-
chrII,736022,736023,YBR262C,.,-
chrIV,1470033,1470034,YDR511W,.,+
chrVII,897518,897519,YGR199W,.,+
chrXII,183390,183391,YLR020C,.,-
chrII,691678,691679,YBR236C,.,-
chrIX,276278,276279,YIL042C,.,-
chrXIV,622926,622927,YNL004W,.,+
chrXVI,195413,195414,YPL186C,.,-
chrXVI,718455,718456,YPR091C,.,-
chrI,129007,129008,YAL014C,.,-
chrIV,1358891,1358892,YDR449C,.,-
chrXII,802387,802388,YLR336C,.,-
chrIV,903471,903472,YDR217C,.,-
chrII,683082,683083,YBR231C,.,-
chrVII,911886,911887,YGR208W,.,+
chrXV,361412,361413,YOR017W,.,+
chrV,325934,325935,YER082C,.,-
chrVIII,246189,246190,YHR074W,.,+
chrXI,442725,442726,YKR001C,.,-
chrIV,251561,251562,YDL116W,.,+
chrVII,461659,461660,YGL016W,.,+
chrII,326077,326078,YBR044C,.,-
chrXII,194427,194428,YLR025W,.,+
chrXIII,221379,221380,YML027W,.,+
chrII,635119,635120,YBR207W,.,+
chrVII,761362,761363,YGR135W,.,+
chrX,519214,519215,YJR044C,.,-
chrIX,102264,102265,YIL131C,.,-
chrXVI,802324,802325,YPR137W,.,+
chrII,604141,604142,YBR188C,.,-
chrXI,237498,237499,YKL106W,.,+
chrIV,681653,681654,YDR113C,.,-
chrXII,551997,551998,YLR203C,.,-
chrXIII,902760,902761,YMR315W,.,+
chrXVI,498044,498045,YPL028W,.,+
chrX,548699,548700,YJR060W,.,+
chrVIII,374374,374375,YHR135C,.,-
chrXIII,589621,589622,YMR164C,.,-
chrII,113688,113689,YBL056W,.,+
chrIV,1383732,1383733,YDR460W,.,+
chrIV,1020667,1020668,YDR280W,.,+
chrXV,774486,774487,YOR232W,.,+
chrIV,403401,403402,YDL028C,.,-
chrV,272504,272505,YER059W,.,+
chrII,136551,136552,YBL043W,.,+
chrIX,177387,177388,YIL101C,.,-
chrIX,73604,73605,YIL147C,.,-
chrXIII,383141,383142,YMR054W,.,+
chrX,503748,503749,YJR039W,.,+
chrXV,921249,921250,YOR322C,.,-
chrI,92459,92460,YAL029C,.,-
chrXVI,453250,453251,YPL057C,.,-
chrXII,124929,124930,YLL013C,.,-
chrXVI,381668,381669,YPL088W,.,+
chrXI,640277,640278,YKR100C,.,-
chrVII,887937,887938,YGR194C,.,-
chrVII,20893,20894,YGL255W,.,+
chrXVI,227492,227493,YPL171C,.,-
chrX,640656,640657,YJR116W,.,+
chrXIV,107149,107150,YNL283C,.,-
chrXI,452098,452099,YKR008W,.,+
chrXII,1057357,1057358,YLR459W,.,+
chrIV,337253,337254,YDL065C,.,-
chrXII,127541,127542,YLL011W,.,+
chrXIV,172396,172397,YNL252C,.,-
chrXIII,618491,618492,YMR178W,.,+
chrVII,312205,312206,YGL101W,.,+
chrIX,171494,171495,YIL104C,.,-
chrX,462729,462730,YJR015W,.,+
chrVIII,229036,229037,YHR065C,.,-
chrIII,214992,214993,YCR052W,.,+
chrXV,253582,253583,YOL040C,.,-
chrVII,858274,858275,YGR181W,.,+
chrV,414211,414212,YER126C,.,-
chrXIV,418648,418649,YNL110C,.,-
chrXI,310141,310142,YKL068W,.,+
chrXV,679295,679296,YOR184W,.,+
chrVIII,143913,143914,YHR020W,.,+
chrXI,381975,381976,YKL032C,.,-
chrVII,878330,878331,YGR189C,.,-
chrVII,678418,678419,YGR097W,.,+
chrXV,1079547,1079548,YOR391C,.,-
chrXIII,346927,346928,YMR037C,.,-
chrVI,146881,146882,YFL002C,.,-
chrXIV,646905,646906,YNR011C,.,-
chrVIII,77269,77270,YHL014C,.,-
chrV,173301,173302,YER010C,.,-
chrVIII,393569,393570,YHR148W,.,+
chrXV,842851,842852,YOR278W,.,+
chrX,432167,432168,YJL004C,.,-
chrXV,211962,211963,YOL062C,.,-
chrXIII,68324,68325,YML102W,.,+
chrXIII,551175,551176,YMR142C,.,-
chrVIII,501112,501113,YHR201C,.,-
chrX,315528,315529,YJL065C,.,-
chrXIV,592870,592871,YNL022C,.,-
chrV,162747,162748,YER006W,.,+
chrIX,405941,405942,YIR026C,.,-
chrXIV,55872,55873,YNL308C,.,-
chrXV,747257,747258,YOR215C,.,-
chrII,427459,427460,YBR091C,.,-
chrVII,617799,617800,YGR063C,.,-
chrVII,642031,642032,YGR080W,.,+
chrXVI,404970,404971,YPL081W,.,+
chrVIII,360931,360932,YHR127W,.,+
chrVII,59139,59140,YGL233W,.,+
chrVII,228310,228311,YGL147C,.,-
chrXVI,46490,46491,YPL263C,.,-
chrIV,814466,814467,YDR176W,.,+
chrXV,185451,185452,YOL077W-A,.,+
chrVII,216282,216283,YGL153W,.,+
chrXV,678783,678784,YOR182C,.,-
chrII,691976,691977,YBR237W,.,+
chrIII,289249,289250,YCR095C,.,-
chrVIII,230976,230977,YHR067W,.,+
chrVII,349621,349622,YGL085W,.,+
chrVII,902263,902264,YGR200C,.,-
chrXV,866576,866577,YOR292C,.,-
chrIX,369903,369904,YIR006C,.,-
chrXIII,724383,724384,YMR227C,.,-
chrXV,762083,762084,YOR226C,.,-
chrVII,634302,634303,YGR072W,.,+
chrX,158185,158186,YJL134W,.,+
chrXI,275280,275281,YKL088W,.,+
chrXVI,797554,797555,YPR133W-A,.,+
chrIV,1359920,1359921,YDR450W,.,+
chrVII,321779,321780,YGL097W,.,+
chrXI,548212,548213,YKR055W,.,+
chrXIII,228931,228932,YML022W,.,+
chrVII,962066,962067,YGR235C,.,-
chrIV,316394,316395,YDL078C,.,-
chrIX,202050,202051,YIL085C,.,-
chrXIII,667526,667527,YMR202W,.,+
chrXV,408413,408414,YOR042W,.,+
chrXV,748990,748991,YOR216C,.,-
chrXVI,900181,900182,YPR182W,.,+
chrIV,302683,302684,YDL085C-A,.,-
chrVIII,443812,443813,YHR170W,.,+
chrXII,668906,668907,YLR262C,.,-
chrXII,502403,502404,YLR173W,.,+
chrXIII,169771,169772,YML053C,.,-
chrXIV,350920,350921,YNL147W,.,+
chrI,154983,154984,YAR003W,.,+
chrVII,786941,786942,YGR147C,.,-
chrXIV,545241,545242,YNL044W,.,+
chrX,402436,402437,YJL020C,.,-
chrXV,572866,572867,YOR131C,.,-
chrVIII,38536,38537,YHL032C,.,-
chrIV,276841,276842,YDL102W,.,+
chrXIII,674796,674797,YMR205C,.,-
chrIV,570617,570618,YDR060W,.,+
chrV,396206,396207,YER116C,.,-
chrII,227592,227593,YBL004W,.,+
chrXV,749256,749257,YOR217W,.,+
chrVII,200185,200186,YGL161C,.,-
chrXV,847407,847408,YOR283W,.,+
chrXI,208180,208181,YKL125W,.,+
chrIX,222558,222559,YIL074C,.,-
chrV,238090,238091,YER044C,.,-
chrX,732356,732357,YJR158W,.,+
chrXIII,151616,151617,YML061C,.,-
chrXV,907651,907652,YOR316C,.,-
chrXV,405665,405666,YOR039W,.,+
chrXIV,456455,456456,YNL090W,.,+
chrXII,315851,315852,YLR087C,.,-
chrIV,930987,930988,YDR234W,.,+
chrIV,1277309,1277310,YDR404C,.,-
chrVI,130185,130186,YFL005W,.,+
chrXI,107162,107163,YKL181W,.,+
chrVIII,190065,190066,YHR041C,.,-
chrIV,1222398,1222399,YDR372C,.,-
chrIV,652716,652717,YDR099W,.,+
chrV,23294,23295,YEL069C,.,-
chrXIII,770685,770686,YMR250W,.,+
chrXIII,70499,70500,YML100W,.,+
chrXV,391290,391291,YOR032C,.,-
chrXIII,880482,880483,YMR305C,.,-
chrVIII,6441,6442,YHL048W,.,+
chrII,423798,423799,YBR087W,.,+
chrXI,263374,263375,YKL094W,.,+
chrXII,434443,434444,YLR147C,.,-
chrII,747784,747785,YBR272C,.,-
chrXVI,479095,479096,YPL039W,.,+
chrV,307647,307648,YER074W-A,.,+
chrIV,765564,765565,YDR152W,.,+
chrXIV,31929,31930,YNL323W,.,+
chrXII,1014206,1014207,YLR438C-A,.,-
chrIV,232599,232600,YDL128W,.,+
chrIV,1436162,1436163,YDR493W,.,+
chrXVI,465902,465903,YPL047W,.,+
chrX,280994,280995,YJL082W,.,+
chrXII,68482,68483,YLL035W,.,+
chrXIII,353629,353630,YMR043W,.,+
chrXV,830704,830705,YOR270C,.,-
chrX,256746,256747,YJL093C,.,-
chrXII,929846,929847,YLR405W,.,+
chrX,567399,567400,YJR067C,.,-
chrXII,184883,184884,YLR022C,.,-
chrX,54418,54419,YJL201W,.,+
chrXIV,695631,695632,YNR038W,.,+
chrIV,827317,827318,YDR181C,.,-
chrXII,278589,278590,YLR071C,.,-
chrII,110504,110505,YBL059C-A,.,-
chrI,84440,84441,YAL032C,.,-
chrII,528004,528005,YBR141C,.,-
chrIX,229960,229961,YIL071C,.,-
chrX,651932,651933,YJR123W,.,+
chrXI,134101,134102,YKL167C,.,-
chrXI,526607,526608,YKR048C,.,-
chrXIV,653417,653418,YNR015W,.,+
chrII,505698,505699,YBR136W,.,+
chrII,615824,615825,YBR197C,.,-
chrXI,451463,451464,YKR007W,.,+
chrXV,194769,194770,YOL073C,.,-
chrV,468399,468400,YER150W,.,+
chrX,90068,90069,YJL178C,.,-
chrXII,323571,323572,YLR092W,.,+
chrXII,384505,384506,YLR117C,.,-
chrIV,87201,87202,YDL209C,.,-
chrV,348375,348376,YER093C-A,.,-
chrXV,443507,443508,YOR062C,.,-
chrXIII,509261,509262,YMR120C,.,-
chrII,761274,761275,YBR279W,.,+
chrXIII,298884,298885,YMR014W,.,+
chrXIII,789821,789822,YMR260C,.,-
chrIII,240525,240526,YCR071C,.,-
chrXIV,694030,694031,YNR035C,.,-
chrXV,755342,755343,YOR220W,.,+
chrXI,75834,75835,YKL195W,.,+
chrXII,879736,879737,YLR381W,.,+
chrXIII,247414,247415,YML011C,.,-
chrXIII,44056,44057,YML113W,.,+
chrXVI,900765,900766,YPR183W,.,+
chrIV,583723,583724,YDR068W,.,+
chrXV,77569,77570,YOL129W,.,+
chrIV,1037204,1037205,YDR288W,.,+
chrXII,399665,399666,YLR129W,.,+
chrXIII,659188,659189,YMR197C,.,-
chrXVI,656543,656544,YPR045C,.,-
chrII,675125,675126,YBR227C,.,-
chrIV,1075869,1075870,YDR307W,.,+
chrXV,421646,421647,YOR048C,.,-
chrXIII,26931,26932,YML121W,.,+
chrIII,246581,246582,YCR073C,.,-
chrXIV,52661,52662,YNL309W,.,+
chrIV,1488989,1488990,YDR524C,.,-
chrXV,55104,55105,YOL143C,.,-
chrII,273703,273704,YBR017C,.,-
chrVI,246144,246145,YFR048W,.,+
chrII,101157,101158,YBL064C,.,-
chrVII,440060,440061,YGL029W,.,+
chrXIV,471104,471105,YNL084C,.,-
chrIV,1294689,1294690,YDR412W,.,+
chrXV,252651,252652,YOL041C,.,-
chrXIV,625838,625839,YNL003C,.,-
chrIV,1105838,1105839,YDR319C,.,-
chrX,295231,295232,YJL076W,.,+
chrV,298936,298937,YER070W,.,+
chrXI,479209,479210,YKR021W,.,+
chrII,245881,245882,YBR005W,.,+
chrXIV,743565,743566,YNR061C,.,-
chrIX,342508,342509,YIL008W,.,+
chrIV,1350261,1350262,YDR444W,.,+
chrXII,988398,988399,YLR427W,.,+
chrVII,452374,452375,YGL022W,.,+
chrVIII,364190,364191,YHR129C,.,-
chrII,565672,565673,YBR163W,.,+
chrII,289392,289393,YBR024W,.,+
chrIX,258857,258858,YIL050W,.,+
chrXV,304041,304042,YOL012C,.,-
chrIV,917509,917510,YDR227W,.,+
chrIV,1263253,1263254,YDR395W,.,+
chrXVI,648632,648633,YPR041W,.,+
chrII,568500,568501,YBR164C,.,-
chrV,84630,84631,YEL036C,.,-
chrXVI,118300,118301,YPL228W,.,+
chrII,360270,360271,YBR059C,.,-
chrIV,776044,776045,YDR160W,.,+
chrXVI,462101,462102,YPL050C,.,-
chrII,191721,191722,YBL017C,.,-
chrXIV,91850,91851,YNL287W,.,+
chrXVI,289195,289196,YPL140C,.,-
chrX,180287,180288,YJL128C,.,-
chrIV,694446,694447,YDR122W,.,+
chrVI,183002,183003,YFR017C,.,-
chrV,80129,80130,YEL039C,.,-
chrIV,463214,463215,YDR009W,.,+
chrX,503748,503749,YJR036C,.,-
chrX,573029,573030,YJR074W,.,+
chrXVI,189054,189055,YPL189W,.,+
chrV,342750,342751,YER092W,.,+
chrIV,1328673,1328674,YDR432W,.,+
chrXII,928762,928763,YLR404W,.,+
chrXV,807003,807004,YOR254C,.,-
chrIII,252857,252858,YCR079W,.,+
chrV,201087,201088,YER023W,.,+
chrVII,772323,772324,YGR142W,.,+
chrXIV,499678,499679,YNL067W,.,+
chrVII,314498,314499,YGL099W,.,+
chrX,393951,393952,YJL025W,.,+
chrXVI,85441,85442,YPL246C,.,-
chrXIII,784302,784303,YMR258C,.,-
chrIX,312727,312728,YIL021W,.,+
chrI,169288,169289,YAR015W,.,+
chrXIII,808057,808058,YMR271C,.,-
chrXII,141121,141122,YLL004W,.,+
chrXVI,614512,614513,YPR025C,.,-
chrV,164571,164572,YER007W,.,+
chrVII,606180,606181,YGR058W,.,+
chrX,96484,96485,YJL173C,.,-
chrXI,599638,599639,YKR085C,.,-
chrVII,1063112,1063113,YGR285C,.,-
chrIII,248777,248778,YCR075C,.,-
chrIV,933537,933538,YDR235W,.,+
chrXIII,110277,110278,YML079W,.,+
chrV,198841,198842,YER022W,.,+
chrVII,449927,449928,YGL025C,.,-
chrXV,310338,310339,YOL008W,.,+
chrX,700903,700904,YJR144W,.,+
chrVIII,115878,115879,YHR005C-A,.,-
chrXVI,202515,202516,YPL183C,.,-
chrII,311433,311434,YBR037C,.,-
chrXV,539448,539449,YOR115C,.,-
chrIII,65551,65552,YCL031C,.,-
chrXIII,355397,355398,YMR044W,.,+
chrIX,397307,397308,YIR021W,.,+
chrIV,1319829,1319830,YDR424C,.,-
chrIV,1075160,1075161,YDR306C,.,-
chrIV,1385755,1385756,YDR461C-A,.,-
chrIV,286685,286686,YDL097C,.,-
chrIX,336202,336203,YIL009C-A,.,-
chrIV,940807,940808,YDR238C,.,-
chrVII,781772,781773,YGR145W,.,+
chrIV,98478,98479,YDL202W,.,+
chrXII,902656,902657,YLR389C,.,-
chrXVI,85588,85589,YPL245W,.,+
chrIV,1411123,1411124,YDR476C,.,-
chrIX,212499,212500,YIL078W,.,+
chrVII,45197,45198,YGL242C,.,-
chrIV,671266,671267,YDR108W,.,+
chrVII,511005,511006,YGR009C,.,-
chrXVI,273249,273250,YPL147W,.,+
chrIV,234921,234922,YDL127W,.,+
chrII,331516,331517,YBR046C,.,-
chrIV,808315,808316,YDR172W,.,+
chrII,447333,447334,YBR102C,.,-
chrIV,856103,856104,YDR200C,.,-
chrI,184878,184879,YAR028W,.,+
chrVII,361874,361875,YGL078C,.,-
chrIV,1434284,1434285,YDR490C,.,-
chrX,306104,306105,YJL071W,.,+
chrXII,707068,707069,YLR284C,.,-
chrII,760072,760073,YBR276C,.,-
chrI,124847,124848,YAL016W,.,+
chrIII,160405,160406,YCR023C,.,-
chrXI,489693,489694,YKR026C,.,-
chrXV,570848,570849,YOR130C,.,-
chrX,352151,352152,YJL047C,.,-
chrIV,1169125,1169126,YDR347W,.,+
chrXV,816992,816993,YOR261C,.,-
chrXVI,594405,594406,YPR018W,.,+
chrXI,590292,590293,YKR080W,.,+
chrXVI,786088,786089,YPR124W,.,+
chrXI,34397,34398,YKL212W,.,+
chrXV,733763,733764,YOR208W,.,+
chrXVI,539204,539205,YPL008W,.,+
chrXVI,69302,69303,YPL254W,.,+
chrII,711604,711605,YBR245C,.,-
chrVI,264095,264096,YFR055W,.,+
chrXIII,736800,736801,YMR232W,.,+
chrVIII,48627,48628,YHL028W,.,+
chrIV,1365807,1365808,YDR453C,.,-
chrVII,142002,142003,YGL192W,.,+
chrX,662992,662993,YJR127C,.,-
chrIV,30674,30675,YDL237W,.,+
chrXIII,302471,302472,YMR015C,.,-
chrII,604519,604520,YBR189W,.,+
chrXIII,510344,510345,YMR121C,.,-
chrXIV,412640,412641,YNL113W,.,+
chrIII,46902,46903,YCL045C,.,-
chrXIII,733543,733544,YMR231W,.,+
chrXII,1028028,1028029,YLR447C,.,-
chrI,69532,69533,YAL039C,.,-
chrXII,345966,345967,YLR103C,.,-
chrXII,1006218,1006219,YLR435W,.,+
chrXII,505962,505963,YLR175W,.,+
chrV,53408,53409,YEL054C,.,-
chrI,45809,45810,YAL053W,.,+
chrXII,166277,166278,YLR009W,.,+
chrIV,221372,221373,YDL134C,.,-
chrXII,380884,380885,YLR116W,.,+
chrXIII,56213,56214,YML107C,.,-
chrVIII,234929,234930,YHR070W,.,+
chrIV,1333927,1333928,YDR435C,.,-
chrXIII,716268,716269,YMR222C,.,-
chrXIV,471413,471414,YNL083W,.,+
chrXII,1056735,1056736,YLR457C,.,-
chrXIII,111036,111037,YML078W,.,+
chrXI,296158,296159,YKL074C,.,-
chrIX,47507,47508,YIL157C,.,-
chrIX,83331,83332,YIL142W,.,+
chrXV,898330,898331,YOR310C,.,-
chrII,727046,727047,YBR255C-A,.,-
chrXI,79855,79856,YKL193C,.,-
chrXIII,486612,486613,YMR109W,.,+
chrXVI,685923,685924,YPR070W,.,+
chrIV,1427180,1427181,YDR485C,.,-
chrVIII,483811,483812,YHR188C,.,-
chrIV,87534,87535,YDL208W,.,+
chrVII,1060017,1060018,YGR283C,.,-
chrI,61335,61336,YAL042W,.,+
chrXV,813688,813689,YOR259C,.,-
chrVII,452084,452085,YGL023C,.,-
chrXVI,818340,818341,YPR143W,.,+
chrX,383851,383852,YJL033W,.,+
chrXI,402064,402065,YKL020C,.,-
chrI,39271,39272,YAL056W,.,+
chrVIII,159450,159451,YHR025W,.,+
chrX,359663,359664,YJL044C,.,-
chrIV,1386826,1386827,YDR463W,.,+
chrXVI,310219,310220,YPL126W,.,+
chrXVI,105430,105431,YPL234C,.,-
chrII,657834,657835,YBR217W,.,+
chrIII,22103,22104,YCL061C,.,-
chrIV,838393,838394,YDR189W,.,+
chrVI,210067,210068,YFR028C,.,-
chrXIV,167790,167791,YNL255C,.,-
chrXV,273724,273725,YOL027C,.,-
chrII,792846,792847,YBR295W,.,+
chrIV,1039510,1039511,YDR289C,.,-
chrIV,330449,330450,YDL072C,.,-
chrIV,1480421,1480422,YDR519W,.,+
chrII,444696,444697,YBR101C,.,-
chrXII,680194,680195,YLR268W,.,+
chrIV,276585,276586,YDL103C,.,-
chrXII,329249,329250,YLR094C,.,-
chrI,94673,94674,YAL027W,.,+
chrIV,258901,258902,YDL112W,.,+
chrXVI,318959,318960,YPL123C,.,-
chrIV,887213,887214,YDR212W,.,+
chrIV,1213884,1213885,YDR368W,.,+
chrXVI,869980,869981,YPR163C,.,-
chrXIII,145903,145904,YML064C,.,-
chrXI,161568,161569,YKL154W,.,+
chrVII,885784,885785,YGR193C,.,-
chrXVI,103183,103184,YPL235W,.,+
chrVIII,242528,242529,YHR073W,.,+
chrXIII,801716,801717,YMR267W,.,+
chrX,633543,633544,YJR110W,.,+
chrX,425084,425085,YJL005W,.,+
chrXIII,912214,912215,YMR318C,.,-
chrXIV,342428,342429,YNL155W,.,+
chrXVI,164132,164133,YPL204W,.,+
chrV,483049,483050,YER155C,.,-
chrV,393948,393949,YER114C,.,-
chrVII,866092,866093,YGR184C,.,-
chrXII,924994,924995,YLR403W,.,+
chrXV,349611,349612,YOR011W,.,+
chrXII,390361,390362,YLR121C,.,-
chrV,318773,318774,YER079W,.,+
chrIV,1172029,1172030,YDR348C,.,-
chrI,128034,128035,YAL015C,.,-
chrII,207049,207050,YBL010C,.,-
chrIII,249007,249008,YCR075W-A,.,+
chrX,314841,314842,YJL066C,.,-
chrXV,850297,850298,YOR286W,.,+
chrX,637806,637807,YJR112W-A,.,+
chrIV,65254,65255,YDL219W,.,+
chrXIII,79677,79678,YML097C,.,-
chrXIII,818837,818838,YMR276W,.,+
chrXIV,555052,555053,YNL039W,.,+
chrXI,448032,448033,YKR004C,.,-
chrIV,491516,491517,YDR025W,.,+
chrXII,857530,857531,YLR368W,.,+
chrII,680216,680217,YBR230W-A,.,+
chrXIII,563079,563080,YMR152W,.,+
chrXVI,623375,623376,YPR028W,.,+
chrXII,640298,640299,YLR250W,.,+
chrXII,721449,721450,YLR293C,.,-
chrXI,596844,596845,YKR083C,.,-
chrXV,431682,431683,YOR056C,.,-
chrXII,514772,514773,YLR179C,.,-
chrVII,206948,206949,YGL158W,.,+
chrII,141099,141100,YBL041W,.,+
chrXVI,464331,464332,YPL049C,.,-
chrVII,150456,150457,YGL187C,.,-
chrXII,892831,892832,YLR384C,.,-
chrXI,407179,407180,YKL017C,.,-
chrXIV,575996,575997,YNL031C,.,-
chrXII,626279,626280,YLR244C,.,-
chrX,262501,262502,YJL091C,.,-
chrXV,375807,375808,YOR022C,.,-
chrXI,604184,604185,YKR087C,.,-
chrXII,40369,40370,YLL050C,.,-
chrXIV,557063,557064,YNL038W,.,+
chrVII,910475,910476,YGR206W,.,+
chrIII,214111,214112,YCR051W,.,+
chrXIV,227407,227408,YNL223W,.,+
chrXIV,581954,581955,YNL026W,.,+
chrXIII,67516,67517,YML103C,.,-
chrV,502862,502863,YER162C,.,-
chrXVI,883268,883269,YPR170W-B,.,+
chrXII,157703,157704,YLR003C,.,-
chrXIV,665364,665365,YNR019W,.,+
chrII,142841,142842,YBL040C,.,-
chrIX,180212,180213,YIL098C,.,-
chrX,676995,676996,YJR135W-A,.,+
chrXV,654233,654234,YOR172W,.,+
chrIV,655036,655037,YDR100W,.,+
chrV,43275,43276,YEL058W,.,+
chrXIII,572020,572021,YMR157C,.,-
chrXII,177393,177394,YLR016C,.,-
chrXIV,224448,224449,YNL225C,.,-
chrXI,39181,39182,YKL210W,.,+
chrXII,537290,537291,YLR191W,.,+
chrXIII,318698,318699,YMR022W,.,+
chrII,578382,578383,YBR171W,.,+
chrXV,612016,612017,YOR150W,.,+
chrXII,965542,965543,YLR421C,.,-
chrIV,42714,42715,YDL230W,.,+
chrVII,532580,532581,YGR024C,.,-
chrXII,787676,787677,YLR330W,.,+
chrXIV,331334,331335,YNL162W,.,+
chrXI,109280,109281,YKL180W,.,+
chrXI,220335,220336,YKL117W,.,+
chrXII,617305,617306,YLR239C,.,-
chrXIII,50942,50943,YML110C,.,-
chrXI,429311,429312,YKL007W,.,+
chrIV,977218,977219,YDR260C,.,-
chrVIII,467237,467238,YHR181W,.,+
chrXIV,640403,640404,YNR008W,.,+
chrX,94523,94524,YJL176C,.,-
