chromosome,start,end,gene,stable/fragile,gene orientation
chrII,298054,298055,YBR030W,stable,+
chrII,298054,298055,YBR029C,stable,-
chrXIII,392489,392490,YMR061W,stable,+
chrII,724224,724225,YBR255W,stable,+
chrXII,337539,337540,YLR097C,stable,-
chrXV,553165,553166,YOR122C,stable,-
chrII,170343,170344,YBL026W,stable,+
chrXII,434443,434444,YLR148W,stable,+
chrIV,1399040,1399041,YDR468C,stable,-
chrIII,22345,22346,YCL061C,stable,-
chrXI,46602,46603,YKL209C,stable,-
chrXI,584755,584756,YKR078W,stable,+
chrXII,423714,423715,YLR139C,stable,-
chrXV,312583,312584,YOL007C,stable,-
chrXII,323395,323396,YLR092W,stable,+
chrIV,114342,114343,YDL193W,stable,+
chrIV,709265,709266,YDR128W,stable,+
chrII,431192,431193,YBR093C,stable,-
chrII,431759,431760,YBR094W,stable,+
chrII,184174,184175,YBL019W,stable,+
chrV,395295,395296,YER115C,stable,-
chrX,102028,102029,YJL170C,stable,-
chrV,364255,364256,YER103W,stable,+
chrVII,159662,159663,YGL180W,stable,+
chrIII,197443,197444,YCR037C,stable,-
chrV,121516,121517,YEL019C,stable,-
chrXII,677942,677943,YLR267W,stable,+
chrX,572361,572362,YJR072C,stable,-
chrXVI,704126,704127,YPR081C,stable,-
chrVIII,379513,379514,YHR139C,stable,-
chrIV,423932,423933,YDL017W,stable,+
chrXVI,364235,364236,YPL099C,stable,-
chrIX,76106,76107,YIL146C,stable,-
chrV,409340,409341,YER124C,stable,-
chrXI,182542,182543,YKL139W,stable,+
chrIV,746486,746487,YDR145W,stable,+
chrIV,579066,579067,YDR064W,stable,+
chrXVI,84518,84519,YPL247C,stable,-
chrXII,548764,548765,YLR200W,stable,+
chrXV,56241,56242,YOL141W,stable,+
chrIV,30460,30461,YDL237W,stable,+
chrXV,1017799,1017800,YOR361C,stable,-
chrXVI,321000,321001,YPL122C,stable,-
chrVII,465478,465479,YGL014W,stable,+
chrXIII,448498,448499,YMR089C,stable,-
chrXIII,111663,111664,YML077W,stable,+
chrIII,131825,131826,YCR009C,stable,-
chrXV,1079818,1079819,YOR391C,stable,-
chrIX,240867,240868,YIL066C,stable,-
chrXVI,291319,291320,YPL139C,stable,-
chrII,742817,742818,YBR269C,stable,-
chrXI,583330,583331,YKR077W,stable,+
chrXVI,627724,627725,YPR030W,stable,+
chrXII,725642,725643,YLR299W,stable,+
chrXII,725642,725643,YLR298C,stable,-
chrXVI,420531,420532,YPL070W,stable,+
chrX,649471,649472,YJR122W,stable,+
chrXVI,639268,639269,YPR034W,stable,+
chrXVI,639268,639269,YPR033C,stable,-
chrXII,840012,840013,YLR356W,stable,+
chrVII,31654,31655,YGL250W,stable,+
chrV,351302,351303,YER096W,stable,+
chrX,272545,272546,YJL085W,stable,+
chrXIII,645664,645665,YMR190C,stable,-
chrXIII,618222,618223,YMR178W,stable,+
chrIV,1500754,1500755,YDR532C,stable,-
chrIII,264824,264825,YCR088W,stable,+
chrXIII,82105,82106,YML094W,stable,+
chrVIII,195196,195197,YHR045W,stable,+
chrXV,198966,198967,YOL070C,stable,-
chrIX,171494,171495,YIL103W,stable,+
chrVIII,440153,440154,YHR168W,stable,+
chrXII,929567,929568,YLR405W,stable,+
chrXII,204706,204707,YLR032W,stable,+
chrIV,1259616,1259617,YDR393W,stable,+
chrVII,43140,43141,YGL243W,stable,+
chrVI,159081,159082,YFR007W,stable,+
chrXI,269727,269728,YKL092C,stable,-
chrXV,558960,558961,YOR124C,stable,-
chrXIII,15013,15014,YML129C,stable,-
chrXVI,355678,355679,YPL105C,stable,-
chrXIV,52663,52664,YNL310C,stable,-
chrII,461904,461905,YBR111W-A,stable,+
chrIII,107767,107768,YCL005W,stable,+
chrVII,193543,193544,YGL164C,stable,-
chrIV,936303,936304,YDR237W,stable,+
chrXIII,568379,568380,YMR155W,stable,+
chrXIII,650847,650848,YMR194W,stable,+
chrVI,40449,40450,YFL048C,stable,-
chrX,528722,528723,YJR049C,stable,-
chrXV,675628,675629,YOR181W,stable,+
chrIV,1217782,1217783,YDR369C,stable,-
chrIV,283155,283156,YDL099W,stable,+
chrIV,1497950,1497951,YDR531W,stable,+
chrVII,767234,767235,YGR140W,stable,+
chrXI,210202,210203,YKL124W,stable,+
chrVIII,296617,296618,YHR096C,stable,-
chrXV,65605,65606,YOL138C,stable,-
chrXII,902659,902660,YLR390W,stable,+
chrXIV,76570,76571,YNL295W,stable,+
chrXII,315875,315876,YLR088W,stable,+
chrXV,58432,58433,YOL140W,stable,+
chrX,458598,458599,YJR010C-A,stable,-
chrXIII,568583,568584,YMR154C,stable,-
chrIII,111638,111639,YCL001W,stable,+
chrXVI,877910,877911,YPR167C,stable,-
chrXVI,877910,877911,YPR168W,stable,+
chrIV,1156143,1156144,YDR342C,stable,-
chrXV,361399,361400,YOR016C,stable,-
chrX,567654,567655,YJR067C,stable,-
chrVII,200465,200466,YGL161C,stable,-
chrIII,258431,258432,YCR082W,stable,+
chrXII,385410,385411,YLR119W,stable,+
chrXVI,398356,398357,YPL083C,stable,-
chrXIV,734034,734035,YNR058W,stable,+
chrVIII,165003,165004,YHR027C,stable,-
chrXVI,742129,742130,YPR108W,stable,+
chrVI,160308,160309,YFR008W,stable,+
chrVII,543358,543359,YGR029W,stable,+
chrXV,560927,560928,YOR126C,stable,-
chrVII,720104,720105,YGR116W,stable,+
chrXIII,110794,110795,YML078W,stable,+
chrVII,238137,238138,YGL141W,stable,+
chrVII,38769,38770,YGL245W,stable,+
chrXII,830547,830548,YLR351C,stable,-
chrVII,217247,217248,YGL151W,stable,+
chrXIII,611456,611457,YMR176W,stable,+
chrXIV,129427,129428,YNL272C,stable,-
chrIII,106812,106813,YCL005W-A,stable,+
chrI,108941,108942,YAL023C,stable,-
chrIV,829365,829366,YDR183W,stable,+
chrIX,188814,188815,YIL092W,stable,+
chrXIII,835367,835368,YMR282C,stable,-
chrXII,1053125,1053126,YLR455W,stable,+
chrIV,1213621,1213622,YDR368W,stable,+
chrIX,436225,436226,YIR042C,stable,-
chrXI,271656,271657,YKL090W,stable,+
chrX,339363,339364,YJL051W,stable,+
chrXIII,545195,545196,YMR137C,stable,-
chrVII,984463,984464,YGR246C,stable,-
chrXVI,466954,466955,YPL045W,stable,+
chrXII,301975,301976,YLR086W,stable,+
chrVII,114980,114981,YGL203C,stable,-
chrVIII,441882,441883,YHR169W,stable,+
chrII,534954,534955,YBR146W,stable,+
chrXV,249593,249594,YOL042W,stable,+
chrIV,421985,421986,YDL019C,stable,-
chrI,106174,106175,YAL024C,stable,-
chrV,204966,204967,YER025W,stable,+
chrIV,302954,302955,YDL085W,stable,+
chrIV,302954,302955,YDL085C-A,stable,-
chrXVI,369775,369776,YPL095C,stable,-
chrVIII,323076,323077,YHR104W,stable,+
chrXII,1028248,1028249,YLR447C,stable,-
chrVIII,456349,456350,YHR177W,stable,+
chrIV,936121,936122,YDR236C,stable,-
chrXV,559984,559985,YOR125C,stable,-
chrII,10772,10773,YBL107C,stable,-
chrV,164323,164324,YER007W,stable,+
chrXVI,30260,30261,YPL270W,stable,+
chrVI,169661,169662,YFR013W,stable,+
chrX,514081,514082,YJR041C,stable,-
chrI,135876,135877,YAL010C,stable,-
chrVII,622104,622105,YGR066C,stable,-
chrXII,691281,691282,YLR274W,stable,+
chrXVI,689783,689784,YPR072W,stable,+
chrIII,108827,108828,YCL004W,stable,+
chrIX,125905,125906,YIL124W,stable,+
chrX,581836,581837,YJR080C,stable,-
chrXII,431970,431971,YLR145W,stable,+
chrIV,1411348,1411349,YDR476C,stable,-
chrXIII,584325,584326,YMR162C,stable,-
chrIV,1071896,1071897,YDR303C,stable,-
chrX,605999,606000,YJR094C,stable,-
chrV,554169,554170,YER183C,stable,-
chrIV,1320050,1320051,YDR424C,stable,-
chrII,798711,798712,YBR296C,stable,-
chrIV,36578,36579,YDL233W,stable,+
chrXIII,695075,695076,YMR214W,stable,+
chrXIII,30102,30103,YML120C,stable,-
chrII,21505,21506,YBL104C,stable,-
chrXI,14354,14355,YKL219W,stable,+
chrXVI,684595,684596,YPR068C,stable,-
chrVIII,178229,178230,YHR034C,stable,-
chrIV,683821,683822,YDR116C,stable,-
chrVII,738477,738478,YGR123C,stable,-
chrXII,177399,177400,YLR017W,stable,+
chrIV,1228266,1228267,YDR377W,stable,+
chrIV,1127838,1127839,YDR329C,stable,-
chrXI,451190,451191,YKR007W,stable,+
chrII,441277,441278,YBR098W,stable,+
chrIX,357174,357175,YIR001C,stable,-
chrX,496437,496438,YJR034W,stable,+
chrVII,180412,180413,YGL172W,stable,+
chrXVI,656544,656545,YPR046W,stable,+
chrIII,63220,63221,YCL032W,stable,+
chrV,307406,307407,YER074W-A,stable,+
chrI,135647,135648,YAL009W,stable,+
chrXVI,883570,883571,YPR171W,stable,+
chrVII,1043056,1043057,YGR275W,stable,+
chrII,730132,730133,YBR259W,stable,+
chrVII,142004,142005,YGL194C,stable,-
chrXV,533754,533755,YOR113W,stable,+
chrIV,389115,389116,YDL036C,stable,-
chrXII,278886,278887,YLR071C,stable,-
chrXI,226142,226143,YKL112W,stable,+
chrXI,226142,226143,YKL113C,stable,-
chrXIV,297901,297902,YNL182C,stable,-
chrVII,739586,739587,YGR124W,stable,+
chrIV,1003756,1003757,YDR268W,stable,+
chrIV,1003756,1003757,YDR267C,stable,-
chrVI,87552,87553,YFL025C,stable,-
chrXIII,451651,451652,YMR091C,stable,-
chrXII,1056973,1056974,YLR457C,stable,-
chrXV,300938,300939,YOL013W-A,stable,+
chrXII,614513,614514,YLR238W,stable,+
chrXIII,684210,684211,YMR208W,stable,+
chrXIII,684210,684211,YMR207C,stable,-
chrXII,973406,973407,YLR423C,stable,-
chrXVI,544081,544082,YPL007C,stable,-
chrIX,150220,150221,YIL114C,stable,-
chrXV,367736,367737,YOR019W,stable,+
chrX,104715,104716,YJL168C,stable,-
chrX,104715,104716,YJL167W,stable,+
chrXIV,339600,339601,YNL159C,stable,-
chrXIV,323821,323822,YNL166C,stable,-
chrXIV,175255,175256,YNL250W,stable,+
chrX,109831,109832,YJL165C,stable,-
chrVII,352550,352551,YGL084C,stable,-
chrXV,162022,162023,YOL084W,stable,+
chrV,196659,196660,YER021W,stable,+
chrXIV,238024,238025,YNL219C,stable,-
chrXIV,228832,228833,YNL222W,stable,+
chrIII,155339,155340,YCR020C-A,stable,-
chrX,503919,503920,YJR036C,stable,-
chrVI,48948,48949,YFL041W,stable,+
chrIX,362950,362951,YIR004W,stable,+
chrVII,904881,904882,YGR203W,stable,+
chrXIV,85994,85995,YNL290W,stable,+
chrVII,953770,953771,YGR232W,stable,+
chrVII,953770,953771,YGR231C,stable,-
chrIV,65254,65255,YDL220C,stable,-
chrXIV,247417,247418,YNL213C,stable,-
chrXII,617541,617542,YLR239C,stable,-
chrVII,866382,866383,YGR184C,stable,-
chrXIV,342419,342420,YNL156C,stable,-
chrV,175004,175005,YER011W,stable,+
chrVII,924453,924454,YGR217W,stable,+
chrIV,861468,861469,YDR206W,stable,+
chrXV,79787,79788,YOL128C,stable,-
chrIV,1394812,1394813,YDR465C,stable,-
chrIV,1394812,1394813,YDR466W,stable,+
chrX,41481,41482,YJL208C,stable,-
chrXV,128289,128290,YOL101C,stable,-
chrXIII,815535,815536,YMR274C,stable,-
chrXII,744147,744148,YLR305C,stable,-
chrII,722376,722377,YBR252W,stable,+
chrVII,834753,834754,YGR168C,stable,-
chrXV,528631,528632,YOR110W,stable,+
chrVII,346922,346923,YGL086W,stable,+
chrIV,784607,784608,YDR165W,stable,+
chrIV,727981,727982,YDR137W,stable,+
chrIX,394071,394072,YIR019C,stable,-
chrXIII,628182,628183,YMR183C,stable,-
chrIV,1114293,1114294,YDR323C,stable,-
chrXVI,420792,420793,YPL071C,stable,-
chrXVI,175990,175991,YPL195W,stable,+
chrXV,649323,649324,YOR167C,stable,-
chrIV,296553,296554,YDL090C,stable,-
chrXIII,806745,806746,YMR270C,stable,-
chrXIII,352111,352112,YMR041C,stable,-
chrIV,316611,316612,YDL078C,stable,-
chrXIV,713885,713886,YNR049C,stable,-
chrXII,912575,912576,YLR396C,stable,-
chrVII,999423,999424,YGR253C,stable,-
chrIX,245770,245771,YIL061C,stable,-
chrIX,138094,138095,YIL119C,stable,-
chrIV,675849,675850,YDR109C,stable,-
chrIV,675849,675850,YDR110W,stable,+
chrXIII,509452,509453,YMR120C,stable,-
chrVI,238237,238238,YFR042W,stable,+
chrVII,963013,963014,YGR236C,stable,-
chrVIII,353321,353322,YHR122W,stable,+
chrII,447329,447330,YBR103W,stable,+
chrVII,601383,601384,YGR056W,stable,+
chrXII,260714,260715,YLR059C,stable,-
chrXII,260714,260715,YLR060W,stable,+
chrVIII,448001,448002,YHR172W,stable,+
chrVII,226074,226075,YGL148W,stable,+
chrIV,1106115,1106116,YDR319C,stable,-
chrVI,203663,203664,YFR024C-A,stable,-
chrXV,153752,153753,YOL089C,stable,-
chrXIV,206687,206688,YNL236W,stable,+
chrX,192210,192211,YJL117W,stable,+
chrXV,770520,770521,YOR230W,stable,+
chrIV,610386,610387,YDR081C,stable,-
chrXII,915143,915144,YLR397C,stable,-
chrIV,212282,212283,YDL139C,stable,-
chrXV,47834,47835,YOL148C,stable,-
chrXV,844934,844935,YOR279C,stable,-
chrXVI,429595,429596,YPL063W,stable,+
chrXII,885244,885245,YLR382C,stable,-
chrIV,1383497,1383498,YDR460W,stable,+
chrIV,744258,744259,YDR143C,stable,-
chrXV,34114,34115,YOL154W,stable,+
chrVIII,490373,490374,YHR195W,stable,+
chrX,543830,543831,YJR057W,stable,+
chrXIV,554784,554785,YNL039W,stable,+
chrXIV,104302,104303,YNL284C,stable,-
chrIV,716876,716877,YDR130C,stable,-
chrVII,1045689,1045690,YGR276C,stable,-
chrXII,156592,156593,YLR002C,stable,-
chrXV,255088,255089,YOL038W,stable,+
chrV,159361,159362,YER004W,stable,+
chrV,159361,159362,YER003C,stable,-
chrIV,48221,48222,YDL227C,stable,-
chrVII,756727,756728,YGR133W,stable,+
chrVII,756727,756728,YGR132C,stable,-
chrVI,250149,250150,YFR050C,stable,-
chrVII,897215,897216,YGR199W,stable,+
chrXVI,261438,261439,YPL154C,stable,-
chrIX,160452,160453,YIL109C,stable,-
chrIX,160452,160453,YIL108W,stable,+
chrXIV,473117,473118,YNL082W,stable,+
chrXII,384768,384769,YLR117C,stable,-
chrVI,248125,248126,YFR049W,stable,+
chrIV,247964,247965,YDL119C,stable,-
chrIV,247964,247965,YDL117W,stable,+
chrIV,289625,289626,YDL093W,stable,+
chrIII,173710,173711,YCR028C-A,stable,-
chrVII,836081,836082,YGR169C,stable,-
chrXVI,583059,583060,YPR010C-A,stable,-
chrXVI,874837,874838,YPR165W,stable,+
chrXII,502128,502129,YLR173W,stable,+
chrVI,79352,79353,YFL029C,stable,-
chrIX,242072,242073,YIL065C,stable,-
chrIV,1414326,1414327,YDR478W,stable,+
chrXIII,845363,845364,YMR288W,stable,+
chrXVI,554333,554334,YPL001W,stable,+
chrIV,130927,130928,YDL184C,stable,-
chrII,245631,245632,YBR005W,stable,+
chrIV,228845,228846,YDL130W-A,stable,+
chrV,302481,302482,YER071C,stable,-
chrVII,202475,202476,YGL159W,stable,+
chrXI,185942,185943,YKL138C,stable,-
chrXV,324599,324600,YOL002C,stable,-
chrXV,324599,324600,YOL001W,stable,+
chrVIII,491633,491634,YHR196W,stable,+
chrVIII,67769,67770,YHL020C,stable,-
chrXVI,799004,799005,YPR135W,stable,+
chrXIV,670169,670170,YNR023W,stable,+
chrIV,950564,950565,YDR243C,stable,-
chrIV,1383734,1383735,YDR459C,stable,-
chrXI,463780,463781,YKR013W,stable,+
chrX,63537,63538,YJL197W,stable,+
chrXII,183635,183636,YLR020C,stable,-
chrXIV,372511,372512,YNL135C,stable,-
chrVII,498261,498262,YGR001C,stable,-
chrIV,87989,87990,YDL207W,stable,+
chrII,423589,423590,YBR087W,stable,+
chrXII,46672,46673,YLL048C,stable,-
chrXII,293842,293843,YLR082C,stable,-
chrXV,274532,274533,YOL026C,stable,-
chrIV,583475,583476,YDR068W,stable,+
chrX,587645,587646,YJR088C,stable,-
chrII,342550,342551,YBR054W,stable,+
chrXV,55331,55332,YOL143C,stable,-
chrXV,55331,55332,YOL142W,stable,+
chrXV,310335,310336,YOL009C,stable,-
chrXV,644308,644309,YOR165W,stable,+
chrVIII,378008,378009,YHR138C,stable,-
chrXV,364094,364095,YOR018W,stable,+
chrVIII,368343,368344,YHR131C,stable,-
chrIV,66339,66340,YDL218W,stable,+
chrXIII,804456,804457,YMR268C,stable,-
chrXIII,392767,392768,YMR060C,stable,-
chrVII,375096,375097,YGL070C,stable,-
chrIV,819374,819375,YDR179C,stable,-
chrXVI,709864,709865,YPR086W,stable,+
chrXVI,246493,246494,YPL161C,stable,-
chrXIII,140450,140451,YML067C,stable,-
chrIV,819150,819151,YDR179W-A,stable,+
chrXI,224678,224679,YKL114C,stable,-
chrV,415658,415659,YER128W,stable,+
chrIV,1112541,1112542,YDR322C-A,stable,-
chrX,460551,460552,YJR012C,stable,-
chrXII,641150,641151,YLR251W,stable,+
chrXII,873818,873819,YLR376C,stable,-
chrXVI,656806,656807,YPR045C,stable,-
chrIV,1417108,1417109,YDR479C,stable,-
chrIV,1417108,1417109,YDR480W,stable,+
chrIV,596765,596766,YDR075W,stable,+
chrVII,508755,508756,YGR008C,stable,-
chrIX,204941,204942,YIL083C,stable,-
chrXVI,273242,273243,YPL148C,stable,-
chrI,224947,224948,YAR071W,stable,+
chrXIII,382886,382887,YMR054W,stable,+
chrIV,1382307,1382308,YDR458C,stable,-
chrVIII,341479,341480,YHR116W,stable,+
chrXIV,211504,211505,YNL233W,stable,+
chrVIII,422931,422932,YHR161C,stable,-
chrII,722985,722986,YBR253W,stable,+
chrIV,583720,583721,YDR067C,stable,-
chrII,609727,609728,YBR194W,stable,+
chrX,88768,88769,YJL180C,stable,-
chrXII,877928,877929,YLR380W,stable,+
chrX,345704,345705,YJL049W,stable,+
chrVII,902541,902542,YGR200C,stable,-
chrXIII,431407,431408,YMR081C,stable,-
chrXVI,841070,841071,YPR157W,stable,+
chrV,173486,173487,YER010C,stable,-
chrXV,229812,229813,YOL053W,stable,+
chrXIV,37424,37425,YNL320W,stable,+
chrXII,973164,973165,YLR424W,stable,+
chrXII,270762,270763,YLR068W,stable,+
chrIV,69000,69001,YDL217C,stable,-
chrII,741073,741074,YBR268W,stable,+
chrXVI,792417,792418,YPR128C,stable,-
chrXVI,792417,792418,YPR129W,stable,+
chrVIII,69519,69520,YHL018W,stable,+
chrXIV,707526,707527,YNR046W,stable,+
chrXV,212235,212236,YOL062C,stable,-
chrVII,942436,942437,YGR223C,stable,-
chrV,93970,93971,YEL030W,stable,+
chrVII,830221,830222,YGR166W,stable,+
chrXV,1064826,1064827,YOR385W,stable,+
chrIV,1153916,1153917,YDR341C,stable,-
chrII,730361,730362,YBR258C,stable,-
chrIV,1226765,1226766,YDR375C,stable,-
chrVI,238464,238465,YFR041C,stable,-
chrXVI,627257,627258,YPR029C,stable,-
chrXIII,401320,401321,YMR066W,stable,+
chrVII,22084,22085,YGL254W,stable,+
chrXII,100358,100359,YLL022C,stable,-
chrVIII,219867,219868,YHR059W,stable,+
chrXVI,366741,366742,YPL096W,stable,+
chrXI,176775,176776,YKL144C,stable,-
chrX,587375,587376,YJR089W,stable,+
chrVII,459875,459876,YGL018C,stable,-
chrX,700901,700902,YJR143C,stable,-
chrVII,698365,698366,YGR105W,stable,+
chrXVI,554600,554601,YPL002C,stable,-
chrV,200824,200825,YER023W,stable,+
chrXIII,736547,736548,YMR232W,stable,+
chrXV,126878,126879,YOL102C,stable,-
chrVIII,551584,551585,YHR215W,stable,+
chrVII,374820,374821,YGL068W,stable,+
chrXIII,837005,837006,YMR283C,stable,-
chrVII,41212,41213,YGL244W,stable,+
chrX,231042,231043,YJL102W,stable,+
chrV,464867,464868,YER148W,stable,+
chrXIV,471395,471396,YNL084C,stable,-
chrXVI,364959,364960,YPL098C,stable,-
chrIV,439330,439331,YDL006W,stable,+
chrXI,46955,46956,YKL208W,stable,+
chrX,333378,333379,YJL056C,stable,-
chrXIV,491217,491218,YNL071W,stable,+
chrX,137079,137080,YJL149W,stable,+
chrIV,1108456,1108457,YDR321W,stable,+
chrVIII,325390,325391,YHR106W,stable,+
chrXIV,537931,537932,YNL048W,stable,+
chrI,82752,82753,YAL034C,stable,-
chrXIII,865553,865554,YMR299C,stable,-
chrXIV,145535,145536,YNL265C,stable,-
chrI,154978,154979,YAR002C-A,stable,-
chrIX,412950,412951,YIR030C,stable,-
chrIX,73873,73874,YIL147C,stable,-
chrIV,183015,183016,YDL150W,stable,+
chrIV,603789,603790,YDR080W,stable,+
chrIV,1319481,1319482,YDR423C,stable,-
chrXII,266909,266910,YLR066W,stable,+
chrXI,263102,263103,YKL094W,stable,+
chrXII,1022519,1022520,YLR442C,stable,-
chrX,419806,419807,YJL010C,stable,-
chrIV,1319825,1319826,YDR425W,stable,+
chrI,84700,84701,YAL032C,stable,-
chrXIII,497701,497702,YMR114C,stable,-
chrVII,448789,448790,YGL026C,stable,-
chrII,642424,642425,YBR208C,stable,-
chrXII,432201,432202,YLR144C,stable,-
chrVII,334607,334608,YGL093W,stable,+
chrI,87025,87026,YAL030W,stable,+
chrXIV,82583,82584,YNL292W,stable,+
chrII,727306,727307,YBR255C-A,stable,-
chrVII,150602,150603,YGL187C,stable,-
chrX,161675,161676,YJL132W,stable,+
chrXII,517940,517941,YLR181C,stable,-
chrXIII,527507,527508,YMR129W,stable,+
chrX,460181,460182,YJR013W,stable,+
chrXIII,564158,564159,YMR153W,stable,+
chrXI,161559,161560,YKL155C,stable,-
chrXII,49579,49580,YLL043W,stable,+
chrXV,181699,181700,YOL080C,stable,-
chrII,721122,721123,YBR251W,stable,+
chrVII,649306,649307,YGR085C,stable,-
chrVII,166520,166521,YGL178W,stable,+
chrIV,1039502,1039503,YDR291W,stable,+
chrXIII,522221,522222,YMR126C,stable,-
chrXI,402373,402374,YKL019W,stable,+
chrIV,30674,30675,YDL238C,stable,-
chrXII,408169,408170,YLR133W,stable,+
chrV,146946,146947,YEL005C,stable,-
chrXV,413587,413588,YOR045W,stable,+
chrIX,353908,353909,YIL002C,stable,-
chrIV,352583,352584,YDL056W,stable,+
chrVII,693087,693088,YGR101W,stable,+
chrXIV,412487,412488,YNL113W,stable,+
chrX,83778,83779,YJL183W,stable,+
chrII,241674,241675,YBR001C,stable,-
chrXI,291130,291131,YKL077W,stable,+
chrX,434912,434913,YJL002C,stable,-
chrVII,458104,458105,YGL020C,stable,-
chrXIII,151848,151849,YML061C,stable,-
chrVII,450189,450190,YGL025C,stable,-
chrII,47380,47381,YBL091C-A,stable,-
chrXV,811020,811021,YOR256C,stable,-
chrVII,523363,523364,YGR017W,stable,+
chrXV,860807,860808,YOR291W,stable,+
chrII,435690,435691,YBR096W,stable,+
chrXII,388593,388594,YLR120C,stable,-
chrII,683343,683344,YBR231C,stable,-
chrVII,875383,875384,YGR188C,stable,-
chrXIII,247705,247706,YML011C,stable,-
chrIV,1298164,1298165,YDR416W,stable,+
chrI,128232,128233,YAL015C,stable,-
chrV,146727,146728,YEL004W,stable,+
chrV,438036,438037,YER134C,stable,-
chrXIII,892616,892617,YMR308C,stable,-
chrX,615451,615452,YJR098C,stable,-
chrV,372288,372289,YER105C,stable,-
chrVII,524979,524980,YGR019W,stable,+
chrXVI,246650,246651,YPL160W,stable,+
chrII,476631,476632,YBR117C,stable,-
chrII,171221,171222,YBL025W,stable,+
chrI,154713,154714,YAR003W,stable,+
chrXV,996907,996908,YOR352W,stable,+
chrIV,345416,345417,YDL058W,stable,+
chrVII,1007652,1007653,YGR257C,stable,-
chrXV,847396,847397,YOR281C,stable,-
chrXIII,343777,343778,YMR036C,stable,-
chrX,567399,567400,YJR068W,stable,+
chrIV,292521,292522,YDL092W,stable,+
