S288C|Orientation|Locus_tag|Name|RM11|YJM975
CHR11:38811-38911|+|locus_tag=snR64|Name=snR64|CHR11:45592-45689|CHR11:36445-36542
CHR11:389380-389883|-|locus_tag=YKL026C|Name=GPX1|CHR11:395804-396306|CHR11:386724-387226
CHR11:390240-392279|-|locus_tag=YKL025C|Name=PAN3|CHR11:396664-398702|CHR11:387584-389622
CHR11:39163-42237|+|locus_tag=YKL210W|Name=UBA1|CHR11:45942-49015|CHR11:36795-39868
CHR11:392526-393140|-|locus_tag=YKL024C|Name=URA6|CHR11:398950-399563|CHR11:389870-390483
CHR11:393146-393373|-|locus_tag=YKL023C-A|Name=MIN9|CHR11:399570-399796|CHR11:390490-390716
CHR11:393721-394554|+|locus_tag=YKL023W|Name=SKA1|CHR11:400144-400988|CHR11:391064-391908
CHR11:394726-397248|-|locus_tag=YKL022C|Name=CDC16|CHR11:401161-403682|CHR11:392081-394602
CHR11:397344-398750|-|locus_tag=YKL021C|Name=MAK11|CHR11:403779-405184|CHR11:394699-396104
CHR11:398832-402080|-|locus_tag=YKL020C|Name=SPT23|CHR11:405267-408514|CHR11:396187-399434
CHR11:402568-403518|+|locus_tag=YKL019W|Name=RAM2|CHR11:409003-409952|CHR11:399923-400872
CHR11:403580-403879|-|locus_tag=YKL018C-A|Name=MCO12|CHR11:410015-410313|CHR11:400935-401233
CHR11:404102-405091|+|locus_tag=YKL018W|Name=SWD2|CHR11:410537-411525|CHR11:401457-402445
CHR11:405190-407241|-|locus_tag=YKL017C|Name=HCS1|CHR11:411625-413675|CHR11:402545-404595
CHR11:407465-407989|-|locus_tag=YKL016C|Name=ATP7|CHR11:413900-414423|CHR11:404820-405343
CHR11:408544-411483|+|locus_tag=YKL015W|Name=PUT3|CHR11:414980-417918|CHR11:405900-408838
CHR11:411619-416913|-|locus_tag=YKL014C|Name=URB1|CHR11:418057-423350|CHR11:408977-414270
CHR11:417508-418023|-|locus_tag=YKL013C|Name=ARC19|CHR11:423946-424460|CHR11:414866-415380
CHR11:418310-420061|+|locus_tag=YKL012W|Name=PRP40|CHR11:424748-426496|CHR11:415668-417416
CHR11:420155-421216|-|locus_tag=YKL011C|Name=CCE1|CHR11:426593-427653|CHR11:417513-418573
CHR11:421424-425875|-|locus_tag=YKL010C|Name=UFD4|CHR11:427862-432312|CHR11:418782-423232
CHR11:42423-46295|-|locus_tag=YKL209C|Name=STE6|CHR11:49204-53074|CHR11:40057-43927
CHR11:426242-426952|+|locus_tag=YKL009W|Name=MRT4|CHR11:432680-433389|CHR11:423600-424309
CHR11:427295-428551|-|locus_tag=YKL008C|Name=LAC1|CHR11:433732-434987|CHR11:424652-425907
CHR11:429302-430108|+|locus_tag=YKL007W|Name=CAP1|CHR11:435736-436541|CHR11:426658-427463
CHR11:430198-430632|-|locus_tag=YKL006C-A|Name=SFT1|CHR11:436632-437066|CHR11:427554-427988
CHR11:431030-431138|-|locus_tag=snR87|Name=snR87|CHR11:437465-437572|CHR11:428388-428495
CHR11:431906-432720|+|locus_tag=YKL006W|Name=RPL14A|CHR11:438326-439138|CHR11:429250-430062
CHR11:433093-434877|-|locus_tag=YKL005C|Name=BYE1|CHR11:439509-441292|CHR11:430433-432216
CHR11:435580-436785|+|locus_tag=YKL004W|Name=AUR1|CHR11:441996-443200|CHR11:432920-434124
CHR11:437097-437492|-|locus_tag=YKL003C|Name=MRP17|CHR11:443513-443907|CHR11:434437-434831
CHR11:437778-438544|+|locus_tag=YKL002W|Name=DID4|CHR11:444194-444959|CHR11:435118-435883
CHR11:438777-439385|-|locus_tag=YKL001C|Name=MET14|CHR11:445193-445800|CHR11:436117-436724
CHR11:440608-442722|-|locus_tag=YKR001C|Name=VPS1|CHR11:447024-449137|CHR11:437948-440061
CHR11:443232-444938|+|locus_tag=YKR002W|Name=PAP1|CHR11:449648-451353|CHR11:440572-442277
CHR11:445381-446727|+|locus_tag=YKR003W|Name=OSH6|CHR11:451797-453142|CHR11:442720-444065
CHR11:446799-448036|-|locus_tag=YKR004C|Name=ECM9|CHR11:453215-454451|CHR11:444138-445374
CHR11:448521-450167|-|locus_tag=YKR005C|Name=YKR005C|CHR11:454937-456582|CHR11:445860-447505
CHR11:450423-451217|-|locus_tag=YKR006C|Name=MRPL13|CHR11:456839-457632|CHR11:447762-448555
CHR11:451434-451988|+|locus_tag=YKR007W|Name=MEH1|CHR11:457850-458397|CHR11:448773-449320
CHR11:452201-454078|+|locus_tag=YKR008W|Name=RSC4|CHR11:458611-460487|CHR11:449534-451410
CHR11:454352-457054|-|locus_tag=YKR009C|Name=FOX2|CHR11:460762-463463|CHR11:451685-454386
CHR11:458557-458670|+|locus_tag=tL(CAA)K|Name=tL(CAA)K|CHR1:47530-47418|CHR1:172272-172384
CHR11:458924-461239|-|locus_tag=YKR010C|Name=TOF2|CHR11:470961-473275|CHR11:455920-458234
CHR11:461635-462696|-|locus_tag=YKR011C|Name=YKR011C|CHR11:473672-474732|CHR11:458631-459691
CHR11:463959-464948|+|locus_tag=YKR013W|Name=PRY2|CHR11:475995-476983|CHR11:460956-461980
CHR11:465367-466071|-|locus_tag=YKR014C|Name=YPT52|CHR11:477405-478108|CHR11:462405-463108
CHR11:466961-468667|-|locus_tag=YKR015C|Name=YKR015C|CHR11:478999-480704|CHR11:463999-465704
CHR11:46735-46806|-|locus_tag=tT(CGU)K|Name=TRT2|CHR11:53516-53586|CHR11:44369-44439
CHR11:469717-471339|+|locus_tag=YKR016W|Name=MIC60|CHR11:481758-483377|CHR11:466758-468377
CHR11:47157-47972|+|locus_tag=YKL208W|Name=CBT1|CHR11:53938-54752|CHR11:44791-45605
CHR11:471694-473349|-|locus_tag=YKR017C|Name=HEL1|CHR11:483733-485387|CHR11:468733-470387
CHR11:473723-475900|-|locus_tag=YKR018C|Name=YKR018C|CHR11:485763-487939|CHR11:470763-472939
CHR11:476216-478063|-|locus_tag=YKR019C|Name=IRS4|CHR11:488254-490100|CHR11:473254-475100
CHR11:478338-478832|+|locus_tag=YKR020W|Name=VPS51|CHR11:490376-490869|CHR11:475376-475869
CHR11:479234-481981|+|locus_tag=YKR021W|Name=ALY1|CHR11:491272-494018|CHR11:476272-479018
CHR11:48194-48955|+|locus_tag=YKL207W|Name=EMC3|CHR11:54975-55735|CHR11:45828-46588
CHR11:482171-483139|-|locus_tag=YKR022C|Name=NTR2|CHR11:494209-495176|CHR11:479209-480176
CHR11:483419-485011|+|locus_tag=YKR023W|Name=RQT4|CHR11:495457-497048|CHR11:480457-482048
CHR11:485144-487372|-|locus_tag=YKR024C|Name=DBP7|CHR11:497182-499409|CHR11:482182-484409
CHR11:487770-488618|+|locus_tag=YKR025W|Name=RPC37|CHR11:499808-500655|CHR11:484808-485655
CHR11:488738-489655|-|locus_tag=YKR026C|Name=GCN3|CHR11:500776-501692|CHR11:485776-486692
CHR11:49006-49809|-|locus_tag=YKL206C|Name=ADD66|CHR11:55787-56589|CHR11:46640-47442
CHR11:490968-491040|+|locus_tag=tR(ACG)K|Name=tR(ACG)K|CHR11:503008-503079|CHR4:608689-608618
CHR11:491364-493661|+|locus_tag=YKR027W|Name=BCH2|CHR11:503404-505700|CHR11:488404-490700
CHR11:494257-497358|+|locus_tag=YKR028W|Name=SAP190|CHR11:506299-509399|CHR11:491297-494397
CHR11:497578-499833|-|locus_tag=YKR029C|Name=SET3|CHR11:509620-511874|CHR11:494618-496872
CHR11:500282-501103|+|locus_tag=YKR030W|Name=GMH1|CHR11:512324-513144|CHR11:497322-498142
CHR11:50051-53353|+|locus_tag=YKL205W|Name=LOS1|CHR11:56832-60133|CHR11:47685-50986
CHR11:501344-506395|-|locus_tag=YKR031C|Name=SPO14|CHR11:513386-518436|CHR11:498384-503434
CHR11:506517-506831|+|locus_tag=YKR032W|Name=YKR032W|CHR11:518559-518878|CHR11:503557-503876
CHR11:506898-507707|+|locus_tag=YKR034W|Name=DAL80|CHR11:518946-519754|CHR11:503944-504752
CHR11:507939-508553|+|locus_tag=YKR035W-A|Name=DID2|CHR11:519987-520600|CHR11:504985-505598
CHR11:508702-510633|-|locus_tag=YKR036C|Name=CAF4|CHR11:520750-522686|CHR11:505748-507684
CHR11:510910-511797|-|locus_tag=YKR037C|Name=SPC34|CHR11:522965-523851|CHR11:507963-508849
CHR11:511999-513159|-|locus_tag=YKR038C|Name=KAE1|CHR11:524054-525213|CHR11:509052-510211
CHR11:513332-513403|-|locus_tag=tD(GUC)K|Name=tD(GUC)K|CHR10:203154-203084|CHR2:379685-379615
CHR11:515063-516871|+|locus_tag=YKR039W|Name=GAP1|CHR11:527080-528887|CHR11:512078-513885
CHR11:517988-518060|+|locus_tag=tA(AGC)K2|Name=tA(AGC)K2|CHR10:201922-201851|CHR4:409898-409969
CHR11:518198-518950|+|locus_tag=YKR041W|Name=YKR041W|CHR11:529872-530623|CHR11:514870-515621
CHR11:519527-520624|+|locus_tag=YKR042W|Name=UTH1|CHR11:531201-532288|CHR11:516199-517286
CHR11:520897-521712|-|locus_tag=YKR043C|Name=SHB17|CHR11:532562-533376|CHR11:517560-518374
CHR11:522015-523346|+|locus_tag=YKR044W|Name=UIP5|CHR11:533680-535010|CHR11:518678-520008
CHR11:523418-523969|-|locus_tag=YKR045C|Name=YKR045C|CHR11:535083-535627|CHR11:520081-520640
CHR11:524223-525074|-|locus_tag=YKR046C|Name=PLN1|CHR11:535888-536738|CHR11:520902-521752
CHR11:525387-526640|-|locus_tag=YKR048C|Name=NAP1|CHR11:537057-538309|CHR11:522065-523317
CHR11:526830-527231|-|locus_tag=YKR049C|Name=FMP46|CHR11:538500-538900|CHR11:523508-523908
CHR11:527815-530484|+|locus_tag=YKR050W|Name=TRK2|CHR11:539487-542155|CHR11:524495-527163
CHR11:530946-532202|+|locus_tag=YKR051W|Name=HFL1|CHR11:542617-543872|CHR11:527625-528880
CHR11:532550-533464|-|locus_tag=YKR052C|Name=MRS4|CHR11:544220-545133|CHR11:529228-530141
CHR11:534067-535281|-|locus_tag=YKR053C|Name=YSR3|CHR11:545737-546950|CHR11:530745-531958
CHR11:535647-547925|-|locus_tag=YKR054C|Name=DYN1|CHR11:547317-559594|CHR11:532325-544602
CHR11:53704-55602|+|locus_tag=YKL204W|Name=EAP1|CHR11:60485-62382|CHR11:51338-53235
CHR11:548216-549091|+|locus_tag=YKR055W|Name=RHO4|CHR11:559886-560760|CHR11:544894-545768
CHR11:549448-551367|+|locus_tag=YKR056W|Name=TRM2|CHR11:561118-563036|CHR11:546126-548043
CHR11:551657-552242|+|locus_tag=YKR057W|Name=RPS21A|CHR11:563327-563910|CHR11:548334-548917
CHR11:552770-554620|+|locus_tag=YKR058W|Name=GLG1|CHR11:564439-566288|CHR11:549446-551295
CHR11:554987-556174|+|locus_tag=YKR059W|Name=TIF1|CHR11:566656-567842|CHR11:551663-552849
CHR11:556518-557342|+|locus_tag=YKR060W|Name=UTP30|CHR11:568186-569009|CHR11:553193-554016
CHR11:557677-558954|+|locus_tag=YKR061W|Name=KTR2|CHR11:569345-570621|CHR11:554352-555628
CHR11:559016-559366|-|locus_tag=snR42|Name=snR42|CHR11:570684-571033|CHR11:555691-556040
CHR11:55935-63359|-|locus_tag=YKL203C|Name=TOR2|CHR11:62716-70139|CHR11:53569-60992
CHR11:559666-560652|+|locus_tag=YKR062W|Name=TFA2|CHR11:571334-572319|CHR11:556341-557326
CHR11:560789-562297|-|locus_tag=YKR063C|Name=LAS1|CHR11:572457-573964|CHR11:557464-558971
CHR11:562547-565138|+|locus_tag=YKR064W|Name=OAF3|CHR11:574215-576805|CHR11:559222-561812
CHR11:565299-565892|-|locus_tag=YKR065C|Name=PAM17|CHR11:576968-577560|CHR11:561975-562567
CHR11:566113-567198|-|locus_tag=YKR066C|Name=CCP1|CHR11:577781-578868|CHR11:562788-563878
CHR11:567918-570149|+|locus_tag=YKR067W|Name=GPT2|CHR11:579585-581815|CHR11:564599-566829
CHR11:570328-570909|-|locus_tag=YKR068C|Name=BET3|CHR11:581990-582570|CHR11:567004-567584
CHR11:571612-573393|+|locus_tag=YKR069W|Name=MET1|CHR11:583281-585061|CHR11:568295-570075
CHR11:573574-574632|+|locus_tag=YKR070W|Name=YKR070W|CHR11:585243-586300|CHR11:570257-571314
CHR11:574934-575980|-|locus_tag=YKR071C|Name=DRE2|CHR11:586602-587647|CHR11:571616-572661
CHR11:576435-578123|-|locus_tag=YKR072C|Name=SIS2|CHR11:588101-589788|CHR11:573115-574793
CHR11:578187-578507|-|locus_tag=YKR073C|Name=YKR073C|CHR11:589853-590172|CHR11:574858-575177
CHR11:578965-579060|+|locus_tag=tK(UUU)K|Name=tK(UUU)K|CHR11:590631-590725|CHR4:359184-359278
CHR11:579209-579676|+|locus_tag=YKR074W|Name=AIM29|CHR11:590875-591341|CHR11:575880-576346
CHR11:579827-580750|-|locus_tag=YKR075C|Name=YKR075C|CHR11:591497-592419|CHR11:576502-577424
CHR11:582283-583395|+|locus_tag=YKR076W|Name=ECM4|CHR11:593953-595064|CHR11:578957-580068
CHR11:583653-584744|+|locus_tag=YKR077W|Name=MSA2|CHR11:595323-596413|CHR11:580327-581417
CHR11:584952-586709|+|locus_tag=YKR078W|Name=YKR078W|CHR11:596622-598378|CHR11:581626-583382
CHR11:586789-589305|-|locus_tag=YKR079C|Name=TRZ1|CHR11:598459-600974|CHR11:583463-585978
CHR11:590395-591357|+|locus_tag=YKR080W|Name=MTD1|CHR11:602066-603027|CHR11:587070-588031
CHR11:591506-592540|-|locus_tag=YKR081C|Name=RPF2|CHR11:603177-604210|CHR11:588181-589214
CHR11:592825-596298|+|locus_tag=YKR082W|Name=NUP133|CHR11:604496-607968|CHR11:589500-592972
CHR11:596421-596822|-|locus_tag=YKR083C|Name=DAD2|CHR11:608092-608492|CHR11:593096-593496
CHR11:597055-598890|-|locus_tag=YKR084C|Name=HBS1|CHR11:608727-610561|CHR11:593731-595565
CHR11:599094-599681|-|locus_tag=YKR085C|Name=MRPL20|CHR11:610766-611352|CHR11:595770-596356
CHR11:599857-603072|+|locus_tag=YKR086W|Name=PRP16|CHR11:611529-614743|CHR11:596533-599747
CHR11:603195-604232|-|locus_tag=YKR087C|Name=OMA1|CHR11:614867-615903|CHR11:599871-600907
CHR11:604405-605418|-|locus_tag=YKR088C|Name=TVP38|CHR11:616077-617089|CHR11:601081-602093
CHR11:605633-608365|-|locus_tag=YKR089C|Name=TGL4|CHR11:617305-620036|CHR11:602309-605040
CHR11:608946-611066|+|locus_tag=YKR090W|Name=PXL1|CHR11:620618-622737|CHR11:605622-607741
CHR11:6107-7528|+|locus_tag=YKL221W|Name=MCH2|CHR11:12928-14348|CHR11:3771-5191
CHR11:611525-612265|+|locus_tag=YKR091W|Name=SRL3|CHR11:623197-623936|CHR11:608201-608940
CHR11:612665-613885|-|locus_tag=YKR092C|Name=SRP40|CHR11:624338-625497|CHR11:609340-610499
CHR11:615730-617535|+|locus_tag=YKR093W|Name=PTR2|CHR11:627350-629154|CHR11:612349-614153
CHR11:617996-618750|-|locus_tag=YKR094C|Name=RPL40B|CHR11:629613-630366|CHR11:614614-615367
CHR11:619805-625432|+|locus_tag=YKR095W|Name=MLP1|CHR11:631420-637046|CHR11:616421-622047
CHR11:625864-626205|+|locus_tag=YKR095W-A|Name=PCC1|CHR11:637482-637822|CHR11:622483-622823
CHR11:626793-630380|+|locus_tag=YKR096W|Name=ESL2|CHR11:638415-641998|CHR11:623415-626998
CHR11:631152-632801|+|locus_tag=YKR097W|Name=PCK1|CHR11:642769-644417|CHR11:627769-629417
CHR11:633026-635179|-|locus_tag=YKR098C|Name=UBP11|CHR11:644650-646802|CHR11:629652-631804
CHR11:635851-638286|+|locus_tag=YKR099W|Name=BAS1|CHR11:647479-649913|CHR11:632478-634912
CHR11:638901-639968|-|locus_tag=YKR100C|Name=SKG1|CHR11:650530-651596|CHR11:635529-636595
CHR11:63930-67466|-|locus_tag=YKL201C|Name=MNN4|CHR11:70759-74280|CHR11:61565-65079
CHR11:640540-642504|+|locus_tag=YKR101W|Name=SIR1|CHR11:652169-654132|CHR11:637168-639131
CHR11:658716-660464|-|locus_tag=YKR105C|Name=VBA5|CHR3:13283-11536|CHR3:11925-10178
CHR11:661442-663289|+|locus_tag=YKR106W|Name=GEX2|CHR3:10529-8683|CHR3:8284-7043
CHR11:68232-70220|-|locus_tag=YKL198C|Name=PTK1|CHR11:75046-77036|CHR11:65844-67834
CHR11:70734-73865|-|locus_tag=YKL197C|Name=PEX1|CHR11:77551-80681|CHR11:68349-71479
CHR11:74624-74697|+|locus_tag=tN(GUU)K|Name=tN(GUU)K|CHR11:81442-81514|CHR6:108239-108167
CHR11:74932-75534|-|locus_tag=YKL196C|Name=YKT6|CHR11:81756-82357|CHR11:72554-73155
CHR11:75821-77032|+|locus_tag=YKL195W|Name=MIA40|CHR11:82645-83855|CHR11:73443-74653
CHR11:77258-78646|-|locus_tag=YKL194C|Name=MST1|CHR11:84082-85469|CHR11:74882-76269
CHR11:78866-79882|-|locus_tag=YKL193C|Name=SDS22|CHR11:85699-86714|CHR11:76499-77514
CHR11:80160-80537|-|locus_tag=YKL192C|Name=ACP1|CHR11:86993-87369|CHR11:77793-78169
CHR11:81035-82639|+|locus_tag=YKL191W|Name=DPH2|CHR11:87869-89472|CHR11:78669-80272
CHR11:82947-83550|+|locus_tag=YKL190W|Name=CNB1|CHR11:89781-90381|CHR11:80581-81181
CHR11:84208-84291|+|locus_tag=tL(UAA)K|Name=tL(UAA)K|CHR10:423076-422994|CHR2:1638-1720
CHR11:84704-85903|+|locus_tag=YKL189W|Name=HYM1|CHR11:91537-92735|CHR11:82337-83535
CHR11:86225-88786|-|locus_tag=YKL188C|Name=PXA2|CHR11:93058-95618|CHR11:83858-86418
CHR11:89284-91536|-|locus_tag=YKL187C|Name=FAT3|CHR11:96121-98371|CHR11:86921-89171
CHR11:9091-11226|-|locus_tag=YKL220C|Name=FRE2|CHR11:15908-18042|CHR11:6752-8886
CHR11:92744-93298|-|locus_tag=YKL186C|Name=MTR2|CHR11:99587-100140|CHR11:90386-90939
CHR11:94499-96265|+|locus_tag=YKL185W|Name=ASH1|CHR11:101342-103107|CHR11:92141-93906
CHR11:96757-98157|+|locus_tag=YKL184W|Name=SPE1|CHR11:103601-105000|CHR11:94400-95799
CHR11:98395-98607|-|locus_tag=YKL183C-A|Name=YKL183C-A|CHR11:105238-105449|CHR11:96037-96248
CHR11:98721-99641|+|locus_tag=YKL183W|Name=LOT5|CHR11:105563-106482|CHR11:96362-97281
CHR12:1000342-1001703|-|locus_tag=YLR431C|Name=ATG23|CHR12:952229-953589|CHR12:1557460-1558820
CHR12:1002557-1004128|+|locus_tag=YLR432W|Name=IMD3|CHR12:954445-956015|CHR12:1559674-1561244
CHR12:1004347-1006008|-|locus_tag=YLR433C|Name=CNA1|CHR12:956235-957895|CHR12:1561464-1563124
CHR12:1006378-1006995|+|locus_tag=YLR435W|Name=TSR2|CHR12:958266-958882|CHR12:1563500-1564116
CHR12:1007421-1011245|-|locus_tag=YLR436C|Name=ECM30|CHR12:959309-963132|CHR12:1564543-1568366
CHR12:100947-105347|+|locus_tag=YLL021W|Name=SPA2|CHR12:89842-92695|CHR12:89552-92405
CHR12:1011622-1012023|-|locus_tag=YLR437C|Name=DIF1|CHR12:963509-963909|CHR12:1568744-1569150
CHR12:1012501-1013775|+|locus_tag=YLR438W|Name=CAR2|CHR12:964392-965665|CHR12:1569633-1570906
CHR12:1013909-1014178|-|locus_tag=YLR438C-A|Name=LSM3|CHR12:965799-966067|CHR12:1571041-1571309
CHR12:1014491-1015450|+|locus_tag=YLR439W|Name=MRPL4|CHR12:966389-967347|CHR12:1571631-1572589
CHR12:1015568-1017697|-|locus_tag=YLR440C|Name=SEC39|CHR12:967467-969595|CHR12:1572710-1574838
CHR12:1018141-1018908|-|locus_tag=YLR441C|Name=RPS1A|CHR12:970040-970806|CHR12:1575283-1576049
CHR12:1019315-1022251|-|locus_tag=YLR442C|Name=SIR3|CHR12:971213-974148|CHR12:1576445-1579380
CHR12:1022625-1023971|+|locus_tag=YLR443W|Name=ECM7|CHR12:974523-975868|CHR12:1579755-1581100
CHR12:1024189-1024837|+|locus_tag=YLR445W|Name=GMC2|CHR12:976087-976734|CHR12:1581319-1581966
CHR12:1025214-1026515|+|locus_tag=YLR446W|Name=YLR446W|CHR12:977113-978413|CHR12:1582354-1583654
CHR12:1026856-1027893|-|locus_tag=YLR447C|Name=VMA6|CHR12:978758-979794|CHR12:1583995-1585031
CHR12:1028854-1029768|+|locus_tag=YLR448W|Name=RPL6B|CHR12:980756-981670|CHR12:1585993-1586907
CHR12:1030834-1032012|+|locus_tag=YLR449W|Name=FPR4|CHR12:982738-983915|CHR12:1587976-1589153
CHR12:1032627-1035764|+|locus_tag=YLR450W|Name=HMG2|CHR12:984531-987667|CHR12:1589769-1592905
CHR12:1036093-1038753|+|locus_tag=YLR451W|Name=LEU3|CHR12:987997-990656|CHR12:1593235-1595894
CHR12:1039270-1041366|-|locus_tag=YLR452C|Name=SST2|CHR12:991175-993270|CHR12:1596413-1598508
CHR12:1041799-1042986|-|locus_tag=YLR453C|Name=RIF2|CHR12:993704-994890|CHR12:1598942-1600128
CHR12:1043998-1051884|+|locus_tag=YLR454W|Name=FMP27|CHR12:995904-1003789|CHR12:1601142-1609027
CHR12:1052071-1052144|-|locus_tag=tI(AAU)L2|Name=tI(AAU)L2|CHR12:1003975-1004047|CHR2:183128-183056
CHR12:1053629-1054543|+|locus_tag=YLR455W|Name=PDP3|CHR12:1005860-1006773|CHR12:1611098-1612011
CHR12:1055070-1055684|+|locus_tag=YLR456W|Name=YLR456W|CHR12:1007299-1007912|CHR12:1612537-1613150
CHR12:1055812-1056771|-|locus_tag=YLR457C|Name=NBP1|CHR12:1008041-1008999|CHR12:1613279-1614237
CHR12:105686-107899|-|locus_tag=YLL019C|Name=KNS1|CHR12:94741-96953|CHR12:94453-96665
CHR12:1057334-1058518|+|locus_tag=YLR459W|Name=GAB1|CHR12:1009564-1010747|CHR12:1614802-1615985
CHR12:1059757-1060887|-|locus_tag=YLR460C|Name=YLR460C|CHR12:1011980-1013107|CHR3:298111-299238
CHR12:1062919-1063281|+|locus_tag=YLR461W|Name=PAU4|CHR14:2389-2028|CHR7:6077-5716
CHR12:1065956-1066564|+|locus_tag=YLR462W|Name=YLR462W|CHR4:6006-5401|CHR16:2940-2340
CHR12:1066572-1067501|+|locus_tag=YLR464W|Name=YLR464W|CHR4:5356-4833|CHR15:1048903-1049413
CHR12:1067087-1071235|+|locus_tag=YLR466W|Name=YRF1-4|CHR4:4728-1826|CHR13:1761-1
CHR12:1072508-1077898|+|locus_tag=YLR467W|Name=YRF1-5|CHR4:6006-1826|CHR13:1761-1
CHR12:108676-108972|-|locus_tag=YLL018C-A|Name=COX19|CHR12:97732-98027|CHR12:97443-97738
CHR12:109902-111575|-|locus_tag=YLL018C|Name=DPS1|CHR12:98960-100632|CHR12:98670-100342
CHR12:116432-121111|+|locus_tag=YLL015W|Name=BPT1|CHR12:105484-110162|CHR12:105194-109872
CHR12:121322-121648|+|locus_tag=YLL014W|Name=EMC6|CHR12:110374-110699|CHR12:110084-110409
CHR12:122075-124714|-|locus_tag=YLL013C|Name=PUF3|CHR12:111127-113765|CHR12:110835-112285
CHR12:125534-127255|+|locus_tag=YLL012W|Name=YEH1|CHR12:114581-116301|CHR12:114329-116049
CHR12:127523-128992|+|locus_tag=YLL011W|Name=SOF1|CHR12:116569-118037|CHR12:116316-117784
CHR12:129330-130613|-|locus_tag=YLL010C|Name=PSR1|CHR12:118375-119645|CHR12:118130-119409
CHR12:13083-13445|-|locus_tag=YLL064C|Name=PAU18|CHR14:2029-2390|CHR7:5717-6078
CHR12:131205-131414|-|locus_tag=YLL009C|Name=COX17|CHR12:120248-120456|CHR12:120000-120208
CHR12:131729-133987|+|locus_tag=YLL008W|Name=DRS1|CHR12:120772-123035|CHR12:120525-122791
CHR12:134302-136299|-|locus_tag=YLL007C|Name=LMO1|CHR12:123351-125347|CHR12:123107-125103
CHR12:136345-136521|+|locus_tag=YLL006W-A|Name=YLL006W-A|CHR12:125394-125568|CHR12:125150-125324
CHR12:136586-137866|+|locus_tag=YLL006W|Name=MMM1|CHR12:125634-126913|CHR12:125390-126669
CHR12:137940-140546|-|locus_tag=YLL005C|Name=SPO75|CHR12:126987-129592|CHR12:126743-129348
CHR12:141073-142923|+|locus_tag=YLL004W|Name=ORC3|CHR12:130121-131970|CHR12:129876-131725
CHR12:143201-146041|+|locus_tag=YLL003W|Name=SFI1|CHR12:132249-135088|CHR12:132004-134843
CHR12:146291-147601|+|locus_tag=YLL002W|Name=RTT109|CHR12:135339-136648|CHR12:135094-136403
CHR12:14648-16072|-|locus_tag=YLL063C|Name=AYT1|CHR12:3567-4990|CHR12:3039-4462
CHR12:147890-150163|+|locus_tag=YLL001W|Name=DNM1|CHR12:136938-139210|CHR12:136693-138965
CHR12:151389-153977|-|locus_tag=YLR001C|Name=YLR001C|CHR12:140437-143024|CHR12:140192-142779
CHR12:154343-156334|-|locus_tag=YLR002C|Name=NOC3|CHR12:143391-145381|CHR12:143146-145136
CHR12:156855-157730|-|locus_tag=YLR003C|Name=CMS1|CHR12:145903-146778|CHR12:145658-146532
CHR12:157934-159505|-|locus_tag=YLR004C|Name=THI73|CHR12:146983-148553|CHR12:146737-148307
CHR12:160049-161434|+|locus_tag=YLR005W|Name=SSL1|CHR12:149098-150482|CHR12:148852-150236
CHR12:161755-163893|-|locus_tag=YLR006C|Name=SSK1|CHR12:150799-152936|CHR12:150559-152696
CHR12:164392-165402|+|locus_tag=YLR007W|Name=NSE1|CHR12:153436-154445|CHR12:153196-154205
CHR12:165577-166083|-|locus_tag=YLR008C|Name=PAM18|CHR12:154621-155126|CHR12:154381-154886
CHR12:16639-17613|-|locus_tag=YLL062C|Name=MHT1|CHR12:5558-6531|CHR12:5030-6003
CHR12:166537-167136|+|locus_tag=YLR009W|Name=RLP24|CHR12:155581-156179|CHR12:155341-155939
CHR12:167320-167802|-|locus_tag=YLR010C|Name=TEN1|CHR12:156364-156845|CHR12:156124-156605
CHR12:167944-168025|-|locus_tag=tS(AGA)L|Name=tS(AGA)L|CHR1:46151-46071|CHR1:173651-173731
CHR12:169103-169678|+|locus_tag=YLR011W|Name=LOT6|CHR12:158147-158721|CHR12:157907-158481
CHR12:169982-170281|-|locus_tag=YLR012C|Name=YLR012C|CHR12:159026-159324|CHR12:158786-159084
CHR12:171339-171764|+|locus_tag=YLR013W|Name=GAT3|CHR12:160391-160815|CHR12:160153-160577
CHR12:172268-174982|-|locus_tag=YLR014C|Name=PPR1|CHR12:161312-164025|CHR12:161080-163793
CHR12:175227-176744|+|locus_tag=YLR015W|Name=BRE2|CHR12:164271-165787|CHR12:164039-165555
CHR12:176802-177416|-|locus_tag=YLR016C|Name=PML1|CHR12:165846-166459|CHR12:165614-166227
CHR12:177608-178621|+|locus_tag=YLR017W|Name=MEU1|CHR12:166652-167664|CHR12:166420-167432
CHR12:178707-179606|-|locus_tag=YLR018C|Name=POM34|CHR12:167751-168649|CHR12:167519-168417
CHR12:17956-19707|+|locus_tag=YLL061W|Name=MMP1|CHR12:6875-8625|CHR12:6347-8097
CHR12:180288-181481|+|locus_tag=YLR019W|Name=PSR2|CHR12:169332-170524|CHR12:169100-170292
CHR12:181789-183405|-|locus_tag=YLR020C|Name=YEH2|CHR12:170833-172448|CHR12:170601-172216
CHR12:183623-184162|+|locus_tag=YLR021W|Name=IRC25|CHR12:172667-173205|CHR12:172435-172973
CHR12:184174-184926|-|locus_tag=YLR022C|Name=SDO1|CHR12:173218-173969|CHR12:172986-173737
