CHR|S288C|YJM975|RM11
CHR7|208571-209006|217198-217422|248574-248766
CHR7|210049-210416|220819-221002|248851-249102
CHR7|213667-214081|225774-226297|249613-250547
CHR7|215211-215278|227426-227652|251652-251916
CHR7|216096-216273|228226-228649|252661-252956
CHR7|217298-217524|229583-230141|254682-254949
CHR7|220922-221104|232245-232348|256308-258364
CHR7|225572-225573|233320-234404|258842-259119
CHR7|225877-226399|234615-235855|259604-260817
CHR7|227529-227754|236167-238016|261025-262154
CHR7|228329-228751|238251-240982|262350-263050
CHR7|229686-230243|241251-244909|263310-264991
CHR7|232348-232450|245614-248021|265354-266390
CHR7|234507-234717|248392-249428|266546-266880
CHR7|235958-236269|249767-252635|266929-267953
CHR7|238119-238353|252795-253756|268589-271446
CHR7|241085-241353|254539-255191|273113-273390
CHR7|245012-245716|255561-256861|274198-274988
CHR7|248124-248494|257605-261398|275958-277207
CHR7|249531-249869|261546-265756|277599-278350
CHR7|252738-252897|266043-267421|278571-281179
CHR7|253859-254641|267621-268972|281799-283075
CHR7|255294-255663|269191-270041|283563-285085
CHR7|256964-257707|270290-270672|285761-286830
CHR7|261501-261648|270895-272036|286884-287536
CHR7|265859-266145|272412-274213|288137-288954
CHR7|267524-267723|274674-276607|290719-293312
CHR7|269075-269293|277512-278275|293445-294742
CHR7|270144-270161|278827-280004|295995-296461
CHR7|270392-270775|280574-280953|296854-297719
CHR7|270997-272139|281429-283731|298336-298496
CHR7|272520-274322|284237-285741|298915-299549
CHR7|274780-276714|287808-288242|299883-302005
CHR7|277617-278381|288304-289100|302394-303373
CHR7|278946-280523|289601-291432|306265-308579
CHR7|280777-281157|291824-292791|310087-311318
CHR7|281634-283937|293251-295427|311801-313203
CHR7|284442-285947|295723-297728|313474-316343
CHR7|287350-287455|297965-299514|318167-320009
CHR7|288014-288451|299765-301155|320619-321343
CHR7|288512-289309|301324-303197|321604-322379
CHR7|289809-291641|303435-303856|322634-326001
CHR7|292033-293001|304119-306058|326325-326875
CHR7|293460-295637|306346-306794|327320-328182
CHR7|295932-297938|307181-308310|328522-329045
CHR7|298178-299728|308457-309916|329928-332377
CHR7|299978-301369|310711-311671|332725-333371
CHR7|301537-303411|311938-312584|333681-335821
CHR7|303649-304071|312979-314027|336036-336973
CHR7|304333-306273|314376-316297|337246-337937
CHR7|306560-307009|316533-316799|338338-341447
CHR7|307437-308567|317087-317823|342105-343822
CHR7|308713-310173|321183-322630|345564-347104
CHR7|310967-311927|324729-325558|348623-349830
CHR7|312193-312840|328272-330004|350139-350353
CHR7|313234-314283|330516-333862|350839-352316
CHR7|314631-316553|334284-337036|352945-353732
CHR7|316788-317055|337304-341256|354095-355719
CHR7|317342-318079|341453-342438|356036-356792
CHR7|319781-319852|342716-343980|357288-358717
CHR7|321782-323230|344188-344549|359003-363357
CHR7|325331-326161|345232-345382|363843-364873
CHR7|328583-328654|345596-345625|365240-366408
CHR7|328874-330607|345802-346299|366737-367938
CHR7|331118-334465|346515-348796|368721-370057
CHR7|334886-337639|349045-349868|371911-373052
CHR7|337906-341859|350045-351726|373361-374775
CHR7|342056-343042|352486-354899|377363-377457
CHR7|343319-344584|355255-356399|377655-377735
CHR7|344791-345153|356805-357769|378620-379416
CHR7|345836-345986|358067-358458|379574-379806
CHR7|346201-346230|358875-359530|380038-380960
CHR7|346406-346904|359719-361289|381172-382988
CHR7|347119-349368|361655-363345|383271-383821
CHR7|349616-350440|363764-364591|384003-385042
CHR7|350616-352298|364678-365423|385309-388160
CHR7|353058-355472|365796-365890|388441-390506
CHR7|355827-356972|366344-367506|390948-395839
CHR7|357377-358339|368170-370670|396271-399710
CHR7|358636-359028|371428-373499|400834-401777
CHR7|359444-360100|373875-374242|402057-402727
CHR7|360288-361859|374503-375086|402899-406212
CHR7|362225-363916|375516-376669|406488-408010
CHR7|364335-365163|377037-378997|408492-410209
CHR7|365251-365996|379176-380686|410574-412057
CHR7|366374-366469|380939-382623|412328-416040
CHR7|366925-368088|383070-384181|418629-421438
CHR7|368753-371254|384612-388147|422076-423763
CHR7|372012-374084|388383-389125|425417-427107
CHR7|374459-374827|389480-391404|427784-428802
CHR7|375087-375671|391638-393112|429495-430018
CHR7|376101-377255|393401-393918|430260-431278
CHR7|377609-379582|394380-395242|431587-433540
CHR7|379760-381271|395449-397031|433803-434353
CHR7|381523-383208|398040-399571|434618-435249
CHR7|383654-384766|400280-400695|435390-436387
CHR7|385196-388732|402525-403345|436566-437677
CHR7|388968-389711|403609-406352|438016-438614
CHR7|390065-391990|406819-408035|438874-440642
CHR7|392223-393698|408302-408909|440811-441283
CHR7|393986-394504|410847-412474|441513-442236
CHR7|394966-395829|412891-413780|442240-442675
CHR7|396035-397618|414228-415156|442921-444083
CHR7|398628-400160|415449-415570|444325-446906
CHR7|400871-401287|415630-416033|447115-450581
CHR7|401527-401598|416272-417299|451301-453060
CHR7|402589-403302|420706-421751|453599-456012
CHR7|403687-404391|422107-423548|456586-457463
CHR7|405470-405541|424042-424691|458527-460307
CHR7|405776-406597|425346-428074|460561-460868
CHR7|406860-409604|428315-429828|461107-462056
CHR7|410069-411286|429982-430346|462420-466495
CHR7|411552-412160|432393-433168|466887-467815
CHR7|412294-412367|433338-433600|468684-468795
CHR7|414102-415730|434235-434701|469278-470815
CHR7|416146-417036|435859-436405|471236-472242
CHR7|417483-418412|436831-437192|472878-473605
CHR7|418704-418825|438049-439700|473932-476717
CHR7|418886-419289|440435-442935|477238-478961
CHR7|419527-420555|443205-445327|479758-481685
CHR7|423092-423205|445557-446740|482541-483391
CHR7|423961-425007|446981-448887|483673-484781
CHR7|425362-426804|449188-451343|485931-486286
CHR7|427297-427947|451569-453850|486497-487059
CHR7|428601-431330|453947-454653|487463-488547
CHR7|431548-433062|454940-455775|488905-491981
CHR7|433214-433579|455894-456447|492322-493478
CHR7|435625-436401|456639-458149|494078-494439
CHR7|436570-436833|458451-461695|494482-495383
CHR7|437467-437934|461828-462219|496937-497937
CHR7|439091-439638|462924-465601|498082-498896
CHR7|440063-440425|465885-469117|499243-500885
CHR7|440716-440807|469675-471095|501869-502974
CHR7|441281-442909|471309-472066|503174-503484
CHR7|443642-446143|472365-472888|505479-506146
CHR7|446412-448535|473133-475471|506836-507098
CHR7|448764-449957|476732-479487|507961-508679
CHR7|450197-452104|479762-479847|509043-509262
CHR7|452404-454560|480080-480456|509406-509755
CHR7|454785-457067|482238-482348|510156-511007
CHR7|457163-457870|482738-486258|511854-512572
CHR7|458156-458992|486525-487363|512870-518556
CHR7|459110-459664|487520-488772|519352-519521
CHR7|459854-461365|489291-490990|520011-520379
CHR7|461666-464911|491334-491983|520674-521149
CHR7|465043-465435|492270-493318|521265-521460
CHR7|466141-468807|493952-494844|522630-523282
CHR7|469092-472298|495290-496719|523545-524632
CHR7|472855-474276|496946-499179|526112-526437
CHR7|474489-475247|499752-501139|526749-527584
CHR7|475545-476069|501471-502672|527629-527930
CHR7|476313-478652|502884-503638|527974-528686
CHR7|479910-482666|503783-504753|529635-530627
CHR7|482941-483027|504924-505177|532122-532993
CHR7|483260-483637|505865-507819|533297-533652
CHR7|485423-485533|508363-509549|533980-535394
CHR7|485921-489442|509977-511157|535930-535944
CHR7|489708-490547|511372-513233|536258-536836
CHR7|490703-491956|513761-517680|537791-538362
CHR7|492474-494174|517908-518893|538548-539533
CHR7|494517-495167|519079-519650|539761-543680
CHR7|495453-496502|520605-521183|544208-546069
CHR7|497133-498034|521497-521511|546284-547464
CHR7|498476-499906|522047-523461|547892-549078
CHR7|500132-502366|523789-524144|549622-551576
CHR7|502938-504326|524448-525319|552257-552510
CHR7|504657-505859|526802-527797|552681-553651
CHR7|506070-506825|528762-529474|553796-554550
CHR7|506969-507940|529518-529819|554762-555963
CHR7|508110-508364|529864-530699|556295-557682
CHR7|509047-511002|531011-531336|558255-560488
CHR7|511545-512732|532816-533903|560715-562144
CHR7|513159-514340|534166-534817|562590-563482
CHR7|514554-516416|535987-536182|564116-565164
CHR7|516943-520863|536298-536773|565451-566100
CHR7|521090-522076|537068-537436|566444-568143
CHR7|522261-522833|537926-538095|568662-569914
CHR7|523787-524365|538891-544577|570071-570909
CHR7|524680-524694|544875-545593|571176-574696
CHR7|525229-526644|546609-547276|575086-575196
CHR7|526973-527329|547677-548026|576978-577354
CHR7|527632-528504|548170-548389|577587-577672
CHR7|529264-530919|548753-549471|577947-580702
CHR7|531610-531681|550334-550596|581961-584299
CHR7|531883-532596|551286-551953|584544-585067
CHR7|532639-532941|553951-554261|585366-586123
CHR7|532985-533821|554461-555566|586337-587757
CHR7|534132-534458|556550-558192|588315-591538
CHR7|537379-541325|558539-559353|591822-594505
CHR7|541850-541921|559498-560498|595210-595601
CHR7|542203-543291|562058-562959|595734-598978
CHR7|543553-544205|563002-563363|599280-600790
CHR7|544577-544648|563963-565119|600982-601535
CHR7|545370-545566|565460-568536|601654-602489
CHR7|545681-546157|568894-569978|602776-603482
CHR7|546441-546809|570382-570944|603579-605860
CHR7|547300-547469|571154-571509|606086-608241
CHR7|548264-553951|572661-573769|608542-610448
CHR7|554248-554967|574051-574901|610689-611872
CHR7|555812-556672|575757-577684|612102-614224
CHR7|557072-557422|578481-580204|614494-616994
CHR7|557565-557786|580725-583510|617728-619343
CHR7|558149-558868|583837-584564|620201-620562
CHR7|559731-559994|585200-586206|620988-621534
CHR7|560682-561350|586627-588164|622693-623159
CHR7|561662-561743|588647-588758|623794-624056
CHR7|562199-566145|589627-590555|624226-625001
CHR7|574888-575199|590954-595029|627047-627411
CHR7|575398-576504|595388-596337|627565-629078
CHR7|577487-579130|596576-596883|629295-632023
CHR7|579476-580291|597137-598917|632678-633327
CHR7|580435-581436|599981-600858|633821-635262
CHR7|582990-583892|601432-603845|635618-636663
CHR7|583934-584296|604384-606143|640070-641097
CHR7|584895-586052|606865-610331|641336-641739
CHR7|586392-589469|610540-613121|641799-641920
CHR7|589826-590911|613363-614525|642213-643141
CHR7|591314-591877|614771-615206|643588-644474
CHR7|592086-592442|615210-615933|644891-646518
CHR7|593596-594705|616163-616635|648458-649065
CHR7|594986-595837|616805-618573|649332-650548
CHR7|596693-598621|618834-619432|651014-653757
CHR7|599417-601141|619782-620893|654021-654841
CHR7|601661-604447|621072-622069|662298-662713
CHR7|604773-605501|622210-622841|663421-664952
CHR7|606136-607143|623106-623656|665959-667541
CHR7|607563-609101|623920-625874|667748-668610
CHR7|609584-609696|626183-627201|669072-669592
CHR7|610564-611493|627443-627966|669881-671355
CHR7|611889-615965|628659-629677|671589-673513
CHR7|616328-617278|630355-632045|673868-674610
CHR7|617516-617824|633699-635386|674846-678381
CHR7|618077-619858|636024-638833|678812-679923
CHR7|620921-621799|640814-640884|680370-682054
CHR7|622372-624786|641423-645135|682307-683816
CHR7|625324-627084|645406-646889|683995-685955
CHR7|627806-631273|647254-648971|686323-687476
CHR7|631481-634063|649453-650975|687906-688489
CHR7|634304-635467|651251-654564|688750-689117
CHR7|635712-636147|654736-655406|689493-691564
CHR7|636152-636875|655686-656629|692323-694823
CHR7|637104-637577|657759-661198|695490-696652
CHR7|637744-639513|661630-666521|697110-697204
CHR7|639772-640371|666963-669028|697577-698322
CHR7|640720-641832|669309-672160|698409-699237
CHR7|642010-643008|672427-673466|699656-701346
CHR7|643148-643780|673648-674198|701712-703282
CHR7|644044-644595|674481-676297|703471-704126
CHR7|644860-646815|676509-677431|704543-704934
CHR7|647123-648142|677663-677895|705232-706196
CHR7|648383-648907|678053-678849|706602-707746
CHR7|649598-650617|679737-679817|708102-710515
CHR7|651290-652981|680015-680109|711275-712956
CHR7|654634-656322|682699-684113|713133-713956
CHR7|656960-659770|684422-685563|714205-716486
CHR7|661749-661820|687416-688752|716702-717199
CHR7|662358-666071|689536-690737|717376-717405
CHR7|666341-667825|691066-692234|717619-717769
CHR7|668189-669907|692601-693631|718453-718814
CHR7|670388-671911|694117-698471|719022-720286
CHR7|672186-675500|698757-700186|720564-721549
CHR7|675671-676342|700682-701437|721746-725342
CHR7|676621-677565|701754-703378|725999-728751
CHR7|678695-682135|703741-704528|729173-732519
CHR7|682566-687458|705157-706634|733031-734763
CHR7|687899-689965|707120-707334|737478-738307
CHR7|690245-693097|707643-708850|740405-741852
CHR7|693363-694403|710370-711910|751179-751915
CHR7|694584-695135|713649-715366|752203-752469
CHR7|695417-697234|716030-719139|752705-754626
CHR7|697445-698368|719540-720231|754975-756023
CHR7|698599-698832|720487-721424|756418-757064
CHR7|698989-699786|721639-723779|757331-758291
CHR7|700675-700756|724089-724735|759086-760545
CHR7|700953-701048|725083-727532|760692-761821
CHR7|703636-705051|728415-728938|762238-762686
CHR7|705359-706501|729278-730140|762974-764913
CHR7|707108-707179|730585-731135|765176-765597
CHR7|707610-712254|731459-734826|765835-767708
CHR7|713709-715046|735081-735856|767877-769267
CHR7|715828-717030|736117-736841|769518-771067
CHR7|717358-718527|737451-739294|771304-773309
CHR7|718893-719924|741118-743987|773605-775781
CHR7|720409-724764|744258-745660|776241-777208
CHR7|725049-726479|746143-747374|777600-779431
CHR7|726974-727730|748882-751196|779932-780728
CHR7|728046-729671|753305-753374|780790-781224
CHR7|730033-730821|753374-753375|783291-784795
CHR7|731137-731210|754088-755067|785301-787603
CHR7|731449-732927|755456-757578|788080-788459
CHR7|733412-733627|757912-758546|789029-790206
CHR7|733935-735143|758965-759126|790765-791528
CHR7|736340-736411|759743-760608|792433-794366
CHR7|736662-738203|761001-761467|794833-796634
CHR7|739122-739195|762720-764017|797011-798152
CHR7|739944-741662|764152-766745|798375-798757
CHR7|742325-745435|768515-769332|799006-799856
CHR7|745835-746527|769933-770585|800075-801426
CHR7|746798-747736|770639-771708|801626-803004
CHR7|747950-750091|772384-773906|803291-807501
CHR7|750400-751047|774394-775670|807649-811442
CHR7|751394-753844|776290-778898|812185-813485
CHR7|754726-755250|779119-779870|813855-814507
CHR7|755589-756452|780262-781511|815290-816251
CHR7|756896-757447|782480-783270|816411-819279
CHR7|757770-761138|784078-784355|819618-820654
CHR7|761392-762168|786027-788884|821025-823432
CHR7|762428-763153|789520-790544|824137-827795
CHR7|763762-765606|790593-790926|828064-830795
CHR7|767429-770299|791083-792119|831030-832879
CHR7|770569-771972|792482-794163|833191-834431
CHR7|772454-773686|794423-795123|834642-836698
CHR7|774349-774421|795319-796448|836801-838905
CHR7|775193-777508|796656-797869|839463-840397
CHR7|779616-779687|798354-798631|840820-841394
CHR7|780399-781379|799109-802524|841620-842749
CHR7|781767-783890|802791-804517|843272-843576
CHR7|784223-784858|804812-805557|843576-848044
CHR7|785276-785437|805821-806926|848227-851624
CHR7|786054-786920|807860-808371|851848-852872
CHR7|787312-787779|808622-808707|853050-853867
CHR7|789031-790329|808899-810388|853934-855063
CHR7|790459-793053|810792-812398|855477-858727
CHR7|794417-794489|813010-815177|859095-860137
CHR7|794674-795492|815637-816856|860593-862130
CHR7|796092-796745|817226-818262|865674-866785
CHR7|796798-797868|820248-820564|867234-868945
CHR7|798543-800066|821024-821436|869365-870296
CHR7|800546-801823|821861-827712|870470-871368
CHR7|802440-805049|828296-829479|873079-875774
CHR7|805269-806021|829734-831940|876183-877504
CHR7|806412-807656|832194-833377|877677-878353
CHR7|808629-809420|834004-837068|879014-881686
CHR7|810227-810505|838628-840135|881865-882017
CHR7|813054-817051|842364-844174|882110-883389
CHR7|817747-821693|844760-845757|884054-885294
CHR7|823482-823555|846457-847688|885364-887057
CHR7|824059-826917|848019-849820|887330-888747
CHR7|827552-828577|850832-851571|889337-893922
CHR7|828625-828723|851683-854135|894105-894904
CHR7|828794-828960|854447-856089|895128-896164
CHR7|829116-830153|856645-859097|896370-898033
CHR7|830515-832197|859454-861732|898877-902092
CHR7|832456-833157|861856-864221|904352-906033
CHR7|833352-834482|864472-865148|906683-909375
CHR7|834689-835903|865426-866699|910417-911552
CHR7|836387-836665|867189-867634|912174-912915
CHR7|837142-840558|867886-870725|913433-914829
CHR7|840824-842551|871012-871124|915140-916278
CHR7|842845-843591|871162-872033|916670-918408
CHR7|843854-844960|872372-872676|919275-919741
CHR7|845649-845719|872783-873567|920482-920621
CHR7|845893-846405|873823-874751|920858-921216
CHR7|846655-846741|874853-875166|922055-923634
CHR7|846933-848423|875443-876677|924243-924631
CHR7|848829-850436|877181-878640|925324-925392
CHR7|851047-853215|878980-880385|927193-927213
CHR7|853675-854895|880452-881404|927521-927539
CHR7|855264-856301|882514-883724|927712-929069
CHR7|857378-857491|884112-884443|929475-929716
CHR7|858287-858604|884570-886398|929893-937910
CHR7|859063-859476|886633-892751|938267-939552
CHR7|859901-865753|894105-897358|940275-944737
CHR7|866336-867520|897638-898446|945138-945844
CHR7|867774-869981|898688-900555|946131-946741
CHR7|870232-871416|901023-901058|948529-951572
CHR7|872044-875109|901487-902367|951866-953367
CHR7|876394-876466|902433-903778|954437-955753
CHR7|876669-878192|904370-906210|960727-962939
CHR7|878710-878815|906712-908585|963412-963713
CHR7|880420-882231|908987-910563|964429-966674
CHR7|882812-883810|910953-912469|967330-972290
CHR7|884509-885741|913466-913878|972761-975867
CHR7|886073-887875|914120-915051|976255-977501
CHR7|888882-889622|915540-916221|977834-978981
CHR7|889733-892186|916250-919782|980380-981047
CHR7|892497-894140|921472-922670|981249-982327
CHR7|894693-897146|922928-923628|982460-983409
CHR7|897502-899781|924098-924384|983595-984787
CHR7|899904-902270|924867-927223|985504-986860
CHR7|902520-903197|927608-930255|987541-989957
CHR7|903474-904748|930757-931622|990591-991969
CHR7|905237-905683|932341-935303|992112-992473
CHR7|905934-908774|936148-936347|992556-993421
