Chromosome_Name,strand,feature_type,gene_class,husinga_classification,systematic_id,common_name,NFR/NDR_Start,NFR/NDR_End,NFR/NDR_Length,nucleosome_stability,TATA_type
CHR15,+,03_TFO,03a_TF_NFR/NDR,SAGA-dominated,YOR134W_NFR/NDR,BAG7,577973.0,578356.0,383.0,stable, 
CHR10,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YJL049W_NFR/NDR,CHM7,345702.0,345996.0,294.0,stable,TATA_like
CHR11,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YKR059W_NFR/NDR,TIF1,554617.0,554982.0,365.0,fragile,TATA_like
CHR15,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YOR099W_NFR/NDR,KTR1,511187.0,511761.0,574.0,fragile,TATA_like
CHR7,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YGL172W_NFR/NDR,NUP49,180411.0,180725.0,314.0,stable,TATA_like
CHR14,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YNL207W_NFR/NDR,RIO2,254976.0,255275.0,299.0,stable,TATA_like
CHR13,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YMR133W_NFR/NDR,REC114,535436.0,536083.0,647.0,nan, 
CHR12,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YLR210W_NFR/NDR,CLB4,561709.0,561977.0,268.0,stable,TATA_like
CHR6,+,03_TFO,03a_TF_NFR/NDR,SAGA-dominated,YFR055W_NFR/NDR,IRC7,263761.0,264112.0,351.0,stable,TATA_box
CHR13,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YMR027W_NFR/NDR,nan,325554.0,325844.0,290.0,stable,TATA_like
CHR15,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YOR315W_NFR/NDR,SFG1,904499.0,904657.0,158.0,stable,TATA_like
CHR7,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YGR059W_NFR/NDR,SPR3,607129.0,607594.0,465.0,nan, 
CHR4,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YDL161W_NFR/NDR,ENT1,167493.0,167750.0,257.0,stable,TATA_like
CHR4,+,03_TFO,03a_TF_NFR/NDR,SAGA-dominated,YDR055W_NFR/NDR,PST1,563088.0,563410.0,322.0,stable,TATA_box
CHR7,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YGL119W_NFR/NDR,COQ8,283922.0,284415.0,493.0,stable,TATA_like
CHR2,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YBR293W_NFR/NDR,VBA2,786817.0,787106.0,289.0,stable,TATA_like
CHR4,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YDR393W_NFR/NDR,SHE9,1259622.0,1259879.0,257.0,stable,TATA_like
CHR5,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YEL052W_NFR/NDR,AFG1,56121.0,56567.0,446.0,stable,TATA_like
CHR12,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YLR360W_NFR/NDR,VPS38,845802.0,846064.0,262.0,stable,TATA_like
CHR16,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YPR036W_NFR/NDR,VMA13,643104.0,643854.0,750.0,fragile,TATA_like
CHR4,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YDL155W_NFR/NDR,CLB3,176366.0,176669.0,303.0,fragile,TATA_like
CHR2,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YBR003W_NFR/NDR,COQ1,242515.0,242833.0,318.0,fragile,TATA_like
CHR12,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YLL011W_NFR/NDR,SOF1,127224.0,127564.0,340.0,fragile,TATA_like
CHR12,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YLR315W_NFR/NDR,NKP2,763904.0,764654.0,750.0,nan,TATA_like
CHR12,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YLR224W_NFR/NDR,UCC1,585789.0,586128.0,339.0,fragile,TATA_like
CHR14,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YNL124W_NFR/NDR,NAF1,392630.0,392921.0,291.0,fragile, 
CHR4,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YDR179W-A_NFR/NDR,NVJ3,818999.0,819367.0,368.0,stable, 
CHR15,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YOR298W_NFR/NDR,MUM3,875289.0,875596.0,307.0,nan, 
CHR11,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YKL143W_NFR/NDR,LTV1,176491.0,176777.0,286.0,stable,TATA_like
CHR12,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YLR116W_NFR/NDR,MSL5,380577.0,380891.0,314.0,fragile,TATA_like
CHR16,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YPL152W-A_NFR/NDR,nan,264312.0,264586.0,274.0,nan, 
CHR2,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YBR184W_NFR/NDR,nan,596960.0,597383.0,423.0,stable, 
CHR4,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YDL084W_NFR/NDR,SUB2,304800.0,305126.0,326.0,fragile,TATA_like
CHR4,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YDL029W_NFR/NDR,ARP2,399076.0,399391.0,315.0,stable,TATA_like
CHR14,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YNL119W_NFR/NDR,NCS2,400780.0,401055.0,275.0,stable,TATA_like
CHR11,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YKL028W_NFR/NDR,TFA1,385481.0,385768.0,287.0,stable,TATA_like
CHR2,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YBR199W_NFR/NDR,KTR4,618528.0,618861.0,333.0,fragile,TATA_like
CHR7,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YGR046W_NFR/NDR,TAM41,584385.0,584818.0,433.0,stable,TATA_like
CHR14,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YNL295W_NFR/NDR,MRX6,76566.0,76840.0,274.0,stable,TATA_like
CHR7,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YGL097W_NFR/NDR,SRM1,321552.0,321790.0,238.0,fragile,TATA_like
CHR15,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YOR187W_NFR/NDR,TUF1,683587.0,683943.0,356.0,fragile,TATA_like
CHR11,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YKL145W_NFR/NDR,RPT1,173888.0,174181.0,293.0,stable,TATA_like
CHR1,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YAL028W_NFR/NDR,FRT2,92444.0,92903.0,459.0,fragile,TATA_like
CHR4,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YDR082W_NFR/NDR,STN1,610120.0,610384.0,264.0,stable,TATA_like
CHR14,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YNL277W_NFR/NDR,MET2,116885.0,117200.0,315.0,fragile,TATA_box
CHR16,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YPL091W_NFR/NDR,GLR1,374703.0,375453.0,750.0,stable,TATA_like
CHR13,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YMR093W_NFR/NDR,UTP15,453753.0,454054.0,301.0,stable,TATA_like
CHR10,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YJR122W_NFR/NDR,IBA57,649478.0,649728.0,250.0,stable,TATA_like
CHR14,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YNL053W_NFR/NDR,MSG5,529502.0,529873.0,371.0,fragile,TATA_like
CHR15,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YOL049W_NFR/NDR,GSH2,238132.0,238611.0,479.0,fragile,TATA_like
CHR5,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YER051W_NFR/NDR,JHD1,254393.0,254698.0,305.0,stable,TATA_like
CHR6,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YFR010W_NFR/NDR,UBP6,164759.0,165037.0,278.0,stable,TATA_like
CHR4,+,03_TFO,03a_TF_NFR/NDR,SAGA-dominated,YDL204W_NFR/NDR,RTN2,93877.0,94183.0,306.0,stable,TATA_like
CHR4,+,03_TFO,03b_COF_NFR/NDR,SAGA-dominated,YDR330W_NFR/NDR,UBX5,1127563.0,1127838.0,275.0,stable,TATA_like
CHR12,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YLR455W_NFR/NDR,PDP3,1053124.0,1053430.0,306.0,stable,TATA_like
CHR13,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YMR033W_NFR/NDR,ARP9,337509.0,337799.0,290.0,stable,TATA_like
CHR6,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YFL037W_NFR/NDR,TUB2,55968.0,56357.0,389.0,stable,TATA_like
CHR3,+,03_TFO,03a_TF_NFR/NDR,SAGA-dominated,YCL027W_NFR/NDR,FUS1,71493.0,71757.0,264.0,nan,TATA_like
CHR12,+,03_TFO,03a_TF_NFR/NDR,SAGA-dominated,YLR359W_NFR/NDR,ADE13,843932.0,844234.0,302.0,fragile,TATA_like
CHR4,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YDR057W_NFR/NDR,YOS9,565660.0,565946.0,286.0,stable,TATA_like
CHR6,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YFR006W_NFR/NDR,nan,155860.0,156192.0,332.0,stable, 
CHR3,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YCR053W_NFR/NDR,THR4,216361.0,216682.0,321.0,stable,TATA_like
CHR4,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YDL017W_NFR/NDR,CDC7,423520.0,424151.0,631.0,stable,TATA_like
CHR4,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YDL207W_NFR/NDR,GLE1,87845.0,88275.0,430.0,stable,TATA_like
CHR12,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YLR175W_NFR/NDR,CBF5,505763.0,506143.0,380.0,stable,TATA_like
CHR13,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YMR064W_NFR/NDR,AEP1,397710.0,397966.0,256.0,nan,TATA_like
CHR15,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YOL030W_NFR/NDR,GAS5,267765.0,268209.0,444.0,stable,TATA_box
CHR11,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YKL004W_NFR/NDR,AUR1,434965.0,435274.0,309.0,fragile,TATA_like
CHR13,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YMR153W_NFR/NDR,NUP53,564140.0,564437.0,297.0,stable,TATA_like
CHR16,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YPL120W_NFR/NDR,VPS30,321844.0,322083.0,239.0,stable,TATA_like
CHR2,+,03_TFO,03a_TF_NFR/NDR,SAGA-dominated,YBR139W_NFR/NDR,nan,515358.0,515689.0,331.0,fragile,TATA_box
CHR2,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YBR148W_NFR/NDR,YSW1,537482.0,537920.0,438.0,nan, 
CHR3,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YCR095W-A_NFR/NDR,nan,289266.0,289532.0,266.0,nan,TATA_like
CHR5,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YER006W_NFR/NDR,NUG1,162414.0,162748.0,334.0,fragile,TATA_like
CHR8,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YHR216W_NFR/NDR,IMD2,553852.0,554273.0,421.0,fragile,TATA_box
CHR13,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YMR215W_NFR/NDR,GAS3,696480.0,696791.0,311.0,fragile,TATA_like
CHR4,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YDL159W_NFR/NDR,STE7,172155.0,172492.0,337.0,fragile,TATA_like
CHR9,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YIL022W_NFR/NDR,TIM44,310842.0,311090.0,248.0,stable,TATA_like
CHR5,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YER141W_NFR/NDR,COX15,453127.0,453428.0,301.0,fragile,TATA_like
CHR11,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YKL175W_NFR/NDR,ZRT3,118516.0,118780.0,264.0,stable,TATA_like
CHR12,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YLR238W_NFR/NDR,FAR10,614361.0,614732.0,371.0,stable,TATA_like
CHR15,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YOR269W_NFR/NDR,PAC1,826054.0,826340.0,286.0,stable,TATA_like
CHR16,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YPL072W_NFR/NDR,UBP16,418080.0,418397.0,317.0,stable,TATA_like
CHR4,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YDR299W_NFR/NDR,BFR2,1059334.0,1059633.0,299.0,fragile,TATA_box
CHR5,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YER090W_NFR/NDR,TRP2,337611.0,337921.0,310.0,fragile,TATA_like
CHR14,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YNL116W_NFR/NDR,DMA2,408017.0,408347.0,330.0,fragile,TATA_like
CHR5,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YER060W-A_NFR/NDR,FCY22,276198.0,276543.0,345.0,nan, 
CHR4,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YDL143W_NFR/NDR,CCT4,199715.0,200006.0,291.0,fragile,TATA_like
CHR5,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YER136W_NFR/NDR,GDI1,439195.0,439496.0,301.0,fragile,TATA_like
CHR7,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YGL244W_NFR/NDR,RTF1,41220.0,41501.0,281.0,stable,TATA_like
CHR7,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YGL063W_NFR/NDR,PUS2,383170.0,383480.0,310.0,fragile,TATA_like
CHR12,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YLR019W_NFR/NDR,PSR2,179594.0,180073.0,479.0,fragile,TATA_like
CHR8,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YHR170W_NFR/NDR,NMD3,443485.0,443820.0,335.0,fragile,TATA_like
CHR13,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YMR177W_NFR/NDR,MMT1,616205.0,616463.0,258.0,stable,TATA_like
CHR16,+,03_TFO,03b_COF_NFR/NDR,SAGA-dominated,YPR002W_NFR/NDR,PDH1,557957.0,558471.0,514.0,nan, 
CHR8,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YHR006W_NFR/NDR,STP2,117509.0,117842.0,333.0,fragile,TATA_like
CHR14,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YNL048W_NFR/NDR,ALG11,537920.0,538187.0,267.0,stable,TATA_like
CHR6,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YFL040W_NFR/NDR,nan,51107.0,51356.0,249.0,nan, 
CHR4,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YDR463W_NFR/NDR,STP1,1386527.0,1386836.0,309.0,fragile,TATA_like
CHR14,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YNL138W_NFR/NDR,SRV2,366485.0,366759.0,274.0,stable,TATA_like
CHR8,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YHR177W_NFR/NDR,nan,456193.0,456535.0,342.0,stable, 
CHR4,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YDR145W_NFR/NDR,TAF12,746472.0,746720.0,248.0,stable,TATA_like
CHR10,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YJR010W_NFR/NDR,MET3,455717.0,456006.0,289.0,fragile,TATA_like
CHR4,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YDL225W_NFR/NDR,SHS1,52157.0,52450.0,293.0,fragile,TATA_like
CHR4,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YDL189W_NFR/NDR,RBS1,121739.0,122024.0,285.0,stable,TATA_like
CHR12,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YLR343W_NFR/NDR,GAS2,815742.0,816053.0,311.0,nan, 
CHR13,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YML068W_NFR/NDR,ITT1,137244.0,137515.0,271.0,fragile,TATA_like
CHR2,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YBR214W_NFR/NDR,SDS24,651090.0,651371.0,281.0,stable,TATA_like
CHR4,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YDR434W_NFR/NDR,GPI17,1330910.0,1331177.0,267.0,stable,TATA_box
CHR14,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YNL189W_NFR/NDR,SRP1,283850.0,284095.0,245.0,stable, 
CHR7,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YGL256W_NFR/NDR,ADH4,14240.0,14698.0,458.0,stable,TATA_like
CHR3,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YCR068W_NFR/NDR,ATG15,236880.0,237107.0,227.0,nan,TATA_like
CHR5,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YEL015W_NFR/NDR,EDC3,126340.0,126636.0,296.0,stable,TATA_like
CHR14,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YNL004W_NFR/NDR,HRB1,622427.0,622923.0,496.0,stable, 
CHR16,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YPR171W_NFR/NDR,BSP1,883564.0,883832.0,268.0,stable,TATA_box
CHR16,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YPL254W_NFR/NDR,HFI1,69011.0,69312.0,301.0,fragile,TATA_like
CHR11,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YKL081W_NFR/NDR,TEF4,282601.0,282894.0,293.0,stable,TATA_like
CHR10,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YJR064W_NFR/NDR,CCT5,555624.0,555923.0,299.0,stable,TATA_like
CHR12,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YLR033W_NFR/NDR,RSC58,207889.0,208639.0,750.0,stable,TATA_like
CHR15,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YOR231W_NFR/NDR,MKK1,772200.0,772506.0,306.0,fragile,TATA_like
CHR16,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YPR034W_NFR/NDR,ARP7,638615.0,639365.0,750.0,stable,TATA_like
CHR4,+,03_TFO,03a_TF_NFR/NDR,SAGA-dominated,YDR358W_NFR/NDR,GGA1,1189662.0,1190066.0,404.0,fragile,TATA_box
CHR15,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YOR260W_NFR/NDR,GCD1,813675.0,813987.0,312.0,fragile,TATA_like
CHR16,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YPL181W_NFR/NDR,CTI6,202924.0,203277.0,353.0,fragile,TATA_like
CHR16,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YPR111W_NFR/NDR,DBF20,747062.0,747290.0,228.0,stable,TATA_like
CHR4,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YDR195W_NFR/NDR,REF2,848149.0,848384.0,235.0,stable,TATA_box
CHR2,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YBR180W_NFR/NDR,DTR1,589468.0,589715.0,247.0,nan, 
CHR16,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YPR048W_NFR/NDR,TAH18,658943.0,659206.0,263.0,stable,TATA_like
CHR4,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YDR037W_NFR/NDR,KRS1,524639.0,525389.0,750.0,stable,TATA_box
CHR16,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YPL260W_NFR/NDR,CUB1,48934.0,49264.0,330.0,fragile,TATA_like
CHR5,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YEL042W_NFR/NDR,GDA1,73316.0,73672.0,356.0,stable,TATA_like
CHR8,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YHL036W_NFR/NDR,MUP3,25926.0,26188.0,262.0,stable,TATA_like
CHR5,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YER025W_NFR/NDR,GCD11,204963.0,205248.0,285.0,stable,TATA_like
CHR7,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YGR288W_NFR/NDR,MAL13,1069509.0,1070259.0,750.0,stable,TATA_like
CHR12,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YLR133W_NFR/NDR,CKI1,408158.0,408442.0,284.0,stable,TATA_like
CHR3,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YCR088W_NFR/NDR,ABP1,264823.0,265087.0,264.0,stable,TATA_like
CHR10,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YJL111W_NFR/NDR,CCT7,207542.0,207875.0,333.0,fragile,TATA_like
CHR11,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YKR016W_NFR/NDR,MIC60,469440.0,469733.0,293.0,fragile,TATA_like
CHR16,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YPL228W_NFR/NDR,CET1,118006.0,118295.0,289.0,fragile,TATA_like
CHR5,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YEL041W_NFR/NDR,YEF1,75238.0,75590.0,352.0,nan, 
CHR5,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YER087W_NFR/NDR,AIM10,330148.0,330558.0,410.0,stable,TATA_like
CHR12,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YLL004W_NFR/NDR,ORC3,140852.0,141118.0,266.0,stable,TATA_like
CHR4,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YDR432W_NFR/NDR,NPL3,1328345.0,1328833.0,488.0,stable,TATA_like
CHR4,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YDL085W_NFR/NDR,NDE2,302703.0,303137.0,434.0,stable, 
CHR14,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YNL261W_NFR/NDR,ORC5,154163.0,154913.0,750.0,nan,TATA_box
CHR15,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YOR359W_NFR/NDR,VTS1,1010798.0,1011107.0,309.0,fragile,TATA_like
CHR7,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YGL160W_NFR/NDR,AIM14,200191.0,200463.0,272.0,stable, 
CHR8,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YHR037W_NFR/NDR,PUT2,181689.0,181983.0,294.0,fragile,TATA_box
CHR14,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YNR038W_NFR/NDR,DBP6,695330.0,695628.0,298.0,fragile,TATA_like
CHR10,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YJL014W_NFR/NDR,CCT3,407272.0,407577.0,305.0,fragile,TATA_like
CHR11,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YKR056W_NFR/NDR,TRM2,549300.0,549603.0,303.0,stable,TATA_like
CHR12,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YLR412W_NFR/NDR,BER1,948159.0,948396.0,237.0,stable,TATA_like
CHR7,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YGR092W_NFR/NDR,DBF2,667754.0,668082.0,328.0,fragile,TATA_like
CHR5,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YER068W_NFR/NDR,MOT2,292681.0,292994.0,313.0,fragile,TATA_like
CHR12,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YLR060W_NFR/NDR,FRS1,260712.0,260982.0,270.0,stable,TATA_like
CHR16,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YPR137W_NFR/NDR,RRP9,801940.0,802342.0,402.0,fragile,TATA_like
CHR2,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YBR186W_NFR/NDR,PCH2,600350.0,600569.0,219.0,nan, 
CHR9,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YIL072W_NFR/NDR,HOP1,226120.0,226529.0,409.0,nan, 
CHR11,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YKR069W_NFR/NDR,MET1,570707.0,571457.0,750.0,fragile,TATA_box
CHR4,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YDL229W_NFR/NDR,SSB1,43678.0,44078.0,400.0,fragile,TATA_box
CHR7,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YGL192W_NFR/NDR,IME4,141382.0,142132.0,750.0,stable, 
CHR4,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YDR254W_NFR/NDR,CHL4,964767.0,965089.0,322.0,fragile,TATA_like
CHR7,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YGR224W_NFR/NDR,AZR1,942450.0,942719.0,269.0,nan, 
CHR11,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YKL012W_NFR/NDR,PRP40,417998.0,418276.0,278.0,stable,TATA_like
CHR16,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YPL269W_NFR/NDR,KAR9,32767.0,33035.0,268.0,stable,TATA_like
CHR16,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YPL179W_NFR/NDR,PPQ1,207645.0,208021.0,376.0,fragile,TATA_like
CHR10,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YJR103W_NFR/NDR,URA8,620354.0,620591.0,237.0,stable,TATA_box
CHR15,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YOL152W_NFR/NDR,FRE7,40240.0,40675.0,435.0,stable,TATA_like
CHR12,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YLR226W_NFR/NDR,BUR2,588440.0,589190.0,750.0,fragile,TATA_like
CHR2,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YBR030W_NFR/NDR,RKM3,297767.0,298055.0,288.0,stable,TATA_like
CHR12,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YLR196W_NFR/NDR,PWP1,543651.0,543943.0,292.0,stable,TATA_like
CHR16,+,03_TFO,03b_COF_NFR/NDR,TFIID-dominated,YPL157W_NFR/NDR,TGS1,254468.0,254748.0,280.0,fragile,TATA_like
CHR12,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YLR432W_NFR/NDR,IMD3,1002037.0,1002468.0,431.0,fragile,TATA_box
CHR14,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YNR059W_NFR/NDR,MNT4,736451.0,736708.0,257.0,stable,TATA_like
CHR10,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YJR001W_NFR/NDR,AVT1,436552.0,436782.0,230.0,stable,TATA_box
CHR15,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YOR389W_NFR/NDR,nan,1073905.0,1074226.0,321.0,fragile, 
CHR3,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YCR048W_NFR/NDR,ARE1,211582.0,211894.0,312.0,fragile,TATA_like
CHR4,+,03_TFO,03a_TF_NFR/NDR,TFIID-dominated,YDR386W_NFR/NDR,MUS81,1245849.0,1246117.0,268.0,stable,TATA_like
