seq_id,source,type,start,end,score,strand,phase,attributes,locus_id
chrVII,Xu_2009_CUTs,transcript,656163,656451,.,-,.,ID=ST4934;Name=CUT610;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT610
chrVII,Xu_2009_CUTs,transcript,666947,667339,.,-,.,ID=ST4935;Name=CUT611;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT611
chrVII,Xu_2009_CUTs,transcript,667339,667803,.,-,.,ID=ST4936;Name=CUT612;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1256;initiates_from_3NFR_of_and_same_strand_to=NA,CUT612
chrVII,Xu_2009_CUTs,transcript,669755,670571,.,-,.,ID=ST4937;Name=CUT613;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT613
chrVII,Xu_2009_CUTs,transcript,671403,671915,.,-,.,ID=ST4938;Name=CUT614;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1259;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1258;initiates_from_3NFR_of_and_same_strand_to=NA,CUT614
chrVII,Xu_2009_CUTs,transcript,678247,678455,.,+,.,ID=ST1261;Name=CUT152;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT152
chrVII,Xu_2009_CUTs,transcript,700095,700671,.,+,.,ID=ST1268;Name=CUT153;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST4945;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT153
chrVII,Xu_2009_CUTs,transcript,702163,702667,.,-,.,ID=ST4947;Name=CUT615;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1270;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT615
chrVII,Xu_2009_CUTs,transcript,730550,730806,.,+,.,ID=ST1279;Name=CUT154;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT154
chrVII,Xu_2009_CUTs,transcript,733346,733530,.,-,.,ID=ST4956;Name=CUT616;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1282;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1281;initiates_from_3NFR_of_and_same_strand_to=NA,CUT616
chrVII,Xu_2009_CUTs,transcript,739322,739602,.,-,.,ID=ST4959;Name=CUT617;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1285;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT617
chrVII,Xu_2009_CUTs,transcript,739398,739894,.,+,.,ID=ST1284;Name=CUT155;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT155
chrVII,Xu_2009_CUTs,transcript,746050,746610,.,-,.,ID=ST4961;Name=CUT618;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1288;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1287;initiates_from_3NFR_of_and_same_strand_to=NA,CUT618
chrVII,Xu_2009_CUTs,transcript,760498,761114,.,-,.,ID=ST4966;Name=CUT619;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1294;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1293;initiates_from_3NFR_of_and_same_strand_to=NA,CUT619
chrVII,Xu_2009_CUTs,transcript,761730,762154,.,-,.,ID=ST4967;Name=CUT620;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT620
chrVII,Xu_2009_CUTs,transcript,769602,770314,.,-,.,ID=ST4970;Name=CUT621;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1297;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1296;initiates_from_3NFR_of_and_same_strand_to=NA,CUT621
chrVII,Xu_2009_CUTs,transcript,786022,786326,.,+,.,ID=ST1304;Name=CUT156;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT156
chrVII,Xu_2009_CUTs,transcript,795650,796634,.,-,.,ID=ST4978;Name=CUT622;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT622
chrVII,Xu_2009_CUTs,transcript,795950,796078,.,+,.,ID=ST1307;Name=CUT157;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT157
chrVII,Xu_2009_CUTs,transcript,801714,801866,.,-,.,ID=ST4981;Name=CUT623;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT623
chrVII,Xu_2009_CUTs,transcript,805214,806246,.,+,.,ID=ST1312;Name=CUT158;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST4982;initiates_from_3NFR_of_and_same_strand_to=ST1311,CUT158
chrVII,Xu_2009_CUTs,transcript,823314,823489,.,-,.,ID=ST4985;Name=CUT624;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT624
chrVII,Xu_2009_CUTs,transcript,830130,830282,.,-,.,ID=ST4987;Name=CUT625;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1318;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT625
chrVII,Xu_2009_CUTs,transcript,859822,860102,.,+,.,ID=ST1326;Name=CUT159;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST5002;initiates_from_3NFR_of_and_same_strand_to=NA,CUT159
chrVII,Xu_2009_CUTs,transcript,879026,879378,.,-,.,ID=ST5007;Name=CUT626;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT626
chrVII,Xu_2009_CUTs,transcript,882306,882570,.,-,.,ID=ST5009;Name=CUT627;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT627
chrVII,Xu_2009_CUTs,transcript,882570,882714,.,-,.,ID=ST5010;Name=CUT628;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT628
chrVII,Xu_2009_CUTs,transcript,884470,885070,.,+,.,ID=ST1331;Name=CUT160;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST5012;initiates_from_3NFR_of_and_same_strand_to=NA,CUT160
chrVII,Xu_2009_CUTs,transcript,897286,897470,.,+,.,ID=ST1334;Name=CUT161;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=ST1335;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=ST1333,CUT161
chrVII,Xu_2009_CUTs,transcript,904794,904922,.,-,.,ID=ST5019;Name=CUT629;end_confidence=mappedNone;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT629
chrVII,Xu_2009_CUTs,transcript,920414,920550,.,+,.,ID=ST1344;Name=CUT162;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT162
chrVII,Xu_2009_CUTs,transcript,962327,962830,.,+,.,ID=ST1356;Name=CUT163;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST5035;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT163
chrVII,Xu_2009_CUTs,transcript,974009,974433,.,-,.,ID=ST5041;Name=CUT630;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT630
chrVII,Xu_2009_CUTs,transcript,974933,975757,.,+,.,ID=ST1360;Name=CUT164;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT164
chrVII,Xu_2009_CUTs,transcript,984313,984649,.,-,.,ID=ST5046;Name=CUT631;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT631
chrVII,Xu_2009_CUTs,transcript,993729,994073,.,-,.,ID=ST5048;Name=CUT632;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1365;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT632
chrVII,Xu_2009_CUTs,transcript,995029,995605,.,+,.,ID=ST1366;Name=CUT165;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT165
chrVII,Xu_2009_CUTs,transcript,996121,996625,.,-,.,ID=ST5049;Name=CUT633;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1368;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT633
chrVII,Xu_2009_CUTs,transcript,1000693,1000885,.,+,.,ID=ST1369;Name=CUT166;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=ST1370;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT166
chrVII,Xu_2009_CUTs,transcript,1011672,1012336,.,-,.,"ID=ST5055;Name=CUT634;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1372,ST1373;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA",CUT634
chrVII,Xu_2009_CUTs,transcript,1017964,1019548,.,+,.,ID=ST1374;Name=CUT167;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST5057;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST5058;initiates_from_3NFR_of_and_same_strand_to=NA,CUT167
chrVII,Xu_2009_CUTs,transcript,1038789,1039293,.,+,.,ID=ST1378;Name=CUT168;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT168
chrVII,Xu_2009_CUTs,transcript,1039401,1039824,.,-,.,ID=ST5064;Name=CUT635;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT635
chrVII,Xu_2009_CUTs,transcript,1060740,1060956,.,+,.,ID=ST1385;Name=CUT169;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT169
chrVII,Xu_2009_CUTs,transcript,1065048,1065168,.,-,.,ID=ST5075;Name=CUT636;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT636
chrVII,Xu_2009_CUTs,transcript,1065484,1065876,.,+,.,ID=ST1386;Name=CUT170;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT170
chrVIII,Xu_2009_CUTs,transcript,50015,50519,.,-,.,ID=ST5087;Name=CUT637;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT637
chrVIII,Xu_2009_CUTs,transcript,69585,70073,.,-,.,ID=ST5094;Name=CUT638;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT638
chrVIII,Xu_2009_CUTs,transcript,74813,75373,.,+,.,ID=ST1401;Name=CUT171;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT171
chrVIII,Xu_2009_CUTs,transcript,77301,77421,.,+,.,ID=ST1404;Name=CUT172;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT172
chrVIII,Xu_2009_CUTs,transcript,115511,115759,.,+,.,ID=ST1415;Name=CUT173;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST5111;initiates_from_3NFR_of_and_same_strand_to=NA,CUT173
chrVIII,Xu_2009_CUTs,transcript,121851,122043,.,-,.,ID=ST5113;Name=CUT639;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT639
chrVIII,Xu_2009_CUTs,transcript,127940,129308,.,-,.,ID=ST5116;Name=CUT640;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1420;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT640
chrVIII,Xu_2009_CUTs,transcript,139389,139797,.,-,.,ID=ST5120;Name=CUT641;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT641
chrVIII,Xu_2009_CUTs,transcript,168297,168681,.,+,.,ID=ST1432;Name=CUT174;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT174
chrVIII,Xu_2009_CUTs,transcript,170721,171417,.,+,.,ID=ST1433;Name=CUT175;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST5130;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT175
chrVIII,Xu_2009_CUTs,transcript,171417,171769,.,+,.,ID=ST1434;Name=CUT176;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT176
chrVIII,Xu_2009_CUTs,transcript,189877,190301,.,-,.,ID=ST5137;Name=CUT642;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1443;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT642
chrVIII,Xu_2009_CUTs,transcript,193833,194176,.,+,.,ID=ST1444;Name=CUT177;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT177
chrVIII,Xu_2009_CUTs,transcript,198585,199113,.,+,.,ID=ST1446;Name=CUT178;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST5140;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT178
chrVIII,Xu_2009_CUTs,transcript,208860,209292,.,-,.,ID=ST5144;Name=CUT643;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1450;initiates_from_3NFR_of_and_same_strand_to=NA,CUT643
chrVIII,Xu_2009_CUTs,transcript,219007,219511,.,+,.,ID=ST1453;Name=CUT179;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST5146;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST5147;initiates_from_3NFR_of_and_same_strand_to=NA,CUT179
chrVIII,Xu_2009_CUTs,transcript,231291,231851,.,-,.,ID=ST5153;Name=CUT644;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1460;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT644
chrVIII,Xu_2009_CUTs,transcript,238203,238867,.,-,.,ID=ST5156;Name=CUT645;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1463;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT645
chrVIII,Xu_2009_CUTs,transcript,273123,273603,.,-,.,ID=ST5166;Name=CUT646;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1473;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1472;initiates_from_3NFR_of_and_same_strand_to=NA,CUT646
chrVIII,Xu_2009_CUTs,transcript,279291,280067,.,-,.,ID=ST5167;Name=CUT647;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT647
chrVIII,Xu_2009_CUTs,transcript,290666,290818,.,-,.,ID=ST5174;Name=CUT648;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT648
chrVIII,Xu_2009_CUTs,transcript,319738,319970,.,-,.,ID=ST5181;Name=CUT649;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT649
chrVIII,Xu_2009_CUTs,transcript,380971,381347,.,-,.,ID=ST5198;Name=CUT650;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1510;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1509;initiates_from_3NFR_of_and_same_strand_to=NA,CUT650
chrVIII,Xu_2009_CUTs,transcript,386603,386731,.,-,.,ID=ST5202;Name=CUT651;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT651
