SNP,Chr,Pos,Effect,SE,PMC1_CTR2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
782,2,712456,-0.210866668625208,0.138543420965776,0.128897864472495,YBR246W,RRT2,SGDID:S000000450,ORF,Verified ORF,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
783,2,712761,-0.215684793081158,0.140850911502224,0.126591280015776,YBR246W,RRT2,SGDID:S000000450,Close to 3'-UTR,Close to 3'-UTR,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
784,2,712783,0.0715631466717781,0.303664152277159,0.813828952028698,YBR246W,RRT2,SGDID:S000000450,Close to 3'-UTR,Close to 3'-UTR,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
785,2,712877,-0.239974837821992,0.145711119454204,0.10046397751619,YBR246W,RRT2,SGDID:S000000450,Close to 3'-UTR,Close to 3'-UTR,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
786,2,712962,-0.24940754176494,0.140205692273293,0.0761217345854831,YBR246W,RRT2,SGDID:S000000450,Close to 3'-UTR,Close to 3'-UTR,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
787,2,714609,-0.0185174191473614,0.154083498861778,0.904410656622956,YBR247C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
788,2,714775,-0.245718543462657,0.139032454376301,0.0780341346496536,CUT037,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
789,2,717833,-0.21496670686219,0.138528920335911,0.121610412429501,YBR249C,ARO4,SGDID:S000000453,ORF,Verified ORF,"""3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase; catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by tyrosine or high concentrations of phenylalanine or tryptophan; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
790,2,718117,-0.151357947275614,0.276557778217022,0.584523756514822,YBR250W_NFR/NDR,,,Promoter,Promoter,,Promoter
791,2,718552,-0.204550754123405,0.139039258881151,0.142135290235779,XUT_2F-291,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
792,2,718598,-0.244562162689773,0.138729777602711,0.0787881540446425,XUT_2F-291,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
793,2,718839,-0.233653960221089,0.140621968783661,0.0974857807022131,XUT_2F-291,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
794,2,718965,-0.256602521949627,0.139270255214283,0.0662435609337887,XUT_2F-291,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
795,2,719785,-0.209473188615764,0.138765411066863,0.132053078633234,YBR250W,SPO23,SGDID:S000000454,ORF,Verified ORF,"""Protein of unknown function; associates with meiosis-specific protein Spo1p""",Verified ORF
796,2,720641,-0.0742399361704919,0.148489614846742,0.617409689056515,YBR250W,SPO23,SGDID:S000000454,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; associates with meiosis-specific protein Spo1p""",Verified ORF
797,2,722169,-0.264049899447215,0.139374866298188,0.0589717304630568,YBR251W,MRPS5,SGDID:S000000455,ORF,Verified ORF,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
798,2,723281,-0.265305482138519,0.138557554531849,0.0563301852127815,YBR253W,SRB6,SGDID:S000000457,ORF,Verified ORF,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation""",Verified ORF
799,2,723663,-0.0239433193639016,0.275183243252153,0.930713979282052,YBR252W,DUT1,SGDID:S000000456,Close to 3'-UTR,Close to 3'-UTR,"""Deoxyuridine triphosphate diphosphatase (dUTPase); catalyzes hydrolysis of dUTP to dUMP and PPi ; thereby preventing incorporation of uracil into DNA during replication; critical for the maintenance of genetic stability; also has diphosphatase activity on deoxyinosine triphosphate; human homolog DUT allows growth of yeast haploid dut1 null mutant after sporulation of heterozygous diploid""",Verified ORF
800,2,725477,-0.128321078833804,0.13888400925087,0.356146486513969,YBR255W,MTC4,SGDID:S000000459,ORF,Verified ORF,"""Protein of unknown function; required for normal growth rate at 15 degrees C; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; mtc4 is synthetically sick with cdc13-1""",Verified ORF
801,2,725577,-0.14211553499453,0.139908090533861,0.310430900344142,YBR255W,MTC4,SGDID:S000000459,ORF,Verified ORF,"""Protein of unknown function; required for normal growth rate at 15 degrees C; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; mtc4 is synthetically sick with cdc13-1""",Verified ORF
802,2,734490,-0.0525823552898114,0.13949978361857,0.706448374051565,YBR260C,RGD1,SGDID:S000000464,ORF,Verified ORF,"""GTPase-activating protein (RhoGAP) for Rho3p and Rho4p; involved in repolarization of actin cytoskeleton during adaptation to heat shock stress; phosphorylated by Pkc1p""",Verified ORF
803,2,734586,-0.0273043065930084,0.138880724775612,0.844251703065391,YBR260C,RGD1,SGDID:S000000464,ORF,Verified ORF,"""GTPase-activating protein (RhoGAP) for Rho3p and Rho4p; involved in repolarization of actin cytoskeleton during adaptation to heat shock stress; phosphorylated by Pkc1p""",Verified ORF
804,2,735866,-0.0316336908417526,0.1384063701903,0.819345897276926,CUT038,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
805,2,737571,0.110457010857779,0.139275665498169,0.428262823297894,YBR263W,SHM1,SGDID:S000000467,ORF,Verified ORF,"""Mitochondrial serine hydroxymethyltransferase; converts serine to glycine plus 5,10 methylenetetrahydrofolate; involved in generating precursors for purine ; pyrimidine ; amino acid ; and lipid biosynthesis; reverse reaction generates serine""",Verified ORF
806,2,738469,0.141285202485388,0.144168840877048,0.327758170273612,YBR265W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
807,2,738941,0.003527493114101,0.138343999522331,0.97967216414726,YBR265W,TSC10,SGDID:S000000469,ORF,Verified ORF,"""3-ketosphinganine reductase; catalyzes the second step in phytosphingosine synthesis; essential for growth in the absence of exogenous dihydrosphingosine or phytosphingosine; localized to lipid droplets; member of short chain dehydrogenase/reductase protein family; mutations in human homolog KDSR cause recessive progressive symmetric erythrokeratoderma""",Verified ORF
808,2,741443,-0.0184540001430605,0.138374672267341,0.893982649521218,YBR268W,MRPL37,SGDID:S000000472,ORF,Verified ORF,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
809,2,741554,-0.0174961543438814,0.13860953867787,0.899624741172748,YBR268W,MRPL37,SGDID:S000000472,ORF,Verified ORF,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
810,2,742609,0.0189395665951692,0.138068007026797,0.890970174244404,YBR269C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
811,2,742620,0.0167742431865449,0.137860903327043,0.903225545024541,YBR269C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
812,2,742623,0.0167742431865449,0.137860903327043,0.903225545024541,YBR269C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
813,2,742956,-0.0154846622058773,0.139005961276297,0.91136590448046,YBR270C,BIT2,SGDID:S000000474,ORF,Verified ORF,"""Subunit of TORC2 membrane-associated complex; involved in regulation of actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p ; homologous PH domain-containing TORC2 substrates; BIT2 has a paralog ; BIT61 ; that arose from the whole genome duplication""",Verified ORF
814,2,744118,-0.0177377513934004,0.138150351939784,0.897909865747575,YBR270C,BIT2,SGDID:S000000474,ORF,Verified ORF,"""Subunit of TORC2 membrane-associated complex; involved in regulation of actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p ; homologous PH domain-containing TORC2 substrates; BIT2 has a paralog ; BIT61 ; that arose from the whole genome duplication""",Verified ORF
815,2,744147,-0.0229180762890372,0.13792578092722,0.8681242918636,YBR270C,BIT2,SGDID:S000000474,ORF,Verified ORF,"""Subunit of TORC2 membrane-associated complex; involved in regulation of actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p ; homologous PH domain-containing TORC2 substrates; BIT2 has a paralog ; BIT61 ; that arose from the whole genome duplication""",Verified ORF
816,2,744252,-0.0056968653421852,0.138268137549858,0.967158489714747,YBR270C,BIT2,SGDID:S000000474,ORF,Verified ORF,"""Subunit of TORC2 membrane-associated complex; involved in regulation of actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p ; homologous PH domain-containing TORC2 substrates; BIT2 has a paralog ; BIT61 ; that arose from the whole genome duplication""",Verified ORF
817,2,744413,-0.0203388001152639,0.138373923828545,0.88322828902536,YBR270C,BIT2,SGDID:S000000474,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of TORC2 membrane-associated complex; involved in regulation of actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p ; homologous PH domain-containing TORC2 substrates; BIT2 has a paralog ; BIT61 ; that arose from the whole genome duplication""",Verified ORF
818,2,744417,-0.0203388001152639,0.138373923828545,0.88322828902536,YBR270C,BIT2,SGDID:S000000474,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of TORC2 membrane-associated complex; involved in regulation of actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p ; homologous PH domain-containing TORC2 substrates; BIT2 has a paralog ; BIT61 ; that arose from the whole genome duplication""",Verified ORF
819,2,744466,-0.0713711118100865,0.138948695915317,0.60781749191531,YBR270C,BIT2,SGDID:S000000474,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of TORC2 membrane-associated complex; involved in regulation of actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p ; homologous PH domain-containing TORC2 substrates; BIT2 has a paralog ; BIT61 ; that arose from the whole genome duplication""",Verified ORF
820,2,746573,-0.0111076608492155,0.138100977015905,0.935939699825029,YBR272C,HSM3,SGDID:S000000476,ORF,Verified ORF,"""Evolutionarily conserved 19S regulatory particle assembly-chaperone; involved in the assembly of the base subcomplex of the 19S proteasomal regulatory particle (RP); involved in DNA mismatch repair during slow growth; weak similarity to Msh1p; structural study suggests Hsm3p is a scaffold protein for Rpt1p-Rpt2p complex formation; ortholog of human 19S subunit S5b""",Verified ORF
821,2,747212,-0.0038105570365246,0.138833803380042,0.978118804149616,YBR272C,HSM3,SGDID:S000000476,ORF,Verified ORF,"""Evolutionarily conserved 19S regulatory particle assembly-chaperone; involved in the assembly of the base subcomplex of the 19S proteasomal regulatory particle (RP); involved in DNA mismatch repair during slow growth; weak similarity to Msh1p; structural study suggests Hsm3p is a scaffold protein for Rpt1p-Rpt2p complex formation; ortholog of human 19S subunit S5b""",Verified ORF
822,2,747926,-0.116435273204975,0.296466919601515,0.694746444919416,YBR272C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
823,2,749760,0.0393599369568118,0.276220559880633,0.886770643736944,YBR274W,CHK1,SGDID:S000000478,ORF,Verified ORF,"""Serine/threonine kinase and DNA damage checkpoint effector; mediates cell cycle arrest via phosphorylation of Pds1p; phosphorylated by checkpoint signal transducer Mec1p; homolog of S. pombe and mammalian Chk1 checkpoint kinase""",Verified ORF
824,2,750067,-0.0116833661904273,0.138047383034838,0.932601128466752,YBR274W,CHK1,SGDID:S000000478,ORF,Verified ORF,"""Serine/threonine kinase and DNA damage checkpoint effector; mediates cell cycle arrest via phosphorylation of Pds1p; phosphorylated by checkpoint signal transducer Mec1p; homolog of S. pombe and mammalian Chk1 checkpoint kinase""",Verified ORF
825,2,751443,-0.0379848764090872,0.139096245888413,0.784948794149261,YBR275C,RIF1,SGDID:S000000479,ORF,Verified ORF,"""Protein that binds to the Rap1p C-terminus; involved in control of DNA replication; binds to replication origins to protect DNA at replication forks; contributes to resection of DNA double strand breaks (DSBs); acts synergistically with Rif2p to help control telomere length and establish telomeric silencing; deletion results in telomere elongation""",Verified ORF
826,2,757162,-0.112704196474725,0.173988835941757,0.517556843041882,YBR275C,RIF1,SGDID:S000000479,Close to 3'-UTR,Close to 3'-UTR,"""Protein that binds to the Rap1p C-terminus; involved in control of DNA replication; binds to replication origins to protect DNA at replication forks; contributes to resection of DNA double strand breaks (DSBs); acts synergistically with Rif2p to help control telomere length and establish telomeric silencing; deletion results in telomere elongation""",Verified ORF
