SNP,Chr,Pos,Effect,SE,SSH1_ORM2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4089,7,284360,-0.117609072015756,0.0809667616523174,0.147234267073117,YGL119W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4090,7,284441,-0.111857110208233,0.0804017283875257,0.165032581500697,YGL120C,PRP43,SGDID:S000003088,Close to 3'-UTR,Close to 3'-UTR,"""RNA helicase in the DEAH-box family; functions in both RNA polymerase I and polymerase II transcript metabolism; catalyzes removal of U2 ; U5 ; and U6 snRNPs from the postsplicing lariat-intron ribonucleoprotein complex; required for efficient biogenesis of both small- and large-subunit rRNAs; acts with Sqs1p to promote 20S to 18S rRNA processing catalyzed by endonuclease Nob1p""",Verified ORF
4091,7,293925,-0.104625125659647,0.0806317680060787,0.195283446217847,YGL114W,YGL114W,SGDID:S000003082,ORF,Uncharacterized ORF,"""Putative protein of unknown function; predicted member of the oligopeptide transporter (OPT) family of membrane transporters""",Uncharacterized ORF
4092,7,295079,-0.0408130502597408,0.0804608221647448,0.612302268966795,YGL114W,YGL114W,SGDID:S000003082,ORF,Uncharacterized ORF,"""Putative protein of unknown function; predicted member of the oligopeptide transporter (OPT) family of membrane transporters""",Uncharacterized ORF
4093,7,300508,-0.02097717826568,0.0822220338950293,0.798772486040727,YGL111W,NSA1,SGDID:S000003079,ORF,Verified ORF,"""Constituent of 66S pre-ribosomal particles; involved in 60S ribosomal subunit biogenesis""",Verified ORF
4094,7,301066,-0.0293964504556668,0.0810483478863108,0.717044087578418,YGL111W,NSA1,SGDID:S000003079,ORF,Verified ORF,"""Constituent of 66S pre-ribosomal particles; involved in 60S ribosomal subunit biogenesis""",Verified ORF
4095,7,307179,0.174899046591837,0.176770421021946,0.323138554363774,YGL105W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4096,7,307181,-0.0442104916371424,0.0954388007831721,0.643482156236472,YGL105W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4097,7,307209,0.206045944443479,0.171111661276183,0.229334248521991,YGL105W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4098,7,307221,0.121917330900905,0.186633017970571,0.514022741722235,YGL105W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4099,7,307361,-0.0906091261277947,0.0806030480871748,0.261717407107211,YGL105W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4100,7,308037,-0.132369604026351,0.0813294371590984,0.104507634820719,YGL105W,ARC1,SGDID:S000003073,ORF,Verified ORF,"""Protein that binds tRNA and methionyl- and glutamyl-tRNA synthetases; involved in tRNA delivery ; stimulating catalysis ; and ensuring localization; also binds quadruplex nucleic acids; protein abundance increases in response to DNA replication stress; methionyl-tRNA synthetase is Mes1p; glutamyl-tRNA synthetase is Gus1p""",Verified ORF
4101,7,315634,-0.169103265784547,0.0808894797820975,0.0372835449392927,YGL099W,LSG1,SGDID:S000003067,ORF,Verified ORF,"""Putative GTPase involved in 60S ribosomal subunit biogenesis; required for the release of Nmd3p from 60S subunits in the cytoplasm""",Verified ORF
4102,7,316663,-0.149133588247455,0.0820882472217846,0.070103765166202,snR82_NFR/NDR,,,Promoter,Promoter,,Promoter
4103,7,319571,0.34467113635801,0.537323989237016,0.5216409905412,YGLCsigma1,YGLCsigma1,SGDID:S000006937,Other features,LTR,"""Ty3 LTR""",reverse complement
4104,7,320913,-0.125861995053013,0.0811125154134655,0.121630949077082,YGL097W,SRM1,SGDID:S000003065,Close to 3'-UTR,Close to 3'-UTR,"""Nucleotide exchange factor for Gsp1p; localizes to the nucleus ; required for nucleocytoplasmic trafficking of macromolecules; suppressor of the pheromone response pathway; potentially phosphorylated by Cdc28p; human homolog of the RAN GEF ; RCC1 ; can complement a temperature sensitive point mutant""",Verified ORF
4105,7,321449,-0.120152018594962,0.0813970361491812,0.140802391689632,YGL097W,SRM1,SGDID:S000003065,Close to 3'-UTR,Close to 3'-UTR,"""Nucleotide exchange factor for Gsp1p; localizes to the nucleus ; required for nucleocytoplasmic trafficking of macromolecules; suppressor of the pheromone response pathway; potentially phosphorylated by Cdc28p; human homolog of the RAN GEF ; RCC1 ; can complement a temperature sensitive point mutant""",Verified ORF
4106,7,321504,-0.0380366872847575,0.206115641694737,0.853695415342915,YGL097W,SRM1,SGDID:S000003065,Close to 3'-UTR,Close to 3'-UTR,"""Nucleotide exchange factor for Gsp1p; localizes to the nucleus ; required for nucleocytoplasmic trafficking of macromolecules; suppressor of the pheromone response pathway; potentially phosphorylated by Cdc28p; human homolog of the RAN GEF ; RCC1 ; can complement a temperature sensitive point mutant""",Verified ORF
4107,7,321504,-0.161995164592857,0.111510335389261,0.14718516341457,YGL097W,SRM1,SGDID:S000003065,Close to 3'-UTR,Close to 3'-UTR,"""Nucleotide exchange factor for Gsp1p; localizes to the nucleus ; required for nucleocytoplasmic trafficking of macromolecules; suppressor of the pheromone response pathway; potentially phosphorylated by Cdc28p; human homolog of the RAN GEF ; RCC1 ; can complement a temperature sensitive point mutant""",Verified ORF
4108,7,321718,-0.162752267060416,0.0816645928128285,0.0470380035793877,YGL097W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4109,7,321749,-0.15113521790494,0.0824096064311004,0.0675028708849293,YGL097W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4110,7,323123,-0.141286059129378,0.0803623438961365,0.079594938773713,YGL097W,SRM1,SGDID:S000003065,ORF,Verified ORF,"""Nucleotide exchange factor for Gsp1p; localizes to the nucleus ; required for nucleocytoplasmic trafficking of macromolecules; suppressor of the pheromone response pathway; potentially phosphorylated by Cdc28p; human homolog of the RAN GEF ; RCC1 ; can complement a temperature sensitive point mutant""",Verified ORF
4111,7,323836,-0.125524568616116,0.0804032163689873,0.119375339497963,YGL097W,SRM1,SGDID:S000003065,Close to 3'-UTR,Close to 3'-UTR,"""Nucleotide exchange factor for Gsp1p; localizes to the nucleus ; required for nucleocytoplasmic trafficking of macromolecules; suppressor of the pheromone response pathway; potentially phosphorylated by Cdc28p; human homolog of the RAN GEF ; RCC1 ; can complement a temperature sensitive point mutant""",Verified ORF
4112,7,323883,-0.137892502707978,0.0806173738878072,0.0880601227627966,YGL097W,SRM1,SGDID:S000003065,Close to 3'-UTR,Close to 3'-UTR,"""Nucleotide exchange factor for Gsp1p; localizes to the nucleus ; required for nucleocytoplasmic trafficking of macromolecules; suppressor of the pheromone response pathway; potentially phosphorylated by Cdc28p; human homolog of the RAN GEF ; RCC1 ; can complement a temperature sensitive point mutant""",Verified ORF
4113,7,323971,-0.128555061315824,0.0805548764566868,0.111412787286262,YGL097W,SRM1,SGDID:S000003065,Close to 3'-UTR,Close to 3'-UTR,"""Nucleotide exchange factor for Gsp1p; localizes to the nucleus ; required for nucleocytoplasmic trafficking of macromolecules; suppressor of the pheromone response pathway; potentially phosphorylated by Cdc28p; human homolog of the RAN GEF ; RCC1 ; can complement a temperature sensitive point mutant""",Verified ORF
4114,7,324357,-0.147101887186209,0.0807285826474423,0.0692738936568863,YGL096W,TOS8,SGDID:S000003064,Close to 3'-UTR,Close to 3'-UTR,"""Homeodomain-containing protein and putative transcription factor; found associated with chromatin; target of SBF transcription factor; induced during meiosis and under cell-damaging conditions; TOS8 has a paralog ; CUP9 ; that arose from the whole genome duplication""",Verified ORF
4115,7,324640,-0.149700421276478,0.080488683208883,0.0637321340880267,YGL096W,TOS8,SGDID:S000003064,Close to 3'-UTR,Close to 3'-UTR,"""Homeodomain-containing protein and putative transcription factor; found associated with chromatin; target of SBF transcription factor; induced during meiosis and under cell-damaging conditions; TOS8 has a paralog ; CUP9 ; that arose from the whole genome duplication""",Verified ORF
4116,7,326269,0.0655478602239583,0.164020839790634,0.689669793769748,YGL096W,TOS8,SGDID:S000003064,Close to 3'-UTR,Close to 3'-UTR,"""Homeodomain-containing protein and putative transcription factor; found associated with chromatin; target of SBF transcription factor; induced during meiosis and under cell-damaging conditions; TOS8 has a paralog ; CUP9 ; that arose from the whole genome duplication""",Verified ORF
4117,7,326640,-0.164366506963661,0.0806341780855682,0.0422525424285962,YGL096W,TOS8,SGDID:S000003064,Close to 3'-UTR,Close to 3'-UTR,"""Homeodomain-containing protein and putative transcription factor; found associated with chromatin; target of SBF transcription factor; induced during meiosis and under cell-damaging conditions; TOS8 has a paralog ; CUP9 ; that arose from the whole genome duplication""",Verified ORF
4118,7,329449,-0.124078079694526,0.0812760325523536,0.127749584250035,YGL095C,VPS45,SGDID:S000003063,ORF,Verified ORF,"""Protein of the Sec1p/Munc-18 family; essential for vacuolar protein sorting; required for the function of Pep12p and the early endosome/late Golgi SNARE Tlg2p; essential for fusion of Golgi-derived vesicles with the prevacuolar compartment; mutation in human VPS45 is associated with congenital neutropenia and primary myelofibrosis of infancy""",Verified ORF
4119,7,331193,-0.112001772228391,0.0811517374275848,0.168413116258704,YGL094C,PAN2,SGDID:S000003062,ORF,Verified ORF,"""Catalytic subunit of the Pan2p-Pan3p poly(A)-ribonuclease complex; complex acts to control poly(A) tail length and regulate the stoichiometry and activity of postreplication repair complexes""",Verified ORF
4120,7,333120,-0.142148087147298,0.0805873984579542,0.078613819800147,YGL094C,PAN2,SGDID:S000003062,ORF,Verified ORF,"""Catalytic subunit of the Pan2p-Pan3p poly(A)-ribonuclease complex; complex acts to control poly(A) tail length and regulate the stoichiometry and activity of postreplication repair complexes""",Verified ORF
4121,7,334340,-0.16543182740036,0.0806592315553818,0.0410050068696212,YGL094C,PAN2,SGDID:S000003062,ORF,Verified ORF,"""Catalytic subunit of the Pan2p-Pan3p poly(A)-ribonuclease complex; complex acts to control poly(A) tail length and regulate the stoichiometry and activity of postreplication repair complexes""",Verified ORF
4122,7,335451,-0.191105124810331,0.0803364109589043,0.0178998073735059,YGL093W,SPC105,SGDID:S000003061,ORF,Verified ORF,"""Subunit of a kinetochore-microtubule binding complex; complex bridges centromeric heterochromatin and kinetochore MAPs and motors; required for sister chromatid bi-orientation and kinetochore binding of SAC components; complex also includes Kre28p; modified by sumoylation""",Verified ORF
4123,7,335555,-0.19161191061269,0.0803719219598876,0.0176503508434815,YGL093W,SPC105,SGDID:S000003061,ORF,Verified ORF,"""Subunit of a kinetochore-microtubule binding complex; complex bridges centromeric heterochromatin and kinetochore MAPs and motors; required for sister chromatid bi-orientation and kinetochore binding of SAC components; complex also includes Kre28p; modified by sumoylation""",Verified ORF
4124,7,335709,-0.18362977596555,0.0803857857239657,0.0229436492757098,YGL093W,SPC105,SGDID:S000003061,ORF,Verified ORF,"""Subunit of a kinetochore-microtubule binding complex; complex bridges centromeric heterochromatin and kinetochore MAPs and motors; required for sister chromatid bi-orientation and kinetochore binding of SAC components; complex also includes Kre28p; modified by sumoylation""",Verified ORF
4125,7,336457,-0.196946096136139,0.0811342056744614,0.0157065797394003,YGL093W,SPC105,SGDID:S000003061,ORF,Verified ORF,"""Subunit of a kinetochore-microtubule binding complex; complex bridges centromeric heterochromatin and kinetochore MAPs and motors; required for sister chromatid bi-orientation and kinetochore binding of SAC components; complex also includes Kre28p; modified by sumoylation""",Verified ORF
4126,7,336790,-0.162502210516461,0.0835802111593718,0.05265741483556,YGL093W,SPC105,SGDID:S000003061,ORF,Verified ORF,"""Subunit of a kinetochore-microtubule binding complex; complex bridges centromeric heterochromatin and kinetochore MAPs and motors; required for sister chromatid bi-orientation and kinetochore binding of SAC components; complex also includes Kre28p; modified by sumoylation""",Verified ORF
4127,7,336889,-0.193198337439732,0.0825229998417572,0.0197805624020934,YGL093W,SPC105,SGDID:S000003061,ORF,Verified ORF,"""Subunit of a kinetochore-microtubule binding complex; complex bridges centromeric heterochromatin and kinetochore MAPs and motors; required for sister chromatid bi-orientation and kinetochore binding of SAC components; complex also includes Kre28p; modified by sumoylation""",Verified ORF
4128,7,337273,-0.204894713924185,0.0806705630135395,0.0115167193804108,YGL093W,SPC105,SGDID:S000003061,ORF,Verified ORF,"""Subunit of a kinetochore-microtubule binding complex; complex bridges centromeric heterochromatin and kinetochore MAPs and motors; required for sister chromatid bi-orientation and kinetochore binding of SAC components; complex also includes Kre28p; modified by sumoylation""",Verified ORF
4129,7,338130,-0.209173700629006,0.0807087967269315,0.0099465463636439,YGL092W,NUP145,SGDID:S000003060,ORF,Verified ORF,"""Essential protein with distinct roles in two nuclear pore subcomplexes; catalyzes its own proteolytic cleavage in vivo to generate a C-terminal fragment that is a structural component of the Nup84p subcomplex (with roles in NPC biogenesis and localization of genes to the nuclear periphery) ; and an N-terminal fragment that is one of several FG-nucleoporins within the NPC central core directly responsible for nucleocytoplasmic transport; homologous to human NUP98""",Verified ORF
4130,7,340507,-0.17776161181685,0.0812082406876198,0.0292542360394463,YGL092W,NUP145,SGDID:S000003060,ORF,Verified ORF,"""Essential protein with distinct roles in two nuclear pore subcomplexes; catalyzes its own proteolytic cleavage in vivo to generate a C-terminal fragment that is a structural component of the Nup84p subcomplex (with roles in NPC biogenesis and localization of genes to the nuclear periphery) ; and an N-terminal fragment that is one of several FG-nucleoporins within the NPC central core directly responsible for nucleocytoplasmic transport; homologous to human NUP98""",Verified ORF
4131,7,340586,-0.15620773283542,0.0825637843137346,0.0593139233559776,YGL092W,NUP145,SGDID:S000003060,ORF,Verified ORF,"""Essential protein with distinct roles in two nuclear pore subcomplexes; catalyzes its own proteolytic cleavage in vivo to generate a C-terminal fragment that is a structural component of the Nup84p subcomplex (with roles in NPC biogenesis and localization of genes to the nuclear periphery) ; and an N-terminal fragment that is one of several FG-nucleoporins within the NPC central core directly responsible for nucleocytoplasmic transport; homologous to human NUP98""",Verified ORF
4132,7,341281,-0.19332790640112,0.080915248983896,0.0174065502257835,YGL092W,NUP145,SGDID:S000003060,ORF,Verified ORF,"""Essential protein with distinct roles in two nuclear pore subcomplexes; catalyzes its own proteolytic cleavage in vivo to generate a C-terminal fragment that is a structural component of the Nup84p subcomplex (with roles in NPC biogenesis and localization of genes to the nuclear periphery) ; and an N-terminal fragment that is one of several FG-nucleoporins within the NPC central core directly responsible for nucleocytoplasmic transport; homologous to human NUP98""",Verified ORF
