SNP,Chr,Pos,Effect,SE,MID2_WSC2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
668,2,564751,0.660713466492595,0.332361693373635,0.0475909835788188,YBR162C,TOS1,SGDID:S000000366,Close to 3'-UTR,Close to 3'-UTR,"""Covalently-bound cell wall protein of unknown function; identified as a cell cycle regulated SBF target gene; deletion mutants are highly resistant to treatment with beta-1,3-glucanase; has sequence similarity to YJL171C""",Verified ORF
669,2,567265,-0.0703294023547996,0.155926855880049,0.652236951930745,YBR163W,EXO5,SGDID:S000000367,ORF,Verified ORF,"""Mitochondrial 5'-3' exonuclease and sliding exonuclease; required for mitochondrial genome maintenance; distantly related to the RecB nuclease domain of bacterial RecBCD recombinases; may be regulated by the transcription factor Ace2""",Verified ORF
670,2,567339,-0.0692895651059852,0.156316046645131,0.657844991551584,YBR163W,EXO5,SGDID:S000000367,ORF,Verified ORF,"""Mitochondrial 5'-3' exonuclease and sliding exonuclease; required for mitochondrial genome maintenance; distantly related to the RecB nuclease domain of bacterial RecBCD recombinases; may be regulated by the transcription factor Ace2""",Verified ORF
671,2,571328,-0.304833081897712,0.23082373766292,0.187479833538664,YBR166C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
672,2,571362,0.0590999280975579,0.177100461704541,0.738797683043918,YBR166C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
673,2,572291,-0.107221612201086,0.155912400537364,0.492090686686125,YBR167C,POP7,SGDID:S000000371,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of RNase MRP ; nuclear RNase P and telomerase; forms a soluble heterodimer with Pop6p that binds P3 domain of RNase MRP and RNase P RNAs; RNase MRP cleaves pre-rRNA ; nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs ; while telomerase replenishes telomeric DNA""",Verified ORF
674,2,572565,-0.109819401729167,0.155214441629787,0.479701914560144,YBR168W,PEX32,SGDID:S000000372,ORF,Verified ORF,"""Peroxisomal integral membrane protein; involved in negative regulation of peroxisome size; partially functionally redundant with Pex31p; genetic interactions suggest action at a step downstream of steps mediated by Pex28p and Pex29p""",Verified ORF
675,2,573554,-0.106868931709251,0.155233868795922,0.491629022334859,YBR168W,PEX32,SGDID:S000000372,ORF,Verified ORF,"""Peroxisomal integral membrane protein; involved in negative regulation of peroxisome size; partially functionally redundant with Pex31p; genetic interactions suggest action at a step downstream of steps mediated by Pex28p and Pex29p""",Verified ORF
676,2,573624,-0.114377200765675,0.156189334385854,0.464472376321145,YBR168W,PEX32,SGDID:S000000372,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal integral membrane protein; involved in negative regulation of peroxisome size; partially functionally redundant with Pex31p; genetic interactions suggest action at a step downstream of steps mediated by Pex28p and Pex29p""",Verified ORF
677,2,573743,0.0376401534989341,0.325350284012463,0.907963091876197,YBR168W,PEX32,SGDID:S000000372,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal integral membrane protein; involved in negative regulation of peroxisome size; partially functionally redundant with Pex31p; genetic interactions suggest action at a step downstream of steps mediated by Pex28p and Pex29p""",Verified ORF
678,2,573868,-0.0919424192592523,0.156005184983034,0.556000215809809,YBR168W,PEX32,SGDID:S000000372,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal integral membrane protein; involved in negative regulation of peroxisome size; partially functionally redundant with Pex31p; genetic interactions suggest action at a step downstream of steps mediated by Pex28p and Pex29p""",Verified ORF
679,2,573983,-0.11360870264109,0.155848268948435,0.466503412674077,YBR169C,SSE2,SGDID:S000000373,ORF,Verified ORF,"""Member of Hsp110 subclass of the heat shock protein 70 (HSP70) family; serves as nucleotide exchange factor to load ATP onto the SSA class of cytosolic Hsp70s; may be involved in protein folding; localized to the cytoplasm; SSE2 has a paralog ; SSE1 ; that arose from the whole genome duplication""",Verified ORF
680,2,574281,-0.107759417110531,0.155024908644831,0.48744345262008,YBR169C,SSE2,SGDID:S000000373,ORF,Verified ORF,"""Member of Hsp110 subclass of the heat shock protein 70 (HSP70) family; serves as nucleotide exchange factor to load ATP onto the SSA class of cytosolic Hsp70s; may be involved in protein folding; localized to the cytoplasm; SSE2 has a paralog ; SSE1 ; that arose from the whole genome duplication""",Verified ORF
681,2,574592,-0.123793097842558,0.155566691957092,0.426708759138225,YBR169C,SSE2,SGDID:S000000373,ORF,Verified ORF,"""Member of Hsp110 subclass of the heat shock protein 70 (HSP70) family; serves as nucleotide exchange factor to load ATP onto the SSA class of cytosolic Hsp70s; may be involved in protein folding; localized to the cytoplasm; SSE2 has a paralog ; SSE1 ; that arose from the whole genome duplication""",Verified ORF
682,2,574678,-0.0979433827422546,0.155043356430394,0.527981289309908,YBR169C,SSE2,SGDID:S000000373,ORF,Verified ORF,"""Member of Hsp110 subclass of the heat shock protein 70 (HSP70) family; serves as nucleotide exchange factor to load ATP onto the SSA class of cytosolic Hsp70s; may be involved in protein folding; localized to the cytoplasm; SSE2 has a paralog ; SSE1 ; that arose from the whole genome duplication""",Verified ORF
683,2,576030,-0.136338569208657,0.29595730237176,0.645319245602681,YBR169C,SSE2,SGDID:S000000373,Close to 3'-UTR,Close to 3'-UTR,"""Member of Hsp110 subclass of the heat shock protein 70 (HSP70) family; serves as nucleotide exchange factor to load ATP onto the SSA class of cytosolic Hsp70s; may be involved in protein folding; localized to the cytoplasm; SSE2 has a paralog ; SSE1 ; that arose from the whole genome duplication""",Verified ORF
684,2,577915,-0.0860794088543882,0.155063300601986,0.579161223629365,YBR170C,NPL4,SGDID:S000000374,ORF,Verified ORF,"""Substrate-recruiting cofactor of the Cdc48p-Npl4p-Ufd1p segregase; assists Cdc48p in the dislocation of misfolded ; polyubiquitinated ERAD substrates that are subsequently delivered to the proteasome for degradation; also involved in the regulated destruction of resident ER membrane proteins ; such as HMG-CoA reductase (Hmg1/2p) and cytoplasmic proteins (Fbp1p); role in mobilizing membrane bound transcription factors by regulated ubiquitin/proteasome-dependent processing (RUP)""",Verified ORF
685,2,579042,-0.123931926933012,0.162272538246209,0.445540062655848,YBR170C,NPL4,SGDID:S000000374,Close to 3'-UTR,Close to 3'-UTR,"""Substrate-recruiting cofactor of the Cdc48p-Npl4p-Ufd1p segregase; assists Cdc48p in the dislocation of misfolded ; polyubiquitinated ERAD substrates that are subsequently delivered to the proteasome for degradation; also involved in the regulated destruction of resident ER membrane proteins ; such as HMG-CoA reductase (Hmg1/2p) and cytoplasmic proteins (Fbp1p); role in mobilizing membrane bound transcription factors by regulated ubiquitin/proteasome-dependent processing (RUP)""",Verified ORF
686,2,581558,-0.0429457156491009,0.160411480936613,0.789069515279593,YBR172C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
687,2,582226,-0.0687899058586977,0.155374015787893,0.658226773769775,YBR175W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
688,2,583485,0.205125177996964,0.24349761733483,0.400128078072127,YBR176W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
689,2,591478,0.569931288833074,0.385407388129817,0.140091888050519,ACS_2_591458_+_NFR/NDR,,,Promoter,Promoter,,Promoter
690,2,591631,0.190906697737834,0.179778665730866,0.289007705192353,YBR180W,DTR1,SGDID:S000000384,Close to 3'-UTR,Close to 3'-UTR,"""Putative dityrosine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; required for spore wall synthesis; sequence similarity to QDR1 and QDR3 ; and the triple mutant dtr1 qdr1 qdr3 exhibits reduced dityrosine fluorescence relative to the single mutants; expressed during sporulation""",Verified ORF
691,2,592643,0.111996800455191,0.308600512304861,0.716883059149166,YBR181C,RPS6B,SGDID:S000000385,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S6 ; no bacterial homolog; phosphorylated on S233 by Ypk3p in a TORC1-dependent manner ; and on S232 in a TORC1/2-dependent manner by Ypk1/2/3p; RPS6B has a paralog ; RPS6A ; that arose from the whole genome duplication""",Verified ORF
692,2,592973,0.0531650150674876,0.155001915341499,0.731805741263082,YBR181C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
693,2,592989,0.0614872032499365,0.1549539165884,0.691747650448815,YBR181C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
694,2,593029,0.0622193733384779,0.155607528291669,0.689510241725879,YBR181C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
695,2,593045,0.0967383736683962,0.157824920593301,0.540305815836035,YBR181C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
696,2,593459,0.0834305817319517,0.155639094994396,0.592260516648376,YBR181C,RPS6B,SGDID:S000000385,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S6 ; no bacterial homolog; phosphorylated on S233 by Ypk3p in a TORC1-dependent manner ; and on S232 in a TORC1/2-dependent manner by Ypk1/2/3p; RPS6B has a paralog ; RPS6A ; that arose from the whole genome duplication""",Verified ORF
697,2,594044,0.0878042757389729,0.154498741953696,0.57018101187101,YBR182C,SMP1,SGDID:S000000386,ORF,Verified ORF,"""MADS-box transcription factor involved in osmotic stress response; SMP1 has a paralog ; RLM1 ; that arose from the whole genome duplication""",Verified ORF
698,2,595492,0.0666895135430806,0.15852713147397,0.674243280936459,YBR182C-A,YBR182C-A,SGDID:S000028603,ORF,Uncharacterized ORF,"""Putative protein of unknown function; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Uncharacterized ORF
699,2,598249,0.0570526095816069,0.156269618899272,0.71526222464313,YBR184W,YBR184W,SGDID:S000000388,ORF,Uncharacterized ORF,"""Putative protein of unknown function; YBR184W is not an essential gene""",Uncharacterized ORF
700,2,599004,0.0542729732028184,0.172154073773692,0.752751947944449,YBR184W,YBR184W,SGDID:S000000388,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; YBR184W is not an essential gene""",Uncharacterized ORF
701,2,602542,0.0348241305447897,0.155204850817902,0.822595124125407,YBR187W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
702,2,604023,0.0461180567822389,0.155270498709525,0.766627837282237,YBR188C,NTC20,SGDID:S000000392,ORF,Verified ORF,"""Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs""",Verified ORF
703,2,609784,0.0119642806837805,0.15551117702945,0.938718696023839,YBR194W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
704,2,610624,0.01916596406468,0.154578210285231,0.901394726800387,YBR195C,MSI1,SGDID:S000000399,ORF,Verified ORF,"""Subunit of chromatin assembly factor I (CAF-1); chromatin assembly by CAF-1 affects multiple processes including silencing at telomeres ; mating type loci ; and rDNA; maintenance of kinetochore structure; deactivation of DNA damage checkpoint after DNA repair; chromatin dynamics during transcription; and repression of divergent noncoding transcription; Msi1p localizes to nucleus and cytoplasm and independently regulates the RAS/cAMP pathway via sequestration of Npr1p kinase""",Verified ORF
705,2,612133,0.301288358308729,0.331383774363755,0.363874077287972,YBR195C,MSI1,SGDID:S000000399,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of chromatin assembly factor I (CAF-1); chromatin assembly by CAF-1 affects multiple processes including silencing at telomeres ; mating type loci ; and rDNA; maintenance of kinetochore structure; deactivation of DNA damage checkpoint after DNA repair; chromatin dynamics during transcription; and repression of divergent noncoding transcription; Msi1p localizes to nucleus and cytoplasm and independently regulates the RAS/cAMP pathway via sequestration of Npr1p kinase""",Verified ORF
706,2,616723,0.0354493952260876,0.154638268857775,0.818814549755156,YBR198C,TAF5,SGDID:S000000402,ORF,Verified ORF,"""Subunit (90 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification""",Verified ORF
707,2,618646,0.142031534238781,0.154939281049973,0.359930114920669,YBR199W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
708,2,618987,0.114824774576955,0.155003153167209,0.459313293228399,YBR199W,KTR4,SGDID:S000000403,ORF,Verified ORF,"""Glycosyltransferase involved in protein glycosylation; transfers GDP-mannose to methyl-alpha-mannoside in vitro; member of the KRE2/MNT1 mannosyltransferase family of type II membrane proteins with a short cytoplasmic N-terminus ; a membrane-spanning region and a highly conserved catalytic lumenal domain""",Verified ORF
709,2,619593,0.0673064017086482,0.154593655541895,0.663555446825769,YBR199W,KTR4,SGDID:S000000403,ORF,Verified ORF,"""Glycosyltransferase involved in protein glycosylation; transfers GDP-mannose to methyl-alpha-mannoside in vitro; member of the KRE2/MNT1 mannosyltransferase family of type II membrane proteins with a short cytoplasmic N-terminus ; a membrane-spanning region and a highly conserved catalytic lumenal domain""",Verified ORF
710,2,620149,0.110803218957293,0.154615403785629,0.474071568881994,YBR199W,KTR4,SGDID:S000000403,ORF,Verified ORF,"""Glycosyltransferase involved in protein glycosylation; transfers GDP-mannose to methyl-alpha-mannoside in vitro; member of the KRE2/MNT1 mannosyltransferase family of type II membrane proteins with a short cytoplasmic N-terminus ; a membrane-spanning region and a highly conserved catalytic lumenal domain""",Verified ORF
