SNP,Chr,Pos,Effect,SE,FMP45_MID2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2416,4,1156446,-0.0771050232759267,0.0924731446388536,0.404951970232507,YDR342C,HXT7,SGDID:S000002750,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2417,4,1156518,-0.0964804654551443,0.0915251661897865,0.292539168304703,YDR342C,HXT7,SGDID:S000002750,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2418,4,1156658,-0.0839955819266613,0.0918528004382417,0.361100129055126,YDR342C,HXT7,SGDID:S000002750,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2419,4,1156839,-0.0943746684205989,0.0913541572075726,0.302281295724833,YDR342C,HXT7,SGDID:S000002750,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2420,4,1157089,-0.102391839890123,0.0968457703033264,0.291112720936327,D:1155929-1159261,,,Intergenic region,Intergenic region,between YDR342C and ARS432,Intergenic region
2421,4,1157271,-0.0669349873609121,0.0907383884669682,0.461205069365765,D:1155929-1159261,,,Intergenic region,Intergenic region,between YDR342C and ARS432,Intergenic region
2422,4,1158603,-0.0764918864824237,0.0900683336333337,0.396309409026481,D:1155929-1159261,,,Intergenic region,Intergenic region,between YDR342C and ARS432,Intergenic region
2423,4,1161114,0.167019148975285,0.258172402646208,0.518098491558518,YDR343C,HXT6,SGDID:S000002751,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt7p ; expressed at high basal levels relative to other HXTs ; repression of expression by high glucose requires SNF3; HXT6 has a paralog ; HXT1 ; that arose from the whole genome duplication""",Verified ORF
2424,4,1161556,-0.0887532657352087,0.0901973836213099,0.325794680748237,YDR343C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2425,4,1162000,-0.0477031053607871,0.0906458155634541,0.599039287684689,YDR343C,HXT6,SGDID:S000002751,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt7p ; expressed at high basal levels relative to other HXTs ; repression of expression by high glucose requires SNF3; HXT6 has a paralog ; HXT1 ; that arose from the whole genome duplication""",Verified ORF
2426,4,1162010,-0.0523395284184025,0.0903796725242458,0.5628861198504,YDR344C,YDR344C,SGDID:S000002752,ORF,Uncharacterized ORF,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",Uncharacterized ORF
2427,4,1162013,-0.0545964049336948,0.0902512205214845,0.545608768381095,YDR344C,YDR344C,SGDID:S000002752,ORF,Uncharacterized ORF,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",Uncharacterized ORF
2428,4,1166231,-0.0675977442785861,0.0902190911393116,0.454198255593915,ACS_4_1166174_-_NFR/NDR,,,Promoter,Promoter,,Promoter
2429,4,1171385,-0.0188737876815596,0.0900753847326169,0.834152857435891,YDR348C,PAL1,SGDID:S000002756,ORF,Verified ORF,"""Protein of unknown function thought to be involved in endocytosis; physically interacts with Ede1p and is found at endocytic sites at cell periphery during early stages of endocytosis; green fluorescent protein (GFP)-fusion protein localizes to bud neck; potential Cdc28p substrate; similar to S. pombe Pal1 protein; relocalizes from bud neck to cytoplasm upon DNA replication stress; PAL1 has a paralog ; YHR097C ; that arose from the whole genome duplication""",Verified ORF
2430,4,1171794,-0.0271987441952442,0.0904196690714687,0.763739817319581,YDR348C,PAL1,SGDID:S000002756,ORF,Verified ORF,"""Protein of unknown function thought to be involved in endocytosis; physically interacts with Ede1p and is found at endocytic sites at cell periphery during early stages of endocytosis; green fluorescent protein (GFP)-fusion protein localizes to bud neck; potential Cdc28p substrate; similar to S. pombe Pal1 protein; relocalizes from bud neck to cytoplasm upon DNA replication stress; PAL1 has a paralog ; YHR097C ; that arose from the whole genome duplication""",Verified ORF
2431,4,1171863,-0.01559056568656,0.0903733489808716,0.863133210391073,YDR348C,PAL1,SGDID:S000002756,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function thought to be involved in endocytosis; physically interacts with Ede1p and is found at endocytic sites at cell periphery during early stages of endocytosis; green fluorescent protein (GFP)-fusion protein localizes to bud neck; potential Cdc28p substrate; similar to S. pombe Pal1 protein; relocalizes from bud neck to cytoplasm upon DNA replication stress; PAL1 has a paralog ; YHR097C ; that arose from the whole genome duplication""",Verified ORF
2432,4,1172380,-0.0039172404121279,0.0901743728545299,0.965374773619514,YDR348C,PAL1,SGDID:S000002756,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function thought to be involved in endocytosis; physically interacts with Ede1p and is found at endocytic sites at cell periphery during early stages of endocytosis; green fluorescent protein (GFP)-fusion protein localizes to bud neck; potential Cdc28p substrate; similar to S. pombe Pal1 protein; relocalizes from bud neck to cytoplasm upon DNA replication stress; PAL1 has a paralog ; YHR097C ; that arose from the whole genome duplication""",Verified ORF
2433,4,1172576,0.006609999441821,0.0896783888152818,0.941284616428583,YDR349C,YPS7,SGDID:S000002757,ORF,Verified ORF,"""Putative GPI-anchored aspartic protease; member of the yapsin family of proteases involved in cell wall growth and maintenance; located in the cytoplasm and endoplasmic reticulum""",Verified ORF
2434,4,1172914,-0.0005328338450902,0.0902907981665997,0.995294798022901,YDR349C,YPS7,SGDID:S000002757,ORF,Verified ORF,"""Putative GPI-anchored aspartic protease; member of the yapsin family of proteases involved in cell wall growth and maintenance; located in the cytoplasm and endoplasmic reticulum""",Verified ORF
2435,4,1173839,-0.0066213670680514,0.0897983235647077,0.941262235853505,YDR349C,YPS7,SGDID:S000002757,ORF,Verified ORF,"""Putative GPI-anchored aspartic protease; member of the yapsin family of proteases involved in cell wall growth and maintenance; located in the cytoplasm and endoplasmic reticulum""",Verified ORF
2436,4,1174544,0.0320849084765619,0.0925321515671024,0.728990743892612,SUT071,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
2437,4,1175150,-0.0121571393832896,0.0897867882994759,0.892372726557632,YDRCsigma6,YDRCsigma6,SGDID:S000006858,Other features,LTR,"""Ty3 LTR""",reverse complement
2438,4,1175327,-0.0393034987694186,0.0905416782792355,0.664486183425383,YDRCsigma6,YDRCsigma6,SGDID:S000006858,Other features,LTR,"""Ty3 LTR""",reverse complement
2439,4,1175949,-0.02397061573755,0.0904338113333827,0.791115995909092,tM(CAU)D_NFR/NDR,,,Promoter,Promoter,,Promoter
2440,4,1176138,0.0048370148395677,0.0967289198173425,0.960145984160971,YDR350C,ATP22,SGDID:S000002758,ORF,Verified ORF,"""Specific translational activator for the mitochondrial ATP6 mRNA; Atp6p encodes a subunit of F1F0 ATP synthase; localized to the mitochondrial inner membrane""",Verified ORF
2441,4,1176852,-0.0286405256911506,0.0901080812357851,0.750789420572901,YDR350C,ATP22,SGDID:S000002758,ORF,Verified ORF,"""Specific translational activator for the mitochondrial ATP6 mRNA; Atp6p encodes a subunit of F1F0 ATP synthase; localized to the mitochondrial inner membrane""",Verified ORF
2442,4,1178330,0.0954445358100457,0.142972980936426,0.504844014380707,YDR351W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2443,4,1181165,0.0147581245960446,0.0910125001165899,0.87127663622932,YDR351W,SBE2,SGDID:S000002759,ORF,Verified ORF,"""Protein required for bud growth; involved in transport of cell wall components from the Golgi to the cell surface; SBE2 has a paralog ; SBE22 ; that arose from the whole genome duplication""",Verified ORF
2444,4,1184872,0.0761114223295416,0.0902610851124934,0.399667318158407,YDR354W,TRP4,SGDID:S000002762,ORF,Verified ORF,"""Anthranilate phosphoribosyl transferase; transferase of the tryptophan biosynthetic pathway; catalyzes the phosphoribosylation of anthranilate; subject to the general control system of amino acid biosynthesis""",Verified ORF
2445,4,1187132,0.0873173526376486,0.0953309311720921,0.360323982285641,YDR356W,SPC110,SGDID:S000002764,ORF,Verified ORF,"""Inner plaque spindle pole body (SPB) component; gamma-tubulin small complex (gamma-TuSC) receptor that interacts with Spc98p to recruit the complex to the nuclear side of the SPB ; connecting nuclear microtubules to the SPB; promotes gamma-TuSC assembly and oligomerization to initiate microtubule nucleation; interacts with Tub4p-complex and calmodulin; phosphorylated by Mps1p in cell cycle-dependent manner; ortholog of human pericentrin (kendrin)""",Verified ORF
2446,4,1189750,0.0574694469866505,0.0911232313334204,0.528658963452034,YDR358W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2447,4,1190935,0.0575635231125419,0.0909157398135114,0.527044061177879,YDR358W,GGA1,SGDID:S000002766,ORF,Verified ORF,"""Golgi-localized protein with homology to gamma-adaptin; interacts with and regulates Arf1p and Arf2p in a GTP-dependent manner in order to facilitate traffic through the late Golgi; GGA1 has a paralog ; GGA2 ; that arose from the whole genome duplication""",Verified ORF
2448,4,1191476,0.0806113179338979,0.0906045980158143,0.374230501144411,YDR358W,GGA1,SGDID:S000002766,ORF,Verified ORF,"""Golgi-localized protein with homology to gamma-adaptin; interacts with and regulates Arf1p and Arf2p in a GTP-dependent manner in order to facilitate traffic through the late Golgi; GGA1 has a paralog ; GGA2 ; that arose from the whole genome duplication""",Verified ORF
2449,4,1191692,0.0636404261322649,0.0906399448768585,0.483064900514142,YDR358W,GGA1,SGDID:S000002766,ORF,Verified ORF,"""Golgi-localized protein with homology to gamma-adaptin; interacts with and regulates Arf1p and Arf2p in a GTP-dependent manner in order to facilitate traffic through the late Golgi; GGA1 has a paralog ; GGA2 ; that arose from the whole genome duplication""",Verified ORF
2450,4,1191935,0.040929313710828,0.0919000536146846,0.656327059704769,YDR358W,GGA1,SGDID:S000002766,Close to 3'-UTR,Close to 3'-UTR,"""Golgi-localized protein with homology to gamma-adaptin; interacts with and regulates Arf1p and Arf2p in a GTP-dependent manner in order to facilitate traffic through the late Golgi; GGA1 has a paralog ; GGA2 ; that arose from the whole genome duplication""",Verified ORF
2451,4,1197080,0.07118602042839,0.0901580959140553,0.430309654214448,YDR362C,TFC6,SGDID:S000002770,ORF,Verified ORF,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; cooperates with Tfc3p in DNA binding; human homolog is TFIIIC-110""",Verified ORF
2452,4,1197131,0.0463155849430368,0.0910370369077007,0.611241501534315,YDR362C,TFC6,SGDID:S000002770,ORF,Verified ORF,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; cooperates with Tfc3p in DNA binding; human homolog is TFIIIC-110""",Verified ORF
2453,4,1197837,0.0496444859004319,0.0901989791575803,0.582401005054539,YDR362C,TFC6,SGDID:S000002770,ORF,Verified ORF,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; cooperates with Tfc3p in DNA binding; human homolog is TFIIIC-110""",Verified ORF
2454,4,1198548,0.0597913362067637,0.0908030329762666,0.510663538400409,YDR362C,TFC6,SGDID:S000002770,ORF,Verified ORF,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; cooperates with Tfc3p in DNA binding; human homolog is TFIIIC-110""",Verified ORF
2455,4,1213560,0.0255055427363461,0.090957219230849,0.779325297451001,YDR366C,MOR1,SGDID:S000002774,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
2456,4,1213754,0.0074084159240192,0.0935937926870461,0.936954195172931,YDR368W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2457,4,1215342,0.0358844423424801,0.0902950475946306,0.691302988734078,YDR369C,XRS2,SGDID:S000002777,ORF,Verified ORF,"""FHA domain-containing component of the Mre11 complex; MRE11-RAD50-XRS2 complex is involved in double strand breaks ; meiotic recombination ; telomere maintenance ; and checkpoint signaling;  FHA domain is required for activation of Tel1p""",Verified ORF
2458,4,1218917,0.087255022132551,0.0904488688568162,0.335361044623956,YDR370C,DXO1,SGDID:S000002778,ORF,Verified ORF,"""mRNA 5'-end-capping quality-control protein; has distributive ; 5'-3' exoRNase activity; involved in the decapping of nicotinamide adenine dinucleotide (NAD) capped nuclear NAD-RNAs; similar to Rai1p""",Verified ORF
2459,4,1218963,0.101329274708443,0.0901857895283441,0.261962641717651,YDR370C,DXO1,SGDID:S000002778,ORF,Verified ORF,"""mRNA 5'-end-capping quality-control protein; has distributive ; 5'-3' exoRNase activity; involved in the decapping of nicotinamide adenine dinucleotide (NAD) capped nuclear NAD-RNAs; similar to Rai1p""",Verified ORF
