SNP,Chr,Pos,Effect,SE,SRO9_GIS2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2383,4,1112991,-0.0528014474979344,0.0655641215768709,0.421165293998683,YDR323C,PEP7,SGDID:S000002731,ORF,Verified ORF,"""Adaptor protein involved in vesicle-mediated vacuolar protein sorting; multivalent adaptor protein; facilitates vesicle-mediated vacuolar protein sorting by ensuring high-fidelity vesicle docking and fusion ; which are essential for targeting of vesicles to the endosome; required for vacuole inheritance""",Verified ORF
2384,4,1113001,-0.0562500485649654,0.065415376133263,0.390433105664067,YDR323C,PEP7,SGDID:S000002731,ORF,Verified ORF,"""Adaptor protein involved in vesicle-mediated vacuolar protein sorting; multivalent adaptor protein; facilitates vesicle-mediated vacuolar protein sorting by ensuring high-fidelity vesicle docking and fusion ; which are essential for targeting of vesicles to the endosome; required for vacuole inheritance""",Verified ORF
2385,4,1116044,-0.0820801041789879,0.0650482630169607,0.207841670950781,YDR324C,UTP4,SGDID:S000002732,ORF,Verified ORF,"""Subunit of U3-containing 90S preribosome and SSU processome complexes; involved in production of 18S rRNA and assembly of small ribosomal subunit; member of t-Utp subcomplex involved with transcription of 35S rRNA transcript; Small Subunit processome is also known as SSU processome""",Verified ORF
2386,4,1118719,-0.105910016947113,0.0652590695959691,0.105499943471747,YDR325W,YCG1,SGDID:S000002733,ORF,Verified ORF,"""Subunit of the condensin complex; required for establishment and maintenance of chromosome condensation ; chromosome segregation and chromatin binding by the complex; required for tRNA genes clustering at the nucleolus; required for replication slow zone breakage following Mec1p inactivation; transcription is cell cycle regulated ; peaking in mitosis and declining in G1; protein is constitutively degraded by the proteasome; rate limiting for condensin recruitment to chromatin""",Verified ORF
2387,4,1120112,-0.0938204956157207,0.0654561396953826,0.152647560848252,YDR325W,YCG1,SGDID:S000002733,ORF,Verified ORF,"""Subunit of the condensin complex; required for establishment and maintenance of chromosome condensation ; chromosome segregation and chromatin binding by the complex; required for tRNA genes clustering at the nucleolus; required for replication slow zone breakage following Mec1p inactivation; transcription is cell cycle regulated ; peaking in mitosis and declining in G1; protein is constitutively degraded by the proteasome; rate limiting for condensin recruitment to chromatin""",Verified ORF
2388,4,1123519,-0.117025454321161,0.065740805154742,0.075919072039328,YDR326C,YSP2,SGDID:S000002734,ORF,Verified ORF,"""Sterol-binding protein; has a probable role in retrograde transport of sterols from the plasma membrane to the ER; contains two StART-like domains that bind sterols and a GRAM domain; co-localizes to puncta in the cortical ER with Sip3p; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes""",Verified ORF
2389,4,1123610,-0.105596412921784,0.0651431721245059,0.105912704817492,YDR326C,YSP2,SGDID:S000002734,ORF,Verified ORF,"""Sterol-binding protein; has a probable role in retrograde transport of sterols from the plasma membrane to the ER; contains two StART-like domains that bind sterols and a GRAM domain; co-localizes to puncta in the cortical ER with Sip3p; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes""",Verified ORF
2390,4,1123959,-0.10656550480196,0.065138701443467,0.10273537793301,YDR326C,YSP2,SGDID:S000002734,ORF,Verified ORF,"""Sterol-binding protein; has a probable role in retrograde transport of sterols from the plasma membrane to the ER; contains two StART-like domains that bind sterols and a GRAM domain; co-localizes to puncta in the cortical ER with Sip3p; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes""",Verified ORF
2391,4,1126543,-0.0932149672820879,0.0657092985203979,0.156899013238146,YDR329C,PEX3,SGDID:S000002737,ORF,Verified ORF,"""Peroxisomal membrane protein (PMP); required for proper localization and stability of PMPs; anchors peroxisome retention factor Inp1p at the peroxisomal membrane; interacts with Pex19p""",Verified ORF
2392,4,1127480,-0.0619965690092061,0.0650188575364262,0.340980783932852,YDR329C,PEX3,SGDID:S000002737,ORF,Verified ORF,"""Peroxisomal membrane protein (PMP); required for proper localization and stability of PMPs; anchors peroxisome retention factor Inp1p at the peroxisomal membrane; interacts with Pex19p""",Verified ORF
2393,4,1130624,-0.0540960943032219,0.0652890966235176,0.407911899414619,YDR331W,GPI8,SGDID:S000002739,ORF,Verified ORF,"""Catalytic subunit of the ER membrane GPI transamidase complex; involved in adding glycosylphosphatidylinositol (GPI) anchors to newly synthesized proteins; luminally-oriented type I integral membrane glycoprotein of the ER; human PIGK protein is a functional homolog""",Verified ORF
2394,4,1133634,-0.0604665733169722,0.0656684444559414,0.357791081706716,YDR333C,RQC1,SGDID:S000002741,ORF,Verified ORF,"""Component of the ribosome quality control complex (RQC); RQC (Rqc1p-Rkr1p-Rqc2p-Cdc48p-Npl4p-Ufd1p) is a ribosome-bound complex required for the degradation of polypeptides arising from stalled translation; required along with Rkr1p for recruitment of the Cdc48p-Npl4p-Ufd1p AAA ATPase complex to the RQC""",Verified ORF
2395,4,1135023,-0.0890602214297042,0.0660778099145823,0.178584367616483,YDR333C,RQC1,SGDID:S000002741,ORF,Verified ORF,"""Component of the ribosome quality control complex (RQC); RQC (Rqc1p-Rkr1p-Rqc2p-Cdc48p-Npl4p-Ufd1p) is a ribosome-bound complex required for the degradation of polypeptides arising from stalled translation; required along with Rkr1p for recruitment of the Cdc48p-Npl4p-Ufd1p AAA ATPase complex to the RQC""",Verified ORF
2396,4,1137173,-0.0491618661806761,0.0654076022594713,0.452778554162114,YDR334W,SWR1,SGDID:S000002742,ORF,Verified ORF,"""Swi2/Snf2-related ATPase; catalytic subunit of SWR1 complex ; which exchanges histone variant H2A.Z (Htz1p) for chromatin-bound histone H2A; N-terminus can deliver H2A.Z-H2B dimer to DNA-(H3-H4)2 tetrasome; relocalizes to cytosol in response to hypoxia; chronological aging factor ; mediates lifespan extension by dietary restriction""",Verified ORF
2397,4,1138274,-0.0331511256552435,0.0653007971474743,0.612003227894028,YDR334W,SWR1,SGDID:S000002742,ORF,Verified ORF,"""Swi2/Snf2-related ATPase; catalytic subunit of SWR1 complex ; which exchanges histone variant H2A.Z (Htz1p) for chromatin-bound histone H2A; N-terminus can deliver H2A.Z-H2B dimer to DNA-(H3-H4)2 tetrasome; relocalizes to cytosol in response to hypoxia; chronological aging factor ; mediates lifespan extension by dietary restriction""",Verified ORF
2398,4,1138987,-0.0407016447322041,0.065642089930628,0.535622244927525,YDR334W,SWR1,SGDID:S000002742,ORF,Verified ORF,"""Swi2/Snf2-related ATPase; catalytic subunit of SWR1 complex ; which exchanges histone variant H2A.Z (Htz1p) for chromatin-bound histone H2A; N-terminus can deliver H2A.Z-H2B dimer to DNA-(H3-H4)2 tetrasome; relocalizes to cytosol in response to hypoxia; chronological aging factor ; mediates lifespan extension by dietary restriction""",Verified ORF
2399,4,1140165,-0.0567459560351475,0.0654141627912872,0.38626437763712,YDR334W,SWR1,SGDID:S000002742,ORF,Verified ORF,"""Swi2/Snf2-related ATPase; catalytic subunit of SWR1 complex ; which exchanges histone variant H2A.Z (Htz1p) for chromatin-bound histone H2A; N-terminus can deliver H2A.Z-H2B dimer to DNA-(H3-H4)2 tetrasome; relocalizes to cytosol in response to hypoxia; chronological aging factor ; mediates lifespan extension by dietary restriction""",Verified ORF
2400,4,1140684,-0.0871182003194228,0.0652392643030084,0.182617495357611,YDR335W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2401,4,1141284,-0.0435621519469765,0.065733266260328,0.50794819624588,YDR335W,MSN5,SGDID:S000002743,ORF,Verified ORF,"""Karyopherin; involved in nuclear import and export of proteins ; including import of replication protein A and export of Far1p and transcription factors Swi5p ; Swi6p ; Msn2p ; and Pho4p; required for re-export of mature tRNAs after their retrograde import from the cytoplasm; exportin-5 homolog""",Verified ORF
2402,4,1144564,-0.023114011361692,0.0654905237238737,0.724346525969164,YDR335W,MSN5,SGDID:S000002743,ORF,Verified ORF,"""Karyopherin; involved in nuclear import and export of proteins ; including import of replication protein A and export of Far1p and transcription factors Swi5p ; Swi6p ; Msn2p ; and Pho4p; required for re-export of mature tRNAs after their retrograde import from the cytoplasm; exportin-5 homolog""",Verified ORF
2403,4,1149030,-0.0930394728214157,0.0649663135766515,0.152994717783989,YDR338C,YDR338C,SGDID:S000002746,ORF,Uncharacterized ORF,"""Putative protein of unknown function; member of the multi-drug and toxin extrusion (MATE) family of the multidrug/oligosaccharidyl-lipid/polysaccharide (MOP) exporter superfamily""",Uncharacterized ORF
2404,4,1150593,-0.0911969865886316,0.0656217896618557,0.165484775167969,YDR339C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2405,4,1154148,-0.0367387240819914,0.141252872583463,0.794944545380629,YDR341C,YDR341C,SGDID:S000002749,Close to 3'-UTR,Close to 3'-UTR,"""Arginyl-tRNA synthetase; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDR341C has a paralog ; MSR1 ; that arose from the whole genome duplication""",Verified ORF
2406,4,1154160,-0.128212832608535,0.132752143859494,0.334802397531035,YDR341C,YDR341C,SGDID:S000002749,Close to 3'-UTR,Close to 3'-UTR,"""Arginyl-tRNA synthetase; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDR341C has a paralog ; MSR1 ; that arose from the whole genome duplication""",Verified ORF
2407,4,1154205,-0.152916578398261,0.129876709598764,0.239829905413183,YDR341C,YDR341C,SGDID:S000002749,Close to 3'-UTR,Close to 3'-UTR,"""Arginyl-tRNA synthetase; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDR341C has a paralog ; MSR1 ; that arose from the whole genome duplication""",Verified ORF
2408,4,1154252,-0.165568179885333,0.129832758304417,0.203062249857033,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2409,4,1154263,-0.144781016820473,0.129903120470265,0.265809816407112,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2410,4,1154297,-0.104441258246421,0.130004519110496,0.422303617763086,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2411,4,1154405,0.248725959947252,0.183952062177854,0.177201340054138,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2412,4,1154411,0.197950084850227,0.187170258215199,0.290963912801653,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2413,4,1154412,0.151378469140781,0.185747940100368,0.415640601634058,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2414,4,1155661,0.0523057216866061,0.169588219468256,0.757938758441433,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2415,4,1155740,-0.0994966307335066,0.136037270601934,0.465024710782333,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2416,4,1156446,-0.0578409210556985,0.0671031634209653,0.389289132915465,YDR342C,HXT7,SGDID:S000002750,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2417,4,1156518,-0.0682054078958314,0.0664250820688679,0.305216781368801,YDR342C,HXT7,SGDID:S000002750,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
