SNP,Chr,Pos,Effect,SE,ERV25_ORM2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2379,4,1105583,0.221551758392124,0.15243095315793,0.1469854703659,YDR319C,YFT2,SGDID:S000002727,ORF,Uncharacterized ORF,"""Protein required for normal ER membrane biosynthesis in response to ER stress; member of the highly conserved FIT family of proteins involved in triglyceride droplet biosynthesis; homologous to human FIT2/FITM2 ; a fatty acyl-CoA diphosphatase; interacts with Sst2p and Hsp82p in high-throughput two-hybrid screens""",Uncharacterized ORF
2380,4,1107094,0.25065140002185,0.151204834637362,0.0982675405477414,YDR320C,SWA2,SGDID:S000002728,ORF,Verified ORF,"""Auxilin-like protein involved in vesicular transport; clathrin-binding protein required for uncoating of clathrin-coated vesicles; required for propagation of [URE3] prion variant""",Verified ORF
2381,4,1108564,0.209626990954647,0.154801870221208,0.176550554540775,YDR320W-B,YDR320W-B,SGDID:S000028821,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene DAD4/YDR320C-A""",Dubious ORF
2382,4,1108600,-0.0649384259230503,0.192512444086372,0.736075663042657,YDR320W-B,YDR320W-B,SGDID:S000028821,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene DAD4/YDR320C-A""",Dubious ORF
2383,4,1112991,0.171651568290893,0.151323888014248,0.25742490355254,YDR323C,PEP7,SGDID:S000002731,ORF,Verified ORF,"""Adaptor protein involved in vesicle-mediated vacuolar protein sorting; multivalent adaptor protein; facilitates vesicle-mediated vacuolar protein sorting by ensuring high-fidelity vesicle docking and fusion ; which are essential for targeting of vesicles to the endosome; required for vacuole inheritance""",Verified ORF
2384,4,1113001,0.188723109189507,0.150941065650539,0.21201454826498,YDR323C,PEP7,SGDID:S000002731,ORF,Verified ORF,"""Adaptor protein involved in vesicle-mediated vacuolar protein sorting; multivalent adaptor protein; facilitates vesicle-mediated vacuolar protein sorting by ensuring high-fidelity vesicle docking and fusion ; which are essential for targeting of vesicles to the endosome; required for vacuole inheritance""",Verified ORF
2385,4,1116044,0.126230958772497,0.15045724631589,0.402047054561712,YDR324C,UTP4,SGDID:S000002732,ORF,Verified ORF,"""Subunit of U3-containing 90S preribosome and SSU processome complexes; involved in production of 18S rRNA and assembly of small ribosomal subunit; member of t-Utp subcomplex involved with transcription of 35S rRNA transcript; Small Subunit processome is also known as SSU processome""",Verified ORF
2386,4,1118719,0.164536488744004,0.151063397935,0.276813854536216,YDR325W,YCG1,SGDID:S000002733,ORF,Verified ORF,"""Subunit of the condensin complex; required for establishment and maintenance of chromosome condensation ; chromosome segregation and chromatin binding by the complex; required for tRNA genes clustering at the nucleolus; required for replication slow zone breakage following Mec1p inactivation; transcription is cell cycle regulated ; peaking in mitosis and declining in G1; protein is constitutively degraded by the proteasome; rate limiting for condensin recruitment to chromatin""",Verified ORF
2387,4,1120112,0.131662105891321,0.151488289341292,0.385369862542551,YDR325W,YCG1,SGDID:S000002733,ORF,Verified ORF,"""Subunit of the condensin complex; required for establishment and maintenance of chromosome condensation ; chromosome segregation and chromatin binding by the complex; required for tRNA genes clustering at the nucleolus; required for replication slow zone breakage following Mec1p inactivation; transcription is cell cycle regulated ; peaking in mitosis and declining in G1; protein is constitutively degraded by the proteasome; rate limiting for condensin recruitment to chromatin""",Verified ORF
2388,4,1123519,0.116594327532031,0.152422350863667,0.444816891953993,YDR326C,YSP2,SGDID:S000002734,ORF,Verified ORF,"""Sterol-binding protein; has a probable role in retrograde transport of sterols from the plasma membrane to the ER; contains two StART-like domains that bind sterols and a GRAM domain; co-localizes to puncta in the cortical ER with Sip3p; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes""",Verified ORF
2389,4,1123610,0.134868301353669,0.150876298468465,0.371984510983358,YDR326C,YSP2,SGDID:S000002734,ORF,Verified ORF,"""Sterol-binding protein; has a probable role in retrograde transport of sterols from the plasma membrane to the ER; contains two StART-like domains that bind sterols and a GRAM domain; co-localizes to puncta in the cortical ER with Sip3p; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes""",Verified ORF
2390,4,1123959,0.122015552519068,0.150907291389022,0.419320662172489,YDR326C,YSP2,SGDID:S000002734,ORF,Verified ORF,"""Sterol-binding protein; has a probable role in retrograde transport of sterols from the plasma membrane to the ER; contains two StART-like domains that bind sterols and a GRAM domain; co-localizes to puncta in the cortical ER with Sip3p; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes""",Verified ORF
2391,4,1126543,0.0066269482971392,0.152227390473402,0.965301098850393,YDR329C,PEX3,SGDID:S000002737,ORF,Verified ORF,"""Peroxisomal membrane protein (PMP); required for proper localization and stability of PMPs; anchors peroxisome retention factor Inp1p at the peroxisomal membrane; interacts with Pex19p""",Verified ORF
2392,4,1127480,0.0115357123016814,0.150392785916393,0.938902561561076,YDR329C,PEX3,SGDID:S000002737,ORF,Verified ORF,"""Peroxisomal membrane protein (PMP); required for proper localization and stability of PMPs; anchors peroxisome retention factor Inp1p at the peroxisomal membrane; interacts with Pex19p""",Verified ORF
2393,4,1130624,0.132216119304739,0.15080750831488,0.3812343995483,YDR331W,GPI8,SGDID:S000002739,ORF,Verified ORF,"""Catalytic subunit of the ER membrane GPI transamidase complex; involved in adding glycosylphosphatidylinositol (GPI) anchors to newly synthesized proteins; luminally-oriented type I integral membrane glycoprotein of the ER; human PIGK protein is a functional homolog""",Verified ORF
2394,4,1133634,0.21423580477475,0.151454792550133,0.158090763944394,YDR333C,RQC1,SGDID:S000002741,ORF,Verified ORF,"""Component of the ribosome quality control complex (RQC); RQC (Rqc1p-Rkr1p-Rqc2p-Cdc48p-Npl4p-Ufd1p) is a ribosome-bound complex required for the degradation of polypeptides arising from stalled translation; required along with Rkr1p for recruitment of the Cdc48p-Npl4p-Ufd1p AAA ATPase complex to the RQC""",Verified ORF
2395,4,1135023,0.178730756932779,0.152743352762297,0.242734950954895,YDR333C,RQC1,SGDID:S000002741,ORF,Verified ORF,"""Component of the ribosome quality control complex (RQC); RQC (Rqc1p-Rkr1p-Rqc2p-Cdc48p-Npl4p-Ufd1p) is a ribosome-bound complex required for the degradation of polypeptides arising from stalled translation; required along with Rkr1p for recruitment of the Cdc48p-Npl4p-Ufd1p AAA ATPase complex to the RQC""",Verified ORF
2396,4,1137173,0.221724972182848,0.150758447649108,0.142254950580813,YDR334W,SWR1,SGDID:S000002742,ORF,Verified ORF,"""Swi2/Snf2-related ATPase; catalytic subunit of SWR1 complex ; which exchanges histone variant H2A.Z (Htz1p) for chromatin-bound histone H2A; N-terminus can deliver H2A.Z-H2B dimer to DNA-(H3-H4)2 tetrasome; relocalizes to cytosol in response to hypoxia; chronological aging factor ; mediates lifespan extension by dietary restriction""",Verified ORF
2397,4,1138274,0.165462635049269,0.150649912976419,0.272810966485909,YDR334W,SWR1,SGDID:S000002742,ORF,Verified ORF,"""Swi2/Snf2-related ATPase; catalytic subunit of SWR1 complex ; which exchanges histone variant H2A.Z (Htz1p) for chromatin-bound histone H2A; N-terminus can deliver H2A.Z-H2B dimer to DNA-(H3-H4)2 tetrasome; relocalizes to cytosol in response to hypoxia; chronological aging factor ; mediates lifespan extension by dietary restriction""",Verified ORF
2398,4,1138987,0.140120334732781,0.151539621671483,0.35578230499972,YDR334W,SWR1,SGDID:S000002742,ORF,Verified ORF,"""Swi2/Snf2-related ATPase; catalytic subunit of SWR1 complex ; which exchanges histone variant H2A.Z (Htz1p) for chromatin-bound histone H2A; N-terminus can deliver H2A.Z-H2B dimer to DNA-(H3-H4)2 tetrasome; relocalizes to cytosol in response to hypoxia; chronological aging factor ; mediates lifespan extension by dietary restriction""",Verified ORF
2399,4,1140165,0.171804236962775,0.150998294522617,0.255980156243213,YDR334W,SWR1,SGDID:S000002742,ORF,Verified ORF,"""Swi2/Snf2-related ATPase; catalytic subunit of SWR1 complex ; which exchanges histone variant H2A.Z (Htz1p) for chromatin-bound histone H2A; N-terminus can deliver H2A.Z-H2B dimer to DNA-(H3-H4)2 tetrasome; relocalizes to cytosol in response to hypoxia; chronological aging factor ; mediates lifespan extension by dietary restriction""",Verified ORF
2400,4,1140684,0.0896711087342365,0.151014677277083,0.553032424506731,YDR335W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2401,4,1141284,0.146931256173753,0.15174414668555,0.333566061502663,YDR335W,MSN5,SGDID:S000002743,ORF,Verified ORF,"""Karyopherin; involved in nuclear import and export of proteins ; including import of replication protein A and export of Far1p and transcription factors Swi5p ; Swi6p ; Msn2p ; and Pho4p; required for re-export of mature tRNAs after their retrograde import from the cytoplasm; exportin-5 homolog""",Verified ORF
2402,4,1144564,0.0618123220631213,0.151281256102173,0.683086801029115,YDR335W,MSN5,SGDID:S000002743,ORF,Verified ORF,"""Karyopherin; involved in nuclear import and export of proteins ; including import of replication protein A and export of Far1p and transcription factors Swi5p ; Swi6p ; Msn2p ; and Pho4p; required for re-export of mature tRNAs after their retrograde import from the cytoplasm; exportin-5 homolog""",Verified ORF
2403,4,1149030,0.17580117035814,0.150223582085524,0.242684420331235,YDR338C,YDR338C,SGDID:S000002746,ORF,Uncharacterized ORF,"""Putative protein of unknown function; member of the multi-drug and toxin extrusion (MATE) family of the multidrug/oligosaccharidyl-lipid/polysaccharide (MOP) exporter superfamily""",Uncharacterized ORF
2404,4,1150593,0.0741943134709816,0.15195641096727,0.625668487288056,YDR339C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2405,4,1154148,0.27443440047114,0.326013929867117,0.400476908692918,YDR341C,YDR341C,SGDID:S000002749,Close to 3'-UTR,Close to 3'-UTR,"""Arginyl-tRNA synthetase; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDR341C has a paralog ; MSR1 ; that arose from the whole genome duplication""",Verified ORF
2406,4,1154160,0.395413523789243,0.306354969968471,0.197651110243901,YDR341C,YDR341C,SGDID:S000002749,Close to 3'-UTR,Close to 3'-UTR,"""Arginyl-tRNA synthetase; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDR341C has a paralog ; MSR1 ; that arose from the whole genome duplication""",Verified ORF
2407,4,1154205,0.440066315212119,0.2997042177348,0.142903634989177,YDR341C,YDR341C,SGDID:S000002749,Close to 3'-UTR,Close to 3'-UTR,"""Arginyl-tRNA synthetase; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDR341C has a paralog ; MSR1 ; that arose from the whole genome duplication""",Verified ORF
2408,4,1154252,0.416809458600868,0.299798385680293,0.165313998481215,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2409,4,1154263,0.454235846120877,0.299644323419055,0.13043534277585,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2410,4,1154297,0.316511644077416,0.300126780515876,0.292332710102119,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2411,4,1154405,-0.469625808048345,0.425314711565939,0.270265311623367,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2412,4,1154411,-0.485418160067107,0.432297060351864,0.26225115421481,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2413,4,1154412,-0.453177942346889,0.428823903939607,0.29132891815067,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2414,4,1155661,0.0074456556966797,0.391820078776455,0.9848496544304,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2415,4,1155740,0.280777360604372,0.314143867860255,0.372045404275155,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
