SNP,Chr,Pos,Effect,SE,SNA4_VAC8_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3711,6,101424,-0.135425059257004,0.125839464931974,0.282584756212134,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3712,6,101439,-0.133968750418789,0.12648616547217,0.290252325347011,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3713,6,101478,-0.150770545803234,0.126432579960803,0.233867176428667,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3714,6,101479,-0.286669853673697,0.223488840168597,0.20043767496795,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3715,6,104558,0.296945294674747,0.229501679953347,0.196556302332361,ARS603.1,ARS603.1,SGDID:S000178095,Other features,Replication,"""Very weak autonomously replicating sequence""",ARS
3716,6,104573,0.353527182798182,0.585340999121562,0.546252909441541,ARS603.1,ARS603.1,SGDID:S000178095,Other features,Replication,"""Very weak autonomously replicating sequence""",ARS
3717,6,106653,0.0925669322405515,0.125949401342901,0.462855887180072,YFL015W-A,YFL015W-A,SGDID:S000028765,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORF YFL015C""",Dubious ORF
3718,6,107478,-0.008236575485532,0.125246504354805,0.947603807889199,YFL014W,HSP12,SGDID:S000001880,ORF,Verified ORF,"""Plasma membrane protein involved in maintaining membrane organization; involved in maintaining organization during stress conditions; induced by heat shock ; oxidative stress ; osmostress ; stationary phase ; glucose depletion ; oleate and alcohol; protein abundance increased in response to DNA replication stress and dietary restriction; regulated by the HOG and Ras-Pka pathways; required for dietary restriction-induced lifespan extension""",Verified ORF
3719,6,107527,-0.0272230783782986,0.125143848021375,0.827917668919099,YFL014W,HSP12,SGDID:S000001880,ORF,Verified ORF,"""Plasma membrane protein involved in maintaining membrane organization; involved in maintaining organization during stress conditions; induced by heat shock ; oxidative stress ; osmostress ; stationary phase ; glucose depletion ; oleate and alcohol; protein abundance increased in response to DNA replication stress and dietary restriction; regulated by the HOG and Ras-Pka pathways; required for dietary restriction-induced lifespan extension""",Verified ORF
3720,6,111439,-0.0330118100444068,0.134998751707168,0.806959204053704,YFL012W,YFL012W,SGDID:S000001882,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; transcribed during sporulation; null mutant exhibits increased resistance to rapamycin""",Uncharacterized ORF
3721,6,111476,-0.0564676086812854,0.159860328003374,0.724126184333767,YFL012W,YFL012W,SGDID:S000001882,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; transcribed during sporulation; null mutant exhibits increased resistance to rapamycin""",Uncharacterized ORF
3722,6,111711,-0.0734691263109827,0.125611770283217,0.558995027988122,YFL012W,YFL012W,SGDID:S000001882,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; transcribed during sporulation; null mutant exhibits increased resistance to rapamycin""",Uncharacterized ORF
3723,6,114692,-0.0055893542340776,0.125018602999677,0.964365192989723,YFL011W,HXT10,SGDID:S000001883,Close to 3'-UTR,Close to 3'-UTR,"""Hexose transporter; expressed at low levels and expression is repressed by glucose""",Verified ORF
3724,6,114714,-0.007235823791281,0.125018363757261,0.953878485912686,YFL011W,HXT10,SGDID:S000001883,Close to 3'-UTR,Close to 3'-UTR,"""Hexose transporter; expressed at low levels and expression is repressed by glucose""",Verified ORF
3725,6,115037,-0.0020293898779534,0.126371199466557,0.987196427916667,YFL010W-A,AUA1,SGDID:S000001955,ORF,Verified ORF,"""Protein required for the negative regulation by ammonia of Gap1p; Gap1p is a general amino acid permease""",Verified ORF
3726,6,116654,-0.0104906746290153,0.124858334541374,0.933087665231986,YFL009W,CDC4,SGDID:S000001885,ORF,Verified ORF,"""F-box protein required for both the G1/S and G2/M phase transitions; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCFCdc4 complex; SCFCdc4 acts as a ubiquitin-protein ligase directing ubiquitination of cyclin-dependent kinase (CDK) phosphorylated substrates ; such as: Sic1p ; Far1p ; Cdc6p ; Clb6p ; and Cln3p""",Verified ORF
3727,6,118753,-0.0877010643090984,0.141769244037695,0.536566739339159,ARS603.5,ARS603.5,SGDID:S000007645,Other features,Replication,"""Autonomously replicating sequence on Chromosome VI; activated early in S phase in ~50% of cell cycles""",ARS
3728,6,119386,0.0441288167069646,0.125821254429922,0.726002937272001,YFL008W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3729,6,123079,0.0479667681326789,0.126083571153437,0.703850385887719,YFL008W,SMC1,SGDID:S000001886,ORF,Verified ORF,"""Subunit of the multiprotein cohesin complex; essential protein involved in chromosome segregation and in double-strand DNA break repair; SMC chromosomal ATPase family member ; binds DNA with a preference for DNA with secondary structure""",Verified ORF
3730,6,146131,-0.0211993993297198,0.12666043008643,0.867173258240705,YFL002C,SPB4,SGDID:S000001894,ORF,Verified ORF,"""Putative ATP-dependent RNA helicase; nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients""",Verified ORF
3731,6,151731,-0.0113273262224172,0.125428581365418,0.928092910565712,YFR002W,NIC96,SGDID:S000001898,ORF,Verified ORF,"""Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC nuclear basket; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p ; Nup57p ; and Nup49p)""",Verified ORF
3732,6,155985,-0.0359578872048582,0.134615852431319,0.789536752130831,YFR006W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3733,6,157270,-0.0528903703675146,0.12502079415567,0.672514503223212,YFR006W,YFR006W,SGDID:S000001902,ORF,Uncharacterized ORF,"""Putative X-Pro aminopeptidase; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YFR006W is not an essential gene""",Uncharacterized ORF
3734,6,158136,-0.105177973276578,0.127097381142892,0.408491002555765,tF(GAA)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3735,6,158910,-0.120395684491444,0.124663588529527,0.33482313209409,YFR007W,YFH7,SGDID:S000001903,Close to 3'-UTR,Close to 3'-UTR,"""Putative kinase with similarity to the PRK/URK/PANK kinase subfamily; the PRK/URK/PANK subfamily of P-loop kinases is also known as phosphoribulokinase/uridine kinase/bacterial pantothenate kinase""",Verified ORF
3736,6,162526,-0.171259809833931,0.12510337153807,0.171886465933472,YFR009W,GCN20,SGDID:S000001905,ORF,Verified ORF,"""Positive regulator of the Gcn2p kinase activity; important for disaggregation of ordered and disordered protein aggregates; forms a complex with Gcn1p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",Verified ORF
3737,6,163117,-0.136969650157458,0.125420898436145,0.275542730566667,YFR009W,GCN20,SGDID:S000001905,ORF,Verified ORF,"""Positive regulator of the Gcn2p kinase activity; important for disaggregation of ordered and disordered protein aggregates; forms a complex with Gcn1p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",Verified ORF
3738,6,163321,-0.156300918576288,0.124623489006008,0.210604609472456,YFR009W,GCN20,SGDID:S000001905,ORF,Verified ORF,"""Positive regulator of the Gcn2p kinase activity; important for disaggregation of ordered and disordered protein aggregates; forms a complex with Gcn1p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",Verified ORF
3739,6,163435,-0.131784691907689,0.125286629671759,0.293580741394537,YFR009W,GCN20,SGDID:S000001905,ORF,Verified ORF,"""Positive regulator of the Gcn2p kinase activity; important for disaggregation of ordered and disordered protein aggregates; forms a complex with Gcn1p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",Verified ORF
3740,6,164820,-0.244875354789141,0.24911963828619,0.326298934862301,YFR010W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3741,6,166074,-0.179671061981104,0.12543999949443,0.152935245272264,YFR010W,UBP6,SGDID:S000001906,ORF,Verified ORF,"""Ubiquitin-specific protease; situated in the base subcomplex of the 26S proteasome ; releases free ubiquitin from branched polyubiquitin chains en bloc ; rather than from the distal tip of the chain; negatively regulates degradation of ubiquitinated proteins by the proteasome; works in opposition to Hul5p polyubiquitin elongation activity; mutant has aneuploidy tolerance; human homolog UBP14 complements yeast null mutant""",Verified ORF
3742,6,166669,-0.235880068562195,0.130561682431428,0.0716673404555855,YFR010W,UBP6,SGDID:S000001906,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin-specific protease; situated in the base subcomplex of the 26S proteasome ; releases free ubiquitin from branched polyubiquitin chains en bloc ; rather than from the distal tip of the chain; negatively regulates degradation of ubiquitinated proteins by the proteasome; works in opposition to Hul5p polyubiquitin elongation activity; mutant has aneuploidy tolerance; human homolog UBP14 complements yeast null mutant""",Verified ORF
3743,6,167198,-0.233438938823326,0.124789136017659,0.0622184522062427,YFR011C,MIC19,SGDID:S000001907,ORF,Verified ORF,"""Component of the MICOS complex; MICOS (formerly MINOS or MitOS) is a mitochondrial inner membrane complex that extends into the intermembrane space and has a role in the maintenance of crista junctions ; inner membrane architecture ; and formation of contact sites to the outer membrane; Mic19p is peripheral to the inner membrane and may connect Mic60p with the Mic10p-Mic12p-Mic27p subcomplex; both yeast and human Mic19p become oxidized ; and oxidation may regulate MICOS""",Verified ORF
3744,6,167434,-0.231679342563393,0.130878962552782,0.0775602392595454,tY(GUA)F1_NFR/NDR,,,Promoter,Promoter,,Promoter
3745,6,167610,-0.275907674855607,0.144183712860518,0.0564818518704478,ARS606,ARS606,SGDID:S000007638,Other features,Replication,"""Highly-efficient autonomously replicating sequence on Chromosome VI; activated early in S phase in ~74% of cell cycles; replication capacity dependent upon Sum1p""",ARS
3746,6,167690,-0.285955194786878,0.139215901993536,0.0407077290599059,ARS606,ARS606,SGDID:S000007638,Other features,Replication,"""Highly-efficient autonomously replicating sequence on Chromosome VI; activated early in S phase in ~74% of cell cycles; replication capacity dependent upon Sum1p""",ARS
3747,6,167705,-0.269462726264054,0.144323287033504,0.0627195002940172,ARS606,ARS606,SGDID:S000007638,Other features,Replication,"""Highly-efficient autonomously replicating sequence on Chromosome VI; activated early in S phase in ~74% of cell cycles; replication capacity dependent upon Sum1p""",ARS
3748,6,167855,-0.0355879560206187,0.249453153660732,0.886637034758123,YFR012W_NFR/NDR,,,Promoter,Promoter,,Promoter
3749,6,167939,-0.2688160167175,0.12843148029661,0.0370563198937309,YFR012W,DCV1,SGDID:S000001908,ORF,Verified ORF,"""Protein of unknown function; deletion mutant shows strong genetic interaction with cdc28-as1 mutant in the presence of 1-NM-PP1; DCV1 has a paralog ; YOL019W ; that arose from the whole genome duplication""",Verified ORF
3750,6,168223,-0.226562254189528,0.125155157831801,0.0711070639557954,YFR012W,DCV1,SGDID:S000001908,ORF,Verified ORF,"""Protein of unknown function; deletion mutant shows strong genetic interaction with cdc28-as1 mutant in the presence of 1-NM-PP1; DCV1 has a paralog ; YOL019W ; that arose from the whole genome duplication""",Verified ORF
3751,6,168335,0.218654077946258,0.278349491156886,0.43266517892063,YFR012W,DCV1,SGDID:S000001908,ORF,Verified ORF,"""Protein of unknown function; deletion mutant shows strong genetic interaction with cdc28-as1 mutant in the presence of 1-NM-PP1; DCV1 has a paralog ; YOL019W ; that arose from the whole genome duplication""",Verified ORF
3752,6,168360,0.191533263295184,0.161586377460126,0.236684122018703,YFR012W,DCV1,SGDID:S000001908,ORF,Verified ORF,"""Protein of unknown function; deletion mutant shows strong genetic interaction with cdc28-as1 mutant in the presence of 1-NM-PP1; DCV1 has a paralog ; YOL019W ; that arose from the whole genome duplication""",Verified ORF
3753,6,168572,-0.200285941684585,0.124722225708378,0.109199697617572,YFR012W,DCV1,SGDID:S000001908,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; deletion mutant shows strong genetic interaction with cdc28-as1 mutant in the presence of 1-NM-PP1; DCV1 has a paralog ; YOL019W ; that arose from the whole genome duplication""",Verified ORF
3754,6,173904,-0.383246124657062,0.124751255833627,0.0022908146851162,YFR014C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3755,6,175273,-0.345502423843443,0.123853876127942,0.0055637197949046,YFR015C,GSY1,SGDID:S000001911,ORF,Verified ORF,"""Glycogen synthase; expression induced by glucose limitation ; nitrogen starvation ; environmental stress ; and entry into stationary phase; GSY1 has a paralog ; GSY2 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress""",Verified ORF
3756,6,178778,-0.319933500302294,0.124210539066927,0.0104088504313743,YFR016C,AIP5,SGDID:S000001912,ORF,Verified ORF,"""Protein that positively regulates actin assembly; forms a homodimer and interacts with G-actin; localization to the bud neck and bud tip requires Spa2p; YFR016C is not an essential gene""",Verified ORF
3757,6,179311,-0.397982807315516,0.137234219146793,0.0039649706311718,YFR016C,AIP5,SGDID:S000001912,ORF,Verified ORF,"""Protein that positively regulates actin assembly; forms a homodimer and interacts with G-actin; localization to the bud neck and bud tip requires Spa2p; YFR016C is not an essential gene""",Verified ORF
3758,6,179345,0.305831870455496,0.242564346026423,0.208203586621998,YFR016C,AIP5,SGDID:S000001912,ORF,Verified ORF,"""Protein that positively regulates actin assembly; forms a homodimer and interacts with G-actin; localization to the bud neck and bud tip requires Spa2p; YFR016C is not an essential gene""",Verified ORF
