SNP,Chr,Pos,Effect,SE,ERV25_RBD2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2168,4,864546,0.0239207355343054,0.143056510470659,0.867299151805003,YDR206W,EBS1,SGDID:S000002614,ORF,Verified ORF,"""Protein involved in translation inhibition and nonsense-mediated decay; interacts with cap binding protein Cdc33p and with Nam7p; localizes to P-bodies upon glucose starvation; mRNA abundance regulated by mRNA decay factors; EBS1 has a paralog ; EST1 ; that arose from the whole genome duplication""",Verified ORF
2169,4,864960,0.217885548621815,0.373850508182191,0.560390197657203,YDR206W,EBS1,SGDID:S000002614,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in translation inhibition and nonsense-mediated decay; interacts with cap binding protein Cdc33p and with Nam7p; localizes to P-bodies upon glucose starvation; mRNA abundance regulated by mRNA decay factors; EBS1 has a paralog ; EST1 ; that arose from the whole genome duplication""",Verified ORF
2170,4,864990,-0.219906922620234,0.301154492625796,0.465744321085855,YDR206W,EBS1,SGDID:S000002614,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in translation inhibition and nonsense-mediated decay; interacts with cap binding protein Cdc33p and with Nam7p; localizes to P-bodies upon glucose starvation; mRNA abundance regulated by mRNA decay factors; EBS1 has a paralog ; EST1 ; that arose from the whole genome duplication""",Verified ORF
2171,4,865297,0.009015075125856,0.14329726190703,0.949872420971492,YDR207C,UME6,SGDID:S000002615,ORF,Verified ORF,"""Rpd3L histone deacetylase complex subunit; key transcriptional regulator of early meiotic genes; involved in chromatin remodeling and transcriptional repression via DNA looping; binds URS1 upstream regulatory sequence ; represses transcription by recruiting conserved histone deacetylase Rpd3p (through co-repressor Sin3p) and chromatin-remodeling factor Isw2p; couples metabolic responses to nutritional cues with initiation and progression of meiosis""",Verified ORF
2172,4,866929,0.0567748896073141,0.141936842737335,0.689397664020413,YDR207C,UME6,SGDID:S000002615,ORF,Verified ORF,"""Rpd3L histone deacetylase complex subunit; key transcriptional regulator of early meiotic genes; involved in chromatin remodeling and transcriptional repression via DNA looping; binds URS1 upstream regulatory sequence ; represses transcription by recruiting conserved histone deacetylase Rpd3p (through co-repressor Sin3p) and chromatin-remodeling factor Isw2p; couples metabolic responses to nutritional cues with initiation and progression of meiosis""",Verified ORF
2173,4,867989,-0.0374805801326368,0.142870073687813,0.793212110515432,YDR208W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2174,4,870200,0.0117805104248659,0.142373764080633,0.934102355759179,YDR208W,MSS4,SGDID:S000002616,ORF,Verified ORF,"""Phosphatidylinositol-4-phosphate 5-kinase; involved in actin cytoskeleton organization and cell morphogenesis; multicopy suppressor of stt4 mutation""",Verified ORF
2175,4,870855,0.0171451402522018,0.144843610441994,0.905841811119273,YDR210W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2176,4,871120,0.0272303963716564,0.142828169164941,0.848908281921976,YDR209C,YDR209C,SGDID:S000002617,ORF,Uncharacterized ORF,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YDR209C is not an essential gene; partially overlaps uncharacterized gene YDR210W""",Uncharacterized ORF
2177,4,871373,0.0289993277304779,0.145863279267351,0.842524493546805,YDR209C,YDR209C,SGDID:S000002617,ORF,Uncharacterized ORF,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YDR209C is not an essential gene; partially overlaps uncharacterized gene YDR210W""",Uncharacterized ORF
2178,4,871622,-0.412800706291717,0.39230094270609,0.293402242314293,YDR209C_NFR/NDR,,,Promoter,Promoter,,Promoter
2179,4,871818,0.126995431099287,0.941091031764716,0.892732353592977,YDR209C,YDR209C,SGDID:S000002617,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YDR209C is not an essential gene; partially overlaps uncharacterized gene YDR210W""",Uncharacterized ORF
2180,4,877779,-0.706885939406747,0.642299657873447,0.271840402218643,YDRWTy2-2,YDRWTy2-2,SGDID:S000006884,Other features,LTR retrotransposon,"""Ty2 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats""",LTR_retrotransposon
2181,4,877783,-0.349320382192665,0.389527957829645,0.370448176536053,YDRWdelta14_NFR/NDR,,,Promoter,Promoter,,Promoter
2182,4,877784,-0.0890485390295588,0.35455925809544,0.801842133541464,YDRWdelta14_NFR/NDR,,,Promoter,Promoter,,Promoter
2183,4,877793,0.0283230048407805,0.281650941565745,0.919956315292344,YDR210W-B,YDR210W-B,SGDID:S000007393,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
2184,4,878026,-0.0163229947715617,0.281591738238951,0.953807808097652,YDR210W-B,YDR210W-B,SGDID:S000007393,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
2185,4,878087,0.14041864645271,0.283730912739302,0.620978056568312,YDR210W-B,YDR210W-B,SGDID:S000007393,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
2186,4,878249,-0.0008502157862965,0.150836077732978,0.995505782201306,YDR210W-B,YDR210W-B,SGDID:S000007393,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
2187,4,884220,0.405522746463405,0.810137769480833,0.616992596210857,YDRCTy1-2,YDRCTy1-2,SGDID:S000006860,Other features,LTR,"""Ty1 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats""",reverse complement
2188,4,884423,0.0506177114178026,0.150131824050413,0.736200349841151,YDR211W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2189,4,884500,0.0266077565622874,0.144174037788948,0.85368560252052,YDR211W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2190,4,884706,0.0095262533056433,0.143096064717361,0.94695977963191,YDR211W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2191,4,886952,-0.0846508835745463,0.166018852237225,0.610449145166758,YDR212W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2192,4,887046,0.0279463652907411,0.146749254813258,0.849076830028213,YDR212W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2193,4,888476,-0.0299690677998593,0.143845771080949,0.83508235676436,YDR212W,TCP1,SGDID:S000002620,ORF,Verified ORF,"""Alpha subunit of chaperonin-containing T-complex; complex mediates protein folding in the cytosol; involved in actin cytoskeleton maintenance; overexpression in neurons suppresses formation of pathogenic conformations of huntingtin protein""",Verified ORF
2194,4,889739,-0.0171825885155957,0.144032364292477,0.90510814436714,YDR212W,TCP1,SGDID:S000002620,Close to 3'-UTR,Close to 3'-UTR,"""Alpha subunit of chaperonin-containing T-complex; complex mediates protein folding in the cytosol; involved in actin cytoskeleton maintenance; overexpression in neurons suppresses formation of pathogenic conformations of huntingtin protein""",Verified ORF
2195,4,889957,-0.0443913969006058,0.141999219648427,0.754756114573618,YDR213W,UPC2,SGDID:S000002621,ORF,Verified ORF,"""Sterol regulatory element binding protein; induces sterol biosynthetic genes ; upon sterol depletion; acts as a sterol sensor ; binding ergosterol in sterol rich conditions; relocates from intracellular membranes to perinuclear foci upon sterol depletion; redundant activator of filamentation with ECM22 ; up-regulating the expression of filamentous growth genes; contains a Zn[2]-Cys[6] binuclear cluster; UPC2 has a paralog ; ECM22 ; that arose from the whole genome duplication""",Verified ORF
2196,4,891344,-0.0181366914802077,0.142528660949398,0.898815434858958,YDR213W,UPC2,SGDID:S000002621,ORF,Verified ORF,"""Sterol regulatory element binding protein; induces sterol biosynthetic genes ; upon sterol depletion; acts as a sterol sensor ; binding ergosterol in sterol rich conditions; relocates from intracellular membranes to perinuclear foci upon sterol depletion; redundant activator of filamentation with ECM22 ; up-regulating the expression of filamentous growth genes; contains a Zn[2]-Cys[6] binuclear cluster; UPC2 has a paralog ; ECM22 ; that arose from the whole genome duplication""",Verified ORF
2197,4,891466,-0.0387908086612608,0.142675446601795,0.785872110845586,YDR213W,UPC2,SGDID:S000002621,ORF,Verified ORF,"""Sterol regulatory element binding protein; induces sterol biosynthetic genes ; upon sterol depletion; acts as a sterol sensor ; binding ergosterol in sterol rich conditions; relocates from intracellular membranes to perinuclear foci upon sterol depletion; redundant activator of filamentation with ECM22 ; up-regulating the expression of filamentous growth genes; contains a Zn[2]-Cys[6] binuclear cluster; UPC2 has a paralog ; ECM22 ; that arose from the whole genome duplication""",Verified ORF
2198,4,892444,-0.0667185975392217,0.142471636306444,0.639863453735519,YDR213W,UPC2,SGDID:S000002621,ORF,Verified ORF,"""Sterol regulatory element binding protein; induces sterol biosynthetic genes ; upon sterol depletion; acts as a sterol sensor ; binding ergosterol in sterol rich conditions; relocates from intracellular membranes to perinuclear foci upon sterol depletion; redundant activator of filamentation with ECM22 ; up-regulating the expression of filamentous growth genes; contains a Zn[2]-Cys[6] binuclear cluster; UPC2 has a paralog ; ECM22 ; that arose from the whole genome duplication""",Verified ORF
2199,4,892532,-0.0549729621703641,0.281551360690464,0.845309407193326,YDR214W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2200,4,894785,-0.0817327290175587,0.145238261892268,0.573962831543834,YDR214W,AHA1,SGDID:S000002622,Close to 3'-UTR,Close to 3'-UTR,"""Co-chaperone that binds Hsp82p and activates its ATPase activity; plays a role in determining prion variants; similar to Hch1p; expression is regulated by stresses such as heat shock; protein abundance increases in response to DNA replication stress""",Verified ORF
2201,4,896181,-0.109351587902614,0.143321096547342,0.445982991409617,YDR216W,ADR1,SGDID:S000002624,ORF,Verified ORF,"""Carbon source-responsive zinc-finger transcription factor; required for transcription of the glucose-repressed gene ADH2 ; of peroxisomal protein genes ; and of genes required for ethanol ; glycerol ; and fatty acid utilization""",Verified ORF
2202,4,896785,-0.0707599911924423,0.142988249796604,0.621002732896423,YDR216W,ADR1,SGDID:S000002624,ORF,Verified ORF,"""Carbon source-responsive zinc-finger transcription factor; required for transcription of the glucose-repressed gene ADH2 ; of peroxisomal protein genes ; and of genes required for ethanol ; glycerol ; and fatty acid utilization""",Verified ORF
2203,4,903873,-0.0508789830772948,0.143912886413514,0.723894584180013,YDR218C,SPR28,SGDID:S000002626,ORF,Verified ORF,"""Sporulation-specific homolog of the CDC3/10/11/12 family of genes; meiotic septin expressed at high levels during meiotic divisions and ascospore formation; the yeast CDC3/10/11/12 family is a family of bud neck microfilament genes""",Verified ORF
2204,4,905250,-0.0095245418952852,0.151121344993148,0.949781641102253,YDR218C_NFR/NDR,,,Promoter,Promoter,,Promoter
2205,4,906490,-0.0440877651762124,0.143975942688211,0.759620565898028,YDR219C,MFB1,SGDID:S000002627,ORF,Verified ORF,"""Mitochondria-associated F-box protein; involved in maintenance of normal mitochondrial morphology; interacts with Skp1p through the F-box motif; preferentially localizes to the mother cell during budding""",Verified ORF
2206,4,908655,-0.0196713463298074,0.143245338519174,0.890851208805684,YDR221W,GTB1,SGDID:S000002629,ORF,Verified ORF,"""Glucosidase II beta subunit ; forms a complex with alpha subunit Rot2p; involved in removal of two glucose residues from N-linked glycans during glycoprotein biogenesis in the ER; relocalizes from ER to cytoplasm upon DNA replication stress""",Verified ORF
2207,4,909027,-0.0873326004832445,0.142839579811871,0.541326100137083,YDR221W,GTB1,SGDID:S000002629,ORF,Verified ORF,"""Glucosidase II beta subunit ; forms a complex with alpha subunit Rot2p; involved in removal of two glucose residues from N-linked glycans during glycoprotein biogenesis in the ER; relocalizes from ER to cytoplasm upon DNA replication stress""",Verified ORF
2208,4,909524,-0.0582242725779264,0.142954462229791,0.684040081004798,YDR222W_NFR/NDR,,,Promoter,Promoter,,Promoter
2209,4,910018,-0.0446889326447305,0.142606185458179,0.75418235046053,YDR222W_NFR/NDR,,,Promoter,Promoter,,Promoter
2210,4,911454,-0.183566105414547,0.147792978053283,0.215043071161325,YDR223W_NFR/NDR,,,Promoter,Promoter,,Promoter
2211,4,911766,-0.0913957749674115,0.14223717635614,0.520927414820372,YDR222W,YDR222W,SGDID:S000002630,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; YDR222W has a paralog ; YLR225C ; that arose from the whole genome duplication""",Uncharacterized ORF
