SNP,Chr,Pos,Effect,SE,ALO1_UIP4_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2992,5,156437,-0.057901733382697,0.0600421107555552,0.335529609646168,YER001W,MNN1,SGDID:S000000803,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-1,3-mannosyltransferase; integral membrane glycoprotein of the Golgi complex ; required for addition of alpha1,3-mannose linkages to N-linked and O-linked oligosaccharides ; one of five S. cerevisiae proteins of the MNN1 family""",Verified ORF
2993,5,157488,-0.0764910942741435,0.0610932671999403,0.211384940461628,YER002W,NOP16,SGDID:S000000804,ORF,Verified ORF,"""Constituent of 66S pre-ribosomal particles; involved in 60S ribosomal subunit biogenesis""",Verified ORF
2994,5,157592,-0.0909546966409458,0.105725103605938,0.390210776239461,YER002W,NOP16,SGDID:S000000804,Close to 3'-UTR,Close to 3'-UTR,"""Constituent of 66S pre-ribosomal particles; involved in 60S ribosomal subunit biogenesis""",Verified ORF
2995,5,159027,-0.0762334153607012,0.0730404582968392,0.297331531161259,YER003C,PMI40,SGDID:S000000805,Close to 3'-UTR,Close to 3'-UTR,"""Mannose-6-phosphate isomerase; catalyzes the interconversion of fructose-6-P and mannose-6-P; required for early steps in protein mannosylation""",Verified ORF
2996,5,161956,-0.0368003880231549,0.0567441844816022,0.517062930864333,YER005W,YND1,SGDID:S000000807,ORF,Verified ORF,"""Apyrase with wide substrate specificity; helps prevent inhibition of glycosylation by hydrolyzing nucleoside tri- and diphosphates that inhibit glycotransferases; partially redundant with Gda1p; mediates adenovirus E4orf4-induced toxicity""",Verified ORF
2997,5,162464,-0.0201623057334784,0.0569011600938466,0.723296341567283,YER006W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2998,5,164144,-0.0418820454642619,0.0566313180602051,0.460060812761065,YER006W,NUG1,SGDID:S000000808,ORF,Verified ORF,"""GTPase that associates with nuclear 60S pre-ribosomes; required for export of 60S ribosomal subunits from the nucleus""",Verified ORF
2999,5,165491,-0.0713540904595145,0.0570481599396631,0.211847022713603,YER007W,PAC2,SGDID:S000000809,ORF,Verified ORF,"""Microtubule effector required for tubulin heterodimer formation; binds alpha-tubulin ; required for normal microtubule function ; null mutant exhibits cold-sensitive microtubules and sensitivity to benomyl""",Verified ORF
3000,5,166030,-0.0541686122565292,0.0571226798934282,0.343632826780567,YER007W,PAC2,SGDID:S000000809,ORF,Verified ORF,"""Microtubule effector required for tubulin heterodimer formation; binds alpha-tubulin ; required for normal microtubule function ; null mutant exhibits cold-sensitive microtubules and sensitivity to benomyl""",Verified ORF
3001,5,167327,-0.0560964747699755,0.057654022970444,0.331227217283575,YER007C-A,TMA20,SGDID:S000002957,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function that associates with ribosomes; has a putative RNA binding domain; interacts with Tma22p; null mutant exhibits translation defects; has homology to human oncogene MCT-1; protein abundance increases in response to DNA replication stress""",Verified ORF
3002,5,168930,-0.0505631122440915,0.0573086766842877,0.378218140883549,YER008C,SEC3,SGDID:S000000810,ORF,Verified ORF,"""Subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to sites of exocytosis prior to SNARE-mediated fusion; PtdIns[4,5]P2-binding protein that localizes to exocytic sites in a Rho1p-dependent ; actin-independent manner ; targeting and anchoring the exocyst to the plasma membrane with Exo70p; direct GTP Rho1p effector; required for ER inheritance; relocalizes away from bud neck upon DNA replication stress""",Verified ORF
3003,5,169215,-0.0611571621259426,0.0570361189478096,0.2843388086025,YER008C,SEC3,SGDID:S000000810,ORF,Verified ORF,"""Subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to sites of exocytosis prior to SNARE-mediated fusion; PtdIns[4,5]P2-binding protein that localizes to exocytic sites in a Rho1p-dependent ; actin-independent manner ; targeting and anchoring the exocyst to the plasma membrane with Exo70p; direct GTP Rho1p effector; required for ER inheritance; relocalizes away from bud neck upon DNA replication stress""",Verified ORF
3004,5,169431,-0.0649167539862756,0.0571915133371518,0.257113310780045,YER008C,SEC3,SGDID:S000000810,ORF,Verified ORF,"""Subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to sites of exocytosis prior to SNARE-mediated fusion; PtdIns[4,5]P2-binding protein that localizes to exocytic sites in a Rho1p-dependent ; actin-independent manner ; targeting and anchoring the exocyst to the plasma membrane with Exo70p; direct GTP Rho1p effector; required for ER inheritance; relocalizes away from bud neck upon DNA replication stress""",Verified ORF
3005,5,169452,-0.0555684860678732,0.0577610284647749,0.336687461936767,YER008C,SEC3,SGDID:S000000810,ORF,Verified ORF,"""Subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to sites of exocytosis prior to SNARE-mediated fusion; PtdIns[4,5]P2-binding protein that localizes to exocytic sites in a Rho1p-dependent ; actin-independent manner ; targeting and anchoring the exocyst to the plasma membrane with Exo70p; direct GTP Rho1p effector; required for ER inheritance; relocalizes away from bud neck upon DNA replication stress""",Verified ORF
3006,5,170676,-0.0488617069183672,0.0570697027053289,0.392481261883052,YER008C,SEC3,SGDID:S000000810,ORF,Verified ORF,"""Subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to sites of exocytosis prior to SNARE-mediated fusion; PtdIns[4,5]P2-binding protein that localizes to exocytic sites in a Rho1p-dependent ; actin-independent manner ; targeting and anchoring the exocyst to the plasma membrane with Exo70p; direct GTP Rho1p effector; required for ER inheritance; relocalizes away from bud neck upon DNA replication stress""",Verified ORF
3007,5,171267,-0.0577918449764372,0.0565380794426617,0.307397792789515,YER008C,SEC3,SGDID:S000000810,ORF,Verified ORF,"""Subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to sites of exocytosis prior to SNARE-mediated fusion; PtdIns[4,5]P2-binding protein that localizes to exocytic sites in a Rho1p-dependent ; actin-independent manner ; targeting and anchoring the exocyst to the plasma membrane with Exo70p; direct GTP Rho1p effector; required for ER inheritance; relocalizes away from bud neck upon DNA replication stress""",Verified ORF
3008,5,171463,-0.05273980904534,0.0564793823671029,0.351051183189726,YER008C,SEC3,SGDID:S000000810,ORF,Verified ORF,"""Subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to sites of exocytosis prior to SNARE-mediated fusion; PtdIns[4,5]P2-binding protein that localizes to exocytic sites in a Rho1p-dependent ; actin-independent manner ; targeting and anchoring the exocyst to the plasma membrane with Exo70p; direct GTP Rho1p effector; required for ER inheritance; relocalizes away from bud neck upon DNA replication stress""",Verified ORF
3009,5,172056,-0.0623008417861467,0.056451791357996,0.270513484236942,YER009W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3010,5,172075,-0.0479252261205075,0.0566391995071812,0.398042609438145,YER008C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3011,5,173259,-0.0636350549964108,0.0566014936555822,0.26166471917854,YER010C,YER010C,SGDID:S000000812,ORF,Verified ORF,"""Bifunctional HMG aldolase/oxaloacetate decarboxylase; requires divalent metal ions for activity; competitively inhibited by oxalate; forms a ring-shaped homotrimer; similar to members of the prokaryotic RraA family of class II (divalent metal ion dependent) pyruvate aldolases from the meta cleavage pathways of protocatechuate and gallate""",Verified ORF
3012,5,173927,-0.0674595055202302,0.0564349932092773,0.232753166031859,YER010C,YER010C,SGDID:S000000812,Close to 3'-UTR,Close to 3'-UTR,"""Bifunctional HMG aldolase/oxaloacetate decarboxylase; requires divalent metal ions for activity; competitively inhibited by oxalate; forms a ring-shaped homotrimer; similar to members of the prokaryotic RraA family of class II (divalent metal ion dependent) pyruvate aldolases from the meta cleavage pathways of protocatechuate and gallate""",Verified ORF
3013,5,174122,-0.0662094727612869,0.0559936773394399,0.237824812794826,YER010C,YER010C,SGDID:S000000812,Close to 3'-UTR,Close to 3'-UTR,"""Bifunctional HMG aldolase/oxaloacetate decarboxylase; requires divalent metal ions for activity; competitively inhibited by oxalate; forms a ring-shaped homotrimer; similar to members of the prokaryotic RraA family of class II (divalent metal ion dependent) pyruvate aldolases from the meta cleavage pathways of protocatechuate and gallate""",Verified ORF
3014,5,178044,-0.0342694854697428,0.0558210662733212,0.539665787778402,YER012W,PRE1,SGDID:S000000814,ORF,Verified ORF,"""Beta 4 subunit of the 20S proteasome; localizes to the nucleus throughout the cell cycle""",Verified ORF
3015,5,178645,-0.0733062806113751,0.0569374981091412,0.198768113489812,YER013W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3016,5,178674,-0.065510419097762,0.0560282602946549,0.243096327575091,YER013W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3017,5,179325,-0.0498134047917506,0.0556471912828304,0.371308991835552,YER013W,PRP22,SGDID:S000000815,ORF,Verified ORF,"""DEAH-box RNA-dependent ATPase/ATP-dependent RNA helicase; associates with lariat intermediates before the second catalytic step of splicing; mediates ATP-dependent mRNA release from the spliceosome and unwinds RNA duplexes; required for proofreading the exon ligation reaction""",Verified ORF
3018,5,181135,-0.0346444116452644,0.0568813988122582,0.542873792785547,YER013W,PRP22,SGDID:S000000815,ORF,Verified ORF,"""DEAH-box RNA-dependent ATPase/ATP-dependent RNA helicase; associates with lariat intermediates before the second catalytic step of splicing; mediates ATP-dependent mRNA release from the spliceosome and unwinds RNA duplexes; required for proofreading the exon ligation reaction""",Verified ORF
3019,5,184224,-0.0350594502636437,0.0563105802997902,0.533943756129397,YER014W,HEM14,SGDID:S000000816,Close to 3'-UTR,Close to 3'-UTR,"""Protoporphyrinogen oxidase; a mitochondrial enzyme that catalyzes the seventh step in the heme biosynthetic pathway ; converting protoporphyrinogen IX to protoporphyrin IX; inhibited by diphenyl ether-type herbicides""",Verified ORF
3020,5,185680,-0.0712548785604296,0.0556146134086584,0.20095537970195,YER015W,FAA2,SGDID:S000000817,ORF,Verified ORF,"""Medium chain fatty acyl-CoA synthetase; activates imported fatty acids; accepts a wide range of fatty acid chain lengths with a preference for medium chains ; C9:0-C13:0; localized to the peroxisome; comparative analysis suggests that a mitochondrially targeted form may result from translation starting at a non-canonical codon upstream of the annotated start codon""",Verified ORF
3021,5,186149,-0.0724414842739278,0.0556482569558359,0.193842323668324,YER015W,FAA2,SGDID:S000000817,ORF,Verified ORF,"""Medium chain fatty acyl-CoA synthetase; activates imported fatty acids; accepts a wide range of fatty acid chain lengths with a preference for medium chains ; C9:0-C13:0; localized to the peroxisome; comparative analysis suggests that a mitochondrially targeted form may result from translation starting at a non-canonical codon upstream of the annotated start codon""",Verified ORF
3022,5,187087,-0.0733011535496894,0.0551078395124403,0.184330810353314,YER015W,FAA2,SGDID:S000000817,Close to 3'-UTR,Close to 3'-UTR,"""Medium chain fatty acyl-CoA synthetase; activates imported fatty acids; accepts a wide range of fatty acid chain lengths with a preference for medium chains ; C9:0-C13:0; localized to the peroxisome; comparative analysis suggests that a mitochondrially targeted form may result from translation starting at a non-canonical codon upstream of the annotated start codon""",Verified ORF
3023,5,187466,-0.0732615036429801,0.0550540733223364,0.184140398484205,YER015W,FAA2,SGDID:S000000817,Close to 3'-UTR,Close to 3'-UTR,"""Medium chain fatty acyl-CoA synthetase; activates imported fatty acids; accepts a wide range of fatty acid chain lengths with a preference for medium chains ; C9:0-C13:0; localized to the peroxisome; comparative analysis suggests that a mitochondrially targeted form may result from translation starting at a non-canonical codon upstream of the annotated start codon""",Verified ORF
3024,5,187642,-0.072137184398794,0.0553894152644444,0.193641029956906,YER015W,FAA2,SGDID:S000000817,Close to 3'-UTR,Close to 3'-UTR,"""Medium chain fatty acyl-CoA synthetase; activates imported fatty acids; accepts a wide range of fatty acid chain lengths with a preference for medium chains ; C9:0-C13:0; localized to the peroxisome; comparative analysis suggests that a mitochondrially targeted form may result from translation starting at a non-canonical codon upstream of the annotated start codon""",Verified ORF
3025,5,189599,-0.0458019422494832,0.0550886803302093,0.406297296847657,YER017C,AFG3,SGDID:S000000819,ORF,Verified ORF,"""Mitochondrial inner membrane m-AAA protease component; mediates degradation of misfolded or unassembled proteins; also required for correct assembly of mitochondrial enzyme complexes; involved in cytoplasmic mRNA translation and aging; expression of human homolog AFG3L2 can complement yeast yta12 afg3 double mutant""",Verified ORF
3026,5,189613,-0.0485123740837313,0.0553330800952026,0.381227563804786,YER017C,AFG3,SGDID:S000000819,ORF,Verified ORF,"""Mitochondrial inner membrane m-AAA protease component; mediates degradation of misfolded or unassembled proteins; also required for correct assembly of mitochondrial enzyme complexes; involved in cytoplasmic mRNA translation and aging; expression of human homolog AFG3L2 can complement yeast yta12 afg3 double mutant""",Verified ORF
3027,5,191306,-0.0646203817488833,0.054617296928824,0.237546439577763,YER017C,AFG3,SGDID:S000000819,ORF,Verified ORF,"""Mitochondrial inner membrane m-AAA protease component; mediates degradation of misfolded or unassembled proteins; also required for correct assembly of mitochondrial enzyme complexes; involved in cytoplasmic mRNA translation and aging; expression of human homolog AFG3L2 can complement yeast yta12 afg3 double mutant""",Verified ORF
3028,5,192971,-0.0366951115327537,0.0545697086153418,0.501740543978009,YER019W,ISC1,SGDID:S000000821,ORF,Verified ORF,"""Inositol phosphosphingolipid phospholipase C; hydrolyzes complex sphingolipids to produce ceramide; regulates the spindle assembly checkpoint upstream of PP2A-Cdc55; activates genes required for non-fermentable carbon source metabolism during the diauxic shift; mediates Na+ and Li+ halotolerance; activated by phosphatidylserine ; cardiolipin and phosphatidylglycerol; mitochondrial outer membrane protein; ortholog of mammalian neutral sphingomyelinase type 2""",Verified ORF
