SNP,Chr,Pos,Effect,SE,ERV25_UIP4_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
746,2,668152,0.0635020264869564,0.071855990956364,0.377437963926203,YBR222C,PCS60,SGDID:S000000426,CDS,CDS,"""Oxalyl-CoA synthetase; capable of catalyzing conversion of oxalate to oxalyl-CoA; catalyzes first step in pathway of oxalate degradation that functions to protect yeast from inhibitory effects of oxalate; peroxisomal protein that binds mRNA; localizes to both peroxisomal peripheral membrane and matrix ; expression is highly inducible by oleic acid; similar to E. coli long chain acyl-CoA synthetase""",Verified ORF
747,2,671051,0.10266082291355,0.0713227992551973,0.150928196285294,YBR225W,YBR225W,SGDID:S000000429,CDS,CDS,"""Putative protein of unknown function; non-essential gene identified in a screen for mutants affected in mannosylphophorylation of cell wall components""",Uncharacterized ORF
748,2,671554,0.111017448303094,0.0721096525601114,0.124562476655878,YBR225W,YBR225W,SGDID:S000000429,CDS,CDS,"""Putative protein of unknown function; non-essential gene identified in a screen for mutants affected in mannosylphophorylation of cell wall components""",Uncharacterized ORF
749,2,672334,0.0836352236671576,0.0715405345949354,0.243168021178999,YBR225W,YBR225W,SGDID:S000000429,CDS,CDS,"""Putative protein of unknown function; non-essential gene identified in a screen for mutants affected in mannosylphophorylation of cell wall components""",Uncharacterized ORF
750,2,678375,0.0972645834421378,0.0709496540906006,0.171278404700984,YBR229C,ROT2,SGDID:S000000433,CDS,CDS,"""Glucosidase II catalytic subunit; required to trim the final glucose in N-linked glycans; required for normal cell wall synthesis; mutations in rot2 suppress tor2 mutations ; and are synthetically lethal with rot1 mutations""",Verified ORF
751,2,679565,0.0664052361244819,0.0713794518205907,0.352844783119413,YBR230C,OM14,SGDID:S000000434,CDS,CDS,"""Mitochondrial outer membrane receptor for cytosolic ribosomes; integral protein of the outer membrane that interacts with the nascent chain-associated complex (NAC) bound to ribosomes ; contributing to co-translational mitochondrial import; interacts with porin (Por1p) and Om45p; abundance is decreased in cells grown in glucose relative to other carbon sources""",Verified ORF
752,2,680493,0.0577287017841441,0.0713933599832244,0.419289633247619,YBR230W-A,COQ21,SGDID:S000029722,CDS,CDS,"""Mitochondrial protein of unknown function; YBR230W-A has a paralog ; COQ8 ; that arose from the whole genome duplication""",Verified ORF
754,2,682076,0.131558704792206,0.0715216581683542,0.0666923545072777,LSR1_NFR/NDR,,,Promoter,Promoter,,Promoter
755,2,682239,0.123195407391037,0.0716306857479267,0.0863327039308546,YBR231C,SWC5,SGDID:S000000435,CDS,CDS,"""Component of the SWR1 complex; complex exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia""",Verified ORF
757,2,687998,0.160608374087415,0.0712888599282368,0.0248774477924403,YBR235W,VHC1,SGDID:S000000439,CDS,CDS,"""Vacuolar membrane cation-chloride cotransporter (CCC); likely mediates K+ and Cl- cotransport into the vacuole; has a role in potassium homeostasis and salt tolerance; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); similar to mammalian electroneutral Na(+)-(K+)-C1- cotransporter family""",Verified ORF
758,2,689964,0.153555877133816,0.0713955830310251,0.0321723269797206,YBR235W,VHC1,SGDID:S000000439,CDS,CDS,"""Vacuolar membrane cation-chloride cotransporter (CCC); likely mediates K+ and Cl- cotransport into the vacuole; has a role in potassium homeostasis and salt tolerance; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); similar to mammalian electroneutral Na(+)-(K+)-C1- cotransporter family""",Verified ORF
759,2,690583,0.153232698465395,0.0720343527390902,0.0340949299934285,YBR236C,ABD1,SGDID:S000000440,CDS,CDS,"""Methyltransferase; catalyzes the transfer of a methyl group from S-adenosylmethionine to the GpppN terminus of capped mRNA; nuclear protein that relocalizes to the cytosol in response to hypoxia""",Verified ORF
760,2,694474,0.156994105262109,0.0713761579682287,0.0284879577912339,YBR237W,PRP5,SGDID:S000000441,CDS,CDS,"""RNA helicase in the DEAD-box family; necessary for prespliceosome formation ; bridges U1 and U2 snRNPs and enables stable U2 snRNP association with intron RNA""",Verified ORF
762,2,696541,0.127695740787031,0.07154676134963,0.0751544726597118,YBR238C,YBR238C,SGDID:S000000442,CDS,CDS,"""Mitochondrial membrane protein; not required for respiratory growth but causes a synthetic respiratory defect in combination with rmd9 mutations; transcriptionally up-regulated by TOR; deletion increases life span; YBR238C has a paralog ; RMD9 ; that arose from the whole genome duplication""",Verified ORF
763,2,697507,0.129045335984602,0.0718857112546806,0.0734857563626445,YBR238C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
764,2,698030,0.0843235016739223,0.0725004938777338,0.24558475218541,SUT021,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
767,2,699381,0.110386907034041,0.0719055123982607,0.125638800655222,YBR239C,ERT1,SGDID:S000000443,CDS,CDS,"""Transcriptional regulator; involved in regulation of gluconeogenesis and fermentable carbon utilization; GFP-fusion protein localizes to cytoplasm ; nucleus; null mutation affects periodicity of transcriptional and metabolic oscillation; plays role in restricting Ty1 transposition; member of the zinc cluster family of proteins ; similar to Rds2p""",Verified ORF
768,2,699384,0.11272988369191,0.0718952141245375,0.117782951797992,YBR239C,ERT1,SGDID:S000000443,CDS,CDS,"""Transcriptional regulator; involved in regulation of gluconeogenesis and fermentable carbon utilization; GFP-fusion protein localizes to cytoplasm ; nucleus; null mutation affects periodicity of transcriptional and metabolic oscillation; plays role in restricting Ty1 transposition; member of the zinc cluster family of proteins ; similar to Rds2p""",Verified ORF
769,2,699889,0.142467513674331,0.0720362021519913,0.0487375812358089,YBR239C,ERT1,SGDID:S000000443,CDS,CDS,"""Transcriptional regulator; involved in regulation of gluconeogenesis and fermentable carbon utilization; GFP-fusion protein localizes to cytoplasm ; nucleus; null mutation affects periodicity of transcriptional and metabolic oscillation; plays role in restricting Ty1 transposition; member of the zinc cluster family of proteins ; similar to Rds2p""",Verified ORF
770,2,699929,0.139487979217753,0.0716154752739561,0.0522390748451585,YBR239C,ERT1,SGDID:S000000443,CDS,CDS,"""Transcriptional regulator; involved in regulation of gluconeogenesis and fermentable carbon utilization; GFP-fusion protein localizes to cytoplasm ; nucleus; null mutation affects periodicity of transcriptional and metabolic oscillation; plays role in restricting Ty1 transposition; member of the zinc cluster family of proteins ; similar to Rds2p""",Verified ORF
771,2,701195,0.113576212697327,0.0716809899359065,0.113982748147695,YBR240C,THI2,SGDID:S000000444,CDS,CDS,"""Transcriptional activator of thiamine biosynthetic genes; interacts with regulatory factor Thi3p to control expression of thiamine biosynthetic genes with respect to thiamine availability; acts together with Pdc2p to respond to thiaminediphosphate demand ; possibly as related to carbon source availability; zinc finger protein of the Zn(II)2Cys6 type""",Verified ORF
772,2,703873,0.0220049048493099,0.0714636147576182,0.758326636068495,YBR241C,YBR241C,SGDID:S000000445,CDS,CDS,"""Putative transporter ; member of the sugar porter family; localizes to the vacuolar membrane; non-essential gene; upregulated by and required for tolerance to 4-Methylcyclohexane methanol; YBR241C has a paralog ; VPS73 ; that arose from the whole genome duplication""",Verified ORF
773,2,704219,0.0700136995529634,0.0714502187113286,0.327809121644117,YBR241C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
776,2,705106,0.0375461887832415,0.0712077223380372,0.598332515554849,YBR242W,YBR242W,SGDID:S000000446,CDS,CDS,"""5'-deoxynucleotidase involved in deoxyribonucleoside monophosphate degradation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; non-essential gene; YBR242W has a paralog ; YGL101W ; that arose from the whole genome duplication""",Verified ORF
777,2,705558,0.028416534100982,0.0711697611800546,0.689929679586922,YBR243C,ALG7,SGDID:S000000447,CDS,CDS,"""UDP-N-acetyl-glucosamine-1-P transferase; transfers Glc-Nac-P from UDP-GlcNac to Dol-P in the ER in the first step of the dolichol pathway of protein asparagine-linked glycosylation; inhibited by tunicamycin; human homolog DPAGT1 can complement yeast ALG7 mutant""",Verified ORF
778,2,707207,0.0524819284058846,0.071590302533296,0.463991830614917,YBR244W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
779,2,707848,0.05778609118082,0.0723163344133948,0.424784915182719,YBR244W,GPX2,SGDID:S000000448,CDS,CDS,"""Phospholipid hydroperoxide glutathione peroxidase; protects cells from phospholipid hydroperoxides and nonphospholipid peroxides during oxidative stress; induced by glucose starvation; protein abundance increases in response to DNA replication stress""",Verified ORF
780,2,712159,0.0652749402553351,0.0714611984575577,0.361638866180875,YBR246W,RRT2,SGDID:S000000450,CDS,CDS,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
781,2,712303,0.0819796728258786,0.0714608982601376,0.252077466100409,YBR246W,RRT2,SGDID:S000000450,CDS,CDS,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
782,2,712456,0.0762346566236228,0.0712736288880579,0.285527803874033,YBR246W,RRT2,SGDID:S000000450,CDS,CDS,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
783,2,712761,0.0843295613117234,0.0724420194872585,0.245170741931183,YBR246W,RRT2,SGDID:S000000450,Close to 3'-UTR,Close to 3'-UTR,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
786,2,712962,0.0724021800376103,0.0722289871144917,0.316838112673792,YBR246W,RRT2,SGDID:S000000450,Close to 3'-UTR,Close to 3'-UTR,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
788,2,714775,0.0685859737204408,0.0716293687764135,0.338964248725628,CUT037,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
789,2,717833,0.0588820689192449,0.0713219253356442,0.409599067628374,YBR249C,ARO4,SGDID:S000000453,CDS,CDS,"""3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase; catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by tyrosine or high concentrations of phenylalanine or tryptophan; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
791,2,718552,0.03974525924242,0.0715979375350446,0.579165965587493,XUT_2F-291,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
792,2,718598,0.034361857628561,0.0715412246653973,0.631305557247979,XUT_2F-291,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
793,2,718839,0.0568579512811289,0.0724421758893697,0.433054099826087,XUT_2F-291,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
794,2,718965,0.0250768590654279,0.071859960157872,0.727321052291335,XUT_2F-291,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
795,2,719785,-0.0168201366964046,0.0714940094190073,0.814138409917414,YBR250W,SPO23,SGDID:S000000454,CDS,CDS,"""Protein of unknown function; associates with meiosis-specific protein Spo1p""",Verified ORF
797,2,722169,0.0123120145747894,0.0719429815199056,0.86421509677558,YBR251W,MRPS5,SGDID:S000000455,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
798,2,723281,-0.012997663185771,0.0715284511862595,0.85591210971045,YBR253W,SRB6,SGDID:S000000457,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation""",Verified ORF
800,2,725477,-0.0289357357629244,0.0714004513366421,0.685532013780471,YBR255W,MTC4,SGDID:S000000459,CDS,CDS,"""Protein of unknown function; required for normal growth rate at 15 degrees C; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; mtc4 is synthetically sick with cdc13-1""",Verified ORF
