SNP,Chr,Pos,Effect,SE,DHH1_LSM3_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4127,7,235464,-6.63608952445327e-05,0.0610495577398288,0.999133313331463,YGL143C,MRF1,SGDID:S000003111,CDS,CDS,"""Mitochondrial translation release factor; involved in stop codon recognition and hydrolysis of the peptidyl-tRNA bond during mitochondrial translation; lack of MRF1 causes mitochondrial genome instability""",Verified ORF
4128,7,235726,-0.0339354393710958,0.0609019132008417,0.577733901594115,YGL143C,MRF1,SGDID:S000003111,CDS,CDS,"""Mitochondrial translation release factor; involved in stop codon recognition and hydrolysis of the peptidyl-tRNA bond during mitochondrial translation; lack of MRF1 causes mitochondrial genome instability""",Verified ORF
4130,7,237753,-0.0301488155321795,0.0609366256355861,0.621079521516133,YGL142C,GPI10,SGDID:S000003110,CDS,CDS,"""Integral membrane protein involved in GPI anchor synthesis; putative alpha 1,2 mannosyltransferase required for addition of the third mannose onto the glycosylphosphatidylinositol (GPI) core structure; human PIG-Bp is a functional homolog""",Verified ORF
4131,7,238084,-0.0399430767251175,0.0608915897939369,0.512270531442661,YGL142C,GPI10,SGDID:S000003110,CDS,CDS,"""Integral membrane protein involved in GPI anchor synthesis; putative alpha 1,2 mannosyltransferase required for addition of the third mannose onto the glycosylphosphatidylinositol (GPI) core structure; human PIG-Bp is a functional homolog""",Verified ORF
4133,7,241711,-0.055847907663327,0.0614819746688509,0.36430656062782,YGL140C,YGL140C,SGDID:S000003108,CDS,CDS,"""Putative protein of unknown function; non-essential gene; contains multiple predicted transmembrane domains""",Uncharacterized ORF
4134,7,247290,-0.0548876566237422,0.0611799518154312,0.370249778542074,YGL139W,FLC3,SGDID:S000003107,CDS,CDS,"""Putative FAD transporter ; similar to Flc1p and Flc2p; localized to the ER; FLC3 has a paralog ; FLC1 ; that arose from the whole genome duplication""",Verified ORF
4135,7,247666,-0.0661541247762762,0.0612001460470708,0.280458537590959,YGL139W,FLC3,SGDID:S000003107,CDS,CDS,"""Putative FAD transporter ; similar to Flc1p and Flc2p; localized to the ER; FLC3 has a paralog ; FLC1 ; that arose from the whole genome duplication""",Verified ORF
4136,7,249982,-0.0498857691716583,0.0614580719943725,0.417508431916911,YGL138C,YGL138C,SGDID:S000003106,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; has no significant sequence similarity to any known protein""",Uncharacterized ORF
4137,7,250183,-0.0462987198270063,0.0623875581744413,0.45851137566929,YGL138C,YGL138C,SGDID:S000003106,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; has no significant sequence similarity to any known protein""",Uncharacterized ORF
4138,7,250680,-0.0637669454452935,0.061278038951563,0.298765714393575,YGL137W,SEC27,SGDID:S000003105,Close to 3'-UTR,Close to 3'-UTR,"""Essential beta'-coat protein of the COPI coatomer; involved in ER-to-Golgi and Golgi-to-ER transport; contains WD40 domains that mediate cargo selective interactions; 45% sequence identity to mammalian beta'-COP""",Verified ORF
4139,7,255972,-0.0565390383597713,0.0608834261027136,0.353708078634281,YGL134W,PCL10,SGDID:S000003102,CDS,CDS,"""Pho85p cyclin; recruits ; activates ; and targets Pho85p cyclin-dependent protein kinase to its substrate; PCL10 has a paralog ; PCL8 ; that arose from the whole genome duplication""",Verified ORF
4143,7,260913,-0.0378188172651667,0.0615448471191635,0.539286101823673,YGL133W,ITC1,SGDID:S000003101,CDS,CDS,"""Subunit of ATP-dependent Isw2p-Itc1p chromatin remodeling complex; required for repression of a-specific genes ; repression of early meiotic genes during mitotic growth ; and repression of INO1; similar to mammalian Acf1p ; the regulatory subunit of the mammalian ATP-utilizing chromatin assembly and modifying factor (ACF) complex; ITC1 has a paralog ; YPL216W ; that arose from the whole genome duplication""",Verified ORF
4144,7,266540,-0.006044445765163,0.0618864923008991,0.922249872257298,YGL130W,CEG1,SGDID:S000003098,CDS,CDS,"""Guanylyltransferase involved in mRNA 5' capping; subunit of mRNA capping enzyme ; which is a heterotetramer composed of two molecules of Ceg1p and a homodimer of Cet1p ; the mRNA 5'-triphosphatase subunit; nuclear import of Ceg1p requires interaction with Cet1p; mammalian capping enzyme is a single bifunctional polypeptide; human homolog RNGTT can complement yeast ceg1 null mutant""",Verified ORF
4145,7,267569,-0.0318777655190023,0.0608528410378732,0.600711550123939,YGL130W,CEG1,SGDID:S000003098,Close to 3'-UTR,Close to 3'-UTR,"""Guanylyltransferase involved in mRNA 5' capping; subunit of mRNA capping enzyme ; which is a heterotetramer composed of two molecules of Ceg1p and a homodimer of Cet1p ; the mRNA 5'-triphosphatase subunit; nuclear import of Ceg1p requires interaction with Cet1p; mammalian capping enzyme is a single bifunctional polypeptide; human homolog RNGTT can complement yeast ceg1 null mutant""",Verified ORF
4146,7,272144,-0.0334759414410971,0.0610235520015869,0.583644525365354,YGL125W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4147,7,272225,-0.0324130881974879,0.0612755906335211,0.597157138532187,YGL125W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4148,7,272227,-0.0320161326341264,0.0614778465258968,0.602849941745613,YGL125W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4151,7,275338,-0.0210310722057159,0.0607684237107522,0.729484614137329,YGL124C,MON1,SGDID:S000003092,CDS,CDS,"""Subunit of a heterodimeric guanine nucleotide exchange factor (GEF); subunit of the Mon1-Ccz1 GEF complex which stimulates nucleotide exchange and activation of Ypt7p ; a Rab family GTPase involved in membrane tethering and fusion events at the late endosome and vacuole; GEF activity is stimulated by membrane association and anionic phospholipids; role in localizing Ypt7p to the vacuolar membrane; required for autophagy ; the CVT pathway and mitophagy; potential Cdc28 substrate""",Verified ORF
4152,7,276571,-0.0146994069503932,0.061069878718518,0.809928803314304,YGL124C,MON1,SGDID:S000003092,CDS,CDS,"""Subunit of a heterodimeric guanine nucleotide exchange factor (GEF); subunit of the Mon1-Ccz1 GEF complex which stimulates nucleotide exchange and activation of Ypt7p ; a Rab family GTPase involved in membrane tethering and fusion events at the late endosome and vacuole; GEF activity is stimulated by membrane association and anionic phospholipids; role in localizing Ypt7p to the vacuolar membrane; required for autophagy ; the CVT pathway and mitophagy; potential Cdc28 substrate""",Verified ORF
4154,7,283774,-0.0339058363171753,0.0607687637854364,0.577233273482297,YGL120C,PRP43,SGDID:S000003088,CDS,CDS,"""RNA helicase in the DEAH-box family; functions in both RNA polymerase I and polymerase II transcript metabolism; catalyzes removal of U2 ; U5 ; and U6 snRNPs from the postsplicing lariat-intron ribonucleoprotein complex; required for efficient biogenesis of both small- and large-subunit rRNAs; acts with Sqs1p to promote 20S to 18S rRNA processing catalyzed by endonuclease Nob1p""",Verified ORF
4155,7,284360,-0.0475076772946521,0.0610308199992141,0.436842266649876,YGL119W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4156,7,284441,-0.103888601293824,0.0605609652323632,0.0871423889358758,YGL120C,PRP43,SGDID:S000003088,Close to 3'-UTR,Close to 3'-UTR,"""RNA helicase in the DEAH-box family; functions in both RNA polymerase I and polymerase II transcript metabolism; catalyzes removal of U2 ; U5 ; and U6 snRNPs from the postsplicing lariat-intron ribonucleoprotein complex; required for efficient biogenesis of both small- and large-subunit rRNAs; acts with Sqs1p to promote 20S to 18S rRNA processing catalyzed by endonuclease Nob1p""",Verified ORF
4157,7,293925,-0.0817547766533928,0.0606907919745445,0.178821620905055,YGL114W,YGL114W,SGDID:S000003082,CDS,CDS,"""Putative protein of unknown function; predicted member of the oligopeptide transporter (OPT) family of membrane transporters""",Uncharacterized ORF
4158,7,295079,-0.0763792506457562,0.0606913131086985,0.20904725482037,YGL114W,YGL114W,SGDID:S000003082,CDS,CDS,"""Putative protein of unknown function; predicted member of the oligopeptide transporter (OPT) family of membrane transporters""",Uncharacterized ORF
4159,7,300508,-0.06188858086264,0.0608284394638757,0.309646494963063,YGL111W,NSA1,SGDID:S000003079,CDS,CDS,"""Constituent of 66S pre-ribosomal particles; involved in 60S ribosomal subunit biogenesis""",Verified ORF
4160,7,301066,-0.0976091888053434,0.0608794744867619,0.109758692010575,YGL111W,NSA1,SGDID:S000003079,CDS,CDS,"""Constituent of 66S pre-ribosomal particles; involved in 60S ribosomal subunit biogenesis""",Verified ORF
4165,7,307361,-0.0856666331535019,0.061461384176432,0.164246189452702,YGL105W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4166,7,308037,-0.0893487389476065,0.0605591780401623,0.140997612981317,YGL105W,ARC1,SGDID:S000003073,CDS,CDS,"""Protein that binds tRNA and methionyl- and glutamyl-tRNA synthetases; involved in tRNA delivery ; stimulating catalysis ; and ensuring localization; also binds quadruplex nucleic acids; protein abundance increases in response to DNA replication stress; methionyl-tRNA synthetase is Mes1p; glutamyl-tRNA synthetase is Gus1p""",Verified ORF
4167,7,315634,-0.0991964092601339,0.0606805705358905,0.102996856181299,YGL099W,LSG1,SGDID:S000003067,CDS,CDS,"""Putative GTPase involved in 60S ribosomal subunit biogenesis; required for the release of Nmd3p from 60S subunits in the cytoplasm""",Verified ORF
4168,7,316663,-0.0920743723781326,0.0605572371589525,0.129292596924025,snR82_NFR/NDR,,,Promoter,Promoter,,Promoter
4170,7,320913,-0.0868605983415082,0.0608245160969586,0.154160878595019,YGL097W,SRM1,SGDID:S000003065,Close to 3'-UTR,Close to 3'-UTR,"""Nucleotide exchange factor for Gsp1p; localizes to the nucleus ; required for nucleocytoplasmic trafficking of macromolecules; suppressor of the pheromone response pathway; potentially phosphorylated by Cdc28p; human homolog of the RAN GEF ; RCC1 ; can complement a temperature sensitive point mutant""",Verified ORF
4171,7,321449,-0.0829930646874153,0.060423374256812,0.170460615217099,YGL097W,SRM1,SGDID:S000003065,Close to 3'-UTR,Close to 3'-UTR,"""Nucleotide exchange factor for Gsp1p; localizes to the nucleus ; required for nucleocytoplasmic trafficking of macromolecules; suppressor of the pheromone response pathway; potentially phosphorylated by Cdc28p; human homolog of the RAN GEF ; RCC1 ; can complement a temperature sensitive point mutant""",Verified ORF
4174,7,321718,-0.0878935152219785,0.0604946191405559,0.147135804503431,YGL097W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4176,7,323123,-0.0699499357684393,0.0607451330742068,0.250292966829913,YGL097W,SRM1,SGDID:S000003065,CDS,CDS,"""Nucleotide exchange factor for Gsp1p; localizes to the nucleus ; required for nucleocytoplasmic trafficking of macromolecules; suppressor of the pheromone response pathway; potentially phosphorylated by Cdc28p; human homolog of the RAN GEF ; RCC1 ; can complement a temperature sensitive point mutant""",Verified ORF
4177,7,323836,-0.088030167625752,0.0611452795832205,0.150841696974353,YGL097W,SRM1,SGDID:S000003065,Close to 3'-UTR,Close to 3'-UTR,"""Nucleotide exchange factor for Gsp1p; localizes to the nucleus ; required for nucleocytoplasmic trafficking of macromolecules; suppressor of the pheromone response pathway; potentially phosphorylated by Cdc28p; human homolog of the RAN GEF ; RCC1 ; can complement a temperature sensitive point mutant""",Verified ORF
4178,7,323883,-0.0928842037379974,0.0604399504007841,0.125237757198121,YGL097W,SRM1,SGDID:S000003065,Close to 3'-UTR,Close to 3'-UTR,"""Nucleotide exchange factor for Gsp1p; localizes to the nucleus ; required for nucleocytoplasmic trafficking of macromolecules; suppressor of the pheromone response pathway; potentially phosphorylated by Cdc28p; human homolog of the RAN GEF ; RCC1 ; can complement a temperature sensitive point mutant""",Verified ORF
4179,7,323971,-0.0981298185009563,0.0606840272607211,0.106758186145429,YGL097W,SRM1,SGDID:S000003065,Close to 3'-UTR,Close to 3'-UTR,"""Nucleotide exchange factor for Gsp1p; localizes to the nucleus ; required for nucleocytoplasmic trafficking of macromolecules; suppressor of the pheromone response pathway; potentially phosphorylated by Cdc28p; human homolog of the RAN GEF ; RCC1 ; can complement a temperature sensitive point mutant""",Verified ORF
4180,7,324357,-0.0873979384051531,0.0605398417302888,0.149726199591134,YGL096W,TOS8,SGDID:S000003064,Close to 3'-UTR,Close to 3'-UTR,"""Homeodomain-containing protein and putative transcription factor; found associated with chromatin; target of SBF transcription factor; induced during meiosis and under cell-damaging conditions; TOS8 has a paralog ; CUP9 ; that arose from the whole genome duplication""",Verified ORF
4181,7,324640,-0.0881434158003624,0.0604792125319363,0.145890387764035,YGL096W,TOS8,SGDID:S000003064,Close to 3'-UTR,Close to 3'-UTR,"""Homeodomain-containing protein and putative transcription factor; found associated with chromatin; target of SBF transcription factor; induced during meiosis and under cell-damaging conditions; TOS8 has a paralog ; CUP9 ; that arose from the whole genome duplication""",Verified ORF
4183,7,326640,-0.076988949287093,0.0606404411129001,0.205064396786032,YGL096W,TOS8,SGDID:S000003064,Close to 3'-UTR,Close to 3'-UTR,"""Homeodomain-containing protein and putative transcription factor; found associated with chromatin; target of SBF transcription factor; induced during meiosis and under cell-damaging conditions; TOS8 has a paralog ; CUP9 ; that arose from the whole genome duplication""",Verified ORF
4184,7,329449,-0.080133592081737,0.0608258558291031,0.188550157424714,YGL095C,VPS45,SGDID:S000003063,CDS,CDS,"""Protein of the Sec1p/Munc-18 family; essential for vacuolar protein sorting; required for the function of Pep12p and the early endosome/late Golgi SNARE Tlg2p; essential for fusion of Golgi-derived vesicles with the prevacuolar compartment; mutation in human VPS45 is associated with congenital neutropenia and primary myelofibrosis of infancy""",Verified ORF
4185,7,331193,-0.0850008453540915,0.0607604934555918,0.162706220895453,YGL094C,PAN2,SGDID:S000003062,CDS,CDS,"""Catalytic subunit of the Pan2p-Pan3p poly(A)-ribonuclease complex; complex acts to control poly(A) tail length and regulate the stoichiometry and activity of postreplication repair complexes""",Verified ORF
4186,7,333120,-0.0770392503995717,0.0613780905755666,0.21025139951781,YGL094C,PAN2,SGDID:S000003062,CDS,CDS,"""Catalytic subunit of the Pan2p-Pan3p poly(A)-ribonuclease complex; complex acts to control poly(A) tail length and regulate the stoichiometry and activity of postreplication repair complexes""",Verified ORF
