SNP,Chr,Pos,Effect,SE,HUG1_ALO1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
829,2,762267,0.009234792874541,0.0569043969685849,0.871173411119726,YBR279W,PAF1,SGDID:S000000483,CDS,CDS,"""Component of the Paf1p complex involved in transcription elongation; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes ; including cell cycle-regulated genes; involved in SER3 repression by helping to maintain SRG1 transcription-dependent nucleosome occupancy; homolog of human PD2/hPAF1""",Verified ORF
830,2,764689,0.0342028186820613,0.0570308193801843,0.549074151962966,YBR280C,SAF1,SGDID:S000000484,CDS,CDS,"""F-Box protein involved in proteasome-dependent degradation of Aah1p; involved in proteasome-dependent degradation of Aah1p during entry of cells into quiescence; interacts with Skp1""",Verified ORF
831,2,767731,-0.0049478536803912,0.0573128881121405,0.931252592867202,YBR281C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
832,2,769972,0.013600646278475,0.0569019153379063,0.811229456772572,YBR283C,SSH1,SGDID:S000000487,CDS,CDS,"""Subunit of the Ssh1 translocon complex; Sec61p homolog involved in co-translational pathway of protein translocation; not essential""",Verified ORF
833,2,772699,0.0417437902715192,0.0581477928065971,0.473299182905847,YBR284W,YBR284W,SGDID:S000000488,CDS,CDS,"""Putative metallo-dependent hydrolase superfamily protein; similar to AMP deaminases but lacks key catalytic residues and does not rescue purine nucleotide metabolic defect of quadruple aah1 ade8 amd1 his1 mutant; null mutant exhibits longer telomeres ; altered Ty mobility ; decreased resistance to rapamycin and wortmannin; induced in response to hydrostatic pressure; not an essential gene; YBR284W has a paralog ; YJL070C ; that arose from the whole genome duplication""",Uncharacterized ORF
834,2,773629,0.0649021438119822,0.0568919826596761,0.254728201845453,YBR284W,YBR284W,SGDID:S000000488,CDS,CDS,"""Putative metallo-dependent hydrolase superfamily protein; similar to AMP deaminases but lacks key catalytic residues and does not rescue purine nucleotide metabolic defect of quadruple aah1 ade8 amd1 his1 mutant; null mutant exhibits longer telomeres ; altered Ty mobility ; decreased resistance to rapamycin and wortmannin; induced in response to hydrostatic pressure; not an essential gene; YBR284W has a paralog ; YJL070C ; that arose from the whole genome duplication""",Uncharacterized ORF
838,2,774837,0.0449552192259085,0.0570096763780826,0.430901858881962,YBR286W,APE3,SGDID:S000000490,CDS,CDS,"""Vacuolar aminopeptidase Y; processed to mature form by Prb1p""",Verified ORF
839,2,777253,0.0290524524520074,0.0570705541598338,0.611026785417265,YBR287W,YBR287W,SGDID:S000000491,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the ER; YBR287W is not an essential gene""",Uncharacterized ORF
840,2,778895,0.0477248652882986,0.0569599592258905,0.402672388761797,YBR288C,APM3,SGDID:S000000492,CDS,CDS,"""Mu3-like subunit of the clathrin associated protein complex (AP-3); functions in transport of alkaline phosphatase to the vacuole via the alternate pathway""",Verified ORF
841,2,779029,0.0257824582393016,0.0579620421117542,0.656725162073942,YBR288C,APM3,SGDID:S000000492,CDS,CDS,"""Mu3-like subunit of the clathrin associated protein complex (AP-3); functions in transport of alkaline phosphatase to the vacuole via the alternate pathway""",Verified ORF
842,2,780187,0.0312575124597131,0.0571811605135745,0.584971404865387,YBR289W,SNF5,SGDID:S000000493,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; functions interdependently in transcriptional activation with Snf2p and Snf6p; relocates to the cytosol under hypoxic conditions""",Verified ORF
846,2,780545,0.0445356929914137,0.0571562257141876,0.436388473423317,YBR289W,SNF5,SGDID:S000000493,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; functions interdependently in transcriptional activation with Snf2p and Snf6p; relocates to the cytosol under hypoxic conditions""",Verified ORF
847,2,782605,0.0272269270352577,0.0569697824212577,0.633003850204279,YBR290W,BSD2,SGDID:S000000494,CDS,CDS,"""Heavy metal ion homeostasis protein; facilitates trafficking of Smf1p and Smf2p metal transporters to vacuole where they are degraded; acts as an adaptor protein with Rsp5p in the regulated endocytosis of Smf1p and is itself ubiquitylated by Rsp5p; controls metal ion transport ; prevents metal hyperaccumulation ; functions in copper detoxification""",Verified ORF
848,2,784284,0.0627089033248369,0.0569300805328589,0.271426385288844,YBR291C,CTP1,SGDID:S000000495,CDS,CDS,"""Mitochondrial inner membrane citrate transporter; member of the mitochondrial carrier family""",Verified ORF
849,2,785333,0.029996727226307,0.0571462414602284,0.599974119442847,CUT039,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
850,2,786434,0.0091850562211133,0.0574215439956887,0.873005362282897,SUT023,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
851,2,787182,-0.0187035835507381,0.0577300966525576,0.746142599739665,YBR293W,VBA2,SGDID:S000000497,CDS,CDS,"""Permease of basic amino acids in the vacuolar membrane""",Verified ORF
852,2,787277,0.0040989058887923,0.0575423142104829,0.943252737055582,YBR293W,VBA2,SGDID:S000000497,CDS,CDS,"""Permease of basic amino acids in the vacuolar membrane""",Verified ORF
853,2,788140,0.0172099606867845,0.0572527060114177,0.763899190801462,YBR293W,VBA2,SGDID:S000000497,CDS,CDS,"""Permease of basic amino acids in the vacuolar membrane""",Verified ORF
855,2,789465,0.0359855477774704,0.057391674211311,0.531053495607137,YBR294W,SUL1,SGDID:S000000498,CDS,CDS,"""High affinity sulfate permease of the SulP anion transporter family; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p ; which control the concentration of endogenous activated sulfate intermediates""",Verified ORF
856,2,789530,0.0118354125704884,0.0574491864410263,0.83689770689719,YBR294W,SUL1,SGDID:S000000498,CDS,CDS,"""High affinity sulfate permease of the SulP anion transporter family; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p ; which control the concentration of endogenous activated sulfate intermediates""",Verified ORF
857,2,790356,0.0210945433604675,0.0573258494517796,0.713111591199522,YBR294W,SUL1,SGDID:S000000498,CDS,CDS,"""High affinity sulfate permease of the SulP anion transporter family; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p ; which control the concentration of endogenous activated sulfate intermediates""",Verified ORF
858,2,790998,0.0364797111625286,0.0573452580874804,0.525096287622399,YBR294W,SUL1,SGDID:S000000498,CDS,CDS,"""High affinity sulfate permease of the SulP anion transporter family; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p ; which control the concentration of endogenous activated sulfate intermediates""",Verified ORF
859,2,791790,0.0378542976836224,0.0573882685515589,0.509929521858108,YBR294W,SUL1,SGDID:S000000498,CDS,CDS,"""High affinity sulfate permease of the SulP anion transporter family; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p ; which control the concentration of endogenous activated sulfate intermediates""",Verified ORF
863,2,794032,0.0741938291063299,0.0569665543961453,0.193625240512849,YBR295W,PCA1,SGDID:S000000499,CDS,CDS,"""Cadmium transporting P-type ATPase; may also have a role in copper and iron homeostasis; stabilized by Cd binding ; which prevents ubiquitination; S288C and other lab strains contain a G970R mutation which eliminates Cd transport function""",Verified ORF
864,2,794999,0.0817523211930587,0.0567399217607258,0.150520408772059,YBR295W,PCA1,SGDID:S000000499,CDS,CDS,"""Cadmium transporting P-type ATPase; may also have a role in copper and iron homeostasis; stabilized by Cd binding ; which prevents ubiquitination; S288C and other lab strains contain a G970R mutation which eliminates Cd transport function""",Verified ORF
865,2,797599,0.0776487707307706,0.0568467260254195,0.172829862856716,YBR296C,PHO89,SGDID:S000000500,CDS,CDS,"""Plasma membrane Na+/Pi cotransporter; active in early growth phase; similar to phosphate transporters of Neurospora crassa; transcription regulated by inorganic phosphate concentrations and Pho4p; mutations in related human transporter genes hPit1 and hPit2 are associated with hyperphosphatemia-induced calcification of vascular tissue and familial idiopathic basal ganglia calcification""",Verified ORF
866,2,799021,0.0607814619328009,0.0572937457997165,0.289472326278806,YBR296C,PHO89,SGDID:S000000500,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane Na+/Pi cotransporter; active in early growth phase; similar to phosphate transporters of Neurospora crassa; transcription regulated by inorganic phosphate concentrations and Pho4p; mutations in related human transporter genes hPit1 and hPit2 are associated with hyperphosphatemia-induced calcification of vascular tissue and familial idiopathic basal ganglia calcification""",Verified ORF
868,2,799494,0.0562321119651187,0.0568519950140747,0.323293385346536,YBR296C,PHO89,SGDID:S000000500,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane Na+/Pi cotransporter; active in early growth phase; similar to phosphate transporters of Neurospora crassa; transcription regulated by inorganic phosphate concentrations and Pho4p; mutations in related human transporter genes hPit1 and hPit2 are associated with hyperphosphatemia-induced calcification of vascular tissue and familial idiopathic basal ganglia calcification""",Verified ORF
869,2,799991,0.0556597964092275,0.0569395558207187,0.328979107730344,YBR296C-A,TYC1,SGDID:S000028605,Close to 3'-UTR,Close to 3'-UTR,"""Inhibitor of the Anaphase-Promoting Complex/Cyclosome (APC/C); binds to APC/C and inhibits the activity of both APC/C(Cdc20) and APC/C(Cdh1); inhibits the binding of Cdc20 and Cdh1 to APC/C; overexpression results in increased sensitivity to microtubule poison; originally identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching; functional homolog of human MAD2L1BP (p31comet)""",Verified ORF
870,2,800811,0.049415238306864,0.0571448636973768,0.38777078530088,YBR297W,MAL33,SGDID:S000000501,CDS,CDS,"""MAL-activator protein; part of complex locus MAL3; nonfunctional in genomic reference strain S288C""",Verified ORF
871,2,801661,0.0392797092499124,0.0601668916535584,0.514280560749725,YBR297W,MAL33,SGDID:S000000501,CDS,CDS,"""MAL-activator protein; part of complex locus MAL3; nonfunctional in genomic reference strain S288C""",Verified ORF
872,2,801662,0.0456915359514292,0.0600650947592622,0.447343905865374,YBR297W,MAL33,SGDID:S000000501,CDS,CDS,"""MAL-activator protein; part of complex locus MAL3; nonfunctional in genomic reference strain S288C""",Verified ORF
874,2,801676,-0.0353870137012748,0.0897038259068785,0.693459578414479,YBR297W,MAL33,SGDID:S000000501,CDS,CDS,"""MAL-activator protein; part of complex locus MAL3; nonfunctional in genomic reference strain S288C""",Verified ORF
875,2,801677,-0.0141604868664107,0.0886141609100642,0.873130518730004,YBR297W,MAL33,SGDID:S000000501,CDS,CDS,"""MAL-activator protein; part of complex locus MAL3; nonfunctional in genomic reference strain S288C""",Verified ORF
876,2,801689,0.184674364068016,0.266624946473197,0.488992638799787,YBR297W,MAL33,SGDID:S000000501,CDS,CDS,"""MAL-activator protein; part of complex locus MAL3; nonfunctional in genomic reference strain S288C""",Verified ORF
877,2,801690,0.184674364068016,0.266624946473197,0.488992638799787,YBR297W,MAL33,SGDID:S000000501,CDS,CDS,"""MAL-activator protein; part of complex locus MAL3; nonfunctional in genomic reference strain S288C""",Verified ORF
879,2,802096,0.0645845045529088,0.0588861267721451,0.273489817184383,YBR297W,MAL33,SGDID:S000000501,Close to 3'-UTR,Close to 3'-UTR,"""MAL-activator protein; part of complex locus MAL3; nonfunctional in genomic reference strain S288C""",Verified ORF
880,2,802200,-0.0169743918565564,0.0730549958580188,0.81640015307246,YBR297W,MAL33,SGDID:S000000501,Close to 3'-UTR,Close to 3'-UTR,"""MAL-activator protein; part of complex locus MAL3; nonfunctional in genomic reference strain S288C""",Verified ORF
883,2,802702,0.0862774818063752,0.0724579501128076,0.234561699430353,YBR298C,MAL31,SGDID:S000000502,CDS,CDS,"""Maltose permease; high-affinity maltose transporter (alpha-glucoside transporter); encoded in the MAL3 complex locus; member of the 12 transmembrane domain superfamily of sugar transporters; functional in genomic reference strain S288C""",Verified ORF
884,2,803024,0.0131103452470418,0.0724895249910117,0.856582451618368,YBR298C,MAL31,SGDID:S000000502,CDS,CDS,"""Maltose permease; high-affinity maltose transporter (alpha-glucoside transporter); encoded in the MAL3 complex locus; member of the 12 transmembrane domain superfamily of sugar transporters; functional in genomic reference strain S288C""",Verified ORF
885,2,803493,-0.108325174756451,0.0722632436518696,0.134758144237242,YBR298C,MAL31,SGDID:S000000502,CDS,CDS,"""Maltose permease; high-affinity maltose transporter (alpha-glucoside transporter); encoded in the MAL3 complex locus; member of the 12 transmembrane domain superfamily of sugar transporters; functional in genomic reference strain S288C""",Verified ORF
886,2,804707,0.0433527499422288,0.0575173122098081,0.451511448171301,YBR298C,MAL31,SGDID:S000000502,Close to 3'-UTR,Close to 3'-UTR,"""Maltose permease; high-affinity maltose transporter (alpha-glucoside transporter); encoded in the MAL3 complex locus; member of the 12 transmembrane domain superfamily of sugar transporters; functional in genomic reference strain S288C""",Verified ORF
887,3,450,-0.0751379803730006,0.0596177423424337,0.208383117747116,TEL03L,TEL03L,SGDID:S000028871,Other features,Telomere,"""Telomeric region on the left arm of Chromosome III; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
889,3,493,-0.0333542323968616,0.0601483935078435,0.579565701962902,TEL03L,TEL03L,SGDID:S000028871,Other features,Telomere,"""Telomeric region on the left arm of Chromosome III; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
