SNP,Chr,Pos,Effect,SE,ALO1_UIP4_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3299,5,524247,0.076749395929608,0.0610975921177943,0.209882484716357,YER169W,RPH1,SGDID:S000000971,CDS,CDS,"""JmjC domain-containing histone demethylase; targets tri- and dimethylated H3K36; associates with actively transcribed regions and promotes elongation; repressor of autophagy-related genes in nutrient-replete conditions; damage-responsive repressor of PHR1; phosphorylated by the Rad53p-dependent DNA damage checkpoint pathway and by a Rim1p-mediated event during starvation; target of stress-induced hormesis; RPH1 has a paralog ; GIS1 ; that arose from the whole genome duplication""",Verified ORF
3300,5,524532,0.0538479005978622,0.0607359231384075,0.375902941842178,YER169W,RPH1,SGDID:S000000971,CDS,CDS,"""JmjC domain-containing histone demethylase; targets tri- and dimethylated H3K36; associates with actively transcribed regions and promotes elongation; repressor of autophagy-related genes in nutrient-replete conditions; damage-responsive repressor of PHR1; phosphorylated by the Rad53p-dependent DNA damage checkpoint pathway and by a Rim1p-mediated event during starvation; target of stress-induced hormesis; RPH1 has a paralog ; GIS1 ; that arose from the whole genome duplication""",Verified ORF
3301,5,524625,0.0614054269078034,0.0607059356331818,0.312459188309416,YER169W,RPH1,SGDID:S000000971,CDS,CDS,"""JmjC domain-containing histone demethylase; targets tri- and dimethylated H3K36; associates with actively transcribed regions and promotes elongation; repressor of autophagy-related genes in nutrient-replete conditions; damage-responsive repressor of PHR1; phosphorylated by the Rad53p-dependent DNA damage checkpoint pathway and by a Rim1p-mediated event during starvation; target of stress-induced hormesis; RPH1 has a paralog ; GIS1 ; that arose from the whole genome duplication""",Verified ORF
3302,5,525863,0.0334912614515074,0.0608252615472737,0.582246348941606,YER170W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3303,5,526004,0.0293356272055235,0.0607646241866281,0.629554923626384,YER170W,ADK2,SGDID:S000000972,CDS,CDS,"""Mitochondrial adenylate kinase; catalyzes the reversible synthesis of GTP and AMP from GDP and ADP; may serve as a back-up for synthesizing GTP or ADP depending on metabolic conditions; 3' sequence of ADK2 varies with strain background""",Verified ORF
3304,5,526007,0.0159048335189104,0.0607604575440633,0.793656914502366,YER170W,ADK2,SGDID:S000000972,CDS,CDS,"""Mitochondrial adenylate kinase; catalyzes the reversible synthesis of GTP and AMP from GDP and ADP; may serve as a back-up for synthesizing GTP or ADP depending on metabolic conditions; 3' sequence of ADK2 varies with strain background""",Verified ORF
3305,5,529382,0.0157179025817597,0.0609023484877995,0.796492720807709,YER171W,RAD3,SGDID:S000000973,CDS,CDS,"""5' to 3' DNA helicase; involved in nucleotide excision repair and transcription; subunit of RNA polII initiation factor TFIIH and of Nucleotide Excision Repair Factor 3 (NEF3); homolog of human XPD protein; mutant has aneuploidy tolerance; protein abundance increases in response to DNA replication stress""",Verified ORF
3307,5,532205,0.0113589988638226,0.0609639205131824,0.852298264386374,YER172C,BRR2,SGDID:S000000974,CDS,CDS,"""RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD""",Verified ORF
3308,5,532256,0.0077110519889177,0.0605401281653305,0.898719353732559,YER172C,BRR2,SGDID:S000000974,CDS,CDS,"""RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD""",Verified ORF
3309,5,533988,-0.0019703852218839,0.0606221579912658,0.974089513971505,YER172C,BRR2,SGDID:S000000974,CDS,CDS,"""RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD""",Verified ORF
3310,5,535074,0.0125577252291564,0.0607001027526754,0.836221726420134,YER172C,BRR2,SGDID:S000000974,CDS,CDS,"""RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD""",Verified ORF
3311,5,537503,0.0186232819814156,0.0607149240954913,0.759227320432344,YER173W,RAD24,SGDID:S000000975,CDS,CDS,"""Checkpoint protein; involved in the activation of the DNA damage and meiotic pachytene checkpoints; subunit of a clamp loader that loads Rad17p-Mec3p-Ddc1p onto DNA; homolog of human and S. pombe Rad17 protein""",Verified ORF
3312,5,538956,0.0466380294960443,0.060888608705107,0.444214010067586,YER174C,GRX4,SGDID:S000000976,CDS,CDS,"""Glutathione-dependent oxidoreductase and glutathione S-transferase; hydroperoxide/superoxide-radical responsive monothiol glutaredoxin subfamily member with Grx3p and Grx5p; protects cells from oxidative damage with GRX3 and GRX5; with Grx3p ; promotes dissociation of Aft1p from iron regulon gene promoters and subsequent nuclear export in iron-replete conditions ; regulating iron homeostasis; involved with Grx3p in Sir2p deglutathionylation ; restoring deacetylase activity after disulfide stress""",Verified ORF
3313,5,540169,0.0350727880490239,0.060523228902985,0.562626196603639,YER175C,TMT1,SGDID:S000000977,CDS,CDS,"""Trans-aconitate methyltransferase; cytosolic enzyme that catalyzes the methyl esterification of 3-isopropylmalate ; an intermediate of the leucine biosynthetic pathway ; and trans-aconitate ; which inhibits the citric acid cycle""",Verified ORF
3315,5,540682,0.0443134463490338,0.0611175975567419,0.46890037050365,YER175W-A,YER175W-A,SGDID:S000028625,CDS,CDS,"""Putative protein of unknown function; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Uncharacterized ORF
3317,5,542346,0.0138751013285459,0.060674793699946,0.819250195347077,YER176W,ECM32,SGDID:S000000978,CDS,CDS,"""DNA dependent ATPase/DNA helicase; helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts with the translation termination factors ; localized to polysomes""",Verified ORF
3318,5,542361,0.0121151337365398,0.0608741187266705,0.84236210923754,YER176W,ECM32,SGDID:S000000978,CDS,CDS,"""DNA dependent ATPase/DNA helicase; helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts with the translation termination factors ; localized to polysomes""",Verified ORF
3319,5,543103,0.0286154114777103,0.0608584789739123,0.638505373631203,YER176W,ECM32,SGDID:S000000978,CDS,CDS,"""DNA dependent ATPase/DNA helicase; helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts with the translation termination factors ; localized to polysomes""",Verified ORF
3321,5,545826,0.0246736668911858,0.0606190371508322,0.684233855274567,YER177W,BMH1,SGDID:S000000979,CDS,CDS,"""14-3-3 protein ; major isoform; controls proteome at post-transcriptional level ; binds proteins and DNA ; involved in regulation of exocytosis ; vesicle transport ; Ras/MAPK and rapamycin-sensitive signaling ; aggresome formation ; spindle position checkpoint; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress; antiapoptotic gene similar to human 14-3-3; BMH1 has a paralog ; BMH2 ; that arose from whole genome duplication""",Verified ORF
3322,5,546667,0.0057920158342085,0.0606785047053462,0.924008260515512,YER178W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3323,5,547620,0.0161247866302414,0.0606271862568423,0.790420457335934,YER178W,PDA1,SGDID:S000000980,CDS,CDS,"""E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex; catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose; PDH complex is concentrated in spots within the mitochondrial matrix ; often near the ERMES complex and near peroxisomes""",Verified ORF
3325,5,548310,0.03070134124523,0.0611103012285926,0.615704885716613,YER178W,PDA1,SGDID:S000000980,Close to 3'-UTR,Close to 3'-UTR,"""E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex; catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose; PDH complex is concentrated in spots within the mitochondrial matrix ; often near the ERMES complex and near peroxisomes""",Verified ORF
3326,5,548459,0.0042625818013423,0.0615542490257302,0.944830480614247,YER179W,DMC1,SGDID:S000000981,CDS,CDS,"""Meiosis-specific recombinase required for double-strand break repair; also required for pairing between homologous chromosomes and for the normal morphogenesis of synaptonemal complex; binds ssDNA and dsDNA ; forms helical filaments; potent inhibitor of the ATPase activity of  Srs2p helicase ; blocking its ssDNA translocating motor activity and inhibiting its antirecombinase activity; stimulated by Rdh54p; homolog of Rad51p and the bacterial RecA protein""",Verified ORF
3327,5,548843,0.0122501341765942,0.060538008272246,0.83975622328998,YER179W_NFR/NDR,,,Promoter,Promoter,,Promoter
3328,5,549055,0.011733904130816,0.0605487894148685,0.846449788283923,YER178W,PDA1,SGDID:S000000980,Close to 3'-UTR,Close to 3'-UTR,"""E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex; catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose; PDH complex is concentrated in spots within the mitochondrial matrix ; often near the ERMES complex and near peroxisomes""",Verified ORF
3329,5,549248,0.0285964172965526,0.0607656224125892,0.638215696968009,YER179W,DMC1,SGDID:S000000981,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific recombinase required for double-strand break repair; also required for pairing between homologous chromosomes and for the normal morphogenesis of synaptonemal complex; binds ssDNA and dsDNA ; forms helical filaments; potent inhibitor of the ATPase activity of  Srs2p helicase ; blocking its ssDNA translocating motor activity and inhibiting its antirecombinase activity; stimulated by Rdh54p; homolog of Rad51p and the bacterial RecA protein""",Verified ORF
3333,5,550708,-0.017735941818426,0.0614783885545129,0.773140491880332,YER180C,ISC10,SGDID:S000000982,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific MAPK inhibitor; binds Smk1p during meiosis I; links APC/C-Ama1 to Smk1p activation; required for sporulation; transcript is induced 7.5 hr after induction of meiosis; Isc10p is ubiquitylated and degraded in an Ama1p-dependent manner upon completion of meiosis II""",Verified ORF
3336,5,551776,0.0105895137217947,0.0606694711436534,0.861537737834622,YER181C,YER181C,SGDID:S000000983,CDS,CDS,"""Mitochondrial protein of unknown function; conserved among S. cerevisiae strains; extensively overlaps a Ty1 LTR; YER181C is not an essential gene""",Verified ORF
3337,5,552218,0.0038907319362834,0.0611214890124289,0.949280399441541,YERCdelta26,YERCdelta26,SGDID:S000006902,Other features,LTR,"""Ty1 LTR""",reverse complement
3338,5,553130,0.0321387501773292,0.0616364309105333,0.602398003524205,YER182W,FMP10,SGDID:S000000984,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
3343,5,555454,0.0489471442666169,0.0608917485153453,0.422031104545873,SUT099,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3344,5,555973,0.0493455136936818,0.0608048488133694,0.41760300098501,SUT099,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3345,5,557406,0.0451880860472046,0.0606416941034944,0.456667640784432,YER184C,TOG1,SGDID:S000000986,CDS,CDS,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3346,5,557772,0.0500538058074979,0.0609770228534657,0.412278075457187,YER184C,TOG1,SGDID:S000000986,CDS,CDS,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3347,5,558324,0.0441993582513751,0.0605631785920121,0.465992910227457,YER184C,TOG1,SGDID:S000000986,CDS,CDS,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3348,5,558514,0.0568384952153354,0.0609015672914605,0.351310960007117,YER184C,TOG1,SGDID:S000000986,CDS,CDS,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3349,5,558549,0.0526959499897949,0.060738785349602,0.386211931755864,YER184C,TOG1,SGDID:S000000986,CDS,CDS,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3350,5,559378,0.0829221822263769,0.0603250588456823,0.170130757396545,YER184C,TOG1,SGDID:S000000986,Close to 3'-UTR,Close to 3'-UTR,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3351,5,560042,0.0497415308016303,0.0607709954486873,0.413619509964638,YER185W,PUG1,SGDID:S000000987,CDS,CDS,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
