SNP,Chr,Pos,Effect,SE,ERG11_ORM2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3949,7,45136,0.0185519459868227,0.122217590420044,0.879435812928107,YGL242C,YGL242C,SGDID:S000003211,CDS,CDS,"""Protein of unknown function; N-terminally propionylated in vivo; deletion mutant is viable""",Verified ORF
3953,7,45565,0.0001135278539815,0.122223513258987,0.999259406168265,YGL241W,KAP114,SGDID:S000003210,CDS,CDS,"""Karyopherin ; responsible for nuclear import of specific proteins; cargoes include Spt15p ; Sua7p ; histones H2A and H2B ; and Nap1p; amino terminus shows similarity to those of other importins ; particularly Cse1p; localization is primarily nuclear; function is regulated by sumoylation; protein abundance increases in response to DNA replication stress""",Verified ORF
3954,7,45777,0.0190712810577607,0.121875467549514,0.875742792511892,YGL241W,KAP114,SGDID:S000003210,CDS,CDS,"""Karyopherin ; responsible for nuclear import of specific proteins; cargoes include Spt15p ; Sua7p ; histones H2A and H2B ; and Nap1p; amino terminus shows similarity to those of other importins ; particularly Cse1p; localization is primarily nuclear; function is regulated by sumoylation; protein abundance increases in response to DNA replication stress""",Verified ORF
3956,7,46298,-0.0285093667719812,0.121720904851431,0.814950633650778,YGL241W,KAP114,SGDID:S000003210,CDS,CDS,"""Karyopherin ; responsible for nuclear import of specific proteins; cargoes include Spt15p ; Sua7p ; histones H2A and H2B ; and Nap1p; amino terminus shows similarity to those of other importins ; particularly Cse1p; localization is primarily nuclear; function is regulated by sumoylation; protein abundance increases in response to DNA replication stress""",Verified ORF
3958,7,47015,-0.0383415924477115,0.122044293956494,0.753584126559634,YGL241W,KAP114,SGDID:S000003210,CDS,CDS,"""Karyopherin ; responsible for nuclear import of specific proteins; cargoes include Spt15p ; Sua7p ; histones H2A and H2B ; and Nap1p; amino terminus shows similarity to those of other importins ; particularly Cse1p; localization is primarily nuclear; function is regulated by sumoylation; protein abundance increases in response to DNA replication stress""",Verified ORF
3959,7,47250,0.0615109576899017,0.122017440580189,0.614494273420572,YGL241W,KAP114,SGDID:S000003210,CDS,CDS,"""Karyopherin ; responsible for nuclear import of specific proteins; cargoes include Spt15p ; Sua7p ; histones H2A and H2B ; and Nap1p; amino terminus shows similarity to those of other importins ; particularly Cse1p; localization is primarily nuclear; function is regulated by sumoylation; protein abundance increases in response to DNA replication stress""",Verified ORF
3960,7,47587,0.0164200017906384,0.122922767954128,0.89381095834606,YGL241W,KAP114,SGDID:S000003210,CDS,CDS,"""Karyopherin ; responsible for nuclear import of specific proteins; cargoes include Spt15p ; Sua7p ; histones H2A and H2B ; and Nap1p; amino terminus shows similarity to those of other importins ; particularly Cse1p; localization is primarily nuclear; function is regulated by sumoylation; protein abundance increases in response to DNA replication stress""",Verified ORF
3961,7,48435,-0.114158005514601,0.121733909417685,0.349005481489852,YGL241W,KAP114,SGDID:S000003210,CDS,CDS,"""Karyopherin ; responsible for nuclear import of specific proteins; cargoes include Spt15p ; Sua7p ; histones H2A and H2B ; and Nap1p; amino terminus shows similarity to those of other importins ; particularly Cse1p; localization is primarily nuclear; function is regulated by sumoylation; protein abundance increases in response to DNA replication stress""",Verified ORF
3967,7,49339,-0.131339684513051,0.122544047818484,0.284553162134496,YGL240W,DOC1,SGDID:S000003209,CDS,CDS,"""Processivity factor; required for the ubiquitination activity of the anaphase promoting complex (APC) ; mediates the activity of the APC by contributing to substrate recognition; involved in cyclin proteolysis; contains a conserved DOC1 homology domain""",Verified ORF
3968,7,50874,-0.0700834462862456,0.122869266023308,0.56877583166973,YGL238W,CSE1,SGDID:S000003207,CDS,CDS,"""Nuclear envelope protein that acts as a recycling factor; mediates the nuclear export of Srp1p (importin alpha) back to the cytoplasm after its import substrates have been released into the nucleoplasm ; thereby allowing the participation of Srp1p in multiple rounds of nuclear import; required for accurate chromosome segregation; homolog of metazoan CAS and human CSE1L ; overexpression of which is implicated in cancer progression""",Verified ORF
3971,7,53407,-0.10099104840036,0.123016631695463,0.412226286920472,YGL237C,HAP2,SGDID:S000003206,CDS,CDS,"""Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex; complex is heme-activated and glucose-repressed; complex is a transcriptional activator and global regulator of respiratory gene expression; contains sequences sufficient for both complex assembly and DNA binding; respiratory defect of the null mutant is functionally complemented by human NFYA""",Verified ORF
3972,7,53416,-0.122566184873472,0.121536305478446,0.313917800081877,YGL237C,HAP2,SGDID:S000003206,CDS,CDS,"""Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex; complex is heme-activated and glucose-repressed; complex is a transcriptional activator and global regulator of respiratory gene expression; contains sequences sufficient for both complex assembly and DNA binding; respiratory defect of the null mutant is functionally complemented by human NFYA""",Verified ORF
3973,7,53455,-0.104523355790865,0.12316299470059,0.396646311585759,YGL237C,HAP2,SGDID:S000003206,CDS,CDS,"""Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex; complex is heme-activated and glucose-repressed; complex is a transcriptional activator and global regulator of respiratory gene expression; contains sequences sufficient for both complex assembly and DNA binding; respiratory defect of the null mutant is functionally complemented by human NFYA""",Verified ORF
3974,7,53544,-0.100344137678692,0.122803890330993,0.414417386142467,YGL237C,HAP2,SGDID:S000003206,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex; complex is heme-activated and glucose-repressed; complex is a transcriptional activator and global regulator of respiratory gene expression; contains sequences sufficient for both complex assembly and DNA binding; respiratory defect of the null mutant is functionally complemented by human NFYA""",Verified ORF
3975,7,53637,-0.125228616869305,0.122573942829217,0.307642568097642,YGL237C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3976,7,53662,-0.122645790127365,0.121532252466278,0.313587942051077,YGL237C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3977,7,53700,-0.125899672215754,0.121526652261974,0.300918744501242,YGL237C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3978,7,53702,-0.122079024239225,0.122050679159334,0.317883273004935,YGL237C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3979,7,54897,-0.147071928770175,0.121972587129623,0.228710474486123,YGL236C,MTO1,SGDID:S000003205,CDS,CDS,"""Mitochondrial protein; forms heterodimer complex with Mss1p that performs 5-carboxymethylaminomethyl modification of the wobble uridine base in mitochondrial tRNAs; required for respiration in paromomycin-resistant 15S rRNA mutants; human homolog MTO1 can complement yeast null mutant""",Verified ORF
3980,7,55912,-0.144673049908289,0.121634287131824,0.235077739897687,YGL236C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3983,7,61773,-0.157292770939798,0.122988086852961,0.20176291187372,YGL233W,SEC15,SGDID:S000003202,CDS,CDS,"""Essential 113 kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis prior to SNARE-mediated fusion; interacts with and functions as a downstream effector of active ; GTP-bound Sec4p ; a Rab family GTPase""",Verified ORF
3984,7,62689,-0.14320113582811,0.123944484802075,0.24872237245574,YGL233W,SEC15,SGDID:S000003202,Close to 3'-UTR,Close to 3'-UTR,"""Essential 113 kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis prior to SNARE-mediated fusion; interacts with and functions as a downstream effector of active ; GTP-bound Sec4p ; a Rab family GTPase""",Verified ORF
3985,7,64143,-0.0940007654676155,0.121776961580855,0.440684612030406,SUT110,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3986,7,65725,-0.0955054714695581,0.122289457936619,0.435338399104447,YGL229C,SAP4,SGDID:S000003198,CDS,CDS,"""Protein required for function of the Sit4p protein phosphatase; member of a family of similar proteins that form complexes with Sit4p ; including Sap155p ; Sap185p ; and Sap190p; SAP4 has a paralog ; SAP155 ; that arose from the whole genome duplication""",Verified ORF
3987,7,66075,-0.107482444480481,0.121774175353533,0.378032858774696,YGL229C,SAP4,SGDID:S000003198,CDS,CDS,"""Protein required for function of the Sit4p protein phosphatase; member of a family of similar proteins that form complexes with Sit4p ; including Sap155p ; Sap185p ; and Sap190p; SAP4 has a paralog ; SAP155 ; that arose from the whole genome duplication""",Verified ORF
3988,7,66339,-0.0878803975667663,0.121805267176593,0.471090149065204,YGL229C,SAP4,SGDID:S000003198,CDS,CDS,"""Protein required for function of the Sit4p protein phosphatase; member of a family of similar proteins that form complexes with Sit4p ; including Sap155p ; Sap185p ; and Sap190p; SAP4 has a paralog ; SAP155 ; that arose from the whole genome duplication""",Verified ORF
3989,7,66563,-0.0980568931176502,0.121606956205038,0.420588109760972,YGL229C,SAP4,SGDID:S000003198,CDS,CDS,"""Protein required for function of the Sit4p protein phosphatase; member of a family of similar proteins that form complexes with Sit4p ; including Sap155p ; Sap185p ; and Sap190p; SAP4 has a paralog ; SAP155 ; that arose from the whole genome duplication""",Verified ORF
3990,7,66622,-0.097819028562119,0.12177420204006,0.422352285051182,YGL229C,SAP4,SGDID:S000003198,CDS,CDS,"""Protein required for function of the Sit4p protein phosphatase; member of a family of similar proteins that form complexes with Sit4p ; including Sap155p ; Sap185p ; and Sap190p; SAP4 has a paralog ; SAP155 ; that arose from the whole genome duplication""",Verified ORF
3993,7,68261,-0.0896249113944203,0.121801666190759,0.462324847772573,YGL228W,SHE10,SGDID:S000003197,CDS,CDS,"""Protein involved in outer spore wall assembly; likely involved directly in dityrosine layer assembly; putative GPI-anchored protein; overexpression causes growth arrest;; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; SHE10 has a paralog ; OSW7/YFR039C ; that arose from the whole genome duplication; paralogs are redundant for spore wall dityrosine assembly""",Verified ORF
3994,7,68513,-0.099841670317368,0.121809894466273,0.412967835525408,YGL228W,SHE10,SGDID:S000003197,CDS,CDS,"""Protein involved in outer spore wall assembly; likely involved directly in dityrosine layer assembly; putative GPI-anchored protein; overexpression causes growth arrest;; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; SHE10 has a paralog ; OSW7/YFR039C ; that arose from the whole genome duplication; paralogs are redundant for spore wall dityrosine assembly""",Verified ORF
3999,7,70413,-0.0893469918623836,0.12181568839277,0.463764450800084,YGL227W,VID30,SGDID:S000003196,CDS,CDS,"""Central component of GID Complex ; involved in FBPase degradation; interacts strongly with Gid8p to serve as a scaffold for other GID Complex subunits; contains SPRY domain and 3 domains that are also found in Gid8p - LisH ; CTLH ; and CRA; required for association of Vid vesicles and actin patches in vacuole import and degradation pathway; shifts the balance of nitrogen metabolism toward glutamate production; localizes to the nucleus and the cytoplasm""",Verified ORF
4002,7,74414,-0.104327029316614,0.122028632365715,0.393164817862962,SUT111_NFR/NDR,,,Promoter,Promoter,,Promoter
4003,7,80505,-0.089384962163037,0.121786806801107,0.46346873246141,YGL223C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4008,7,83968,-0.0959927410563623,0.12194281056626,0.431696066935679,YGL219C,MDM34,SGDID:S000003187,CDS,CDS,"""Mitochondrial component of the ERMES complex; links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; required for mitophagy; ERMES complex is often co-localized with peroxisomes and with concentrated areas of pyruvate dehydrogenase""",Verified ORF
4010,7,87147,-0.0954790166778415,0.121943953107707,0.434166991063678,YGL216W,KIP3,SGDID:S000003184,CDS,CDS,"""Kinesin-related antiparallel sliding motor protein; involved in mitotic spindle positioning; sliding activity promotes bipolar spindle assembly and maintenance of genome stability; inhibits spindle elongation ; destabilizing late anaphase spindle microtubules that polymerize beyond the midzone""",Verified ORF
4012,7,87833,-0.11168203174366,0.121904958153937,0.360218800975911,YGL216W,KIP3,SGDID:S000003184,Close to 3'-UTR,Close to 3'-UTR,"""Kinesin-related antiparallel sliding motor protein; involved in mitotic spindle positioning; sliding activity promotes bipolar spindle assembly and maintenance of genome stability; inhibits spindle elongation ; destabilizing late anaphase spindle microtubules that polymerize beyond the midzone""",Verified ORF
4013,7,87999,-0.112911048883533,0.122251323356923,0.356326658796248,YGL215W,CLG1,SGDID:S000003183,CDS,CDS,"""Cyclin-like protein that interacts with Pho85p; has sequence similarity to G1 cyclins PCL1 and PCL2""",Verified ORF
4014,7,88913,-0.113295584136727,0.122090165836272,0.354059006268113,YGL215W,CLG1,SGDID:S000003183,CDS,CDS,"""Cyclin-like protein that interacts with Pho85p; has sequence similarity to G1 cyclins PCL1 and PCL2""",Verified ORF
4016,7,90591,-0.119006835706916,0.122231052229164,0.330910976363632,YGL213C,SKI8,SGDID:S000003181,CDS,CDS,"""Ski complex component and WD-repeat protein; mediates 3'-5' RNA degradation by the cytoplasmic exosome; also required for meiotic double-strand break recombination; null mutants have superkiller phenotype""",Verified ORF
4017,7,92844,-0.0839304808990571,0.121843890987307,0.491378841476511,YGL211W,NCS6,SGDID:S000003179,CDS,CDS,"""Protein required for uridine thiolation of Gln ; Lys ; and Glu tRNAs; required for the thiolation of uridine at the wobble position of Gln ; Lys ; and Glu tRNAs; has a role in urmylation and in invasive and pseudohyphal growth; inhibits replication of Brome mosaic virus in S. cerevisiae""",Verified ORF
4018,7,98223,-0.0453179499283718,0.124256758992791,0.71554467835909,YGL208W,SIP2,SGDID:S000003176,CDS,CDS,"""One of three alternate beta subunits of the Snf1 kinase complex; involved in the response to glucose starvation; null mutants exhibit accelerated aging; N-myristoylprotein localized to the cytoplasm and the plasma membrane; SIP2 has a paralog ; GAL83 ; that arose from the whole genome duplication""",Verified ORF
