SNP,Chr,Pos,Effect,SE,HNM1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2092,4,590885,-0.129180674555998,0.0531956541855547,0.0156642678867973,YDR072C,IPT1,SGDID:S000002479,CDS,CDS,"""Inositolphosphotransferase; involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C) ; the most abundant sphingolipid; can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin""",Verified ORF
2093,4,590984,-0.126309641612042,0.0524733579164843,0.0165916634832332,YDR072C,IPT1,SGDID:S000002479,CDS,CDS,"""Inositolphosphotransferase; involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C) ; the most abundant sphingolipid; can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin""",Verified ORF
2094,4,591356,-0.119929536202915,0.0532414459376707,0.0249006578773742,YDR072C,IPT1,SGDID:S000002479,Close to 3'-UTR,Close to 3'-UTR,"""Inositolphosphotransferase; involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C) ; the most abundant sphingolipid; can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin""",Verified ORF
2095,4,591435,-0.126953355374485,0.0526494238527786,0.0164059711081518,YDR072C,IPT1,SGDID:S000002479,Close to 3'-UTR,Close to 3'-UTR,"""Inositolphosphotransferase; involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C) ; the most abundant sphingolipid; can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin""",Verified ORF
2097,4,591983,-0.137083332020452,0.0526379175951311,0.0095960007644801,YDR072C,IPT1,SGDID:S000002479,Close to 3'-UTR,Close to 3'-UTR,"""Inositolphosphotransferase; involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C) ; the most abundant sphingolipid; can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin""",Verified ORF
2100,4,592839,-0.157835463424193,0.053367870270019,0.0033103637484613,YDR073W,SNF11,SGDID:S000002480,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; interacts with a highly conserved 40-residue sequence of Snf2p; relocates to the cytosol under hypoxic conditions""",Verified ORF
2108,4,593676,-0.174676663456104,0.0523346610902624,0.0009347775001751,YDR074W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2109,4,594369,-0.160874558502436,0.0520476582090784,0.0021540460849121,YDR074W,TPS2,SGDID:S000002481,CDS,CDS,"""Phosphatase subunit of the trehalose-6-P synthase/phosphatase complex; involved in the synthesis of storage carbohydrate trehalose; positive regulator of autophagy involved in the dephosphorylation of Rim15p leading to ATG8 induction; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; protein abundance increases in response to DNA replication stress""",Verified ORF
2110,4,597710,-0.132791177297664,0.0525423372492873,0.0119296933217504,YDR075W,PPH3,SGDID:S000002482,CDS,CDS,"""Catalytic subunit of protein phosphatase PP4 complex; Pph3p and Psy2p form active complex ; Psy4p may provide substrate specificity; regulates recovery from the DNA damage checkpoint ; the gene conversion- and single-strand annealing-mediated pathways of meiotic double-strand break repair and efficient Non-Homologous End-Joining (NHEJ) pathway; involved in activation of Gln3p to alleviate nitrogen catabolite repression; Pph3p and Psy2p localize to foci on meiotic chromosomes""",Verified ORF
2111,4,598800,-0.13584286470675,0.0524640231871543,0.0100162789814756,YDR076W,RAD55,SGDID:S000002483,CDS,CDS,"""Protein that stimulates strand exchange; stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; forms heterodimer with Rad57p""",Verified ORF
2112,4,600513,-0.0538591425857675,0.0527754615593767,0.308174259527863,YDR077W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2113,4,604043,-0.0619959284616123,0.0525999044369582,0.239338621870908,YDR080W,VPS41,SGDID:S000002487,CDS,CDS,"""Subunit of the HOPS endocytic tethering complex; vacuole membrane protein that functions as a Rab GTPase effector ; interacting specifically with the GTP-bound conformation of Ypt7p ; facilitating tethering ; docking and promoting membrane fusion events at the late endosome and vacuole; required for both membrane and protein trafficking; Yck3p-mediated phosphorylation regulates the organization of vacuolar fusion sites""",Verified ORF
2114,4,605641,-0.0667530338927769,0.0533042544847001,0.211288826387757,YDR080W,VPS41,SGDID:S000002487,CDS,CDS,"""Subunit of the HOPS endocytic tethering complex; vacuole membrane protein that functions as a Rab GTPase effector ; interacting specifically with the GTP-bound conformation of Ypt7p ; facilitating tethering ; docking and promoting membrane fusion events at the late endosome and vacuole; required for both membrane and protein trafficking; Yck3p-mediated phosphorylation regulates the organization of vacuolar fusion sites""",Verified ORF
2115,4,605918,-0.0603540954705934,0.053166848108477,0.257068889591205,YDR080W,VPS41,SGDID:S000002487,CDS,CDS,"""Subunit of the HOPS endocytic tethering complex; vacuole membrane protein that functions as a Rab GTPase effector ; interacting specifically with the GTP-bound conformation of Ypt7p ; facilitating tethering ; docking and promoting membrane fusion events at the late endosome and vacuole; required for both membrane and protein trafficking; Yck3p-mediated phosphorylation regulates the organization of vacuolar fusion sites""",Verified ORF
2117,4,608349,-0.0747127303248148,0.0528103807208575,0.158027480931038,YDR081C,PDC2,SGDID:S000002488,CDS,CDS,"""Transcription factor for thiamine-regulated genes; required for expression of the two isoforms of pyruvate decarboxylase (PDC1 and PDC5) along with thiamine biosynthetic genes; binds a DNA sequence in the PDC5 promoter; mutant fails to grow on 2% glucose and thus is scored as inviable under standard conditions""",Verified ORF
2118,4,608355,-0.0782790660926469,0.0526811715839912,0.138197533850761,YDR081C,PDC2,SGDID:S000002488,CDS,CDS,"""Transcription factor for thiamine-regulated genes; required for expression of the two isoforms of pyruvate decarboxylase (PDC1 and PDC5) along with thiamine biosynthetic genes; binds a DNA sequence in the PDC5 promoter; mutant fails to grow on 2% glucose and thus is scored as inviable under standard conditions""",Verified ORF
2119,4,609905,-0.0794855783967485,0.052769787705814,0.132892037659792,YDR081C,PDC2,SGDID:S000002488,CDS,CDS,"""Transcription factor for thiamine-regulated genes; required for expression of the two isoforms of pyruvate decarboxylase (PDC1 and PDC5) along with thiamine biosynthetic genes; binds a DNA sequence in the PDC5 promoter; mutant fails to grow on 2% glucose and thus is scored as inviable under standard conditions""",Verified ORF
2120,4,610797,-0.0864962344214921,0.0527194066501048,0.101752345963239,YDR082W,STN1,SGDID:S000002489,CDS,CDS,"""Telomere end-binding and capping protein; plays a key role with Pol12p in linking telomerase action with completion of lagging strand synthesis ; and in a regulatory step required for telomere capping; similar to human Stn1""",Verified ORF
2121,4,611309,-0.0852812342305633,0.0528606830725153,0.107568411837064,YDR082W,STN1,SGDID:S000002489,CDS,CDS,"""Telomere end-binding and capping protein; plays a key role with Pol12p in linking telomerase action with completion of lagging strand synthesis ; and in a regulatory step required for telomere capping; similar to human Stn1""",Verified ORF
2122,4,613791,-0.0875907774944376,0.0528157485577727,0.0981206599415198,YDR084C,TVP23,SGDID:S000002491,CDS,CDS,"""Integral membrane protein; localized to late Golgi vesicles along with the v-SNARE Tlg2p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
2123,4,614738,-0.0800791446042869,0.0529004309870782,0.130978708572062,SUT057,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
2124,4,618428,-0.0863498427750934,0.0530651497308483,0.104577933811771,YDR087C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2125,4,619541,-0.0972433819170413,0.0528760417265523,0.0667428521019294,YDR088C,SLU7,SGDID:S000002495,CDS,CDS,"""RNA splicing factor; required for ATP-independent portion of 2nd catalytic step of spliceosomal RNA splicing; interacts with Prp18p; contains zinc knuckle domain""",Verified ORF
2126,4,620206,-0.0923517388193582,0.0532366489622755,0.0836597504327828,YDR088C,SLU7,SGDID:S000002495,Close to 3'-UTR,Close to 3'-UTR,"""RNA splicing factor; required for ATP-independent portion of 2nd catalytic step of spliceosomal RNA splicing; interacts with Prp18p; contains zinc knuckle domain""",Verified ORF
2127,4,620786,-0.103328886587238,0.0538174162217694,0.0556647994610679,D:620042-622111,,,Intergenic region,Intergenic region,between YNCD0013C and YDR089W,Intergenic region
2128,4,621613,-0.103556809643504,0.0537005921453038,0.0546057063078764,SUT473_NFR/NDR,,,Promoter,Promoter,,Promoter
2132,4,622259,-0.0938734453386487,0.0534359653956505,0.0798280193317387,YDR089W,VTC5,SGDID:S000002496,CDS,CDS,"""Novel subunit of the vacuolar transporter chaperone complex; vacuolar transmembrane protein that regulates biosynthesis of polyphosphate; deletion reduces and overexpression increases polyP accumulation; SPX domain (Syg1 ; Pho81 ; Xpr1)-containing protein involved in phosphate homeostasis; relocalizes from vacuole to cytoplasm upon DNA replication stress""",Verified ORF
2133,4,622563,-0.0315836297946039,0.0526635181702504,0.549074257694117,YDR089W,VTC5,SGDID:S000002496,CDS,CDS,"""Novel subunit of the vacuolar transporter chaperone complex; vacuolar transmembrane protein that regulates biosynthesis of polyphosphate; deletion reduces and overexpression increases polyP accumulation; SPX domain (Syg1 ; Pho81 ; Xpr1)-containing protein involved in phosphate homeostasis; relocalizes from vacuole to cytoplasm upon DNA replication stress""",Verified ORF
2134,4,623642,-0.0267800345427877,0.0529101582593581,0.613073160027622,YDR089W,VTC5,SGDID:S000002496,CDS,CDS,"""Novel subunit of the vacuolar transporter chaperone complex; vacuolar transmembrane protein that regulates biosynthesis of polyphosphate; deletion reduces and overexpression increases polyP accumulation; SPX domain (Syg1 ; Pho81 ; Xpr1)-containing protein involved in phosphate homeostasis; relocalizes from vacuole to cytoplasm upon DNA replication stress""",Verified ORF
2135,4,624555,-0.0186793753330993,0.0528439068192132,0.72393805332714,YDR089W,VTC5,SGDID:S000002496,CDS,CDS,"""Novel subunit of the vacuolar transporter chaperone complex; vacuolar transmembrane protein that regulates biosynthesis of polyphosphate; deletion reduces and overexpression increases polyP accumulation; SPX domain (Syg1 ; Pho81 ; Xpr1)-containing protein involved in phosphate homeostasis; relocalizes from vacuole to cytoplasm upon DNA replication stress""",Verified ORF
2138,4,629973,-0.0181775239596461,0.0529200869441705,0.73143430292991,YDR092W,UBC13,SGDID:S000002499,Close to 3'-UTR,Close to 3'-UTR,"""E2 ubiquitin-conjugating enzyme; involved in the error-free DNA postreplication repair pathway; interacts with Mms2p to assemble ubiquitin chains at the Ub Lys-63 residue; DNA damage triggers redistribution from the cytoplasm to the nucleus""",Verified ORF
2140,4,631409,-0.0684541753599914,0.0530432297166951,0.197709404977829,YDR093W,DNF2,SGDID:S000002500,CDS,CDS,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF2 has a paralog ; DNF1 ; that arose from the whole genome duplication""",Verified ORF
2141,4,636237,-0.0727731967503366,0.0530308147095557,0.170847217714038,YDR095C,YDR095C,SGDID:S000002502,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
2142,4,636347,-0.0945516960936827,0.0529152812344557,0.0748196281485314,YDR095C,YDR095C,SGDID:S000002502,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
2143,4,636391,-0.0906208579910434,0.0532021628496819,0.0893864173891548,YDR095C,YDR095C,SGDID:S000002502,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
2144,4,636810,-0.107366104489279,0.0528900509975823,0.0431073939781789,YDR093W,DNF2,SGDID:S000002500,Close to 3'-UTR,Close to 3'-UTR,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF2 has a paralog ; DNF1 ; that arose from the whole genome duplication""",Verified ORF
2145,4,636879,-0.0896633704794133,0.0530106081959006,0.0916385811335072,YDR093W,DNF2,SGDID:S000002500,Close to 3'-UTR,Close to 3'-UTR,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF2 has a paralog ; DNF1 ; that arose from the whole genome duplication""",Verified ORF
2147,4,638340,-0.101167205107046,0.0533632082930797,0.0587999347175348,YDR096W,GIS1,SGDID:S000002503,CDS,CDS,"""Histone demethylase and transcription factor; regulates genes during nutrient limitation; activity modulated by proteasome-mediated proteolysis; has JmjC and JmjN domain in N-terminus that interact ; promoting stability and proper transcriptional activity; contains two transactivating domains downstream of Jmj domains and a C-terminal DNA binding domain; relocalizes to the cytosol in response to hypoxia; GIS1 has a paralog ; RPH1 ; that arose from the whole genome duplication""",Verified ORF
2148,4,639037,-0.067628549601124,0.0534880975726927,0.206932746548893,YDR096W,GIS1,SGDID:S000002503,CDS,CDS,"""Histone demethylase and transcription factor; regulates genes during nutrient limitation; activity modulated by proteasome-mediated proteolysis; has JmjC and JmjN domain in N-terminus that interact ; promoting stability and proper transcriptional activity; contains two transactivating domains downstream of Jmj domains and a C-terminal DNA binding domain; relocalizes to the cytosol in response to hypoxia; GIS1 has a paralog ; RPH1 ; that arose from the whole genome duplication""",Verified ORF
