SNP,Chr,Pos,Effect,SE,ERV25_ERG5_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1398,4,13362,-0.0207047294112868,0.0628582301667548,0.742057997573924,YDL245C,HXT15,SGDID:S000002404,Close to 3'-UTR,Close to 3'-UTR,"""Putative transmembrane polyol transporter; supports growth on and uptake of mannitol ; sorbitol and xylitol with moderate affinity when overexpressed in a strain deleted for hexose family members; minor hexose transport activity when overexpressed in a similar strain; similarity to hexose transporters; expression is induced by low levels of glucose and repressed by high levels of glucose""",Verified ORF
1399,4,13533,-0.0016733473211433,0.0622940496225358,0.978584922927455,YDL245C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1400,4,13882,0.0394229703115263,0.0618246970991425,0.524110161297071,YDL245C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1401,4,14176,0.0696445215644849,0.0617250087192727,0.259958168953486,YDL245C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1402,4,15219,0.0441904738994235,0.0617487454700359,0.474680748228668,YDL244W,THI13,SGDID:S000002403,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in synthesis of the thiamine precursor HMP; member of a subtelomeric gene family including THI5 ; THI11 ; THI12 ; and THI13; hydroxymethylpyrimidine is also known as HMP""",Verified ORF
1403,4,15754,0.0733148214842001,0.0616923066382462,0.235476767141756,YDL244W,THI13,SGDID:S000002403,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in synthesis of the thiamine precursor HMP; member of a subtelomeric gene family including THI5 ; THI11 ; THI12 ; and THI13; hydroxymethylpyrimidine is also known as HMP""",Verified ORF
1404,4,16051,0.0702829175222208,0.0616836300021663,0.255304949715953,YDL244W,THI13,SGDID:S000002403,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in synthesis of the thiamine precursor HMP; member of a subtelomeric gene family including THI5 ; THI11 ; THI12 ; and THI13; hydroxymethylpyrimidine is also known as HMP""",Verified ORF
1405,4,16202,0.0507684342043326,0.0617005898348265,0.411166259960961,YDL244W,THI13,SGDID:S000002403,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in synthesis of the thiamine precursor HMP; member of a subtelomeric gene family including THI5 ; THI11 ; THI12 ; and THI13; hydroxymethylpyrimidine is also known as HMP""",Verified ORF
1406,4,16647,0.0417899060819795,0.0616010162033012,0.497964878049634,YDL244W,THI13,SGDID:S000002403,CDS,CDS,"""Protein involved in synthesis of the thiamine precursor HMP; member of a subtelomeric gene family including THI5 ; THI11 ; THI12 ; and THI13; hydroxymethylpyrimidine is also known as HMP""",Verified ORF
1409,4,17795,0.0161070408116316,0.0622846987697537,0.796091905552615,YDL243C,AAD4,SGDID:S000002402,CDS,CDS,"""Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family""",Verified ORF
1412,4,18597,0.0398760094205899,0.061743826903335,0.518809118896008,YDL243C_NFR/NDR,,,Promoter,Promoter,,Promoter
1413,4,18955,0.01565865706987,0.0615064984316488,0.799191573502293,YDL243C,AAD4,SGDID:S000002402,Close to 3'-UTR,Close to 3'-UTR,"""Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family""",Verified ORF
1414,4,19310,0.0451137970049747,0.0617336139253249,0.465397242545359,YDL242W,YDL242W,SGDID:S000002401,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
1415,4,20302,0.0190299652464412,0.0619224509598688,0.758781558517123,YDL242W,YDL242W,SGDID:S000002401,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
1416,4,20874,0.0585028712828704,0.0626886508454902,0.351339587263873,YDL241W,YDL241W,SGDID:S000002400,CDS,CDS,"""Putative protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; YDL241W is not an essential gene""",Uncharacterized ORF
1417,4,21871,0.0353833333467398,0.0618547559950811,0.567659642763378,YDL241W,YDL241W,SGDID:S000002400,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; YDL241W is not an essential gene""",Uncharacterized ORF
1418,4,22141,0.0577535889582224,0.0617067170294069,0.349945552145997,YDL240C-A,YDL240C-A,SGDID:S000007601,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; identified by sequence comparison with hemiascomycetous yeast species""",Dubious ORF
1419,4,22771,0.0396615837437042,0.0628515561885692,0.528425459840076,YDL240C-A,YDL240C-A,SGDID:S000007601,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; identified by sequence comparison with hemiascomycetous yeast species""",Dubious ORF
1421,4,26744,0.0374741518265806,0.0622797665345581,0.547755637336198,YDL239C,ADY3,SGDID:S000002398,CDS,CDS,"""Protein required for spore wall formation; subunit of leading edge protein (LEP) complex (Ssp1-Ady3-Don1-Irc10) that forms ring-like structure at leading edge of prospore membrane during meiosis II; mediates assembly of LEP complex ; formation of ring-like structure via interaction with spindle pole body components ; and prospore membrane maturation; potentially phosphorylated by Cdc28p; ADY3 has a paralog ; CNM67 ; that arose from the whole genome duplication""",Verified ORF
1424,4,28509,0.0346694274958702,0.0616339874392769,0.57412901949746,YDL239C,ADY3,SGDID:S000002398,CDS,CDS,"""Protein required for spore wall formation; subunit of leading edge protein (LEP) complex (Ssp1-Ady3-Don1-Irc10) that forms ring-like structure at leading edge of prospore membrane during meiosis II; mediates assembly of LEP complex ; formation of ring-like structure via interaction with spindle pole body components ; and prospore membrane maturation; potentially phosphorylated by Cdc28p; ADY3 has a paralog ; CNM67 ; that arose from the whole genome duplication""",Verified ORF
1425,4,29308,0.03673960584781,0.0621311979805802,0.55468248635228,YDL238C,GUD1,SGDID:S000002397,CDS,CDS,"""Guanine deaminase; a catabolic enzyme of the guanine salvage pathway producing xanthine and ammonia from guanine; activity is low in exponentially-growing cultures but expression is increased in post-diauxic and stationary-phase cultures""",Verified ORF
1426,4,29835,0.0469385628796442,0.061846769564355,0.448389346853412,YDL238C,GUD1,SGDID:S000002397,CDS,CDS,"""Guanine deaminase; a catabolic enzyme of the guanine salvage pathway producing xanthine and ammonia from guanine; activity is low in exponentially-growing cultures but expression is increased in post-diauxic and stationary-phase cultures""",Verified ORF
1429,4,36857,0.0380066566584534,0.0620021208834519,0.540277924668294,YDL233W,MFG1,SGDID:S000002392,CDS,CDS,"""Regulator of filamentous growth; interacts with FLO11 promoter and regulates FLO11 expression; binds to transcription factors Flo8p and Mss11p; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YDL233W is not an essential gene""",Uncharacterized ORF
1430,4,37106,0.0196980724773185,0.0618568192287709,0.75033477846368,YDL233W,MFG1,SGDID:S000002392,CDS,CDS,"""Regulator of filamentous growth; interacts with FLO11 promoter and regulates FLO11 expression; binds to transcription factors Flo8p and Mss11p; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YDL233W is not an essential gene""",Uncharacterized ORF
1431,4,38160,0.0255709225929677,0.0620449976210964,0.680490546735879,YDL233W,MFG1,SGDID:S000002392,CDS,CDS,"""Regulator of filamentous growth; interacts with FLO11 promoter and regulates FLO11 expression; binds to transcription factors Flo8p and Mss11p; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YDL233W is not an essential gene""",Uncharacterized ORF
1432,4,38200,0.0264920159319136,0.0618673528392836,0.668761771857578,YDL233W,MFG1,SGDID:S000002392,Close to 3'-UTR,Close to 3'-UTR,"""Regulator of filamentous growth; interacts with FLO11 promoter and regulates FLO11 expression; binds to transcription factors Flo8p and Mss11p; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YDL233W is not an essential gene""",Uncharacterized ORF
1433,4,39021,0.0551573998587691,0.0616933459732811,0.371900269344487,YDL231C,BRE4,SGDID:S000002390,CDS,CDS,"""Zinc finger protein containing five transmembrane domains; null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A ; a drug which is known to affect intracellular transport""",Verified ORF
1434,4,40300,0.0636762128061254,0.0616451156230863,0.302335282816671,YDL231C,BRE4,SGDID:S000002390,CDS,CDS,"""Zinc finger protein containing five transmembrane domains; null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A ; a drug which is known to affect intracellular transport""",Verified ORF
1435,4,43687,0.0536602342085466,0.0615954253178136,0.384252111143881,YDL230W,PTP1,SGDID:S000002389,CDS,CDS,"""Phosphotyrosine-specific protein phosphatase; dephosphorylates a broad range of substrates in vivo ; including Fpr3p; localized to the cytoplasm and the mitochondria; proposed to be a negative regulator of filamentation""",Verified ORF
1436,4,43708,0.0650072864441534,0.0619738426854491,0.294920060184833,YDL229W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1439,4,43992,0.0472780132896069,0.0617084455956971,0.444098221935314,YDL229W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1442,4,46913,0.0536815976357687,0.0628292985984272,0.393460697665893,YDL227C,HO,SGDID:S000002386,CDS,CDS,"""Site-specific endonuclease; required for gene conversion at the MAT locus (homothallic switching) through the generation of a ds DNA break; expression restricted to mother cells in late G1 as controlled by Swi4p-Swi6p ; Swi5p ; and Ash1p""",Verified ORF
1443,4,47131,0.0905996743652703,0.0620644252149326,0.145243131633578,YDL227C,HO,SGDID:S000002386,CDS,CDS,"""Site-specific endonuclease; required for gene conversion at the MAT locus (homothallic switching) through the generation of a ds DNA break; expression restricted to mother cells in late G1 as controlled by Swi4p-Swi6p ; Swi5p ; and Ash1p""",Verified ORF
1445,4,48617,0.0870751159726537,0.0617570793974095,0.159431461295829,YDL227C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1446,4,48723,0.0710075784801922,0.0618197578195691,0.251489310309301,YDL227C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1447,4,49408,0.0690469027525632,0.0617510350250711,0.264263415581412,YDL227C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1448,4,49568,0.0609548183171434,0.0619586629320244,0.325888569470378,D:48032-51114,,,Intergenic region,Intergenic region,between YDL227C and YDL226C,Intergenic region
1449,4,49675,0.0868353570562802,0.0616529077016274,0.159876470920497,D:48032-51114,,,Intergenic region,Intergenic region,between YDL227C and YDL226C,Intergenic region
1450,4,51735,0.0726519174142327,0.0617048554119825,0.23982510190195,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1451,4,51775,0.069595210163979,0.061848053592785,0.261242899105662,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1452,4,51793,0.0748036973254528,0.0619072171904514,0.227733218122844,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1453,4,51859,0.0767341887520591,0.0627542353219704,0.222231154317481,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1454,4,52093,0.0605417073890402,0.0618132757965411,0.328038872614323,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
