SNP,Chr,Pos,Effect,SE,ADE17_PGM2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1013,3,111179,-0.148187310315085,0.0686141783093832,0.0314673283925918,YCL002C,YCL002C,SGDID:S000000508,CDS,CDS,"""Putative protein of unknown function; YCL002C is not an essential gene""",Uncharacterized ORF
1016,3,114885,-0.161676459696457,0.068929148983819,0.0195522540962081,ARS308,ARS308,SGDID:S000028485,Other features,Replication,"""Autonomously Replicating Sequence on Chromosome III""",ARS
1017,3,118719,-0.160645681555953,0.0684915274115787,0.0195555079004043,YCR003W,MRPL32,SGDID:S000000596,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit; protein abundance increases in response to DNA replication stress""",Verified ORF
1018,3,119698,-0.183374239607132,0.0688071463815454,0.0080512993132108,YCR004C,YCP4,SGDID:S000000597,CDS,CDS,"""Protein of unknown function; has sequence and structural similarity to flavodoxins; predicted to be palmitoylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
1019,3,120341,-0.180855091440102,0.068658022528911,0.0088063319539402,CUT043_NFR/NDR,,,Promoter,Promoter,,Promoter
1020,3,122628,-0.161733352631126,0.0685499687595415,0.0188509467152872,YCR006C,YCR006C,SGDID:S000000599,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YCR006C is not an essential gene""",Uncharacterized ORF
1021,3,123478,-0.140933798622768,0.0691411285747357,0.042259838138638,tP(AGG)C_NFR/NDR,,,Promoter,Promoter,,Promoter
1022,3,125079,-0.191865145199587,0.0691258369061834,0.0058036366688541,SUT031_NFR/NDR,,,Promoter,Promoter,,Promoter
1023,3,126125,-0.164286602227631,0.0686790558703147,0.0172752015197351,YCR007C,YCR007C,SGDID:S000000600,CDS,CDS,"""Putative integral membrane protein; member of DUP240 gene family; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; YCR007C is not an essential gene""",Uncharacterized ORF
1024,3,126954,-0.172476556903204,0.0678782885336542,0.011482065757592,YCR007C,YCR007C,SGDID:S000000600,Close to 3'-UTR,Close to 3'-UTR,"""Putative integral membrane protein; member of DUP240 gene family; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; YCR007C is not an essential gene""",Uncharacterized ORF
1026,3,131971,-0.204219223027721,0.0673789143938036,0.0026182126112482,CUT044,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
1027,3,134374,-0.148409949432955,0.0669971240305021,0.0273862967833058,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1028,3,135728,-0.146982316212131,0.067756273723931,0.0307283402605127,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1029,3,135857,-0.146022170438781,0.0671385476213538,0.0302981174083106,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1030,3,136159,-0.14830760662882,0.0668592726250977,0.027176705847004,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1031,3,136656,-0.112870725354467,0.067119618945396,0.0935239799894105,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1032,3,136789,-0.101895474178533,0.067104834542923,0.129795554423876,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1034,3,139688,-0.128173629535224,0.067061486049409,0.0567775259408193,YCR014C,POL4,SGDID:S000000607,CDS,CDS,"""DNA polymerase IV; undergoes pair-wise interactions with Dnl4p-Lif1p and Rad27p to mediate repair of DNA double-strand breaks by non-homologous end joining (NHEJ); homologous to mammalian DNA polymerase beta""",Verified ORF
1036,3,143226,-0.121592566282631,0.0679852313569145,0.0745504924680453,YCR016W,YCR016W,SGDID:S000000609,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus and nucleus; predicted to be involved in ribosome biogenesis""",Uncharacterized ORF
1037,3,143428,-0.122510134261911,0.0678780921396818,0.0719493762416404,YCR016W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1039,3,145017,-0.127302076930018,0.0667337865777181,0.0572528232079568,YCR017C,CWH43,SGDID:S000000610,CDS,CDS,"""GPI lipid remodelase; responsible for introducing ceramides into GPI anchors having a C26:0 fatty acid in sn-2 of the glycerol moiety; can also use lyso-GPI protein anchors and various base resistant lipids as substrates; contains 14-16 transmembrane segments and several putative glycosylation and phosphorylation sites; null mutation is synthetically lethal with pkc1 deletion""",Verified ORF
1040,3,145505,-0.128330637618821,0.0667867068433178,0.0554736429568442,YCR017C,CWH43,SGDID:S000000610,CDS,CDS,"""GPI lipid remodelase; responsible for introducing ceramides into GPI anchors having a C26:0 fatty acid in sn-2 of the glycerol moiety; can also use lyso-GPI protein anchors and various base resistant lipids as substrates; contains 14-16 transmembrane segments and several putative glycosylation and phosphorylation sites; null mutation is synthetically lethal with pkc1 deletion""",Verified ORF
1041,3,146875,-0.126531512012771,0.0678316359806008,0.0629581010290947,YCR017C,CWH43,SGDID:S000000610,CDS,CDS,"""GPI lipid remodelase; responsible for introducing ceramides into GPI anchors having a C26:0 fatty acid in sn-2 of the glycerol moiety; can also use lyso-GPI protein anchors and various base resistant lipids as substrates; contains 14-16 transmembrane segments and several putative glycosylation and phosphorylation sites; null mutation is synthetically lethal with pkc1 deletion""",Verified ORF
1042,3,147639,-0.126604660922284,0.0668633843334236,0.0591112324741817,YCR017C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1043,3,147975,-0.131089733077827,0.0678924341694473,0.0543028126724801,XUT_3F-65,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1044,3,147986,-0.128759037642112,0.0675674116280822,0.0575093110052732,XUT_3F-65,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1047,3,149289,-0.135991070394917,0.067075057706992,0.0433677150474394,YCR018C,SRD1,SGDID:S000000611,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in the processing of pre-rRNA to mature rRNA; contains a C2/C2 zinc finger motif; srd1 mutation suppresses defects caused by the rrp1-1 mutation""",Verified ORF
1057,3,152269,-0.130287395629912,0.0669245548074783,0.0523539760140954,YCR018C-A,YCR018C-A,SGDID:S000007230,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; encoded opposite a Ty1 LTR""",Dubious ORF
1059,3,156729,-0.121197385485188,0.0666753274977663,0.0699538088384947,YCR021C,HSP30,SGDID:S000000615,CDS,CDS,"""Negative regulator of the H(+)-ATPase Pma1p; stress-responsive protein; hydrophobic plasma membrane localized; induced by heat shock ; ethanol treatment ; weak organic acid ; glucose limitation ; and entry into stationary phase""",Verified ORF
1060,3,158006,-0.117056144291575,0.0667998819954193,0.0805834785376205,SUT032,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
1061,3,163856,-0.145654493144957,0.0666582799642464,0.0295390329733924,YCR025C,YCR025C,SGDID:S000000620,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains; YCR025C is not an essential gene""",Uncharacterized ORF
1062,3,165283,-0.150305031051699,0.0662111788691216,0.0238047520566567,YCR026C,NPP1,SGDID:S000000621,CDS,CDS,"""Nucleotide pyrophosphatase/phosphodiesterase; mediates extracellular nucleotide phosphate hydrolysis along with Npp2p and Pho5p; activity and expression enhanced during conditions of phosphate starvation; involved in spore wall assembly; NPP1 has a paralog ; NPP2 ; that arose from the whole genome duplication ; and an npp1 npp2 double mutant exhibits reduced dityrosine fluorescence relative to the single mutants""",Verified ORF
1063,3,165304,-0.142224513447819,0.0664139788839105,0.0329191203653532,YCR026C,NPP1,SGDID:S000000621,CDS,CDS,"""Nucleotide pyrophosphatase/phosphodiesterase; mediates extracellular nucleotide phosphate hydrolysis along with Npp2p and Pho5p; activity and expression enhanced during conditions of phosphate starvation; involved in spore wall assembly; NPP1 has a paralog ; NPP2 ; that arose from the whole genome duplication ; and an npp1 npp2 double mutant exhibits reduced dityrosine fluorescence relative to the single mutants""",Verified ORF
1064,3,166390,-0.120460086229942,0.0668434046361161,0.0723789111400158,YCR026C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1066,3,168031,-0.121619533940933,0.0665715998749682,0.0685593572644529,YCR027C,RHB1,SGDID:S000000622,Close to 3'-UTR,Close to 3'-UTR,"""Putative Rheb-related GTPase; involved in regulating canavanine resistance and arginine uptake; member of the Ras superfamily of G-proteins""",Verified ORF
1067,3,170404,-0.122247865423423,0.066584965311642,0.0672033056993381,YCR028C,FEN2,SGDID:S000000623,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane H+-pantothenate symporter; confers sensitivity to the antifungal agent fenpropimorph; relocalizes from vacuole to cytoplasm upon DNA replication stress""",Verified ORF
1068,3,177081,-0.127081555110695,0.0670322689240989,0.0587994822056208,snR65_NFR/NDR,,,Promoter,Promoter,,Promoter
1069,3,177336,-0.117846249821412,0.0676743461755707,0.0824894535097384,YCR030C,SYP1,SGDID:S000000626,Close to 3'-UTR,Close to 3'-UTR,"""Negative regulator of WASP-Arp23 complex; involved in endocytic site formation; directly inhibits Las17p stimulation of Arp23 complex-mediated actin assembly in vitro; may regulate assembly and disassembly of the septin ring; colocalizes and interacts with septin subunits; potential role in actin cytoskeletal organization""",Verified ORF
1071,3,181268,-0.135401995902376,0.0669981736777242,0.0440362545779675,YCR032W,BPH1,SGDID:S000000628,CDS,CDS,"""Protein homologous to Chediak-Higashi syndrome and Beige proteins; both of which are implicated in disease syndromes in human and mouse ; respectively ; due to defective lysosomal trafficking; mutant phenotype and genetic interactions suggest a role in protein sorting""",Verified ORF
1073,3,186935,-0.195465324846752,0.0659599805503321,0.003249163335466,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
1074,3,187346,-0.196885288572989,0.0660974211781219,0.0030948630213507,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
1076,3,188758,-0.207850208692249,0.0658450936800811,0.0017332551918591,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
1077,3,188786,-0.211193315294582,0.065738619241233,0.0014363190570333,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
1078,3,188904,-0.215407024700352,0.0657837974402915,0.0011633774045951,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
1079,3,188979,-0.220779191404572,0.0658078766594478,0.0008801841554177,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
1080,3,189025,-0.210771843314871,0.0658586562647018,0.0014969946089882,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
