SNP,Chr,Pos,Effect,SE,HUG1_PGM2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2195,4,682178,0.0557696148890425,0.0515481153415768,0.280037985590942,YDR114C,YDR114C,SGDID:S000002521,CDS,CDS,"""Putative protein of unknown function; deletion mutant exhibits poor growth at elevated pH and calcium""",Uncharacterized ORF
2196,4,687169,0.056705180434147,0.0515655984891362,0.272224983678195,YDR118W,APC4,SGDID:S000002525,CDS,CDS,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
2197,4,687895,0.0915049404539461,0.0511549574074363,0.0745076849466648,YDR119W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2200,4,689337,0.0814361481628518,0.0510829172978741,0.111787220586828,YDR119W,VBA4,SGDID:S000002526,CDS,CDS,"""Protein of unknown function; proposed role as a basic amino acid permease based on phylogeny; GFP-fusion protein localizes to vacuolar membrane; physical interaction with Atg27p suggests a possible role in autophagy; non-essential gene""",Uncharacterized ORF
2201,4,692323,0.0598808857961773,0.0511934967008294,0.242912038211663,YDR120C,TRM1,SGDID:S000002527,CDS,CDS,"""tRNA methyltransferase; two forms of protein are made by alternative translation starts; localizes to both nucleus and mitochondrion to produce modified base N2,N2-dimethylguanosine in tRNAs in both compartments; nuclear Trm1p is evenly distributed around inner nuclear membrane in WT ; but mislocalizes as puncta near ER-nucleus junctions in spindle pole body (SPB) mutants; both Trm1p inner nuclear membrane targeting and maintenance depend upon SPB""",Verified ORF
2203,4,694335,0.0756834849194356,0.0510039198546174,0.138734177846574,YDR122W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2204,4,694920,0.0593320305569607,0.0509553279321627,0.245051085400694,YDR122W,KIN1,SGDID:S000002529,CDS,CDS,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated unfolded protein response; regulates HAC1 mRNA translocation ; splicing and translation with KIN2 during ER stress; direct phosphorylation of the substrate Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the plasma membrane; activation loop phosphorylation (T302) required for full kinase activity; orthologous to MARK/PAR-1 ; AMP-activated protein kinase (AMPK) family members""",Verified ORF
2205,4,695803,0.0435184808802965,0.0509845440510674,0.393926421271476,YDR122W,KIN1,SGDID:S000002529,CDS,CDS,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated unfolded protein response; regulates HAC1 mRNA translocation ; splicing and translation with KIN2 during ER stress; direct phosphorylation of the substrate Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the plasma membrane; activation loop phosphorylation (T302) required for full kinase activity; orthologous to MARK/PAR-1 ; AMP-activated protein kinase (AMPK) family members""",Verified ORF
2206,4,696549,0.0331734945438984,0.0510602749576076,0.516313192771759,YDR122W,KIN1,SGDID:S000002529,CDS,CDS,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated unfolded protein response; regulates HAC1 mRNA translocation ; splicing and translation with KIN2 during ER stress; direct phosphorylation of the substrate Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the plasma membrane; activation loop phosphorylation (T302) required for full kinase activity; orthologous to MARK/PAR-1 ; AMP-activated protein kinase (AMPK) family members""",Verified ORF
2207,4,696696,0.044924243115425,0.0512218935013107,0.381055102009831,YDR122W,KIN1,SGDID:S000002529,CDS,CDS,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated unfolded protein response; regulates HAC1 mRNA translocation ; splicing and translation with KIN2 during ER stress; direct phosphorylation of the substrate Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the plasma membrane; activation loop phosphorylation (T302) required for full kinase activity; orthologous to MARK/PAR-1 ; AMP-activated protein kinase (AMPK) family members""",Verified ORF
2208,4,697690,0.0592671767915917,0.0508643207562624,0.244724249754517,YDR122W,KIN1,SGDID:S000002529,CDS,CDS,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated unfolded protein response; regulates HAC1 mRNA translocation ; splicing and translation with KIN2 during ER stress; direct phosphorylation of the substrate Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the plasma membrane; activation loop phosphorylation (T302) required for full kinase activity; orthologous to MARK/PAR-1 ; AMP-activated protein kinase (AMPK) family members""",Verified ORF
2209,4,698189,0.0648804365472152,0.0513813476288114,0.207522043049006,YDR122W,KIN1,SGDID:S000002529,Close to 3'-UTR,Close to 3'-UTR,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated unfolded protein response; regulates HAC1 mRNA translocation ; splicing and translation with KIN2 during ER stress; direct phosphorylation of the substrate Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the plasma membrane; activation loop phosphorylation (T302) required for full kinase activity; orthologous to MARK/PAR-1 ; AMP-activated protein kinase (AMPK) family members""",Verified ORF
2210,4,698339,0.0587214428648235,0.0510123794776242,0.25046139317485,YDR122W,KIN1,SGDID:S000002529,Close to 3'-UTR,Close to 3'-UTR,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated unfolded protein response; regulates HAC1 mRNA translocation ; splicing and translation with KIN2 during ER stress; direct phosphorylation of the substrate Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the plasma membrane; activation loop phosphorylation (T302) required for full kinase activity; orthologous to MARK/PAR-1 ; AMP-activated protein kinase (AMPK) family members""",Verified ORF
2211,4,700036,0.0579090495339031,0.0512699389698085,0.25945675682263,YDR123C,INO2,SGDID:S000002530,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor; component of the heteromeric Ino2p/Ino4p basic helix-loop-helix transcription activator that binds inositol/choline-responsive elements (ICREs) ; required for derepression of phospholipid biosynthetic genes in response to inositol depletion; involved in diauxic shift""",Verified ORF
2212,4,700250,0.0355815687988189,0.0514334393738767,0.489518722919979,YDR123C,INO2,SGDID:S000002530,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor; component of the heteromeric Ino2p/Ino4p basic helix-loop-helix transcription activator that binds inositol/choline-responsive elements (ICREs) ; required for derepression of phospholipid biosynthetic genes in response to inositol depletion; involved in diauxic shift""",Verified ORF
2213,4,700621,0.0524927917692606,0.0514816896852999,0.308597506510666,YDR124W,YDR124W,SGDID:S000002531,CDS,CDS,"""Mitochondrial protein of unknown function; null mutant show severe fragmentation of mitochondria; expression is strongly induced by alpha factor; may have role in maintenance of mitochondrial morphology""",Uncharacterized ORF
2214,4,700855,0.0438396544428721,0.0520813876128398,0.400496216308578,YDR124W,YDR124W,SGDID:S000002531,CDS,CDS,"""Mitochondrial protein of unknown function; null mutant show severe fragmentation of mitochondria; expression is strongly induced by alpha factor; may have role in maintenance of mitochondrial morphology""",Uncharacterized ORF
2215,4,703521,0.0299405083450553,0.0522002210276039,0.566623692349189,YDR126W,SWF1,SGDID:S000002533,CDS,CDS,"""Palmitoyltransferase that acts on transmembrane proteins; including the SNAREs Snc1p ; Syn8p ; Tlg1p and likely all SNAREs; contains an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain; may have a role in vacuole fusion""",Verified ORF
2216,4,705139,0.055976842076505,0.0512451458476028,0.275431020550482,YDR127W,ARO1,SGDID:S000002534,CDS,CDS,"""Pentafunctional arom protein; catalyzes steps 2 through 6 in the biosynthesis of chorismate ; which is a precursor to aromatic amino acids""",Verified ORF
2217,4,706032,0.0168222879414575,0.0510694114255843,0.742048376209626,YDR127W,ARO1,SGDID:S000002534,CDS,CDS,"""Pentafunctional arom protein; catalyzes steps 2 through 6 in the biosynthesis of chorismate ; which is a precursor to aromatic amino acids""",Verified ORF
2218,4,707926,0.016626671352299,0.0512978533697385,0.746038983693597,YDR127W,ARO1,SGDID:S000002534,CDS,CDS,"""Pentafunctional arom protein; catalyzes steps 2 through 6 in the biosynthesis of chorismate ; which is a precursor to aromatic amino acids""",Verified ORF
2219,4,708514,0.019124672960531,0.0519583642303399,0.713036518099819,YDR127W,ARO1,SGDID:S000002534,CDS,CDS,"""Pentafunctional arom protein; catalyzes steps 2 through 6 in the biosynthesis of chorismate ; which is a precursor to aromatic amino acids""",Verified ORF
2220,4,709553,0.0263917242033129,0.0511950574928706,0.606517194215126,YDR128W,MTC5,SGDID:S000002535,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Mtc1p ; along with Rtc1p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; relative distribution to the vacuolar membrane decreases upon DNA replication stress""",Verified ORF
2221,4,710109,0.0263917242033129,0.0511950574928706,0.606517194215126,YDR128W,MTC5,SGDID:S000002535,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Mtc1p ; along with Rtc1p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; relative distribution to the vacuolar membrane decreases upon DNA replication stress""",Verified ORF
2222,4,710130,0.0245622996039244,0.051390956036953,0.632981735844189,YDR128W,MTC5,SGDID:S000002535,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Mtc1p ; along with Rtc1p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; relative distribution to the vacuolar membrane decreases upon DNA replication stress""",Verified ORF
2223,4,710388,0.0078526865717446,0.0512064212553959,0.878207097427207,YDR128W,MTC5,SGDID:S000002535,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Mtc1p ; along with Rtc1p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; relative distribution to the vacuolar membrane decreases upon DNA replication stress""",Verified ORF
2224,4,711314,0.0273619573023502,0.0515829115108121,0.596136152872177,YDR128W,MTC5,SGDID:S000002535,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Mtc1p ; along with Rtc1p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; relative distribution to the vacuolar membrane decreases upon DNA replication stress""",Verified ORF
2225,4,712914,0.0277033848693117,0.0512452669292286,0.589121648951312,YDR128W,MTC5,SGDID:S000002535,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Mtc1p ; along with Rtc1p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; relative distribution to the vacuolar membrane decreases upon DNA replication stress""",Verified ORF
2226,4,712924,0.0328470655458764,0.0511844762286587,0.521459261323889,YDR128W,MTC5,SGDID:S000002535,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Mtc1p ; along with Rtc1p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; relative distribution to the vacuolar membrane decreases upon DNA replication stress""",Verified ORF
2227,4,713335,0.0329396405951443,0.0512364892350859,0.520710130479039,YDR128W,MTC5,SGDID:S000002535,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Mtc1p ; along with Rtc1p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; relative distribution to the vacuolar membrane decreases upon DNA replication stress""",Verified ORF
2228,4,713520,0.0350304548027822,0.0511374207638772,0.493777167753385,YDR129C,SAC6,SGDID:S000002536,CDS,CDS,"""Fimbrin ; actin-bundling protein; cooperates with Scp1p in organization and maintenance of the actin cytoskeleton; phosphorylated by Cdc28p/Clb2p in metaphase on T103 ; to regulate conformation ; and modulate actin filament binding affinity and actin cable dynamics; relocalizes from the plasma membrane to the cytoplasm upon DNA replication stress; human homologs PLS3 and LCP1 implicated in spinocerebellar ataxia type 2 (SCA2) can each complement yeast null mutant""",Verified ORF
