SNP,Chr,Pos,Effect,SE,ERV25_RBD2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2544,4,1171385,-0.151444471871412,0.0705070430389113,0.0323991694447837,YDR348C,PAL1,SGDID:S000002756,CDS,CDS,"""Protein of unknown function thought to be involved in endocytosis; physically interacts with Ede1p and is found at endocytic sites at cell periphery during early stages of endocytosis; green fluorescent protein (GFP)-fusion protein localizes to bud neck; potential Cdc28p substrate; similar to S. pombe Pal1 protein; relocalizes from bud neck to cytoplasm upon DNA replication stress; PAL1 has a paralog ; YHR097C ; that arose from the whole genome duplication""",Verified ORF
2545,4,1171794,-0.157710792700177,0.0710190478700473,0.0270067331283025,YDR348C,PAL1,SGDID:S000002756,CDS,CDS,"""Protein of unknown function thought to be involved in endocytosis; physically interacts with Ede1p and is found at endocytic sites at cell periphery during early stages of endocytosis; green fluorescent protein (GFP)-fusion protein localizes to bud neck; potential Cdc28p substrate; similar to S. pombe Pal1 protein; relocalizes from bud neck to cytoplasm upon DNA replication stress; PAL1 has a paralog ; YHR097C ; that arose from the whole genome duplication""",Verified ORF
2546,4,1171863,-0.142119373851654,0.0706159092791954,0.0449190458916334,YDR348C,PAL1,SGDID:S000002756,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function thought to be involved in endocytosis; physically interacts with Ede1p and is found at endocytic sites at cell periphery during early stages of endocytosis; green fluorescent protein (GFP)-fusion protein localizes to bud neck; potential Cdc28p substrate; similar to S. pombe Pal1 protein; relocalizes from bud neck to cytoplasm upon DNA replication stress; PAL1 has a paralog ; YHR097C ; that arose from the whole genome duplication""",Verified ORF
2547,4,1172380,-0.137727689050483,0.0717689645552307,0.0557850035703663,YDR348C,PAL1,SGDID:S000002756,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function thought to be involved in endocytosis; physically interacts with Ede1p and is found at endocytic sites at cell periphery during early stages of endocytosis; green fluorescent protein (GFP)-fusion protein localizes to bud neck; potential Cdc28p substrate; similar to S. pombe Pal1 protein; relocalizes from bud neck to cytoplasm upon DNA replication stress; PAL1 has a paralog ; YHR097C ; that arose from the whole genome duplication""",Verified ORF
2548,4,1172576,-0.153069854277973,0.0722172830859289,0.0347395215489913,YDR349C,YPS7,SGDID:S000002757,CDS,CDS,"""Putative GPI-anchored aspartic protease; member of the yapsin family of proteases involved in cell wall growth and maintenance; located in the cytoplasm and endoplasmic reticulum""",Verified ORF
2549,4,1172914,-0.140232723177538,0.0705480516677639,0.0476102413456693,YDR349C,YPS7,SGDID:S000002757,CDS,CDS,"""Putative GPI-anchored aspartic protease; member of the yapsin family of proteases involved in cell wall growth and maintenance; located in the cytoplasm and endoplasmic reticulum""",Verified ORF
2550,4,1173839,-0.143981942831281,0.070622088913378,0.0422179784734906,YDR349C,YPS7,SGDID:S000002757,CDS,CDS,"""Putative GPI-anchored aspartic protease; member of the yapsin family of proteases involved in cell wall growth and maintenance; located in the cytoplasm and endoplasmic reticulum""",Verified ORF
2552,4,1175150,-0.150551668949145,0.0709747888623923,0.0346015637548115,YDRCsigma6,YDRCsigma6,SGDID:S000006858,Other features,LTR,"""Ty3 LTR""",reverse complement
2553,4,1175327,-0.163659168412985,0.0707253194977506,0.0212407776843669,YDRCsigma6,YDRCsigma6,SGDID:S000006858,Other features,LTR,"""Ty3 LTR""",reverse complement
2554,4,1175949,-0.0839561353202835,0.0714744788489973,0.240934162032407,tM(CAU)D_NFR/NDR,,,Promoter,Promoter,,Promoter
2556,4,1176852,-0.0928876164452311,0.0713262918108951,0.193665835181936,YDR350C,ATP22,SGDID:S000002758,CDS,CDS,"""Specific translational activator for the mitochondrial ATP6 mRNA; Atp6p encodes a subunit of F1F0 ATP synthase; localized to the mitochondrial inner membrane""",Verified ORF
2558,4,1181165,-0.100722281673092,0.0710696689700124,0.157296799303093,YDR351W,SBE2,SGDID:S000002759,CDS,CDS,"""Protein required for bud growth; involved in transport of cell wall components from the Golgi to the cell surface; SBE2 has a paralog ; SBE22 ; that arose from the whole genome duplication""",Verified ORF
2559,4,1184872,-0.10880291399151,0.0709183418678471,0.1258762242615,YDR354W,TRP4,SGDID:S000002762,CDS,CDS,"""Anthranilate phosphoribosyl transferase; transferase of the tryptophan biosynthetic pathway; catalyzes the phosphoribosylation of anthranilate; subject to the general control system of amino acid biosynthesis""",Verified ORF
2561,4,1189750,-0.142250997870086,0.071969415832188,0.0488707552090791,YDR358W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2562,4,1191476,-0.126426250583299,0.0708338026593913,0.0751476117249748,YDR358W,GGA1,SGDID:S000002766,CDS,CDS,"""Golgi-localized protein with homology to gamma-adaptin; interacts with and regulates Arf1p and Arf2p in a GTP-dependent manner in order to facilitate traffic through the late Golgi; GGA1 has a paralog ; GGA2 ; that arose from the whole genome duplication""",Verified ORF
2563,4,1191692,-0.10528231161728,0.07113380280769,0.139749081641291,YDR358W,GGA1,SGDID:S000002766,CDS,CDS,"""Golgi-localized protein with homology to gamma-adaptin; interacts with and regulates Arf1p and Arf2p in a GTP-dependent manner in order to facilitate traffic through the late Golgi; GGA1 has a paralog ; GGA2 ; that arose from the whole genome duplication""",Verified ORF
2564,4,1191935,-0.104343006273793,0.0708024142641627,0.141447889822679,YDR358W,GGA1,SGDID:S000002766,Close to 3'-UTR,Close to 3'-UTR,"""Golgi-localized protein with homology to gamma-adaptin; interacts with and regulates Arf1p and Arf2p in a GTP-dependent manner in order to facilitate traffic through the late Golgi; GGA1 has a paralog ; GGA2 ; that arose from the whole genome duplication""",Verified ORF
2565,4,1197131,-0.0650503174910034,0.0714461077020345,0.363190221672177,YDR362C,TFC6,SGDID:S000002770,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; cooperates with Tfc3p in DNA binding; human homolog is TFIIIC-110""",Verified ORF
2566,4,1197837,-0.0602727445059049,0.0711513323017079,0.397509795894608,YDR362C,TFC6,SGDID:S000002770,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; cooperates with Tfc3p in DNA binding; human homolog is TFIIIC-110""",Verified ORF
2567,4,1198548,-0.0569048994071038,0.071159188006554,0.424431405047043,YDR362C,TFC6,SGDID:S000002770,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; cooperates with Tfc3p in DNA binding; human homolog is TFIIIC-110""",Verified ORF
2568,4,1213560,-0.02763829050815,0.0714105439085615,0.698964447121364,YDR366C,YDR366C,SGDID:S000002774,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
2570,4,1215342,-0.0230616095698695,0.0717195453427133,0.747981936408842,YDR369C,XRS2,SGDID:S000002777,CDS,CDS,"""FHA domain-containing component of the Mre11 complex; MRE11-RAD50-XRS2 complex is involved in double strand breaks ; meiotic recombination ; telomere maintenance ; and checkpoint signaling;  FHA domain is required for activation of Tel1p""",Verified ORF
2571,4,1218917,-0.0229198930226018,0.0715149785736089,0.748785932406051,YDR370C,DXO1,SGDID:S000002778,CDS,CDS,"""mRNA 5'-end-capping quality-control protein; has distributive ; 5'-3' exoRNase activity; involved in the decapping of nicotinamide adenine dinucleotide (NAD) capped nuclear NAD-RNAs; similar to Rai1p""",Verified ORF
2572,4,1218963,0.0027723305762106,0.0711323261777505,0.968932933796068,YDR370C,DXO1,SGDID:S000002778,CDS,CDS,"""mRNA 5'-end-capping quality-control protein; has distributive ; 5'-3' exoRNase activity; involved in the decapping of nicotinamide adenine dinucleotide (NAD) capped nuclear NAD-RNAs; similar to Rai1p""",Verified ORF
2573,4,1219676,-0.0021129329193637,0.0722655971520323,0.976690951195521,YDR371W,CTS2,SGDID:S000002779,CDS,CDS,"""Putative chitinase; functionally complements A. gossypii cts2 mutant sporulation defect""",Uncharacterized ORF
2574,4,1222379,0.0021259711939179,0.0718303510186139,0.976405091755554,YDR372C,VPS74,SGDID:S000002780,Close to 3'-UTR,Close to 3'-UTR,"""Golgi PI4K effector ; PtdIns4P sensor ; and retention receptor; interacts with glycosyltransferases ; and in the PtdIns4P-bound state mediates retention of these enzymes in the Golgi; PtdIns4P sensor that limits PI4K signaling and regulates lipid homeostasis ; interacting with the catalytic domain of Sac1p ; the major PtdIns4P phosphatase ; directing dephosphosphorylation of the Golgi pool of PtdIns4P; tetramerization required for function; contributes to telomere function; ortholog of human GOLPH3""",Verified ORF
2575,4,1222542,-0.0093000980464569,0.0718298909946517,0.897056396099348,YDR373W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2576,4,1224469,-0.0014406780867395,0.0712201919610391,0.983872516842462,YDR374C,PHO92,SGDID:S000002782,Close to 3'-UTR,Close to 3'-UTR,"""Posttranscriptional regulator of phosphate and glucose metabolism; facilitates PHO4 mRNA degradation by interacting with Pop2p; regulates PHO4 mRNA stability by binding to PHO4's 3'UTR in a phosphate-dependent manner; contains highly conserved YTH (YT521-B Homology) domain that exhibits RNA-binding activity; human homolog YTHDF2 can complement yeast null mutant""",Verified ORF
2577,4,1225163,-0.0433448145095495,0.0723297894351362,0.549379638764296,YDR374C,PHO92,SGDID:S000002782,Close to 3'-UTR,Close to 3'-UTR,"""Posttranscriptional regulator of phosphate and glucose metabolism; facilitates PHO4 mRNA degradation by interacting with Pop2p; regulates PHO4 mRNA stability by binding to PHO4's 3'UTR in a phosphate-dependent manner; contains highly conserved YTH (YT521-B Homology) domain that exhibits RNA-binding activity; human homolog YTHDF2 can complement yeast null mutant""",Verified ORF
2578,4,1225198,-0.0100590286143625,0.0721474067554333,0.889195182004837,YDR375C,BCS1,SGDID:S000002783,CDS,CDS,"""Protein translocase and chaperone required for Complex III assembly; member of the AAA ATPase family; forms a homo-oligomeric complex in the mitochondrial inner membrane that translocates the C-terminal domain of Rip1p from the matrix across the inner membrane and delivers it to an assembly intermediate of respiratory Complex III; also required for assembly of the Qcr10p subunit; mutation is functionally complemented by human homolog BCS1L ; linked to neonatal diseases""",Verified ORF
2579,4,1225542,-0.0186575754250236,0.0723810535540266,0.796735569833919,YDR375C,BCS1,SGDID:S000002783,CDS,CDS,"""Protein translocase and chaperone required for Complex III assembly; member of the AAA ATPase family; forms a homo-oligomeric complex in the mitochondrial inner membrane that translocates the C-terminal domain of Rip1p from the matrix across the inner membrane and delivers it to an assembly intermediate of respiratory Complex III; also required for assembly of the Qcr10p subunit; mutation is functionally complemented by human homolog BCS1L ; linked to neonatal diseases""",Verified ORF
2580,4,1226443,-0.0112886096906673,0.0711164693354996,0.873969133002608,YDR375C,BCS1,SGDID:S000002783,CDS,CDS,"""Protein translocase and chaperone required for Complex III assembly; member of the AAA ATPase family; forms a homo-oligomeric complex in the mitochondrial inner membrane that translocates the C-terminal domain of Rip1p from the matrix across the inner membrane and delivers it to an assembly intermediate of respiratory Complex III; also required for assembly of the Qcr10p subunit; mutation is functionally complemented by human homolog BCS1L ; linked to neonatal diseases""",Verified ORF
2581,4,1227990,-0.0313682731800088,0.0716157781588114,0.661648488577051,YDR376W,ARH1,SGDID:S000002784,CDS,CDS,"""Oxidoreductase of the mitochondrial inner membrane; involved in cytoplasmic and mitochondrial iron homeostasis and required for activity of Fe-S cluster-containing enzymes; one of the few mitochondrial proteins essential for viability""",Verified ORF
2582,4,1234689,-0.0461852817966079,0.0710787576368094,0.516259424074949,YDR380W,ARO10,SGDID:S000002788,CDS,CDS,"""Phenylpyruvate decarboxylase; catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde ; which is the first specific step in the Ehrlich pathway; involved in protein N-terminal Met and Ala catabolism""",Verified ORF
2583,4,1235338,-0.0464459632647621,0.0711807009724773,0.514498318111792,YDR380W,ARO10,SGDID:S000002788,CDS,CDS,"""Phenylpyruvate decarboxylase; catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde ; which is the first specific step in the Ehrlich pathway; involved in protein N-terminal Met and Ala catabolism""",Verified ORF
2584,4,1235719,-0.0428397540327445,0.0710846925467786,0.547123222184817,YDR380W,ARO10,SGDID:S000002788,CDS,CDS,"""Phenylpyruvate decarboxylase; catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde ; which is the first specific step in the Ehrlich pathway; involved in protein N-terminal Met and Ala catabolism""",Verified ORF
2586,4,1242195,-0.0553246281570163,0.0711627181497034,0.437420877306296,YDR384C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2587,4,1242241,-0.0559360513191245,0.0712716266581773,0.43308011999107,YDR384C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2588,4,1242383,-0.0550007026622153,0.071463165913859,0.442029896606813,YDR384C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2589,4,1246177,-0.0489435128084187,0.0709754521434195,0.490909092245116,YDR386W,MUS81,SGDID:S000002794,CDS,CDS,"""Subunit of structure-specific Mms4p-Mus81p endonuclease; cleaves branched DNA; involved in DNA repair ; replication fork stability ; and joint molecule formation/resolution during meiotic recombination; promotes template switching during break-induced replication (BIR) ; causing non-reciprocal translocations (NRTs); helix-hairpin-helix protein; phosphorylation of non-catalytic subunit Mms4p by Cdc28p and Cdcp during mitotic cell cycle activates function of Mms4p-Mus81p""",Verified ORF
2590,4,1248530,-0.0485762528777587,0.0712733161977015,0.495971100651659,YDR387C,CIN10,SGDID:S000002795,CDS,CDS,"""Putative transporter; member of the sugar porter family; non-essential gene; overexpression results in elevated colony sectoring ; an indicator of chromosomal instability""",Uncharacterized ORF
