SNP,Chr,Pos,Effect,SE,MID2_TPO2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1667,4,203027,0.104757997638144,0.0576068338464409,0.0698351288724232,YDL142C,CRD1,SGDID:S000002301,Close to 3'-UTR,Close to 3'-UTR,"""Cardiolipin synthase; produces cardiolipin ; which is a phospholipid of the mitochondrial inner membrane that is required for normal mitochondrial membrane potential and function and for correct integration of membrane-multispanning proteins into the mitochondrial outer membrane; required to maintain tubular mitochondrial morphology and functions in mitochondrial fusion; also required for normal vacuolar ion homeostasis""",Verified ORF
1668,4,204037,0.101499831227951,0.0576970555869782,0.079412286997277,YDL141W,BPL1,SGDID:S000002300,CDS,CDS,"""Biotin:apoprotein ligase; covalently modifies proteins with the addition of biotin ; required for acetyl-CoA carboxylase (Acc1p) holoenzyme formation; comparative analysis suggests that a mitochondrially targeted form may result from translation starting at a non-canonical codon upstream of the annotated start codon; human homolog HLCS can complement yeast BPL1 mutant""",Verified ORF
1669,4,205977,0.0939842311221155,0.058088126628859,0.106564494161411,YDL140C,RPO21,SGDID:S000002299,CDS,CDS,"""RNA polymerase II largest subunit B220; part of central core; phosphorylation of C-terminal heptapeptide repeat domain regulates association with transcription and splicing factors; similar to bacterial beta-prime""",Verified ORF
1675,4,211091,0.110632783776819,0.0593069821251507,0.0629510965869746,YDL140C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1676,4,211612,0.123331199774535,0.0578888549528611,0.0338226698515119,YDL139C,SCM3,SGDID:S000002298,CDS,CDS,"""Nonhistone component of centromeric chromatin; binds to histone H3 variant ; Cse4p ; and recruits it to centromeres; involved in the assembly and maintenance of Cse4-H4 at centromeres; required for kinetochore assembly and G2/M progression; may protect Cse4p from ubiquitination; homolog of mammalian HJURP""",Verified ORF
1679,4,213169,0.138207479511817,0.0578030530837709,0.0173255075730252,YDL138W,RGT2,SGDID:S000002297,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane high glucose sensor that regulates glucose transport; low affinity sesnor that contains 12 predicted transmembrane segments and a long C-terminal tail required for hexose transporter induction; phosphorylation of the tail by Yck1p/Yck2p facilitates binding to the HXT co-repressors ; Mth1p and Std1p; RGT2 has a paralog ; SNF3 ; that arose from the whole genome duplication""",Verified ORF
1680,4,213950,0.12580491196648,0.057794001053365,0.0301590618470655,YDL138W,RGT2,SGDID:S000002297,CDS,CDS,"""Plasma membrane high glucose sensor that regulates glucose transport; low affinity sesnor that contains 12 predicted transmembrane segments and a long C-terminal tail required for hexose transporter induction; phosphorylation of the tail by Yck1p/Yck2p facilitates binding to the HXT co-repressors ; Mth1p and Std1p; RGT2 has a paralog ; SNF3 ; that arose from the whole genome duplication""",Verified ORF
1681,4,217566,0.127015186298908,0.0579098529892279,0.028935642599656,YDL136W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1684,4,219124,0.138198810293874,0.0577609824253326,0.0172517771070168,YDL135C,RDI1,SGDID:S000002294,CDS,CDS,"""Rho GDP dissociation inhibitor; involved in the localization and regulation of Cdc42p and Rho1p; protein abundance increases in response to DNA replication stress""",Verified ORF
1686,4,220692,0.139718582710833,0.0579598253890262,0.0164363153814157,YDL134C,PPH21,SGDID:S000002292,CDS,CDS,"""Catalytic subunit of protein phosphatase 2A ; PP2A; functionally redundant with Pph22p; C-terminally methylated; forms alternate complexes with several regulatory subunits; involved in signal transduction and regulation of mitosis; forms nuclear foci upon DNA replication stress; PPH21 has a paralog ; PPH22 ; that arose from the whole genome duplication""",Verified ORF
1687,4,221261,0.160413830137515,0.0579439249029132,0.0059298813901596,YDL134C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1689,4,222510,0.167640656553306,0.0580474419255824,0.0041161422955596,YDL133W,SRF1,SGDID:S000002291,CDS,CDS,"""Regulator of phospholipase D (Spo14p); interacts with Spo14p and regulates its catalytic activity; capable of buffering the toxicity of C16:0 platelet activating factor ; a lipid that accumulates intraneuronally in Alzheimer's patients""",Verified ORF
1690,4,223039,0.16098002118093,0.0582203787952295,0.0059910663862023,YDL133W,SRF1,SGDID:S000002291,CDS,CDS,"""Regulator of phospholipase D (Spo14p); interacts with Spo14p and regulates its catalytic activity; capable of buffering the toxicity of C16:0 platelet activating factor ; a lipid that accumulates intraneuronally in Alzheimer's patients""",Verified ORF
1691,4,223328,0.166260548904762,0.0582612684680665,0.0045761860675312,YDL133W,SRF1,SGDID:S000002291,CDS,CDS,"""Regulator of phospholipase D (Spo14p); interacts with Spo14p and regulates its catalytic activity; capable of buffering the toxicity of C16:0 platelet activating factor ; a lipid that accumulates intraneuronally in Alzheimer's patients""",Verified ORF
1692,4,223356,0.170582137399759,0.0585443184037732,0.0037990132496027,YDL133W,SRF1,SGDID:S000002291,CDS,CDS,"""Regulator of phospholipase D (Spo14p); interacts with Spo14p and regulates its catalytic activity; capable of buffering the toxicity of C16:0 platelet activating factor ; a lipid that accumulates intraneuronally in Alzheimer's patients""",Verified ORF
1693,4,224819,0.162922919993609,0.0582879734265786,0.0054713103654433,YDL132W,CDC53,SGDID:S000002290,CDS,CDS,"""Cullin; structural protein of SCF complexes (which also contain Skp1p ; Cdc34p ; Hrt1p and an F-box protein) involved in ubiquitination; SCF promotes the G1-S transition by targeting G1 cyclins and the Cln-CDK inhibitor Sic1p for degradation; human homolog CUL1 can complement yeast cdc53 null mutant""",Verified ORF
1694,4,224966,0.165888351149418,0.0585341083385018,0.0048606076813056,YDL132W,CDC53,SGDID:S000002290,CDS,CDS,"""Cullin; structural protein of SCF complexes (which also contain Skp1p ; Cdc34p ; Hrt1p and an F-box protein) involved in ubiquitination; SCF promotes the G1-S transition by targeting G1 cyclins and the Cln-CDK inhibitor Sic1p for degradation; human homolog CUL1 can complement yeast cdc53 null mutant""",Verified ORF
1697,4,228580,0.159470625748815,0.0584912040956352,0.0067223311731617,YDL131W,LYS21,SGDID:S000002289,CDS,CDS,"""Homocitrate synthase isozyme; catalyzes the condensation of acetyl-CoA and alpha-ketoglutarate to form homocitrate ; which is the first step in the lysine biosynthesis pathway; LYS21 has a paralog ; LYS20 ; that arose from the whole genome duplication""",Verified ORF
1701,4,234153,0.154940812455725,0.0583874452526799,0.0083222888076896,YDL127W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1702,4,234536,0.160989962348748,0.0579823941965136,0.0057872544357301,YDL127W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1703,4,238194,0.152430037054611,0.0592643307416059,0.0105186022109028,YDL126C,CDC48,SGDID:S000002284,CDS,CDS,"""AAA ATPase with protein-unfoldase activity; subunit of polyUb-selective segregase complex involved in ERAD ; INM-associated degradation (INMAD) ; mitotic spindle disassembly ; macroautophagy ; PMN ; ribosome-associated degradation ; ribophagy ; homotypic ER membrane fusion ; SCF complex disassembly ; cell wall integrity ; and telomerase regulation; mobilizes membrane-anchored transcription factors by regulated Ub/proteasome-dependent processing (RUP); human ortholog VCP complements a cdc48 mutant""",Verified ORF
1704,4,242179,0.162499859817847,0.0585610286688675,0.0058160772036558,YDL122W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1705,4,243657,0.1403061129018,0.0582524794534259,0.0165262482994554,YDL122W,UBP1,SGDID:S000002280,CDS,CDS,"""Ubiquitin-specific protease; removes ubiquitin from ubiquitinated proteins; cleaves at the C terminus of ubiquitin fusions irrespective of their size; capable of cleaving polyubiquitin chains""",Verified ORF
1706,4,248600,0.152799980944693,0.0578676723378125,0.0086458611336699,YDL117W,CYK3,SGDID:S000002275,CDS,CDS,"""SH3-domain protein located in the bud neck and cytokinetic actin ring; relocalizes from bud neck to nucleus upon DNA replication stress; activates the chitin synthase activity of Chs2p during cytokinesis; suppressor of growth and cytokinesis defects of chs2 phospho-mutants""",Verified ORF
1707,4,248779,0.153833430309613,0.0580316097455486,0.0083904715263753,YDL117W,CYK3,SGDID:S000002275,CDS,CDS,"""SH3-domain protein located in the bud neck and cytokinetic actin ring; relocalizes from bud neck to nucleus upon DNA replication stress; activates the chitin synthase activity of Chs2p during cytokinesis; suppressor of growth and cytokinesis defects of chs2 phospho-mutants""",Verified ORF
1708,4,249022,0.162898932796339,0.0578457554182736,0.0051342842519852,YDL117W,CYK3,SGDID:S000002275,CDS,CDS,"""SH3-domain protein located in the bud neck and cytokinetic actin ring; relocalizes from bud neck to nucleus upon DNA replication stress; activates the chitin synthase activity of Chs2p during cytokinesis; suppressor of growth and cytokinesis defects of chs2 phospho-mutants""",Verified ORF
1709,4,249864,0.141481680852867,0.0582342353589738,0.015616723489487,YDL117W,CYK3,SGDID:S000002275,CDS,CDS,"""SH3-domain protein located in the bud neck and cytokinetic actin ring; relocalizes from bud neck to nucleus upon DNA replication stress; activates the chitin synthase activity of Chs2p during cytokinesis; suppressor of growth and cytokinesis defects of chs2 phospho-mutants""",Verified ORF
1710,4,250515,0.146204029289534,0.0580932467406645,0.0122881032092981,YDL117W,CYK3,SGDID:S000002275,CDS,CDS,"""SH3-domain protein located in the bud neck and cytokinetic actin ring; relocalizes from bud neck to nucleus upon DNA replication stress; activates the chitin synthase activity of Chs2p during cytokinesis; suppressor of growth and cytokinesis defects of chs2 phospho-mutants""",Verified ORF
1712,4,251719,0.149886709187513,0.0579582935722538,0.0101063630796129,YDL116W,NUP84,SGDID:S000002274,CDS,CDS,"""Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis; also plays roles in several processes that may require localization of genes or chromosomes at the nuclear periphery ; including double-strand break repair ; transcription and chromatin silencing; homologous to human NUP107""",Verified ORF
1716,4,256985,0.152636059420011,0.0580565094451169,0.0089355557892495,YDL113C,ATG20,SGDID:S000002271,CDS,CDS,"""Sorting nexin family member; required for the cytoplasm-to-vacuole targeting (Cvt) pathway ; endosomal sorting and selective autophagy; has a Phox homology domain that binds phosphatidylinositol-3-phosphate; interacts with Snx4p; potential Cdc28p substrate""",Verified ORF
1717,4,257828,0.109999772394338,0.0585555070018712,0.0611291364025068,YDL113C,ATG20,SGDID:S000002271,CDS,CDS,"""Sorting nexin family member; required for the cytoplasm-to-vacuole targeting (Cvt) pathway ; endosomal sorting and selective autophagy; has a Phox homology domain that binds phosphatidylinositol-3-phosphate; interacts with Snx4p; potential Cdc28p substrate""",Verified ORF
1718,4,259994,0.124371364258034,0.0585046970621489,0.0342106672915783,YDL112W,TRM3,SGDID:S000002270,CDS,CDS,"""2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs""",Verified ORF
1719,4,263044,0.103060992362068,0.0589074532118159,0.0810665669419463,YDL112W,TRM3,SGDID:S000002270,CDS,CDS,"""2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs""",Verified ORF
1720,4,264432,0.120842764741552,0.0581415247334856,0.0383922603185056,XUT_4F-137,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
1721,4,265022,0.114528998947223,0.0583448369223976,0.0504348712601038,YDL110C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1722,4,267372,0.113123814277502,0.0581310730225308,0.0524464508936563,YDL109C,YDL109C,SGDID:S000002267,Close to 3'-UTR,Close to 3'-UTR,"""Putative lipase; involved in lipid metabolism; not an essential gene; YDL109C has a paralog ; ROG1 ; that arose from the whole genome duplication""",Uncharacterized ORF
1723,4,267844,0.112095951210606,0.0585311072981002,0.0562809864863158,YDL109C,YDL109C,SGDID:S000002267,Close to 3'-UTR,Close to 3'-UTR,"""Putative lipase; involved in lipid metabolism; not an essential gene; YDL109C has a paralog ; ROG1 ; that arose from the whole genome duplication""",Uncharacterized ORF
1724,4,268855,0.112095951210606,0.0585311072981002,0.0562809864863158,YDL107W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1728,4,271787,0.120447968665958,0.0582604594762982,0.0394243695579919,YDL106C,PHO2,SGDID:S000002264,CDS,CDS,"""Homeobox transcription factor; regulatory targets include genes involved in phosphate metabolism; binds cooperatively with Pho4p to the PHO5 promoter; phosphorylation of Pho2p facilitates interaction with Pho4p; relocalizes to the cytosol in response to hypoxia""",Verified ORF
1729,4,274059,0.129675902305795,0.0583712330733804,0.026945961192148,YDL104C,QRI7,SGDID:S000002262,CDS,CDS,"""Protein involved in threonylcarbamoyl adenosine biosynthesis; Sua5p and Qri7p are necessary and sufficient for RNA t6A modification in vitro; highly conserved mitochondrial protein; essential for t6A modification of mitochondrial tRNAs that decode ANN codons; similar to Kae1p and E. coli YgjD ; both of which are also required for tRNA t6A modification; when directed to the cytoplasm ; complements the essential function of Kae1p in the KEOPS complex""",Verified ORF
1730,4,274409,0.142160575526803,0.059114806283196,0.0166946031888901,YDL104C,QRI7,SGDID:S000002262,CDS,CDS,"""Protein involved in threonylcarbamoyl adenosine biosynthesis; Sua5p and Qri7p are necessary and sufficient for RNA t6A modification in vitro; highly conserved mitochondrial protein; essential for t6A modification of mitochondrial tRNAs that decode ANN codons; similar to Kae1p and E. coli YgjD ; both of which are also required for tRNA t6A modification; when directed to the cytoplasm ; complements the essential function of Kae1p in the KEOPS complex""",Verified ORF
