SNP,Chr,Pos,Effect,SE,TPO1_MID2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1791,4,293625,-0.0608560137411511,0.107841404414946,0.57290135382632,YDL091C,UBX3,SGDID:S000002249,CDS,CDS,"""Clathrin-coated vesicle component ; regulator of endocytosis; copurifies with the DSC ubiquitin ligase complex; UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p; required for efficient clathrin-mediated endocytosis; ortholog of fission yeast Ucp10""",Verified ORF
1792,4,294073,-0.0559390686613335,0.108167540098632,0.605373878519249,YDL091C,UBX3,SGDID:S000002249,CDS,CDS,"""Clathrin-coated vesicle component ; regulator of endocytosis; copurifies with the DSC ubiquitin ligase complex; UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p; required for efficient clathrin-mediated endocytosis; ortholog of fission yeast Ucp10""",Verified ORF
1793,4,294288,-0.0580274064716653,0.108652657183317,0.593633836168975,YDL091C,UBX3,SGDID:S000002249,CDS,CDS,"""Clathrin-coated vesicle component ; regulator of endocytosis; copurifies with the DSC ubiquitin ligase complex; UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p; required for efficient clathrin-mediated endocytosis; ortholog of fission yeast Ucp10""",Verified ORF
1794,4,294760,-0.0489026415850524,0.107762815360948,0.650252475073705,YDL091C,UBX3,SGDID:S000002249,Close to 3'-UTR,Close to 3'-UTR,"""Clathrin-coated vesicle component ; regulator of endocytosis; copurifies with the DSC ubiquitin ligase complex; UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p; required for efficient clathrin-mediated endocytosis; ortholog of fission yeast Ucp10""",Verified ORF
1795,4,297290,-0.0738949923709007,0.10781832462607,0.493562934818707,YDL089W,NUR1,SGDID:S000002247,CDS,CDS,"""Protein involved in regulation of mitotic exit; dephosphorylation target of Cdc14p in anaphase ; which promotes timely rDNA segregation and allows mitotic progression; interacts with Csm1p ; Lrs4p; required for rDNA repeat stability; null mutant causes increase in unequal sister-chromatid exchange; GFP-fusion protein localizes to the nuclear periphery ; possible Cdc28p substrate""",Verified ORF
1796,4,297499,-0.0629533572965471,0.109440415138848,0.565502545943739,YDL089W,NUR1,SGDID:S000002247,CDS,CDS,"""Protein involved in regulation of mitotic exit; dephosphorylation target of Cdc14p in anaphase ; which promotes timely rDNA segregation and allows mitotic progression; interacts with Csm1p ; Lrs4p; required for rDNA repeat stability; null mutant causes increase in unequal sister-chromatid exchange; GFP-fusion protein localizes to the nuclear periphery ; possible Cdc28p substrate""",Verified ORF
1797,4,297638,-0.0453314248600769,0.107672561112701,0.674002636645735,YDL089W,NUR1,SGDID:S000002247,CDS,CDS,"""Protein involved in regulation of mitotic exit; dephosphorylation target of Cdc14p in anaphase ; which promotes timely rDNA segregation and allows mitotic progression; interacts with Csm1p ; Lrs4p; required for rDNA repeat stability; null mutant causes increase in unequal sister-chromatid exchange; GFP-fusion protein localizes to the nuclear periphery ; possible Cdc28p substrate""",Verified ORF
1798,4,297848,-0.055098906686422,0.109266237798851,0.614391258709014,YDL089W,NUR1,SGDID:S000002247,CDS,CDS,"""Protein involved in regulation of mitotic exit; dephosphorylation target of Cdc14p in anaphase ; which promotes timely rDNA segregation and allows mitotic progression; interacts with Csm1p ; Lrs4p; required for rDNA repeat stability; null mutant causes increase in unequal sister-chromatid exchange; GFP-fusion protein localizes to the nuclear periphery ; possible Cdc28p substrate""",Verified ORF
1799,4,298091,-0.0045732460090053,0.109311779805811,0.966652517687979,YDL089W,NUR1,SGDID:S000002247,CDS,CDS,"""Protein involved in regulation of mitotic exit; dephosphorylation target of Cdc14p in anaphase ; which promotes timely rDNA segregation and allows mitotic progression; interacts with Csm1p ; Lrs4p; required for rDNA repeat stability; null mutant causes increase in unequal sister-chromatid exchange; GFP-fusion protein localizes to the nuclear periphery ; possible Cdc28p substrate""",Verified ORF
1800,4,299599,-0.0488447260475253,0.107519171702622,0.64990037800037,YDL088C,ASM4,SGDID:S000002246,CDS,CDS,"""FG-nucleoporin component of central core of nuclear pore complex (NPC); contributes directly to nucleocytoplasmic transport; induces membrane tubulation ; which may contribute to nuclear pore assembly; ASM4 has a paralog ; NUP53 ; that arose from the whole genome duplication""",Verified ORF
1802,4,300148,-0.0648520670857782,0.108029937281335,0.548681053297137,YDL088C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1807,4,302611,-0.0315355532406947,0.108934235964917,0.77237511158104,YDL085C-A,YDL085C-A,SGDID:S000007588,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus""",Uncharacterized ORF
1809,4,303011,-0.0487737959587153,0.107705434396443,0.650939032640842,YDL085W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1810,4,304549,-0.010976386562477,0.108694973941743,0.919620979722815,YDL085W,NDE2,SGDID:S000002243,CDS,CDS,"""Mitochondrial external NADH dehydrogenase; catalyzes the oxidation of cytosolic NADH; Nde1p and Nde2p are involved in providing the cytosolic NADH to the mitochondrial respiratory chain; NDE2 has a paralog ; NDE1 ; that arose from the whole genome duplication""",Verified ORF
1811,4,307387,-0.0002525652379914,0.108696543115952,0.998147364680128,YDL084W,SUB2,SGDID:S000002242,Close to 3'-UTR,Close to 3'-UTR,"""Component of the TREX complex required for nuclear mRNA export; member of the DEAD-box RNA helicase superfamily and is involved in early and late steps of spliceosome assembly; homolog of the human splicing factor hUAP56; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
1812,4,308154,0.0091841535966572,0.109362723840485,0.933120867198264,YDL082W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1813,4,311231,-0.0131563055092252,0.107919751737147,0.903041069106441,YDL080C,THI3,SGDID:S000002238,CDS,CDS,"""Regulatory protein that binds Pdc2p and Thi2p transcription factors; activates thiamine biosynthesis transcription factors Pdc2p and Thi2p by binding to them ; but releases and de-activates them upon binding to thiamine pyrophosphate (TPP) ; the end product of the pathway; has similarity to decarboxylases but enzymatic activity is not detected""",Verified ORF
1814,4,311787,0.0453315943662278,0.108273139978969,0.675706008443034,YDL080C,THI3,SGDID:S000002238,CDS,CDS,"""Regulatory protein that binds Pdc2p and Thi2p transcription factors; activates thiamine biosynthesis transcription factors Pdc2p and Thi2p by binding to them ; but releases and de-activates them upon binding to thiamine pyrophosphate (TPP) ; the end product of the pathway; has similarity to decarboxylases but enzymatic activity is not detected""",Verified ORF
1815,4,312488,0.0148678706034844,0.108927834366727,0.89150948521864,XUT_4F-160_NFR/NDR,,,Promoter,Promoter,,Promoter
1816,4,312611,0.0253930651189436,0.108923238164864,0.815797073449512,XUT_4F-160_NFR/NDR,,,Promoter,Promoter,,Promoter
1817,4,314015,0.110619599378389,0.108771478126083,0.309854291890634,SUT043,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1820,4,320017,0.144798446640238,0.110265963763975,0.189977127518572,YDL077C,VAM6,SGDID:S000002235,CDS,CDS,"""Guanine nucleotide exchange factor for the GTPase Gtr1p; subunit of the HOPS endocytic tethering complex; vacuole membrane protein; functions as a Rab GTPase effector ; interacting with both GTP- and GDP-bound conformations of Ypt7p; facilitates tethering and promotes membrane fusion events at the late endosome and vacuole; required for both membrane and protein trafficking; component of vacuole-mitochondrion contacts (vCLAMPs) important for lipid transfer between organelles""",Verified ORF
1821,4,320510,0.0830493014993845,0.11112663162933,0.455356280386422,SUT045,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1822,4,328073,0.0522080418193593,0.108475252532721,0.630608685418439,YDL073W,AHK1,SGDID:S000002231,CDS,CDS,"""Scaffold protein in the HKR1 sub-branch of the Hog1p-signaling pathway; physically interacts with the cytoplasmic domain of Hkr1p ; and with Sho1p ; Pbs2p ; and Ste11p; prevents cross-talk signaling from Hkr1p of the osmotic stress MAPK cascade to the Kss1p MAPK cascade; non-essential gene""",Verified ORF
1823,4,331098,0.0910032063016424,0.110201961800422,0.409483400754342,YDL070W,BDF2,SGDID:S000002228,CDS,CDS,"""Protein involved in transcription initiation; acts at TATA-containing promoters; associates with the basal transcription factor TFIID; contains two bromodomains; corresponds to the C-terminal region of mammalian TAF1; redundant with Bdf1p; protein abundance increases in response to DNA replication stress; BDF2 has a paralog ; BDF1 ; that arose from the whole genome duplication""",Verified ORF
1824,4,336922,0.140841073639015,0.107726474905919,0.191929434412234,YDL065C,PEX19,SGDID:S000002223,CDS,CDS,"""Chaperone and import receptor for newly-synthesized class I PMPs; binds peroxisomal membrane proteins (PMPs) in the cytoplasm and delivers them to the peroxisome for subsequent insertion into the peroxisomal membrane; interacts with Myo2p and contributes to peroxisome partitioning""",Verified ORF
1826,4,351322,0.0754226655977104,0.108760796441698,0.48846886296214,YDL057W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1827,4,353020,0.0813577437414881,0.109075873800517,0.456235023208943,YDL056W,MBP1,SGDID:S000002214,CDS,CDS,"""Transcription factor; involved in regulation of cell cycle progression from G1 to S phase ; forms a complex with Swi6p that binds to MluI cell cycle box regulatory element in promoters of DNA synthesis genes""",Verified ORF
1831,4,356055,0.132163698540921,0.109714740118452,0.229160113515687,YDL055C,PSA1,SGDID:S000002213,CDS,CDS,"""GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure""",Verified ORF
1832,4,356492,0.128137008688445,0.10856071957223,0.238665438625457,YDL055C,PSA1,SGDID:S000002213,CDS,CDS,"""GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure""",Verified ORF
1833,4,356541,0.151813473154145,0.108442273808354,0.162407328733387,YDL055C,PSA1,SGDID:S000002213,CDS,CDS,"""GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure""",Verified ORF
1834,4,356853,0.159818969235286,0.108855712567037,0.142947835145866,YDL055C,PSA1,SGDID:S000002213,Close to 3'-UTR,Close to 3'-UTR,"""GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure""",Verified ORF
1836,4,357632,0.132677519272475,0.108010178480393,0.220122779704949,XUT_4F-175,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
1837,4,357802,0.156522165842793,0.108510056867139,0.150057374329297,XUT_4F-175,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
1838,4,362032,0.147699663062829,0.108244731381172,0.173280248707933,YDL053C,PBP4,SGDID:S000002211,CDS,CDS,"""Pbp1p binding protein; interacts strongly with Pab1p-binding protein 1 (Pbp1p) in the yeast two-hybrid system; also interacts with Lsm12p in a copurification assay; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
1839,4,362199,0.163540453398438,0.10813125420739,0.131320407009246,YDL053C,PBP4,SGDID:S000002211,CDS,CDS,"""Pbp1p binding protein; interacts strongly with Pab1p-binding protein 1 (Pbp1p) in the yeast two-hybrid system; also interacts with Lsm12p in a copurification assay; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
1841,4,363194,0.112203472746729,0.107786946271579,0.298599770737285,YDL052C,SLC1,SGDID:S000002210,CDS,CDS,"""1-acyl-sn-glycerol-3-phosphate acyltransferase; catalyzes the acylation of lysophosphatidic acid to form phosphatidic acid ; a key intermediate in lipid metabolism; enzymatic activity detected in lipid particles and microsomes""",Verified ORF
1843,4,368078,0.0881923156491571,0.107229505395375,0.41136856792094,YDL048C,STP4,SGDID:S000002206,CDS,CDS,"""Protein containing a Kruppel-type zinc-finger domain; similar to Stp1p ; Stp2p; predicted transcription factor; relative distribution to the nucleus increases upon DNA replication stress; STP4 has a paralog ; STP3 ; that arose from the whole genome duplication""",Verified ORF
1844,4,368457,0.0799098550913704,0.107355697750695,0.457161990724309,YDL048C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1846,4,369403,0.095980201737511,0.107171184587254,0.371088237963919,YDL047W,SIT4,SGDID:S000002205,Close to 3'-UTR,Close to 3'-UTR,"""Ceramide-activated ; type 2A-related serine-threonine phosphatase; functions in G1/S transition of mitotic cycle; controls lifespan ; mitochondrial function ; cell cycle progression by regulating HXK2 phosphorylation; regulator of COPII coat dephosphorylation; required for ER to Golgi traffic; interacts with Hrr25p kinase; cytoplasmic and nuclear protein that modulates functions mediated by Pkc1p including cell wall and actin cytoskeleton organization; similar to human PP6""",Verified ORF
1851,4,372110,0.084619084053537,0.108832988013722,0.437376811008889,YDL045W-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1853,4,375688,0.143839880473187,0.107786743113743,0.18290483886151,YDL043C,PRP11,SGDID:S000002201,CDS,CDS,"""Subunit of the SF3a splicing factor complex; required for spliceosome assembly""",Verified ORF
1854,4,376511,0.178860582254417,0.106248962013275,0.0931798057972141,YDL043C_NFR/NDR,,,Promoter,Promoter,,Promoter
1856,4,380252,0.184202590978911,0.105883324727583,0.0827876728082491,YDL040C,NAT1,SGDID:S000002198,CDS,CDS,"""Subunit of protein N-terminal acetyltransferase NatA; NatA comprised of Nat1p ; Ard1p ; and Nat5p; N-terminally acetylates many proteins to influence multiple processes such as cell cycle progression ; heat-shock resistance ; mating ; sporulation ; telomeric silencing and early stages of mitophagy; orthologous to human NAA15; expression of both human NAA10 and NAA15 functionally complements ard1 nat1 double mutant although single mutations are not complemented by their orthologs""",Verified ORF
1857,4,382176,0.191762156946765,0.105285892702303,0.0694003946145388,SUT048,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
