SNP,Chr,Pos,Effect,SE,noPPI_reference_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4087,7,178295,-0.0243614399786689,0.071535712299556,0.733645444366659,YGL173C,XRN1,SGDID:S000003141,CDS,CDS,"""Evolutionarily-conserved 5'-3' exonuclease; component of cytoplasmic processing (P) bodies involved in mRNA decay; enters the nucleus and positively regulates transcription initiation and elongation; involved in microtubule-mediated processes ; filamentous growth ; ribosomal RNA maturation ; telomere maintenance ; and turnover of tRNA introns; negative regulator of autophagy; activated by the scavenger decapping enzyme Dcs1p; expression regulated by Ash1p in rich conditions""",Verified ORF
4088,7,181053,0.0101075045587682,0.0713425491231319,0.887417000824729,YGL172W,NUP49,SGDID:S000003140,CDS,CDS,"""FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; found in stable complex with Nic96p and two other FG-nucleoproteins (Nsp1p and Nup57p)""",Verified ORF
4089,7,181165,-0.0167464335447118,0.0718257290008112,0.815777203441336,YGL172W,NUP49,SGDID:S000003140,CDS,CDS,"""FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; found in stable complex with Nic96p and two other FG-nucleoproteins (Nsp1p and Nup57p)""",Verified ORF
4090,7,183625,0.0119014568690323,0.0724660085393411,0.869640125302626,YGL171W,ROK1,SGDID:S000003139,CDS,CDS,"""RNA-dependent ATPase; involved in pre-rRNA processing at sites A0 ; A1 ; and A2 ; and in control of cell cycle progression; contains two upstream open reading frames (uORFs) in 5' untranslated region which regulate translation""",Verified ORF
4091,7,191252,0.215652621160361,0.0703755997286177,0.0023495768146606,YGL166W,CUP2,SGDID:S000003134,CDS,CDS,"""Copper-binding transcription factor; activates transcription of the metallothionein genes CUP1-1 and CUP1-2 in response to elevated copper concentrations; required for regulation of copper genes in response to DNA-damaging reagents; CUP2 has a paralog ; HAA1 ; that arose from the whole genome duplication""",Verified ORF
4092,7,191676,0.182573394868885,0.070338768931738,0.0098359139078244,YGL166W,CUP2,SGDID:S000003134,CDS,CDS,"""Copper-binding transcription factor; activates transcription of the metallothionein genes CUP1-1 and CUP1-2 in response to elevated copper concentrations; required for regulation of copper genes in response to DNA-damaging reagents; CUP2 has a paralog ; HAA1 ; that arose from the whole genome duplication""",Verified ORF
4093,7,192137,0.17401611024434,0.070183121759496,0.0136243445395806,YGL164C,YRB30,SGDID:S000003132,CDS,CDS,"""RanGTP-binding protein; inhibits RanGAP1 (Rna1p)-mediated GTP hydrolysis of RanGTP (Gsp1p); shares similarity to proteins in other fungi but not in higher eukaryotes""",Verified ORF
4094,7,192700,0.0701502315804694,0.0716343667701273,0.328111416880005,YGL164C,YRB30,SGDID:S000003132,CDS,CDS,"""RanGTP-binding protein; inhibits RanGAP1 (Rna1p)-mediated GTP hydrolysis of RanGTP (Gsp1p); shares similarity to proteins in other fungi but not in higher eukaryotes""",Verified ORF
4095,7,196064,0.0696552674768902,0.070696169445256,0.325163151056972,YGL163C,RAD54,SGDID:S000003131,CDS,CDS,"""DNA-dependent ATPase that stimulates strand exchange; modifies the topology of double-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; member of the SWI/SNF family of DNA translocases; forms nuclear foci upon DNA replication stress""",Verified ORF
4096,7,197274,0.0593329203749657,0.0709792114388361,0.403765542058696,YGL163C,RAD54,SGDID:S000003131,Close to 3'-UTR,Close to 3'-UTR,"""DNA-dependent ATPase that stimulates strand exchange; modifies the topology of double-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; member of the SWI/SNF family of DNA translocases; forms nuclear foci upon DNA replication stress""",Verified ORF
4097,7,199802,0.0406363745799644,0.0709619665086182,0.567246204643717,YGL161C,YIP5,SGDID:S000003129,CDS,CDS,"""Protein that interacts with Rab GTPases; localized to late Golgi vesicles; computational analysis of large-scale protein-protein interaction data suggests a possible role in vesicle-mediated transport""",Verified ORF
4098,7,201855,0.0547979275636344,0.0704217891832853,0.437008421147984,YGL160W,AIM14,SGDID:S000003128,CDS,CDS,"""NADPH oxidase localized to the perinuclear ER; produces superoxide from NADPH; overexpression causes MCA1 dependent apoptosis; likely involved in superoxide-mediated regulation of the actin cytoskeleton; member of a conserved superfamily of NADPH oxidases (NOX enzymes); has similarity to iron/copper reductases (FRE1-8) ; particularly Fre8p""",Verified ORF
4099,7,202039,0.0600436782085287,0.0705864306698653,0.395545689501584,YGL160W,AIM14,SGDID:S000003128,CDS,CDS,"""NADPH oxidase localized to the perinuclear ER; produces superoxide from NADPH; overexpression causes MCA1 dependent apoptosis; likely involved in superoxide-mediated regulation of the actin cytoskeleton; member of a conserved superfamily of NADPH oxidases (NOX enzymes); has similarity to iron/copper reductases (FRE1-8) ; particularly Fre8p""",Verified ORF
4100,7,202122,0.049518813647657,0.0703176388135391,0.481762502277241,YGL160W,AIM14,SGDID:S000003128,CDS,CDS,"""NADPH oxidase localized to the perinuclear ER; produces superoxide from NADPH; overexpression causes MCA1 dependent apoptosis; likely involved in superoxide-mediated regulation of the actin cytoskeleton; member of a conserved superfamily of NADPH oxidases (NOX enzymes); has similarity to iron/copper reductases (FRE1-8) ; particularly Fre8p""",Verified ORF
4101,7,202957,0.0802853079732187,0.0717606033087748,0.263988916842274,YGL159W,YGL159W,SGDID:S000003127,CDS,CDS,"""Putative protein of unknown function; deletion mutant has no detectable phenotype""",Uncharacterized ORF
4102,7,203677,0.0836045875169588,0.0707283794058524,0.237980901369763,YGL159W,YGL159W,SGDID:S000003127,CDS,CDS,"""Putative protein of unknown function; deletion mutant has no detectable phenotype""",Uncharacterized ORF
4106,7,205675,0.147262365819275,0.0701552537946664,0.036518547148224,tL(CAA)G1_NFR/NDR,,,Promoter,Promoter,,Promoter
4108,7,206511,0.106066057658555,0.0711434042646403,0.13688683905853,YGL158W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4109,7,206991,0.0711696403268381,0.0710516390638656,0.317193574067422,YGL158W,RCK1,SGDID:S000003126,Close to 3'-UTR,Close to 3'-UTR,"""Protein kinase involved in oxidative stress response; promotes pseudohyphal growth via activation of Ubp3p phosphorylation; identified as suppressor of S. pombe cell cycle checkpoint mutations; RCK1 has a paralog ; RCK2 ; that arose from the whole genome duplication""",Verified ORF
4110,7,207921,0.0798324812788554,0.0719735345117903,0.268102368255716,YGL158W,RCK1,SGDID:S000003126,CDS,CDS,"""Protein kinase involved in oxidative stress response; promotes pseudohyphal growth via activation of Ubp3p phosphorylation; identified as suppressor of S. pombe cell cycle checkpoint mutations; RCK1 has a paralog ; RCK2 ; that arose from the whole genome duplication""",Verified ORF
4112,7,208986,0.0760653053941511,0.0710372680396999,0.284999807825784,YGL158W,RCK1,SGDID:S000003126,Close to 3'-UTR,Close to 3'-UTR,"""Protein kinase involved in oxidative stress response; promotes pseudohyphal growth via activation of Ubp3p phosphorylation; identified as suppressor of S. pombe cell cycle checkpoint mutations; RCK1 has a paralog ; RCK2 ; that arose from the whole genome duplication""",Verified ORF
4113,7,209438,0.103558801994253,0.0711660051787357,0.14651023292834,YGL157W,ARI1,SGDID:S000003125,CDS,CDS,"""NADPH-dependent aldehyde reductase; utilizes aromatic and alophatic aldehyde substrates; member of the short-chain dehydrogenase/reductase superfamily""",Verified ORF
4114,7,225148,0.0805136187313165,0.0716662738184266,0.262009027318118,YGL150C,INO80,SGDID:S000003118,CDS,CDS,"""ATPase and nucleosome spacing factor; subunit of complex containing actin and actin-related proteins that has chromatin remodeling activity and 3' to 5' DNA helicase activity in vitro; promotes nucleosome shifts in the 3 prime direction; has a role in modulating stress gene transcription""",Verified ORF
4115,7,226323,0.0683620883021582,0.0704683349266618,0.332655523985665,CUT132,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
4116,7,227872,0.0587793194706426,0.0704638540031857,0.404745437134594,YGL147C,RPL9A,SGDID:S000003115,CDS,CDS,"""Ribosomal 60S subunit protein L9A; homologous to mammalian ribosomal protein L9 and bacterial L6; RPL9A has a paralog ; RPL9B ; that arose from a single-locus duplication""",Verified ORF
4117,7,229363,0.0555016483124999,0.0707080254165746,0.433014463791256,CUT133,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
4118,7,229656,0.0537706918665881,0.0706192293724141,0.446916317262788,YGL146C,RRT6,SGDID:S000003114,CDS,CDS,"""Integral membrane protein ; member of the p24 family; forms complex with Erp3p ; Erp5p ; and Emp24p; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription""",Verified ORF
4119,7,229803,0.0436549392013432,0.0708685310158963,0.538292218393586,YGL146C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4121,7,230481,0.0633915259531426,0.0706291312455473,0.370049694849544,YGL145W,TIP20,SGDID:S000003113,CDS,CDS,"""Peripheral membrane protein required for COPI vesicle fusion to the ER; mediates Sey1p-independent homotypic ER fusion; prohibits back-fusion of COPII vesicles with the ER; forms a tethering complex with Sec39p and Dsl1p that interacts with ER SNAREs Sec20p and Use1p""",Verified ORF
4122,7,230937,0.0512758783777741,0.0708540698969772,0.469739723158976,YGL145W,TIP20,SGDID:S000003113,CDS,CDS,"""Peripheral membrane protein required for COPI vesicle fusion to the ER; mediates Sey1p-independent homotypic ER fusion; prohibits back-fusion of COPII vesicles with the ER; forms a tethering complex with Sec39p and Dsl1p that interacts with ER SNAREs Sec20p and Use1p""",Verified ORF
4124,7,233940,0.0600399830485533,0.0712165789505273,0.399764714452707,YGL144C,ROG1,SGDID:S000003112,CDS,CDS,"""Lipase with specificity for monoacylglycerol; preferred substrate is 1-oleoylglycerol; null mutation affects lipid droplet morphology and overexpression causes increased accumulation of reactive oxygen species""",Verified ORF
4125,7,234570,0.0957455006839253,0.0709537942193302,0.178071289232084,YGL144C_NFR/NDR,,,Promoter,Promoter,,Promoter
4126,7,234702,0.0416895448176879,0.0707270444688614,0.555941347964578,YGL144C_NFR/NDR,,,Promoter,Promoter,,Promoter
4127,7,235464,-0.0273318398548036,0.0709188290175137,0.700176102701323,YGL143C,MRF1,SGDID:S000003111,CDS,CDS,"""Mitochondrial translation release factor; involved in stop codon recognition and hydrolysis of the peptidyl-tRNA bond during mitochondrial translation; lack of MRF1 causes mitochondrial genome instability""",Verified ORF
4128,7,235726,0.0677589261246847,0.0707013901790507,0.338526194815767,YGL143C,MRF1,SGDID:S000003111,CDS,CDS,"""Mitochondrial translation release factor; involved in stop codon recognition and hydrolysis of the peptidyl-tRNA bond during mitochondrial translation; lack of MRF1 causes mitochondrial genome instability""",Verified ORF
4130,7,237753,0.0597903789897757,0.0707555472147571,0.3986678864049,YGL142C,GPI10,SGDID:S000003110,CDS,CDS,"""Integral membrane protein involved in GPI anchor synthesis; putative alpha 1,2 mannosyltransferase required for addition of the third mannose onto the glycosylphosphatidylinositol (GPI) core structure; human PIG-Bp is a functional homolog""",Verified ORF
4131,7,238084,0.0783877737483404,0.070670263115542,0.268097060459778,YGL142C,GPI10,SGDID:S000003110,CDS,CDS,"""Integral membrane protein involved in GPI anchor synthesis; putative alpha 1,2 mannosyltransferase required for addition of the third mannose onto the glycosylphosphatidylinositol (GPI) core structure; human PIG-Bp is a functional homolog""",Verified ORF
4133,7,241711,0.0677342722078018,0.0714286944809585,0.343636576818408,YGL140C,YGL140C,SGDID:S000003108,CDS,CDS,"""Putative protein of unknown function; non-essential gene; contains multiple predicted transmembrane domains""",Uncharacterized ORF
4134,7,247290,0.0132922308873409,0.0711627312973732,0.851935407616199,YGL139W,FLC3,SGDID:S000003107,CDS,CDS,"""Putative FAD transporter ; similar to Flc1p and Flc2p; localized to the ER; FLC3 has a paralog ; FLC1 ; that arose from the whole genome duplication""",Verified ORF
4135,7,247666,-0.0167264576770033,0.0712207421186654,0.814458425380865,YGL139W,FLC3,SGDID:S000003107,CDS,CDS,"""Putative FAD transporter ; similar to Flc1p and Flc2p; localized to the ER; FLC3 has a paralog ; FLC1 ; that arose from the whole genome duplication""",Verified ORF
4136,7,249982,0.0278351880642289,0.0714596557069007,0.697124102182544,YGL138C,YGL138C,SGDID:S000003106,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; has no significant sequence similarity to any known protein""",Uncharacterized ORF
4137,7,250183,0.0175336332886128,0.0725388976666701,0.809142494052268,YGL138C,YGL138C,SGDID:S000003106,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; has no significant sequence similarity to any known protein""",Uncharacterized ORF
4138,7,250680,-0.0020205075571772,0.0713082634183771,0.977411113029247,YGL137W,SEC27,SGDID:S000003105,Close to 3'-UTR,Close to 3'-UTR,"""Essential beta'-coat protein of the COPI coatomer; involved in ER-to-Golgi and Golgi-to-ER transport; contains WD40 domains that mediate cargo selective interactions; 45% sequence identity to mammalian beta'-COP""",Verified ORF
4139,7,255972,-0.0121418959700816,0.0708241271813239,0.863978172316082,YGL134W,PCL10,SGDID:S000003102,CDS,CDS,"""Pho85p cyclin; recruits ; activates ; and targets Pho85p cyclin-dependent protein kinase to its substrate; PCL10 has a paralog ; PCL8 ; that arose from the whole genome duplication""",Verified ORF
4143,7,260913,0.0604721557234611,0.0714750301992736,0.398092488959981,YGL133W,ITC1,SGDID:S000003101,CDS,CDS,"""Subunit of ATP-dependent Isw2p-Itc1p chromatin remodeling complex; required for repression of a-specific genes ; repression of early meiotic genes during mitotic growth ; and repression of INO1; similar to mammalian Acf1p ; the regulatory subunit of the mammalian ATP-utilizing chromatin assembly and modifying factor (ACF) complex; ITC1 has a paralog ; YPL216W ; that arose from the whole genome duplication""",Verified ORF
