SNP,Chr,Pos,Effect,SE,ERV25_PIS1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2242,4,736908,-0.107370307711457,0.078027340986725,0.169675387484924,YDR141C,DOP1,SGDID:S000002548,CDS,CDS,"""Protein involved in vesicular transport at trans-Golgi network (TGN); TGN-localized ; leucine-zipper domain protein; involved in endosome-to-Golgi transport during endocytic recycling ; and retrograde transport of glycosyltransferases from the TGN to the Golgi; involved in organization of the ER ; establishment of cell polarity ; and morphogenesis; detected in highly purified mitochondria in high-throughput studies""",Verified ORF
2243,4,738776,-0.113062992404068,0.0775105955518239,0.145542968714925,YDR141C,DOP1,SGDID:S000002548,CDS,CDS,"""Protein involved in vesicular transport at trans-Golgi network (TGN); TGN-localized ; leucine-zipper domain protein; involved in endosome-to-Golgi transport during endocytic recycling ; and retrograde transport of glycosyltransferases from the TGN to the Golgi; involved in organization of the ER ; establishment of cell polarity ; and morphogenesis; detected in highly purified mitochondria in high-throughput studies""",Verified ORF
2244,4,741699,-0.112407492870254,0.0777831538178713,0.149305874475633,YDR142C,PEX7,SGDID:S000002549,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal signal receptor for peroxisomal matrix proteins; recognizes the N-terminal nonapeptide signal (PTS2); WD repeat protein; defects in human homolog cause lethal rhizomelic chondrodysplasia punctata (RCDP)""",Verified ORF
2245,4,741737,-0.120987643130412,0.0775988986892953,0.11985900455997,YDR142C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2247,4,746943,-0.13245774770076,0.0775035415852918,0.0883198441814966,YDR145W,TAF12,SGDID:S000002552,CDS,CDS,"""Subunit (61/68 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification ; similar to histone H2A; overexpression of the human ortholog ; TAF12 ; an oncogene involved in the formation of choroid plexus carcinomas ; results in dosage chromosomal instability (dCIN) in a human cell line similar to the dCIN observed in yeast overexpressors""",Verified ORF
2254,4,749708,-0.122341392056521,0.0771306366893154,0.113598771094826,YDR146C,SWI5,SGDID:S000002553,CDS,CDS,"""Transcription factor that recruits Mediator and Swi/Snf complexes; activates transcription of genes expressed at the M/G1 phase boundary and in G1 phase; required for expression of the HO gene controlling mating type switching; localization to nucleus occurs during G1 and appears to be regulated by phosphorylation by Cdc28p kinase; SWI5 has a paralog ; ACE2 ; that arose from the whole genome duplication""",Verified ORF
2256,4,755257,-0.126747083850224,0.0772096598323057,0.101564290061247,YDR148C,KGD2,SGDID:S000002555,Close to 3'-UTR,Close to 3'-UTR,"""Dihydrolipoyl transsuccinylase; component of the mitochondrial alpha-ketoglutarate dehydrogenase complex ; which catalyzes the oxidative decarboxylation of alpha-ketoglutarate to succinyl-CoA in the TCA cycle; phosphorylated""",Verified ORF
2257,4,756788,-0.132439357537636,0.0774366268182106,0.0880902663388961,YDR150W,NUM1,SGDID:S000002557,CDS,CDS,"""Protein required for nuclear migration; component of the mitochondria-ER-cortex-anchor (MECA); required for the association of mitochondria with the cell cortex and for accurate distribution of mitochondrial network; interacts with Mdm36p to link the ER and mitochondria at the cortex; localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex""",Verified ORF
2258,4,756811,-0.112947967070056,0.0775736245138441,0.146278675562491,YDR150W,NUM1,SGDID:S000002557,CDS,CDS,"""Protein required for nuclear migration; component of the mitochondria-ER-cortex-anchor (MECA); required for the association of mitochondria with the cell cortex and for accurate distribution of mitochondrial network; interacts with Mdm36p to link the ER and mitochondria at the cortex; localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex""",Verified ORF
2263,4,760553,-0.112947967070056,0.0775736245138441,0.146278675562491,YDR150W,NUM1,SGDID:S000002557,CDS,CDS,"""Protein required for nuclear migration; component of the mitochondria-ER-cortex-anchor (MECA); required for the association of mitochondria with the cell cortex and for accurate distribution of mitochondrial network; interacts with Mdm36p to link the ER and mitochondria at the cortex; localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex""",Verified ORF
2264,4,760734,-0.0936398600505829,0.0788371772725996,0.235725478788429,YDR150W,NUM1,SGDID:S000002557,CDS,CDS,"""Protein required for nuclear migration; component of the mitochondria-ER-cortex-anchor (MECA); required for the association of mitochondria with the cell cortex and for accurate distribution of mitochondrial network; interacts with Mdm36p to link the ER and mitochondria at the cortex; localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex""",Verified ORF
2265,4,762727,-0.1211007813067,0.0778401451913418,0.120660633517941,YDR150W,NUM1,SGDID:S000002557,CDS,CDS,"""Protein required for nuclear migration; component of the mitochondria-ER-cortex-anchor (MECA); required for the association of mitochondria with the cell cortex and for accurate distribution of mitochondrial network; interacts with Mdm36p to link the ER and mitochondria at the cortex; localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex""",Verified ORF
2266,4,764905,-0.106996773245403,0.0776670421710463,0.169189019615082,YDR151C,CTH1,SGDID:S000002558,CDS,CDS,"""mRNA binding protein ; member of the CCCH zinc finger family; similar to mammalian Tis11 protein ; which activates transcription and also has a role in mRNA degradation; functions with Tis11p in regulation of iron homeostasis; CTH1 has a paralog ; TIS11 ; that arose from the whole genome duplication""",Verified ORF
2267,4,765852,-0.0996866318270201,0.0780436194257613,0.202328961677,YDR152W,GIR2,SGDID:S000002559,CDS,CDS,"""Highly-acidic RWD domain-containing cytoplasmic protein; forms a highly conserved complex with Rbg2p that is responsible for efficient cell growth under amino acid starvation and binds translational activator Gcn1p in dose-dependent manner according to stress level; associates with translating ribosomes; intrinsically unstructured protein whose stability is enhanced upon binding Rbg2p""",Verified ORF
2268,4,767117,-0.103795062812781,0.0778320521407946,0.18320226073479,YDR153C,ENT5,SGDID:S000002560,CDS,CDS,"""Protein containing an N-terminal epsin-like domain; involved in clathrin recruitment and traffic between the Golgi and endosomes; associates with the clathrin adaptor Gga2p ; clathrin adaptor complex AP-1 ; and clathrin""",Verified ORF
2269,4,769065,-0.118633953441981,0.0774177913395012,0.126322853406243,YDR156W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2270,4,769779,-0.0821918245646927,0.0773130172609915,0.288461229606786,YDR156W,RPA14,SGDID:S000002563,CDS,CDS,"""RNA polymerase I subunit A14""",Verified ORF
2271,4,769848,-0.0452446368343616,0.0777559515366054,0.561018891992238,YDR156W,RPA14,SGDID:S000002563,CDS,CDS,"""RNA polymerase I subunit A14""",Verified ORF
2272,4,769943,-0.0200904430761828,0.0784296935375596,0.797977561715714,YDR157W,YDR157W,SGDID:S000002564,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
2273,4,778367,-0.117936553708907,0.0787499571402807,0.135128794232081,YDR160W,SSY1,SGDID:S000002567,CDS,CDS,"""Component of the SPS plasma membrane amino acid sensor system; senses external amino acid concentration and transmits intracellular signals that result in regulation of expression of amino acid permease genes; other members are Ssy1p ; Ptr3p ; and Ssy5p""",Verified ORF
2274,4,778573,-0.102748982142721,0.0778960599624629,0.188006609610328,YDR160W,SSY1,SGDID:S000002567,CDS,CDS,"""Component of the SPS plasma membrane amino acid sensor system; senses external amino acid concentration and transmits intracellular signals that result in regulation of expression of amino acid permease genes; other members are Ssy1p ; Ptr3p ; and Ssy5p""",Verified ORF
2275,4,781689,-0.0782824498195349,0.0782110541899153,0.317554547908257,YDR163W,CWC15,SGDID:S000002570,CDS,CDS,"""Non-essential protein involved in pre-mRNA splicing; component of a complex containing Cef1p; has similarity to S. pombe Cwf15p""",Verified ORF
2276,4,782125,-0.098426329245408,0.0772531697412754,0.203475012706498,YDR164C,SEC1,SGDID:S000002571,CDS,CDS,"""Sm-like protein involved in docking and fusion of exocytic vesicles; binds to assembled SNARE complexes at the membrane and stimulates membrane fusion; localization to sites of secretion (bud neck and bud tip) is dependent on SNARE function; interacts directly with essential exocyst subunit Sec6p""",Verified ORF
2277,4,782960,-0.112604240863463,0.0775230055245469,0.147243469259406,YDR164C,SEC1,SGDID:S000002571,CDS,CDS,"""Sm-like protein involved in docking and fusion of exocytic vesicles; binds to assembled SNARE complexes at the membrane and stimulates membrane fusion; localization to sites of secretion (bud neck and bud tip) is dependent on SNARE function; interacts directly with essential exocyst subunit Sec6p""",Verified ORF
2278,4,783543,-0.127246409158057,0.0771301592107859,0.0998811137726967,YDR164C,SEC1,SGDID:S000002571,CDS,CDS,"""Sm-like protein involved in docking and fusion of exocytic vesicles; binds to assembled SNARE complexes at the membrane and stimulates membrane fusion; localization to sites of secretion (bud neck and bud tip) is dependent on SNARE function; interacts directly with essential exocyst subunit Sec6p""",Verified ORF
2279,4,784282,-0.0838281993622951,0.0778502818908407,0.282310609507602,YDR164C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2280,4,789241,-0.0792669535182212,0.0773705448312894,0.306295657418479,YDR167W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2281,4,794376,-0.0538405258129883,0.0778166028233468,0.48946126343068,YDR169C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2282,4,794951,-0.0465848154095868,0.0779510579479566,0.550479218795934,CUT071,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
2283,4,795775,-0.065525709148865,0.0782379594038476,0.402868064114291,YDR170C,SEC7,SGDID:S000002577,Close to 3'-UTR,Close to 3'-UTR,"""Guanine nucleotide exchange factor (GEF) for ADP ribosylation factors; involved in proliferation of the Golgi ; intra-Golgi transport and ER-to-Golgi transport; found in the cytoplasm and on Golgi-associated coated vesicles""",Verified ORF
2284,4,795937,-0.0523191784668062,0.0788330538308547,0.507334374890914,YDR170C,SEC7,SGDID:S000002577,Close to 3'-UTR,Close to 3'-UTR,"""Guanine nucleotide exchange factor (GEF) for ADP ribosylation factors; involved in proliferation of the Golgi ; intra-Golgi transport and ER-to-Golgi transport; found in the cytoplasm and on Golgi-associated coated vesicles""",Verified ORF
2285,4,797067,-0.0646063649853371,0.0784612999141558,0.410826860535272,YDR170C,SEC7,SGDID:S000002577,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) for ADP ribosylation factors; involved in proliferation of the Golgi ; intra-Golgi transport and ER-to-Golgi transport; found in the cytoplasm and on Golgi-associated coated vesicles""",Verified ORF
2286,4,797405,-0.0531371413704274,0.0791147351755067,0.502248017836425,YDR170C,SEC7,SGDID:S000002577,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) for ADP ribosylation factors; involved in proliferation of the Golgi ; intra-Golgi transport and ER-to-Golgi transport; found in the cytoplasm and on Golgi-associated coated vesicles""",Verified ORF
2289,4,802519,-0.0674039849823645,0.0772415160123336,0.383452875628573,YDR170C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2292,4,808113,-0.0598651816712449,0.0774719464670551,0.440197094376939,YDR172W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2295,4,811690,-0.0612527689892723,0.0775805697124591,0.430327921943812,YDR173C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2296,4,812053,-0.0566223740178206,0.0773865580181772,0.464847958201835,YDR174W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2297,4,814423,-0.0764866994705305,0.0774427557420937,0.323998281331454,YDR176W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2299,4,816707,-0.0616602887140318,0.0772478211443644,0.425283000958172,YDR177W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2300,4,817314,-0.0419155377929055,0.0792160413216315,0.597048241342122,YDR177W,UBC1,SGDID:S000002584,CDS,CDS,"""Ubiquitin-conjugating enzyme; key E2 partner with Ubc4p for the anaphase-promoting complex (APC); mediates selective degradation of short-lived and abnormal proteins; plays a role in vesicle biogenesis and ER-associated protein degradation (ERAD); component of the cellular stress response; protein abundance increases in response to DNA replication stress key E2 partner with Ubc4p for the anaphase-promoting complex (APC)""",Verified ORF
2301,4,817489,-0.0676443108398233,0.0781182380529942,0.387121007062053,YDR177W,UBC1,SGDID:S000002584,CDS,CDS,"""Ubiquitin-conjugating enzyme; key E2 partner with Ubc4p for the anaphase-promoting complex (APC); mediates selective degradation of short-lived and abnormal proteins; plays a role in vesicle biogenesis and ER-associated protein degradation (ERAD); component of the cellular stress response; protein abundance increases in response to DNA replication stress key E2 partner with Ubc4p for the anaphase-promoting complex (APC)""",Verified ORF
2302,4,817645,-0.0681374646366603,0.0776697115592599,0.380935556220692,YDR178W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2303,4,817729,-0.0666184693989191,0.0774563277880012,0.390329888481439,YDR178W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2305,4,820654,-0.0516987118828258,0.0778169967203484,0.50689191495447,YDR179W-A,NVJ3,SGDID:S000002587,CDS,CDS,"""Protein with a potential role in tethering ER and vacuoles; localizes to nucleus-vacuole junctions in an Mdm1p-dependent manner; contains a lipid-binding PXA domain""",Verified ORF
