SNP,Chr,Pos,Effect,SE,HUG1_ALO1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3772,6,193272,-0.0359879194680732,0.0917774039784646,0.695204866445402,YFR020W,CSS2,SGDID:S000001916,CDS,CDS,"""Protein of unknown function ; secreted when constitutively expressed; SWAT-GFP fusion protein localizes to the endoplasmic reticulum (ER) and extracellular region ; while mCherry fusion protein localizes to the ER and vacuole; mRNA identified as translated by ribosome profiling data; CSS2 is a non-essential gene""",Verified ORF
3773,6,193671,-0.0082020211743558,0.0922334514767097,0.929190553226949,YFR020W,CSS2,SGDID:S000001916,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function ; secreted when constitutively expressed; SWAT-GFP fusion protein localizes to the endoplasmic reticulum (ER) and extracellular region ; while mCherry fusion protein localizes to the ER and vacuole; mRNA identified as translated by ribosome profiling data; CSS2 is a non-essential gene""",Verified ORF
3774,6,199005,-0.0087928858702528,0.0921032714011056,0.923997529719984,YFR022W,ROG3,SGDID:S000001918,CDS,CDS,"""Alpha-arrestin involved in ubiquitin-dependent endocytosis; contributes to desensitization of agonist-occupied alpha-factor receptor Ste2p by Rsp5p-independent internalization; PPXY motif-mediated binding of the ubiquitin ligase Rsp5p is not required for adaptation; mutation suppresses the temperature sensitivity of an mck1 rim11 double mutant; SWAT-GFP and mCherry fusion proteins localize to the cytosol; ROG3 has a paralog ; ROD1 ; that arose from the whole genome duplication""",Verified ORF
3775,6,199448,-0.0362394699000138,0.0940261143953948,0.70015900264879,ARS607,ARS607,SGDID:S000007639,Other features,Replication,"""Highly-efficient autonomously replicating sequence on Chromosome VI; activated very early in S phase in >85% of cell cycles""",ARS
3776,6,201624,-0.0047573936469181,0.0932207378344929,0.959327578993681,YFR023W,PES4,SGDID:S000001919,CDS,CDS,"""Poly(A) binding protein ; suppressor of DNA polymerase epsilon mutation; PES4 has a paralog ; MIP6 ; that arose from the whole genome duplication""",Verified ORF
3777,6,201882,0.0102478984786387,0.0921946148254256,0.911556555676833,YFR023W,PES4,SGDID:S000001919,Close to 3'-UTR,Close to 3'-UTR,"""Poly(A) binding protein ; suppressor of DNA polymerase epsilon mutation; PES4 has a paralog ; MIP6 ; that arose from the whole genome duplication""",Verified ORF
3778,6,203342,-0.150103113902704,0.0921140278581102,0.104091611819934,YFR024C-A,LSB3,SGDID:S000002968,Close to 3'-UTR,Close to 3'-UTR,"""Protein containing a C-terminal SH3 domain; binds Las17p ; which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization; protein abundance increases in response to DNA replication stress; LSB3 has a paralog ; YSC84 ; that arose from the whole genome duplication""",Verified ORF
3779,6,204006,-0.0831724251245894,0.0914849303304901,0.363897586684544,YFR025C,HIS2,SGDID:S000001921,CDS,CDS,"""Histidinolphosphatase; catalyzes the eighth step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu ; Co ; and Ni salts; transcription is regulated by general amino acid control""",Verified ORF
3780,6,204440,-0.0817348792511369,0.0915680900312821,0.372672467411468,YFR025C,HIS2,SGDID:S000001921,CDS,CDS,"""Histidinolphosphatase; catalyzes the eighth step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu ; Co ; and Ni salts; transcription is regulated by general amino acid control""",Verified ORF
3781,6,204681,-0.0674454749205385,0.0914092608903692,0.461101441710787,YFR025C,HIS2,SGDID:S000001921,CDS,CDS,"""Histidinolphosphatase; catalyzes the eighth step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu ; Co ; and Ni salts; transcription is regulated by general amino acid control""",Verified ORF
3783,6,208815,-0.0886187010356455,0.0914588960578868,0.333235704413206,YFR028C,CDC14,SGDID:S000001924,CDS,CDS,"""Protein phosphatase required for mitotic exit; required for rDNA segregation ; cytokinesis ; meiosis I spindle disassembly ; environmental stress response; held in nucleolus by Cdc55p in early meiosis ; liberated by FEAR and Mitotic Exit Network in anaphase ; enabling it to effect a decrease in CDK/B-cyclin activity and mitotic exit; sequestered in metaphase II ; released upon entry into anaphase II; human homolog CDC14A can complement thermosensitivity of yeast cdc14-1 mutant""",Verified ORF
3784,6,208850,-0.0858211288477479,0.0917294862547301,0.350124255316691,YFR028C,CDC14,SGDID:S000001924,CDS,CDS,"""Protein phosphatase required for mitotic exit; required for rDNA segregation ; cytokinesis ; meiosis I spindle disassembly ; environmental stress response; held in nucleolus by Cdc55p in early meiosis ; liberated by FEAR and Mitotic Exit Network in anaphase ; enabling it to effect a decrease in CDK/B-cyclin activity and mitotic exit; sequestered in metaphase II ; released upon entry into anaphase II; human homolog CDC14A can complement thermosensitivity of yeast cdc14-1 mutant""",Verified ORF
3786,6,211447,-0.088062519196758,0.0913480624279717,0.335689468935933,YFR029W,PTR3,SGDID:S000001925,CDS,CDS,"""Component of the SPS plasma membrane amino acid sensor system; senses external amino acid concentration and transmits intracellular signals that result in regulation of expression of amino acid permease genes; other members are Ssy1p ; Ptr3p ; and Ssy5p""",Verified ORF
3787,6,212247,-0.0441795998258839,0.0915502464242669,0.6296986630714,YFR029W,PTR3,SGDID:S000001925,CDS,CDS,"""Component of the SPS plasma membrane amino acid sensor system; senses external amino acid concentration and transmits intracellular signals that result in regulation of expression of amino acid permease genes; other members are Ssy1p ; Ptr3p ; and Ssy5p""",Verified ORF
3788,6,214251,-0.0134083430743287,0.0919824372672207,0.884185619562074,YFR030W,MET10,SGDID:S000001926,CDS,CDS,"""Subunit alpha of assimilatory sulfite reductase; complex converts sulfite into sulfide""",Verified ORF
3789,6,216365,-0.0333612550045593,0.092055832199042,0.717268211302918,ARS608,ARS608,SGDID:S000007640,Other features,Replication,"""Extremely inefficient autonomously replicating sequence on Chr VI; activated early in S phase in <10% of cell cycles""",ARS
3790,6,221588,-0.0730520057067245,0.0915932181433829,0.425656214551519,YFR031C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3791,6,223266,-0.0599153475364454,0.0929732009848396,0.51971079552421,YFR032C-A,RPL29,SGDID:S000006437,CDS,CDS,"""Ribosomal 60S subunit protein L29; not essential for translation ; but required for proper joining of large and small ribosomal subunits and for normal translation rate; homologous to mammalian ribosomal protein L29 ; no bacterial homolog""",Verified ORF
3792,6,223299,-0.0794618554628762,0.0917457149484286,0.387018275484747,YFR032C-A,RPL29,SGDID:S000006437,CDS,CDS,"""Ribosomal 60S subunit protein L29; not essential for translation ; but required for proper joining of large and small ribosomal subunits and for normal translation rate; homologous to mammalian ribosomal protein L29 ; no bacterial homolog""",Verified ORF
3793,6,225352,-0.136513551483372,0.0913612267916212,0.136012088433764,YFR034C,PHO4,SGDID:S000001930,CDS,CDS,"""Basic helix-loop-helix (bHLH) transcription factor of the myc-family; activates transcription cooperatively with Pho2p in response to phosphate limitation; binding to 'CACGTG' motif is regulated by chromatin restriction ; competitive binding of Cbf1p to the same DNA binding motif and cooperation with Pho2p; function is regulated by phosphorylation at multiple sites and by phosphate availability""",Verified ORF
3794,6,226182,-0.0773385469671219,0.0921249053719319,0.401758857151342,YFR034W-A,YFR034W-A,SGDID:S000028631,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps YFR035C; identified by gene-trapping ; microarray expression analysis ; and genome-wide homology searching""",Dubious ORF
3795,6,226781,-0.150381282432935,0.0927307087528708,0.105760642805979,YFR036W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3796,6,226929,-0.142394949784273,0.0922657299783415,0.123650684967603,YFR036W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3799,6,227356,-0.178644988876074,0.0930790620658278,0.0557545570961579,YFR035C,YFR035C,SGDID:S000001931,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; deletion mutant exhibits synthetic phenotype with alpha-synuclein""",Uncharacterized ORF
3800,6,229335,-0.0335806072003158,0.0932815806288038,0.719068523288829,YFR038W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3801,6,229567,-0.0201057211205246,0.0915857197964879,0.826364881101107,YFR038W,IRC5,SGDID:S000001934,CDS,CDS,"""Putative ATPase containing the DEAD/H helicase-related sequence motif; null mutant displays increased levels of spontaneous Rad52p foci; SWAT-GFP and mCherry fusion proteins localize to the nucleus""",Verified ORF
3802,6,231725,-0.0437772504898768,0.0919673798544319,0.63436281508195,YFR038W,IRC5,SGDID:S000001934,CDS,CDS,"""Putative ATPase containing the DEAD/H helicase-related sequence motif; null mutant displays increased levels of spontaneous Rad52p foci; SWAT-GFP and mCherry fusion proteins localize to the nucleus""",Verified ORF
3803,6,232479,-0.114707365780354,0.0931445783119846,0.218956429457292,YFR039C,OSW7,SGDID:S000001935,CDS,CDS,"""Protein involved in outer spore wall assembly; likely involved directly in dityrosine layer assembly; may be involved in response to high salt and changes in carbon source; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; deletion mutant has decreased spore survival in Drosophila feces; OSW7 has a paralog ; SHE10 ; that arose from the whole genome duplication; paralogs are redundant for spore wall dityrosine assembly""",Verified ORF
3804,6,233698,0.04795036709786,0.0928714472574275,0.605961859188683,YFR040W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3805,6,234833,0.0246199891028571,0.0914703352729615,0.787965210637594,YFR040W,SAP155,SGDID:S000001936,CDS,CDS,"""Protein required for function of the Sit4p protein phosphatase; forms a complex with Sit4p; member of a family of similar proteins including Sap4p ; Sap185p ; and Sap190p; protein abundance increases in response to DNA replication stress; SAP155 has a paralog ; SAP4 ; that arose from the whole genome duplication""",Verified ORF
3806,6,236114,0.0299265909315766,0.0919977163383282,0.745148939124613,YFR040W,SAP155,SGDID:S000001936,CDS,CDS,"""Protein required for function of the Sit4p protein phosphatase; forms a complex with Sit4p; member of a family of similar proteins including Sap4p ; Sap185p ; and Sap190p; protein abundance increases in response to DNA replication stress; SAP155 has a paralog ; SAP4 ; that arose from the whole genome duplication""",Verified ORF
3807,6,240423,-0.0457590694277619,0.0917367748561533,0.618225085827233,YFR044C,DUG1,SGDID:S000001940,CDS,CDS,"""Cys-Gly metallo-di-peptidase; forms a complex with Dug2p and Dug3p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p); human homolog CNDP2 can complement yeast dug1 mutant""",Verified ORF
3808,6,240985,-0.0480840553845838,0.0918031190246092,0.600764652990694,YFR044C,DUG1,SGDID:S000001940,CDS,CDS,"""Cys-Gly metallo-di-peptidase; forms a complex with Dug2p and Dug3p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p); human homolog CNDP2 can complement yeast dug1 mutant""",Verified ORF
3809,6,242390,-0.0801145720079801,0.0922932365809346,0.385960087089515,YFR044C,DUG1,SGDID:S000001940,Close to 3'-UTR,Close to 3'-UTR,"""Cys-Gly metallo-di-peptidase; forms a complex with Dug2p and Dug3p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p); human homolog CNDP2 can complement yeast dug1 mutant""",Verified ORF
3811,6,244301,-0.122203397375016,0.0920617425639576,0.185231929540772,YFR047C,BNA6,SGDID:S000001943,CDS,CDS,"""Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",Verified ORF
3812,6,244932,-0.0981127871765682,0.091460320616998,0.284122339753179,YFR047C,BNA6,SGDID:S000001943,CDS,CDS,"""Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",Verified ORF
3813,6,245484,-0.119321093116255,0.093063977979566,0.200634752313644,YFR047C,BNA6,SGDID:S000001943,Close to 3'-UTR,Close to 3'-UTR,"""Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",Verified ORF
3814,6,245505,-0.0936016491841579,0.0928293992613016,0.313991988950069,YFR047C,BNA6,SGDID:S000001943,Close to 3'-UTR,Close to 3'-UTR,"""Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",Verified ORF
3815,6,245506,-0.0936016491841579,0.0928293992613016,0.313991988950069,YFR047C,BNA6,SGDID:S000001943,Close to 3'-UTR,Close to 3'-UTR,"""Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",Verified ORF
3816,6,245578,-0.0971503618505164,0.0920209354716617,0.291808132209933,YFR047C,BNA6,SGDID:S000001943,Close to 3'-UTR,Close to 3'-UTR,"""Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",Verified ORF
3817,6,245636,-0.116045037158172,0.0922689182874195,0.209337831543249,YFR047C,BNA6,SGDID:S000001943,Close to 3'-UTR,Close to 3'-UTR,"""Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",Verified ORF
3821,6,246705,-0.0779464907853442,0.0914864220278414,0.394791378041742,YFR048W,RMD8,SGDID:S000001944,CDS,CDS,"""Cytosolic protein required for sporulation""",Verified ORF
3823,6,251165,0.0054529521735056,0.0915108793475354,0.952517478755228,YFR051C,RET2,SGDID:S000001947,CDS,CDS,"""Delta subunit of the coatomer complex (COPI); COPI coats Golgi-derived transport vesicles; involved in retrograde transport between Golgi and ER""",Verified ORF
3824,6,252271,-0.0051405563652094,0.0920491244019048,0.95549624899455,YFR052W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
