SNP,Chr,Pos,Effect,SE,ERV25_UIP4_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1421,4,26744,-0.0180425850701076,0.0580071840689664,0.755953405061022,YDL239C,ADY3,SGDID:S000002398,CDS,CDS,"""Protein required for spore wall formation; subunit of leading edge protein (LEP) complex (Ssp1-Ady3-Don1-Irc10) that forms ring-like structure at leading edge of prospore membrane during meiosis II; mediates assembly of LEP complex ; formation of ring-like structure via interaction with spindle pole body components ; and prospore membrane maturation; potentially phosphorylated by Cdc28p; ADY3 has a paralog ; CNM67 ; that arose from the whole genome duplication""",Verified ORF
1424,4,28509,-0.0263212164272741,0.0573927699741973,0.646792500895796,YDL239C,ADY3,SGDID:S000002398,CDS,CDS,"""Protein required for spore wall formation; subunit of leading edge protein (LEP) complex (Ssp1-Ady3-Don1-Irc10) that forms ring-like structure at leading edge of prospore membrane during meiosis II; mediates assembly of LEP complex ; formation of ring-like structure via interaction with spindle pole body components ; and prospore membrane maturation; potentially phosphorylated by Cdc28p; ADY3 has a paralog ; CNM67 ; that arose from the whole genome duplication""",Verified ORF
1425,4,29308,-0.0192042520933637,0.0578666960493046,0.740183965789318,YDL238C,GUD1,SGDID:S000002397,CDS,CDS,"""Guanine deaminase; a catabolic enzyme of the guanine salvage pathway producing xanthine and ammonia from guanine; activity is low in exponentially-growing cultures but expression is increased in post-diauxic and stationary-phase cultures""",Verified ORF
1426,4,29835,-0.0175697269559236,0.0576216361744773,0.76061024711269,YDL238C,GUD1,SGDID:S000002397,CDS,CDS,"""Guanine deaminase; a catabolic enzyme of the guanine salvage pathway producing xanthine and ammonia from guanine; activity is low in exponentially-growing cultures but expression is increased in post-diauxic and stationary-phase cultures""",Verified ORF
1429,4,36857,-0.0029449744984636,0.0577574061088901,0.959363372075794,YDL233W,MFG1,SGDID:S000002392,CDS,CDS,"""Regulator of filamentous growth; interacts with FLO11 promoter and regulates FLO11 expression; binds to transcription factors Flo8p and Mss11p; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YDL233W is not an essential gene""",Uncharacterized ORF
1430,4,37106,-0.0303997451897594,0.0575771618544661,0.597843077361485,YDL233W,MFG1,SGDID:S000002392,CDS,CDS,"""Regulator of filamentous growth; interacts with FLO11 promoter and regulates FLO11 expression; binds to transcription factors Flo8p and Mss11p; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YDL233W is not an essential gene""",Uncharacterized ORF
1431,4,38160,-0.0255029725451283,0.0577647733685067,0.659123564180929,YDL233W,MFG1,SGDID:S000002392,CDS,CDS,"""Regulator of filamentous growth; interacts with FLO11 promoter and regulates FLO11 expression; binds to transcription factors Flo8p and Mss11p; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YDL233W is not an essential gene""",Uncharacterized ORF
1432,4,38200,-0.0272867647244067,0.0575980783882507,0.635975078724398,YDL233W,MFG1,SGDID:S000002392,Close to 3'-UTR,Close to 3'-UTR,"""Regulator of filamentous growth; interacts with FLO11 promoter and regulates FLO11 expression; binds to transcription factors Flo8p and Mss11p; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YDL233W is not an essential gene""",Uncharacterized ORF
1433,4,39021,-0.0019330072126312,0.0575043233651325,0.973203168240224,YDL231C,BRE4,SGDID:S000002390,CDS,CDS,"""Zinc finger protein containing five transmembrane domains; null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A ; a drug which is known to affect intracellular transport""",Verified ORF
1434,4,40300,0.0033559041198954,0.0574809117805938,0.953476645470518,YDL231C,BRE4,SGDID:S000002390,CDS,CDS,"""Zinc finger protein containing five transmembrane domains; null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A ; a drug which is known to affect intracellular transport""",Verified ORF
1435,4,43687,0.0367536726662578,0.0573765278566402,0.522217802648177,YDL230W,PTP1,SGDID:S000002389,CDS,CDS,"""Phosphotyrosine-specific protein phosphatase; dephosphorylates a broad range of substrates in vivo ; including Fpr3p; localized to the cytoplasm and the mitochondria; proposed to be a negative regulator of filamentation""",Verified ORF
1436,4,43708,0.0368378077177823,0.0577571600506011,0.524014094732588,YDL229W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1439,4,43992,0.0384290426389756,0.0574648364490475,0.504098336104105,YDL229W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1442,4,46913,0.0395796702969151,0.0585195941149646,0.499261977023872,YDL227C,HO,SGDID:S000002386,CDS,CDS,"""Site-specific endonuclease; required for gene conversion at the MAT locus (homothallic switching) through the generation of a ds DNA break; expression restricted to mother cells in late G1 as controlled by Swi4p-Swi6p ; Swi5p ; and Ash1p""",Verified ORF
1443,4,47131,0.0251282437426079,0.0579436279551044,0.664795119299921,YDL227C,HO,SGDID:S000002386,CDS,CDS,"""Site-specific endonuclease; required for gene conversion at the MAT locus (homothallic switching) through the generation of a ds DNA break; expression restricted to mother cells in late G1 as controlled by Swi4p-Swi6p ; Swi5p ; and Ash1p""",Verified ORF
1445,4,48617,0.0428635648466256,0.0576152876969774,0.457394587307455,YDL227C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1446,4,48723,0.0381212282854699,0.0576288663831592,0.508726222215454,YDL227C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1447,4,49408,0.04144770763815,0.0575525907676001,0.471896289074209,YDL227C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1448,4,49568,0.0286821327235399,0.0577452943459041,0.619709246747727,D:48032-51114,,,Intergenic region,Intergenic region,between YDL227C and YDL226C,Intergenic region
1449,4,49675,0.0514065447211557,0.0574977693916727,0.37189811681304,D:48032-51114,,,Intergenic region,Intergenic region,between YDL227C and YDL226C,Intergenic region
1450,4,51735,0.0402254934988224,0.0575230029791619,0.484828800627636,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1451,4,51775,0.0559485802534489,0.0576097316379727,0.332130869993025,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1452,4,51793,0.0583699464991505,0.0576740047847088,0.312199301378311,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1453,4,51859,0.0537144104103653,0.0584809238977981,0.358987160445495,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1454,4,52093,0.0460461692620053,0.0575770880925901,0.424404621279375,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1455,4,52141,0.0469138537602774,0.0577976680680734,0.417515874935193,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1456,4,52459,0.0257968018786251,0.0580115247863787,0.656820592102641,YDL225W,SHS1,SGDID:S000002384,CDS,CDS,"""Component of the septin ring that is required for cytokinesis; present at the ends of rod-like septin hetero-oligomers; C-terminal extension is important for recruitment of Bni5p to the mother-bud neck ; which in turn is required for Myo1p recruitment and cytokinesis; undergoes sumoylation and phosphorylation during mitosis; protein abundance increases in response to DNA replication stress""",Verified ORF
1457,4,53342,0.024649787832191,0.057765822587606,0.669843958874176,YDL225W,SHS1,SGDID:S000002384,CDS,CDS,"""Component of the septin ring that is required for cytokinesis; present at the ends of rod-like septin hetero-oligomers; C-terminal extension is important for recruitment of Bni5p to the mother-bud neck ; which in turn is required for Myo1p recruitment and cytokinesis; undergoes sumoylation and phosphorylation during mitosis; protein abundance increases in response to DNA replication stress""",Verified ORF
1458,4,55290,0.0366175707213762,0.0575298293496335,0.524864960028955,YDL224C,WHI4,SGDID:S000002383,CDS,CDS,"""Putative RNA binding protein; regulates the cell size requirement for passage through Start and commitment to cell division; WHI4 has a paralog ; WHI3 ; that arose from the whole genome duplication""",Verified ORF
1459,4,56089,0.0413242151437788,0.0575207966405213,0.472972258989782,YDL224C,WHI4,SGDID:S000002383,CDS,CDS,"""Putative RNA binding protein; regulates the cell size requirement for passage through Start and commitment to cell division; WHI4 has a paralog ; WHI3 ; that arose from the whole genome duplication""",Verified ORF
1461,4,57719,0.0606373028114592,0.0575774082446567,0.292995328142004,YDL223C,HBT1,SGDID:S000002382,CDS,CDS,"""Shmoo tip protein ; substrate of Hub1p ubiquitin-like protein; mutants are defective for mating projection formation ; thereby implicating Hbt1p in polarized cell morphogenesis; HBT1 has a paralog ; YNL195C ; that arose from the whole genome duplication""",Verified ORF
1464,4,60023,0.0542239800195284,0.0576240782949873,0.347350816111774,YDL223C,HBT1,SGDID:S000002382,CDS,CDS,"""Shmoo tip protein ; substrate of Hub1p ubiquitin-like protein; mutants are defective for mating projection formation ; thereby implicating Hbt1p in polarized cell morphogenesis; HBT1 has a paralog ; YNL195C ; that arose from the whole genome duplication""",Verified ORF
1465,4,60460,0.0444209151241312,0.0577573287133272,0.44235075986574,YDL223C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1466,4,61772,0.0568852795441797,0.0581964675797839,0.329006096235643,YDL222C,FMP45,SGDID:S000002381,CDS,CDS,"""Integral membrane protein localized to mitochondria; required for sporulation and maintaining sphingolipid content; similar to SUR7; FMP45 has a paralog ; YNL194C ; that arose from the whole genome duplication""",Verified ORF
1467,4,62037,0.0446857872676567,0.0582114352706449,0.443210568375837,YDL221W,YDL221W,SGDID:S000002380,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the 3' end of essential gene CDC13""",Dubious ORF
1468,4,62324,0.0465112243858867,0.0583927739690935,0.426263108491789,YDL221W,YDL221W,SGDID:S000002380,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the 3' end of essential gene CDC13""",Dubious ORF
1469,4,62762,0.0662198271474062,0.058088833754465,0.255069549517137,YDL220C,CDC13,SGDID:S000002379,CDS,CDS,"""Single stranded DNA-binding protein found at TG1-3 telomere G-tails; key roles in regulation of telomerase ; telomere end protection ; conventional telomere replication; regulates telomere replication through recruitment of specific sub-complexes ; essential function is telomere capping; forms homodimer via N-terminus; disruption of dimerization leads to short telomeres; autophagy and proteasome are involved in Cdc13p degradation; differentially phosphorylated through cell cycle""",Verified ORF
1470,4,64285,0.0494863161213668,0.0580539314246519,0.394559139414531,YDL220C,CDC13,SGDID:S000002379,CDS,CDS,"""Single stranded DNA-binding protein found at TG1-3 telomere G-tails; key roles in regulation of telomerase ; telomere end protection ; conventional telomere replication; regulates telomere replication through recruitment of specific sub-complexes ; essential function is telomere capping; forms homodimer via N-terminus; disruption of dimerization leads to short telomeres; autophagy and proteasome are involved in Cdc13p degradation; differentially phosphorylated through cell cycle""",Verified ORF
1471,4,65329,0.0483807477049,0.0576531013085198,0.401941897012897,YDL220C,CDC13,SGDID:S000002379,Close to 3'-UTR,Close to 3'-UTR,"""Single stranded DNA-binding protein found at TG1-3 telomere G-tails; key roles in regulation of telomerase ; telomere end protection ; conventional telomere replication; regulates telomere replication through recruitment of specific sub-complexes ; essential function is telomere capping; forms homodimer via N-terminus; disruption of dimerization leads to short telomeres; autophagy and proteasome are involved in Cdc13p degradation; differentially phosphorylated through cell cycle""",Verified ORF
1472,4,65934,0.0563638066809127,0.0576810444892697,0.329157430022662,CUT470_NFR/NDR,,,Promoter,Promoter,,Promoter
1473,4,66022,0.0430109224398455,0.0573914530500729,0.454096724046071,CUT470_NFR/NDR,,,Promoter,Promoter,,Promoter
