SNP,Chr,Pos,Effect,SE,ERV25_UIP4_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2634,4,1345539,0.0535842711060611,0.172018584000434,0.755602298970539,YDR441C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2635,4,1345654,0.159787884556241,0.171927769834795,0.353322299671177,YDR442W,YDR442W,SGDID:S000002850,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
2638,4,1352461,0.163075859966213,0.171024782300698,0.340978219505008,YDR445C,YDR445C,SGDID:S000002853,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
2640,4,1353994,0.187874602782529,0.170575848080565,0.271467007845317,YDR446W,ECM11,SGDID:S000002854,CDS,CDS,"""Meiosis-specific protein; component of the Synaptonemal Complex (SC) along with Gmc2p; required for efficient crossover formation and for the efficient loading of the SC transverse filament protein ; Zip1p; is SUMOlytaed in a Gmc2p manner ; and SUMOylation is required for its function in meiosis; GFP fusion protein is present in discrete clusters in the nucleus throughout mitosis; may be involved in maintaining chromatin structure""",Verified ORF
2641,4,1354278,0.187874602782529,0.170575848080565,0.271467007845317,YDR446W,ECM11,SGDID:S000002854,CDS,CDS,"""Meiosis-specific protein; component of the Synaptonemal Complex (SC) along with Gmc2p; required for efficient crossover formation and for the efficient loading of the SC transverse filament protein ; Zip1p; is SUMOlytaed in a Gmc2p manner ; and SUMOylation is required for its function in meiosis; GFP fusion protein is present in discrete clusters in the nucleus throughout mitosis; may be involved in maintaining chromatin structure""",Verified ORF
2642,4,1354322,0.109219344495063,0.171563683269635,0.524790784881276,YDR446W,ECM11,SGDID:S000002854,CDS,CDS,"""Meiosis-specific protein; component of the Synaptonemal Complex (SC) along with Gmc2p; required for efficient crossover formation and for the efficient loading of the SC transverse filament protein ; Zip1p; is SUMOlytaed in a Gmc2p manner ; and SUMOylation is required for its function in meiosis; GFP fusion protein is present in discrete clusters in the nucleus throughout mitosis; may be involved in maintaining chromatin structure""",Verified ORF
2645,4,1357789,0.0673082911791203,0.171898220473612,0.695620361439339,YDR449C,UTP6,SGDID:S000002857,CDS,CDS,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA""",Verified ORF
2646,4,1358780,0.101958243566467,0.172070497865063,0.553870002918921,YDR449C,UTP6,SGDID:S000002857,CDS,CDS,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA""",Verified ORF
2647,4,1359163,0.105947770488032,0.171949784803415,0.538189139634367,YDR450W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2648,4,1363156,0.0795371986657365,0.17130757981838,0.642722841261014,YDR452W,PPN1,SGDID:S000002860,CDS,CDS,"""Dual endo- and exopolyphosphatase with a role in phosphate metabolism; acts as both an endopolyphosphatase cleaving long chains of polyphosphate distributively to generate shorter polymer chains and as an exopolyphosphatase catalyzing the hydrolysis of terminal phosphate from polyphosphate; localizes to the vacuole ; nucleus and cytosol; functions as a homodimer; relocalizes from vacuole to cytoplasm upon DNA replication stress""",Verified ORF
2649,4,1365131,0.0906716295799603,0.170992483275588,0.596260384841725,YDR453C,TSA2,SGDID:S000002861,CDS,CDS,"""Stress inducible cytoplasmic thioredoxin peroxidase; cooperates with Tsa1p in the removal of reactive oxygen ; nitrogen and sulfur species using thioredoxin as hydrogen donor; deletion enhances the mutator phenotype of tsa1 mutants; protein abundance increases in response to DNA replication stress; TSA2 has a paralog ; TSA1 ; that arose from the whole genome duplication""",Verified ORF
2650,4,1367398,0.115713466226773,0.170876057472166,0.498736712500984,CUT097,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
2651,4,1372531,-0.0056721029363088,0.172089128057599,0.973724904339693,YDR457W,TOM1,SGDID:S000002865,CDS,CDS,"""E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones; interacts with Dia2p and is required for Dia2p degradation; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase""",Verified ORF
2652,4,1375354,0.0117618932482604,0.171541275913051,0.945373932243713,YDR457W,TOM1,SGDID:S000002865,CDS,CDS,"""E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones; interacts with Dia2p and is required for Dia2p degradation; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase""",Verified ORF
2653,4,1379287,-0.0658068092984875,0.171196758250677,0.700918759151727,YDR457W,TOM1,SGDID:S000002865,CDS,CDS,"""E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones; interacts with Dia2p and is required for Dia2p degradation; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase""",Verified ORF
2654,4,1381192,-0.0558184830638124,0.174444186998137,0.749173525829961,YDR458C,HEH2,SGDID:S000002866,CDS,CDS,"""Inner nuclear membrane (INM) protein; contains helix-extension-helix (HEH) motif ; nuclear localization signal sequence; targeting to the INM requires the Srp1p-Kap95p karyopherins and the Ran cycle; HEH2 has a paralog ; SRC1 ; that arose from the whole genome duplication""",Verified ORF
2655,4,1381394,-0.0385131810665398,0.175865694019015,0.826782837256527,YDR458C,HEH2,SGDID:S000002866,CDS,CDS,"""Inner nuclear membrane (INM) protein; contains helix-extension-helix (HEH) motif ; nuclear localization signal sequence; targeting to the INM requires the Srp1p-Kap95p karyopherins and the Ran cycle; HEH2 has a paralog ; SRC1 ; that arose from the whole genome duplication""",Verified ORF
2656,4,1383768,-0.0367482368321345,0.175597723790909,0.834354180917974,YDR459C,PFA5,SGDID:S000002867,Close to 3'-UTR,Close to 3'-UTR,"""Palmitoyltransferase with autoacylation activity; likely functions in pathway(s) outside Ras; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain""",Verified ORF
2657,4,1385147,-0.0504456620841484,0.174795547441434,0.773058345066039,YDR461W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2659,4,1389763,-0.0553612548997535,0.173701556020975,0.750131293009546,YDR464W,SPP41,SGDID:S000002872,CDS,CDS,"""Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia""",Verified ORF
2660,4,1391816,-0.0179710846492231,0.175513173901582,0.918503944825733,YDR464W,SPP41,SGDID:S000002872,CDS,CDS,"""Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia""",Verified ORF
2661,4,1392181,-0.0476939951399316,0.174623392124652,0.784916929523577,YDR464W,SPP41,SGDID:S000002872,CDS,CDS,"""Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia""",Verified ORF
2662,4,1392182,-0.105609982056793,0.172870648902576,0.54164629971742,YDR464W,SPP41,SGDID:S000002872,CDS,CDS,"""Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia""",Verified ORF
2663,4,1392187,-0.094883351003444,0.174573162981003,0.587117472118985,YDR464W,SPP41,SGDID:S000002872,CDS,CDS,"""Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia""",Verified ORF
2664,4,1411483,-0.135236714870194,0.173806472491914,0.437038389266106,YDR476C,YDR476C,SGDID:S000002884,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YDR476C is not an essential gene""",Uncharacterized ORF
2665,4,1411837,-0.10572295508911,0.173025743107439,0.541576653538302,YDR476C,YDR476C,SGDID:S000002884,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YDR476C is not an essential gene""",Uncharacterized ORF
2666,4,1411853,-0.135623710065882,0.173317001398903,0.43443469292267,YDR476C,YDR476C,SGDID:S000002884,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YDR476C is not an essential gene""",Uncharacterized ORF
2668,4,1418662,-0.205732527779432,0.172813052534391,0.234653100053464,YDR481C,PHO8,SGDID:S000002889,CDS,CDS,"""Repressible vacuolar alkaline phosphatase; controls polyphosphate content; regulated by levels of Pi and by Pho4p ; Pho9p ; Pho80p ; Pho81p and Pho85p; dephosphorylates phosphotyrosyl peptides; contributes to NAD+ metabolism by producing nicotinamide riboside from NMN""",Verified ORF
2669,4,1429971,-0.118975793911962,0.174679604761303,0.496249279433669,YDR488C,PAC11,SGDID:S000002896,CDS,CDS,"""Dynein intermediate chain ; microtubule motor protein; required for intracellular transport and cell division; acts in cytoplasmic dynein pathway; forms complex with dynein light chain Dyn2p that promotes Dyn1p homodimerization and potentiates motor processivity; Dyn2p-Pac11p complex is also important for interaction of dynein motor complex with dynactin complex; forms cortical cytoplasmic microtubule capture site with Num1p; essential in the absence of CIN8""",Verified ORF
2670,4,1432529,0.0616018816625286,0.175678392865239,0.726059017132995,YDR490C,PKH1,SGDID:S000002898,CDS,CDS,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh2p; PKH1 has a paralog ; PKH2 ; that arose from the whole genome duplication""",Verified ORF
2671,4,1432812,-0.152608531784963,0.175101174182579,0.384049072521029,YDR490C,PKH1,SGDID:S000002898,CDS,CDS,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh2p; PKH1 has a paralog ; PKH2 ; that arose from the whole genome duplication""",Verified ORF
2672,4,1433591,-0.103231331072673,0.175481341212392,0.55672373230034,YDR490C,PKH1,SGDID:S000002898,CDS,CDS,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh2p; PKH1 has a paralog ; PKH2 ; that arose from the whole genome duplication""",Verified ORF
2673,4,1434295,-0.122288788852316,0.175155375075345,0.485528535919305,YDR490C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2674,4,1435743,-0.13951911030166,0.176221172750818,0.429051392278772,YDR492W,IZH1,SGDID:S000002900,CDS,CDS,"""Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family; transcription is regulated directly by Zap1p ; expression induced by zinc deficiency and fatty acids; deletion increases sensitivity to elevated zinc; IZH1 has a paralog ; IZH4 ; that arose from the whole genome duplication""",Verified ORF
2675,4,1436351,-0.095437871947246,0.177472909799534,0.591081451599501,YDR493W,MZM1,SGDID:S000002901,CDS,CDS,"""Protein required for assembly of the cytochrome bc(1) complex; acts as a chaperone for Rip1p and facilitates its insertion into the complex at a late stage of assembly; localized to the mitochondrial matrix; null mutant exhibits a respiratory growth defect and reduced mitochondrial zinc levels ; which is characteristic of mutations affecting bc(1) complex assembly; member of the LYR protein family; human LYRM7 is a functional ortholog""",Verified ORF
2676,4,1438464,-0.122407475680949,0.176888565030246,0.489390150136401,YDR495C,VPS3,SGDID:S000002903,CDS,CDS,"""Component of CORVET membrane tethering complex; cytoplasmic protein required for the sorting and processing of soluble vacuolar proteins ; acidification of the vacuolar lumen ; and assembly of the vacuolar H+-ATPase""",Verified ORF
2679,4,1443836,-0.12987001509507,0.177261695906967,0.464260757254894,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2680,4,1443911,-0.124806937271512,0.177329837874416,0.482013603907732,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2681,4,1444256,-0.110817573348045,0.180773064075669,0.54025760706618,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2682,4,1444337,-0.114379199623942,0.177606117406101,0.519990501234967,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
