SNP,Chr,Pos,Effect,SE,RET2_EMP70_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3024,5,187642,-0.13736999134694,0.0780196306154546,0.0791532649228531,YER015W,FAA2,SGDID:S000000817,Close to 3'-UTR,Close to 3'-UTR,"""Medium chain fatty acyl-CoA synthetase; activates imported fatty acids; accepts a wide range of fatty acid chain lengths with a preference for medium chains ; C9:0-C13:0; localized to the peroxisome; comparative analysis suggests that a mitochondrially targeted form may result from translation starting at a non-canonical codon upstream of the annotated start codon""",Verified ORF
3025,5,189599,-0.125570407231803,0.0775380240780683,0.106239452415733,YER017C,AFG3,SGDID:S000000819,CDS,CDS,"""Mitochondrial inner membrane m-AAA protease component; mediates degradation of misfolded or unassembled proteins; also required for correct assembly of mitochondrial enzyme complexes; involved in cytoplasmic mRNA translation and aging; expression of human homolog AFG3L2 can complement yeast yta12 afg3 double mutant""",Verified ORF
3026,5,189613,-0.108188381664141,0.0779670054772387,0.166128850732524,YER017C,AFG3,SGDID:S000000819,CDS,CDS,"""Mitochondrial inner membrane m-AAA protease component; mediates degradation of misfolded or unassembled proteins; also required for correct assembly of mitochondrial enzyme complexes; involved in cytoplasmic mRNA translation and aging; expression of human homolog AFG3L2 can complement yeast yta12 afg3 double mutant""",Verified ORF
3027,5,191306,-0.102629858045327,0.0770434430171232,0.183685479676519,YER017C,AFG3,SGDID:S000000819,CDS,CDS,"""Mitochondrial inner membrane m-AAA protease component; mediates degradation of misfolded or unassembled proteins; also required for correct assembly of mitochondrial enzyme complexes; involved in cytoplasmic mRNA translation and aging; expression of human homolog AFG3L2 can complement yeast yta12 afg3 double mutant""",Verified ORF
3028,5,192971,-0.0989798447956052,0.0768860309436256,0.198812963092609,YER019W,ISC1,SGDID:S000000821,CDS,CDS,"""Inositol phosphosphingolipid phospholipase C; hydrolyzes complex sphingolipids to produce ceramide; regulates the spindle assembly checkpoint upstream of PP2A-Cdc55; activates genes required for non-fermentable carbon source metabolism during the diauxic shift; mediates Na+ and Li+ halotolerance; activated by phosphatidylserine ; cardiolipin and phosphatidylglycerol; mitochondrial outer membrane protein; ortholog of mammalian neutral sphingomyelinase type 2""",Verified ORF
3033,5,210350,-0.0738067141343906,0.0746176173651142,0.323275797350467,YER027C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3034,5,210480,-0.0995950981823057,0.0748899771106703,0.184414633298398,YER027C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3035,5,211001,-0.119455496509766,0.0745952696126494,0.110186889227165,YER028C,MIG3,SGDID:S000000830,CDS,CDS,"""Transcriptional regulator; partially nonfunctional in S288C strains but has a major role in catabolite repression and ethanol response in some other strains; involved in response to toxic agents; phosphorylation by Snf1p or the Mec1p pathway inactivates Mig3p ; allowing induction of damage response genes""",Verified ORF
3036,5,211036,-0.105974709436585,0.0746730860269749,0.156728307919256,YER028C,MIG3,SGDID:S000000830,CDS,CDS,"""Transcriptional regulator; partially nonfunctional in S288C strains but has a major role in catabolite repression and ethanol response in some other strains; involved in response to toxic agents; phosphorylation by Snf1p or the Mec1p pathway inactivates Mig3p ; allowing induction of damage response genes""",Verified ORF
3037,5,211245,-0.0611386944423693,0.0746500607650049,0.413336732208512,YER028C,MIG3,SGDID:S000000830,CDS,CDS,"""Transcriptional regulator; partially nonfunctional in S288C strains but has a major role in catabolite repression and ethanol response in some other strains; involved in response to toxic agents; phosphorylation by Snf1p or the Mec1p pathway inactivates Mig3p ; allowing induction of damage response genes""",Verified ORF
3038,5,211284,-0.0611796751649983,0.074748843856202,0.413641112913016,YER028C,MIG3,SGDID:S000000830,CDS,CDS,"""Transcriptional regulator; partially nonfunctional in S288C strains but has a major role in catabolite repression and ethanol response in some other strains; involved in response to toxic agents; phosphorylation by Snf1p or the Mec1p pathway inactivates Mig3p ; allowing induction of damage response genes""",Verified ORF
3039,5,211526,-0.075187140814768,0.0748125507800437,0.3155818593715,YER028C,MIG3,SGDID:S000000830,CDS,CDS,"""Transcriptional regulator; partially nonfunctional in S288C strains but has a major role in catabolite repression and ethanol response in some other strains; involved in response to toxic agents; phosphorylation by Snf1p or the Mec1p pathway inactivates Mig3p ; allowing induction of damage response genes""",Verified ORF
3040,5,211987,-0.0571603166214921,0.075211257553866,0.44776375708176,YER028C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3042,5,214406,0.003948957532441,0.0751808480530982,0.958139202296438,YER031C,YPT31,SGDID:S000000833,CDS,CDS,"""Rab family GTPase; involved in the exocytic pathway; mediates intra-Golgi traffic or the budding of post-Golgi vesicles from the trans-Golgi; YPT31 has a paralog ; YPT32 ; that arose from the whole genome duplication; localizes to the transitional and late Golgi""",Verified ORF
3043,5,214752,0.0249442820129031,0.0753548346238062,0.740822532742397,YER032W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3044,5,215862,0.0049755670026202,0.0754771110296749,0.947477613487779,YER032W,FIR1,SGDID:S000000834,CDS,CDS,"""Protein involved in 3' mRNA processing; interacts with Ref2p; APCC(Cdh1) substrate; potential Cdc28p substrate""",Verified ORF
3045,5,216840,0.0379003984262561,0.0754324688729846,0.615670319814399,YER032W,FIR1,SGDID:S000000834,CDS,CDS,"""Protein involved in 3' mRNA processing; interacts with Ref2p; APCC(Cdh1) substrate; potential Cdc28p substrate""",Verified ORF
3046,5,217294,0.0239296398484902,0.0763457875879586,0.754133348250638,YER032W,FIR1,SGDID:S000000834,CDS,CDS,"""Protein involved in 3' mRNA processing; interacts with Ref2p; APCC(Cdh1) substrate; potential Cdc28p substrate""",Verified ORF
3047,5,217319,0.021417301514525,0.0764093518375165,0.779413948241805,YER032W,FIR1,SGDID:S000000834,CDS,CDS,"""Protein involved in 3' mRNA processing; interacts with Ref2p; APCC(Cdh1) substrate; potential Cdc28p substrate""",Verified ORF
3049,5,218253,0.0382609846646716,0.0758059570466986,0.614068562997193,YER033C,ZRG8,SGDID:S000000835,CDS,CDS,"""Protein of unknown function; authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; GFP-fusion protein is localized to the cytoplasm; transcription induced under conditions of zinc deficiency""",Verified ORF
3050,5,218986,0.0203304923918227,0.0751667791906912,0.786955393236531,YER033C,ZRG8,SGDID:S000000835,CDS,CDS,"""Protein of unknown function; authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; GFP-fusion protein is localized to the cytoplasm; transcription induced under conditions of zinc deficiency""",Verified ORF
3051,5,219768,0.0242937813065702,0.0751634464165785,0.746725533917526,YER033C,ZRG8,SGDID:S000000835,CDS,CDS,"""Protein of unknown function; authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; GFP-fusion protein is localized to the cytoplasm; transcription induced under conditions of zinc deficiency""",Verified ORF
3052,5,220210,0.0472113662631,0.0752236084549344,0.53066280893844,YER033C,ZRG8,SGDID:S000000835,CDS,CDS,"""Protein of unknown function; authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; GFP-fusion protein is localized to the cytoplasm; transcription induced under conditions of zinc deficiency""",Verified ORF
3053,5,220516,0.0753945169234922,0.0751585161079539,0.316480427966119,YER033C,ZRG8,SGDID:S000000835,CDS,CDS,"""Protein of unknown function; authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; GFP-fusion protein is localized to the cytoplasm; transcription induced under conditions of zinc deficiency""",Verified ORF
3054,5,220904,0.0330711542375536,0.0752864101991512,0.660733786559544,YER033C,ZRG8,SGDID:S000000835,CDS,CDS,"""Protein of unknown function; authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; GFP-fusion protein is localized to the cytoplasm; transcription induced under conditions of zinc deficiency""",Verified ORF
3056,5,221810,0.0568080045658745,0.0759826035408266,0.45517213941822,YER034W_NFR/NDR,,,Promoter,Promoter,,Promoter
3057,5,221815,0.0542871675868763,0.076628419198056,0.479135317472848,YER034W_NFR/NDR,,,Promoter,Promoter,,Promoter
3058,5,221827,0.0487096495234576,0.0759552456948193,0.521747780018032,YER034W_NFR/NDR,,,Promoter,Promoter,,Promoter
3059,5,221903,0.0428776995241577,0.0760549392687451,0.573266797618958,YER034W,YER034W,SGDID:S000000836,CDS,CDS,"""Protein of unknown function; non-essential gene; expression induced upon calcium shortage; protein abundance increases in response to DNA replication stress""",Verified ORF
3060,5,221992,0.0391963052234946,0.0751038015723042,0.602070690825395,YER034W,YER034W,SGDID:S000000836,CDS,CDS,"""Protein of unknown function; non-essential gene; expression induced upon calcium shortage; protein abundance increases in response to DNA replication stress""",Verified ORF
3061,5,222178,0.0483769293981609,0.075262952653893,0.520789230868344,YER034W,YER034W,SGDID:S000000836,CDS,CDS,"""Protein of unknown function; non-essential gene; expression induced upon calcium shortage; protein abundance increases in response to DNA replication stress""",Verified ORF
3062,5,222207,0.0434971397488544,0.0751837908927237,0.563265751003763,YER034W,YER034W,SGDID:S000000836,CDS,CDS,"""Protein of unknown function; non-essential gene; expression induced upon calcium shortage; protein abundance increases in response to DNA replication stress""",Verified ORF
3063,5,222346,0.0710443266481807,0.0751381133868583,0.345041985489363,YER034W,YER034W,SGDID:S000000836,CDS,CDS,"""Protein of unknown function; non-essential gene; expression induced upon calcium shortage; protein abundance increases in response to DNA replication stress""",Verified ORF
3064,5,223004,0.0488952731937275,0.0750358050321371,0.51506655148436,YER035W,EDC2,SGDID:S000000837,CDS,CDS,"""RNA-binding protein that directly activates mRNA decapping; binds mRNA substrate and enhances activity of decapping proteins Dcp1p and Dcp2p; has a role in translation during heat stress; protein increases in abundance and relocalizes to nucleolus and to nuclear foci upon DNA replication stress; EDC2 has a paralog ; EDC1 ; that arose from the whole genome duplication""",Verified ORF
3066,5,225231,0.0348143408343602,0.0767392799092305,0.650344838423655,YER037W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3070,5,225569,0.0477706799775673,0.0754631981758642,0.527122095581151,YER037W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3072,5,227110,0.0369688143678291,0.0754840117533228,0.624610162105672,YER038C,KRE29,SGDID:S000000840,CDS,CDS,"""Subunit of the SMC5-SMC6 complex; this complex is involved in removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; heterozygous mutant shows haploinsufficiency in K1 killer toxin resistance""",Verified ORF
3073,5,229365,0.0057916544362154,0.0747943681342796,0.938321874248547,YER039C-A,YER039C-A,SGDID:S000007226,CDS,CDS,"""Putative protein of unknown function; YER039C-A is not an essential gene""",Uncharacterized ORF
3074,5,229595,0.0119347433357771,0.074706517225133,0.873165405167115,YER040W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3075,5,229778,0.0096368790134649,0.0746910383303808,0.897412748183374,YER038W-A,FMP49,SGDID:S000028746,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function; almost completely overlaps ORF HVG1/YER039C""",Uncharacterized ORF
3076,5,229833,0.0065035217701201,0.0748083325709752,0.930771840066412,YER040W,GLN3,SGDID:S000000842,CDS,CDS,"""Transcriptional activator in nitrogen catabolite repression system; localization and activity regulated by quality of nitrogen source and Ure2p; full-length protein forms prion-like aggregates when overproduced""",Verified ORF
3077,5,229900,0.007283711221318,0.0748081289028325,0.922491607896021,YER040W,GLN3,SGDID:S000000842,CDS,CDS,"""Transcriptional activator in nitrogen catabolite repression system; localization and activity regulated by quality of nitrogen source and Ure2p; full-length protein forms prion-like aggregates when overproduced""",Verified ORF
3078,5,230375,0.022777824607716,0.0748099134592132,0.760944677954843,YER040W,GLN3,SGDID:S000000842,CDS,CDS,"""Transcriptional activator in nitrogen catabolite repression system; localization and activity regulated by quality of nitrogen source and Ure2p; full-length protein forms prion-like aggregates when overproduced""",Verified ORF
3079,5,230512,0.0266536225880974,0.0751301197143502,0.72297664792623,YER040W,GLN3,SGDID:S000000842,CDS,CDS,"""Transcriptional activator in nitrogen catabolite repression system; localization and activity regulated by quality of nitrogen source and Ure2p; full-length protein forms prion-like aggregates when overproduced""",Verified ORF
3080,5,232888,-0.0025097648357151,0.0748325820461497,0.973264202350431,YER041W,YEN1,SGDID:S000000843,CDS,CDS,"""Holliday junction resolvase; promotes template switching during break-induced replication (BIR) ; causing non-reciprocal translocations (NRTs); localization is cell-cycle dependent and regulated by Cdc28p phosphorylation; homolog of human GEN1; similar to S. cerevisiae endonuclease Rth1p""",Verified ORF
3081,5,234489,0.0419226226463812,0.0750477576077506,0.57678030565665,YER041W,YEN1,SGDID:S000000843,CDS,CDS,"""Holliday junction resolvase; promotes template switching during break-induced replication (BIR) ; causing non-reciprocal translocations (NRTs); localization is cell-cycle dependent and regulated by Cdc28p phosphorylation; homolog of human GEN1; similar to S. cerevisiae endonuclease Rth1p""",Verified ORF
3082,5,234669,0.0325193652824073,0.0749403687400501,0.66459960228756,YER041W,YEN1,SGDID:S000000843,CDS,CDS,"""Holliday junction resolvase; promotes template switching during break-induced replication (BIR) ; causing non-reciprocal translocations (NRTs); localization is cell-cycle dependent and regulated by Cdc28p phosphorylation; homolog of human GEN1; similar to S. cerevisiae endonuclease Rth1p""",Verified ORF
