SNP,Chr,Pos,Effect,SE,MID2_TPO4_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
410,2,254742,-0.11636528733133,0.172547239626891,0.500500553202225,CUT009_NFR/NDR,,,Promoter,Promoter,,Promoter
411,2,254908,-0.0884094107952746,0.173913573833805,0.61152364767945,CUT009,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
413,2,255862,-0.152114147181266,0.172739583900501,0.379134529349795,YBR009C,HHF1,SGDID:S000000213,Close to 3'-UTR,Close to 3'-UTR,"""Histone H4; core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF2); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity""",Verified ORF
414,2,255975,-0.116672189503633,0.172192941846746,0.498490352097116,YBR009C,HHF1,SGDID:S000000213,Close to 3'-UTR,Close to 3'-UTR,"""Histone H4; core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF2); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity""",Verified ORF
415,2,258311,-0.273435215901621,0.16883361938735,0.106221051372396,YBR011C,IPP1,SGDID:S000000215,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic inorganic pyrophosphatase (PPase); homodimer that catalyzes the rapid exchange of oxygens from Pi with water ; highly expressed and essential for viability ; active-site residues show identity to those from E. coli PPase""",Verified ORF
416,2,259284,-0.211489336674117,0.169657294687251,0.213382529348447,YBR012C,YBR012C,SGDID:S000000216,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; expression induced by iron-regulated transcriptional activator Aft2p""",Dubious ORF
417,2,266330,-0.117310171272112,0.170647209935164,0.492255234426309,YBRCdelta14_NFR/NDR,,,Promoter,Promoter,,Promoter
418,2,267100,-0.149116463072721,0.170564397869651,0.382574793975839,YBR014C,GRX7,SGDID:S000000218,CDS,CDS,"""Cis-golgi localized monothiol glutaredoxin; more similar in activity to dithiol than other monothiol glutaredoxins; involved in the oxidative stress response; does not bind metal ions; GRX7 has a paralog ; GRX6 ; that arose from the whole genome duplication""",Verified ORF
419,2,268086,-0.0839410185022413,0.170702942473855,0.623210635779126,YBR015C,MNN2,SGDID:S000000219,CDS,CDS,"""Alpha-1,2-mannosyltransferase; responsible for addition of the first alpha-1,2-linked mannose to form the branches on the mannan backbone of oligosaccharides ; localizes to an early Golgi compartment""",Verified ORF
420,2,274614,-0.0663430008107979,0.169687181293026,0.696053516273885,YBR018C,GAL7,SGDID:S000000222,CDS,CDS,"""Galactose-1-phosphate uridyl transferase; synthesizes glucose-1-phosphate and UDP-galactose from UDP-D-glucose and alpha-D-galactose-1-phosphate in the second step of galactose catabolism; human homolog UGP2 can complement yeast null mutant""",Verified ORF
421,2,274729,-0.092687616615429,0.170580916523688,0.587221809939799,YBR018C,GAL7,SGDID:S000000222,CDS,CDS,"""Galactose-1-phosphate uridyl transferase; synthesizes glucose-1-phosphate and UDP-galactose from UDP-D-glucose and alpha-D-galactose-1-phosphate in the second step of galactose catabolism; human homolog UGP2 can complement yeast null mutant""",Verified ORF
422,2,275746,0.0021292706360284,0.170577703957059,0.990047555183948,YBR018C,GAL7,SGDID:S000000222,Close to 3'-UTR,Close to 3'-UTR,"""Galactose-1-phosphate uridyl transferase; synthesizes glucose-1-phosphate and UDP-galactose from UDP-D-glucose and alpha-D-galactose-1-phosphate in the second step of galactose catabolism; human homolog UGP2 can complement yeast null mutant""",Verified ORF
423,2,277029,-0.0175285902072123,0.169782499198789,0.917829975401314,SUT013,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
424,2,277741,-0.0239505960963592,0.169846934490618,0.887940244664107,SUT013,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
425,2,278218,-0.0262362624683445,0.169539187009539,0.877106511554726,SUT013,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
426,2,278379,0.0006294545273004,0.173740738423841,0.997111354593273,SUT013,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
427,2,279910,-0.0585294916670281,0.169456771808199,0.730003296156742,YNCB0008W,YNCB0008W,SGDID:S000303802,Non-coding RNA,ncRNA_gene,"""lncRNA antisense to GAL10 and overlapping GAL1 mRNAs; GAL10-ncRNA transcription recruits Set2p methyltransferase  and histone deacetylation activities in cis ; leading to stable changes in chromatin structure; acts to enhance glucose repression of GAL110 induction at low environmental sugar concentrations; expression driven by Reb1p; does not appear to control GAL1 induction""",ncRNA_gene
429,2,283431,-0.0717206718186081,0.171925311027263,0.67681364880176,YBR021W,FUR4,SGDID:S000000225,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane localized uracil permease; expression is tightly regulated by uracil levels and environmental cues; conformational alterations induced by unfolding or substrate binding result in Rsp5p-mediated ubiquitination and degradation""",Verified ORF
430,2,283573,-0.0564957687022047,0.169878216210352,0.739659094572999,YBR022W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
431,2,286762,-0.087078885911178,0.170276669460558,0.609393198727796,YBR023C,CHS3,SGDID:S000000227,CDS,CDS,"""Chitin synthase III; catalyzes the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for synthesis of the majority of cell wall chitin ; the chitin ring during bud emergence ; and spore wall chitosan; contains overlapping di-leucine and di-acidic signals that mediate ; respectively ; intracellular trafficking by AP-1 and trafficking to plasma membrane by exomer complex; requires AP-3 complex for its intracellular retention""",Verified ORF
432,2,287187,-0.104578920754755,0.16945354411042,0.537531062596091,YBR023C,CHS3,SGDID:S000000227,CDS,CDS,"""Chitin synthase III; catalyzes the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for synthesis of the majority of cell wall chitin ; the chitin ring during bud emergence ; and spore wall chitosan; contains overlapping di-leucine and di-acidic signals that mediate ; respectively ; intracellular trafficking by AP-1 and trafficking to plasma membrane by exomer complex; requires AP-3 complex for its intracellular retention""",Verified ORF
433,2,288379,-0.0052104457254444,0.168259853751478,0.975313628792608,YBR023C,CHS3,SGDID:S000000227,Close to 3'-UTR,Close to 3'-UTR,"""Chitin synthase III; catalyzes the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for synthesis of the majority of cell wall chitin ; the chitin ring during bud emergence ; and spore wall chitosan; contains overlapping di-leucine and di-acidic signals that mediate ; respectively ; intracellular trafficking by AP-1 and trafficking to plasma membrane by exomer complex; requires AP-3 complex for its intracellular retention""",Verified ORF
434,2,294941,0.1391728857549,0.16819770446132,0.408548816786491,YBR028C,YPK3,SGDID:S000000232,CDS,CDS,"""AGC kinase; phosphorylated by cAMP-dependent protein kinase (PKA) in a TORC1-dependent manner; directly phosphorylated by TORC1; phosphorylates ribosomal protein Rps6a/b (S6) ; in a TORC-dependent manner; undergoes autophosphorylation""",Verified ORF
439,2,297610,0.133807896074259,0.16906295060002,0.42920249176211,YBR029C,CDS1,SGDID:S000000233,CDS,CDS,"""Phosphatidate cytidylyltransferase (CDP-diglyceride synthetase); an enzyme that catalyzes that conversion of CTP + phosphate into diphosphate + CDP-diaclglyerol ; a critical step in the synthesis of all major yeast phospholipids; human homolog CDS1 can complement yeast cds1 null mutant""",Verified ORF
441,2,299680,0.262422379830037,0.16811255532362,0.119421637969203,YBR030W,RKM3,SGDID:S000000234,CDS,CDS,"""Ribosomal lysine methyltransferase; specific for monomethylation of Rpl42ap and Rpl42bp (lysine 40); nuclear SET domain containing protein; relocalizes to the cytosol in response to hypoxia""",Verified ORF
442,2,299708,0.298949612431936,0.168297102816353,0.0765413421614754,YBR030W,RKM3,SGDID:S000000234,CDS,CDS,"""Ribosomal lysine methyltransferase; specific for monomethylation of Rpl42ap and Rpl42bp (lysine 40); nuclear SET domain containing protein; relocalizes to the cytosol in response to hypoxia""",Verified ORF
443,2,299759,0.270848234794225,0.167856966290406,0.107515212116019,YBR030W,RKM3,SGDID:S000000234,CDS,CDS,"""Ribosomal lysine methyltransferase; specific for monomethylation of Rpl42ap and Rpl42bp (lysine 40); nuclear SET domain containing protein; relocalizes to the cytosol in response to hypoxia""",Verified ORF
444,2,300111,0.228376594498513,0.169215974557181,0.178004045558341,YBR031W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
446,2,301710,0.276475173530124,0.167876329596197,0.100468921714237,YBR032W,YBR032W,SGDID:S000000236,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YBR032W is not an essential gene""",Uncharacterized ORF
447,2,303446,0.285849109841828,0.168897641282732,0.0914444973434696,YBR033W,EDS1,SGDID:S000000237,CDS,CDS,"""Putative zinc cluster protein ; predicted to be a transcription factor; not an essential gene; EDS1 has a paralog ; RGT1 ; that arose from the whole genome duplication""",Uncharacterized ORF
448,2,303854,0.303098931433334,0.168845089770784,0.0734882427517746,YBR033W,EDS1,SGDID:S000000237,CDS,CDS,"""Putative zinc cluster protein ; predicted to be a transcription factor; not an essential gene; EDS1 has a paralog ; RGT1 ; that arose from the whole genome duplication""",Uncharacterized ORF
449,2,304472,0.224785917830251,0.167754649243306,0.181117536925135,YBR033W,EDS1,SGDID:S000000237,CDS,CDS,"""Putative zinc cluster protein ; predicted to be a transcription factor; not an essential gene; EDS1 has a paralog ; RGT1 ; that arose from the whole genome duplication""",Uncharacterized ORF
450,2,304691,0.214487158195162,0.170523719207274,0.209290367706337,YBR033W,EDS1,SGDID:S000000237,CDS,CDS,"""Putative zinc cluster protein ; predicted to be a transcription factor; not an essential gene; EDS1 has a paralog ; RGT1 ; that arose from the whole genome duplication""",Uncharacterized ORF
451,2,308097,0.350845239688392,0.1680697887481,0.0375598582178947,YNCB0010W,TLC1,SGDID:S000006657,Non-coding RNA,telomerase_RNA_gene,"""RNA template component of telomerase; flexible scaffold that tethers telomerase holoenzyme protein subunits to the complex; contains template sequence that Est2p uses to add irregular repeats of TG(1-3) residues onto a DNA end; promoter regulated by the cell cycle dependent transcriptional activators Swi4p/Swi6p and Mbp1p/Swi6p""",telomerase_RNA_gene
453,2,309402,0.17401747022779,0.167819745309533,0.30047786699655,YBR036C,CSG2,SGDID:S000000240,CDS,CDS,"""Endoplasmic reticulum membrane protein; required for mannosylation of inositolphosphorylceramide and for growth at high calcium concentrations; protein abundance increases in response to DNA replication stress""",Verified ORF
454,2,310030,0.16936171068317,0.168778878546334,0.31632957658349,YBR036C,CSG2,SGDID:S000000240,CDS,CDS,"""Endoplasmic reticulum membrane protein; required for mannosylation of inositolphosphorylceramide and for growth at high calcium concentrations; protein abundance increases in response to DNA replication stress""",Verified ORF
455,2,310113,0.151001718174454,0.168356230429667,0.370373995583908,YBR036C,CSG2,SGDID:S000000240,CDS,CDS,"""Endoplasmic reticulum membrane protein; required for mannosylation of inositolphosphorylceramide and for growth at high calcium concentrations; protein abundance increases in response to DNA replication stress""",Verified ORF
456,2,310972,0.14118354495249,0.168636563909734,0.403043213785506,YBR037C,SCO1,SGDID:S000000241,CDS,CDS,"""Copper-binding protein of mitochondrial inner membrane; required for cytochrome c oxidase activity and respiration; may function to deliver copper to cytochrome c oxidase; similar to thioredoxins; SCO1 has a paralog ; SCO2 ; that arose from the whole genome duplication""",Verified ORF
457,2,312659,-0.0248731359339209,0.168143830634716,0.882484259349923,YBR038W,CHS2,SGDID:S000000242,CDS,CDS,"""Chitin synthase II; catalyzes transfer of N-acetylglucosamine (GlcNAc) to chitin upon activation of zymogenic form; required for chitin synthesis in the primary septum during cytokinesis; localization regulated by Cdk1p during mitosis; phosphorylation by Dbf2p kinase regulates its dynamics and chitin synthesis during cytokinesis""",Verified ORF
460,2,318265,-0.196780680033842,0.170011936049194,0.247870256449402,YBR041W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
461,2,318379,-0.210790111822815,0.170470116190134,0.217086525357614,YBR041W,FAT1,SGDID:S000000245,CDS,CDS,"""Very long chain fatty acyl-CoA synthetase and fatty acid transporter; activates imported fatty acids with a preference for very long lengths (C20-C26); has a separate function in the transport of long chain fatty acids""",Verified ORF
462,2,321266,-0.157047226046362,0.169489413622913,0.354772415549814,YBR042C,CST26,SGDID:S000000246,CDS,CDS,"""Acyltransferase; enzyme mainly responsible for the introduction of saturated very long chain fatty acids into neo-synthesized molecules of phosphatidylinositol; required for incorporation of stearic acid into phosphatidylinositol; affects chromosome stability when overexpressed; CST26 has a paralog ; YDR018C ; that arose from the whole genome duplication""",Verified ORF
463,2,322957,-0.253184404168259,0.167640001558501,0.131864962830351,YBR043C,QDR3,SGDID:S000000247,CDS,CDS,"""Multidrug transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; has a role in polyamine homeostasis; involved in spore wall asembly; sequence similarity to DTR1 and QDR1 ; and the triple mutant dtr1 qdr1 qdr3 exhibits reduced dityrosine fluorescence relative to the single mutants; expression is upregulated under polyamine stress; required for resistance to quinidine ; barban ; cisplatin ; and bleomycin""",Verified ORF
464,2,325221,-0.261867298547494,0.168528619330768,0.121117532240344,YBR044C,TCM62,SGDID:S000000248,CDS,CDS,"""Protein involved in assembly of the succinate dehydrogenase complex; mitochondrial; putative chaperone""",Verified ORF
