SNP,Chr,Pos,Effect,SE,HNM1_RBD2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3276,5,491888,-0.156804995786527,0.133409573711436,0.240640717581065,YER159C,BUR6,SGDID:S000000961,CDS,CDS,"""Subunit of a heterodimeric NC2 transcription regulator complex; complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription; homologous to human NC2alpha; complex also includes Ncb2p; bur6 ncb2 double mutation is functionally complemented by coexpression of human DRAP1 and DR1 ; although the single bur6 mutation is not complemented by its ortholog DRAP1""",Verified ORF
3279,5,499612,-0.13248330565381,0.133108278709561,0.320269816803306,YER161C,SPT2,SGDID:S000000963,CDS,CDS,"""Protein involved in negative regulation of transcription; required for RNA polyadenylation; exhibits regulated interactions with both histones and SWI-SNF components; relocalizes to the cytosol in response to hypoxia; similar to mammalian HMG1 proteins""",Verified ORF
3280,5,502460,-0.0728729085276852,0.134230074442402,0.587544340446167,YER162C,RAD4,SGDID:S000000964,CDS,CDS,"""Damaged-DNA binding subunit of Nuclear Excision Repair Factor 2; recognizes and binds damaged DNA with Rad23p during nucleotide excision repair (NER); also involved with Rad23p in turnover of ubiquitylated proteins; Rad4p-Rad23p heterodimer binds to promoters of DNA damage response genes to repress their transcription in the absence of DNA damage; RAD4 and RAD51 pathways confer resistance to benzo[a]pyrene dihydrodiol""",Verified ORF
3281,5,504765,-0.0747027911682124,0.13478451555157,0.579766454587512,SUT098,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3282,5,504884,-0.034901736124351,0.134273250819445,0.795068791059018,SUT098,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3283,5,509836,-0.0309373193251671,0.135700113798518,0.819791452843152,YER164W,CHD1,SGDID:S000000966,Close to 3'-UTR,Close to 3'-UTR,"""Chromatin remodeler that regulates various aspects of transcription; acts in in conjunction with Isw1b to regulate chromatin structure and maintain chromatin integrity during transcription elongation by RNAP II by preventing trans-histone exchange over coding regions; contains a chromo domain ; a helicase domain and a DNA-binding domain; component of both the SAGA and SLIK complexes""",Verified ORF
3285,5,511350,-0.010884800439549,0.134613720503381,0.935599499039438,YER165W,PAB1,SGDID:S000000967,CDS,CDS,"""Poly(A) binding protein; interacts with the cleavage factor complex CF I ; mediates interactions between the 5' cap structure and the 3' mRNA poly(A) tail ; involved in control of poly(A) tail length ; interacts with translation factor eIF-4G; stimulates ; but is not required for the deadenylation activity of the Pan2p-Pan3p poly(A)-ribonuclease complex""",Verified ORF
3286,5,512696,0.0329156072960832,0.135615972655908,0.808369567855634,YER165C-A,YER165C-A,SGDID:S000028762,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene DNF1/YER166W""",Dubious ORF
3287,5,512931,0.0141809376661442,0.133769746252793,0.915634593055709,YER165C-A,YER165C-A,SGDID:S000028762,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene DNF1/YER166W""",Dubious ORF
3288,5,514582,0.0117516901325985,0.13381277545458,0.930068041864563,YER166W,DNF1,SGDID:S000000968,CDS,CDS,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3289,5,515315,-0.0257396945562174,0.133853870986725,0.84762016293967,YER166W,DNF1,SGDID:S000000968,CDS,CDS,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3290,5,515397,0.0065337629043812,0.13373333228892,0.961061164785328,YER166W,DNF1,SGDID:S000000968,CDS,CDS,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3291,5,515950,0.0306952839480992,0.13372380482547,0.818580308252239,YER166W,DNF1,SGDID:S000000968,CDS,CDS,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3292,5,516091,0.0061758051036771,0.133563425167151,0.963146108656391,YER166W,DNF1,SGDID:S000000968,CDS,CDS,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3293,5,518207,0.03587603397873,0.133720151635141,0.788631351703867,YER166W,DNF1,SGDID:S000000968,Close to 3'-UTR,Close to 3'-UTR,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3294,5,518275,0.0114431753274624,0.133356409273514,0.931666929063673,YER167W,BCK2,SGDID:S000000969,CDS,CDS,"""Serine/threonine-rich protein involved in PKC1 signaling pathway; protein kinase C (PKC1) signaling pathway controls cell integrity; overproduction suppresses pkc1 mutations""",Verified ORF
3295,5,519067,0.0037112345397161,0.134048867726722,0.977928487043943,YER167W,BCK2,SGDID:S000000969,CDS,CDS,"""Serine/threonine-rich protein involved in PKC1 signaling pathway; protein kinase C (PKC1) signaling pathway controls cell integrity; overproduction suppresses pkc1 mutations""",Verified ORF
3296,5,522215,0.0909702999543496,0.133872100508899,0.497246540834602,YER168C,CCA1,SGDID:S000000970,CDS,CDS,"""ATP (CTP):tRNA-specific tRNA nucleotidyltransferase; different forms targeted to the nucleus ; cytosol ; and mitochondrion are generated via the use of multiple transcriptional and translational start sites; human homolog TRNT1 complements yeast null mutant""",Verified ORF
3298,5,523232,0.0060514647679558,0.13584143475455,0.964492777233157,YER168C,CCA1,SGDID:S000000970,Close to 3'-UTR,Close to 3'-UTR,"""ATP (CTP):tRNA-specific tRNA nucleotidyltransferase; different forms targeted to the nucleus ; cytosol ; and mitochondrion are generated via the use of multiple transcriptional and translational start sites; human homolog TRNT1 complements yeast null mutant""",Verified ORF
3299,5,524247,0.0809279715022726,0.134903602037493,0.548961215709745,YER169W,RPH1,SGDID:S000000971,CDS,CDS,"""JmjC domain-containing histone demethylase; targets tri- and dimethylated H3K36; associates with actively transcribed regions and promotes elongation; repressor of autophagy-related genes in nutrient-replete conditions; damage-responsive repressor of PHR1; phosphorylated by the Rad53p-dependent DNA damage checkpoint pathway and by a Rim1p-mediated event during starvation; target of stress-induced hormesis; RPH1 has a paralog ; GIS1 ; that arose from the whole genome duplication""",Verified ORF
3300,5,524532,0.0405821581711248,0.134006050839525,0.76219150950064,YER169W,RPH1,SGDID:S000000971,CDS,CDS,"""JmjC domain-containing histone demethylase; targets tri- and dimethylated H3K36; associates with actively transcribed regions and promotes elongation; repressor of autophagy-related genes in nutrient-replete conditions; damage-responsive repressor of PHR1; phosphorylated by the Rad53p-dependent DNA damage checkpoint pathway and by a Rim1p-mediated event during starvation; target of stress-induced hormesis; RPH1 has a paralog ; GIS1 ; that arose from the whole genome duplication""",Verified ORF
3301,5,524625,0.0603566753256736,0.133963659973659,0.652594011741442,YER169W,RPH1,SGDID:S000000971,CDS,CDS,"""JmjC domain-containing histone demethylase; targets tri- and dimethylated H3K36; associates with actively transcribed regions and promotes elongation; repressor of autophagy-related genes in nutrient-replete conditions; damage-responsive repressor of PHR1; phosphorylated by the Rad53p-dependent DNA damage checkpoint pathway and by a Rim1p-mediated event during starvation; target of stress-induced hormesis; RPH1 has a paralog ; GIS1 ; that arose from the whole genome duplication""",Verified ORF
3302,5,525863,-0.047960084275071,0.13410467717072,0.72083268000416,YER170W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3303,5,526004,-0.0224233943719315,0.133976644580001,0.867176390806683,YER170W,ADK2,SGDID:S000000972,CDS,CDS,"""Mitochondrial adenylate kinase; catalyzes the reversible synthesis of GTP and AMP from GDP and ADP; may serve as a back-up for synthesizing GTP or ADP depending on metabolic conditions; 3' sequence of ADK2 varies with strain background""",Verified ORF
3304,5,526007,-0.0417325276193528,0.133923145532301,0.755516713596206,YER170W,ADK2,SGDID:S000000972,CDS,CDS,"""Mitochondrial adenylate kinase; catalyzes the reversible synthesis of GTP and AMP from GDP and ADP; may serve as a back-up for synthesizing GTP or ADP depending on metabolic conditions; 3' sequence of ADK2 varies with strain background""",Verified ORF
3305,5,529382,-0.0425230433860799,0.134234909171454,0.751597182329012,YER171W,RAD3,SGDID:S000000973,CDS,CDS,"""5' to 3' DNA helicase; involved in nucleotide excision repair and transcription; subunit of RNA polII initiation factor TFIIH and of Nucleotide Excision Repair Factor 3 (NEF3); homolog of human XPD protein; mutant has aneuploidy tolerance; protein abundance increases in response to DNA replication stress""",Verified ORF
3307,5,532205,-0.0469758148461762,0.134360387169362,0.726828273526388,YER172C,BRR2,SGDID:S000000974,CDS,CDS,"""RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD""",Verified ORF
3308,5,532256,-0.0227821418153635,0.133440472469851,0.864534771288241,YER172C,BRR2,SGDID:S000000974,CDS,CDS,"""RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD""",Verified ORF
3309,5,533988,-0.0482526452683996,0.133599243118083,0.718185033446142,YER172C,BRR2,SGDID:S000000974,CDS,CDS,"""RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD""",Verified ORF
3310,5,535074,-0.0560404038768735,0.133770393685074,0.675522229408467,YER172C,BRR2,SGDID:S000000974,CDS,CDS,"""RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD""",Verified ORF
3311,5,537503,-0.0336418991535703,0.13383405736707,0.801674140979934,YER173W,RAD24,SGDID:S000000975,CDS,CDS,"""Checkpoint protein; involved in the activation of the DNA damage and meiotic pachytene checkpoints; subunit of a clamp loader that loads Rad17p-Mec3p-Ddc1p onto DNA; homolog of human and S. pombe Rad17 protein""",Verified ORF
3312,5,538956,-0.0445111122770212,0.134301628125593,0.74051905419368,YER174C,GRX4,SGDID:S000000976,CDS,CDS,"""Glutathione-dependent oxidoreductase and glutathione S-transferase; hydroperoxide/superoxide-radical responsive monothiol glutaredoxin subfamily member with Grx3p and Grx5p; protects cells from oxidative damage with GRX3 and GRX5; with Grx3p ; promotes dissociation of Aft1p from iron regulon gene promoters and subsequent nuclear export in iron-replete conditions ; regulating iron homeostasis; involved with Grx3p in Sir2p deglutathionylation ; restoring deacetylase activity after disulfide stress""",Verified ORF
3313,5,540169,-0.0949029243880609,0.13337349002846,0.477208700480649,YER175C,TMT1,SGDID:S000000977,CDS,CDS,"""Trans-aconitate methyltransferase; cytosolic enzyme that catalyzes the methyl esterification of 3-isopropylmalate ; an intermediate of the leucine biosynthetic pathway ; and trans-aconitate ; which inhibits the citric acid cycle""",Verified ORF
3315,5,540682,-0.0917600414315447,0.134727559440475,0.496268360089743,YER175W-A,YER175W-A,SGDID:S000028625,CDS,CDS,"""Putative protein of unknown function; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Uncharacterized ORF
3317,5,542346,-0.0981406455048178,0.13364761280655,0.463238798863271,YER176W,ECM32,SGDID:S000000978,CDS,CDS,"""DNA dependent ATPase/DNA helicase; helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts with the translation termination factors ; localized to polysomes""",Verified ORF
3318,5,542361,-0.123349508668351,0.134025925019368,0.358023269650936,YER176W,ECM32,SGDID:S000000978,CDS,CDS,"""DNA dependent ATPase/DNA helicase; helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts with the translation termination factors ; localized to polysomes""",Verified ORF
