SNP,Chr,Pos,Effect,SE,ALO1_UIP4_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2641,4,1354278,0.0432281493124027,0.0532222693933252,0.417213247862022,YDR446W,ECM11,SGDID:S000002854,CDS,CDS,"""Meiosis-specific protein; component of the Synaptonemal Complex (SC) along with Gmc2p; required for efficient crossover formation and for the efficient loading of the SC transverse filament protein ; Zip1p; is SUMOlytaed in a Gmc2p manner ; and SUMOylation is required for its function in meiosis; GFP fusion protein is present in discrete clusters in the nucleus throughout mitosis; may be involved in maintaining chromatin structure""",Verified ORF
2642,4,1354322,0.0133908123857395,0.0535146054975837,0.802557180725694,YDR446W,ECM11,SGDID:S000002854,CDS,CDS,"""Meiosis-specific protein; component of the Synaptonemal Complex (SC) along with Gmc2p; required for efficient crossover formation and for the efficient loading of the SC transverse filament protein ; Zip1p; is SUMOlytaed in a Gmc2p manner ; and SUMOylation is required for its function in meiosis; GFP fusion protein is present in discrete clusters in the nucleus throughout mitosis; may be involved in maintaining chromatin structure""",Verified ORF
2645,4,1357789,0.0276675715567646,0.053584360845984,0.605942565135033,YDR449C,UTP6,SGDID:S000002857,CDS,CDS,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA""",Verified ORF
2646,4,1358780,0.0011378095847148,0.0536733039960511,0.983099049625889,YDR449C,UTP6,SGDID:S000002857,CDS,CDS,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA""",Verified ORF
2647,4,1359163,-0.0017934079669091,0.0536377661456267,0.973346161731524,YDR450W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2648,4,1363156,0.0067439775861521,0.0534239092049129,0.899617620754049,YDR452W,PPN1,SGDID:S000002860,CDS,CDS,"""Dual endo- and exopolyphosphatase with a role in phosphate metabolism; acts as both an endopolyphosphatase cleaving long chains of polyphosphate distributively to generate shorter polymer chains and as an exopolyphosphatase catalyzing the hydrolysis of terminal phosphate from polyphosphate; localizes to the vacuole ; nucleus and cytosol; functions as a homodimer; relocalizes from vacuole to cytoplasm upon DNA replication stress""",Verified ORF
2649,4,1365131,0.0081090441431012,0.0533300532619064,0.879231267271053,YDR453C,TSA2,SGDID:S000002861,CDS,CDS,"""Stress inducible cytoplasmic thioredoxin peroxidase; cooperates with Tsa1p in the removal of reactive oxygen ; nitrogen and sulfur species using thioredoxin as hydrogen donor; deletion enhances the mutator phenotype of tsa1 mutants; protein abundance increases in response to DNA replication stress; TSA2 has a paralog ; TSA1 ; that arose from the whole genome duplication""",Verified ORF
2650,4,1367398,0.0151564501084286,0.0533027614841359,0.776311629635209,CUT097,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
2651,4,1372531,0.0154100126403402,0.0536462871427568,0.774087785936649,YDR457W,TOM1,SGDID:S000002865,CDS,CDS,"""E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones; interacts with Dia2p and is required for Dia2p degradation; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase""",Verified ORF
2652,4,1375354,0.0109091215975117,0.0534788736654174,0.83847935828985,YDR457W,TOM1,SGDID:S000002865,CDS,CDS,"""E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones; interacts with Dia2p and is required for Dia2p degradation; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase""",Verified ORF
2653,4,1379287,0.0288890446425067,0.0533632804609672,0.588597101617578,YDR457W,TOM1,SGDID:S000002865,CDS,CDS,"""E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones; interacts with Dia2p and is required for Dia2p degradation; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase""",Verified ORF
2654,4,1381192,0.0099844954448382,0.0543920050279652,0.854459725983072,YDR458C,HEH2,SGDID:S000002866,CDS,CDS,"""Inner nuclear membrane (INM) protein; contains helix-extension-helix (HEH) motif ; nuclear localization signal sequence; targeting to the INM requires the Srp1p-Kap95p karyopherins and the Ran cycle; HEH2 has a paralog ; SRC1 ; that arose from the whole genome duplication""",Verified ORF
2655,4,1381394,-0.0079087810010984,0.0548320081507507,0.885395970345555,YDR458C,HEH2,SGDID:S000002866,CDS,CDS,"""Inner nuclear membrane (INM) protein; contains helix-extension-helix (HEH) motif ; nuclear localization signal sequence; targeting to the INM requires the Srp1p-Kap95p karyopherins and the Ran cycle; HEH2 has a paralog ; SRC1 ; that arose from the whole genome duplication""",Verified ORF
2656,4,1383768,0.0120086418737989,0.0547460191702492,0.826502735566713,YDR459C,PFA5,SGDID:S000002867,Close to 3'-UTR,Close to 3'-UTR,"""Palmitoyltransferase with autoacylation activity; likely functions in pathway(s) outside Ras; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain""",Verified ORF
2657,4,1385147,0.0123300406458309,0.0544987359467857,0.821142186777993,YDR461W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2659,4,1389763,0.0083302567321779,0.0541611596339088,0.877851386828291,YDR464W,SPP41,SGDID:S000002872,CDS,CDS,"""Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia""",Verified ORF
2660,4,1391816,-0.0123280770732903,0.0547168722608013,0.821871076918231,YDR464W,SPP41,SGDID:S000002872,CDS,CDS,"""Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia""",Verified ORF
2661,4,1392181,-0.012753102641373,0.054444106309755,0.814932818952515,YDR464W,SPP41,SGDID:S000002872,CDS,CDS,"""Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia""",Verified ORF
2662,4,1392182,-0.0158357837099037,0.0539180269076269,0.769158918336595,YDR464W,SPP41,SGDID:S000002872,CDS,CDS,"""Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia""",Verified ORF
2663,4,1392187,-0.0055984219832842,0.0544488788961078,0.918164387465159,YDR464W,SPP41,SGDID:S000002872,CDS,CDS,"""Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia""",Verified ORF
2664,4,1411483,-0.0165034043839098,0.0542272275433825,0.76104974988933,YDR476C,YDR476C,SGDID:S000002884,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YDR476C is not an essential gene""",Uncharacterized ORF
2665,4,1411837,-0.0032053045716933,0.053972734007246,0.952677091665749,YDR476C,YDR476C,SGDID:S000002884,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YDR476C is not an essential gene""",Uncharacterized ORF
2666,4,1411853,-0.0043759249817438,0.0540816345530711,0.935556735884114,YDR476C,YDR476C,SGDID:S000002884,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YDR476C is not an essential gene""",Uncharacterized ORF
2668,4,1418662,-0.0383042684261335,0.0539477143998027,0.478156913598905,YDR481C,PHO8,SGDID:S000002889,CDS,CDS,"""Repressible vacuolar alkaline phosphatase; controls polyphosphate content; regulated by levels of Pi and by Pho4p ; Pho9p ; Pho80p ; Pho81p and Pho85p; dephosphorylates phosphotyrosyl peptides; contributes to NAD+ metabolism by producing nicotinamide riboside from NMN""",Verified ORF
2669,4,1429971,0.0211151770027055,0.0544842949124086,0.698585516395875,YDR488C,PAC11,SGDID:S000002896,CDS,CDS,"""Dynein intermediate chain ; microtubule motor protein; required for intracellular transport and cell division; acts in cytoplasmic dynein pathway; forms complex with dynein light chain Dyn2p that promotes Dyn1p homodimerization and potentiates motor processivity; Dyn2p-Pac11p complex is also important for interaction of dynein motor complex with dynactin complex; forms cortical cytoplasmic microtubule capture site with Num1p; essential in the absence of CIN8""",Verified ORF
2670,4,1432529,0.0491918815344851,0.0547184387855502,0.369265425156937,YDR490C,PKH1,SGDID:S000002898,CDS,CDS,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh2p; PKH1 has a paralog ; PKH2 ; that arose from the whole genome duplication""",Verified ORF
2671,4,1432812,-0.0134631059372401,0.0546455499483881,0.805537869496079,YDR490C,PKH1,SGDID:S000002898,CDS,CDS,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh2p; PKH1 has a paralog ; PKH2 ; that arose from the whole genome duplication""",Verified ORF
2672,4,1433591,-0.0308021641630997,0.0547123235648427,0.573803152607067,YDR490C,PKH1,SGDID:S000002898,CDS,CDS,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh2p; PKH1 has a paralog ; PKH2 ; that arose from the whole genome duplication""",Verified ORF
2673,4,1434295,-0.0606088453811775,0.0545508341849968,0.26730189919808,YDR490C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2674,4,1435743,-0.0705444756321616,0.0548611498248423,0.199330201352741,YDR492W,IZH1,SGDID:S000002900,CDS,CDS,"""Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family; transcription is regulated directly by Zap1p ; expression induced by zinc deficiency and fatty acids; deletion increases sensitivity to elevated zinc; IZH1 has a paralog ; IZH4 ; that arose from the whole genome duplication""",Verified ORF
2675,4,1436351,-0.0622654541454029,0.0552543467659751,0.260555323817842,YDR493W,MZM1,SGDID:S000002901,CDS,CDS,"""Protein required for assembly of the cytochrome bc(1) complex; acts as a chaperone for Rip1p and facilitates its insertion into the complex at a late stage of assembly; localized to the mitochondrial matrix; null mutant exhibits a respiratory growth defect and reduced mitochondrial zinc levels ; which is characteristic of mutations affecting bc(1) complex assembly; member of the LYR protein family; human LYRM7 is a functional ortholog""",Verified ORF
2676,4,1438464,-0.0664575224804013,0.0550727204402488,0.228346856686914,YDR495C,VPS3,SGDID:S000002903,CDS,CDS,"""Component of CORVET membrane tethering complex; cytoplasmic protein required for the sorting and processing of soluble vacuolar proteins ; acidification of the vacuolar lumen ; and assembly of the vacuolar H+-ATPase""",Verified ORF
2679,4,1443836,-0.072612969603067,0.0551719359168384,0.188987263463528,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2680,4,1443911,-0.0654048270075457,0.0552155264914453,0.236997529119308,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2681,4,1444256,-0.068345111519681,0.0562724165783926,0.225353341554409,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2682,4,1444337,-0.0640512559015887,0.0553000514813975,0.247545251221476,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2683,4,1444364,-0.0238369804386048,0.0558074395708975,0.669545715721677,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2684,4,1444711,-0.0264860181278991,0.0554592106979241,0.633247199945868,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2685,4,1444817,-0.0265843242470873,0.0555579146883937,0.632592363064277,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2686,4,1445462,-0.0438489099387441,0.0560071732961773,0.43420137586427,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
