SNP,Chr,Pos,Effect,SE,ERG11_ERV25_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
692,2,592973,-0.0357533737848082,0.0971484212656646,0.713072672168397,YBR181C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
693,2,592989,-0.0476040736160188,0.0971093953241443,0.624289286071348,YBR181C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
694,2,593029,-0.061617180063032,0.0974973927217985,0.527803815553882,YBR181C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
695,2,593045,-0.0891891355758029,0.0988589700664299,0.367573470763161,YBR181C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
696,2,593459,-0.042914952805523,0.0975631979570426,0.660301718934503,YBR181C,RPS6B,SGDID:S000000385,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S6 ; no bacterial homolog; phosphorylated on S233 by Ypk3p in a TORC1-dependent manner ; and on S232 in a TORC1/2-dependent manner by Ypk1/2/3p; RPS6B has a paralog ; RPS6A ; that arose from the whole genome duplication""",Verified ORF
697,2,594044,-0.0352983494159169,0.0968615667530285,0.715762160753133,YBR182C,SMP1,SGDID:S000000386,CDS,CDS,"""MADS-box transcription factor involved in osmotic stress response; SMP1 has a paralog ; RLM1 ; that arose from the whole genome duplication""",Verified ORF
698,2,595492,-0.0259600901827004,0.0993756749539378,0.794066069600509,YBR182C-A,YBR182C-A,SGDID:S000028603,CDS,CDS,"""Putative protein of unknown function; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Uncharacterized ORF
699,2,598249,-0.0245286023574062,0.0979552214157601,0.802418850497379,YBR184W,YBR184W,SGDID:S000000388,CDS,CDS,"""Putative protein of unknown function; YBR184W is not an essential gene""",Uncharacterized ORF
701,2,602542,0.0154089845396671,0.0972815434017666,0.874235524672339,YBR187W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
702,2,604023,-0.0077793150651109,0.0973304893684129,0.936340762513892,YBR188C,NTC20,SGDID:S000000392,CDS,CDS,"""Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs""",Verified ORF
703,2,609784,0.0056554856050717,0.0974704129688993,0.95376346669763,YBR194W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
704,2,610624,-0.0040139339452334,0.0968871772237395,0.966977356616162,YBR195C,MSI1,SGDID:S000000399,CDS,CDS,"""Subunit of chromatin assembly factor I (CAF-1); chromatin assembly by CAF-1 affects multiple processes including silencing at telomeres ; mating type loci ; and rDNA; maintenance of kinetochore structure; deactivation of DNA damage checkpoint after DNA repair; chromatin dynamics during transcription; and repression of divergent noncoding transcription; Msi1p localizes to nucleus and cytoplasm and independently regulates the RAS/cAMP pathway via sequestration of Npr1p kinase""",Verified ORF
706,2,616723,-0.0224668556256586,0.0969227840766341,0.816826435425648,YBR198C,TAF5,SGDID:S000000402,CDS,CDS,"""Subunit (90 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification""",Verified ORF
707,2,618646,-0.103137309645386,0.0970720407471692,0.288743177977487,YBR199W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
708,2,618987,-0.0971589314550196,0.0970895117664596,0.317650083151075,YBR199W,KTR4,SGDID:S000000403,CDS,CDS,"""Glycosyltransferase involved in protein glycosylation; transfers GDP-mannose to methyl-alpha-mannoside in vitro; member of the KRE2/MNT1 mannosyltransferase family of type II membrane proteins with a short cytoplasmic N-terminus ; a membrane-spanning region and a highly conserved catalytic lumenal domain""",Verified ORF
709,2,619593,-0.0715476191650535,0.0968461550973244,0.46053391944739,YBR199W,KTR4,SGDID:S000000403,CDS,CDS,"""Glycosyltransferase involved in protein glycosylation; transfers GDP-mannose to methyl-alpha-mannoside in vitro; member of the KRE2/MNT1 mannosyltransferase family of type II membrane proteins with a short cytoplasmic N-terminus ; a membrane-spanning region and a highly conserved catalytic lumenal domain""",Verified ORF
710,2,620149,-0.075493951661116,0.0968958065310976,0.436428043037452,YBR199W,KTR4,SGDID:S000000403,CDS,CDS,"""Glycosyltransferase involved in protein glycosylation; transfers GDP-mannose to methyl-alpha-mannoside in vitro; member of the KRE2/MNT1 mannosyltransferase family of type II membrane proteins with a short cytoplasmic N-terminus ; a membrane-spanning region and a highly conserved catalytic lumenal domain""",Verified ORF
711,2,620925,-0.0635850465478057,0.0967977698402558,0.511682594821139,YBR200W,BEM1,SGDID:S000000404,CDS,CDS,"""Protein containing SH3-domains; involved in establishing cell polarity and morphogenesis; functions as a scaffold protein for complexes that include Cdc24p ; Ste5p ; Ste20p ; and Rsr1p""",Verified ORF
715,2,625090,-0.109393129623684,0.0969277689157058,0.259831080229787,YBR201C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
716,2,625278,-0.101524640744751,0.0972557005637713,0.297248780291359,YBR201C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
717,2,626092,-0.145487554059298,0.0966986166931937,0.133334921676382,YBR202W,MCM7,SGDID:S000000406,CDS,CDS,"""Component of the Mcm2-7 hexameric helicase complex; MCM2-7 primes origins of DNA replication in G1 and becomes an active ATP-dependent helicase that promotes DNA melting and elongation in S-phase; forms an Mcm4p-6p-7p subcomplex""",Verified ORF
718,2,628663,-0.0886500938225044,0.0969255651791428,0.36101529211388,YBR203W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
719,2,628692,-0.0922806173874,0.0976188190799809,0.345144241324688,YBR203W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
720,2,630554,-0.0608183799012282,0.0974949183305492,0.533154758383134,YBR203W,COS111,SGDID:S000000407,CDS,CDS,"""Protein required for antifungal drug ciclopirox olamine resistance; not related to the subtelomerically-encoded COS family; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
721,2,633052,-0.0078710655853327,0.0972308547094994,0.935525728974998,YBR204C,LDH1,SGDID:S000000408,CDS,CDS,"""Serine hydrolase; exhibits active esterase plus weak triacylglycerol lipase activities; proposed role in lipid homeostasis ; regulating phospholipid and non-polar lipid levels and required for mobilization of LD-stored lipids; localizes to the lipid droplet (LD) surface; contains a classical serine containing catalytic triad (GxSxG motif)""",Verified ORF
722,2,633130,-0.0241910716676025,0.0973066150312968,0.803809634168116,YBR204C,LDH1,SGDID:S000000408,CDS,CDS,"""Serine hydrolase; exhibits active esterase plus weak triacylglycerol lipase activities; proposed role in lipid homeostasis ; regulating phospholipid and non-polar lipid levels and required for mobilization of LD-stored lipids; localizes to the lipid droplet (LD) surface; contains a classical serine containing catalytic triad (GxSxG motif)""",Verified ORF
723,2,633281,-0.220265953815931,0.100742501782104,0.0294406150913356,YBR204C,LDH1,SGDID:S000000408,CDS,CDS,"""Serine hydrolase; exhibits active esterase plus weak triacylglycerol lipase activities; proposed role in lipid homeostasis ; regulating phospholipid and non-polar lipid levels and required for mobilization of LD-stored lipids; localizes to the lipid droplet (LD) surface; contains a classical serine containing catalytic triad (GxSxG motif)""",Verified ORF
724,2,633308,-0.0513597007030404,0.098234886779763,0.601423702049195,YBR204C,LDH1,SGDID:S000000408,CDS,CDS,"""Serine hydrolase; exhibits active esterase plus weak triacylglycerol lipase activities; proposed role in lipid homeostasis ; regulating phospholipid and non-polar lipid levels and required for mobilization of LD-stored lipids; localizes to the lipid droplet (LD) surface; contains a classical serine containing catalytic triad (GxSxG motif)""",Verified ORF
725,2,633859,-0.0873196513571117,0.0971607831283497,0.369418193417241,YBR205W,KTR3,SGDID:S000000409,CDS,CDS,"""Putative alpha-1,2-mannosyltransferase; involved in O- and N-linked protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; Svp26p mediates uptake of Ktr3p into COPII vesicles; relocalizes from nucleus to vacuole upon DNA replication stress""",Verified ORF
726,2,635476,-0.14599599643892,0.0971209259290256,0.133671419624351,YBR207W,FTH1,SGDID:S000000411,CDS,CDS,"""Putative high affinity iron transporter; involved in transport of intravacuolar stores of iron; forms complex with Fet5p; expression is regulated by iron; proposed to play indirect role in endocytosis; protein abundance increases in response to DNA replication stress""",Verified ORF
727,2,635959,-0.0920734845022877,0.0966596840360353,0.341468311758311,YBR207W,FTH1,SGDID:S000000411,CDS,CDS,"""Putative high affinity iron transporter; involved in transport of intravacuolar stores of iron; forms complex with Fet5p; expression is regulated by iron; proposed to play indirect role in endocytosis; protein abundance increases in response to DNA replication stress""",Verified ORF
728,2,636093,-0.098536523819627,0.0967514751745024,0.309161726108571,YBR207W,FTH1,SGDID:S000000411,CDS,CDS,"""Putative high affinity iron transporter; involved in transport of intravacuolar stores of iron; forms complex with Fet5p; expression is regulated by iron; proposed to play indirect role in endocytosis; protein abundance increases in response to DNA replication stress""",Verified ORF
729,2,637041,-0.0783968529964525,0.0972635690871134,0.42077117051481,YBR208C,DUR1%2C2,SGDID:S000000412,CDS,CDS,"""Urea amidolyase; contains both urea carboxylase and allophanate hydrolase activities ; degrades urea to CO2 and NH3; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation; protein abundance increases in response to DNA replication stress""",Verified ORF
730,2,637229,-0.0795739113918445,0.0966576465313771,0.410918691776654,YBR208C,DUR1%2C2,SGDID:S000000412,CDS,CDS,"""Urea amidolyase; contains both urea carboxylase and allophanate hydrolase activities ; degrades urea to CO2 and NH3; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation; protein abundance increases in response to DNA replication stress""",Verified ORF
731,2,638637,-0.0872228640619331,0.0966937503678608,0.367643913578366,YBR208C,DUR1%2C2,SGDID:S000000412,CDS,CDS,"""Urea amidolyase; contains both urea carboxylase and allophanate hydrolase activities ; degrades urea to CO2 and NH3; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation; protein abundance increases in response to DNA replication stress""",Verified ORF
734,2,645476,-0.090518309486955,0.0984815424100029,0.358650057348627,YBR210W,ERV15,SGDID:S000000414,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in export of proteins from the endoplasmic reticulum; ERV15 has a paralog ; ERV14 ; that arose from the whole genome duplication""",Verified ORF
735,2,646360,-0.105632696591204,0.0976660928533017,0.280182039441775,YBR211C,AME1,SGDID:S000000415,CDS,CDS,"""Essential kinetochore protein associated with microtubules and SPBs; component of the kinetochore sub-complex COMA (Ctf19p ; Okp1p ; Mcm21p ; Ame1p); involved in spindle checkpoint maintenance; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-U and fission yeast Mis17; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
736,2,647193,-0.152294635208221,0.0967473905850541,0.116349210234077,YBR212W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
737,2,647884,-0.113704130041106,0.0975218257511876,0.244427799323255,YBR211C,AME1,SGDID:S000000415,Close to 3'-UTR,Close to 3'-UTR,"""Essential kinetochore protein associated with microtubules and SPBs; component of the kinetochore sub-complex COMA (Ctf19p ; Okp1p ; Mcm21p ; Ame1p); involved in spindle checkpoint maintenance; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-U and fission yeast Mis17; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
738,2,649511,-0.13456609881888,0.0966559972232978,0.164733195204271,YBR212W,NGR1,SGDID:S000000416,CDS,CDS,"""RNA binding protein that negatively regulates growth rate; interacts with the 3' UTR of the mitochondrial porin (POR1) mRNA and enhances its degradation; overexpression impairs mitochondrial function; interacts with Dhh1p to mediate POR1 mRNA decay; expressed in stationary phase""",Verified ORF
741,2,650924,-0.160080933311324,0.0968298790630317,0.0991754484721138,YBR213W,MET8,SGDID:S000000417,CDS,CDS,"""Bifunctional dehydrogenase and ferrochelatase; involved in the biosynthesis of siroheme ; a prosthetic group used by sulfite reductase; required for sulfate assimilation and methionine biosynthesis""",Verified ORF
742,2,654520,0.0252494201467079,0.0977942171265702,0.796411281950899,YBR215W,HPC2,SGDID:S000000419,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the HIR complex; HIR is a nucleosome assembly complex involved in regulation of histone gene transcription; mutants display synthetic defects with subunits of FACT ; a complex that allows passage of RNA Pol II through nucleosomes""",Verified ORF
743,2,657722,0.0027494188592789,0.0975298516098571,0.977526115261657,YBR217W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
744,2,660189,-0.046817258427137,0.0972214244653269,0.630421982301287,YBR218C,PYC2,SGDID:S000000422,CDS,CDS,"""Pyruvate carboxylase isoform; cytoplasmic enzyme that converts pyruvate to oxaloacetate; differentially regulated than isoform Pyc1p; mutations in the human homolog are associated with lactic acidosis; PYC2 has a paralog ; PYC1 ; that arose from the whole genome duplication""",Verified ORF
