SNP,Chr,Pos,Effect,SE,ERV25_RBD2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3973,7,53455,0.0779219260676217,0.0703159586025429,0.268543550477408,YGL237C,HAP2,SGDID:S000003206,CDS,CDS,"""Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex; complex is heme-activated and glucose-repressed; complex is a transcriptional activator and global regulator of respiratory gene expression; contains sequences sufficient for both complex assembly and DNA binding; respiratory defect of the null mutant is functionally complemented by human NFYA""",Verified ORF
3974,7,53544,0.0783407342619985,0.0701036761091162,0.264541335481805,YGL237C,HAP2,SGDID:S000003206,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex; complex is heme-activated and glucose-repressed; complex is a transcriptional activator and global regulator of respiratory gene expression; contains sequences sufficient for both complex assembly and DNA binding; respiratory defect of the null mutant is functionally complemented by human NFYA""",Verified ORF
3975,7,53637,0.0799521853132584,0.0700041117120645,0.25418364493109,YGL237C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3976,7,53662,0.0792670993739041,0.0694067057458827,0.254200296169841,YGL237C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3977,7,53700,0.0831645905173378,0.0693959718350108,0.231562708018696,YGL237C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3978,7,53702,0.0937436433856165,0.069651181219476,0.179197961175815,YGL237C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3979,7,54897,0.0963323540398186,0.0696411741065228,0.167457155360068,YGL236C,MTO1,SGDID:S000003205,CDS,CDS,"""Mitochondrial protein; forms heterodimer complex with Mss1p that performs 5-carboxymethylaminomethyl modification of the wobble uridine base in mitochondrial tRNAs; required for respiration in paromomycin-resistant 15S rRNA mutants; human homolog MTO1 can complement yeast null mutant""",Verified ORF
3980,7,55912,0.0813258180264666,0.069497466752492,0.242710601266026,YGL236C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3983,7,61773,0.092877867253185,0.0702553881606374,0.18702300627713,YGL233W,SEC15,SGDID:S000003202,CDS,CDS,"""Essential 113 kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis prior to SNARE-mediated fusion; interacts with and functions as a downstream effector of active ; GTP-bound Sec4p ; a Rab family GTPase""",Verified ORF
3984,7,62689,0.083815359063037,0.070806273296028,0.23731730590094,YGL233W,SEC15,SGDID:S000003202,Close to 3'-UTR,Close to 3'-UTR,"""Essential 113 kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis prior to SNARE-mediated fusion; interacts with and functions as a downstream effector of active ; GTP-bound Sec4p ; a Rab family GTPase""",Verified ORF
3985,7,64143,0.0758156517282033,0.0695162096033178,0.276184746951328,SUT110,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3986,7,65725,0.0786342805977698,0.0698023127510187,0.260707201145174,YGL229C,SAP4,SGDID:S000003198,CDS,CDS,"""Protein required for function of the Sit4p protein phosphatase; member of a family of similar proteins that form complexes with Sit4p ; including Sap155p ; Sap185p ; and Sap190p; SAP4 has a paralog ; SAP155 ; that arose from the whole genome duplication""",Verified ORF
3987,7,66075,0.0696498270554857,0.0695509488987693,0.317308950700003,YGL229C,SAP4,SGDID:S000003198,CDS,CDS,"""Protein required for function of the Sit4p protein phosphatase; member of a family of similar proteins that form complexes with Sit4p ; including Sap155p ; Sap185p ; and Sap190p; SAP4 has a paralog ; SAP155 ; that arose from the whole genome duplication""",Verified ORF
3988,7,66339,0.0671769396588934,0.06955015423625,0.334766647438027,YGL229C,SAP4,SGDID:S000003198,CDS,CDS,"""Protein required for function of the Sit4p protein phosphatase; member of a family of similar proteins that form complexes with Sit4p ; including Sap155p ; Sap185p ; and Sap190p; SAP4 has a paralog ; SAP155 ; that arose from the whole genome duplication""",Verified ORF
3989,7,66563,0.0665879512737239,0.0694509923658862,0.338327763834435,YGL229C,SAP4,SGDID:S000003198,CDS,CDS,"""Protein required for function of the Sit4p protein phosphatase; member of a family of similar proteins that form complexes with Sit4p ; including Sap155p ; Sap185p ; and Sap190p; SAP4 has a paralog ; SAP155 ; that arose from the whole genome duplication""",Verified ORF
3990,7,66622,0.0719818893396133,0.0695310465500876,0.301261695512533,YGL229C,SAP4,SGDID:S000003198,CDS,CDS,"""Protein required for function of the Sit4p protein phosphatase; member of a family of similar proteins that form complexes with Sit4p ; including Sap155p ; Sap185p ; and Sap190p; SAP4 has a paralog ; SAP155 ; that arose from the whole genome duplication""",Verified ORF
3993,7,68261,0.0809627725575852,0.0695085505683274,0.244891085613445,YGL228W,SHE10,SGDID:S000003197,CDS,CDS,"""Protein involved in outer spore wall assembly; likely involved directly in dityrosine layer assembly; putative GPI-anchored protein; overexpression causes growth arrest;; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; SHE10 has a paralog ; OSW7/YFR039C ; that arose from the whole genome duplication; paralogs are redundant for spore wall dityrosine assembly""",Verified ORF
3994,7,68513,0.0813866755870875,0.0695247286643387,0.242543298667305,YGL228W,SHE10,SGDID:S000003197,CDS,CDS,"""Protein involved in outer spore wall assembly; likely involved directly in dityrosine layer assembly; putative GPI-anchored protein; overexpression causes growth arrest;; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; SHE10 has a paralog ; OSW7/YFR039C ; that arose from the whole genome duplication; paralogs are redundant for spore wall dityrosine assembly""",Verified ORF
3999,7,70413,0.0844185941937425,0.0695045940824348,0.225339790269598,YGL227W,VID30,SGDID:S000003196,CDS,CDS,"""Central component of GID Complex ; involved in FBPase degradation; interacts strongly with Gid8p to serve as a scaffold for other GID Complex subunits; contains SPRY domain and 3 domains that are also found in Gid8p - LisH ; CTLH ; and CRA; required for association of Vid vesicles and actin patches in vacuole import and degradation pathway; shifts the balance of nitrogen metabolism toward glutamate production; localizes to the nucleus and the cytoplasm""",Verified ORF
4002,7,74414,0.0727133775521437,0.0696830746522259,0.297436904619592,SUT111_NFR/NDR,,,Promoter,Promoter,,Promoter
4003,7,80505,0.0905401613787036,0.0694662816199418,0.193298433839773,YGL223C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4008,7,83968,0.0559947671376304,0.0696666951379968,0.422080942070804,YGL219C,MDM34,SGDID:S000003187,CDS,CDS,"""Mitochondrial component of the ERMES complex; links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; required for mitophagy; ERMES complex is often co-localized with peroxisomes and with concentrated areas of pyruvate dehydrogenase""",Verified ORF
4010,7,87147,0.0889869612227185,0.0695693760555793,0.201698116241308,YGL216W,KIP3,SGDID:S000003184,CDS,CDS,"""Kinesin-related antiparallel sliding motor protein; involved in mitotic spindle positioning; sliding activity promotes bipolar spindle assembly and maintenance of genome stability; inhibits spindle elongation ; destabilizing late anaphase spindle microtubules that polymerize beyond the midzone""",Verified ORF
4012,7,87833,0.0790391033630732,0.0696033994181468,0.256909553126277,YGL216W,KIP3,SGDID:S000003184,Close to 3'-UTR,Close to 3'-UTR,"""Kinesin-related antiparallel sliding motor protein; involved in mitotic spindle positioning; sliding activity promotes bipolar spindle assembly and maintenance of genome stability; inhibits spindle elongation ; destabilizing late anaphase spindle microtubules that polymerize beyond the midzone""",Verified ORF
4013,7,87999,0.0889205369815814,0.0697695552130198,0.203328465355044,YGL215W,CLG1,SGDID:S000003183,CDS,CDS,"""Cyclin-like protein that interacts with Pho85p; has sequence similarity to G1 cyclins PCL1 and PCL2""",Verified ORF
4014,7,88913,0.107502325676159,0.0696037228714291,0.123365405161423,YGL215W,CLG1,SGDID:S000003183,CDS,CDS,"""Cyclin-like protein that interacts with Pho85p; has sequence similarity to G1 cyclins PCL1 and PCL2""",Verified ORF
4016,7,90591,0.0918116879050813,0.0697567212339783,0.188971072462567,YGL213C,SKI8,SGDID:S000003181,CDS,CDS,"""Ski complex component and WD-repeat protein; mediates 3'-5' RNA degradation by the cytoplasmic exosome; also required for meiotic double-strand break recombination; null mutants have superkiller phenotype""",Verified ORF
4017,7,92844,0.0535695766641889,0.0696011689250561,0.442013414197246,YGL211W,NCS6,SGDID:S000003179,CDS,CDS,"""Protein required for uridine thiolation of Gln ; Lys ; and Glu tRNAs; required for the thiolation of uridine at the wobble position of Gln ; Lys ; and Glu tRNAs; has a role in urmylation and in invasive and pseudohyphal growth; inhibits replication of Brome mosaic virus in S. cerevisiae""",Verified ORF
4018,7,98223,0.0567284025501535,0.070940461170776,0.424444331354244,YGL208W,SIP2,SGDID:S000003176,CDS,CDS,"""One of three alternate beta subunits of the Snf1 kinase complex; involved in the response to glucose starvation; null mutants exhibit accelerated aging; N-myristoylprotein localized to the cytoplasm and the plasma membrane; SIP2 has a paralog ; GAL83 ; that arose from the whole genome duplication""",Verified ORF
4019,7,101935,0.0653794509729588,0.0697429055565548,0.349175688642013,YGL207W,SPT16,SGDID:S000003175,CDS,CDS,"""Subunit of the heterodimeric FACT complex (Spt16p-Pob3p); FACT associates with chromatin via interaction with Nhp6Ap and Nhp6Bp ; and reorganizes nucleosomes to facilitate access to DNA by RNA and DNA polymerases; specifically required for diauxic shift-induced H2B deposition onto rDNA genes; mutations cause reduced nucleosome occupancy over highly transcribed regions; coregulates transcription with Mot1p through preinitiation complex assembly and nucleosome organization""",Verified ORF
4020,7,102167,0.0131336067686327,0.0708570275000414,0.853058134493549,YGL207W,SPT16,SGDID:S000003175,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the heterodimeric FACT complex (Spt16p-Pob3p); FACT associates with chromatin via interaction with Nhp6Ap and Nhp6Bp ; and reorganizes nucleosomes to facilitate access to DNA by RNA and DNA polymerases; specifically required for diauxic shift-induced H2B deposition onto rDNA genes; mutations cause reduced nucleosome occupancy over highly transcribed regions; coregulates transcription with Mot1p through preinitiation complex assembly and nucleosome organization""",Verified ORF
4022,7,103626,0.0188596206208195,0.0698611636929835,0.787349866663761,YGL206C,CHC1,SGDID:S000003174,CDS,CDS,"""Clathrin heavy chain; subunit of the major coat protein involved in intracellular protein transport and endocytosis; the clathrin triskelion is a trimeric molecule composed of three heavy chains that radiate from a vertex and three light chains which bind noncovalently near the vertex of the triskelion; the light chain (CLC1) is thought to regulate function""",Verified ORF
4023,7,103929,-0.0270477830963443,0.0697485947287932,0.698405435711835,YGL206C,CHC1,SGDID:S000003174,CDS,CDS,"""Clathrin heavy chain; subunit of the major coat protein involved in intracellular protein transport and endocytosis; the clathrin triskelion is a trimeric molecule composed of three heavy chains that radiate from a vertex and three light chains which bind noncovalently near the vertex of the triskelion; the light chain (CLC1) is thought to regulate function""",Verified ORF
4024,7,105525,-0.0417426315896528,0.0696142289322902,0.549138948983846,YGL206C,CHC1,SGDID:S000003174,CDS,CDS,"""Clathrin heavy chain; subunit of the major coat protein involved in intracellular protein transport and endocytosis; the clathrin triskelion is a trimeric molecule composed of three heavy chains that radiate from a vertex and three light chains which bind noncovalently near the vertex of the triskelion; the light chain (CLC1) is thought to regulate function""",Verified ORF
4025,7,109520,-0.0473309926606588,0.0695909358994053,0.496866955958306,YGL205W,POX1,SGDID:S000003173,CDS,CDS,"""Fatty-acyl coenzyme A oxidase; involved in the fatty acid beta-oxidation pathway; localized to the peroxisomal matrix; component of a light sensing pathway ; converting light into a hydrogen peroxide signal ; modulating nucleo-cytoplasmic shuttling of stress-responsive transcription factor ; Msn2p""",Verified ORF
4026,7,109762,-0.0317863430270569,0.069716492525626,0.648715487606631,YGL205W,POX1,SGDID:S000003173,CDS,CDS,"""Fatty-acyl coenzyme A oxidase; involved in the fatty acid beta-oxidation pathway; localized to the peroxisomal matrix; component of a light sensing pathway ; converting light into a hydrogen peroxide signal ; modulating nucleo-cytoplasmic shuttling of stress-responsive transcription factor ; Msn2p""",Verified ORF
4028,7,114462,-0.017287701668892,0.0698269166503981,0.804603841401009,YGL203C,KEX1,SGDID:S000003171,CDS,CDS,"""Cell death protease essential for hypochlorite-induced apoptosis; involved in the processing of killer toxin and alpha factor precursor; cleaves Lys and Arg residues from the C-terminus of peptides and proteins""",Verified ORF
4032,7,115759,-0.0113748540481745,0.0697894932194766,0.870621102059396,YGL202W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4033,7,120910,-0.010570080815789,0.0696572729169451,0.879475451635959,YGL201C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4034,7,121864,0.0110563007021994,0.0697185785950453,0.87408675950106,YGL201C,MCM6,SGDID:S000003169,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in DNA replication; component of the Mcm2-7 hexameric helicase complex that binds chromatin as a part of the pre-replicative complex; forms a subcomplex with Mcm4p and Mcm7p""",Verified ORF
4035,7,122646,0.0358103639971976,0.0697837552076573,0.608159077252921,YGL200C,EMP24,SGDID:S000003168,Close to 3'-UTR,Close to 3'-UTR,"""Component of the p24 complex; role in misfolded protein quality control; binds to GPI anchor proteins and mediates their efficient transport from the ER to the Golgi; integral membrane protein that associates with endoplasmic reticulum-derived COPII-coated vesicles""",Verified ORF
4036,7,128719,0.0418781297195722,0.0698827038897051,0.549381817145031,YGL197W,MDS3,SGDID:S000003165,CDS,CDS,"""Putative component of the TOR regulatory pathway; negative regulator of early meiotic gene expression; required ; with Pmd1p ; for growth under alkaline conditions; has an N-terminal kelch-like domain; MDS3 has a paralog ; PMD1 ; that arose from the whole genome duplication""",Verified ORF
