SNP,Chr,Pos,Effect,SE,ERG11_TPO4_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3326,5,548459,-0.0166630762564658,0.0578281233039188,0.773402320016689,YER179W,DMC1,SGDID:S000000981,CDS,CDS,"""Meiosis-specific recombinase required for double-strand break repair; also required for pairing between homologous chromosomes and for the normal morphogenesis of synaptonemal complex; binds ssDNA and dsDNA ; forms helical filaments; potent inhibitor of the ATPase activity of  Srs2p helicase ; blocking its ssDNA translocating motor activity and inhibiting its antirecombinase activity; stimulated by Rdh54p; homolog of Rad51p and the bacterial RecA protein""",Verified ORF
3327,5,548843,-0.0255580964704347,0.0568667325154396,0.653391219652041,YER179W_NFR/NDR,,,Promoter,Promoter,,Promoter
3328,5,549055,-0.0329103050923192,0.0568658859118683,0.563136750754895,YER178W,PDA1,SGDID:S000000980,Close to 3'-UTR,Close to 3'-UTR,"""E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex; catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose; PDH complex is concentrated in spots within the mitochondrial matrix ; often near the ERMES complex and near peroxisomes""",Verified ORF
3329,5,549248,-0.0246508557656887,0.0570963951714533,0.666193226640767,YER179W,DMC1,SGDID:S000000981,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific recombinase required for double-strand break repair; also required for pairing between homologous chromosomes and for the normal morphogenesis of synaptonemal complex; binds ssDNA and dsDNA ; forms helical filaments; potent inhibitor of the ATPase activity of  Srs2p helicase ; blocking its ssDNA translocating motor activity and inhibiting its antirecombinase activity; stimulated by Rdh54p; homolog of Rad51p and the bacterial RecA protein""",Verified ORF
3333,5,550708,-0.0713647897692066,0.0576450578520406,0.216537459524079,YER180C,ISC10,SGDID:S000000982,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific MAPK inhibitor; binds Smk1p during meiosis I; links APC/C-Ama1 to Smk1p activation; required for sporulation; transcript is induced 7.5 hr after induction of meiosis; Isc10p is ubiquitylated and degraded in an Ama1p-dependent manner upon completion of meiosis II""",Verified ORF
3336,5,551776,-0.0630429341209127,0.0569068413063393,0.26869081468878,YER181C,YER181C,SGDID:S000000983,CDS,CDS,"""Mitochondrial protein of unknown function; conserved among S. cerevisiae strains; extensively overlaps a Ty1 LTR; YER181C is not an essential gene""",Verified ORF
3337,5,552218,-0.0602000663479344,0.0573387977480444,0.294481830206428,YERCdelta26,YERCdelta26,SGDID:S000006902,Other features,LTR,"""Ty1 LTR""",reverse complement
3338,5,553130,-0.0656777463568513,0.0578284857415665,0.256838630226662,YER182W,FMP10,SGDID:S000000984,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
3343,5,555454,-0.0566547282886692,0.057184955680297,0.322497093789076,SUT099,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3344,5,555973,-0.0362265674332061,0.0571511702264449,0.526574405057746,SUT099,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3345,5,557406,-0.0457838466373548,0.0569698240967232,0.422139483587949,YER184C,TOG1,SGDID:S000000986,CDS,CDS,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3346,5,557772,-0.0455340854220518,0.0572956075700803,0.427309156019651,YER184C,TOG1,SGDID:S000000986,CDS,CDS,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3347,5,558324,-0.0481790020828284,0.0568884981962912,0.397623348017846,YER184C,TOG1,SGDID:S000000986,CDS,CDS,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3348,5,558514,-0.0507063646968524,0.0572282417346212,0.376200545041064,YER184C,TOG1,SGDID:S000000986,CDS,CDS,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3349,5,558549,-0.0561334510663012,0.057050979747445,0.325830018761054,YER184C,TOG1,SGDID:S000000986,CDS,CDS,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3350,5,559378,-0.0112656357542123,0.056827948874573,0.842970539516588,YER184C,TOG1,SGDID:S000000986,Close to 3'-UTR,Close to 3'-UTR,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3351,5,560042,-0.0359650142232016,0.0571207014039183,0.529342762074642,YER185W,PUG1,SGDID:S000000987,CDS,CDS,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3352,5,561145,-0.0295341899429304,0.0569695758084322,0.604489785816028,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3353,5,561154,-0.0306673648734726,0.0570555118024204,0.591260621699734,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3354,5,561160,-0.0306673648734726,0.0570555118024204,0.591260621699734,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3355,5,561163,-0.0306673648734726,0.0570555118024204,0.591260621699734,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3356,5,561166,-0.0306673648734726,0.0570555118024204,0.591260621699734,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3357,5,561193,-0.0229274558729194,0.058085180330114,0.693286988654076,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3370,5,561430,-0.0242034548487729,0.0577646181862983,0.675469961003985,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3396,5,561906,-0.0163748130545963,0.056911297823947,0.773725962282469,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3397,5,561915,-0.0198123349250401,0.0568356303784807,0.727604913952223,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3398,5,562065,-0.0171087659232078,0.0571042079398269,0.764654004209684,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3399,5,562072,-0.009436636035678,0.0570630724892911,0.868745833677233,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3400,5,562097,-0.0140947818063072,0.0568879111470084,0.804460991329229,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3402,5,562116,-0.0130472066236078,0.0568143648011619,0.81849966033772,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3403,5,562155,-0.0052105073874045,0.0571194102092973,0.927368484579349,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3404,5,562173,-0.0119946312344954,0.0571364836126638,0.833843837472128,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3405,5,562264,-0.014020241436615,0.0569737626841823,0.805761454917307,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3406,5,562359,-0.0031284188711835,0.0572153255457047,0.956425938504332,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3407,5,562436,-0.0175175901751097,0.0571979436272691,0.759585274823104,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3408,5,562451,-0.0126297181449428,0.0571252016682128,0.825151446973919,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3409,5,562473,-0.0096639768499569,0.057213255760213,0.865962998613357,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3410,5,562513,-0.0031473435629691,0.0572271778745176,0.95617168237121,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3411,5,562518,-0.0017567132171825,0.0571290800938838,0.975486377455694,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3412,5,562560,-0.0126268272626717,0.0569638835588882,0.82470383665426,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3413,5,562570,-0.0121637315973388,0.0568891736551673,0.830815142144662,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3414,5,562582,-0.0126773226659694,0.0569746540138899,0.824047044167171,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3415,5,562610,-0.0135748354531184,0.0569740682514873,0.811815049964931,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3416,5,562667,-0.0126734433820062,0.0568414096965546,0.823694464849524,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3417,5,562683,-0.015264040745106,0.0569274377601484,0.788754694002814,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3418,5,562774,-0.000807968649403,0.0570788388810611,0.988714070752592,YER186C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3419,5,562846,0.00969646167527,0.0577199565380883,0.86668617567149,YER186C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3420,5,562873,-0.0087396680718491,0.0580146952293726,0.88034120359469,YER186C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3421,5,562888,-0.0021020643104215,0.0575140689252384,0.970865508740276,YER186C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3422,5,563005,-0.0072317748898754,0.0574034687298702,0.899818292925172,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3423,5,563017,-0.006681140381815,0.0576445601326307,0.907795833004869,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3424,5,563018,-0.0047586117104696,0.0579197721936796,0.934567100279596,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3425,5,563074,-0.0020635681952146,0.0580592752910328,0.97166729670321,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3426,5,563104,-0.0029427424680862,0.0577360978121992,0.959379171181825,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3427,5,563148,-0.0139948786977119,0.0573861191933968,0.807471477683279,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3428,5,563174,0.0031889821904112,0.0577895314136592,0.956024132438093,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
