SNP,Chr,Pos,Effect,SE,SNA4_GTR2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
665,2,558703,-0.0118515991679982,0.0574701941943213,0.836736651577334,YBR159W,IFA38,SGDID:S000000363,CDS,CDS,"""Microsomal beta-keto-reductase; contains oleate response element (ORE) sequence in the promoter region; mutants exhibit reduced VLCFA synthesis ; accumulate high levels of dihydrosphingosine ; phytosphingosine and medium-chain ceramides""",Verified ORF
669,2,567265,-0.102129019690947,0.0573223625940225,0.0756641314113363,YBR163W,EXO5,SGDID:S000000367,CDS,CDS,"""Mitochondrial 5'-3' exonuclease and sliding exonuclease; required for mitochondrial genome maintenance; distantly related to the RecB nuclease domain of bacterial RecBCD recombinases; may be regulated by the transcription factor Ace2""",Verified ORF
670,2,567339,-0.0912231107806883,0.0575181039399828,0.113637036255954,YBR163W,EXO5,SGDID:S000000367,CDS,CDS,"""Mitochondrial 5'-3' exonuclease and sliding exonuclease; required for mitochondrial genome maintenance; distantly related to the RecB nuclease domain of bacterial RecBCD recombinases; may be regulated by the transcription factor Ace2""",Verified ORF
673,2,572291,-0.105164963823515,0.0573235115980456,0.0674083535887919,YBR167C,POP7,SGDID:S000000371,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of RNase MRP ; nuclear RNase P and telomerase; forms a soluble heterodimer with Pop6p that binds P3 domain of RNase MRP and RNase P RNAs; RNase MRP cleaves pre-rRNA ; nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs ; while telomerase replenishes telomeric DNA""",Verified ORF
674,2,572565,-0.100541197661583,0.0570903019572584,0.0790888192993762,YBR168W,PEX32,SGDID:S000000372,CDS,CDS,"""Peroxisomal integral membrane protein; involved in negative regulation of peroxisome size; partially functionally redundant with Pex31p; genetic interactions suggest action at a step downstream of steps mediated by Pex28p and Pex29p""",Verified ORF
675,2,573554,-0.109603623064629,0.0570480738605397,0.0555051921072112,YBR168W,PEX32,SGDID:S000000372,CDS,CDS,"""Peroxisomal integral membrane protein; involved in negative regulation of peroxisome size; partially functionally redundant with Pex31p; genetic interactions suggest action at a step downstream of steps mediated by Pex28p and Pex29p""",Verified ORF
676,2,573624,-0.122662502503579,0.0573330916949073,0.0330828993769839,YBR168W,PEX32,SGDID:S000000372,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal integral membrane protein; involved in negative regulation of peroxisome size; partially functionally redundant with Pex31p; genetic interactions suggest action at a step downstream of steps mediated by Pex28p and Pex29p""",Verified ORF
678,2,573868,-0.107559773391666,0.0573350780791198,0.0614822854156461,YBR168W,PEX32,SGDID:S000000372,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal integral membrane protein; involved in negative regulation of peroxisome size; partially functionally redundant with Pex31p; genetic interactions suggest action at a step downstream of steps mediated by Pex28p and Pex29p""",Verified ORF
679,2,573983,-0.110365300043373,0.0572767802099306,0.0547973784218572,YBR169C,SSE2,SGDID:S000000373,CDS,CDS,"""Member of Hsp110 subclass of the heat shock protein 70 (HSP70) family; serves as nucleotide exchange factor to load ATP onto the SSA class of cytosolic Hsp70s; may be involved in protein folding; localized to the cytoplasm; SSE2 has a paralog ; SSE1 ; that arose from the whole genome duplication""",Verified ORF
680,2,574281,-0.109167204709532,0.0569736033557067,0.056159576634456,YBR169C,SSE2,SGDID:S000000373,CDS,CDS,"""Member of Hsp110 subclass of the heat shock protein 70 (HSP70) family; serves as nucleotide exchange factor to load ATP onto the SSA class of cytosolic Hsp70s; may be involved in protein folding; localized to the cytoplasm; SSE2 has a paralog ; SSE1 ; that arose from the whole genome duplication""",Verified ORF
681,2,574592,-0.107386343222056,0.0571965929519127,0.0612745965753842,YBR169C,SSE2,SGDID:S000000373,CDS,CDS,"""Member of Hsp110 subclass of the heat shock protein 70 (HSP70) family; serves as nucleotide exchange factor to load ATP onto the SSA class of cytosolic Hsp70s; may be involved in protein folding; localized to the cytoplasm; SSE2 has a paralog ; SSE1 ; that arose from the whole genome duplication""",Verified ORF
682,2,574678,-0.103519276039633,0.0570034597215221,0.0702158821042347,YBR169C,SSE2,SGDID:S000000373,CDS,CDS,"""Member of Hsp110 subclass of the heat shock protein 70 (HSP70) family; serves as nucleotide exchange factor to load ATP onto the SSA class of cytosolic Hsp70s; may be involved in protein folding; localized to the cytoplasm; SSE2 has a paralog ; SSE1 ; that arose from the whole genome duplication""",Verified ORF
684,2,577915,-0.107280317758367,0.0569837560540685,0.0605703710663634,YBR170C,NPL4,SGDID:S000000374,CDS,CDS,"""Substrate-recruiting cofactor of the Cdc48p-Npl4p-Ufd1p segregase; assists Cdc48p in the dislocation of misfolded ; polyubiquitinated ERAD substrates that are subsequently delivered to the proteasome for degradation; also involved in the regulated destruction of resident ER membrane proteins ; such as HMG-CoA reductase (Hmg1/2p) and cytoplasmic proteins (Fbp1p); role in mobilizing membrane bound transcription factors by regulated ubiquitin/proteasome-dependent processing (RUP)""",Verified ORF
687,2,582226,-0.115253741877745,0.0570458919504237,0.0440999388803512,YBR175W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
692,2,592973,-0.108565000829855,0.0569385593977748,0.0573705427123544,YBR181C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
693,2,592989,-0.107305772863554,0.0569307510796835,0.0602717140017372,YBR181C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
694,2,593029,-0.119001689124293,0.0571078885263608,0.037896759233109,YBR181C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
695,2,593045,-0.130885307685562,0.0578768912327078,0.0243397901946675,YBR181C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
696,2,593459,-0.115649398414789,0.0571495498067114,0.0437615091012978,YBR181C,RPS6B,SGDID:S000000385,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S6 ; no bacterial homolog; phosphorylated on S233 by Ypk3p in a TORC1-dependent manner ; and on S232 in a TORC1/2-dependent manner by Ypk1/2/3p; RPS6B has a paralog ; RPS6A ; that arose from the whole genome duplication""",Verified ORF
697,2,594044,-0.105989022957189,0.0567822740598281,0.0627882629003554,YBR182C,SMP1,SGDID:S000000386,CDS,CDS,"""MADS-box transcription factor involved in osmotic stress response; SMP1 has a paralog ; RLM1 ; that arose from the whole genome duplication""",Verified ORF
698,2,595492,-0.090585123216782,0.058338645870526,0.121379788514726,YBR182C-A,YBR182C-A,SGDID:S000028603,CDS,CDS,"""Putative protein of unknown function; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Uncharacterized ORF
699,2,598249,-0.137072443134673,0.0572372731417488,0.0171497143049084,YBR184W,YBR184W,SGDID:S000000388,CDS,CDS,"""Putative protein of unknown function; YBR184W is not an essential gene""",Uncharacterized ORF
701,2,602542,-0.125192846836801,0.0569117282403184,0.0284707000710606,YBR187W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
702,2,604023,-0.117381684336219,0.0569863418572411,0.0401483465574548,YBR188C,NTC20,SGDID:S000000392,CDS,CDS,"""Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs""",Verified ORF
703,2,609784,-0.111710822543505,0.0571012383124622,0.0512104291937848,YBR194W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
704,2,610624,-0.118247569327765,0.0567181837552368,0.0378032857312211,YBR195C,MSI1,SGDID:S000000399,CDS,CDS,"""Subunit of chromatin assembly factor I (CAF-1); chromatin assembly by CAF-1 affects multiple processes including silencing at telomeres ; mating type loci ; and rDNA; maintenance of kinetochore structure; deactivation of DNA damage checkpoint after DNA repair; chromatin dynamics during transcription; and repression of divergent noncoding transcription; Msi1p localizes to nucleus and cytoplasm and independently regulates the RAS/cAMP pathway via sequestration of Npr1p kinase""",Verified ORF
706,2,616723,-0.105181655625835,0.0568163413377279,0.0649676178071635,YBR198C,TAF5,SGDID:S000000402,CDS,CDS,"""Subunit (90 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification""",Verified ORF
707,2,618646,-0.153680910254078,0.056679219956904,0.0070272806325396,YBR199W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
708,2,618987,-0.14962452985713,0.0567099577421563,0.008698264886676,YBR199W,KTR4,SGDID:S000000403,CDS,CDS,"""Glycosyltransferase involved in protein glycosylation; transfers GDP-mannose to methyl-alpha-mannoside in vitro; member of the KRE2/MNT1 mannosyltransferase family of type II membrane proteins with a short cytoplasmic N-terminus ; a membrane-spanning region and a highly conserved catalytic lumenal domain""",Verified ORF
709,2,619593,-0.143176489355874,0.0565751579334065,0.0118163380024,YBR199W,KTR4,SGDID:S000000403,CDS,CDS,"""Glycosyltransferase involved in protein glycosylation; transfers GDP-mannose to methyl-alpha-mannoside in vitro; member of the KRE2/MNT1 mannosyltransferase family of type II membrane proteins with a short cytoplasmic N-terminus ; a membrane-spanning region and a highly conserved catalytic lumenal domain""",Verified ORF
710,2,620149,-0.144290620770985,0.0566016665515224,0.011218488757694,YBR199W,KTR4,SGDID:S000000403,CDS,CDS,"""Glycosyltransferase involved in protein glycosylation; transfers GDP-mannose to methyl-alpha-mannoside in vitro; member of the KRE2/MNT1 mannosyltransferase family of type II membrane proteins with a short cytoplasmic N-terminus ; a membrane-spanning region and a highly conserved catalytic lumenal domain""",Verified ORF
711,2,620925,-0.148986294290003,0.0564945313799847,0.0087294072021353,YBR200W,BEM1,SGDID:S000000404,CDS,CDS,"""Protein containing SH3-domains; involved in establishing cell polarity and morphogenesis; functions as a scaffold protein for complexes that include Cdc24p ; Ste5p ; Ste20p ; and Rsr1p""",Verified ORF
715,2,625090,-0.135149274246982,0.0567388204968601,0.0177502035908894,YBR201C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
716,2,625278,-0.136189184044881,0.0569118147642871,0.0172338358900748,YBR201C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
717,2,626092,-0.119944476436933,0.0567796618311104,0.0353492525564162,YBR202W,MCM7,SGDID:S000000406,CDS,CDS,"""Component of the Mcm2-7 hexameric helicase complex; MCM2-7 primes origins of DNA replication in G1 and becomes an active ATP-dependent helicase that promotes DNA melting and elongation in S-phase; forms an Mcm4p-6p-7p subcomplex""",Verified ORF
718,2,628663,-0.0844833246473058,0.0569792252346424,0.139045267165625,YBR203W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
719,2,628692,-0.0799297805579643,0.0574124259665655,0.164737203766597,YBR203W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
720,2,630554,-0.0947188230097172,0.0572341616941508,0.0988264336968774,YBR203W,COS111,SGDID:S000000407,CDS,CDS,"""Protein required for antifungal drug ciclopirox olamine resistance; not related to the subtelomerically-encoded COS family; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
721,2,633052,-0.0928753843560667,0.0570553787398556,0.104457098017283,YBR204C,LDH1,SGDID:S000000408,CDS,CDS,"""Serine hydrolase; exhibits active esterase plus weak triacylglycerol lipase activities; proposed role in lipid homeostasis ; regulating phospholipid and non-polar lipid levels and required for mobilization of LD-stored lipids; localizes to the lipid droplet (LD) surface; contains a classical serine containing catalytic triad (GxSxG motif)""",Verified ORF
722,2,633130,-0.0899481917026054,0.057117943264179,0.116203018737907,YBR204C,LDH1,SGDID:S000000408,CDS,CDS,"""Serine hydrolase; exhibits active esterase plus weak triacylglycerol lipase activities; proposed role in lipid homeostasis ; regulating phospholipid and non-polar lipid levels and required for mobilization of LD-stored lipids; localizes to the lipid droplet (LD) surface; contains a classical serine containing catalytic triad (GxSxG motif)""",Verified ORF
723,2,633281,-0.0559961956709435,0.0596629703918341,0.348607730393284,YBR204C,LDH1,SGDID:S000000408,CDS,CDS,"""Serine hydrolase; exhibits active esterase plus weak triacylglycerol lipase activities; proposed role in lipid homeostasis ; regulating phospholipid and non-polar lipid levels and required for mobilization of LD-stored lipids; localizes to the lipid droplet (LD) surface; contains a classical serine containing catalytic triad (GxSxG motif)""",Verified ORF
724,2,633308,-0.0863345376231145,0.0576996709240664,0.135475688771042,YBR204C,LDH1,SGDID:S000000408,CDS,CDS,"""Serine hydrolase; exhibits active esterase plus weak triacylglycerol lipase activities; proposed role in lipid homeostasis ; regulating phospholipid and non-polar lipid levels and required for mobilization of LD-stored lipids; localizes to the lipid droplet (LD) surface; contains a classical serine containing catalytic triad (GxSxG motif)""",Verified ORF
725,2,633859,-0.0971062742999727,0.0570591463421672,0.0896634064487903,YBR205W,KTR3,SGDID:S000000409,CDS,CDS,"""Putative alpha-1,2-mannosyltransferase; involved in O- and N-linked protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; Svp26p mediates uptake of Ktr3p into COPII vesicles; relocalizes from nucleus to vacuole upon DNA replication stress""",Verified ORF
