SNP,Chr,Pos,Effect,SE,ALO1_ADE17_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
574,2,454027,-0.221326116502064,0.161804931746086,0.172226768564336,YBR107C,IML3,SGDID:S000000311,CDS,CDS,"""Outer kinetochore protein and component of the Ctf19 complex; involved in the establishment of pericentromeric cohesion during mitosis; prevents non-disjunction of sister chromatids during meiosis II; forms a stable complex with Chl4p; required for localization of Sgo1p to pericentric sites during meiosis I; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-L and fission yeast fta1""",Verified ORF
575,2,455029,-0.269685149718658,0.161682854413335,0.0962047634142617,YBR108W,AIM3,SGDID:S000000312,CDS,CDS,"""Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
576,2,455247,-0.287416067871189,0.161069629225333,0.0752139826763756,YBR108W,AIM3,SGDID:S000000312,CDS,CDS,"""Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
579,2,455756,-0.232039355183785,0.173383003261931,0.181658375211177,YBR108W,AIM3,SGDID:S000000312,CDS,CDS,"""Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
580,2,457024,-0.311100401893841,0.162140054980303,0.0558267245715712,YBR108W,AIM3,SGDID:S000000312,CDS,CDS,"""Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
581,2,457298,-0.303885637823082,0.162652167332139,0.0625462370726963,YBR108W,AIM3,SGDID:S000000312,CDS,CDS,"""Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
582,2,460202,-0.233817831839868,0.163351976860432,0.153207681172017,YBR110W,ALG1,SGDID:S000000314,CDS,CDS,"""Mannosyltransferase; involved in asparagine-linked glycosylation in the endoplasmic reticulum (ER); essential for viability; human homolog ALG1 complements yeast null mutant""",Verified ORF
586,2,464424,-0.212608086141659,0.162583452533607,0.191830876745322,YBR112C,CYC8,SGDID:S000000316,CDS,CDS,"""General transcriptional co-repressor; acts together with Tup1p; also acts as part of a transcriptional co-activator complex that recruits the SWI/SNF and SAGA complexes to promoters; can form the prion [OCT+]""",Verified ORF
587,2,465824,-0.0968586114580392,0.164498219530601,0.556363627823538,YBR113W,YBR113W,SGDID:S000000317,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene CYC8""",Dubious ORF
588,2,470145,-0.130699845383526,0.162083966332511,0.420571748223786,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
589,2,470686,-0.103830851677378,0.162040589075988,0.522087460592899,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
590,2,471144,-0.128717557663976,0.162270317591788,0.428177120287648,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
591,2,471830,-0.130355081682682,0.161804068920251,0.420995469775016,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
592,2,472403,-0.144176775187007,0.161915565556147,0.373833891436061,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
593,2,473668,-0.159559166428966,0.162945101589499,0.328141707509892,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
594,2,473888,-0.112113201140158,0.161943483228124,0.489205143484976,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
595,2,474138,-0.0933913032313315,0.164143757251031,0.569744804881727,YBR115C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
596,2,474141,-0.0933913032313315,0.164143757251031,0.569744804881727,YBR115C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
597,2,475703,-0.148733865273992,0.161681787140554,0.358244197135351,SUT018,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
598,2,476732,-0.176516676029975,0.161255616675163,0.274421185976134,SUT018,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
600,2,477272,-0.251356157420941,0.161509285069911,0.120533926437473,YBR117C,TKL2,SGDID:S000000321,Close to 3'-UTR,Close to 3'-UTR,"""Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL2 has a paralog ; TKL1 ; that arose from the whole genome duplication""",Verified ORF
601,2,477273,-0.251356157420941,0.161509285069911,0.120533926437473,YBR117C,TKL2,SGDID:S000000321,Close to 3'-UTR,Close to 3'-UTR,"""Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL2 has a paralog ; TKL1 ; that arose from the whole genome duplication""",Verified ORF
604,2,480275,-0.107494987064784,0.162033820385283,0.50750049087854,YBR119W,MUD1,SGDID:S000000323,Close to 3'-UTR,Close to 3'-UTR,"""U1 snRNP A protein; homolog of human U1-A; involved in nuclear mRNA splicing""",Verified ORF
605,2,480340,-0.0738596242518345,0.164588881969655,0.653885765161415,YBR119W,MUD1,SGDID:S000000323,Close to 3'-UTR,Close to 3'-UTR,"""U1 snRNP A protein; homolog of human U1-A; involved in nuclear mRNA splicing""",Verified ORF
607,2,481312,-0.0736091001712166,0.164785947473855,0.655369028293431,YBR119W,MUD1,SGDID:S000000323,Close to 3'-UTR,Close to 3'-UTR,"""U1 snRNP A protein; homolog of human U1-A; involved in nuclear mRNA splicing""",Verified ORF
608,2,483628,-0.176876177006315,0.162529939594847,0.27721913364201,YBR121C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
609,2,484021,-0.110588018849409,0.161660344938679,0.494375780760458,CUT026,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
610,2,484651,-0.107814159831714,0.164604929801356,0.512902419655877,YBR122C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
611,2,485249,-0.0530441010808641,0.162480122549464,0.744265906152253,YBR123C,TFC1,SGDID:S000000327,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; human homolog is TFIIIC-63""",Verified ORF
612,2,485603,-0.0347504049427915,0.1615184808294,0.829776048272786,YBR123C,TFC1,SGDID:S000000327,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; human homolog is TFIIIC-63""",Verified ORF
613,2,486033,-0.0863951199349988,0.162190037247184,0.594591410994601,YBR123C,TFC1,SGDID:S000000327,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; human homolog is TFIIIC-63""",Verified ORF
615,2,488757,0.0242004393956297,0.162868014950627,0.881962585536538,YBR125C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
616,2,490612,0.0204598573766866,0.162093648981134,0.899627702203997,YBR126W-A_NFR/NDR,,,Promoter,Promoter,,Promoter
617,2,491316,0.011491834902495,0.164703787680567,0.944414051228519,YBR127C,VMA2,SGDID:S000000331,CDS,CDS,"""Subunit B of V1 peripheral membrane domain of vacuolar H+-ATPase; electrogenic proton pump found throughout the endomembrane system; contains nucleotide binding sites; also detected in the cytoplasm; protein abundance increases in response to DNA replication stress; human homolog ATP6V1B1 ; implicated in autosomal-recessive distal renal tubular acidosis (RTA) with sensorineural deafness ; complements yeast null mutant""",Verified ORF
618,2,495558,0.0201403383780105,0.166227321588266,0.903632118518933,YBR129C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
619,2,495559,0.0386691933756738,0.166071868404086,0.816015832957105,YBR129C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
620,2,498324,0.0139869110958407,0.166057935999567,0.932922025634946,YBR131W,CCZ1,SGDID:S000000335,CDS,CDS,"""Subunit of a heterodimeric guanine nucleotide exchange factor (GEF); subunit of the Mon1-Ccz1 GEF complex ; which stimulates nucleotide exchange and activation of Ypt7p ; a Rab family GTPase involved in membrane tethering and fusion events at the late endosome and vacuole; GEF activity is stimulated by membrane association and anionic phospholipids; involved in localizing Ypt7p to the vacuolar membrane; required for macroautophagy ; the CVT pathway and mitophagy""",Verified ORF
621,2,498889,0.0610626253578062,0.169476059606585,0.718836516269178,YBR131W,CCZ1,SGDID:S000000335,CDS,CDS,"""Subunit of a heterodimeric guanine nucleotide exchange factor (GEF); subunit of the Mon1-Ccz1 GEF complex ; which stimulates nucleotide exchange and activation of Ypt7p ; a Rab family GTPase involved in membrane tethering and fusion events at the late endosome and vacuole; GEF activity is stimulated by membrane association and anionic phospholipids; involved in localizing Ypt7p to the vacuolar membrane; required for macroautophagy ; the CVT pathway and mitophagy""",Verified ORF
625,2,500276,0.0938837905141767,0.165797055192842,0.571578703950345,YBR132C,AGP2,SGDID:S000000336,CDS,CDS,"""Plasma membrane regulator of polyamine and carnitine transport; has similarity to transporters but lacks transport activity; may act as a sensor that transduces environmental signals; has a positive or negative regulatory effect on transcription of many transporter genes""",Verified ORF
626,2,500320,0.0611780188810991,0.165568186856489,0.711974047534598,YBR132C,AGP2,SGDID:S000000336,CDS,CDS,"""Plasma membrane regulator of polyamine and carnitine transport; has similarity to transporters but lacks transport activity; may act as a sensor that transduces environmental signals; has a positive or negative regulatory effect on transcription of many transporter genes""",Verified ORF
627,2,500677,0.0913026214893824,0.165624090833458,0.581801371550601,YBR132C,AGP2,SGDID:S000000336,CDS,CDS,"""Plasma membrane regulator of polyamine and carnitine transport; has similarity to transporters but lacks transport activity; may act as a sensor that transduces environmental signals; has a positive or negative regulatory effect on transcription of many transporter genes""",Verified ORF
628,2,501170,0.0497329641354502,0.165007318950524,0.76328807818612,YBR132C,AGP2,SGDID:S000000336,CDS,CDS,"""Plasma membrane regulator of polyamine and carnitine transport; has similarity to transporters but lacks transport activity; may act as a sensor that transduces environmental signals; has a positive or negative regulatory effect on transcription of many transporter genes""",Verified ORF
629,2,501746,0.017617925582032,0.164079426652667,0.91455298359182,YBR132C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
630,2,505207,-0.0714314677348498,0.170308998606414,0.675162330498491,YBR135W,CKS1,SGDID:S000000339,CDS,CDS,"""Cyclin-dependent protein kinase regulatory subunit and adaptor; interacts with Cdc28p (aka Cdk1p); required for G1/S and G2/M phase transitions and budding; mediates phosphorylation and degradation of Sic1p; modulates proteolysis of M-phase targets through interactions with the proteasome; role in transcriptional regulation ; recruiting proteasomal subunits to target gene promoters; human homologs CKS1B and CKS2 can each complement yeast cks1 null mutant""",Verified ORF
632,2,507274,-0.0136418854638646,0.169390508110475,0.935857301436354,YBR136W,MEC1,SGDID:S000000340,CDS,CDS,"""Genome integrity checkpoint protein and PI kinase superfamily member; Mec1p and Dun1p function in same pathway to regulate dNTP pools and telomere length; signal transducer required for cell cycle arrest and transcriptional responses to damaged or unreplicated DNA; facilitates replication fork progression and regulates P-body formation under replication stress; promotes interhomolog recombination by phosphorylating Hop1p; associates with shortened ; dysfunctional telomeres""",Verified ORF
633,2,507491,-0.0257149530232914,0.169390959689087,0.879424861459787,YBR136W,MEC1,SGDID:S000000340,CDS,CDS,"""Genome integrity checkpoint protein and PI kinase superfamily member; Mec1p and Dun1p function in same pathway to regulate dNTP pools and telomere length; signal transducer required for cell cycle arrest and transcriptional responses to damaged or unreplicated DNA; facilitates replication fork progression and regulates P-body formation under replication stress; promotes interhomolog recombination by phosphorylating Hop1p; associates with shortened ; dysfunctional telomeres""",Verified ORF
