SNP,Chr,Pos,Effect,SE,FMP45_MID2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
394,2,210102,0.0935972459943955,0.140833648600691,0.506743896366784,YBL008W,HIR1,SGDID:S000000104,CDS,CDS,"""Subunit of the HIR complex; HIR is a nucleosome assembly complex involved in regulation of histone gene transcription; contributes to nucleosome formation ; heterochromatic gene silencing ; and formation of functional kinetochores""",Verified ORF
396,2,214801,0.126657763489573,0.140753679452975,0.368811390415282,YBL007C,SLA1,SGDID:S000000103,CDS,CDS,"""Cytoskeletal protein binding protein; required for assembly of the cortical actin cytoskeleton; interacts with proteins regulating actin dynamics and proteins required for endocytosis; found in the nucleus and cell cortex; has 3 SH3 domains""",Verified ORF
397,2,215016,0.11521269436241,0.140701054661921,0.413425928317311,YBL007C,SLA1,SGDID:S000000103,CDS,CDS,"""Cytoskeletal protein binding protein; required for assembly of the cortical actin cytoskeleton; interacts with proteins regulating actin dynamics and proteins required for endocytosis; found in the nucleus and cell cortex; has 3 SH3 domains""",Verified ORF
398,2,218876,0.0236968204721039,0.142285042488066,0.867823658391335,YBL005W,PDR3,SGDID:S000000101,CDS,CDS,"""Transcriptional activator of the pleiotropic drug resistance network; regulates expression of ATP-binding cassette (ABC) transporters through binding to cis-acting PDRE sites (PDR responsive elements); has a role in response to drugs and organic solvents; post-translationally up-regulated in cells lacking functional mitochondrial genome; involved in diauxic shift; relative distribution to nucleus increases upon DNA replication stress; APCC(Cdh1) substrate""",Verified ORF
399,2,227511,0.0461944937760043,0.143276650279071,0.747329439440262,YBL004W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
400,2,230378,0.037085937260839,0.141478138188288,0.793372629946168,YBL004W,UTP20,SGDID:S000000100,CDS,CDS,"""Component of the small-subunit (SSU) processome; SSU processome is involved in the biogenesis of the 18S rRNA""",Verified ORF
401,2,231943,0.0347594625257898,0.141885510508325,0.806612356950083,YBL004W,UTP20,SGDID:S000000100,CDS,CDS,"""Component of the small-subunit (SSU) processome; SSU processome is involved in the biogenesis of the 18S rRNA""",Verified ORF
402,2,232156,0.0163834726571437,0.141836725332422,0.908107062440192,YBL004W,UTP20,SGDID:S000000100,CDS,CDS,"""Component of the small-subunit (SSU) processome; SSU processome is involved in the biogenesis of the 18S rRNA""",Verified ORF
403,2,232789,0.0412228887146967,0.141320122239719,0.77068838422311,YBL004W,UTP20,SGDID:S000000100,CDS,CDS,"""Component of the small-subunit (SSU) processome; SSU processome is involved in the biogenesis of the 18S rRNA""",Verified ORF
404,2,238524,0.0329875052503232,0.141525163882089,0.815829880584417,SUT008,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
405,2,241518,-0.0227813076399048,0.142759636322018,0.873304719735536,YBR001C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
406,2,250396,-0.152511558312027,0.141559013459475,0.282050309158348,YBR007C,DSF2,SGDID:S000000211,CDS,CDS,"""Deletion suppressor of mpt5 mutation; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
407,2,250466,-0.147851114786012,0.141522867915084,0.296869414483184,YBR007C,DSF2,SGDID:S000000211,CDS,CDS,"""Deletion suppressor of mpt5 mutation; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
408,2,252305,-0.110631858624502,0.14199515380702,0.436428560711497,YBR008C,FLR1,SGDID:S000000212,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; involved in efflux of fluconazole ; diazaborine ; benomyl ; methotrexate ; and other drugs; expression induced in cells treated with the mycotoxin patulin; relocalizes from nucleus to plasma membrane upon DNA replication stress""",Verified ORF
409,2,254571,-0.005630878603616,0.144112964944383,0.968854536874369,YBR008C,FLR1,SGDID:S000000212,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; involved in efflux of fluconazole ; diazaborine ; benomyl ; methotrexate ; and other drugs; expression induced in cells treated with the mycotoxin patulin; relocalizes from nucleus to plasma membrane upon DNA replication stress""",Verified ORF
410,2,254742,-0.0259233142173003,0.143976531958937,0.857214778088604,CUT009_NFR/NDR,,,Promoter,Promoter,,Promoter
411,2,254908,-0.0261940314226825,0.145076267892657,0.856821649775266,CUT009,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
413,2,255862,-0.103147773498549,0.144104472832358,0.47459751802506,YBR009C,HHF1,SGDID:S000000213,Close to 3'-UTR,Close to 3'-UTR,"""Histone H4; core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF2); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity""",Verified ORF
414,2,255975,-0.076509845713292,0.143630652221403,0.594587037770578,YBR009C,HHF1,SGDID:S000000213,Close to 3'-UTR,Close to 3'-UTR,"""Histone H4; core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF2); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity""",Verified ORF
415,2,258311,-0.295552765916907,0.140437464288817,0.0360401030275195,YBR011C,IPP1,SGDID:S000000215,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic inorganic pyrophosphatase (PPase); homodimer that catalyzes the rapid exchange of oxygens from Pi with water ; highly expressed and essential for viability ; active-site residues show identity to those from E. coli PPase""",Verified ORF
416,2,259284,-0.234942256996461,0.141239081418118,0.097112562590881,YBR012C,YBR012C,SGDID:S000000216,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; expression induced by iron-regulated transcriptional activator Aft2p""",Dubious ORF
417,2,266330,-0.161380404412477,0.142141944186415,0.257000311311968,YBRCdelta14_NFR/NDR,,,Promoter,Promoter,,Promoter
418,2,267100,-0.207392718239889,0.141962347188304,0.144932531188723,YBR014C,GRX7,SGDID:S000000218,CDS,CDS,"""Cis-golgi localized monothiol glutaredoxin; more similar in activity to dithiol than other monothiol glutaredoxins; involved in the oxidative stress response; does not bind metal ions; GRX7 has a paralog ; GRX6 ; that arose from the whole genome duplication""",Verified ORF
419,2,268086,-0.192771558801706,0.142031118780892,0.175569316107392,YBR015C,MNN2,SGDID:S000000219,CDS,CDS,"""Alpha-1,2-mannosyltransferase; responsible for addition of the first alpha-1,2-linked mannose to form the branches on the mannan backbone of oligosaccharides ; localizes to an early Golgi compartment""",Verified ORF
420,2,274614,-0.127174002589934,0.141374107088713,0.368969519611819,YBR018C,GAL7,SGDID:S000000222,CDS,CDS,"""Galactose-1-phosphate uridyl transferase; synthesizes glucose-1-phosphate and UDP-galactose from UDP-D-glucose and alpha-D-galactose-1-phosphate in the second step of galactose catabolism; human homolog UGP2 can complement yeast null mutant""",Verified ORF
421,2,274729,-0.153757584058182,0.142074698127541,0.279888799590291,YBR018C,GAL7,SGDID:S000000222,CDS,CDS,"""Galactose-1-phosphate uridyl transferase; synthesizes glucose-1-phosphate and UDP-galactose from UDP-D-glucose and alpha-D-galactose-1-phosphate in the second step of galactose catabolism; human homolog UGP2 can complement yeast null mutant""",Verified ORF
422,2,275746,-0.0977071401371296,0.142152982450848,0.492321115778332,YBR018C,GAL7,SGDID:S000000222,Close to 3'-UTR,Close to 3'-UTR,"""Galactose-1-phosphate uridyl transferase; synthesizes glucose-1-phosphate and UDP-galactose from UDP-D-glucose and alpha-D-galactose-1-phosphate in the second step of galactose catabolism; human homolog UGP2 can complement yeast null mutant""",Verified ORF
423,2,277029,-0.100974036361327,0.141485009926646,0.47590096104373,SUT013,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
424,2,277741,-0.110520488658443,0.141520429222988,0.435354849162337,SUT013,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
425,2,278218,-0.110966784878686,0.141263386613059,0.432669159850662,SUT013,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
426,2,278379,-0.112688869008867,0.144761562990604,0.436828379487792,SUT013,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
427,2,279910,-0.0981423733968813,0.141240592599052,0.487600435080365,YNCB0008W,YNCB0008W,SGDID:S000303802,Non-coding RNA,ncRNA_gene,"""lncRNA antisense to GAL10 and overlapping GAL1 mRNAs; GAL10-ncRNA transcription recruits Set2p methyltransferase  and histone deacetylation activities in cis ; leading to stable changes in chromatin structure; acts to enhance glucose repression of GAL110 induction at low environmental sugar concentrations; expression driven by Reb1p; does not appear to control GAL1 induction""",ncRNA_gene
429,2,283431,-0.0973660565441227,0.143313509125143,0.497334729775294,YBR021W,FUR4,SGDID:S000000225,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane localized uracil permease; expression is tightly regulated by uracil levels and environmental cues; conformational alterations induced by unfolding or substrate binding result in Rsp5p-mediated ubiquitination and degradation""",Verified ORF
430,2,283573,-0.114201138034699,0.141556479763254,0.420351910762724,YBR022W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
431,2,286762,-0.128236542981712,0.141885525704177,0.366716310398038,YBR023C,CHS3,SGDID:S000000227,CDS,CDS,"""Chitin synthase III; catalyzes the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for synthesis of the majority of cell wall chitin ; the chitin ring during bud emergence ; and spore wall chitosan; contains overlapping di-leucine and di-acidic signals that mediate ; respectively ; intracellular trafficking by AP-1 and trafficking to plasma membrane by exomer complex; requires AP-3 complex for its intracellular retention""",Verified ORF
432,2,287187,-0.0973066931635297,0.141291910547869,0.491469103154902,YBR023C,CHS3,SGDID:S000000227,CDS,CDS,"""Chitin synthase III; catalyzes the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for synthesis of the majority of cell wall chitin ; the chitin ring during bud emergence ; and spore wall chitosan; contains overlapping di-leucine and di-acidic signals that mediate ; respectively ; intracellular trafficking by AP-1 and trafficking to plasma membrane by exomer complex; requires AP-3 complex for its intracellular retention""",Verified ORF
433,2,288379,-0.141730198275094,0.140112412171574,0.312447854569028,YBR023C,CHS3,SGDID:S000000227,Close to 3'-UTR,Close to 3'-UTR,"""Chitin synthase III; catalyzes the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for synthesis of the majority of cell wall chitin ; the chitin ring during bud emergence ; and spore wall chitosan; contains overlapping di-leucine and di-acidic signals that mediate ; respectively ; intracellular trafficking by AP-1 and trafficking to plasma membrane by exomer complex; requires AP-3 complex for its intracellular retention""",Verified ORF
434,2,294941,-0.0461010895946909,0.140377828971245,0.742798521305225,YBR028C,YPK3,SGDID:S000000232,CDS,CDS,"""AGC kinase; phosphorylated by cAMP-dependent protein kinase (PKA) in a TORC1-dependent manner; directly phosphorylated by TORC1; phosphorylates ribosomal protein Rps6a/b (S6) ; in a TORC-dependent manner; undergoes autophosphorylation""",Verified ORF
439,2,297610,-0.0944914457689752,0.141020247333577,0.50326025340705,YBR029C,CDS1,SGDID:S000000233,CDS,CDS,"""Phosphatidate cytidylyltransferase (CDP-diglyceride synthetase); an enzyme that catalyzes that conversion of CTP + phosphate into diphosphate + CDP-diaclglyerol ; a critical step in the synthesis of all major yeast phospholipids; human homolog CDS1 can complement yeast cds1 null mutant""",Verified ORF
441,2,299680,0.0102621348059164,0.140674277414085,0.941887526046949,YBR030W,RKM3,SGDID:S000000234,CDS,CDS,"""Ribosomal lysine methyltransferase; specific for monomethylation of Rpl42ap and Rpl42bp (lysine 40); nuclear SET domain containing protein; relocalizes to the cytosol in response to hypoxia""",Verified ORF
442,2,299708,0.0495190647742934,0.140947417730247,0.725550347200787,YBR030W,RKM3,SGDID:S000000234,CDS,CDS,"""Ribosomal lysine methyltransferase; specific for monomethylation of Rpl42ap and Rpl42bp (lysine 40); nuclear SET domain containing protein; relocalizes to the cytosol in response to hypoxia""",Verified ORF
443,2,299759,0.0426927349982487,0.140476059283891,0.761371963635715,YBR030W,RKM3,SGDID:S000000234,CDS,CDS,"""Ribosomal lysine methyltransferase; specific for monomethylation of Rpl42ap and Rpl42bp (lysine 40); nuclear SET domain containing protein; relocalizes to the cytosol in response to hypoxia""",Verified ORF
444,2,300111,0.013882878349253,0.141474139995041,0.921884644039473,YBR031W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
446,2,301710,0.0301825125709252,0.140522930506191,0.830057340781834,YBR032W,YBR032W,SGDID:S000000236,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YBR032W is not an essential gene""",Uncharacterized ORF
447,2,303446,0.0129282356457018,0.14141561674554,0.927210613562865,YBR033W,EDS1,SGDID:S000000237,CDS,CDS,"""Putative zinc cluster protein ; predicted to be a transcription factor; not an essential gene; EDS1 has a paralog ; RGT1 ; that arose from the whole genome duplication""",Uncharacterized ORF
448,2,303854,0.0117549649615911,0.141443026653147,0.933813232656177,YBR033W,EDS1,SGDID:S000000237,CDS,CDS,"""Putative zinc cluster protein ; predicted to be a transcription factor; not an essential gene; EDS1 has a paralog ; RGT1 ; that arose from the whole genome duplication""",Uncharacterized ORF
449,2,304472,0.0101477163462033,0.140248133682594,0.94236001845743,YBR033W,EDS1,SGDID:S000000237,CDS,CDS,"""Putative zinc cluster protein ; predicted to be a transcription factor; not an essential gene; EDS1 has a paralog ; RGT1 ; that arose from the whole genome duplication""",Uncharacterized ORF
