SNP,Chr,Pos,Effect,SE,FMP45_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1954,4,478092,-0.026093776698008,0.0509620582714349,0.60895466792503,YDR014W-A,HED1,SGDID:S000113613,CDS,CDS,"""Meiosis-specific protein; down-regulates Rad51p-mediated mitotic recombination when the meiotic recombination machinery is impaired; promotes synapsis and required for the normal morphogenesis of synaptonemal complex; prevents the recruitment of Rad54p to site-specific DNA double-strand breaks in vivo; early meiotic gene ; transcribed specifically during meiotic prophase""",Verified ORF
1955,4,479557,-0.0277550172405847,0.050853438346367,0.585558824306897,YDR017C,KCS1,SGDID:S000002424,CDS,CDS,"""Inositol hexakisphosphate and inositol heptakisphosphate kinase; generation of high energy inositol pyrophosphates by Kcs1p is required for many processes such as vacuolar biogenesis ; stress response ; RNA polymerase I-mediated rRNA transcription and telomere maintenance; inositol hexakisphosphate is also known as IP6; inositol heptakisphosphate is also known as IP7""",Verified ORF
1956,4,480076,-0.0277550172405847,0.050853438346367,0.585558824306897,YDR017C,KCS1,SGDID:S000002424,CDS,CDS,"""Inositol hexakisphosphate and inositol heptakisphosphate kinase; generation of high energy inositol pyrophosphates by Kcs1p is required for many processes such as vacuolar biogenesis ; stress response ; RNA polymerase I-mediated rRNA transcription and telomere maintenance; inositol hexakisphosphate is also known as IP6; inositol heptakisphosphate is also known as IP7""",Verified ORF
1957,4,481074,-0.0268966607835526,0.0507399392500857,0.596383801310084,YDR017C,KCS1,SGDID:S000002424,CDS,CDS,"""Inositol hexakisphosphate and inositol heptakisphosphate kinase; generation of high energy inositol pyrophosphates by Kcs1p is required for many processes such as vacuolar biogenesis ; stress response ; RNA polymerase I-mediated rRNA transcription and telomere maintenance; inositol hexakisphosphate is also known as IP6; inositol heptakisphosphate is also known as IP7""",Verified ORF
1961,4,485199,-0.0221294136365158,0.0508747381108936,0.663843890869381,YDR019C,GCV1,SGDID:S000002426,CDS,CDS,"""T subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of levels of 5,10-methylene-THF in the cytoplasm""",Verified ORF
1962,4,485454,-0.0488153964763413,0.0507086245925131,0.336374848733554,SUT051_NFR/NDR,,,Promoter,Promoter,,Promoter
1963,4,487562,-0.0526089947574037,0.0506402433820288,0.299572904247059,YDR021W,FAL1,SGDID:S000002428,CDS,CDS,"""Nucleolar protein required for maturation of 18S rRNA; member of the eIF4A subfamily of DEAD-box ATP-dependent RNA helicases; 18S rRNA biogenesis defect of the null mutant is functionally complemented by human EIF4A3""",Verified ORF
1965,4,491790,-0.0564501074358604,0.0507509512127729,0.266767591218326,YDR023W,SES1,SGDID:S000002430,Close to 3'-UTR,Close to 3'-UTR,"""Cytosolic seryl-tRNA synthetase; class II aminoacyl-tRNA synthetase that aminoacylates tRNA(Ser) ; displays tRNA-dependent amino acid recognition which enhances discrimination of the serine substrate ; interacts with peroxin Pex21p""",Verified ORF
1967,4,493748,-0.0432634352302939,0.0505237461592786,0.392413284656519,YDR026C,NSI1,SGDID:S000002433,CDS,CDS,"""RNA polymerase I termination factor; binds to rDNA terminator element ; required for efficient Pol I termination; required for rDNA silencing at NTS1; facilities association of Sir2p with NTS1 ; contributes to rDNA stability and cell longevity; interacts physically with Fob1p and RENT subunits ; Sir2p and Net1p; may interact with ribosomes ; based on co-purification experiments; Myb-like DNA-binding protein; NSI1 has a paralog ; REB1 ; that arose from the whole genome duplication""",Verified ORF
1968,4,495614,-0.0404346854460728,0.0504718592419192,0.42359339745195,YDR027C,VPS54,SGDID:S000002434,CDS,CDS,"""Component of the GARP (Golgi-associated retrograde protein) complex; GARP is required for the recycling of proteins from endosomes to the late Golgi ; and for mitosis after DNA damage induced checkpoint arrest; potentially phosphorylated by Cdc28p; members of the GARP complex are Vps51p-Vps52p-Vps53p-Vps54p""",Verified ORF
1969,4,497124,-0.0160073004401106,0.0505802545190919,0.751830342502993,YDR027C,VPS54,SGDID:S000002434,CDS,CDS,"""Component of the GARP (Golgi-associated retrograde protein) complex; GARP is required for the recycling of proteins from endosomes to the late Golgi ; and for mitosis after DNA damage induced checkpoint arrest; potentially phosphorylated by Cdc28p; members of the GARP complex are Vps51p-Vps52p-Vps53p-Vps54p""",Verified ORF
1970,4,497529,0.0231056492839734,0.0512584000020844,0.652433477301395,YDR027C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1971,4,498734,0.0223259290906574,0.0509371518730335,0.661434431326395,YDR028C,REG1,SGDID:S000002435,CDS,CDS,"""Regulatory subunit of type 1 protein phosphatase Glc7p; involved in negative regulation of glucose-repressible genes; involved in regulation of the nucleocytoplasmic shuttling of Hxk2p; REG1 has a paralog ; REG2 ; that arose from the whole genome duplication""",Verified ORF
1972,4,499794,0.0199282050607342,0.0502999224247877,0.69220601361459,YDR028C,REG1,SGDID:S000002435,CDS,CDS,"""Regulatory subunit of type 1 protein phosphatase Glc7p; involved in negative regulation of glucose-repressible genes; involved in regulation of the nucleocytoplasmic shuttling of Hxk2p; REG1 has a paralog ; REG2 ; that arose from the whole genome duplication""",Verified ORF
1973,4,501469,0.0301440839646737,0.0505651942682148,0.551461801105299,SUT052,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1974,4,504047,0.00370977333846,0.05051373800369,0.941496884543019,YDR030C,RAD28,SGDID:S000002437,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in DNA repair; related to the human CSA protein that is involved in transcription-coupled repair nucleotide excision repair""",Verified ORF
1975,4,504419,-0.0300631603857819,0.0506523274293733,0.553213423064196,YDR032C,PST2,SGDID:S000002439,CDS,CDS,"""FMN-dependent NAD(P)H:quinone oxidoreductase; induced by oxidative stress in a Yap1p dependent manner; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress; PST2 has a paralog ; RFS1 ; that arose from the whole genome duplication""",Verified ORF
1976,4,512749,-0.0232277607248789,0.0504989930962404,0.64582463891445,YDR034C,LYS14,SGDID:S000002441,Close to 3'-UTR,Close to 3'-UTR,"""Transcriptional activator involved in regulating lysine biosynthesis; involved in the regulation of genes of the lysine biosynthesis pathway; requires 2-aminoadipate semialdehyde as co-inducer""",Verified ORF
1991,4,523964,-0.0329475571843873,0.0503414964341798,0.513228095665764,YDR036C,EHD3,SGDID:S000002443,CDS,CDS,"""3-hydroxyisobutyryl-CoA hydrolase; member of a family of enoyl-CoA hydratase/isomerases; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; phosphorylated; mutation affects fluid-phase endocytosis""",Verified ORF
2027,4,538866,-0.0325915485991645,0.0504148838099654,0.518397171908457,YDR040C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2028,4,539688,-0.0301063757151699,0.0506353035506384,0.552509936506551,YDR041W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2030,4,542062,-0.029710756760425,0.0504893658626259,0.556602755015216,snR47_NFR/NDR,,,Promoter,Promoter,,Promoter
2033,4,544372,-0.0407371211302771,0.050539335131126,0.420757937411577,SUT055,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
2034,4,546036,-0.0159627525111818,0.0506511078230032,0.75283314411091,YDR044W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2035,4,546402,-0.0188297013838668,0.0510114502999663,0.712254405473095,YDR044W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2037,4,547460,-0.022640765645743,0.0504219632617898,0.653688536107641,YDR044W,HEM13,SGDID:S000002451,CDS,CDS,"""Coproporphyrinogen III oxidase; oxygen-requiring enzyme that catalyzes sixth step in heme biosynthetic pathway; transcription is repressed by oxygen and heme (via Rox1p and Hap1p); human homolog CPOX can complement yeast mutant and allow growth of haploid null after sporulation of a heterozygous diploid""",Verified ORF
2041,4,548101,-0.032472780263928,0.0508553319710353,0.523541178629993,YDR045C,RPC11,SGDID:S000002452,CDS,CDS,"""RNA polymerase III subunit C11; mediates pol III RNA cleavage activity and is important for termination of transcription; homologous to TFIIS""",Verified ORF
2042,4,548356,-0.0363750733972116,0.0505584050605927,0.472329638862085,YDR044W,HEM13,SGDID:S000002451,Close to 3'-UTR,Close to 3'-UTR,"""Coproporphyrinogen III oxidase; oxygen-requiring enzyme that catalyzes sixth step in heme biosynthetic pathway; transcription is repressed by oxygen and heme (via Rox1p and Hap1p); human homolog CPOX can complement yeast mutant and allow growth of haploid null after sporulation of a heterozygous diploid""",Verified ORF
2043,4,548896,-0.0270557563534773,0.0513229002959144,0.598408532328167,YDR046C,BAP3,SGDID:S000002453,CDS,CDS,"""Amino acid permease; involved in uptake of cysteine ; leucine ; isoleucine and valine; BAP3 has a paralog ; BAP2 ; that arose from the whole genome duplication""",Verified ORF
2044,4,549461,-0.0253147251300703,0.0513885108245197,0.622591261894403,YDR046C,BAP3,SGDID:S000002453,CDS,CDS,"""Amino acid permease; involved in uptake of cysteine ; leucine ; isoleucine and valine; BAP3 has a paralog ; BAP2 ; that arose from the whole genome duplication""",Verified ORF
2045,4,551365,-0.0471420752545539,0.0514544849217506,0.360192811754722,YDR047W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2048,4,554056,-0.0381834264215111,0.051130258081878,0.455689066634126,YDR049W,VMS1,SGDID:S000002456,CDS,CDS,"""Peptidyl-tRNA hydrolase that releases stalled peptides from ribosomes ; component of a Cdc48p-complex; involved in protein quality control; exhibits cytosolic and ER-membrane localization; contributes to ER-associated degradation (ERAD) of specific substrates at a step after their ubiquitination; translocates to mitochondria under oxidative stress and forms a complex with Cdc48p and Npl4p that is required for ubiquitin-mediated mitochondria-associated protein degradation (MAD)""",Verified ORF
2049,4,554792,-0.0441647400089542,0.0505553064360711,0.382934069831611,YDR049W,VMS1,SGDID:S000002456,CDS,CDS,"""Peptidyl-tRNA hydrolase that releases stalled peptides from ribosomes ; component of a Cdc48p-complex; involved in protein quality control; exhibits cytosolic and ER-membrane localization; contributes to ER-associated degradation (ERAD) of specific substrates at a step after their ubiquitination; translocates to mitochondria under oxidative stress and forms a complex with Cdc48p and Npl4p that is required for ubiquitin-mediated mitochondria-associated protein degradation (MAD)""",Verified ORF
2050,4,558812,-0.0362689269583068,0.0504772252524745,0.472911650709324,YDR052C,DBF4,SGDID:S000002459,CDS,CDS,"""Regulatory subunit of Cdc7p-Dbf4p kinase complex; required for Cdc7p kinase activity and initiation of DNA replication; phosphorylates the Mcm2-7 family of proteins; cell cycle regulated; relative distribution to the nucleus increases upon DNA replication stress; co-expression of human CDC7 and DBF4 complements single cdc7 or dbf4 null mutations or the cdc7 dbf4 double null mutation""",Verified ORF
2051,4,559258,-0.0135124244439115,0.0506813735410545,0.789921126451101,YDR052C,DBF4,SGDID:S000002459,CDS,CDS,"""Regulatory subunit of Cdc7p-Dbf4p kinase complex; required for Cdc7p kinase activity and initiation of DNA replication; phosphorylates the Mcm2-7 family of proteins; cell cycle regulated; relative distribution to the nucleus increases upon DNA replication stress; co-expression of human CDC7 and DBF4 complements single cdc7 or dbf4 null mutations or the cdc7 dbf4 double null mutation""",Verified ORF
2055,4,562709,-0.0361065625950531,0.0504847564685494,0.474959874188644,YDR054C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2056,4,563928,-0.0324911297299754,0.0504294121753325,0.519806288479629,YDR055W,PST1,SGDID:S000002462,CDS,CDS,"""Cell wall protein that contains a putative GPI-attachment site; secreted by regenerating protoplasts; up-regulated by activation of the cell integrity pathway ; as mediated by Rlm1p; upregulated by cell wall damage via disruption of FKS1; PST1 has a paralog ; ECM33 ; that arose from the whole genome duplication""",Verified ORF
2057,4,564066,-0.0111653115603296,0.05087141932789,0.826402211813403,YDR055W,PST1,SGDID:S000002462,CDS,CDS,"""Cell wall protein that contains a putative GPI-attachment site; secreted by regenerating protoplasts; up-regulated by activation of the cell integrity pathway ; as mediated by Rlm1p; upregulated by cell wall damage via disruption of FKS1; PST1 has a paralog ; ECM33 ; that arose from the whole genome duplication""",Verified ORF
2058,4,565447,-0.012987231489783,0.0504431671176764,0.796971660475191,YDR056C,EMC10,SGDID:S000002463,CDS,CDS,"""Putative protein of unknown function; subunit of evolutionarily conserved EMC (Endoplasmic Reticulum Membrane Complex) implicated in ERAD (ER-associated degradation) and proper assembly of multi-pass transmembrane (TM) proteins; EMC acts in yeast as an ER-mitochondria tether that interacts with outer membrane protein Tom5p of TOM (Translocase of the Mitochondrial Outer Membrane) complex; YDR056C is not an essential protein""",Uncharacterized ORF
2059,4,567144,-0.0105937626515321,0.0503032061308578,0.83332235949604,YDR057W,YOS9,SGDID:S000002464,CDS,CDS,"""ER quality-control lectin; integral subunit of the HRD ligase; participates in efficient ER retention of misfolded proteins by recognizing them and delivering them to Hrd1p; binds to glycans with terminal alpha-1,6 linked mannose on misfolded N-glycosylated proteins and participates in targeting proteins to ERAD; member of the OS-9 protein family""",Verified ORF
2060,4,567417,-0.0074433311919319,0.0510214038192016,0.88409430281849,YDR057W,YOS9,SGDID:S000002464,CDS,CDS,"""ER quality-control lectin; integral subunit of the HRD ligase; participates in efficient ER retention of misfolded proteins by recognizing them and delivering them to Hrd1p; binds to glycans with terminal alpha-1,6 linked mannose on misfolded N-glycosylated proteins and participates in targeting proteins to ERAD; member of the OS-9 protein family""",Verified ORF
2064,4,571075,-0.00392616988994,0.0504665918403278,0.938033288612354,YDR060W,MAK21,SGDID:S000002467,CDS,CDS,"""Constituent of 66S pre-ribosomal particles; required for large (60S) ribosomal subunit biogenesis; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit; involved in nuclear export of pre-ribosomes; required for maintenance of dsRNA virus; homolog of human CAATT-binding protein""",Verified ORF
