SNP,Chr,Pos,Effect,SE,SSH1_ERV25_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2974,5,119209,0.656622969315812,0.393661112761343,0.0962043893982124,YEL020C,PXP1,SGDID:S000000746,CDS,CDS,"""Peroxisomal matrix protein; well-conserved in fungi; contains tripartite homology domain of thiamine pyrophosphate (TPP) enzymes; targeted to peroxisomes by Pex5p; contains low sequence identity with Pdc1p; mRNA identified as translated by ribosome profiling data""",Verified ORF
2975,5,120796,0.256621599053485,0.353576062420379,0.468449070740534,YEL019C,MMS21,SGDID:S000000745,CDS,CDS,"""Highly conserved SUMO E3 ligase subunit of SMC5-SMC6 complex; required for anchoring dsDNA breaks to the nuclear periphery; SMC5-SMC6 plays a key role in removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; required for efficient sister chromatid cohesion; mutants are sensitive to MMS ; show increased spontaneous mutation and mitotic recombination; SUMOylates and inhibits Snf1p function; supports nucleolar function""",Verified ORF
2976,5,124644,0.0022441687135721,0.21080892220625,0.991512285214042,YEL017W,GTT3,SGDID:S000000743,CDS,CDS,"""Protein of unknown function may be involved in glutathione metabolism; function suggested by computational analysis of large-scale protein-protein interaction data; N- and C-terminal fusion proteins localize to the cell periphery""",Verified ORF
2977,5,125211,0.0154820993066256,0.213569301775865,0.94225130303606,YEL016C,NPP2,SGDID:S000000742,CDS,CDS,"""Nucleotide pyrophosphatase/phosphodiesterase; mediates extracellular nucleotide phosphate hydrolysis along with Npp1p and Pho5p; activity and expression enhanced during conditions of phosphate starvation; involved in spore wall assembly; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; NPP2 has a paralog ; NPP1 ; that arose from the whole genome duplication; npp1 npp2 double mutant exhibits reduced dityrosine fluorescence relative to single mutants""",Verified ORF
2978,5,125474,-0.0220370109760966,0.212003003930387,0.917270684032876,YEL016C,NPP2,SGDID:S000000742,CDS,CDS,"""Nucleotide pyrophosphatase/phosphodiesterase; mediates extracellular nucleotide phosphate hydrolysis along with Npp1p and Pho5p; activity and expression enhanced during conditions of phosphate starvation; involved in spore wall assembly; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; NPP2 has a paralog ; NPP1 ; that arose from the whole genome duplication; npp1 npp2 double mutant exhibits reduced dityrosine fluorescence relative to single mutants""",Verified ORF
2979,5,127339,0.0186535296144399,0.210498971270528,0.929437522221211,YEL015W,EDC3,SGDID:S000000741,CDS,CDS,"""Non-essential conserved protein with a role in mRNA decapping; specifically affects the function of the decapping enzyme Dcp1p; mediates decay of the RPS28B mRNA via binding to both Rps28Bp (or Rps28Ap) and the RPS28B mRNA; mediates decay of the YRA1 mRNA by a different ; translation-independent mechanism; localizes to cytoplasmic mRNA processing bodies; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
2980,5,131540,-0.0268315237171004,0.197642272917287,0.892089961282819,YEL012W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2981,5,132221,0.0380828274656517,0.199014494610672,0.84835588061738,YEL012W,UBC8,SGDID:S000000738,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin-conjugating enzyme that regulates gluconeogenesis; negatively regulates gluconeogenesis by mediating the glucose-induced ubiquitination of fructose-1,6-bisphosphatase (FBPase); cytoplasmic enzyme that catalyzes the ubiquitination of histones in vitro""",Verified ORF
2984,5,134344,0.113930482932946,0.189758397232323,0.548626553903853,YEL011W,GLC3,SGDID:S000000737,CDS,CDS,"""Glycogen branching enzyme ; involved in glycogen accumulation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress; glycogen accumulation defect of the null mutant is functionally complemented by human GBE1 ; which is associated with glycogen storage disease""",Verified ORF
2985,5,134626,0.130956447254225,0.188923600295285,0.488657766762997,YEL011W,GLC3,SGDID:S000000737,CDS,CDS,"""Glycogen branching enzyme ; involved in glycogen accumulation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress; glycogen accumulation defect of the null mutant is functionally complemented by human GBE1 ; which is associated with glycogen storage disease""",Verified ORF
2986,5,137820,0.196432043243504,0.187884363487091,0.29650992465396,E:137640-138220,,,Intergenic region,Intergenic region,between YELWdelta5 and YELWdelta6,Intergenic region
2987,5,139492,0.0551729855864069,0.18671550515754,0.767791601057761,YEL009C,GCN4,SGDID:S000000735,CDS,CDS,"""bZIP transcriptional activator of amino acid biosynthetic genes;  activator responds to amino acid starvation; expression is tightly regulated at both the transcriptional and translational levels; contains four upstream open reading frames (uORFs) in 5' untranslated region which regulate translation""",Verified ORF
2988,5,144411,0.0928868335891293,0.183916362676689,0.61383935501831,YEL006W,YEA6,SGDID:S000000732,CDS,CDS,"""Mitochondrial NAD+ transporter; member of the mitochondrial carrier subfamily (see also YIA6); has putative human ortholog; YEA6 has a paralog ; YIA6 ; that arose from the whole genome duplication; human NAD+ transporter MCART1/SLC25A51 functionally complements the yia6 yea6 double null mutant ; and yeast YEA6 reciprocally complements defects in MCART1/SLC25A51 null cells""",Verified ORF
2989,5,154798,0.0350607006515578,0.182699412864814,0.847927949410828,YER001W,MNN1,SGDID:S000000803,CDS,CDS,"""Alpha-1,3-mannosyltransferase; integral membrane glycoprotein of the Golgi complex ; required for addition of alpha1,3-mannose linkages to N-linked and O-linked oligosaccharides ; one of five S. cerevisiae proteins of the MNN1 family""",Verified ORF
2990,5,154908,0.051782223353896,0.180089829824845,0.773871031098946,YER001W,MNN1,SGDID:S000000803,CDS,CDS,"""Alpha-1,3-mannosyltransferase; integral membrane glycoprotein of the Golgi complex ; required for addition of alpha1,3-mannose linkages to N-linked and O-linked oligosaccharides ; one of five S. cerevisiae proteins of the MNN1 family""",Verified ORF
2991,5,155745,0.0356920954086926,0.180700545534885,0.843533783048828,YER001W,MNN1,SGDID:S000000803,CDS,CDS,"""Alpha-1,3-mannosyltransferase; integral membrane glycoprotein of the Golgi complex ; required for addition of alpha1,3-mannose linkages to N-linked and O-linked oligosaccharides ; one of five S. cerevisiae proteins of the MNN1 family""",Verified ORF
2992,5,156437,0.0121654194521819,0.181460029904925,0.946586326898684,YER001W,MNN1,SGDID:S000000803,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-1,3-mannosyltransferase; integral membrane glycoprotein of the Golgi complex ; required for addition of alpha1,3-mannose linkages to N-linked and O-linked oligosaccharides ; one of five S. cerevisiae proteins of the MNN1 family""",Verified ORF
2993,5,157488,0.0623787314782249,0.184774440904435,0.735869867639934,YER002W,NOP16,SGDID:S000000804,CDS,CDS,"""Constituent of 66S pre-ribosomal particles; involved in 60S ribosomal subunit biogenesis""",Verified ORF
2996,5,161956,0.0734296363661247,0.171326062409756,0.668478790248105,YER005W,YND1,SGDID:S000000807,CDS,CDS,"""Apyrase with wide substrate specificity; helps prevent inhibition of glycosylation by hydrolyzing nucleoside tri- and diphosphates that inhibit glycotransferases; partially redundant with Gda1p; mediates adenovirus E4orf4-induced toxicity""",Verified ORF
2997,5,162464,0.181191146877926,0.171502035931927,0.291464338754124,YER006W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2998,5,164144,0.177180624820535,0.170800199520699,0.300279999365159,YER006W,NUG1,SGDID:S000000808,CDS,CDS,"""GTPase that associates with nuclear 60S pre-ribosomes; required for export of 60S ribosomal subunits from the nucleus""",Verified ORF
2999,5,165491,0.236436361096732,0.172107778195148,0.170385092823529,YER007W,PAC2,SGDID:S000000809,CDS,CDS,"""Microtubule effector required for tubulin heterodimer formation; binds alpha-tubulin ; required for normal microtubule function ; null mutant exhibits cold-sensitive microtubules and sensitivity to benomyl""",Verified ORF
3000,5,166030,0.219005814825823,0.172236503471246,0.204373303471529,YER007W,PAC2,SGDID:S000000809,CDS,CDS,"""Microtubule effector required for tubulin heterodimer formation; binds alpha-tubulin ; required for normal microtubule function ; null mutant exhibits cold-sensitive microtubules and sensitivity to benomyl""",Verified ORF
3001,5,167327,0.233584537543993,0.173803858058049,0.179826129932137,YER007C-A,TMA20,SGDID:S000002957,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function that associates with ribosomes; has a putative RNA binding domain; interacts with Tma22p; null mutant exhibits translation defects; has homology to human oncogene MCT-1; protein abundance increases in response to DNA replication stress""",Verified ORF
3003,5,169215,0.191361544692143,0.172128813138946,0.267008897682174,YER008C,SEC3,SGDID:S000000810,CDS,CDS,"""Subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to sites of exocytosis prior to SNARE-mediated fusion; PtdIns[4,5]P2-binding protein that localizes to exocytic sites in a Rho1p-dependent ; actin-independent manner ; targeting and anchoring the exocyst to the plasma membrane with Exo70p; direct GTP Rho1p effector; required for ER inheritance; relocalizes away from bud neck upon DNA replication stress""",Verified ORF
3006,5,170676,0.228164629615728,0.172001713189423,0.185523285771089,YER008C,SEC3,SGDID:S000000810,CDS,CDS,"""Subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to sites of exocytosis prior to SNARE-mediated fusion; PtdIns[4,5]P2-binding protein that localizes to exocytic sites in a Rho1p-dependent ; actin-independent manner ; targeting and anchoring the exocyst to the plasma membrane with Exo70p; direct GTP Rho1p effector; required for ER inheritance; relocalizes away from bud neck upon DNA replication stress""",Verified ORF
3007,5,171267,0.240714711079128,0.17041799574756,0.158685018317033,YER008C,SEC3,SGDID:S000000810,CDS,CDS,"""Subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to sites of exocytosis prior to SNARE-mediated fusion; PtdIns[4,5]P2-binding protein that localizes to exocytic sites in a Rho1p-dependent ; actin-independent manner ; targeting and anchoring the exocyst to the plasma membrane with Exo70p; direct GTP Rho1p effector; required for ER inheritance; relocalizes away from bud neck upon DNA replication stress""",Verified ORF
3008,5,171463,0.236050060134855,0.170216771710567,0.166389600913663,YER008C,SEC3,SGDID:S000000810,CDS,CDS,"""Subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to sites of exocytosis prior to SNARE-mediated fusion; PtdIns[4,5]P2-binding protein that localizes to exocytic sites in a Rho1p-dependent ; actin-independent manner ; targeting and anchoring the exocyst to the plasma membrane with Exo70p; direct GTP Rho1p effector; required for ER inheritance; relocalizes away from bud neck upon DNA replication stress""",Verified ORF
3009,5,172056,0.175816679890551,0.170423083380158,0.302943211855212,YER009W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3010,5,172075,0.189060248488249,0.170828925220488,0.269167450748578,YER008C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3011,5,173259,0.239079633010835,0.170669817636946,0.162142951708834,YER010C,YER010C,SGDID:S000000812,CDS,CDS,"""Bifunctional HMG aldolase/oxaloacetate decarboxylase; requires divalent metal ions for activity; competitively inhibited by oxalate; forms a ring-shaped homotrimer; similar to members of the prokaryotic RraA family of class II (divalent metal ion dependent) pyruvate aldolases from the meta cleavage pathways of protocatechuate and gallate""",Verified ORF
3012,5,173927,0.197344084383215,0.170356304426559,0.247475941307478,YER010C,YER010C,SGDID:S000000812,Close to 3'-UTR,Close to 3'-UTR,"""Bifunctional HMG aldolase/oxaloacetate decarboxylase; requires divalent metal ions for activity; competitively inhibited by oxalate; forms a ring-shaped homotrimer; similar to members of the prokaryotic RraA family of class II (divalent metal ion dependent) pyruvate aldolases from the meta cleavage pathways of protocatechuate and gallate""",Verified ORF
3013,5,174122,0.179289596442266,0.169068685512717,0.289663042571703,YER010C,YER010C,SGDID:S000000812,Close to 3'-UTR,Close to 3'-UTR,"""Bifunctional HMG aldolase/oxaloacetate decarboxylase; requires divalent metal ions for activity; competitively inhibited by oxalate; forms a ring-shaped homotrimer; similar to members of the prokaryotic RraA family of class II (divalent metal ion dependent) pyruvate aldolases from the meta cleavage pathways of protocatechuate and gallate""",Verified ORF
3014,5,178044,0.166331577255046,0.168339716381068,0.323794688355021,YER012W,PRE1,SGDID:S000000814,CDS,CDS,"""Beta 4 subunit of the 20S proteasome; localizes to the nucleus throughout the cell cycle""",Verified ORF
3015,5,178645,0.142929999002982,0.172087056636436,0.406779116641597,YER013W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3016,5,178674,0.161115765478823,0.169217793650262,0.341687236210407,YER013W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3017,5,179325,0.16972112140694,0.167905327146734,0.312797620216851,YER013W,PRP22,SGDID:S000000815,CDS,CDS,"""DEAH-box RNA-dependent ATPase/ATP-dependent RNA helicase; associates with lariat intermediates before the second catalytic step of splicing; mediates ATP-dependent mRNA release from the spliceosome and unwinds RNA duplexes; required for proofreading the exon ligation reaction""",Verified ORF
3018,5,181135,0.187903796417624,0.171481572239524,0.273927903741497,YER013W,PRP22,SGDID:S000000815,CDS,CDS,"""DEAH-box RNA-dependent ATPase/ATP-dependent RNA helicase; associates with lariat intermediates before the second catalytic step of splicing; mediates ATP-dependent mRNA release from the spliceosome and unwinds RNA duplexes; required for proofreading the exon ligation reaction""",Verified ORF
3019,5,184224,0.179607852937331,0.169784288251865,0.290843052156076,YER014W,HEM14,SGDID:S000000816,Close to 3'-UTR,Close to 3'-UTR,"""Protoporphyrinogen oxidase; a mitochondrial enzyme that catalyzes the seventh step in the heme biosynthetic pathway ; converting protoporphyrinogen IX to protoporphyrin IX; inhibited by diphenyl ether-type herbicides""",Verified ORF
