SNP,Chr,Pos,Effect,SE,PMC1_GTR2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3538,5,565254,-0.0186127993533619,0.05608473574285,0.740184942420168,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3540,5,565293,-0.0199130699431641,0.056811060719252,0.726162082225087,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3541,5,565315,-0.0061905998571013,0.0567366241272088,0.913176307008383,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3550,5,565448,0.0055999998828138,0.0568388442115083,0.921572003065241,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3551,5,565475,0.0143443719616276,0.0569000272185665,0.80111218057859,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3552,5,565507,0.0241461784109752,0.0566423168879655,0.670154763698486,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3553,5,565512,0.0223033186539855,0.0567288799824842,0.694441345968492,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3555,5,565639,-0.0111799803044172,0.0557353583745205,0.84113434900019,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3556,5,565651,-0.0070542956966681,0.0556655915219502,0.899229163491033,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3557,5,565675,-0.0024840502116026,0.0556535387167142,0.964424133715203,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3565,5,565834,-0.0008868505918245,0.0568227937831416,0.987556496214483,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3585,5,566542,-0.0288846766174947,0.0565515123641342,0.60983311591647,YER187W,YER187W,SGDID:S000000989,CDS,CDS,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3586,5,566565,-0.0120956501073868,0.0562462751843822,0.829854065808053,YER187W,YER187W,SGDID:S000000989,CDS,CDS,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3587,5,566568,-0.0120956501073868,0.0562462751843822,0.829854065808053,YER187W,YER187W,SGDID:S000000989,CDS,CDS,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3588,5,566580,-0.0076468224919809,0.0561698584549296,0.891790208295146,YER187W,YER187W,SGDID:S000000989,CDS,CDS,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3598,6,16905,-0.0394742842151564,0.0557359955963701,0.47926559732066,YFL055W,AGP3,SGDID:S000001839,Close to 3'-UTR,Close to 3'-UTR,"""Low-affinity amino acid permease; may act to supply the cell with amino acids as nitrogen source in nitrogen-poor conditions; transcription is induced under conditions of sulfur limitation; plays a role in regulating Ty1 transposition""",Verified ORF
3599,6,18881,-0.0121443420681972,0.0562571171372854,0.829212126690847,YFL055W,AGP3,SGDID:S000001839,Close to 3'-UTR,Close to 3'-UTR,"""Low-affinity amino acid permease; may act to supply the cell with amino acids as nitrogen source in nitrogen-poor conditions; transcription is induced under conditions of sulfur limitation; plays a role in regulating Ty1 transposition""",Verified ORF
3603,6,22804,-0.0210087035336712,0.0556833023366405,0.706185487197206,YFL054C,AQY3,SGDID:S000001840,Close to 3'-UTR,Close to 3'-UTR,"""Putative channel-like protein; similar to Fps1p; mediates passive diffusion of glycerol in the presence of ethanol""",Uncharacterized ORF
3604,6,23172,-0.0181680887170417,0.0563210710594773,0.747203809661422,YFL053W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3605,6,23564,-0.0335600297230628,0.0557399058647175,0.547505648782861,YFL053W,DAK2,SGDID:S000001841,CDS,CDS,"""Dihydroxyacetone kinase; required for detoxification of dihydroxyacetone (DHA); involved in stress adaptation""",Verified ORF
3606,6,26594,-0.0448881616562925,0.055738532697311,0.4211688127901,F:25199-28231,,,Intergenic region,Intergenic region,between YFL053W and YFL052W,Intergenic region
3611,6,27767,-0.0097759115355591,0.0560032587908632,0.861525695881088,YFL052W,ZNF1,SGDID:S000001842,Close to 3'-UTR,Close to 3'-UTR,"""Zinc cluster transcription factor that regulates respiratory growth; binds to promoters of genes involved in respiration ; gluconeogenesis ; and the glyoxylate shunt; required for normal carbon source utilization and stress response""",Verified ORF
3612,6,28811,-0.0186119908771954,0.055762368329254,0.738748801063271,YFL052W,ZNF1,SGDID:S000001842,CDS,CDS,"""Zinc cluster transcription factor that regulates respiratory growth; binds to promoters of genes involved in respiration ; gluconeogenesis ; and the glyoxylate shunt; required for normal carbon source utilization and stress response""",Verified ORF
3613,6,28916,-0.0107901131219652,0.0556915672829464,0.846484878257736,YFL052W,ZNF1,SGDID:S000001842,CDS,CDS,"""Zinc cluster transcription factor that regulates respiratory growth; binds to promoters of genes involved in respiration ; gluconeogenesis ; and the glyoxylate shunt; required for normal carbon source utilization and stress response""",Verified ORF
3618,6,30322,-0.0381506527665575,0.0555063736160854,0.492332276867399,YFL051C,YFL051C,SGDID:S000001843,CDS,CDS,"""Putative protein of unknown function; SWAT-GFP fusion protein localizes to the cell periphery while mCherry fusion protein localizes to both the cell periphery and vacuole; YFL051C is not an essential gene""",Uncharacterized ORF
3621,6,32438,-0.0766097876412181,0.0561815973757512,0.1735592972202,YFL050C,ALR2,SGDID:S000001844,Close to 3'-UTR,Close to 3'-UTR,"""Probable Mg(2+) transporter; overexpression confers increased tolerance to Al(3+) and Ga(3+) ions; plays a role in regulating Ty1 transposition""",Verified ORF
3622,6,35840,-0.0288265953489369,0.0561557889920557,0.608039827768519,YFL050C,ALR2,SGDID:S000001844,CDS,CDS,"""Probable Mg(2+) transporter; overexpression confers increased tolerance to Al(3+) and Ga(3+) ions; plays a role in regulating Ty1 transposition""",Verified ORF
3623,6,36181,-0.0089897117983485,0.0557664661851935,0.872025876292961,YFL049W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3624,6,36236,-0.0288532262656134,0.0559047537202342,0.606097917655059,YFL049W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3625,6,38641,-1.48574720826855e-05,0.0560863008386841,0.999788787017814,YFL049W,SWP82,SGDID:S000001845,CDS,CDS,"""Member of the SWI/SNF chromatin remodeling complex; has an as yet unidentified role in the complex; has identifiable counterparts in closely related yeast species; abundantly expressed in many growth conditions; paralog of Npl6p; relocates to the cytosol under hypoxic conditions""",Verified ORF
3626,6,39419,-0.050169029619319,0.0562915582928517,0.373409953311235,YFL048C,EMP47,SGDID:S000001846,CDS,CDS,"""Integral membrane component of ER-derived COPII-coated vesicles; functions in ER to Golgi transport; forms a complex with Ssp120p that may function in trafficking plasma membrane glycoproteins through early secretory pathway; EMP47 has a paralog ; EMP46 ; that arose from the whole genome duplication""",Verified ORF
3627,6,39566,-0.0353324181006343,0.0556944625006209,0.526232463535035,YFL048C,EMP47,SGDID:S000001846,CDS,CDS,"""Integral membrane component of ER-derived COPII-coated vesicles; functions in ER to Golgi transport; forms a complex with Ssp120p that may function in trafficking plasma membrane glycoproteins through early secretory pathway; EMP47 has a paralog ; EMP46 ; that arose from the whole genome duplication""",Verified ORF
3628,6,39609,-0.030643026348357,0.0557146678652418,0.582667700855202,YFL048C,EMP47,SGDID:S000001846,CDS,CDS,"""Integral membrane component of ER-derived COPII-coated vesicles; functions in ER to Golgi transport; forms a complex with Ssp120p that may function in trafficking plasma membrane glycoproteins through early secretory pathway; EMP47 has a paralog ; EMP46 ; that arose from the whole genome duplication""",Verified ORF
3629,6,40630,-0.0528808975657191,0.055498355871121,0.341324546791612,YFL047W,RGD2,SGDID:S000001847,CDS,CDS,"""GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3630,6,41068,-0.0502042264142128,0.0558940777530452,0.369689576497971,YFL047W,RGD2,SGDID:S000001847,CDS,CDS,"""GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3631,6,41221,-0.0519772491670723,0.0558422326898483,0.352599633324554,YFL047W,RGD2,SGDID:S000001847,CDS,CDS,"""GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3632,6,41296,-0.0562164268709427,0.0556581674564299,0.313172664512668,YFL047W,RGD2,SGDID:S000001847,CDS,CDS,"""GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3633,6,41435,-0.052289566447806,0.0556990312526497,0.348481642445112,YFL047W,RGD2,SGDID:S000001847,CDS,CDS,"""GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3634,6,41573,-0.0541666754857289,0.0555210924303731,0.329928150929598,YFL047W,RGD2,SGDID:S000001847,CDS,CDS,"""GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3635,6,41626,-0.061418945156583,0.0557434899910892,0.271293311546845,YFL047W,RGD2,SGDID:S000001847,CDS,CDS,"""GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3636,6,42992,-0.0802880421005596,0.0555175664369779,0.149015782130437,YFL046W,FMP32,SGDID:S000001848,CDS,CDS,"""Regulator of mitochondrial proline metabolism; tethered with Put7p to inner mitochondrial membrane in large hetero-oligomeric complex ; abundance of which is regulated by proline; involved in mitochondrial proline homeostasis and cellular redox balance; null exhibits pronounced defect in proline utilization ; and can be functionally complemented by expression of human homolog MCUR1""",Verified ORF
3637,6,45282,-0.129833932170014,0.055138336676097,0.0190849485718116,CUT121,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
3638,6,45815,-0.128115636403821,0.0552343765720513,0.0209385022164309,CUT121,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
3639,6,47290,-0.144553858171871,0.0551476775183465,0.0091406595133379,YFL042C,LAM5,SGDID:S000001852,CDS,CDS,"""Putative sterol transfer protein; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; has both GRAM and StART-like (VASt) domains; localizes to membrane contact sites throughout the cell ; including nucleus-vacuole junctions and ER-mitochondrial contact sites""",Verified ORF
3640,6,48282,-0.129710901597601,0.0551198068130344,0.0191578684356613,YFL042C,LAM5,SGDID:S000001852,Close to 3'-UTR,Close to 3'-UTR,"""Putative sterol transfer protein; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; has both GRAM and StART-like (VASt) domains; localizes to membrane contact sites throughout the cell ; including nucleus-vacuole junctions and ER-mitochondrial contact sites""",Verified ORF
3641,6,48919,-0.125689707075518,0.0558479994375705,0.0250279520967433,YFL041W-A,YFL041W-A,SGDID:S000028547,CDS,CDS,"""Putative protein of unknown function; identified by fungal homology and RT-PCR""",Uncharacterized ORF
3642,6,48921,-0.129234417861052,0.0563200268223164,0.0223398589052749,YFL041W-A,YFL041W-A,SGDID:S000028547,CDS,CDS,"""Putative protein of unknown function; identified by fungal homology and RT-PCR""",Uncharacterized ORF
3643,6,50414,-0.136098644118725,0.055569077383435,0.0148037286831087,YFL041W,FET5,SGDID:S000001853,CDS,CDS,"""Multicopper oxidase; integral membrane protein with similarity to Fet3p; may have a role in iron transport""",Verified ORF
3644,6,50685,-0.129096317522115,0.0555974516636169,0.0208023089654517,YFL041W,FET5,SGDID:S000001853,CDS,CDS,"""Multicopper oxidase; integral membrane protein with similarity to Fet3p; may have a role in iron transport""",Verified ORF
3645,6,50825,-0.129987474915884,0.0555106068528478,0.019753263303317,YFL041W,FET5,SGDID:S000001853,CDS,CDS,"""Multicopper oxidase; integral membrane protein with similarity to Fet3p; may have a role in iron transport""",Verified ORF
3649,6,51526,-0.13969571770458,0.0555668378595202,0.0123808944405626,YFL040W,YFL040W,SGDID:S000001854,CDS,CDS,"""Putative transporter; member of the sugar porter family; YFL040W is not an essential gene; may have a role in intracellular sterol transport""",Uncharacterized ORF
3650,6,51781,-0.138858753137957,0.0554389359580378,0.0127051161378967,YFL040W,YFL040W,SGDID:S000001854,CDS,CDS,"""Putative transporter; member of the sugar porter family; YFL040W is not an essential gene; may have a role in intracellular sterol transport""",Uncharacterized ORF
3651,6,52550,-0.154983025346995,0.0552373625278613,0.0052979594564496,YFL040W,YFL040W,SGDID:S000001854,CDS,CDS,"""Putative transporter; member of the sugar porter family; YFL040W is not an essential gene; may have a role in intracellular sterol transport""",Uncharacterized ORF
3652,6,53989,-0.149616417450369,0.0550757147693504,0.0069212547367569,YFL039C,ACT1,SGDID:S000001855,CDS,CDS,"""Actin; structural protein involved in cell polarization ; endocytosis ; and other cytoskeletal functions; monomeric actin in the nucleus plays a role in INO80 chromatin remodeling""",Verified ORF
3654,6,54932,-0.152454021745853,0.0561581070640816,0.0069588150344688,SUT101,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
3655,6,55876,-0.124471762437444,0.0556016593290787,0.0258024850484462,YFL038C,YPT1,SGDID:S000001856,CDS,CDS,"""Rab family GTPase; involved in the ER-to-Golgi step of the secretory pathway; complex formation with the Rab escort protein Mrs6p is required for prenylation of Ypt1p by type II protein geranylgeranyltransferase (Bet2p-Bet4p); binds to unspliced HAC1 mRNA; regulates the unfolded protein response (UPR) by promoting the decay of HAC1 RNA; localizes to the early Golgi ; the transitional Golgi and ER membranes ; pre-autophagosomal structures ; and cytoplasmic vesicles""",Verified ORF
3656,6,56091,-0.1143507172019,0.0557582542003638,0.0410213204570816,YFL037W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3657,6,57460,-0.0788513772503932,0.0556919866436735,0.157701773223345,YFL037W,TUB2,SGDID:S000001857,CDS,CDS,"""Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer ; which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria""",Verified ORF
3660,6,62743,-0.101768572148863,0.0558991451961195,0.0695180871573974,YFL036W,RPO41,SGDID:S000001858,CDS,CDS,"""Mitochondrial RNA polymerase; single subunit enzyme similar to those of T3 and T7 bacteriophages; requires a specificity subunit encoded by MTF1 for promoter recognition; Mtf1p interacts with and stabilizes the Rpo41p-promoter complex ; enhancing DNA bending and melting to facilitate pre-initiation open complex formation; Rpo41p also synthesizes RNA primers for mitochondrial DNA replication""",Verified ORF
