SNP,Chr,Pos,Effect,SE,TPO1_TPO2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3283,5,509836,-0.0540641615013823,0.0576331596330029,0.348847826862398,YER164W,CHD1,SGDID:S000000966,Close to 3'-UTR,Close to 3'-UTR,"""Chromatin remodeler that regulates various aspects of transcription; acts in in conjunction with Isw1b to regulate chromatin structure and maintain chromatin integrity during transcription elongation by RNAP II by preventing trans-histone exchange over coding regions; contains a chromo domain ; a helicase domain and a DNA-binding domain; component of both the SAGA and SLIK complexes""",Verified ORF
3285,5,511350,-0.0927417719978268,0.0570260540885617,0.104777063007943,YER165W,PAB1,SGDID:S000000967,CDS,CDS,"""Poly(A) binding protein; interacts with the cleavage factor complex CF I ; mediates interactions between the 5' cap structure and the 3' mRNA poly(A) tail ; involved in control of poly(A) tail length ; interacts with translation factor eIF-4G; stimulates ; but is not required for the deadenylation activity of the Pan2p-Pan3p poly(A)-ribonuclease complex""",Verified ORF
3286,5,512696,-0.0751206297314675,0.0575309692393874,0.192490453781516,YER165C-A,YER165C-A,SGDID:S000028762,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene DNF1/YER166W""",Dubious ORF
3287,5,512931,-0.0836121572897659,0.056706446679313,0.141245386538341,YER165C-A,YER165C-A,SGDID:S000028762,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene DNF1/YER166W""",Dubious ORF
3288,5,514582,-0.0557647601535695,0.0568213489043961,0.327065161873957,YER166W,DNF1,SGDID:S000000968,CDS,CDS,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3289,5,515315,-0.0545675653727961,0.0568445009209163,0.3377401933404,YER166W,DNF1,SGDID:S000000968,CDS,CDS,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3290,5,515397,-0.0529239961228225,0.0567947938902047,0.352053043265616,YER166W,DNF1,SGDID:S000000968,CDS,CDS,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3291,5,515950,-0.0643720355626711,0.0567612950859889,0.257529178469993,YER166W,DNF1,SGDID:S000000968,CDS,CDS,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3292,5,516091,-0.0534441484466238,0.0567210572824781,0.346720476141852,YER166W,DNF1,SGDID:S000000968,CDS,CDS,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3293,5,518207,-0.0669820461559924,0.0567527392671884,0.238698121346051,YER166W,DNF1,SGDID:S000000968,Close to 3'-UTR,Close to 3'-UTR,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3294,5,518275,-0.076732159590163,0.0565574702493185,0.175739932114174,YER167W,BCK2,SGDID:S000000969,CDS,CDS,"""Serine/threonine-rich protein involved in PKC1 signaling pathway; protein kinase C (PKC1) signaling pathway controls cell integrity; overproduction suppresses pkc1 mutations""",Verified ORF
3295,5,519067,-0.063974154229483,0.0568968474243935,0.261612293291643,YER167W,BCK2,SGDID:S000000969,CDS,CDS,"""Serine/threonine-rich protein involved in PKC1 signaling pathway; protein kinase C (PKC1) signaling pathway controls cell integrity; overproduction suppresses pkc1 mutations""",Verified ORF
3296,5,522215,0.0313308913250304,0.0569362218927511,0.582475042324224,YER168C,CCA1,SGDID:S000000970,CDS,CDS,"""ATP (CTP):tRNA-specific tRNA nucleotidyltransferase; different forms targeted to the nucleus ; cytosol ; and mitochondrion are generated via the use of multiple transcriptional and translational start sites; human homolog TRNT1 complements yeast null mutant""",Verified ORF
3298,5,523232,-0.0398613206122433,0.0577219789232582,0.490286857361627,YER168C,CCA1,SGDID:S000000970,Close to 3'-UTR,Close to 3'-UTR,"""ATP (CTP):tRNA-specific tRNA nucleotidyltransferase; different forms targeted to the nucleus ; cytosol ; and mitochondrion are generated via the use of multiple transcriptional and translational start sites; human homolog TRNT1 complements yeast null mutant""",Verified ORF
3299,5,524247,0.046680068329152,0.0573374481478499,0.416120010155705,YER169W,RPH1,SGDID:S000000971,CDS,CDS,"""JmjC domain-containing histone demethylase; targets tri- and dimethylated H3K36; associates with actively transcribed regions and promotes elongation; repressor of autophagy-related genes in nutrient-replete conditions; damage-responsive repressor of PHR1; phosphorylated by the Rad53p-dependent DNA damage checkpoint pathway and by a Rim1p-mediated event during starvation; target of stress-induced hormesis; RPH1 has a paralog ; GIS1 ; that arose from the whole genome duplication""",Verified ORF
3300,5,524532,0.020387389880475,0.0569774444103285,0.72069554245686,YER169W,RPH1,SGDID:S000000971,CDS,CDS,"""JmjC domain-containing histone demethylase; targets tri- and dimethylated H3K36; associates with actively transcribed regions and promotes elongation; repressor of autophagy-related genes in nutrient-replete conditions; damage-responsive repressor of PHR1; phosphorylated by the Rad53p-dependent DNA damage checkpoint pathway and by a Rim1p-mediated event during starvation; target of stress-induced hormesis; RPH1 has a paralog ; GIS1 ; that arose from the whole genome duplication""",Verified ORF
3301,5,524625,0.0343699234646314,0.0569493522819305,0.546552158993464,YER169W,RPH1,SGDID:S000000971,CDS,CDS,"""JmjC domain-containing histone demethylase; targets tri- and dimethylated H3K36; associates with actively transcribed regions and promotes elongation; repressor of autophagy-related genes in nutrient-replete conditions; damage-responsive repressor of PHR1; phosphorylated by the Rad53p-dependent DNA damage checkpoint pathway and by a Rim1p-mediated event during starvation; target of stress-induced hormesis; RPH1 has a paralog ; GIS1 ; that arose from the whole genome duplication""",Verified ORF
3302,5,525863,0.0091290783238779,0.0570305709899458,0.872914798905209,YER170W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3303,5,526004,0.0042804569337903,0.0569696757845496,0.940149298494045,YER170W,ADK2,SGDID:S000000972,CDS,CDS,"""Mitochondrial adenylate kinase; catalyzes the reversible synthesis of GTP and AMP from GDP and ADP; may serve as a back-up for synthesizing GTP or ADP depending on metabolic conditions; 3' sequence of ADK2 varies with strain background""",Verified ORF
3304,5,526007,-0.0124756427398587,0.0569490836621508,0.826724766938757,YER170W,ADK2,SGDID:S000000972,CDS,CDS,"""Mitochondrial adenylate kinase; catalyzes the reversible synthesis of GTP and AMP from GDP and ADP; may serve as a back-up for synthesizing GTP or ADP depending on metabolic conditions; 3' sequence of ADK2 varies with strain background""",Verified ORF
3305,5,529382,0.0108573378913572,0.0570828744800643,0.849259337471936,YER171W,RAD3,SGDID:S000000973,CDS,CDS,"""5' to 3' DNA helicase; involved in nucleotide excision repair and transcription; subunit of RNA polII initiation factor TFIIH and of Nucleotide Excision Repair Factor 3 (NEF3); homolog of human XPD protein; mutant has aneuploidy tolerance; protein abundance increases in response to DNA replication stress""",Verified ORF
3307,5,532205,0.0049705481519003,0.0571403197434067,0.930730010848017,YER172C,BRR2,SGDID:S000000974,CDS,CDS,"""RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD""",Verified ORF
3308,5,532256,0.0050103985889235,0.0567416025479937,0.929686699661759,YER172C,BRR2,SGDID:S000000974,CDS,CDS,"""RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD""",Verified ORF
3309,5,533988,-0.0195431469693607,0.05680837025582,0.731036984220015,YER172C,BRR2,SGDID:S000000974,CDS,CDS,"""RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD""",Verified ORF
3310,5,535074,-0.0048869278673712,0.0568937149587277,0.9315979944374,YER172C,BRR2,SGDID:S000000974,CDS,CDS,"""RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD""",Verified ORF
3311,5,537503,0.001270108474905,0.0569122947267349,0.98220774254405,YER173W,RAD24,SGDID:S000000975,CDS,CDS,"""Checkpoint protein; involved in the activation of the DNA damage and meiotic pachytene checkpoints; subunit of a clamp loader that loads Rad17p-Mec3p-Ddc1p onto DNA; homolog of human and S. pombe Rad17 protein""",Verified ORF
3312,5,538956,0.0478803737366275,0.0570580584078272,0.401952030241941,YER174C,GRX4,SGDID:S000000976,CDS,CDS,"""Glutathione-dependent oxidoreductase and glutathione S-transferase; hydroperoxide/superoxide-radical responsive monothiol glutaredoxin subfamily member with Grx3p and Grx5p; protects cells from oxidative damage with GRX3 and GRX5; with Grx3p ; promotes dissociation of Aft1p from iron regulon gene promoters and subsequent nuclear export in iron-replete conditions ; regulating iron homeostasis; involved with Grx3p in Sir2p deglutathionylation ; restoring deacetylase activity after disulfide stress""",Verified ORF
3313,5,540169,0.0403014695007918,0.0567115099068374,0.477776567948425,YER175C,TMT1,SGDID:S000000977,CDS,CDS,"""Trans-aconitate methyltransferase; cytosolic enzyme that catalyzes the methyl esterification of 3-isopropylmalate ; an intermediate of the leucine biosynthetic pathway ; and trans-aconitate ; which inhibits the citric acid cycle""",Verified ORF
3315,5,540682,0.0386935897517322,0.0572877871724523,0.499848134936477,YER175W-A,YER175W-A,SGDID:S000028625,CDS,CDS,"""Putative protein of unknown function; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Uncharacterized ORF
3317,5,542346,0.0434123213920418,0.05682439429549,0.445393474575163,YER176W,ECM32,SGDID:S000000978,CDS,CDS,"""DNA dependent ATPase/DNA helicase; helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts with the translation termination factors ; localized to polysomes""",Verified ORF
3318,5,542361,0.0418933996994361,0.0570135715936656,0.462951002845605,YER176W,ECM32,SGDID:S000000978,CDS,CDS,"""DNA dependent ATPase/DNA helicase; helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts with the translation termination factors ; localized to polysomes""",Verified ORF
3319,5,543103,0.0632922733820194,0.0569576244789585,0.267231291512308,YER176W,ECM32,SGDID:S000000978,CDS,CDS,"""DNA dependent ATPase/DNA helicase; helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts with the translation termination factors ; localized to polysomes""",Verified ORF
3321,5,545826,0.0495131604391377,0.0567670758921829,0.383683333825676,YER177W,BMH1,SGDID:S000000979,CDS,CDS,"""14-3-3 protein ; major isoform; controls proteome at post-transcriptional level ; binds proteins and DNA ; involved in regulation of exocytosis ; vesicle transport ; Ras/MAPK and rapamycin-sensitive signaling ; aggresome formation ; spindle position checkpoint; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress; antiapoptotic gene similar to human 14-3-3; BMH1 has a paralog ; BMH2 ; that arose from whole genome duplication""",Verified ORF
3322,5,546667,0.017332077739304,0.0568638697868299,0.760698503229141,YER178W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3323,5,547620,0.040345315084883,0.0567876275326304,0.477888278717167,YER178W,PDA1,SGDID:S000000980,CDS,CDS,"""E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex; catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose; PDH complex is concentrated in spots within the mitochondrial matrix ; often near the ERMES complex and near peroxisomes""",Verified ORF
