SNP,Chr,Pos,Effect,SE,HUG1_ADE17_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
561,2,431266,0.018086677222018,0.147791005197041,0.902667642947699,XUT_2F-177,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
562,2,431446,0.0385234788171898,0.148376898183762,0.795298547214131,XUT_2F-177,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
563,2,432524,0.0872106538160424,0.146892907378546,0.553091497375493,YBR094W,PBY1,SGDID:S000000298,CDS,CDS,"""Putative tubulin tyrosine ligase associated with P-bodies; may have a role in mRNA metabolism; yeast knockout collection strain identified as a pby1 null mutant is actually wild-type for PBY1 and deleted for mms4""",Verified ORF
564,2,434090,-0.0344093313755972,0.148309084759729,0.816663952299116,YBR094W,PBY1,SGDID:S000000298,CDS,CDS,"""Putative tubulin tyrosine ligase associated with P-bodies; may have a role in mRNA metabolism; yeast knockout collection strain identified as a pby1 null mutant is actually wild-type for PBY1 and deleted for mms4""",Verified ORF
565,2,441927,-0.0681099897597168,0.146687934634586,0.642705465758365,YBR098W,MMS4,SGDID:S000000302,CDS,CDS,"""Subunit of structure-specific Mms4p-Mus81p endonuclease; cleaves branched DNA; involved in recombination ; DNA repair ; and joint molecule formation/resolution during meiotic recombination; phosphorylation of the non-catalytic subunit Mms4p by Cdc28p and Cdc5p during mitotic cell cycle activates the function of Mms4p-Mus81p""",Verified ORF
566,2,446471,-0.0555081314443885,0.148502125369241,0.708787350544067,YBR102C,EXO84,SGDID:S000000306,CDS,CDS,"""Exocyst subunit with dual roles in exocytosis and spliceosome assembly; subunit of the the exocyst complex which mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane (PM) prior to SNARE-mediated fusion; required for exocyst assembly and targeting the complex to specific sites on the bud tip PM; associates the U1 snRNP; role in pre-mRNA splicing and prespliceosome formation; possible Cdc28 substrate""",Verified ORF
567,2,449325,-0.145737282996957,0.147458984143455,0.32367083952367,YBR103C-A,YBR103C-A,SGDID:S000007593,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; identified by homology to related yeast""",Dubious ORF
569,2,450017,-0.187711312068323,0.146503838681091,0.200939072603451,YBR104W,YMC2,SGDID:S000000308,CDS,CDS,"""Putative mitochondrial inner membrane transporter; proposed role in oleate metabolism and glutamate biosynthesis; member of the mitochondrial carrier (MCF) family; YMC2 has a paralog ; YMC1 ; that arose from the whole genome duplication""",Verified ORF
570,2,451779,-0.27142404777883,0.146682262614957,0.0650881593201297,YBR105C,VID24,SGDID:S000000309,CDS,CDS,"""GID Complex regulatory subunit; binds GID Complex in response to glucose through interactions with complex member Vid28p; regulates fructose-1,6-bisphosphatase (FBPase) targeting to the vacuole; promotes proteasome-dependent catabolite degradation of FBPase; peripheral membrane protein located at Vid (vacuole import and degradation) vesicles""",Verified ORF
571,2,451784,-0.260436017247789,0.147272492683092,0.0778584387776825,YBR105C,VID24,SGDID:S000000309,CDS,CDS,"""GID Complex regulatory subunit; binds GID Complex in response to glucose through interactions with complex member Vid28p; regulates fructose-1,6-bisphosphatase (FBPase) targeting to the vacuole; promotes proteasome-dependent catabolite degradation of FBPase; peripheral membrane protein located at Vid (vacuole import and degradation) vesicles""",Verified ORF
572,2,453525,-0.199724623081979,0.147587389409965,0.176837435667393,YBR106W,SND3,SGDID:S000000310,Close to 3'-UTR,Close to 3'-UTR,"""Involved in SRP-independent protein targeting to the ER; component of an alternative ER-targeting pathway partially redundant with the GET pathway that can compensate for SRP loss; preference for substrates with downstream transmembrane domains; interacts with Snd1p ; Env10p/Snd2p ; and Sec61p-translocon subunits; role in establishing nucleus-vacuole junctions (NVJs) in high glucose; targeted to the NVJ during glucose starvation to facilitate expansion; role in phosphate transport with Pho86p""",Verified ORF
573,2,453768,-0.24481353562575,0.14759096199503,0.098058450894597,YBR106W,SND3,SGDID:S000000310,Close to 3'-UTR,Close to 3'-UTR,"""Involved in SRP-independent protein targeting to the ER; component of an alternative ER-targeting pathway partially redundant with the GET pathway that can compensate for SRP loss; preference for substrates with downstream transmembrane domains; interacts with Snd1p ; Env10p/Snd2p ; and Sec61p-translocon subunits; role in establishing nucleus-vacuole junctions (NVJs) in high glucose; targeted to the NVJ during glucose starvation to facilitate expansion; role in phosphate transport with Pho86p""",Verified ORF
574,2,454027,-0.187781344373417,0.147208347350346,0.202930027666073,YBR107C,IML3,SGDID:S000000311,CDS,CDS,"""Outer kinetochore protein and component of the Ctf19 complex; involved in the establishment of pericentromeric cohesion during mitosis; prevents non-disjunction of sister chromatids during meiosis II; forms a stable complex with Chl4p; required for localization of Sgo1p to pericentric sites during meiosis I; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-L and fission yeast fta1""",Verified ORF
575,2,455029,-0.187183118686065,0.147288516957077,0.204615231470722,YBR108W,AIM3,SGDID:S000000312,CDS,CDS,"""Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
576,2,455247,-0.201033298788023,0.146758687050693,0.171613103586639,YBR108W,AIM3,SGDID:S000000312,CDS,CDS,"""Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
579,2,455756,-0.215632103155819,0.157670124387071,0.172302536800847,YBR108W,AIM3,SGDID:S000000312,CDS,CDS,"""Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
580,2,457024,-0.206675962376962,0.147820772125693,0.162945144660439,YBR108W,AIM3,SGDID:S000000312,CDS,CDS,"""Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
581,2,457298,-0.182558309406648,0.148340003773849,0.219263907267691,YBR108W,AIM3,SGDID:S000000312,CDS,CDS,"""Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
582,2,460202,-0.253775174173449,0.148381778275371,0.0880917790134121,YBR110W,ALG1,SGDID:S000000314,CDS,CDS,"""Mannosyltransferase; involved in asparagine-linked glycosylation in the endoplasmic reticulum (ER); essential for viability; human homolog ALG1 complements yeast null mutant""",Verified ORF
586,2,464424,-0.28572655073593,0.147441315439433,0.0534325723772645,YBR112C,CYC8,SGDID:S000000316,CDS,CDS,"""General transcriptional co-repressor; acts together with Tup1p; also acts as part of a transcriptional co-activator complex that recruits the SWI/SNF and SAGA complexes to promoters; can form the prion [OCT+]""",Verified ORF
587,2,465824,-0.162106393524512,0.149431815618309,0.278742382702708,YBR113W,YBR113W,SGDID:S000000317,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene CYC8""",Dubious ORF
588,2,470145,-0.113611658867942,0.147423281553896,0.44143026572116,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
589,2,470686,-0.112929668748894,0.147335217627016,0.443902323023576,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
590,2,471144,-0.112372615160838,0.147591355247429,0.446940450541103,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
591,2,471830,-0.136994349618774,0.147111615934558,0.352372438205705,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
592,2,472403,-0.146141217949145,0.147218331024225,0.32154414210179,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
593,2,473668,-0.120034978849027,0.148258268419579,0.41869579922368,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
594,2,473888,-0.114124219637967,0.147258501245019,0.438862967093666,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
595,2,474138,-0.132281575464732,0.149187262073761,0.375854108023018,YBR115C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
596,2,474141,-0.132281575464732,0.149187262073761,0.375854108023018,YBR115C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
597,2,475703,-0.127046410003823,0.147066544454617,0.388245776705465,SUT018,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
598,2,476732,-0.215537373613277,0.146458271809668,0.142002537777007,SUT018,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
600,2,477272,-0.2535530370198,0.14677283026656,0.0849489248742439,YBR117C,TKL2,SGDID:S000000321,Close to 3'-UTR,Close to 3'-UTR,"""Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL2 has a paralog ; TKL1 ; that arose from the whole genome duplication""",Verified ORF
601,2,477273,-0.2535530370198,0.14677283026656,0.0849489248742439,YBR117C,TKL2,SGDID:S000000321,Close to 3'-UTR,Close to 3'-UTR,"""Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL2 has a paralog ; TKL1 ; that arose from the whole genome duplication""",Verified ORF
604,2,480275,-0.173343506505069,0.147168856800857,0.239648056897483,YBR119W,MUD1,SGDID:S000000323,Close to 3'-UTR,Close to 3'-UTR,"""U1 snRNP A protein; homolog of human U1-A; involved in nuclear mRNA splicing""",Verified ORF
605,2,480340,-0.145809831603071,0.149531137867972,0.330171701492159,YBR119W,MUD1,SGDID:S000000323,Close to 3'-UTR,Close to 3'-UTR,"""U1 snRNP A protein; homolog of human U1-A; involved in nuclear mRNA splicing""",Verified ORF
607,2,481312,-0.148964515418293,0.149701466630465,0.320380326507535,YBR119W,MUD1,SGDID:S000000323,Close to 3'-UTR,Close to 3'-UTR,"""U1 snRNP A protein; homolog of human U1-A; involved in nuclear mRNA splicing""",Verified ORF
608,2,483628,-0.183970277317806,0.147740773588441,0.213875578470166,YBR121C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
609,2,484021,-0.177094491759629,0.146821435354361,0.228552170023432,CUT026,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
610,2,484651,-0.226064600778294,0.149311216388695,0.130908062875291,YBR122C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
611,2,485249,-0.150682978028895,0.14757637613266,0.307929608239078,YBR123C,TFC1,SGDID:S000000327,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; human homolog is TFIIIC-63""",Verified ORF
612,2,485603,-0.176360380469887,0.146606682533283,0.229802203011926,YBR123C,TFC1,SGDID:S000000327,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; human homolog is TFIIIC-63""",Verified ORF
613,2,486033,-0.178085398656081,0.147262554190524,0.227354849979116,YBR123C,TFC1,SGDID:S000000327,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; human homolog is TFIIIC-63""",Verified ORF
615,2,488757,-0.0967267370061232,0.148039754378018,0.513934404352211,YBR125C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
616,2,490612,-0.112849378597694,0.147301265075691,0.444121194347658,YBR126W-A_NFR/NDR,,,Promoter,Promoter,,Promoter
617,2,491316,-0.0321218296982565,0.149785480963634,0.830318246536578,YBR127C,VMA2,SGDID:S000000331,CDS,CDS,"""Subunit B of V1 peripheral membrane domain of vacuolar H+-ATPase; electrogenic proton pump found throughout the endomembrane system; contains nucleotide binding sites; also detected in the cytoplasm; protein abundance increases in response to DNA replication stress; human homolog ATP6V1B1 ; implicated in autosomal-recessive distal renal tubular acidosis (RTA) with sensorineural deafness ; complements yeast null mutant""",Verified ORF
