SNP,Chr,Pos,Effect,SE,ERG11_ORM2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2390,4,889957,-0.150314376199627,0.0857712323658582,0.0805554584087828,YDR213W,UPC2,SGDID:S000002621,CDS,CDS,"""Sterol regulatory element binding protein; induces sterol biosynthetic genes ; upon sterol depletion; acts as a sterol sensor ; binding ergosterol in sterol rich conditions; relocates from intracellular membranes to perinuclear foci upon sterol depletion; redundant activator of filamentation with ECM22 ; up-regulating the expression of filamentous growth genes; contains a Zn[2]-Cys[6] binuclear cluster; UPC2 has a paralog ; ECM22 ; that arose from the whole genome duplication""",Verified ORF
2391,4,891344,-0.13819634267666,0.0849778277301753,0.104785940063362,YDR213W,UPC2,SGDID:S000002621,CDS,CDS,"""Sterol regulatory element binding protein; induces sterol biosynthetic genes ; upon sterol depletion; acts as a sterol sensor ; binding ergosterol in sterol rich conditions; relocates from intracellular membranes to perinuclear foci upon sterol depletion; redundant activator of filamentation with ECM22 ; up-regulating the expression of filamentous growth genes; contains a Zn[2]-Cys[6] binuclear cluster; UPC2 has a paralog ; ECM22 ; that arose from the whole genome duplication""",Verified ORF
2392,4,891466,-0.153124515830992,0.0849053084858895,0.0721663220387942,YDR213W,UPC2,SGDID:S000002621,CDS,CDS,"""Sterol regulatory element binding protein; induces sterol biosynthetic genes ; upon sterol depletion; acts as a sterol sensor ; binding ergosterol in sterol rich conditions; relocates from intracellular membranes to perinuclear foci upon sterol depletion; redundant activator of filamentation with ECM22 ; up-regulating the expression of filamentous growth genes; contains a Zn[2]-Cys[6] binuclear cluster; UPC2 has a paralog ; ECM22 ; that arose from the whole genome duplication""",Verified ORF
2393,4,892444,-0.125726649438142,0.0857015232939389,0.143258401765486,YDR213W,UPC2,SGDID:S000002621,CDS,CDS,"""Sterol regulatory element binding protein; induces sterol biosynthetic genes ; upon sterol depletion; acts as a sterol sensor ; binding ergosterol in sterol rich conditions; relocates from intracellular membranes to perinuclear foci upon sterol depletion; redundant activator of filamentation with ECM22 ; up-regulating the expression of filamentous growth genes; contains a Zn[2]-Cys[6] binuclear cluster; UPC2 has a paralog ; ECM22 ; that arose from the whole genome duplication""",Verified ORF
2395,4,894785,-0.0839899576029367,0.0848091279899081,0.322685806413147,YDR214W,AHA1,SGDID:S000002622,Close to 3'-UTR,Close to 3'-UTR,"""Co-chaperone that binds Hsp82p and activates its ATPase activity; plays a role in determining prion variants; similar to Hch1p; expression is regulated by stresses such as heat shock; protein abundance increases in response to DNA replication stress""",Verified ORF
2396,4,896181,-0.112431262696719,0.0850427342260179,0.187005512074864,YDR216W,ADR1,SGDID:S000002624,CDS,CDS,"""Carbon source-responsive zinc-finger transcription factor; required for transcription of the glucose-repressed gene ADH2 ; of peroxisomal protein genes ; and of genes required for ethanol ; glycerol ; and fatty acid utilization""",Verified ORF
2397,4,896785,-0.151396463486015,0.0853885408527277,0.0770859512737897,YDR216W,ADR1,SGDID:S000002624,CDS,CDS,"""Carbon source-responsive zinc-finger transcription factor; required for transcription of the glucose-repressed gene ADH2 ; of peroxisomal protein genes ; and of genes required for ethanol ; glycerol ; and fatty acid utilization""",Verified ORF
2398,4,903873,-0.186479811783065,0.0858487809713487,0.0305064501927576,YDR218C,SPR28,SGDID:S000002626,CDS,CDS,"""Sporulation-specific homolog of the CDC3/10/11/12 family of genes; meiotic septin expressed at high levels during meiotic divisions and ascospore formation; the yeast CDC3/10/11/12 family is a family of bud neck microfilament genes""",Verified ORF
2400,4,906490,-0.158207560327661,0.0849768892133116,0.0634661464249072,YDR219C,MFB1,SGDID:S000002627,CDS,CDS,"""Mitochondria-associated F-box protein; involved in maintenance of normal mitochondrial morphology; interacts with Skp1p through the F-box motif; preferentially localizes to the mother cell during budding""",Verified ORF
2401,4,908655,-0.110978593503796,0.0850116271108672,0.192589199733819,YDR221W,GTB1,SGDID:S000002629,CDS,CDS,"""Glucosidase II beta subunit ; forms a complex with alpha subunit Rot2p; involved in removal of two glucose residues from N-linked glycans during glycoprotein biogenesis in the ER; relocalizes from ER to cytoplasm upon DNA replication stress""",Verified ORF
2402,4,909027,-0.136248497494949,0.0853698872632895,0.111388435388051,YDR221W,GTB1,SGDID:S000002629,CDS,CDS,"""Glucosidase II beta subunit ; forms a complex with alpha subunit Rot2p; involved in removal of two glucose residues from N-linked glycans during glycoprotein biogenesis in the ER; relocalizes from ER to cytoplasm upon DNA replication stress""",Verified ORF
2403,4,909524,-0.130346833070639,0.0851421088649758,0.126681679842429,YDR222W_NFR/NDR,,,Promoter,Promoter,,Promoter
2404,4,910018,-0.123134449316813,0.0850678284750946,0.148648483503301,YDR222W_NFR/NDR,,,Promoter,Promoter,,Promoter
2406,4,911766,-0.12970295902247,0.085524821672896,0.130274451211588,YDR222W,YDR222W,SGDID:S000002630,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; YDR222W has a paralog ; YLR225C ; that arose from the whole genome duplication""",Uncharacterized ORF
2408,4,912509,-0.0705905987084659,0.0853654281144587,0.408839563911192,YDR223W,CRF1,SGDID:S000002631,CDS,CDS,"""Transcriptional corepressor; involved in repression of ribosomal protein (RP) gene transcription via the TOR signaling pathway which promotes accumulation of Crf1p in the nucleus; role in repression of RP genes varies by strain; CRF1 has a paralog ; IFH1 ; that arose from the whole genome duplication""",Verified ORF
2409,4,912557,0.0015252570913262,0.0849949652001536,0.985692657778509,YDR223W,CRF1,SGDID:S000002631,CDS,CDS,"""Transcriptional corepressor; involved in repression of ribosomal protein (RP) gene transcription via the TOR signaling pathway which promotes accumulation of Crf1p in the nucleus; role in repression of RP genes varies by strain; CRF1 has a paralog ; IFH1 ; that arose from the whole genome duplication""",Verified ORF
2410,4,913736,0.0455109134346954,0.0858039135855813,0.596163938335867,ACS_4_913859_+_NFR/NDR,,,Promoter,Promoter,,Promoter
2413,4,914902,0.0698063648264074,0.0867018733131674,0.421286057175168,YDR224C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2414,4,914952,0.0199828936182374,0.0870517792385023,0.818573004872694,YDR224C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2415,4,915199,0.0188996279772306,0.0866080768464023,0.827383678541094,YDR224C,HTB1,SGDID:S000002632,Close to 3'-UTR,Close to 3'-UTR,"""Histone H2B; core histone protein required for chromatin assembly and chromosome function; nearly identical to HTB2; Rad6p-Bre1p-Lge1p mediated ubiquitination regulates reassembly after DNA replication ; transcriptional activation ; meiotic DSB formation and H3 methylation""",Verified ORF
2419,4,916142,0.0780754829862342,0.0858660353036411,0.363827562823616,YDR226W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2420,4,916254,0.091990567676346,0.0852125366880374,0.281082943134505,YDR226W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2421,4,916444,0.0236426950151117,0.0854959532355769,0.782298379824968,SUT476_NFR/NDR,,,Promoter,Promoter,,Promoter
2422,4,917149,0.0304000063331003,0.085831117374064,0.723412482026356,YDR226W,ADK1,SGDID:S000002634,CDS,CDS,"""Adenylate kinase ; required for purine metabolism; localized to the cytoplasm and the mitochondria; lacks cleavable signal sequence; protein abundance increases in response to DNA replication stress; mutations affecting Adk1p catalytic activity deregulate expression of phosphate utilization genes PHO5 and PHO84; human homolog AK1 can complement yeast adk1 mutant""",Verified ORF
2423,4,917833,0.0385009885099626,0.0855768608249993,0.65305904001378,YDR227W,SIR4,SGDID:S000002635,CDS,CDS,"""SIR protein involved in assembly of silent chromatin domains; silent information regulator (SIR) along with SIR2 and SIR3; involved in assembly of silent chromatin domains at telomeres and the silent mating-type loci; some SIR4 alleles prolong lifespan; required for Ku-mediated telomerase recruitment ; telomere lengthening ; and telomere hypercluster formation in quiescent yeast cells""",Verified ORF
2424,4,918606,0.0423408705847193,0.0854537203516063,0.620567482633762,YDR227W,SIR4,SGDID:S000002635,CDS,CDS,"""SIR protein involved in assembly of silent chromatin domains; silent information regulator (SIR) along with SIR2 and SIR3; involved in assembly of silent chromatin domains at telomeres and the silent mating-type loci; some SIR4 alleles prolong lifespan; required for Ku-mediated telomerase recruitment ; telomere lengthening ; and telomere hypercluster formation in quiescent yeast cells""",Verified ORF
2425,4,923675,0.0023244519110612,0.0854765375340885,0.978320340580278,YDR228C,PCF11,SGDID:S000002636,CDS,CDS,"""mRNA 3' end processing factor; essential component of cleavage and polyadenylation factor IA (CF IA) ; involved in pre-mRNA 3' end processing and in transcription termination; binds C-terminal domain of largest subunit of RNA pol II (Rpo21p); required for gene looping; relocalizes to the cytosol in response to hypoxia""",Verified ORF
2426,4,924091,-0.0520005454523773,0.0852330726155283,0.542189294414088,YDR228C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2427,4,924619,-0.0589937730822924,0.0855519913586037,0.490919984199729,YDR229W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2429,4,926384,-0.059119865938364,0.0855004961666733,0.489733257364858,YDR230W,YDR230W,SGDID:S000002638,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene COX20/YDR231C""",Dubious ORF
2430,4,926385,-0.0800329506053219,0.085260288760468,0.348531934676903,YDR230W,YDR230W,SGDID:S000002638,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene COX20/YDR231C""",Dubious ORF
2431,4,926405,-0.0778682047842341,0.0847962964925205,0.359090283356584,YDR230W,YDR230W,SGDID:S000002638,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene COX20/YDR231C""",Dubious ORF
2432,4,926695,-0.054398103335538,0.0854275769495006,0.524684446049646,YDR231C,COX20,SGDID:S000002639,CDS,CDS,"""Mitochondrial inner membrane protein; required for proteolytic processing of Cox2p and its assembly into cytochrome c oxidase""",Verified ORF
2433,4,926907,-0.0414821547519562,0.084982385147731,0.625763294321421,YDR231C,COX20,SGDID:S000002639,CDS,CDS,"""Mitochondrial inner membrane protein; required for proteolytic processing of Cox2p and its assembly into cytochrome c oxidase""",Verified ORF
2434,4,927194,-0.10131281789941,0.0848304813108448,0.233163564334995,YDR232W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2435,4,927218,-0.0596166933589366,0.0856782641081786,0.486999087262191,YDR232W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2436,4,927223,-0.120930262050488,0.0853782586306667,0.157538541757291,YDR232W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2437,4,927509,-0.0742284301486566,0.0852243290566746,0.384358647971311,YDR232W,HEM1,SGDID:S000002640,CDS,CDS,"""5-aminolevulinate synthase; catalyzes the first step in the heme biosynthetic pathway; an N-terminal signal sequence is required for localization to the mitochondrial matrix; expression is regulated by Hap2p-Hap3p; has a pyridoxal phosphate cofactor whose insertion is mediated by Mcx1p""",Verified ORF
2438,4,927559,-0.130148785397936,0.0858841475243431,0.130566195900233,YDR232W,HEM1,SGDID:S000002640,CDS,CDS,"""5-aminolevulinate synthase; catalyzes the first step in the heme biosynthetic pathway; an N-terminal signal sequence is required for localization to the mitochondrial matrix; expression is regulated by Hap2p-Hap3p; has a pyridoxal phosphate cofactor whose insertion is mediated by Mcx1p""",Verified ORF
2439,4,927577,-0.0813382340711846,0.0854248820762617,0.341666875401567,YDR232W,HEM1,SGDID:S000002640,CDS,CDS,"""5-aminolevulinate synthase; catalyzes the first step in the heme biosynthetic pathway; an N-terminal signal sequence is required for localization to the mitochondrial matrix; expression is regulated by Hap2p-Hap3p; has a pyridoxal phosphate cofactor whose insertion is mediated by Mcx1p""",Verified ORF
2440,4,928575,-0.0741477415435891,0.0862229896229156,0.390398451273023,YDR232W,HEM1,SGDID:S000002640,CDS,CDS,"""5-aminolevulinate synthase; catalyzes the first step in the heme biosynthetic pathway; an N-terminal signal sequence is required for localization to the mitochondrial matrix; expression is regulated by Hap2p-Hap3p; has a pyridoxal phosphate cofactor whose insertion is mediated by Mcx1p""",Verified ORF
2441,4,929694,-0.116482911977071,0.085893643949565,0.175924745382748,YDR233C,RTN1,SGDID:S000002641,CDS,CDS,"""Reticulon protein; involved in nuclear pore assembly and maintenance of tubular ER morphology; promotes membrane curvature; regulates the ER asymmetry-induced inheritance block during ER stress; role in ER-derived peroxisomal biogenesis; increases tubular ER when overexpressed; mutants have reduced phosphatidylserine transfer between the ER and mitochondria; interacts with exocyst subunit Sec6p ; Yip3p ; and Sbh1p; member of the RTNLA subfamily""",Verified ORF
2442,4,930648,-0.112493510059009,0.0856608115019766,0.189953867591191,YDR234W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2443,4,930822,-0.0742954579717662,0.0857759479318672,0.386992256824933,YDR234W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2444,4,930823,-0.0821191537416541,0.0869146856310941,0.345394551456235,YDR234W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2445,4,930964,-0.183970041844324,0.0848633006024919,0.0308386700157115,YDR234W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2446,4,932727,-0.175060014707097,0.0857096980627372,0.0418468775667735,YDR234W,LYS4,SGDID:S000002642,CDS,CDS,"""Homoaconitase; catalyzes the conversion of homocitrate to homoisocitrate ; which is a step in the lysine biosynthesis pathway""",Verified ORF
