SNP,Chr,Pos,Effect,SE,SRO9_SGN1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2582,4,1234689,0.0021769074746109,0.0902604127010288,0.980772052732855,YDR380W,ARO10,SGDID:S000002788,CDS,CDS,"""Phenylpyruvate decarboxylase; catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde ; which is the first specific step in the Ehrlich pathway; involved in protein N-terminal Met and Ala catabolism""",Verified ORF
2583,4,1235338,-0.0376850921589562,0.090368139389928,0.676919119542172,YDR380W,ARO10,SGDID:S000002788,CDS,CDS,"""Phenylpyruvate decarboxylase; catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde ; which is the first specific step in the Ehrlich pathway; involved in protein N-terminal Met and Ala catabolism""",Verified ORF
2584,4,1235719,-0.0248402791955681,0.0902508035338823,0.783295885182979,YDR380W,ARO10,SGDID:S000002788,CDS,CDS,"""Phenylpyruvate decarboxylase; catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde ; which is the first specific step in the Ehrlich pathway; involved in protein N-terminal Met and Ala catabolism""",Verified ORF
2586,4,1242195,-0.0555628173116425,0.0903420060980252,0.538932824732347,YDR384C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2587,4,1242241,-0.0462219457880201,0.0904967759667756,0.609839837425896,YDR384C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2588,4,1242383,-0.0517332242306649,0.0907287014750769,0.568906888698884,YDR384C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2589,4,1246177,-0.0428826404729526,0.0901071989717564,0.634435074239504,YDR386W,MUS81,SGDID:S000002794,CDS,CDS,"""Subunit of structure-specific Mms4p-Mus81p endonuclease; cleaves branched DNA; involved in DNA repair ; replication fork stability ; and joint molecule formation/resolution during meiotic recombination; promotes template switching during break-induced replication (BIR) ; causing non-reciprocal translocations (NRTs); helix-hairpin-helix protein; phosphorylation of non-catalytic subunit Mms4p by Cdc28p and Cdcp during mitotic cell cycle activates function of Mms4p-Mus81p""",Verified ORF
2590,4,1248530,-0.0328488331952748,0.0904960789661927,0.716832402313914,YDR387C,CIN10,SGDID:S000002795,CDS,CDS,"""Putative transporter; member of the sugar porter family; non-essential gene; overexpression results in elevated colony sectoring ; an indicator of chromosomal instability""",Uncharacterized ORF
2591,4,1248695,-0.0704673486542618,0.0903584057423013,0.435992969426918,YDR387C,CIN10,SGDID:S000002795,CDS,CDS,"""Putative transporter; member of the sugar porter family; non-essential gene; overexpression results in elevated colony sectoring ; an indicator of chromosomal instability""",Uncharacterized ORF
2592,4,1257382,-0.0771042490446427,0.0906863593329408,0.395773619479838,YDR391C,YDR391C,SGDID:S000002799,CDS,CDS,"""Putative protein of unknown function; possibly involved in zinc homeostasis; Bdf1p-dependent transcription induced by salt stress; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2593,4,1257441,-0.0009694455707078,0.0909251489699991,0.991499124694762,YDR391C,YDR391C,SGDID:S000002799,CDS,CDS,"""Putative protein of unknown function; possibly involved in zinc homeostasis; Bdf1p-dependent transcription induced by salt stress; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2594,4,1259337,0.0124797749286059,0.0917867994704546,0.891926601236607,YDR392W,SPT3,SGDID:S000002800,CDS,CDS,"""Subunit of the SAGA and SAGA-like transcriptional regulatory complexes; interacts with Spt15p to activate transcription of some RNA polymerase II-dependent genes ; also functions to inhibit transcription at some promoters; relocalizes to the cytosol in response to hypoxia""",Verified ORF
2595,4,1261236,-0.062698988420182,0.0903459579398322,0.488146324273419,YDR393W,SHE9,SGDID:S000002801,CDS,CDS,"""Protein required for normal mitochondrial morphology; localized to mitochondrial inner membrane; may be involved in fission of the inner membrane; forms a homo-oligomeric complex""",Verified ORF
2596,4,1261386,-0.118430628619578,0.0904346585385693,0.191192600128903,YDR394W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2597,4,1261899,-0.0659700136158431,0.0903164470442446,0.465610714416895,YDR394W,RPT3,SGDID:S000002802,CDS,CDS,"""ATPase of the 19S regulatory particle of the 26S proteasome; one of ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; substrate of N-acetyltransferase B""",Verified ORF
2599,4,1266919,-0.071076626296225,0.0907961904713673,0.434260550671733,YDR397C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2600,4,1267444,-0.0734200148893255,0.0909090034133199,0.419852695571579,YDR398W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2601,4,1268273,-0.0719441330256426,0.090770982532285,0.428549337602214,YDR398W,UTP5,SGDID:S000002806,CDS,CDS,"""Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit""",Verified ORF
2602,4,1268325,-0.0255578733363733,0.0907892731330793,0.778486021703184,YDR398W,UTP5,SGDID:S000002806,CDS,CDS,"""Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit""",Verified ORF
2603,4,1272320,-0.0520799992053863,0.091190397202668,0.568286619944266,YDR401W,YDR401W,SGDID:S000002809,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
2604,4,1276141,-0.044252796327312,0.0907029764343194,0.625932822218267,YDR403W,DIT1,SGDID:S000002811,CDS,CDS,"""Sporulation-specific enzyme required for spore wall maturation; involved in the production of a soluble LL-dityrosine-containing precursor of the spore wall; transcripts accumulate at the time of prospore enclosure""",Verified ORF
2606,4,1278618,-0.0530694828210405,0.0909739343644811,0.56003141223958,YDR406W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2607,4,1278772,-0.0194889906367527,0.0908080442961502,0.830189517071653,YDR406W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2608,4,1278850,-0.0238886863082813,0.0905644343927897,0.79210676687799,YDR406W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2609,4,1279912,-0.0534351893183267,0.0904316464766679,0.554972012203947,YDR406W,PDR15,SGDID:S000002814,CDS,CDS,"""Plasma membrane ATP binding cassette (ABC) transporter; multidrug transporter and general stress response factor implicated in cellular detoxification; regulated by Pdr1p ; Pdr3p and Pdr8p; promoter contains a PDR responsive element; PDR15 has a paralog ; PDR5 ; that arose from the whole genome duplication""",Verified ORF
2611,4,1285240,0.0048005515286444,0.090199644846393,0.957585609526982,YDR407C,TRS120,SGDID:S000002815,CDS,CDS,"""Component of transport protein particle (TRAPP) complex II; TRAPPII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p ; regulating intra-Golgi and endosome-Golgi traffic""",Verified ORF
2612,4,1287974,-0.0184823398708779,0.0906588386541558,0.838574958922444,YDR407C,TRS120,SGDID:S000002815,Close to 3'-UTR,Close to 3'-UTR,"""Component of transport protein particle (TRAPP) complex II; TRAPPII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p ; regulating intra-Golgi and endosome-Golgi traffic""",Verified ORF
2613,4,1291435,-0.0141742701458809,0.0902630329260457,0.875308658319625,YDR409W,SIZ1,SGDID:S000002817,CDS,CDS,"""SUMO E3 ligase; promotes attachment of small ubiquitin-related modifier sumo (Smt3p) to primarily cytoplasmic proteins; regulates Rsp5p ubiquitin ligase activity and is in turn itself regulated by Rsp5p; required for sumoylation of septins and histone H3 variant Cse4p ; a prerequisite for STUbL-mediated Ub-dependent degradation; localizes to the septin ring; acts as an adapter between E2 ; Ubc9p and substrates; tends to compensate for survival of DNA damage in absence of Nfi1p""",Verified ORF
2614,4,1292515,0.0561861287649742,0.0903580962042357,0.534464111006038,YDR410C,STE14,SGDID:S000002818,CDS,CDS,"""Farnesyl cysteine-carboxyl methyltransferase; mediates the carboxyl methylation step during C-terminal CAAX motif processing of a-factor and RAS proteins in the endoplasmic reticulum ; localizes to the ER membrane""",Verified ORF
2615,4,1296513,0.0421018812838311,0.0903583226798062,0.641543246013636,YDR414C,ERD1,SGDID:S000002822,CDS,CDS,"""Predicted membrane protein required for lumenal ER protein retention; recycles inorganic phosphate byproduct of glycosylation from ER and Golgi; mutants secrete the endogenous ER protein ; BiP (Kar2p)""",Verified ORF
2616,4,1311626,0.0367305013913032,0.0903764086211439,0.684682568816374,YDR420W,HKR1,SGDID:S000002828,CDS,CDS,"""Mucin family member that functions as an osmosensor in the HOG pathway; large ; highly glycosylated protein that functions redundantly with Msb2p in Sho1p-mediated osmostresss induction of the HOG signaling pathway; cytoplasmic domain interacts with Ahk1p a scaffold protein that prevents cross talk with the Kss1p MAPK of the filamentous growth pathway; mutant displays defects in beta-1,3 glucan synthesis and bud site selection""",Verified ORF
2617,4,1317259,0.074983407897388,0.090212162991226,0.406428412614852,YDR422C,SIP1,SGDID:S000002830,CDS,CDS,"""One of three alternate beta-subunits of the Snf1p kinase complex; may confer substrate specificity; vacuolar protein containing KIS (Kinase-Interacting Sequence) and ASC (Association with Snf1 kinase Complex) domains involved in protein interactions""",Verified ORF
2618,4,1318331,0.0595510921843159,0.0901258136692113,0.509200347243231,YDR423C,CAD1,SGDID:S000002831,CDS,CDS,"""AP-1-like basic leucine zipper (bZIP) transcriptional activator; involved in stress responses ; iron metabolism ; and pleiotropic drug resistance; controls a set of genes involved in stabilizing proteins; binds consensus sequence TTACTAA; CAD1 has a paralog ; YAP1 ; that arose from the whole genome duplication""",Verified ORF
2619,4,1318792,-0.0483439488518228,0.0917958733380188,0.598770055768028,YDR423C,CAD1,SGDID:S000002831,CDS,CDS,"""AP-1-like basic leucine zipper (bZIP) transcriptional activator; involved in stress responses ; iron metabolism ; and pleiotropic drug resistance; controls a set of genes involved in stabilizing proteins; binds consensus sequence TTACTAA; CAD1 has a paralog ; YAP1 ; that arose from the whole genome duplication""",Verified ORF
2620,4,1321563,0.0215925185787287,0.0903637807907697,0.811282220452138,YDR425W,SNX41,SGDID:S000002833,CDS,CDS,"""Sorting nexin; involved in the retrieval of late-Golgi SNAREs from the post-Golgi endosome to the trans-Golgi network; interacts with Snx4p""",Verified ORF
2621,4,1323799,-0.0113245135132597,0.0912680609891036,0.901322794352706,YDR428C,BNA7,SGDID:S000002836,CDS,CDS,"""Formylkynurenine formamidase; involved in the de novo biosynthesis of NAD from tryptophan via kynurenine""",Verified ORF
2622,4,1333470,-0.0006655768508167,0.090262616939282,0.994120791950303,YDR435C,PPM1,SGDID:S000002843,CDS,CDS,"""Carboxyl methyltransferase; methylates the C terminus of the protein phosphatase 2A catalytic subunit (Pph21p or Pph22p) ; which is important for complex formation with regulatory subunits; required for methionine to inhibit autophagy and promote growth""",Verified ORF
2623,4,1333527,-0.037899674710871,0.0909450545290177,0.677128054603959,YDR435C,PPM1,SGDID:S000002843,CDS,CDS,"""Carboxyl methyltransferase; methylates the C terminus of the protein phosphatase 2A catalytic subunit (Pph21p or Pph22p) ; which is important for complex formation with regulatory subunits; required for methionine to inhibit autophagy and promote growth""",Verified ORF
2624,4,1335357,-0.0447078074358067,0.0908750900093228,0.623046429455586,YDR436W,PPZ2,SGDID:S000002844,CDS,CDS,"""Serine/threonine protein phosphatase Z ; isoform of Ppz1p; involved in regulation of potassium transport ; which affects osmotic stability ; cell cycle progression ; and halotolerance""",Verified ORF
2625,4,1335426,-0.0565313373810037,0.0909125422106941,0.53446089501186,YDR436W,PPZ2,SGDID:S000002844,CDS,CDS,"""Serine/threonine protein phosphatase Z ; isoform of Ppz1p; involved in regulation of potassium transport ; which affects osmotic stability ; cell cycle progression ; and halotolerance""",Verified ORF
2626,4,1335638,-0.0273779929931047,0.0912083765260869,0.764224388011713,YDR436W,PPZ2,SGDID:S000002844,CDS,CDS,"""Serine/threonine protein phosphatase Z ; isoform of Ppz1p; involved in regulation of potassium transport ; which affects osmotic stability ; cell cycle progression ; and halotolerance""",Verified ORF
2628,4,1337514,-0.0546403049936286,0.0906811428113691,0.547192159045399,YDR437W,GPI19,SGDID:S000002845,CDS,CDS,"""Subunit of GPI-GlcNAc transferase involved in synthesis of GlcNAc-PI; N-acetylglucosaminyl phosphatidylinositol (GlcNAc-PI) is the first intermediate in glycosylphosphatidylinositol (GPI) anchor synthesis; shares similarity with mammalian PIG-P""",Verified ORF
2629,4,1338262,-0.0359688224874418,0.0929514724052404,0.699016443158264,YDR437W,GPI19,SGDID:S000002845,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of GPI-GlcNAc transferase involved in synthesis of GlcNAc-PI; N-acetylglucosaminyl phosphatidylinositol (GlcNAc-PI) is the first intermediate in glycosylphosphatidylinositol (GPI) anchor synthesis; shares similarity with mammalian PIG-P""",Verified ORF
2630,4,1338321,-0.0453654658924813,0.0907717058201414,0.617544606465531,YDR438W,THI74,SGDID:S000002846,CDS,CDS,"""Mitochondrial transporter repressible by thiamine; THI74 has a paralog ; YML018C ; that arose from the whole genome duplication; shows sequence homology to human gene SLC35F3 ; a thiamine transporter implicated in hypertension""",Verified ORF
2632,4,1342134,-0.0626829619423057,0.090960992309962,0.491200984590267,YDR440W,DOT1,SGDID:S000002848,Close to 3'-UTR,Close to 3'-UTR,"""Nucleosomal histone H3-Lys79 methylase; methylation is required for telomeric silencing ; meiotic checkpoint control ; and DNA damage response; single DOT1 gene produces two Dot1p isoforms from alternative translation start sites as a result of leaky scanning by the ribosome""",Verified ORF
2633,4,1342485,-0.0394149164631856,0.0906789170713428,0.664071476410145,YDR440W,DOT1,SGDID:S000002848,Close to 3'-UTR,Close to 3'-UTR,"""Nucleosomal histone H3-Lys79 methylase; methylation is required for telomeric silencing ; meiotic checkpoint control ; and DNA damage response; single DOT1 gene produces two Dot1p isoforms from alternative translation start sites as a result of leaky scanning by the ribosome""",Verified ORF
