SNP,Chr,Pos,Effect,SE,HNM1_RBD2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3236,5,432587,0.0207607566442604,0.0759890926313709,0.784853820627004,YER133W,GLC7,SGDID:S000000935,CDS,CDS,"""Type 1 S/T protein phosphatase (PP1) catalytic subunit; involved in glycogen metabolism ; sporulation and mitotic progression; interacts with multiple regulatory subunits; regulates actomyosin ring formation; subunit of CPF; recruited to mating projections by Afr1p interaction; regulates nucleocytoplasmic shuttling of Hxk2p; import into the nucleus is inhibited during spindle assembly checkpoint arrest; involved in dephosphorylating Rps6a/b and Bnr1p""",Verified ORF
3237,5,434634,0.0189036659925267,0.0755693619205492,0.802616969218891,YERCsigma3,YERCsigma3,SGDID:S000006906,Other features,LTR,"""Ty3 LTR""",reverse complement
3238,5,441308,0.0142232423727298,0.0760018493036571,0.851655737059827,SCR1_NFR/NDR,,,Promoter,Promoter,,Promoter
3239,5,441594,0.0283468562163385,0.075598615389165,0.707911464170347,YER137C,YER137C,SGDID:S000000939,CDS,CDS,"""Protein of unknown function""",Verified ORF
3245,5,451448,0.0237129048279597,0.0763877562648033,0.756418642141885,YER140W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3246,5,456087,-0.0707085882334498,0.0758123469688317,0.351623181599608,YER143W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3247,5,458086,-0.083908493647957,0.0757415341298602,0.268690936193143,YER144C,UBP5,SGDID:S000000946,CDS,CDS,"""Putative ubiquitin-specific protease; concentrates at the bud neck; UBP5 has a paralog ; DOA4 ; that arose from the whole genome duplication""",Verified ORF
3248,5,461234,-0.0958879796155338,0.0752283675891773,0.203280286707067,YER145C,FTR1,SGDID:S000000947,CDS,CDS,"""High affinity iron permease; involved in the transport of iron across the plasma membrane; forms complex with Fet3p; expression is regulated by iron; protein abundance increases in response to DNA replication stress""",Verified ORF
3250,5,463004,-0.0969990075371753,0.0758854790282708,0.202008581353819,YER147C,SCC4,SGDID:S000000949,CDS,CDS,"""Subunit of cohesin loading factor (Scc2p-Scc4p); complex is required for the loading of cohesin complexes onto chromosomes; involved in establishing sister chromatid cohesion during double-strand break repair via phosphorylated histone H2AX""",Verified ORF
3251,5,465043,-0.0048586100582908,0.076663481733865,0.949503122300262,YER148W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3252,5,467724,0.0220524987525999,0.0757537760264467,0.771140009302654,YER149C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3253,5,468076,0.0196085340915303,0.0760136287767352,0.796587508078101,YER150W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3254,5,469078,-0.0456190198701709,0.0763337077260341,0.550472588760556,YER150W,SPI1,SGDID:S000000952,Close to 3'-UTR,Close to 3'-UTR,"""GPI-anchored cell wall protein involved in weak acid resistance; basal expression requires Msn2p/Msn4p; expression is induced under conditions of stress and during the diauxic shift; SPI1 has a paralog ; SED1 ; that arose from the whole genome duplication""",Verified ORF
3255,5,469404,-0.0522737825607146,0.0766701779994944,0.49581204988678,tV(AAC)E2_NFR/NDR,,,Promoter,Promoter,,Promoter
3256,5,475322,-0.04194471697337,0.0755448692783643,0.579089571728654,YER154W,OXA1,SGDID:S000000956,CDS,CDS,"""Mitochondrial inner membrane insertase; mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane; also has a role in insertion of carrier proteins into the inner membrane; acts as a voltage-gated ion channel ; activated by substrate peptides; interacts with mitochondrial ribosomes; conserved from bacteria to animals""",Verified ORF
3257,5,475607,-0.0531072787042825,0.0754337979645372,0.481881363957453,YER154W,OXA1,SGDID:S000000956,CDS,CDS,"""Mitochondrial inner membrane insertase; mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane; also has a role in insertion of carrier proteins into the inner membrane; acts as a voltage-gated ion channel ; activated by substrate peptides; interacts with mitochondrial ribosomes; conserved from bacteria to animals""",Verified ORF
3258,5,475736,-0.0667786891834551,0.0753340807143121,0.37598720094297,YER154W,OXA1,SGDID:S000000956,CDS,CDS,"""Mitochondrial inner membrane insertase; mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane; also has a role in insertion of carrier proteins into the inner membrane; acts as a voltage-gated ion channel ; activated by substrate peptides; interacts with mitochondrial ribosomes; conserved from bacteria to animals""",Verified ORF
3259,5,478715,-0.044359996739667,0.0763087253761888,0.561393958987832,YER155C,BEM2,SGDID:S000000957,CDS,CDS,"""Rho GTPase activating protein (RhoGAP); contains RhoGAP activity specific for both Rho1p and Cdc42p ; and potentially Rho4p; acts with the RhoGAP Bem3p to negatively regulate Cdc42p-dependent signal transduction; involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence and for the morphogenesis checkpoint in response to actin depolymerization; localizes to sites of polarized growth and the plasma membrane""",Verified ORF
3260,5,478932,-0.0529340351396234,0.0762250267272272,0.487860407995006,YER155C,BEM2,SGDID:S000000957,CDS,CDS,"""Rho GTPase activating protein (RhoGAP); contains RhoGAP activity specific for both Rho1p and Cdc42p ; and potentially Rho4p; acts with the RhoGAP Bem3p to negatively regulate Cdc42p-dependent signal transduction; involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence and for the morphogenesis checkpoint in response to actin depolymerization; localizes to sites of polarized growth and the plasma membrane""",Verified ORF
3261,5,479996,-0.0698182264863653,0.0759402503888869,0.358522729404405,YER155C,BEM2,SGDID:S000000957,CDS,CDS,"""Rho GTPase activating protein (RhoGAP); contains RhoGAP activity specific for both Rho1p and Cdc42p ; and potentially Rho4p; acts with the RhoGAP Bem3p to negatively regulate Cdc42p-dependent signal transduction; involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence and for the morphogenesis checkpoint in response to actin depolymerization; localizes to sites of polarized growth and the plasma membrane""",Verified ORF
3262,5,482003,-0.0165358359106989,0.0756659689941448,0.827136793999399,YER155C,BEM2,SGDID:S000000957,CDS,CDS,"""Rho GTPase activating protein (RhoGAP); contains RhoGAP activity specific for both Rho1p and Cdc42p ; and potentially Rho4p; acts with the RhoGAP Bem3p to negatively regulate Cdc42p-dependent signal transduction; involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence and for the morphogenesis checkpoint in response to actin depolymerization; localizes to sites of polarized growth and the plasma membrane""",Verified ORF
3263,5,482536,-0.0200869748830875,0.0756635344312909,0.790796518587021,YER155C,BEM2,SGDID:S000000957,CDS,CDS,"""Rho GTPase activating protein (RhoGAP); contains RhoGAP activity specific for both Rho1p and Cdc42p ; and potentially Rho4p; acts with the RhoGAP Bem3p to negatively regulate Cdc42p-dependent signal transduction; involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence and for the morphogenesis checkpoint in response to actin depolymerization; localizes to sites of polarized growth and the plasma membrane""",Verified ORF
3265,5,484954,-0.0067571661330469,0.0757662220133516,0.928985928562461,YER157W,COG3,SGDID:S000000959,CDS,CDS,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
3266,5,486157,0.03008013050247,0.0756325969888777,0.691081531352999,YER157W,COG3,SGDID:S000000959,CDS,CDS,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
3267,5,486882,0.088806937762576,0.0771528112726398,0.250489699464211,YER157W,COG3,SGDID:S000000959,CDS,CDS,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
3270,5,487404,0.0639876481795144,0.0763611231111278,0.402619577820947,tE(UUC)E3_NFR/NDR,,,Promoter,Promoter,,Promoter
3273,5,489636,0.0568378579802233,0.0757066580112387,0.453294660769986,YER158C,YER158C,SGDID:S000000960,CDS,CDS,"""Protein of unknown function; potentially phosphorylated by Cdc28p; YER158C has a paralog ; AFR1 ; that arose from the whole genome duplication""",Uncharacterized ORF
3274,5,490549,0.0275873158270403,0.0754617569134657,0.714897398885093,YER158C,YER158C,SGDID:S000000960,CDS,CDS,"""Protein of unknown function; potentially phosphorylated by Cdc28p; YER158C has a paralog ; AFR1 ; that arose from the whole genome duplication""",Uncharacterized ORF
3275,5,491806,-0.0069920213767158,0.0753743157563396,0.926143692663466,YER159C,BUR6,SGDID:S000000961,CDS,CDS,"""Subunit of a heterodimeric NC2 transcription regulator complex; complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription; homologous to human NC2alpha; complex also includes Ncb2p; bur6 ncb2 double mutation is functionally complemented by coexpression of human DRAP1 and DR1 ; although the single bur6 mutation is not complemented by its ortholog DRAP1""",Verified ORF
3276,5,491888,0.0062037829569116,0.0756129482958403,0.934656182834597,YER159C,BUR6,SGDID:S000000961,CDS,CDS,"""Subunit of a heterodimeric NC2 transcription regulator complex; complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription; homologous to human NC2alpha; complex also includes Ncb2p; bur6 ncb2 double mutation is functionally complemented by coexpression of human DRAP1 and DR1 ; although the single bur6 mutation is not complemented by its ortholog DRAP1""",Verified ORF
3279,5,499612,-0.0061023116766955,0.0754005872309081,0.935541987505125,YER161C,SPT2,SGDID:S000000963,CDS,CDS,"""Protein involved in negative regulation of transcription; required for RNA polyadenylation; exhibits regulated interactions with both histones and SWI-SNF components; relocalizes to the cytosol in response to hypoxia; similar to mammalian HMG1 proteins""",Verified ORF
3280,5,502460,-0.0057005171561369,0.0759613641654889,0.94022145348159,YER162C,RAD4,SGDID:S000000964,CDS,CDS,"""Damaged-DNA binding subunit of Nuclear Excision Repair Factor 2; recognizes and binds damaged DNA with Rad23p during nucleotide excision repair (NER); also involved with Rad23p in turnover of ubiquitylated proteins; Rad4p-Rad23p heterodimer binds to promoters of DNA damage response genes to repress their transcription in the absence of DNA damage; RAD4 and RAD51 pathways confer resistance to benzo[a]pyrene dihydrodiol""",Verified ORF
3281,5,504765,0.0464134131610348,0.0762370634751496,0.543046072485308,SUT098,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3282,5,504884,0.0485548986542306,0.0759179966177635,0.522866808915617,SUT098,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3283,5,509836,0.0449445844183682,0.0767302097961284,0.558419014683682,YER164W,CHD1,SGDID:S000000966,Close to 3'-UTR,Close to 3'-UTR,"""Chromatin remodeler that regulates various aspects of transcription; acts in in conjunction with Isw1b to regulate chromatin structure and maintain chromatin integrity during transcription elongation by RNAP II by preventing trans-histone exchange over coding regions; contains a chromo domain ; a helicase domain and a DNA-binding domain; component of both the SAGA and SLIK complexes""",Verified ORF
3285,5,511350,0.0169127003118347,0.0761426803755068,0.824350061789777,YER165W,PAB1,SGDID:S000000967,CDS,CDS,"""Poly(A) binding protein; interacts with the cleavage factor complex CF I ; mediates interactions between the 5' cap structure and the 3' mRNA poly(A) tail ; involved in control of poly(A) tail length ; interacts with translation factor eIF-4G; stimulates ; but is not required for the deadenylation activity of the Pan2p-Pan3p poly(A)-ribonuclease complex""",Verified ORF
3286,5,512696,0.0655208700304187,0.0766413445586229,0.393185014540038,YER165C-A,YER165C-A,SGDID:S000028762,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene DNF1/YER166W""",Dubious ORF
3287,5,512931,0.0398862560657238,0.0756413023891502,0.598311032681187,YER165C-A,YER165C-A,SGDID:S000028762,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene DNF1/YER166W""",Dubious ORF
3288,5,514582,0.042464949695472,0.0756612992824588,0.574982822473883,YER166W,DNF1,SGDID:S000000968,CDS,CDS,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3289,5,515315,0.0506690092762798,0.0756733961052336,0.503566512704001,YER166W,DNF1,SGDID:S000000968,CDS,CDS,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3290,5,515397,0.0459475527416968,0.0756100011064016,0.543782855630578,YER166W,DNF1,SGDID:S000000968,CDS,CDS,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
