SNP,Chr,Pos,Effect,SE,TPO1_MID2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
360,2,177341,0.260467271781574,0.150197318434147,0.0837614190474903,YBL023C,MCM2,SGDID:S000000119,CDS,CDS,"""Protein involved in DNA replication; component of the Mcm2-7 hexameric helicase complex that binds chromatin as a part of the pre-replicative complex; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
361,2,180314,0.213316834613077,0.150458592354745,0.157137781343223,YBL022C,PIM1,SGDID:S000000118,CDS,CDS,"""ATP-dependent Lon protease; involved in degradation of misfolded mitochondrial proteins; required for mitochondrial maintenance and biogenesis; regulates mitochondrial DNA copy number with Mrx6p; subunit of a complex containing Mrx6p ; Pet20p ; and Mam33p that may regulate mtDNA replication; protease-independent ; chaperone-like function in mitochondrial membrane complex assembly; localizes to the mitochondrial matrix""",Verified ORF
362,2,180339,0.214619120342208,0.15083563962737,0.155657702779806,YBL022C,PIM1,SGDID:S000000118,CDS,CDS,"""ATP-dependent Lon protease; involved in degradation of misfolded mitochondrial proteins; required for mitochondrial maintenance and biogenesis; regulates mitochondrial DNA copy number with Mrx6p; subunit of a complex containing Mrx6p ; Pet20p ; and Mam33p that may regulate mtDNA replication; protease-independent ; chaperone-like function in mitochondrial membrane complex assembly; localizes to the mitochondrial matrix""",Verified ORF
363,2,182758,0.212408319085265,0.1503004887469,0.158470911095518,YBL020W,RFT1,SGDID:S000000116,CDS,CDS,"""Membrane protein required for translocation of Man5GlcNac2-PP-Dol; required for translocation of Man5GlcNac2-PP-Dol from the cytoplasmic side to the lumenal side of the ER membrane but is not the flippase; mutation is suppressed by expression of human p53 protein; essential gene""",Verified ORF
364,2,183619,0.178571658834621,0.151019824502347,0.237827581352552,YBL020W,RFT1,SGDID:S000000116,CDS,CDS,"""Membrane protein required for translocation of Man5GlcNac2-PP-Dol; required for translocation of Man5GlcNac2-PP-Dol from the cytoplasmic side to the lumenal side of the ER membrane but is not the flippase; mutation is suppressed by expression of human p53 protein; essential gene""",Verified ORF
367,2,187176,0.119744714230489,0.15200887252016,0.431372637331408,YBL017C,PEP1,SGDID:S000000113,CDS,CDS,"""Type I transmembrane sorting receptor for multiple vacuolar hydrolases; cycles between the late-Golgi and prevacuolar endosome-like compartments""",Verified ORF
368,2,191066,0.160413113038216,0.153041788718294,0.29527950878727,YBL017C,PEP1,SGDID:S000000113,CDS,CDS,"""Type I transmembrane sorting receptor for multiple vacuolar hydrolases; cycles between the late-Golgi and prevacuolar endosome-like compartments""",Verified ORF
371,2,191599,0.0957150684074844,0.151070057567332,0.526764808711365,YBL017C,PEP1,SGDID:S000000113,Close to 3'-UTR,Close to 3'-UTR,"""Type I transmembrane sorting receptor for multiple vacuolar hydrolases; cycles between the late-Golgi and prevacuolar endosome-like compartments""",Verified ORF
373,2,191763,0.12058436583558,0.151618810949571,0.426966061925992,YBL017C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
374,2,191959,0.0952148320722718,0.151299465068282,0.529550734576647,YBL017C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
376,2,195759,-0.0367819368599955,0.152671624798038,0.809755522191102,YBL015W,ACH1,SGDID:S000000111,Close to 3'-UTR,Close to 3'-UTR,"""Protein with CoA transferase activity; particularly for CoASH transfer from succinyl-CoA to acetate; has minor acetyl-CoA-hydrolase activity; phosphorylated; required for acetate utilization and for diploid pseudohyphal growth""",Verified ORF
377,2,196912,-0.126920299886735,0.150062570820256,0.398247016705883,B:195703-197015,,,Intergenic region,Intergenic region,between YBL015W and YBLCdelta7,Intergenic region
379,2,198110,-0.157666224554894,0.150881551669885,0.296753313915099,YBL014C,RRN6,SGDID:S000000110,Close to 3'-UTR,Close to 3'-UTR,"""Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p ; Rrn7p ; and Rrn11p""",Verified ORF
381,2,198805,-0.117175999441188,0.151637430517239,0.440194556627338,YBL014C,RRN6,SGDID:S000000110,Close to 3'-UTR,Close to 3'-UTR,"""Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p ; Rrn7p ; and Rrn11p""",Verified ORF
382,2,198891,-0.125599595342069,0.150435010671012,0.404333445228511,YBL014C,RRN6,SGDID:S000000110,Close to 3'-UTR,Close to 3'-UTR,"""Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p ; Rrn7p ; and Rrn11p""",Verified ORF
383,2,199248,-0.132160173905139,0.150763362477301,0.38129644965516,YBL014C,RRN6,SGDID:S000000110,CDS,CDS,"""Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p ; Rrn7p ; and Rrn11p""",Verified ORF
384,2,201782,-0.166552023568255,0.150481023226164,0.269135135296394,YBL013W_NFR/NDR,,,Promoter,Promoter,,Promoter
385,2,203285,0.0124698646590275,0.15015601051863,0.933861988955135,YBL011W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
386,2,203783,-0.0164798217373746,0.149831578907435,0.91248062085745,YBL012C,YBL012C,SGDID:S000000108,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
387,2,204179,-0.0331405157689495,0.150186345445679,0.825482691936774,YBL011W,SCT1,SGDID:S000000107,CDS,CDS,"""Glycerol 3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase; dual substrate-specific acyltransferase of the glycerolipid biosynthesis pathway; prefers 16-carbon fatty acids; similar to Gpt2p; gene is constitutively transcribed""",Verified ORF
388,2,205406,-0.0258539449242167,0.151733633380705,0.864800786232709,YBL011W,SCT1,SGDID:S000000107,CDS,CDS,"""Glycerol 3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase; dual substrate-specific acyltransferase of the glycerolipid biosynthesis pathway; prefers 16-carbon fatty acids; similar to Gpt2p; gene is constitutively transcribed""",Verified ORF
389,2,205834,-0.0387172776958618,0.150999048913684,0.797785618837627,YBL011W,SCT1,SGDID:S000000107,Close to 3'-UTR,Close to 3'-UTR,"""Glycerol 3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase; dual substrate-specific acyltransferase of the glycerolipid biosynthesis pathway; prefers 16-carbon fatty acids; similar to Gpt2p; gene is constitutively transcribed""",Verified ORF
391,2,207192,-0.0080996291776716,0.150871282773395,0.957215951905369,YBL009W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
392,2,207561,0.0201752857345657,0.150201189422509,0.893224709397632,YBL009W,ALK2,SGDID:S000000105,CDS,CDS,"""Atypical protein kinase; along with its paralog ; ALK1 ; required for proper spindle positioning and nuclear segregation following mitotic arrest ; proper organization of cell polarity factors in mitosis ; proper localization of formins and polarity factors ; and survival in cells that activate spindle assembly checkpoint; negatively regulates the morphogenesis checkpoint in response to polarity insults in opposition to ALK1; phosphorylated in response to DNA damage; similar to mammalian haspins""",Verified ORF
393,2,208682,0.0138369599001457,0.149950531486776,0.926530440861731,YBL009W,ALK2,SGDID:S000000105,CDS,CDS,"""Atypical protein kinase; along with its paralog ; ALK1 ; required for proper spindle positioning and nuclear segregation following mitotic arrest ; proper organization of cell polarity factors in mitosis ; proper localization of formins and polarity factors ; and survival in cells that activate spindle assembly checkpoint; negatively regulates the morphogenesis checkpoint in response to polarity insults in opposition to ALK1; phosphorylated in response to DNA damage; similar to mammalian haspins""",Verified ORF
394,2,210102,-0.0385122612210812,0.150325627986974,0.797951623891666,YBL008W,HIR1,SGDID:S000000104,CDS,CDS,"""Subunit of the HIR complex; HIR is a nucleosome assembly complex involved in regulation of histone gene transcription; contributes to nucleosome formation ; heterochromatic gene silencing ; and formation of functional kinetochores""",Verified ORF
396,2,214801,-0.037586586479771,0.150319136435507,0.802697806562363,YBL007C,SLA1,SGDID:S000000103,CDS,CDS,"""Cytoskeletal protein binding protein; required for assembly of the cortical actin cytoskeleton; interacts with proteins regulating actin dynamics and proteins required for endocytosis; found in the nucleus and cell cortex; has 3 SH3 domains""",Verified ORF
397,2,215016,-0.0311142690567022,0.150237544783768,0.836050793109815,YBL007C,SLA1,SGDID:S000000103,CDS,CDS,"""Cytoskeletal protein binding protein; required for assembly of the cortical actin cytoskeleton; interacts with proteins regulating actin dynamics and proteins required for endocytosis; found in the nucleus and cell cortex; has 3 SH3 domains""",Verified ORF
398,2,218876,-0.098588720656779,0.151709269599578,0.516209852738166,YBL005W,PDR3,SGDID:S000000101,CDS,CDS,"""Transcriptional activator of the pleiotropic drug resistance network; regulates expression of ATP-binding cassette (ABC) transporters through binding to cis-acting PDRE sites (PDR responsive elements); has a role in response to drugs and organic solvents; post-translationally up-regulated in cells lacking functional mitochondrial genome; involved in diauxic shift; relative distribution to nucleus increases upon DNA replication stress; APCC(Cdh1) substrate""",Verified ORF
399,2,227511,-0.065103969357036,0.152835132383967,0.670385561474528,YBL004W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
400,2,230378,-0.115418888201929,0.150822830889241,0.444627241092597,YBL004W,UTP20,SGDID:S000000100,CDS,CDS,"""Component of the small-subunit (SSU) processome; SSU processome is involved in the biogenesis of the 18S rRNA""",Verified ORF
401,2,231943,-0.114669471530381,0.151257578518928,0.448892577503367,YBL004W,UTP20,SGDID:S000000100,CDS,CDS,"""Component of the small-subunit (SSU) processome; SSU processome is involved in the biogenesis of the 18S rRNA""",Verified ORF
402,2,232156,-0.12363866094971,0.151175449807106,0.413995214801129,YBL004W,UTP20,SGDID:S000000100,CDS,CDS,"""Component of the small-subunit (SSU) processome; SSU processome is involved in the biogenesis of the 18S rRNA""",Verified ORF
403,2,232789,-0.123015565674426,0.150640567386884,0.414698397477397,YBL004W,UTP20,SGDID:S000000100,CDS,CDS,"""Component of the small-subunit (SSU) processome; SSU processome is involved in the biogenesis of the 18S rRNA""",Verified ORF
404,2,238524,-0.116392267397623,0.150867848943933,0.440935687715743,SUT008,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
405,2,241518,-0.132953376524853,0.152141351966188,0.382777389561767,YBR001C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
406,2,250396,-0.124221860479261,0.151123001422151,0.411636443230241,YBR007C,DSF2,SGDID:S000000211,CDS,CDS,"""Deletion suppressor of mpt5 mutation; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
407,2,250466,-0.104070641286202,0.151112656771032,0.491467135881439,YBR007C,DSF2,SGDID:S000000211,CDS,CDS,"""Deletion suppressor of mpt5 mutation; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
408,2,252305,-0.171587986565876,0.151339649313334,0.257650364099078,YBR008C,FLR1,SGDID:S000000212,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; involved in efflux of fluconazole ; diazaborine ; benomyl ; methotrexate ; and other drugs; expression induced in cells treated with the mycotoxin patulin; relocalizes from nucleus to plasma membrane upon DNA replication stress""",Verified ORF
409,2,254571,-0.112160352490267,0.153628501651543,0.465828457200495,YBR008C,FLR1,SGDID:S000000212,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; involved in efflux of fluconazole ; diazaborine ; benomyl ; methotrexate ; and other drugs; expression induced in cells treated with the mycotoxin patulin; relocalizes from nucleus to plasma membrane upon DNA replication stress""",Verified ORF
410,2,254742,-0.0929650289524204,0.153525897599997,0.545213879732831,CUT009_NFR/NDR,,,Promoter,Promoter,,Promoter
411,2,254908,-0.0696023029587478,0.154734598260803,0.653118253313218,CUT009,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
413,2,255862,-0.15838041345006,0.153615457160796,0.303237915071471,YBR009C,HHF1,SGDID:S000000213,Close to 3'-UTR,Close to 3'-UTR,"""Histone H4; core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF2); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity""",Verified ORF
414,2,255975,-0.135165675541674,0.15312222963147,0.37798257904696,YBR009C,HHF1,SGDID:S000000213,Close to 3'-UTR,Close to 3'-UTR,"""Histone H4; core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF2); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity""",Verified ORF
415,2,258311,-0.235410780174161,0.150238364541809,0.118030466246051,YBR011C,IPP1,SGDID:S000000215,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic inorganic pyrophosphatase (PPase); homodimer that catalyzes the rapid exchange of oxygens from Pi with water ; highly expressed and essential for viability ; active-site residues show identity to those from E. coli PPase""",Verified ORF
416,2,259284,-0.108513388631586,0.151157263335594,0.473303601438882,YBR012C,YBR012C,SGDID:S000000216,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; expression induced by iron-regulated transcriptional activator Aft2p""",Dubious ORF
417,2,266330,-0.0976192000568301,0.151829103604376,0.520671055364729,YBRCdelta14_NFR/NDR,,,Promoter,Promoter,,Promoter
418,2,267100,-0.121321962376494,0.151769599203348,0.424606207416881,YBR014C,GRX7,SGDID:S000000218,CDS,CDS,"""Cis-golgi localized monothiol glutaredoxin; more similar in activity to dithiol than other monothiol glutaredoxins; involved in the oxidative stress response; does not bind metal ions; GRX7 has a paralog ; GRX6 ; that arose from the whole genome duplication""",Verified ORF
