SNP,Chr,Pos,Effect,SE,ERV25_ORM2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2448,4,934911,-0.0179460598942818,0.0673211107090931,0.789952800263917,YDR235W,PRP42,SGDID:S000002643,CDS,CDS,"""U1 snRNP protein involved in splicing; required for U1 snRNP biogenesis; contains multiple tetriatricopeptide repeats""",Verified ORF
2449,4,936493,-0.0083090540378681,0.0674068857156777,0.901965713657656,YDR237W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2450,4,936521,0.0081762788063615,0.0669237014544027,0.902831418942753,YDR236C,FMN1,SGDID:S000002644,Close to 3'-UTR,Close to 3'-UTR,"""Riboflavin kinase ; produces riboflavin monophosphate (FMN); FMN is a necessary cofactor for many enzymes; predominantly localizes to the microsomal fraction and also found in the mitochondrial inner membrane; human RFK functionally complements the lethality of the null mutation""",Verified ORF
2451,4,936663,0.0479702627403361,0.0670638405606421,0.474901140218786,YDR237W,MRPL7,SGDID:S000002645,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit; MRPL7 produces both YmL5 and YmL7 ; which are two different modified forms of the same protein""",Verified ORF
2452,4,937563,0.0530494467601179,0.066889010074525,0.428254274110707,YDR237W,MRPL7,SGDID:S000002645,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit; MRPL7 produces both YmL5 and YmL7 ; which are two different modified forms of the same protein""",Verified ORF
2455,4,938323,0.0413348586636483,0.0667226701342618,0.535985033942706,YDR238C,SEC26,SGDID:S000002646,CDS,CDS,"""Essential beta-coat protein of the COPI coatomer; involved in ER-to-Golgi protein trafficking and maintenance of normal ER morphology; shares 43% sequence identity with mammalian beta-coat protein (beta-COP)""",Verified ORF
2456,4,938510,0.0429572265735033,0.0673771795450808,0.524171211279439,YDR238C,SEC26,SGDID:S000002646,CDS,CDS,"""Essential beta-coat protein of the COPI coatomer; involved in ER-to-Golgi protein trafficking and maintenance of normal ER morphology; shares 43% sequence identity with mammalian beta-coat protein (beta-COP)""",Verified ORF
2457,4,938617,0.0591245006187757,0.0667467652514803,0.376326583233654,YDR238C,SEC26,SGDID:S000002646,CDS,CDS,"""Essential beta-coat protein of the COPI coatomer; involved in ER-to-Golgi protein trafficking and maintenance of normal ER morphology; shares 43% sequence identity with mammalian beta-coat protein (beta-COP)""",Verified ORF
2458,4,941039,0.063154558926661,0.0669352962929352,0.346062063091441,YDR238C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2459,4,941936,0.0683247287690717,0.0670914626357767,0.30919396827248,YDR239C,YDR239C,SGDID:S000002647,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
2460,4,942067,0.0759398250001869,0.0664991019659025,0.254241471942584,YDR239C,YDR239C,SGDID:S000002647,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
2461,4,942069,0.0764389651341189,0.0663102403901899,0.249794033304434,YDR239C,YDR239C,SGDID:S000002647,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
2462,4,942533,0.0783041770544173,0.066678054967375,0.241041667860538,YDR239C,YDR239C,SGDID:S000002647,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
2463,4,944445,0.071527931896025,0.0664209979950718,0.282265996843829,YDR240C,SNU56,SGDID:S000002648,CDS,CDS,"""Component of U1 snRNP required for mRNA splicing via spliceosome; yeast specific ; no metazoan counterpart; interacts with mRNA in commitment complex""",Verified ORF
2464,4,947317,0.0924154744205212,0.066626859726279,0.16629853023175,YDR242W,AMD2,SGDID:S000002650,CDS,CDS,"""Putative amidase""",Verified ORF
2465,4,948413,0.0301107377545776,0.0669005945658792,0.652927756245687,YDR242W,AMD2,SGDID:S000002650,CDS,CDS,"""Putative amidase""",Verified ORF
2466,4,949523,0.046463847000887,0.0666845442385805,0.486404781413488,YDR243C,PRP28,SGDID:S000002651,CDS,CDS,"""Pre-mRNA splicing factor; RNA binding protein involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family""",Verified ORF
2467,4,950108,0.0390909381352977,0.0666905428789444,0.558146531470862,YDR243C,PRP28,SGDID:S000002651,CDS,CDS,"""Pre-mRNA splicing factor; RNA binding protein involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family""",Verified ORF
2468,4,953287,0.0610305466643045,0.0670192443431046,0.36310536842003,YDR245W,MNN10,SGDID:S000002653,CDS,CDS,"""Subunit of a Golgi mannosyltransferase complex; complex mediates elongation of the polysaccharide mannan backbone; membrane protein of the mannosyltransferase family; other members of the complex are Anp1p ; Mnn9p ; Mnn11p ; and Hoc1p""",Verified ORF
2469,4,956734,0.06970459158904,0.0672810904092225,0.30090174067394,YDR247W,VHS1,SGDID:S000002655,CDS,CDS,"""Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant ; suggesting a role in G1/S phase progression; VHS1 has a paralog ; SKS1 ; that arose from the whole genome duplication""",Verified ORF
2471,4,959283,0.0668883516854285,0.0666194846284602,0.316049069512464,YDR249C,YDR249C,SGDID:S000002657,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
2472,4,960412,-0.0031110300710713,0.0675194980908227,0.963275709800474,YDR249C,YDR249C,SGDID:S000002657,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
2473,4,960833,0.012632707982974,0.0669004307058915,0.850335748292676,YDR251W,PAM1,SGDID:S000002659,CDS,CDS,"""Essential protein of unknown function; exhibits variable expression during colony morphogenesis; overexpression permits survival without protein phosphatase 2A ; inhibits growth ; and induces a filamentous phenotype; PAM1 has a paralog ; SVL3 ; that arose from the whole genome duplication""",Verified ORF
2474,4,961744,0.0082173416921378,0.0679743621873045,0.903847863077816,YDR251W,PAM1,SGDID:S000002659,CDS,CDS,"""Essential protein of unknown function; exhibits variable expression during colony morphogenesis; overexpression permits survival without protein phosphatase 2A ; inhibits growth ; and induces a filamentous phenotype; PAM1 has a paralog ; SVL3 ; that arose from the whole genome duplication""",Verified ORF
2475,4,962979,0.0191918414690328,0.0675706135991861,0.776556634947932,YDR251W,PAM1,SGDID:S000002659,CDS,CDS,"""Essential protein of unknown function; exhibits variable expression during colony morphogenesis; overexpression permits survival without protein phosphatase 2A ; inhibits growth ; and induces a filamentous phenotype; PAM1 has a paralog ; SVL3 ; that arose from the whole genome duplication""",Verified ORF
2477,4,964930,0.0372437122663722,0.0668233603732063,0.577644489788165,YDR254W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2478,4,965160,0.0415016270240098,0.0666273137231785,0.533757629986901,YDR254W,CHL4,SGDID:S000002662,CDS,CDS,"""Outer kinetochore protein required for chromosome stability; involved in new kinetochore assembly and sister chromatid cohesion; forms a stable complex with Iml3p; peripheral component of the Ctf19 kinetochore complex that interacts with Ctf19p ; Ctf3p ; and Mif2p; required for the spindle assembly checkpoint; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-N and fission yeast mis15""",Verified ORF
2479,4,969630,0.0133568772728224,0.0676768876137504,0.843657493679602,SUT063,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
2481,4,973283,0.014869383669422,0.0668353249096536,0.824070530941084,YDR258C,HSP78,SGDID:S000002666,CDS,CDS,"""Oligomeric mitochondrial matrix chaperone; cooperates with Ssc1p in mitochondrial thermotolerance after heat shock; able to prevent the aggregation of misfolded proteins as well as resolubilize protein aggregates""",Verified ORF
2482,4,974042,0.0201611509145243,0.066812289619859,0.763014153119259,YDR258C,HSP78,SGDID:S000002666,CDS,CDS,"""Oligomeric mitochondrial matrix chaperone; cooperates with Ssc1p in mitochondrial thermotolerance after heat shock; able to prevent the aggregation of misfolded proteins as well as resolubilize protein aggregates""",Verified ORF
2483,4,974632,0.0074656727077302,0.0671193110979298,0.911497275997763,CUT075,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
2484,4,974689,0.0211780998872992,0.0675102915732832,0.753932824064186,CUT075,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
2485,4,974731,-0.001191508773687,0.0664390722448676,0.985701751922626,CUT075,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
2492,4,975090,-0.0056656848641408,0.0666253464507954,0.932279404895506,YDR259C,YAP6,SGDID:S000002667,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication""",Verified ORF
2493,4,975108,-0.0085348778134841,0.0670931591159498,0.898847128829854,YDR259C,YAP6,SGDID:S000002667,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication""",Verified ORF
2496,4,975252,0.0004707857680296,0.0667398914781141,0.994375722954368,YDR259C,YAP6,SGDID:S000002667,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication""",Verified ORF
2497,4,975354,0.0367032426647298,0.0666891036570548,0.582418228704567,YDR259C,YAP6,SGDID:S000002667,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication""",Verified ORF
2498,4,975573,0.0092016188314519,0.0671445213186682,0.891075732548495,YDR259C,YAP6,SGDID:S000002667,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication""",Verified ORF
2499,4,975702,0.0167435166500255,0.0671565475073293,0.803257738317887,YDR259C,YAP6,SGDID:S000002667,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication""",Verified ORF
2504,4,976707,0.0099208956760638,0.0677636060415215,0.883685660578542,YDR259C,YAP6,SGDID:S000002667,Close to 3'-UTR,Close to 3'-UTR,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication""",Verified ORF
2505,4,977037,0.040061855389775,0.0671885005193551,0.551383304071355,YDR260C,SWM1,SGDID:S000002668,CDS,CDS,"""Subunit of the anaphase-promoting complex (APC); APC is an E3 ubiquitin ligase that regulates the metaphase-anaphase transition and exit from mitosis; required for activation of the daughter-specific gene expression and spore wall maturation""",Verified ORF
2506,4,977428,0.0374559958784122,0.0671328659087233,0.577240195413883,YDR260C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2507,4,979983,0.0454937604261537,0.0667213564890516,0.495782783166054,XUT_4F-449,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2508,4,980596,0.0313234795308559,0.0680336593900647,0.645504363956714,YDR261W-A,YDR261W-A,SGDID:S000007396,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag""",transposable_element_gene
2509,4,980779,0.0338054888299502,0.0669649913719503,0.613997935369821,YDR261W-A,YDR261W-A,SGDID:S000007396,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag""",transposable_element_gene
2510,4,980835,0.0214145352916852,0.0666673491483509,0.748237758556753,YDRWdelta19_NFR/NDR,,,Promoter,Promoter,,Promoter
2511,4,996583,0.02235741383957,0.0672382762653746,0.739701394079135,YDR264C,AKR1,SGDID:S000002672,CDS,CDS,"""Palmitoyl transferase involved in protein palmitoylation; acts as a negative regulator of pheromone response pathway; required for endocytosis of pheromone receptors; involved in cell shape control; contains ankyrin repeats; AKR1 has a paralog ; AKR2 ; that arose from the whole genome duplication; any of several human homologs encoding DHHC-type zinc fingers (ZDHHC) can complement temperature sensitivity of yeast akr1 null mutant""",Verified ORF
2512,4,997624,0.0253397969173194,0.0672104162226345,0.706383895703723,YDR264C,AKR1,SGDID:S000002672,CDS,CDS,"""Palmitoyl transferase involved in protein palmitoylation; acts as a negative regulator of pheromone response pathway; required for endocytosis of pheromone receptors; involved in cell shape control; contains ankyrin repeats; AKR1 has a paralog ; AKR2 ; that arose from the whole genome duplication; any of several human homologs encoding DHHC-type zinc fingers (ZDHHC) can complement temperature sensitivity of yeast akr1 null mutant""",Verified ORF
