SNP,Chr,Pos,Effect,SE,ERG11_PIS1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1558,4,122050,0.14650096587686,0.107193148272891,0.172588910202704,YDL190C,UFD2,SGDID:S000002349,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin (Ub) chain assembly factor (E4); forms branched Ub chains on substrates destined for degradation ; catalyzing K48-linked multi-monoubiquitination of K29-linked Ub chains assembled by the Ub-ligase Ufd4p; involved in the Ub-fusion degradation pathway ; OLE membrane fluidity pathway ; stress response survival and the ERAD pathway for misfolded proteins ; where it promotes ubiquitination and transfer of ERAD substrates to Rad23p; U-box family member; homologous to human Ufd2a and Ufd2b""",Verified ORF
1559,4,122309,0.164215368201619,0.107314602007404,0.126856930551186,YDL189W,RBS1,SGDID:S000002348,CDS,CDS,"""Protein involved in assembly of the RNA polymerase III (Pol III) complex; high copy suppressor of Pol III assembly mutation and psk1 psk2 mutations that confer temperature-sensitivity for galactose utilization; physically interacts with Pol III; proposed to bind single-stranded nucleic acids via its R3H domain""",Verified ORF
1560,4,122365,0.187570945822837,0.107439202263346,0.0817098900343966,YDL189W,RBS1,SGDID:S000002348,CDS,CDS,"""Protein involved in assembly of the RNA polymerase III (Pol III) complex; high copy suppressor of Pol III assembly mutation and psk1 psk2 mutations that confer temperature-sensitivity for galactose utilization; physically interacts with Pol III; proposed to bind single-stranded nucleic acids via its R3H domain""",Verified ORF
1561,4,122560,0.152158604973969,0.10705605407939,0.156112817417497,YDL189W,RBS1,SGDID:S000002348,CDS,CDS,"""Protein involved in assembly of the RNA polymerase III (Pol III) complex; high copy suppressor of Pol III assembly mutation and psk1 psk2 mutations that confer temperature-sensitivity for galactose utilization; physically interacts with Pol III; proposed to bind single-stranded nucleic acids via its R3H domain""",Verified ORF
1562,4,122596,0.128609306349033,0.107337705089032,0.231652898741829,YDL189W,RBS1,SGDID:S000002348,CDS,CDS,"""Protein involved in assembly of the RNA polymerase III (Pol III) complex; high copy suppressor of Pol III assembly mutation and psk1 psk2 mutations that confer temperature-sensitivity for galactose utilization; physically interacts with Pol III; proposed to bind single-stranded nucleic acids via its R3H domain""",Verified ORF
1563,4,122617,0.131688147977748,0.106940578586681,0.218987727726452,YDL189W,RBS1,SGDID:S000002348,CDS,CDS,"""Protein involved in assembly of the RNA polymerase III (Pol III) complex; high copy suppressor of Pol III assembly mutation and psk1 psk2 mutations that confer temperature-sensitivity for galactose utilization; physically interacts with Pol III; proposed to bind single-stranded nucleic acids via its R3H domain""",Verified ORF
1564,4,123193,0.130079898354348,0.107253145373884,0.226005595683243,YDL189W,RBS1,SGDID:S000002348,CDS,CDS,"""Protein involved in assembly of the RNA polymerase III (Pol III) complex; high copy suppressor of Pol III assembly mutation and psk1 psk2 mutations that confer temperature-sensitivity for galactose utilization; physically interacts with Pol III; proposed to bind single-stranded nucleic acids via its R3H domain""",Verified ORF
1565,4,123439,0.157951780278559,0.107457012621324,0.142477729355186,YDL189W,RBS1,SGDID:S000002348,CDS,CDS,"""Protein involved in assembly of the RNA polymerase III (Pol III) complex; high copy suppressor of Pol III assembly mutation and psk1 psk2 mutations that confer temperature-sensitivity for galactose utilization; physically interacts with Pol III; proposed to bind single-stranded nucleic acids via its R3H domain""",Verified ORF
1566,4,123976,0.147840371260405,0.107549222063181,0.170118198491652,YDL188C,PPH22,SGDID:S000002347,CDS,CDS,"""Catalytic subunit of protein phosphatase 2A ; PP2A; functionally redundant with Pph21p; C-terminally methylated; forms alternate complexes with several regulatory subunits; involved in signal transduction and regulation of mitosis; protein abundance increases in response to DNA replication stress; dephosphorylates Tel1p/Mec1p-phosphorylated Cdc13p to promote telomerase release from telomeres at G2/M; PPH22 has a paralog ; PPH21 ; that arose from the whole genome duplication""",Verified ORF
1567,4,126981,0.182624071942763,0.107581748864229,0.0904764058238682,YDL185W,VMA1,SGDID:S000002344,CDS,CDS,"""Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI) ; which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner""",Verified ORF
1568,4,127308,0.153740804927905,0.107327281163148,0.152900426919626,YDL185W,VMA1,SGDID:S000002344,CDS,CDS,"""Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI) ; which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner""",Verified ORF
1569,4,127323,0.13565255001465,0.107204231153337,0.206574878557781,YDL185W,VMA1,SGDID:S000002344,CDS,CDS,"""Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI) ; which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner""",Verified ORF
1570,4,132281,0.1419460596271,0.107735271053471,0.188510515539875,YDL183C,YDL183C,SGDID:S000002342,Close to 3'-UTR,Close to 3'-UTR,"""Protein that may form an active mitochondrial KHE system; mitochondrial inner-membrane protein; non-essential gene; KHE system stands for K+/H+ exchanger system""",Verified ORF
1571,4,132892,0.116504684720049,0.107723715811776,0.280206902882604,YDL182W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1572,4,132952,0.115753215730598,0.106756494093232,0.278983624314881,YDL182W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1573,4,135298,0.100915202865152,0.107181939477425,0.347076282396174,YDL181W,INH1,SGDID:S000002340,CDS,CDS,"""Protein that inhibits ATP hydrolysis by the F1F0-ATP synthase; inhibitory function is enhanced by stabilizing proteins Stf1p and Stf2p; has a calmodulin-binding motif and binds calmodulin in vitro; INH1 has a paralog ; STF1 ; that arose from the whole genome duplication""",Verified ORF
1577,4,135873,0.131646692540499,0.106561685484921,0.217501886518711,YDL181W,INH1,SGDID:S000002340,Close to 3'-UTR,Close to 3'-UTR,"""Protein that inhibits ATP hydrolysis by the F1F0-ATP synthase; inhibitory function is enhanced by stabilizing proteins Stf1p and Stf2p; has a calmodulin-binding motif and binds calmodulin in vitro; INH1 has a paralog ; STF1 ; that arose from the whole genome duplication""",Verified ORF
1578,4,136069,0.123267922017951,0.107482886501222,0.25221585573711,YDL180W,YDL180W,SGDID:S000002339,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole""",Uncharacterized ORF
1579,4,136920,0.0574489786459959,0.107796817548362,0.594412105271408,YDL180W,YDL180W,SGDID:S000002339,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole""",Uncharacterized ORF
1580,4,137351,0.0335957216975638,0.106650220212156,0.7529413538459,YDL180W,YDL180W,SGDID:S000002339,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole""",Uncharacterized ORF
1581,4,137511,0.0354882330810638,0.106449352130306,0.73904433941381,YDL180W,YDL180W,SGDID:S000002339,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole""",Uncharacterized ORF
1582,4,141606,-0.0335996163948229,0.109230677081775,0.75856631147255,YDL177C,YDL177C,SGDID:S000002336,CDS,CDS,"""Putative protein of unknown function; similar to the mouse IMPACT gene; YDL177C is not an essential gene""",Uncharacterized ORF
1583,4,142711,-0.0204840745238316,0.108198683257454,0.849951552497946,YDL176W,YDL176W,SGDID:S000002335,CDS,CDS,"""Protein of unknown function involved in actin patch formation; null mutant displays a decreased number of actin cortical patches ; increased coat patches ; altered patch formation dynamics ; and defects in endocytic internalization; interacts with GID complex components and computationally predicted to be involved in fructose-1,6-bisphosphatase (Fbp1p) degradation; non-essential gene""",Verified ORF
1584,4,143484,0.0137599555823086,0.107223962518639,0.897961608775335,YDL176W,YDL176W,SGDID:S000002335,CDS,CDS,"""Protein of unknown function involved in actin patch formation; null mutant displays a decreased number of actin cortical patches ; increased coat patches ; altered patch formation dynamics ; and defects in endocytic internalization; interacts with GID complex components and computationally predicted to be involved in fructose-1,6-bisphosphatase (Fbp1p) degradation; non-essential gene""",Verified ORF
1585,4,145738,-0.0160827533660683,0.1069663636242,0.880571701374968,YDL175C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1586,4,147035,-0.0051278577510351,0.107103090925385,0.961840727397583,YDL174C,DLD1,SGDID:S000002333,CDS,CDS,"""Major mitochondrial D-lactate dehydrogenase; oxidizes D-lactate to pyruvate ; transcription is heme-dependent ; repressed by glucose ; and derepressed in ethanol or lactate; located in the mitochondrial inner membrane""",Verified ORF
1587,4,147814,-0.0162689051477735,0.107270926479022,0.879540300703876,YDL174C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1588,4,148075,-0.0314306036379378,0.109067235007629,0.773380836483797,YDL173W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1591,4,149457,-0.0616567847470854,0.107614720109611,0.567050040100215,XUT_4F-92,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1592,4,149464,-0.0416397530583374,0.106997855609379,0.697389209458847,XUT_4F-92,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1593,4,149678,-0.0795485358125678,0.106794244955955,0.456841932275107,XUT_4F-92,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1594,4,154434,-0.046491748827161,0.106507807038526,0.662733431279592,YDL171C,GLT1,SGDID:S000002330,CDS,CDS,"""NAD(+)-dependent glutamate synthase (GOGAT); synthesizes glutamate from glutamine and alpha-ketoglutarate; with Gln1p ; forms the secondary pathway for glutamate biosynthesis from ammonia; expression regulated by nitrogen source; assembles into filaments as cells approach stationary phase and under cytosolic acidification and starvation conditions""",Verified ORF
1595,4,156313,-0.058516102507031,0.107364053500634,0.586080436836645,YDL170W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1596,4,156362,-0.0839713337438727,0.107869716155818,0.436824414239961,YDL170W,UGA3,SGDID:S000002329,CDS,CDS,"""Transcriptional activator for GABA-dependent induction of GABA genes; binds to DNA elements found in the promoters of target genes and increases their expression in the presence of GABA (gamma-aminobutyrate); zinc finger transcription factor of the Zn(2)-Cys(6) binuclear cluster domain type; localized to the nucleus; examples of GABA genes include UGA1 ; UGA2 ; and UGA4""",Verified ORF
1597,4,156963,-0.0302465346461874,0.107500536948548,0.77859784075252,YDL170W,UGA3,SGDID:S000002329,CDS,CDS,"""Transcriptional activator for GABA-dependent induction of GABA genes; binds to DNA elements found in the promoters of target genes and increases their expression in the presence of GABA (gamma-aminobutyrate); zinc finger transcription factor of the Zn(2)-Cys(6) binuclear cluster domain type; localized to the nucleus; examples of GABA genes include UGA1 ; UGA2 ; and UGA4""",Verified ORF
1599,4,158123,-2.68048696539722e-05,0.108837613318499,0.999803633602124,YDL169C,UGX2,SGDID:S000002328,CDS,CDS,"""Protein of unknown function; transcript accumulates in response to any combination of stress conditions""",Verified ORF
1600,4,158426,-0.0241015742160315,0.108334917971401,0.824074496474474,YDL169C,UGX2,SGDID:S000002328,CDS,CDS,"""Protein of unknown function; transcript accumulates in response to any combination of stress conditions""",Verified ORF
1601,4,158963,-0.0285763859906924,0.106725207659279,0.789043008578069,YDL169C,UGX2,SGDID:S000002328,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; transcript accumulates in response to any combination of stress conditions""",Verified ORF
1603,4,161760,-0.0033444359205828,0.107274273595222,0.97514640389757,YDL167C,NRP1,SGDID:S000002326,CDS,CDS,"""Putative RNA binding protein of unknown function; localizes to stress granules induced by glucose deprivation; predicted to be involved in ribosome biogenesis""",Verified ORF
1604,4,163032,-0.0637800009316151,0.108235479367155,0.556056595421419,YDL167C,NRP1,SGDID:S000002326,CDS,CDS,"""Putative RNA binding protein of unknown function; localizes to stress granules induced by glucose deprivation; predicted to be involved in ribosome biogenesis""",Verified ORF
1605,4,163327,0.0002779312212048,0.107842786144831,0.997945158907956,YDL167C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1607,4,165032,0.0120606984452168,0.106792407912702,0.910145558592296,YDL164C,CDC9,SGDID:S000002323,CDS,CDS,"""DNA ligase I found in nucleus and mitochondria; essential enzyme that joins Okazaki fragments during DNA replication; also acts in ribonucleotide excision repair ; base excision repair ; and recombination; DNA ligase I mutants trigger ubiquitination of PCNA at K107 ; facilitating Rad59p-mediated bypass of unligated Okazaki fragments; human homolog LIG1 can complement yeast cdc9 temperature-sensitive mutant at restrictive temperature""",Verified ORF
1608,4,165290,0.0448339563479272,0.107865184754131,0.677920093480187,YDL164C,CDC9,SGDID:S000002323,CDS,CDS,"""DNA ligase I found in nucleus and mitochondria; essential enzyme that joins Okazaki fragments during DNA replication; also acts in ribonucleotide excision repair ; base excision repair ; and recombination; DNA ligase I mutants trigger ubiquitination of PCNA at K107 ; facilitating Rad59p-mediated bypass of unligated Okazaki fragments; human homolog LIG1 can complement yeast cdc9 temperature-sensitive mutant at restrictive temperature""",Verified ORF
1609,4,165509,0.0029588059394796,0.107011331468449,0.97795735469775,YDL164C,CDC9,SGDID:S000002323,CDS,CDS,"""DNA ligase I found in nucleus and mitochondria; essential enzyme that joins Okazaki fragments during DNA replication; also acts in ribonucleotide excision repair ; base excision repair ; and recombination; DNA ligase I mutants trigger ubiquitination of PCNA at K107 ; facilitating Rad59p-mediated bypass of unligated Okazaki fragments; human homolog LIG1 can complement yeast cdc9 temperature-sensitive mutant at restrictive temperature""",Verified ORF
