SNP,Chr,Pos,Effect,SE,ERV25_EMP47_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2161,4,664414,0.0042877728776418,0.0479029548995482,0.928727711436118,YDR104C,SPO71,SGDID:S000002511,CDS,CDS,"""Meiosis-specific protein required for prospore membrane morphogenesis; localizes to the prospore membrane (PSM) during sporulation; required for PSM elongation and closure; genetically antagonistic to SPO1; recruits Vps13p to the PSM during sporulation; interacts and functions cooperatively with Spo73p; mutants have defects in the PSM ; aberrant spore wall formation and reduced PtdIns-phosphate pools in the PSM; contains three PH-like domains""",Verified ORF
2162,4,664456,0.0286104624724578,0.0479321729485676,0.550960280579248,YDR104C,SPO71,SGDID:S000002511,CDS,CDS,"""Meiosis-specific protein required for prospore membrane morphogenesis; localizes to the prospore membrane (PSM) during sporulation; required for PSM elongation and closure; genetically antagonistic to SPO1; recruits Vps13p to the PSM during sporulation; interacts and functions cooperatively with Spo73p; mutants have defects in the PSM ; aberrant spore wall formation and reduced PtdIns-phosphate pools in the PSM; contains three PH-like domains""",Verified ORF
2163,4,665001,0.0282113995694667,0.0480191528667331,0.55724149635471,YDR104C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2166,4,667986,0.0311842026482727,0.0478821143478308,0.515295705855395,YDRWsigma2_NFR/NDR,,,Promoter,Promoter,,Promoter
2167,4,667994,0.0194462437926154,0.0479787081223149,0.685495282173744,YDRWsigma2_NFR/NDR,,,Promoter,Promoter,,Promoter
2168,4,668101,0.0056160439632918,0.0475438353380424,0.906036993233501,YDRWsigma2,YDRWsigma2,SGDID:S000006856,Other features,LTR,"""Ty3 LTR""",long_terminal_repeat
2169,4,668118,0.0324085187442514,0.0478201022029544,0.498394797418077,YDRWsigma2,YDRWsigma2,SGDID:S000006856,Other features,LTR,"""Ty3 LTR""",long_terminal_repeat
2177,4,671424,0.0376992659679883,0.0476385502554389,0.429265065327267,YDR108W,TRS85,SGDID:S000002515,CDS,CDS,"""Component of transport protein particle (TRAPP) complex III; TRAPPIII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p ; regulating endosome-Golgi traffic and required for membrane expansion during autophagy and the CVT pathway; directs Ypt1p to the PAS; late post-replication meiotic role""",Verified ORF
2179,4,672752,0.0116552767146268,0.0485044627240582,0.810242704070256,YDR108W,TRS85,SGDID:S000002515,CDS,CDS,"""Component of transport protein particle (TRAPP) complex III; TRAPPIII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p ; regulating endosome-Golgi traffic and required for membrane expansion during autophagy and the CVT pathway; directs Ypt1p to the PAS; late post-replication meiotic role""",Verified ORF
2180,4,672865,0.0335120631215156,0.0478017010900352,0.483724802011741,YDR108W,TRS85,SGDID:S000002515,CDS,CDS,"""Component of transport protein particle (TRAPP) complex III; TRAPPIII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p ; regulating endosome-Golgi traffic and required for membrane expansion during autophagy and the CVT pathway; directs Ypt1p to the PAS; late post-replication meiotic role""",Verified ORF
2181,4,673119,0.0252763508198462,0.0488331561510631,0.605057171663006,YDR108W,TRS85,SGDID:S000002515,CDS,CDS,"""Component of transport protein particle (TRAPP) complex III; TRAPPIII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p ; regulating endosome-Golgi traffic and required for membrane expansion during autophagy and the CVT pathway; directs Ypt1p to the PAS; late post-replication meiotic role""",Verified ORF
2182,4,674432,0.0387284698291229,0.0482415406475719,0.422628590781704,YDR109C,YDR109C,SGDID:S000002516,CDS,CDS,"""D-ribulokinase; carbohydrate kinase that specifically converts D-ribulose to D-ribulose 5-phosphate during pentose metabolism; null mutant accumulates D-ribulose and the precursor ribitol; proposed to function as a D-ribulose metabolic repair enzyme; member of the FGGY family of carbohydrate kinases; human homolog ; FGGY ; is involved in both D-ribulose and ribitol metabolism; human FGGY has been linked to both sporadic amyotrophic lateral sclerosis and bipolar disorder""",Verified ORF
2183,4,675810,0.0459711630577472,0.0478600182488814,0.337444108424389,YDR109C,YDR109C,SGDID:S000002516,Close to 3'-UTR,Close to 3'-UTR,"""D-ribulokinase; carbohydrate kinase that specifically converts D-ribulose to D-ribulose 5-phosphate during pentose metabolism; null mutant accumulates D-ribulose and the precursor ribitol; proposed to function as a D-ribulose metabolic repair enzyme; member of the FGGY family of carbohydrate kinases; human homolog ; FGGY ; is involved in both D-ribulose and ribitol metabolism; human FGGY has been linked to both sporadic amyotrophic lateral sclerosis and bipolar disorder""",Verified ORF
2184,4,675982,0.0126126255211462,0.0481715793867281,0.793607445547823,YDR110W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2185,4,677658,0.0253651422864374,0.0482178602301391,0.599181824079623,YDR110W,FOB1,SGDID:S000002517,CDS,CDS,"""Nucleolar protein that binds the rDNA replication fork barrier site; required for replication fork blocking ; recombinational hotspot activity ; condensin recruitment to replication fork barrier (RFB) ; and rDNA repeat segregation; related to retroviral integrases""",Verified ORF
2187,4,679438,0.0404290366868293,0.0475127734600733,0.395396840182532,YDR111C,ALT2,SGDID:S000002518,CDS,CDS,"""Catalytically inactive alanine transaminase; expression is repressed in the presence of alanine and repression is mediated by Nrg1p; ALT2 has a paralog ; ALT1 ; that arose from the whole genome duplication""",Uncharacterized ORF
2188,4,679624,0.0244110210896089,0.0477156096675979,0.609255031507296,YDR111C,ALT2,SGDID:S000002518,CDS,CDS,"""Catalytically inactive alanine transaminase; expression is repressed in the presence of alanine and repression is mediated by Nrg1p; ALT2 has a paralog ; ALT1 ; that arose from the whole genome duplication""",Uncharacterized ORF
2189,4,680423,0.0114771100392407,0.0477824565916723,0.810318467851642,SUT058,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
2190,4,680477,0.0196155671726683,0.0477165016588822,0.681259207020878,XUT_4F-328,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2191,4,680490,-0.0120586115463313,0.0486572142006691,0.804411718732397,XUT_4F-328,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2192,4,681327,0.0129289717868174,0.0480322156108483,0.787953877623007,YDR113C,PDS1,SGDID:S000002520,CDS,CDS,"""Securin; inhibits anaphase by binding separin Esp1p; blocks cyclin destruction and mitotic exit ; essential for meiotic progression and mitotic cell cycle arrest; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation""",Verified ORF
2193,4,681488,0.0167970694769091,0.0478943791646738,0.726014621609185,YDR113C,PDS1,SGDID:S000002520,CDS,CDS,"""Securin; inhibits anaphase by binding separin Esp1p; blocks cyclin destruction and mitotic exit ; essential for meiotic progression and mitotic cell cycle arrest; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation""",Verified ORF
2195,4,682178,0.0388379985881188,0.0481599606647745,0.420533589763311,YDR114C,YDR114C,SGDID:S000002521,CDS,CDS,"""Putative protein of unknown function; deletion mutant exhibits poor growth at elevated pH and calcium""",Uncharacterized ORF
2196,4,687169,0.036182833522258,0.0481848228988988,0.453202498917448,YDR118W,APC4,SGDID:S000002525,CDS,CDS,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
2197,4,687895,0.0398471615524446,0.0479265911990033,0.406298026836659,YDR119W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2200,4,689337,0.0429046379804638,0.047807139443618,0.370089164391608,YDR119W,VBA4,SGDID:S000002526,CDS,CDS,"""Protein of unknown function; proposed role as a basic amino acid permease based on phylogeny; GFP-fusion protein localizes to vacuolar membrane; physical interaction with Atg27p suggests a possible role in autophagy; non-essential gene""",Uncharacterized ORF
2201,4,692323,0.0398316746016434,0.0478390951519009,0.405623352517209,YDR120C,TRM1,SGDID:S000002527,CDS,CDS,"""tRNA methyltransferase; two forms of protein are made by alternative translation starts; localizes to both nucleus and mitochondrion to produce modified base N2,N2-dimethylguanosine in tRNAs in both compartments; nuclear Trm1p is evenly distributed around inner nuclear membrane in WT ; but mislocalizes as puncta near ER-nucleus junctions in spindle pole body (SPB) mutants; both Trm1p inner nuclear membrane targeting and maintenance depend upon SPB""",Verified ORF
2203,4,694335,0.0485257983789197,0.0476949263470953,0.309650213003883,YDR122W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2204,4,694920,0.0266312126360579,0.0476413520923286,0.576520507894954,YDR122W,KIN1,SGDID:S000002529,CDS,CDS,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated unfolded protein response; regulates HAC1 mRNA translocation ; splicing and translation with KIN2 during ER stress; direct phosphorylation of the substrate Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the plasma membrane; activation loop phosphorylation (T302) required for full kinase activity; orthologous to MARK/PAR-1 ; AMP-activated protein kinase (AMPK) family members""",Verified ORF
2205,4,695803,0.0235549930351939,0.0476310384466148,0.621239316598041,YDR122W,KIN1,SGDID:S000002529,CDS,CDS,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated unfolded protein response; regulates HAC1 mRNA translocation ; splicing and translation with KIN2 during ER stress; direct phosphorylation of the substrate Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the plasma membrane; activation loop phosphorylation (T302) required for full kinase activity; orthologous to MARK/PAR-1 ; AMP-activated protein kinase (AMPK) family members""",Verified ORF
2206,4,696549,0.0211829008414176,0.0476843065268949,0.657146975144581,YDR122W,KIN1,SGDID:S000002529,CDS,CDS,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated unfolded protein response; regulates HAC1 mRNA translocation ; splicing and translation with KIN2 during ER stress; direct phosphorylation of the substrate Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the plasma membrane; activation loop phosphorylation (T302) required for full kinase activity; orthologous to MARK/PAR-1 ; AMP-activated protein kinase (AMPK) family members""",Verified ORF
2207,4,696696,0.0240201998588051,0.0478550259126766,0.616024883191408,YDR122W,KIN1,SGDID:S000002529,CDS,CDS,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated unfolded protein response; regulates HAC1 mRNA translocation ; splicing and translation with KIN2 during ER stress; direct phosphorylation of the substrate Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the plasma membrane; activation loop phosphorylation (T302) required for full kinase activity; orthologous to MARK/PAR-1 ; AMP-activated protein kinase (AMPK) family members""",Verified ORF
2208,4,697690,0.0283595924525812,0.0475534838957337,0.551308611960108,YDR122W,KIN1,SGDID:S000002529,CDS,CDS,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated unfolded protein response; regulates HAC1 mRNA translocation ; splicing and translation with KIN2 during ER stress; direct phosphorylation of the substrate Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the plasma membrane; activation loop phosphorylation (T302) required for full kinase activity; orthologous to MARK/PAR-1 ; AMP-activated protein kinase (AMPK) family members""",Verified ORF
2209,4,698189,0.030222993350403,0.0480501855174332,0.529763677372126,YDR122W,KIN1,SGDID:S000002529,Close to 3'-UTR,Close to 3'-UTR,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated unfolded protein response; regulates HAC1 mRNA translocation ; splicing and translation with KIN2 during ER stress; direct phosphorylation of the substrate Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the plasma membrane; activation loop phosphorylation (T302) required for full kinase activity; orthologous to MARK/PAR-1 ; AMP-activated protein kinase (AMPK) family members""",Verified ORF
2210,4,698339,0.0325110606609382,0.0476823414788824,0.49579607545173,YDR122W,KIN1,SGDID:S000002529,Close to 3'-UTR,Close to 3'-UTR,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated unfolded protein response; regulates HAC1 mRNA translocation ; splicing and translation with KIN2 during ER stress; direct phosphorylation of the substrate Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the plasma membrane; activation loop phosphorylation (T302) required for full kinase activity; orthologous to MARK/PAR-1 ; AMP-activated protein kinase (AMPK) family members""",Verified ORF
2211,4,700036,0.0216816998343863,0.0479374075934783,0.651336542388376,YDR123C,INO2,SGDID:S000002530,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor; component of the heteromeric Ino2p/Ino4p basic helix-loop-helix transcription activator that binds inositol/choline-responsive elements (ICREs) ; required for derepression of phospholipid biosynthetic genes in response to inositol depletion; involved in diauxic shift""",Verified ORF
2212,4,700250,-0.0043116177083261,0.0480495138704305,0.928550436045953,YDR123C,INO2,SGDID:S000002530,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor; component of the heteromeric Ino2p/Ino4p basic helix-loop-helix transcription activator that binds inositol/choline-responsive elements (ICREs) ; required for derepression of phospholipid biosynthetic genes in response to inositol depletion; involved in diauxic shift""",Verified ORF
2213,4,700621,0.0051490409051528,0.0481325138622531,0.914868508542249,YDR124W,YDR124W,SGDID:S000002531,CDS,CDS,"""Mitochondrial protein of unknown function; null mutant show severe fragmentation of mitochondria; expression is strongly induced by alpha factor; may have role in maintenance of mitochondrial morphology""",Uncharacterized ORF
