SNP,Chr,Pos,Effect,SE,noPPI_reference_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2340,4,849577,-0.0530883263437219,0.0769413385533328,0.490657333625592,YDR195W,REF2,SGDID:S000002603,CDS,CDS,"""RNA-binding protein; involved in the cleavage step of mRNA 3'-end formation prior to polyadenylation ; and in snoRNA maturation; part of holo-CPF subcomplex APT ; which associates with 3'-ends of snoRNA- and mRNA-encoding genes; putative regulatory subunit of type 1 protein phosphatase Glc7p ; required for actomyosin ring formation ; and for timely dephosphorylation and release of Bnr1p from the division site; relocalizes to the cytosol in response to hypoxia""",Verified ORF
2341,4,850450,-0.017424180243865,0.0774946781994373,0.822231065166638,YDR196C,CAB5,SGDID:S000002604,CDS,CDS,"""Subunit of the CoA-Synthesizing Protein Complex (CoA-SPC); subunits of this complex are: Cab2p ; Cab3p ; Cab4p ; Cab5p ; Sis2p and Vhs3p; probable dephospho-CoA kinase (DPCK) that catalyzes the last step in coenzyme A biosynthesis; involved in histone acylation; null mutant lethality is complemented by human homolog DCAKD and by E. coli coaE (encoding DPCK); detected in purified mitochondria in high-throughput studies; also localized to lipid droplets""",Verified ORF
2342,4,851053,-0.0111017675063912,0.0765045877715166,0.884704914685975,YDR197W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2343,4,851208,-0.0123768412401572,0.0769412109379099,0.872294886833957,YDR197W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2344,4,851282,-0.0300776456539768,0.0764973658099539,0.694419917945883,YDR197W,CBS2,SGDID:S000002605,CDS,CDS,"""Mitochondrial translational activator of the COB mRNA; interacts with translating ribosomes ; acts on the COB mRNA 5'-untranslated leader""",Verified ORF
2345,4,851750,-0.0315315582701516,0.076712249777698,0.681294957453839,YDR197W,CBS2,SGDID:S000002605,CDS,CDS,"""Mitochondrial translational activator of the COB mRNA; interacts with translating ribosomes ; acts on the COB mRNA 5'-untranslated leader""",Verified ORF
2346,4,852621,0.0483765022850879,0.0764780304897514,0.527434290834701,YDR198C,RKM2,SGDID:S000002606,CDS,CDS,"""Ribosomal protein lysine methyltransferase; responsible for trimethylation of the lysine residue at position 3 of Rpl12Ap and Rpl12Bp""",Verified ORF
2347,4,855191,0.043415980738794,0.0765227469733736,0.570829937627764,YDR200C,VPS64,SGDID:S000002608,CDS,CDS,"""Protein required for cytoplasm to vacuole targeting of proteins; forms a complex with Far3p and Far7p to Far11p involved in recovery from pheromone-induced cell cycle arrest; mutant has increased aneuploidy tolerance; VPS64 has a paralog ; FAR10 ; that arose from the whole genome duplication""",Verified ORF
2348,4,855322,0.0410259759004218,0.076499870680469,0.592097184847012,YDR200C,VPS64,SGDID:S000002608,CDS,CDS,"""Protein required for cytoplasm to vacuole targeting of proteins; forms a complex with Far3p and Far7p to Far11p involved in recovery from pheromone-induced cell cycle arrest; mutant has increased aneuploidy tolerance; VPS64 has a paralog ; FAR10 ; that arose from the whole genome duplication""",Verified ORF
2349,4,855709,0.0520117822113387,0.0775583641453419,0.50290450149358,YDR200C,VPS64,SGDID:S000002608,CDS,CDS,"""Protein required for cytoplasm to vacuole targeting of proteins; forms a complex with Far3p and Far7p to Far11p involved in recovery from pheromone-induced cell cycle arrest; mutant has increased aneuploidy tolerance; VPS64 has a paralog ; FAR10 ; that arose from the whole genome duplication""",Verified ORF
2350,4,856696,0.033821305804041,0.0765515935778752,0.65889679289034,YDR201W,SPC19,SGDID:S000002609,CDS,CDS,"""Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; also localized to nuclear side of spindle pole body""",Verified ORF
2351,4,857609,0.0306609145391366,0.0767187323209653,0.689653405170341,YDR202C,RAV2,SGDID:S000002610,CDS,CDS,"""Subunit of RAVE complex (Rav1p ; Rav2p ; Skp1p); the RAVE complex associates with the V1 domain of the vacuolar membrane (H+)-ATPase (V-ATPase) and promotes assembly and reassembly of the holoenzyme""",Verified ORF
2352,4,857970,0.12436767630577,0.123147705669621,0.313231789900566,YDR203W,YDR203W,SGDID:S000002611,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; almost completely overlaps ORF RAV2/YDR202C""",Dubious ORF
2353,4,858371,-0.102545885463002,0.0768167833937662,0.182755902317492,YDR204W,COQ4,SGDID:S000002612,CDS,CDS,"""Protein with a role in ubiquinone (Coenzyme Q) biosynthesis; possibly functioning in stabilization of Coq7p; located on matrix face of mitochondrial inner membrane; component of a mitochondrial ubiquinone-synthesizing complex; human homolog COQ4 can complement yeast coq4 null mutant""",Verified ORF
2354,4,861346,-0.0535808693637701,0.0762413387226564,0.482656209408061,YDR205W,MSC2,SGDID:S000002613,CDS,CDS,"""Endoplasmic reticulum zinc transporter; part of a heterodimeric transporter with Zrg17p that transfers zinc from the cytosol to the ER lumen; member of the cation diffusion facilitator family of efflux pumps; localizes to ER and nucleus; mutations affect the cellular distribution of zinc and also confer defects in meiotic recombination between homologous chromatids""",Verified ORF
2355,4,861441,-0.0604491299250696,0.076874276361994,0.432197302826838,YDR205W,MSC2,SGDID:S000002613,CDS,CDS,"""Endoplasmic reticulum zinc transporter; part of a heterodimeric transporter with Zrg17p that transfers zinc from the cytosol to the ER lumen; member of the cation diffusion facilitator family of efflux pumps; localizes to ER and nucleus; mutations affect the cellular distribution of zinc and also confer defects in meiotic recombination between homologous chromatids""",Verified ORF
2356,4,861470,-0.0659838989354519,0.0772372176560686,0.393517138999643,YDR205W,MSC2,SGDID:S000002613,CDS,CDS,"""Endoplasmic reticulum zinc transporter; part of a heterodimeric transporter with Zrg17p that transfers zinc from the cytosol to the ER lumen; member of the cation diffusion facilitator family of efflux pumps; localizes to ER and nucleus; mutations affect the cellular distribution of zinc and also confer defects in meiotic recombination between homologous chromatids""",Verified ORF
2357,4,861549,-0.0308031016955161,0.0767569832849365,0.688437055359305,YDR206W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2358,4,861716,-0.0664890256004343,0.0773278398426168,0.390464682588037,YDR206W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2361,4,863847,-0.060154653298164,0.0766710933805888,0.433225693421016,YDR206W,EBS1,SGDID:S000002614,CDS,CDS,"""Protein involved in translation inhibition and nonsense-mediated decay; interacts with cap binding protein Cdc33p and with Nam7p; localizes to P-bodies upon glucose starvation; mRNA abundance regulated by mRNA decay factors; EBS1 has a paralog ; EST1 ; that arose from the whole genome duplication""",Verified ORF
2362,4,863856,-0.0201678451531899,0.0778288285775607,0.79568538055801,YDR206W,EBS1,SGDID:S000002614,CDS,CDS,"""Protein involved in translation inhibition and nonsense-mediated decay; interacts with cap binding protein Cdc33p and with Nam7p; localizes to P-bodies upon glucose starvation; mRNA abundance regulated by mRNA decay factors; EBS1 has a paralog ; EST1 ; that arose from the whole genome duplication""",Verified ORF
2363,4,864546,-0.0452652773181948,0.0767990099906628,0.555970514294455,YDR206W,EBS1,SGDID:S000002614,CDS,CDS,"""Protein involved in translation inhibition and nonsense-mediated decay; interacts with cap binding protein Cdc33p and with Nam7p; localizes to P-bodies upon glucose starvation; mRNA abundance regulated by mRNA decay factors; EBS1 has a paralog ; EST1 ; that arose from the whole genome duplication""",Verified ORF
2366,4,865297,-0.0518728753654167,0.0776711033687847,0.504663863048784,YDR207C,UME6,SGDID:S000002615,CDS,CDS,"""Rpd3L histone deacetylase complex subunit; key transcriptional regulator of early meiotic genes; involved in chromatin remodeling and transcriptional repression via DNA looping; binds URS1 upstream regulatory sequence ; represses transcription by recruiting conserved histone deacetylase Rpd3p (through co-repressor Sin3p) and chromatin-remodeling factor Isw2p; couples metabolic responses to nutritional cues with initiation and progression of meiosis""",Verified ORF
2367,4,866929,-0.0448906148976094,0.0773994318525949,0.562293816317524,YDR207C,UME6,SGDID:S000002615,CDS,CDS,"""Rpd3L histone deacetylase complex subunit; key transcriptional regulator of early meiotic genes; involved in chromatin remodeling and transcriptional repression via DNA looping; binds URS1 upstream regulatory sequence ; represses transcription by recruiting conserved histone deacetylase Rpd3p (through co-repressor Sin3p) and chromatin-remodeling factor Isw2p; couples metabolic responses to nutritional cues with initiation and progression of meiosis""",Verified ORF
2368,4,867989,-0.0697667999206953,0.0765293674306226,0.362583361823034,YDR208W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2369,4,870200,-0.0494141852509384,0.0765803166771621,0.519178124224281,YDR208W,MSS4,SGDID:S000002616,CDS,CDS,"""Phosphatidylinositol-4-phosphate 5-kinase; involved in actin cytoskeleton organization and cell morphogenesis; multicopy suppressor of stt4 mutation""",Verified ORF
2370,4,870855,-0.0534457257700677,0.0775556023979476,0.491195516601758,YDR210W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2371,4,871120,-0.107220902577492,0.0768407145846974,0.163782744420407,YDR209C,YDR209C,SGDID:S000002617,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YDR209C is not an essential gene; partially overlaps uncharacterized gene YDR210W""",Uncharacterized ORF
2372,4,871373,-0.109585891462995,0.0767331142649583,0.154134714109147,YDR209C,YDR209C,SGDID:S000002617,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YDR209C is not an essential gene; partially overlaps uncharacterized gene YDR210W""",Uncharacterized ORF
2384,4,884500,-0.103654463763691,0.0765913058077213,0.17681141252192,YDR211W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2385,4,884706,-0.121177577939482,0.0761782475149357,0.11256974558978,YDR211W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2388,4,888476,-0.10572753899049,0.0766047086551398,0.168407656502187,YDR212W,TCP1,SGDID:S000002620,CDS,CDS,"""Alpha subunit of chaperonin-containing T-complex; complex mediates protein folding in the cytosol; involved in actin cytoskeleton maintenance; overexpression in neurons suppresses formation of pathogenic conformations of huntingtin protein""",Verified ORF
2389,4,889739,-0.0865015813071354,0.0768424866309842,0.261057309620753,YDR212W,TCP1,SGDID:S000002620,Close to 3'-UTR,Close to 3'-UTR,"""Alpha subunit of chaperonin-containing T-complex; complex mediates protein folding in the cytosol; involved in actin cytoskeleton maintenance; overexpression in neurons suppresses formation of pathogenic conformations of huntingtin protein""",Verified ORF
2390,4,889957,-0.0887945927315113,0.0772919472134852,0.251407737832908,YDR213W,UPC2,SGDID:S000002621,CDS,CDS,"""Sterol regulatory element binding protein; induces sterol biosynthetic genes ; upon sterol depletion; acts as a sterol sensor ; binding ergosterol in sterol rich conditions; relocates from intracellular membranes to perinuclear foci upon sterol depletion; redundant activator of filamentation with ECM22 ; up-regulating the expression of filamentous growth genes; contains a Zn[2]-Cys[6] binuclear cluster; UPC2 has a paralog ; ECM22 ; that arose from the whole genome duplication""",Verified ORF
2391,4,891344,-0.0984370308484743,0.0764948177850344,0.198991277027689,YDR213W,UPC2,SGDID:S000002621,CDS,CDS,"""Sterol regulatory element binding protein; induces sterol biosynthetic genes ; upon sterol depletion; acts as a sterol sensor ; binding ergosterol in sterol rich conditions; relocates from intracellular membranes to perinuclear foci upon sterol depletion; redundant activator of filamentation with ECM22 ; up-regulating the expression of filamentous growth genes; contains a Zn[2]-Cys[6] binuclear cluster; UPC2 has a paralog ; ECM22 ; that arose from the whole genome duplication""",Verified ORF
2392,4,891466,-0.0804817937618947,0.0765542800846758,0.293838300517369,YDR213W,UPC2,SGDID:S000002621,CDS,CDS,"""Sterol regulatory element binding protein; induces sterol biosynthetic genes ; upon sterol depletion; acts as a sterol sensor ; binding ergosterol in sterol rich conditions; relocates from intracellular membranes to perinuclear foci upon sterol depletion; redundant activator of filamentation with ECM22 ; up-regulating the expression of filamentous growth genes; contains a Zn[2]-Cys[6] binuclear cluster; UPC2 has a paralog ; ECM22 ; that arose from the whole genome duplication""",Verified ORF
2393,4,892444,-0.046971038927673,0.0772329914708055,0.543463675229793,YDR213W,UPC2,SGDID:S000002621,CDS,CDS,"""Sterol regulatory element binding protein; induces sterol biosynthetic genes ; upon sterol depletion; acts as a sterol sensor ; binding ergosterol in sterol rich conditions; relocates from intracellular membranes to perinuclear foci upon sterol depletion; redundant activator of filamentation with ECM22 ; up-regulating the expression of filamentous growth genes; contains a Zn[2]-Cys[6] binuclear cluster; UPC2 has a paralog ; ECM22 ; that arose from the whole genome duplication""",Verified ORF
2395,4,894785,-0.105722359319237,0.0761349352562528,0.165824419256514,YDR214W,AHA1,SGDID:S000002622,Close to 3'-UTR,Close to 3'-UTR,"""Co-chaperone that binds Hsp82p and activates its ATPase activity; plays a role in determining prion variants; similar to Hch1p; expression is regulated by stresses such as heat shock; protein abundance increases in response to DNA replication stress""",Verified ORF
