SNP,Chr,Pos,Effect,SE,MID2_RSN1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
983,3,80341,-0.172622600556375,0.0612630027184237,0.0051087392589334,YCL024W,KCC4,SGDID:S000000529,CDS,CDS,"""Protein kinase of the bud neck involved in the septin checkpoint; associates with septin proteins ; negatively regulates Swe1p by phosphorylation ; shows structural homology to bud neck kinases Gin4p and Hsl1p; KCC4 has a paralog ; GIN4 ; that arose from the whole genome duplication""",Verified ORF
984,3,80444,-0.173429547052291,0.0614701215825995,0.0050525092174773,YCL024W,KCC4,SGDID:S000000529,CDS,CDS,"""Protein kinase of the bud neck involved in the septin checkpoint; associates with septin proteins ; negatively regulates Swe1p by phosphorylation ; shows structural homology to bud neck kinases Gin4p and Hsl1p; KCC4 has a paralog ; GIN4 ; that arose from the whole genome duplication""",Verified ORF
1002,3,92556,-0.263409758665561,0.0610680674604602,2.08946406254531e-05,YCLWdelta2b_NFR/NDR,,,Promoter,Promoter,,Promoter
1003,3,92671,-0.223934055166314,0.0615746048587401,0.0003171692727102,YCL018W,LEU2,SGDID:S000000523,Close to 3'-UTR,Close to 3'-UTR,"""Beta-isopropylmalate dehydrogenase (IMDH); catalyzes the third step in the leucine biosynthesis pathway; can additionally catalyze the conversion of beta-ethylmalate into alpha-ketovalerate""",Verified ORF
1006,3,95493,-0.174240495569372,0.0614681379005346,0.0048516737758128,YCL016C,DCC1,SGDID:S000000521,CDS,CDS,"""Subunit of a complex with Ctf8p and Ctf18p; shares some components with Replication Factor C; required for sister chromatid cohesion and telomere length maintenance""",Verified ORF
1007,3,96560,-0.156198280366041,0.0603572370948147,0.0100551841245938,YCL014W,BUD3,SGDID:S000000520,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis""",Verified ORF
1008,3,98535,-0.182504810181351,0.0590714359298726,0.0021635803492916,YCL014W,BUD3,SGDID:S000000520,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis""",Verified ORF
1009,3,100583,-0.191768829016659,0.0588012721561985,0.0012170890742602,YCL014W,BUD3,SGDID:S000000520,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis""",Verified ORF
1010,3,101685,-0.195171929579822,0.0581516276453909,0.0008760201984436,YCL014W,BUD3,SGDID:S000000520,Close to 3'-UTR,Close to 3'-UTR,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis""",Verified ORF
1011,3,101814,-0.198797073811443,0.0584946031023456,0.0007548092560837,YCL012C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1012,3,105429,-0.0871519437000554,0.0576040411125303,0.131187515919863,YCL009C,ILV6,SGDID:S000000515,CDS,CDS,"""Regulatory subunit of acetolactate synthase; acetolactate synthase catalyzes the first step of branched-chain amino acid biosynthesis; enhances activity of the Ilv2p catalytic subunit ; localizes to mitochondria""",Verified ORF
1013,3,111179,-0.0180525770940703,0.0566013375210105,0.749958688988444,YCL002C,YCL002C,SGDID:S000000508,CDS,CDS,"""Putative protein of unknown function; YCL002C is not an essential gene""",Uncharacterized ORF
1016,3,114885,0.0024853857515414,0.0569357216683248,0.965206095913774,ARS308,ARS308,SGDID:S000028485,Other features,Replication,"""Autonomously Replicating Sequence on Chromosome III""",ARS
1017,3,118719,-0.0105315531695911,0.0565715970976629,0.852423664372877,YCR003W,MRPL32,SGDID:S000000596,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit; protein abundance increases in response to DNA replication stress""",Verified ORF
1018,3,119698,-0.0106063741803413,0.0569590602733625,0.852386663745499,YCR004C,YCP4,SGDID:S000000597,CDS,CDS,"""Protein of unknown function; has sequence and structural similarity to flavodoxins; predicted to be palmitoylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
1019,3,120341,-0.0285242051380272,0.0568051962855124,0.615881571824683,CUT043_NFR/NDR,,,Promoter,Promoter,,Promoter
1020,3,122628,0.0002687720736334,0.0566277972191588,0.996215702015073,YCR006C,YCR006C,SGDID:S000000599,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YCR006C is not an essential gene""",Uncharacterized ORF
1021,3,123478,-0.0101908149887824,0.0570010212346301,0.85821063938617,tP(AGG)C_NFR/NDR,,,Promoter,Promoter,,Promoter
1022,3,125079,-0.0294685489376825,0.0572519736849436,0.607073098276512,SUT031_NFR/NDR,,,Promoter,Promoter,,Promoter
1023,3,126125,0.0026353275609225,0.0567465684087069,0.962985578906987,YCR007C,YCR007C,SGDID:S000000600,CDS,CDS,"""Putative integral membrane protein; member of DUP240 gene family; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; YCR007C is not an essential gene""",Uncharacterized ORF
1024,3,126954,-0.0113469457563038,0.0561392339151535,0.839938179200231,YCR007C,YCR007C,SGDID:S000000600,Close to 3'-UTR,Close to 3'-UTR,"""Putative integral membrane protein; member of DUP240 gene family; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; YCR007C is not an essential gene""",Uncharacterized ORF
1026,3,131971,-0.0050774525023711,0.0559400119855387,0.927729988138621,CUT044,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
1027,3,134374,-0.0006354763414522,0.0552940887233496,0.990836875612513,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1028,3,135728,-0.0080020607160085,0.0559032982724459,0.886260402252579,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1029,3,135857,-0.0050248435057452,0.0553964996077825,0.927776952956125,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1030,3,136159,-0.0126891702889153,0.0551772320438555,0.818247408563662,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1031,3,136656,-0.0087481664229739,0.0552321047871026,0.874240729256547,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1032,3,136789,-0.0192652573496809,0.0551718374941631,0.727157548540967,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1034,3,139688,-0.0047429182793606,0.0552495993749888,0.931638066707004,YCR014C,POL4,SGDID:S000000607,CDS,CDS,"""DNA polymerase IV; undergoes pair-wise interactions with Dnl4p-Lif1p and Rad27p to mediate repair of DNA double-strand breaks by non-homologous end joining (NHEJ); homologous to mammalian DNA polymerase beta""",Verified ORF
1036,3,143226,-0.0082896343321011,0.0559738075354071,0.882349628745779,YCR016W,YCR016W,SGDID:S000000609,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus and nucleus; predicted to be involved in ribosome biogenesis""",Uncharacterized ORF
1037,3,143428,-0.0029063074469709,0.055891725733121,0.958558993844109,YCR016W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1039,3,145017,-0.0178704498081743,0.0549708834066864,0.745306019548083,YCR017C,CWH43,SGDID:S000000610,CDS,CDS,"""GPI lipid remodelase; responsible for introducing ceramides into GPI anchors having a C26:0 fatty acid in sn-2 of the glycerol moiety; can also use lyso-GPI protein anchors and various base resistant lipids as substrates; contains 14-16 transmembrane segments and several putative glycosylation and phosphorylation sites; null mutation is synthetically lethal with pkc1 deletion""",Verified ORF
1040,3,145505,-0.0084957153156604,0.05502495476989,0.87738456228962,YCR017C,CWH43,SGDID:S000000610,CDS,CDS,"""GPI lipid remodelase; responsible for introducing ceramides into GPI anchors having a C26:0 fatty acid in sn-2 of the glycerol moiety; can also use lyso-GPI protein anchors and various base resistant lipids as substrates; contains 14-16 transmembrane segments and several putative glycosylation and phosphorylation sites; null mutation is synthetically lethal with pkc1 deletion""",Verified ORF
1041,3,146875,-0.0025196904329865,0.0558709356437384,0.964054368509384,YCR017C,CWH43,SGDID:S000000610,CDS,CDS,"""GPI lipid remodelase; responsible for introducing ceramides into GPI anchors having a C26:0 fatty acid in sn-2 of the glycerol moiety; can also use lyso-GPI protein anchors and various base resistant lipids as substrates; contains 14-16 transmembrane segments and several putative glycosylation and phosphorylation sites; null mutation is synthetically lethal with pkc1 deletion""",Verified ORF
1042,3,147639,-0.013363983826671,0.0550771413077131,0.808424278212406,YCR017C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1043,3,147975,-0.0174556656948592,0.0559329491460122,0.755162474553403,XUT_3F-65,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1044,3,147986,-0.0221438712877916,0.0556528339451055,0.690949600538529,XUT_3F-65,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1047,3,149289,-0.0174547411973904,0.0552889869948104,0.752416682661837,YCR018C,SRD1,SGDID:S000000611,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in the processing of pre-rRNA to mature rRNA; contains a C2/C2 zinc finger motif; srd1 mutation suppresses defects caused by the rrp1-1 mutation""",Verified ORF
1057,3,152269,-0.0177536116583127,0.0551398504064355,0.747662790510752,YCR018C-A,YCR018C-A,SGDID:S000007230,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; encoded opposite a Ty1 LTR""",Dubious ORF
1059,3,156729,0.0164140571106793,0.05489820476861,0.765123022610265,YCR021C,HSP30,SGDID:S000000615,CDS,CDS,"""Negative regulator of the H(+)-ATPase Pma1p; stress-responsive protein; hydrophobic plasma membrane localized; induced by heat shock ; ethanol treatment ; weak organic acid ; glucose limitation ; and entry into stationary phase""",Verified ORF
1060,3,158006,0.0301521448342453,0.0549662780545566,0.583656162765054,SUT032,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
1061,3,163856,0.0278123005573006,0.054984348837655,0.613297233412567,YCR025C,YCR025C,SGDID:S000000620,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains; YCR025C is not an essential gene""",Uncharacterized ORF
1062,3,165283,0.0415026539536242,0.0546195929272224,0.447851888422426,YCR026C,NPP1,SGDID:S000000621,CDS,CDS,"""Nucleotide pyrophosphatase/phosphodiesterase; mediates extracellular nucleotide phosphate hydrolysis along with Npp2p and Pho5p; activity and expression enhanced during conditions of phosphate starvation; involved in spore wall assembly; NPP1 has a paralog ; NPP2 ; that arose from the whole genome duplication ; and an npp1 npp2 double mutant exhibits reduced dityrosine fluorescence relative to the single mutants""",Verified ORF
1063,3,165304,0.0460002022836612,0.0547334979095137,0.40123081055878,YCR026C,NPP1,SGDID:S000000621,CDS,CDS,"""Nucleotide pyrophosphatase/phosphodiesterase; mediates extracellular nucleotide phosphate hydrolysis along with Npp2p and Pho5p; activity and expression enhanced during conditions of phosphate starvation; involved in spore wall assembly; NPP1 has a paralog ; NPP2 ; that arose from the whole genome duplication ; and an npp1 npp2 double mutant exhibits reduced dityrosine fluorescence relative to the single mutants""",Verified ORF
1064,3,166390,0.0371803892845772,0.0550036129381436,0.499506950112874,YCR026C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1066,3,168031,0.0210933846131381,0.0548108142451952,0.700587841558005,YCR027C,RHB1,SGDID:S000000622,Close to 3'-UTR,Close to 3'-UTR,"""Putative Rheb-related GTPase; involved in regulating canavanine resistance and arginine uptake; member of the Ras superfamily of G-proteins""",Verified ORF
1067,3,170404,0.0144928293298981,0.0548304478580055,0.791686965565535,YCR028C,FEN2,SGDID:S000000623,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane H+-pantothenate symporter; confers sensitivity to the antifungal agent fenpropimorph; relocalizes from vacuole to cytoplasm upon DNA replication stress""",Verified ORF
1068,3,177081,-0.004666150099136,0.0552209896451108,0.932707142517102,snR65_NFR/NDR,,,Promoter,Promoter,,Promoter
1069,3,177336,0.0126304772982959,0.0557025063366301,0.820750316888808,YCR030C,SYP1,SGDID:S000000626,Close to 3'-UTR,Close to 3'-UTR,"""Negative regulator of WASP-Arp23 complex; involved in endocytic site formation; directly inhibits Las17p stimulation of Arp23 complex-mediated actin assembly in vitro; may regulate assembly and disassembly of the septin ring; colocalizes and interacts with septin subunits; potential role in actin cytoskeletal organization""",Verified ORF
1071,3,181268,-0.0144525903450122,0.0552260269620911,0.793706221723741,YCR032W,BPH1,SGDID:S000000628,CDS,CDS,"""Protein homologous to Chediak-Higashi syndrome and Beige proteins; both of which are implicated in disease syndromes in human and mouse ; respectively ; due to defective lysosomal trafficking; mutant phenotype and genetic interactions suggest a role in protein sorting""",Verified ORF
1073,3,186935,-0.0679279940231902,0.0546124617507781,0.21439168045881,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
