SNP,Chr,Pos,Effect,SE,FMP45_HNM1_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1856,4,380252,-0.0427576528739254,0.0594123181369133,0.472200359949207,YDL040C,NAT1,SGDID:S000002198,CDS,CDS,"""Subunit of protein N-terminal acetyltransferase NatA; NatA comprised of Nat1p ; Ard1p ; and Nat5p; N-terminally acetylates many proteins to influence multiple processes such as cell cycle progression ; heat-shock resistance ; mating ; sporulation ; telomeric silencing and early stages of mitophagy; orthologous to human NAA15; expression of both human NAA10 and NAA15 functionally complements ard1 nat1 double mutant although single mutations are not complemented by their orthologs""",Verified ORF
1857,4,382176,-0.109883075582732,0.0588546861418695,0.0627270435582789,SUT048,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1858,4,383443,-0.0950268530035285,0.0592996285844742,0.109942475477587,SUT048,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1872,4,384094,-0.093957539833587,0.0588877215342806,0.111487047616964,SUT048,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1874,4,384602,-0.104286624582428,0.0595561586254551,0.0808035141900758,SUT048,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1875,4,384607,-0.0818788979636972,0.0602123937298989,0.174750140470482,SUT048,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1876,4,388305,-0.128732222472382,0.0586237411093347,0.028748781600759,YDL036C,PUS9,SGDID:S000002194,CDS,CDS,"""Mitochondrial tRNA:pseudouridine synthase; catalyzes the formation of pseudouridine at position 32 in mitochondrial tRNAs; contains an N-terminal mitochondrial targeting sequence; PUS9 has a paralog ; RIB2 ; that arose from the whole genome duplication""",Verified ORF
1877,4,388542,-0.0912399353803821,0.0587221155879167,0.121138301777715,YDL036C,PUS9,SGDID:S000002194,CDS,CDS,"""Mitochondrial tRNA:pseudouridine synthase; catalyzes the formation of pseudouridine at position 32 in mitochondrial tRNAs; contains an N-terminal mitochondrial targeting sequence; PUS9 has a paralog ; RIB2 ; that arose from the whole genome duplication""",Verified ORF
1879,4,390909,-0.106095074054008,0.0590571617123631,0.07327288926984,YDL035C,GPR1,SGDID:S000002193,CDS,CDS,"""Plasma membrane G protein coupled receptor (GPCR); interacts with the heterotrimeric G protein alpha subunit ; Gpa2p ; and with Plc1p; sensor that integrates nutritional signals with the modulation of cell fate via PKA and cAMP synthesis""",Verified ORF
1880,4,397927,-0.0725432905478052,0.0593704471706826,0.222570050603581,YDL030W,PRP9,SGDID:S000002188,CDS,CDS,"""Subunit of the SF3a splicing factor complex; required for spliceosome assembly; acts after the formation of the U1 snRNP-pre-mRNA complex""",Verified ORF
1883,4,404981,-0.0943354404133996,0.0595803281272379,0.114241280149238,YDL026W,YDL026W,SGDID:S000002184,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1885,4,405368,-0.105368762986457,0.059341802004359,0.0766562802053963,YDL025C,RTK1,SGDID:S000002183,CDS,CDS,"""Putative protein kinase ; potentially phosphorylated by Cdc28p; interacts with ribosome biogenesis factors ; Cka2 ; Gus1 and Arc1; protein abundance increases in response to DNA replication stress""",Verified ORF
1886,4,408981,-0.0663702058892456,0.0591518160213227,0.262611637994385,YDL024C,DIA3,SGDID:S000002182,CDS,CDS,"""Protein of unknown function; involved in invasive and pseudohyphal growth""",Verified ORF
1889,4,413957,-0.0800189642054687,0.0591422141685112,0.176923950705437,YDL021W,GPM2,SGDID:S000002179,CDS,CDS,"""Nonfunctional homolog of Gpm1p phosphoglycerate mutase; if functional ; would convert 3-phosphoglycerate to 2-phosphoglycerate in glycolysis; GPM2 has a paralog ; GPM3 ; that arose from the whole genome duplication""",Verified ORF
1890,4,414243,0.0083703129869771,0.0606005278306926,0.890222142675772,YDL021W,GPM2,SGDID:S000002179,CDS,CDS,"""Nonfunctional homolog of Gpm1p phosphoglycerate mutase; if functional ; would convert 3-phosphoglycerate to 2-phosphoglycerate in glycolysis; GPM2 has a paralog ; GPM3 ; that arose from the whole genome duplication""",Verified ORF
1891,4,415928,0.0335330240377958,0.0597397347399443,0.57493652717208,YDL020C,RPN4,SGDID:S000002178,CDS,CDS,"""Transcription factor that stimulates expression of proteasome genes; Rpn4p levels are in turn regulated by the 26S proteasome in a negative feedback control mechanism; RPN4 is transcriptionally regulated by various stress responses; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
1892,4,419709,0.0222404800052638,0.0592552673543624,0.707637963680475,YDL019C,OSH2,SGDID:S000002177,CDS,CDS,"""Member of an oxysterol-binding protein family with seven members; in S. cerevisiae ; family members have overlapping ; redundant functions in sterol metabolism and collectively perform a function essential for viability; contains FFAT motif; interacts with ER anchor Scs2p at patches at the plasma membrane and at the nuclear envelope; regulated by sterol binding; OSH2 has a paralog ; SWH1 ; that arose from the whole genome duplication""",Verified ORF
1893,4,420255,0.0174747965424854,0.0592715696090677,0.768300157826444,YDL019C,OSH2,SGDID:S000002177,CDS,CDS,"""Member of an oxysterol-binding protein family with seven members; in S. cerevisiae ; family members have overlapping ; redundant functions in sterol metabolism and collectively perform a function essential for viability; contains FFAT motif; interacts with ER anchor Scs2p at patches at the plasma membrane and at the nuclear envelope; regulated by sterol binding; OSH2 has a paralog ; SWH1 ; that arose from the whole genome duplication""",Verified ORF
1894,4,421542,-0.0149920964351457,0.0592142073399408,0.800273326043293,YDL019C,OSH2,SGDID:S000002177,Close to 3'-UTR,Close to 3'-UTR,"""Member of an oxysterol-binding protein family with seven members; in S. cerevisiae ; family members have overlapping ; redundant functions in sterol metabolism and collectively perform a function essential for viability; contains FFAT motif; interacts with ER anchor Scs2p at patches at the plasma membrane and at the nuclear envelope; regulated by sterol binding; OSH2 has a paralog ; SWH1 ; that arose from the whole genome duplication""",Verified ORF
1895,4,422070,-0.0103531186115696,0.0595247824080268,0.862020529139807,YDL019C,OSH2,SGDID:S000002177,Close to 3'-UTR,Close to 3'-UTR,"""Member of an oxysterol-binding protein family with seven members; in S. cerevisiae ; family members have overlapping ; redundant functions in sterol metabolism and collectively perform a function essential for viability; contains FFAT motif; interacts with ER anchor Scs2p at patches at the plasma membrane and at the nuclear envelope; regulated by sterol binding; OSH2 has a paralog ; SWH1 ; that arose from the whole genome duplication""",Verified ORF
1896,4,422545,0.028065472647811,0.0594771102989128,0.637311018888503,YDL018C,ERP3,SGDID:S000002176,Close to 3'-UTR,Close to 3'-UTR,"""Protein with similarity to Emp24p and Erv25p; member of the p24 family involved in ER to Golgi transport""",Verified ORF
1897,4,425689,0.0166502964539406,0.0596456801029226,0.780290552855536,YDL017W,CDC7,SGDID:S000002175,CDS,CDS,"""Ser/Thr kinase and catalytic subunit of DDK (Dbf4-dependent kinase); required for origin firing and replication initiation; phosphorylates MCM subunits and Cdc45p to drive assembly of the pre-IC and the replicative CMG helicase (Cdc45-MCM-GINS); regulates pre-meiotic DNA replication ; meiotic DSB formation ; monopolar attachment of homologs during MI by recruiting monopolin to kinetochores ; and regulation of middle meiotic genes including NDT80; complemented by co-expression of human CDC7 and DBF4""",Verified ORF
1898,4,425858,0.0181244498604533,0.0599893547994858,0.762732593846807,YDL016C,YDL016C,SGDID:S000002174,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified ORF CDC7/YDL153C ; the catalytic subunit of a complex that regulates DNA replication""",Dubious ORF
1902,4,428826,-0.0007644427519968,0.0590106814308454,0.989671562058456,YDL013W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1903,4,428861,0.0001448297778813,0.059345418334059,0.998054179723711,YDL013W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1904,4,433301,0.0040363249196269,0.0592667005997393,0.945741062382819,YDL011C,YDL011C,SGDID:S000002169,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the uncharacterized ORF YDL010W""",Dubious ORF
1905,4,433554,-0.0102742945566558,0.0590691528932875,0.862014900337463,YDL008W,APC11,SGDID:S000002166,CDS,CDS,"""Catalytic core subunit ; Anaphase-Promoting Complex/Cyclosome (APC/C); which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; contains a RING-H2 domain that is required for activity""",Verified ORF
1906,4,434256,-0.0025443083404309,0.0591434680477261,0.965710502180816,tT(AGU)D_NFR/NDR,,,Promoter,Promoter,,Promoter
1907,4,434351,-0.0083543276377331,0.0589839340057123,0.887447266807851,tT(AGU)D_NFR/NDR,,,Promoter,Promoter,,Promoter
1910,4,442926,-0.0349745127107735,0.0590367489402904,0.553949087657985,YDL004W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1912,4,445208,-0.0250207911617482,0.0591370559040004,0.672481141928666,YDL003W,MCD1,SGDID:S000002161,CDS,CDS,"""Essential alpha-kleisin subunit of the cohesin complex; required for sister chromatid cohesion in mitosis; subject to proteolytic cleavage by separase Esp1p ; resulting in dissociation of cohesin from chromatin and the separation of sister chromatids at the mitotic metaphase-to-anaphase transition; apoptosis induces cleavage and translocation of a C-terminal fragment to mitochondria; expression peaks in S phase""",Verified ORF
1916,4,450801,-0.0210442196402582,0.0598129707421268,0.725172903996472,YDR001C,NTH1,SGDID:S000002408,CDS,CDS,"""Neutral trehalase ; degrades trehalose; required for thermotolerance and may mediate resistance to other cellular stresses; phosphorylated and activated by Cdc28p at the G1/S phase transition to coordinately regulate carbohydrate metabolism and the cell cycle; inhibited by Dcs1p; NTH1 has a paralog ; NTH2 ; that arose from the whole genome duplication""",Verified ORF
1917,4,451837,-0.075056999919711,0.0590926913500393,0.204865252138309,YDR001C,NTH1,SGDID:S000002408,CDS,CDS,"""Neutral trehalase ; degrades trehalose; required for thermotolerance and may mediate resistance to other cellular stresses; phosphorylated and activated by Cdc28p at the G1/S phase transition to coordinately regulate carbohydrate metabolism and the cell cycle; inhibited by Dcs1p; NTH1 has a paralog ; NTH2 ; that arose from the whole genome duplication""",Verified ORF
1920,4,454081,-0.096761012395439,0.0588373965464248,0.10095293949915,YDR003W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1921,4,454191,-0.0702362525304613,0.05920199463399,0.236268865795708,YDR003W,RCR2,SGDID:S000002410,CDS,CDS,"""Vacuolar ubiquitin ligase-substrate adaptor; delivered to vacuole using ubiquitin as a sorting signal; presumably functions within the endosomal-vacuolar trafficking pathway ; affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; RCR2 has a paralog ; RCR1 ; that arose from the whole genome duplication""",Verified ORF
1922,4,454676,-0.0837653303118174,0.0588317814530151,0.155384526561781,YDR003W,RCR2,SGDID:S000002410,CDS,CDS,"""Vacuolar ubiquitin ligase-substrate adaptor; delivered to vacuole using ubiquitin as a sorting signal; presumably functions within the endosomal-vacuolar trafficking pathway ; affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; RCR2 has a paralog ; RCR1 ; that arose from the whole genome duplication""",Verified ORF
1923,4,454817,-0.072630132157163,0.058973117370651,0.218925705818618,YDR003W-A,YDR003W-A,SGDID:S000028819,CDS,CDS,"""Putative protein of unknown function; identified by expression profiling and mass spectrometry""",Uncharacterized ORF
1924,4,454913,-0.0755662095739708,0.0587962806344047,0.199557684035214,YDR003W,RCR2,SGDID:S000002410,Close to 3'-UTR,Close to 3'-UTR,"""Vacuolar ubiquitin ligase-substrate adaptor; delivered to vacuole using ubiquitin as a sorting signal; presumably functions within the endosomal-vacuolar trafficking pathway ; affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; RCR2 has a paralog ; RCR1 ; that arose from the whole genome duplication""",Verified ORF
1926,4,455170,-0.0541212132331844,0.0590425324326311,0.35995297962133,YDR004W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1927,4,458042,-0.0754154394996827,0.0588553926624449,0.200905378828252,YDR005C,MAF1,SGDID:S000002412,Close to 3'-UTR,Close to 3'-UTR,"""Highly conserved negative regulator of RNA polymerase III; involved in tRNA processing and stability; inhibits tRNA degradation via rapid tRNA decay (RTD) pathway; binds N-terminal domain of Rpc160p subunit of Pol III to prevent closed-complex formation; regulated by phosphorylation mediated by TORC1 ; protein kinase A ; Sch9p ; casein kinase 2; localizes to cytoplasm during vegetative growth and translocates to nucleus and nucleolus under stress conditions""",Verified ORF
1928,4,458282,-0.0613860422562115,0.0589700544727636,0.298602021033543,YDR005C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1929,4,458401,-0.0694780525775303,0.0594568717524797,0.243375396387902,YDR005C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1930,4,461656,-0.0386320978921712,0.059460324073579,0.516300694042057,YDR007W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1931,4,461812,-0.0667220152049125,0.0590378476946859,0.259177547549003,YDR006C,SOK1,SGDID:S000002413,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; overexpression suppresses the growth defect of mutants lacking protein kinase A activity; involved in cAMP-mediated signaling; localized to the nucleus; similar to the mouse testis-specific protein PBS13""",Verified ORF
1932,4,462685,-0.0936333653049284,0.0593490229289006,0.115536378426336,ACS_4_462606_-_NFR/NDR,,,Promoter,Promoter,,Promoter
1933,4,463276,-0.0928883857359566,0.0587780532931857,0.114928205903228,YDR007W,TRP1,SGDID:S000002414,Close to 3'-UTR,Close to 3'-UTR,"""Phosphoribosylanthranilate isomerase; catalyzes the third step in tryptophan biosynthesis; in 2004 ; the sequence of TRP1 from strain S228C was updated by changing the previously annotated internal STOP (TAA) to serine (TCA); enhances vegetative growth at low and high temperatures when used as an auxotrophic marker in strains such as W303""",Verified ORF
