SNP,Chr,Pos,Effect,SE,ERV25_ERG5_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3650,6,51781,-0.0693960247583241,0.0559209177332773,0.215441932653467,YFL040W,YFL040W,SGDID:S000001854,CDS,CDS,"""Putative transporter; member of the sugar porter family; YFL040W is not an essential gene; may have a role in intracellular sterol transport""",Uncharacterized ORF
3651,6,52550,-0.0869638558967594,0.0557713549316038,0.119823213132426,YFL040W,YFL040W,SGDID:S000001854,CDS,CDS,"""Putative transporter; member of the sugar porter family; YFL040W is not an essential gene; may have a role in intracellular sterol transport""",Uncharacterized ORF
3652,6,53989,-0.0830024136868808,0.0555859481894548,0.136271134343022,YFL039C,ACT1,SGDID:S000001855,CDS,CDS,"""Actin; structural protein involved in cell polarization ; endocytosis ; and other cytoskeletal functions; monomeric actin in the nucleus plays a role in INO80 chromatin remodeling""",Verified ORF
3654,6,54932,-0.0439330782801897,0.0568082023516567,0.439828093851506,SUT101,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
3655,6,55876,-0.0020524102015535,0.0561083407698823,0.970841034673034,YFL038C,YPT1,SGDID:S000001856,CDS,CDS,"""Rab family GTPase; involved in the ER-to-Golgi step of the secretory pathway; complex formation with the Rab escort protein Mrs6p is required for prenylation of Ypt1p by type II protein geranylgeranyltransferase (Bet2p-Bet4p); binds to unspliced HAC1 mRNA; regulates the unfolded protein response (UPR) by promoting the decay of HAC1 RNA; localizes to the early Golgi ; the transitional Golgi and ER membranes ; pre-autophagosomal structures ; and cytoplasmic vesicles""",Verified ORF
3656,6,56091,0.003643571536677,0.0562027952557852,0.948346840788446,YFL037W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3657,6,57460,-0.0077668153557417,0.0559615694679083,0.88969652121201,YFL037W,TUB2,SGDID:S000001857,CDS,CDS,"""Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer ; which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria""",Verified ORF
3660,6,62743,-0.0177370932716649,0.0562668768499791,0.752772139402041,YFL036W,RPO41,SGDID:S000001858,CDS,CDS,"""Mitochondrial RNA polymerase; single subunit enzyme similar to those of T3 and T7 bacteriophages; requires a specificity subunit encoded by MTF1 for promoter recognition; Mtf1p interacts with and stabilizes the Rpo41p-promoter complex ; enhancing DNA bending and melting to facilitate pre-initiation open complex formation; Rpo41p also synthesizes RNA primers for mitochondrial DNA replication""",Verified ORF
3662,6,64449,-0.0668730937555869,0.0559403546096627,0.232719324158152,YFL034C-A,RPL22B,SGDID:S000006436,CDS,CDS,"""Ribosomal 60S subunit protein L22A; required for translation of long 5' UTR of IME1 mRNA and meiotic entry; autoregulates splicing of its pre-m-RNA; homologous to mammalian ribosomal protein L22 ; no bacterial homolog; RPL22B has a paralog ; RPL22A ; that arose from the whole genome duplication""",Verified ORF
3664,6,65125,-0.0874306170384621,0.0569722184724638,0.125773338569629,YFL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3665,6,65133,-0.0890064007078097,0.0570357235512286,0.119528891892876,YFL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3666,6,65183,-0.0765419148544726,0.0558319912371737,0.171266844289094,YFL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3667,6,66460,-0.0584485065778696,0.0561165174989531,0.298330297774674,YFL034W,MIL1,SGDID:S000001860,CDS,CDS,"""Predicted lipase; binds variant medium clathrin chain Apm2p and contributes to its membrane recruitment; putative integral membrane protein that interacts with Rpp0p component of ribosomal stalk""",Uncharacterized ORF
3668,6,67184,-0.0618683043328183,0.0560966700323931,0.270827430854922,YFL034W,MIL1,SGDID:S000001860,CDS,CDS,"""Predicted lipase; binds variant medium clathrin chain Apm2p and contributes to its membrane recruitment; putative integral membrane protein that interacts with Rpp0p component of ribosomal stalk""",Uncharacterized ORF
3669,6,71471,-0.0498835474567119,0.0563614600079572,0.376724120125375,YFL033C,RIM15,SGDID:S000001861,CDS,CDS,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3670,6,71997,-0.0418018297127721,0.0566373880382776,0.4609679360434,YFL033C,RIM15,SGDID:S000001861,CDS,CDS,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3671,6,72514,-0.0466020848583872,0.0566397115453953,0.41118793286006,YFL033C,RIM15,SGDID:S000001861,CDS,CDS,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3673,6,73433,-0.0199046172931439,0.0565744973083325,0.725175529357336,YFL033C,RIM15,SGDID:S000001861,CDS,CDS,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3674,6,74406,-0.0378477406276923,0.0561409265371822,0.500653383238279,YFL033C,RIM15,SGDID:S000001861,CDS,CDS,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3676,6,74913,-0.0555981815651592,0.0559003768807653,0.320615020989757,YFL032W,YFL032W,SGDID:S000001862,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene HAC1/YFL031W; YFL032W is not an essential gene""",Dubious ORF
3677,6,75397,-0.0510630323944062,0.0564104917698798,0.365974440829735,YFL031W,HAC1,SGDID:S000001863,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor (ATF/CREB1 homolog); regulates the unfolded protein response ; via UPRE binding ; and membrane biogenesis; ER stress-induced splicing pathway triggers efficient Hac1p translation; two functional forms of Hac1p are produced; translation initiation is repressed under non-stress conditions; protein abundance increases in response to DNA replication stress""",Verified ORF
3678,6,76427,-0.0228901453098134,0.0560952184650626,0.683477926064689,YFL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3681,6,76526,-0.0086980071889062,0.0572930619542728,0.879418738997183,YFL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3682,6,78316,0.0087628021706704,0.0563815633578067,0.876579336441781,YFL029C,CAK1,SGDID:S000001865,CDS,CDS,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3683,6,78381,0.0202976030058784,0.0563636037708066,0.718973532162469,YFL029C,CAK1,SGDID:S000001865,CDS,CDS,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3684,6,78862,0.0124113410804054,0.0563932548330165,0.825931742224477,YFL029C,CAK1,SGDID:S000001865,CDS,CDS,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3685,6,78907,0.0025099329311038,0.056313514748981,0.964474696955894,YFL029C,CAK1,SGDID:S000001865,CDS,CDS,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3686,6,79638,0.0276552094782818,0.0563547366760447,0.623919207346334,YFL028C,CAF16,SGDID:S000001866,CDS,CDS,"""Part of evolutionarily-conserved CCR4-NOT regulatory complex; contains single ABC-type ATPase domain but no transmembrane domain; interacts with several subunits of Mediator""",Verified ORF
3687,6,79955,0.0301713967870414,0.0564530892638681,0.593366145307897,YFL028C,CAF16,SGDID:S000001866,CDS,CDS,"""Part of evolutionarily-conserved CCR4-NOT regulatory complex; contains single ABC-type ATPase domain but no transmembrane domain; interacts with several subunits of Mediator""",Verified ORF
3688,6,80725,-0.0146798461012545,0.0561088269724523,0.793758014392762,YFL027C,GYP8,SGDID:S000001867,CDS,CDS,"""GTPase-activating protein for yeast Rab family members; Ypt1p is the preferred in vitro substrate but also acts on Sec4p ; Ypt31p and Ypt32p; involved in the regulation of ER to Golgi vesicle transport""",Verified ORF
3689,6,80860,-0.0024558722138146,0.0562529801586513,0.965201991895882,YFL027C,GYP8,SGDID:S000001867,CDS,CDS,"""GTPase-activating protein for yeast Rab family members; Ypt1p is the preferred in vitro substrate but also acts on Sec4p ; Ypt31p and Ypt32p; involved in the regulation of ER to Golgi vesicle transport""",Verified ORF
3690,6,83761,0.0016047654830766,0.0562688613517514,0.977263851432022,YFL026W,STE2,SGDID:S000001868,CDS,CDS,"""Receptor for alpha-factor pheromone; seven transmembrane-domain GPCR that interacts with both pheromone and a heterotrimeric G protein to initiate the signaling response that leads to mating between haploid a and alpha cells""",Verified ORF
3692,6,88005,0.0123851398077617,0.0578836004327017,0.830696872620014,YFL024C,EPL1,SGDID:S000001870,CDS,CDS,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3693,6,88006,0.0229628358293728,0.0576968032689236,0.690877053201971,YFL024C,EPL1,SGDID:S000001870,CDS,CDS,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3696,6,88398,0.0401449998712939,0.0570992798176623,0.482473263556753,YFL024C,EPL1,SGDID:S000001870,CDS,CDS,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3697,6,88475,0.0303544018031852,0.0566876091456294,0.592663449335227,YFL024C,EPL1,SGDID:S000001870,CDS,CDS,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3698,6,90318,-0.005559097070926,0.0561134867416969,0.921139859934924,SUT103,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3699,6,91505,-0.0094474152360708,0.0563358816893195,0.86691689358343,YFL023W,BUD27,SGDID:S000001871,CDS,CDS,"""Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I ; II ; and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP""",Verified ORF
3700,6,91959,-0.012587634945661,0.0569270291470647,0.825127797253364,YFL023W,BUD27,SGDID:S000001871,CDS,CDS,"""Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I ; II ; and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP""",Verified ORF
3701,6,92208,-0.0055266793494348,0.0562789954184326,0.921828062314372,YFL023W,BUD27,SGDID:S000001871,CDS,CDS,"""Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I ; II ; and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP""",Verified ORF
3702,6,95448,0.0079045641131418,0.0570542042542187,0.889888854896225,YFL021W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3703,6,95468,-0.0055254684994807,0.0570592339045528,0.922910469068264,YFL021W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3704,6,95926,-0.0312022610995391,0.0563967834262817,0.580433464386638,YFL021C-A,YFL021C-A,SGDID:S000028766,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORF GAT1/YFL021W""",Dubious ORF
3708,6,98879,-0.043231543883163,0.0569928594916032,0.448632035701953,YFL020C,PAU5,SGDID:S000001874,Close to 3'-UTR,Close to 3'-UTR,"""Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; induced during alcoholic fermentation; induced by low temperature and also by anaerobic conditions; negatively regulated by oxygen and repressed by heme""",Verified ORF
3710,6,101306,-0.0303041498893694,0.0560481299364539,0.58906857957565,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3711,6,101424,-0.0218225778668892,0.0562258061707103,0.698158316793624,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3712,6,101439,-0.0240308927854185,0.0565094403472608,0.670910289428327,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3713,6,101478,-0.0341303998794102,0.0564947150189886,0.546142361341637,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3717,6,106653,-0.0516726140563493,0.0561705122944905,0.358240566579656,YFL015W-A,YFL015W-A,SGDID:S000028765,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORF YFL015C""",Dubious ORF
3718,6,107478,-0.0126922122643031,0.0558774714850105,0.82044354027494,YFL014W,HSP12,SGDID:S000001880,CDS,CDS,"""Plasma membrane protein involved in maintaining membrane organization; involved in maintaining organization during stress conditions; induced by heat shock ; oxidative stress ; osmostress ; stationary phase ; glucose depletion ; oleate and alcohol; protein abundance increased in response to DNA replication stress and dietary restriction; regulated by the HOG and Ras-Pka pathways; required for dietary restriction-induced lifespan extension""",Verified ORF
