SNP,Chr,Pos,Effect,SE,GTR1_SLM4_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3254,5,469078,-0.0021065476039785,0.0666660409218381,0.974810089181595,YER150W,SPI1,SGDID:S000000952,Close to 3'-UTR,Close to 3'-UTR,"""GPI-anchored cell wall protein involved in weak acid resistance; basal expression requires Msn2p/Msn4p; expression is induced under conditions of stress and during the diauxic shift; SPI1 has a paralog ; SED1 ; that arose from the whole genome duplication""",Verified ORF
3255,5,469404,-0.0020491337930198,0.0669701062735358,0.975607637719581,tV(AAC)E2_NFR/NDR,,,Promoter,Promoter,,Promoter
3256,5,475322,8.13186313805003e-05,0.0659726388058349,0.999017214856435,YER154W,OXA1,SGDID:S000000956,CDS,CDS,"""Mitochondrial inner membrane insertase; mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane; also has a role in insertion of carrier proteins into the inner membrane; acts as a voltage-gated ion channel ; activated by substrate peptides; interacts with mitochondrial ribosomes; conserved from bacteria to animals""",Verified ORF
3257,5,475607,0.0101739726488712,0.0658908820818055,0.877377563380827,YER154W,OXA1,SGDID:S000000956,CDS,CDS,"""Mitochondrial inner membrane insertase; mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane; also has a role in insertion of carrier proteins into the inner membrane; acts as a voltage-gated ion channel ; activated by substrate peptides; interacts with mitochondrial ribosomes; conserved from bacteria to animals""",Verified ORF
3258,5,475736,-0.0062529880094056,0.0658321586181529,0.924381595525737,YER154W,OXA1,SGDID:S000000956,CDS,CDS,"""Mitochondrial inner membrane insertase; mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane; also has a role in insertion of carrier proteins into the inner membrane; acts as a voltage-gated ion channel ; activated by substrate peptides; interacts with mitochondrial ribosomes; conserved from bacteria to animals""",Verified ORF
3259,5,478715,0.0237463345276638,0.0666305181975436,0.721762734246476,YER155C,BEM2,SGDID:S000000957,CDS,CDS,"""Rho GTPase activating protein (RhoGAP); contains RhoGAP activity specific for both Rho1p and Cdc42p ; and potentially Rho4p; acts with the RhoGAP Bem3p to negatively regulate Cdc42p-dependent signal transduction; involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence and for the morphogenesis checkpoint in response to actin depolymerization; localizes to sites of polarized growth and the plasma membrane""",Verified ORF
3260,5,478932,0.0211084735201858,0.0665735219804332,0.751377850958883,YER155C,BEM2,SGDID:S000000957,CDS,CDS,"""Rho GTPase activating protein (RhoGAP); contains RhoGAP activity specific for both Rho1p and Cdc42p ; and potentially Rho4p; acts with the RhoGAP Bem3p to negatively regulate Cdc42p-dependent signal transduction; involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence and for the morphogenesis checkpoint in response to actin depolymerization; localizes to sites of polarized growth and the plasma membrane""",Verified ORF
3261,5,479996,0.0020976659476317,0.0663682062914318,0.974803731483713,YER155C,BEM2,SGDID:S000000957,CDS,CDS,"""Rho GTPase activating protein (RhoGAP); contains RhoGAP activity specific for both Rho1p and Cdc42p ; and potentially Rho4p; acts with the RhoGAP Bem3p to negatively regulate Cdc42p-dependent signal transduction; involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence and for the morphogenesis checkpoint in response to actin depolymerization; localizes to sites of polarized growth and the plasma membrane""",Verified ORF
3262,5,482003,0.0655037473025065,0.0659619546788126,0.321364114097528,YER155C,BEM2,SGDID:S000000957,CDS,CDS,"""Rho GTPase activating protein (RhoGAP); contains RhoGAP activity specific for both Rho1p and Cdc42p ; and potentially Rho4p; acts with the RhoGAP Bem3p to negatively regulate Cdc42p-dependent signal transduction; involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence and for the morphogenesis checkpoint in response to actin depolymerization; localizes to sites of polarized growth and the plasma membrane""",Verified ORF
3263,5,482536,0.023158396342164,0.066042526020225,0.726053461835853,YER155C,BEM2,SGDID:S000000957,CDS,CDS,"""Rho GTPase activating protein (RhoGAP); contains RhoGAP activity specific for both Rho1p and Cdc42p ; and potentially Rho4p; acts with the RhoGAP Bem3p to negatively regulate Cdc42p-dependent signal transduction; involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence and for the morphogenesis checkpoint in response to actin depolymerization; localizes to sites of polarized growth and the plasma membrane""",Verified ORF
3265,5,484954,0.0079562963527439,0.0661364607534037,0.904312985561339,YER157W,COG3,SGDID:S000000959,CDS,CDS,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
3266,5,486157,0.0135020040265729,0.0660313082639285,0.838097184386629,YER157W,COG3,SGDID:S000000959,CDS,CDS,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
3267,5,486882,0.0220220074819122,0.0674635270844709,0.744293741247021,YER157W,COG3,SGDID:S000000959,CDS,CDS,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
3270,5,487404,0.0580709685902873,0.0666510025201113,0.384199313115405,tE(UUC)E3_NFR/NDR,,,Promoter,Promoter,,Promoter
3273,5,489636,0.027585900149586,0.0661215170130013,0.676785698230883,YER158C,YER158C,SGDID:S000000960,CDS,CDS,"""Protein of unknown function; potentially phosphorylated by Cdc28p; YER158C has a paralog ; AFR1 ; that arose from the whole genome duplication""",Uncharacterized ORF
3274,5,490549,0.0097214207317833,0.0658817375608806,0.882775328759881,YER158C,YER158C,SGDID:S000000960,CDS,CDS,"""Protein of unknown function; potentially phosphorylated by Cdc28p; YER158C has a paralog ; AFR1 ; that arose from the whole genome duplication""",Uncharacterized ORF
3275,5,491806,-0.0415932502900224,0.0657585211353632,0.52745989900593,YER159C,BUR6,SGDID:S000000961,CDS,CDS,"""Subunit of a heterodimeric NC2 transcription regulator complex; complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription; homologous to human NC2alpha; complex also includes Ncb2p; bur6 ncb2 double mutation is functionally complemented by coexpression of human DRAP1 and DR1 ; although the single bur6 mutation is not complemented by its ortholog DRAP1""",Verified ORF
3276,5,491888,-0.0369460242801767,0.0659746072745476,0.575832102750475,YER159C,BUR6,SGDID:S000000961,CDS,CDS,"""Subunit of a heterodimeric NC2 transcription regulator complex; complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription; homologous to human NC2alpha; complex also includes Ncb2p; bur6 ncb2 double mutation is functionally complemented by coexpression of human DRAP1 and DR1 ; although the single bur6 mutation is not complemented by its ortholog DRAP1""",Verified ORF
3279,5,499612,0.0165214280526964,0.0658126414720822,0.801931330866206,YER161C,SPT2,SGDID:S000000963,CDS,CDS,"""Protein involved in negative regulation of transcription; required for RNA polyadenylation; exhibits regulated interactions with both histones and SWI-SNF components; relocalizes to the cytosol in response to hypoxia; similar to mammalian HMG1 proteins""",Verified ORF
3280,5,502460,0.0037074780831246,0.0663076481658174,0.955442524796921,YER162C,RAD4,SGDID:S000000964,CDS,CDS,"""Damaged-DNA binding subunit of Nuclear Excision Repair Factor 2; recognizes and binds damaged DNA with Rad23p during nucleotide excision repair (NER); also involved with Rad23p in turnover of ubiquitylated proteins; Rad4p-Rad23p heterodimer binds to promoters of DNA damage response genes to repress their transcription in the absence of DNA damage; RAD4 and RAD51 pathways confer resistance to benzo[a]pyrene dihydrodiol""",Verified ORF
3281,5,504765,-0.0052881675999043,0.066582406385122,0.9367412616809,SUT098,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3282,5,504884,0.0263093603751576,0.0662931541475806,0.691707642484102,SUT098,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3283,5,509836,-0.0383514828030297,0.0669799912604514,0.567292799708383,YER164W,CHD1,SGDID:S000000966,Close to 3'-UTR,Close to 3'-UTR,"""Chromatin remodeler that regulates various aspects of transcription; acts in in conjunction with Isw1b to regulate chromatin structure and maintain chromatin integrity during transcription elongation by RNAP II by preventing trans-histone exchange over coding regions; contains a chromo domain ; a helicase domain and a DNA-binding domain; component of both the SAGA and SLIK complexes""",Verified ORF
3285,5,511350,-0.0135363131739727,0.0664664254863181,0.83873936413953,YER165W,PAB1,SGDID:S000000967,CDS,CDS,"""Poly(A) binding protein; interacts with the cleavage factor complex CF I ; mediates interactions between the 5' cap structure and the 3' mRNA poly(A) tail ; involved in control of poly(A) tail length ; interacts with translation factor eIF-4G; stimulates ; but is not required for the deadenylation activity of the Pan2p-Pan3p poly(A)-ribonuclease complex""",Verified ORF
3286,5,512696,0.0276420413804689,0.0669540326648432,0.679966406835952,YER165C-A,YER165C-A,SGDID:S000028762,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene DNF1/YER166W""",Dubious ORF
3287,5,512931,0.0162435176369984,0.0660483692663318,0.805876514574661,YER165C-A,YER165C-A,SGDID:S000028762,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene DNF1/YER166W""",Dubious ORF
3288,5,514582,0.0362203108412807,0.066046815762305,0.583761463188745,YER166W,DNF1,SGDID:S000000968,CDS,CDS,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3289,5,515315,0.0194626643357974,0.0660898591403425,0.768558201501626,YER166W,DNF1,SGDID:S000000968,CDS,CDS,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3290,5,515397,0.033478334483962,0.0660111736389235,0.61235809055503,YER166W,DNF1,SGDID:S000000968,CDS,CDS,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3291,5,515950,0.0368087998161327,0.0660061505007708,0.577432002352656,YER166W,DNF1,SGDID:S000000968,CDS,CDS,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3292,5,516091,0.0326680726812679,0.0659283740465315,0.620549513805752,YER166W,DNF1,SGDID:S000000968,CDS,CDS,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3293,5,518207,0.0054859971995827,0.0660345731763146,0.933836885994703,YER166W,DNF1,SGDID:S000000968,Close to 3'-UTR,Close to 3'-UTR,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3294,5,518275,-0.019074805212402,0.0658417378847401,0.772210572504092,YER167W,BCK2,SGDID:S000000969,CDS,CDS,"""Serine/threonine-rich protein involved in PKC1 signaling pathway; protein kinase C (PKC1) signaling pathway controls cell integrity; overproduction suppresses pkc1 mutations""",Verified ORF
3295,5,519067,-0.0039572064979589,0.0661905376745758,0.952360641018275,YER167W,BCK2,SGDID:S000000969,CDS,CDS,"""Serine/threonine-rich protein involved in PKC1 signaling pathway; protein kinase C (PKC1) signaling pathway controls cell integrity; overproduction suppresses pkc1 mutations""",Verified ORF
3296,5,522215,0.0137706287509697,0.0661426770520396,0.83519614367066,YER168C,CCA1,SGDID:S000000970,CDS,CDS,"""ATP (CTP):tRNA-specific tRNA nucleotidyltransferase; different forms targeted to the nucleus ; cytosol ; and mitochondrion are generated via the use of multiple transcriptional and translational start sites; human homolog TRNT1 complements yeast null mutant""",Verified ORF
