SNP,Chr,Pos,Effect,SE,ALO1_UIP4_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1717,4,257828,0.148202788649397,0.0606422988510435,0.0150189999175865,YDL113C,ATG20,SGDID:S000002271,CDS,CDS,"""Sorting nexin family member; required for the cytoplasm-to-vacuole targeting (Cvt) pathway ; endosomal sorting and selective autophagy; has a Phox homology domain that binds phosphatidylinositol-3-phosphate; interacts with Snx4p; potential Cdc28p substrate""",Verified ORF
1718,4,259994,0.160371383178245,0.0605865701290565,0.008485335691748,YDL112W,TRM3,SGDID:S000002270,CDS,CDS,"""2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs""",Verified ORF
1719,4,263044,0.141421244103785,0.061017812112833,0.0210366394844947,YDL112W,TRM3,SGDID:S000002270,CDS,CDS,"""2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs""",Verified ORF
1720,4,264432,0.144180994177159,0.0603017949993715,0.0173262724562166,XUT_4F-137,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
1721,4,265022,0.144412285822766,0.0604743455593924,0.0174659084030579,YDL110C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1722,4,267372,0.135141083627108,0.0603044144763692,0.0256484924575214,YDL109C,YDL109C,SGDID:S000002267,Close to 3'-UTR,Close to 3'-UTR,"""Putative lipase; involved in lipid metabolism; not an essential gene; YDL109C has a paralog ; ROG1 ; that arose from the whole genome duplication""",Uncharacterized ORF
1723,4,267844,0.126769048766411,0.0607661374045475,0.0376798320474722,YDL109C,YDL109C,SGDID:S000002267,Close to 3'-UTR,Close to 3'-UTR,"""Putative lipase; involved in lipid metabolism; not an essential gene; YDL109C has a paralog ; ROG1 ; that arose from the whole genome duplication""",Uncharacterized ORF
1724,4,268855,0.126769048766411,0.0607661374045475,0.0376798320474722,YDL107W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1728,4,271787,0.142036581102763,0.0604376052750961,0.0193165520781884,YDL106C,PHO2,SGDID:S000002264,CDS,CDS,"""Homeobox transcription factor; regulatory targets include genes involved in phosphate metabolism; binds cooperatively with Pho4p to the PHO5 promoter; phosphorylation of Pho2p facilitates interaction with Pho4p; relocalizes to the cytosol in response to hypoxia""",Verified ORF
1729,4,274059,0.137332169632029,0.0606419016426866,0.0241405771209256,YDL104C,QRI7,SGDID:S000002262,CDS,CDS,"""Protein involved in threonylcarbamoyl adenosine biosynthesis; Sua5p and Qri7p are necessary and sufficient for RNA t6A modification in vitro; highly conserved mitochondrial protein; essential for t6A modification of mitochondrial tRNAs that decode ANN codons; similar to Kae1p and E. coli YgjD ; both of which are also required for tRNA t6A modification; when directed to the cytoplasm ; complements the essential function of Kae1p in the KEOPS complex""",Verified ORF
1730,4,274409,0.144134593245367,0.061455168773187,0.0195617525117187,YDL104C,QRI7,SGDID:S000002262,CDS,CDS,"""Protein involved in threonylcarbamoyl adenosine biosynthesis; Sua5p and Qri7p are necessary and sufficient for RNA t6A modification in vitro; highly conserved mitochondrial protein; essential for t6A modification of mitochondrial tRNAs that decode ANN codons; similar to Kae1p and E. coli YgjD ; both of which are also required for tRNA t6A modification; when directed to the cytoplasm ; complements the essential function of Kae1p in the KEOPS complex""",Verified ORF
1731,4,274840,0.128097036725422,0.0607628021296219,0.0357224989272125,YDL104C,QRI7,SGDID:S000002262,CDS,CDS,"""Protein involved in threonylcarbamoyl adenosine biosynthesis; Sua5p and Qri7p are necessary and sufficient for RNA t6A modification in vitro; highly conserved mitochondrial protein; essential for t6A modification of mitochondrial tRNAs that decode ANN codons; similar to Kae1p and E. coli YgjD ; both of which are also required for tRNA t6A modification; when directed to the cytoplasm ; complements the essential function of Kae1p in the KEOPS complex""",Verified ORF
1732,4,274870,0.127372356057498,0.0603463461845019,0.0355019369381108,YDL104C,QRI7,SGDID:S000002262,CDS,CDS,"""Protein involved in threonylcarbamoyl adenosine biosynthesis; Sua5p and Qri7p are necessary and sufficient for RNA t6A modification in vitro; highly conserved mitochondrial protein; essential for t6A modification of mitochondrial tRNAs that decode ANN codons; similar to Kae1p and E. coli YgjD ; both of which are also required for tRNA t6A modification; when directed to the cytoplasm ; complements the essential function of Kae1p in the KEOPS complex""",Verified ORF
1733,4,274922,0.135498696181419,0.0603677669207228,0.0254157134963716,YDL104C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1734,4,274930,0.134988391641043,0.0604773406731993,0.0262387081681901,YDL104C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1738,4,275180,0.142918879465097,0.0603103057150607,0.01833845066356,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1739,4,275191,0.141897316533964,0.0604490564914808,0.01945740902315,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1740,4,275289,0.148225471713006,0.0605469652572233,0.0148470964058519,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1741,4,275562,0.140112285209398,0.061048011853661,0.0223124841033867,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1742,4,275637,0.167261361984313,0.0610114156959008,0.0064277534589923,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1743,4,275645,0.158808772629141,0.061565796481418,0.0102982965970665,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1744,4,275715,0.148240195276029,0.0609657581725442,0.0155320293340144,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1745,4,275721,0.177957846540519,0.0605229416985496,0.0034946613819671,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1746,4,275859,0.163925848908773,0.0609077334038743,0.0074543994092061,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1747,4,275865,0.176809419758645,0.0605857810765179,0.00374466762951,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1748,4,275877,0.162644792774573,0.0606065965754088,0.0076261148091608,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1749,4,276015,0.160080475940274,0.0608087502928157,0.0088476086426152,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1750,4,276066,0.183517617919949,0.0614072742834515,0.0029995366355707,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1751,4,276194,0.189936381009039,0.0604767235850069,0.0018280318876006,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1752,4,276201,0.126767920688223,0.061566662520577,0.0402240484666303,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1753,4,276375,0.107627963380286,0.060789472485534,0.0775063396627272,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1754,4,276645,0.104504638821467,0.0623126433530015,0.094407822640941,YDL102W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1755,4,276806,0.102413214658225,0.0625344514786271,0.102373528548896,YDL102W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1756,4,276820,0.0935889857029502,0.0630277663251711,0.138466710171985,YDL102W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1757,4,276934,0.130164731297135,0.0623656480961425,0.0375939651231697,YDL102W,POL3,SGDID:S000002260,CDS,CDS,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1758,4,277129,0.141344882981304,0.0625323342285905,0.0244082959616981,YDL102W,POL3,SGDID:S000002260,CDS,CDS,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1759,4,277137,0.138906086726222,0.0629163316019107,0.0279014149112942,YDL102W,POL3,SGDID:S000002260,CDS,CDS,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1760,4,277249,0.124619228870901,0.062207793895882,0.0459119546981296,YDL102W,POL3,SGDID:S000002260,CDS,CDS,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1761,4,277276,0.110452508035494,0.0618153609051919,0.0748256548443502,YDL102W,POL3,SGDID:S000002260,CDS,CDS,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1762,4,277639,0.12474261413119,0.0619283038490765,0.0447354053018603,YDL102W,POL3,SGDID:S000002260,CDS,CDS,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
