SNP,Chr,Pos,Effect,SE,SNA4_GTR2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2473,4,960833,-0.0318784935150734,0.0490723615087928,0.516358797629213,YDR251W,PAM1,SGDID:S000002659,CDS,CDS,"""Essential protein of unknown function; exhibits variable expression during colony morphogenesis; overexpression permits survival without protein phosphatase 2A ; inhibits growth ; and induces a filamentous phenotype; PAM1 has a paralog ; SVL3 ; that arose from the whole genome duplication""",Verified ORF
2474,4,961744,-0.0735199652123415,0.0497347119436155,0.140234580202696,YDR251W,PAM1,SGDID:S000002659,CDS,CDS,"""Essential protein of unknown function; exhibits variable expression during colony morphogenesis; overexpression permits survival without protein phosphatase 2A ; inhibits growth ; and induces a filamentous phenotype; PAM1 has a paralog ; SVL3 ; that arose from the whole genome duplication""",Verified ORF
2475,4,962979,-0.0064599983129534,0.0495955373161696,0.896439965311945,YDR251W,PAM1,SGDID:S000002659,CDS,CDS,"""Essential protein of unknown function; exhibits variable expression during colony morphogenesis; overexpression permits survival without protein phosphatase 2A ; inhibits growth ; and induces a filamentous phenotype; PAM1 has a paralog ; SVL3 ; that arose from the whole genome duplication""",Verified ORF
2477,4,964930,-0.0159867377458267,0.0490568377257903,0.744706770418517,YDR254W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2478,4,965160,-0.0377829809322306,0.0488842810036947,0.440094901444544,YDR254W,CHL4,SGDID:S000002662,CDS,CDS,"""Outer kinetochore protein required for chromosome stability; involved in new kinetochore assembly and sister chromatid cohesion; forms a stable complex with Iml3p; peripheral component of the Ctf19 kinetochore complex that interacts with Ctf19p ; Ctf3p ; and Mif2p; required for the spindle assembly checkpoint; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-N and fission yeast mis15""",Verified ORF
2479,4,969630,-0.0383530853126203,0.0496298360154455,0.440168031989669,SUT063,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
2481,4,973283,-0.0431076431111166,0.0490011767868634,0.379605870739594,YDR258C,HSP78,SGDID:S000002666,CDS,CDS,"""Oligomeric mitochondrial matrix chaperone; cooperates with Ssc1p in mitochondrial thermotolerance after heat shock; able to prevent the aggregation of misfolded proteins as well as resolubilize protein aggregates""",Verified ORF
2482,4,974042,2.96826706763995e-05,0.0490408417762371,0.999517410888491,YDR258C,HSP78,SGDID:S000002666,CDS,CDS,"""Oligomeric mitochondrial matrix chaperone; cooperates with Ssc1p in mitochondrial thermotolerance after heat shock; able to prevent the aggregation of misfolded proteins as well as resolubilize protein aggregates""",Verified ORF
2483,4,974632,-0.0119645148936317,0.0492565924003532,0.808222550147223,CUT075,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
2484,4,974689,0.0011839058277473,0.049553657472619,0.980952740419695,CUT075,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
2485,4,974731,-0.0115482172064843,0.0487567562661092,0.812907692236661,CUT075,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
2492,4,975090,-0.0154397389306471,0.0488909125483295,0.75234112233138,YDR259C,YAP6,SGDID:S000002667,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication""",Verified ORF
2493,4,975108,-0.002430110647515,0.0492416108697509,0.960667683338527,YDR259C,YAP6,SGDID:S000002667,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication""",Verified ORF
2496,4,975252,-0.0096110817735581,0.0489787159789718,0.844543251222085,YDR259C,YAP6,SGDID:S000002667,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication""",Verified ORF
2497,4,975354,-0.0084031573136964,0.048963061513583,0.863832749769576,YDR259C,YAP6,SGDID:S000002667,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication""",Verified ORF
2498,4,975573,-0.035302301077529,0.0492438247373649,0.473917333496926,YDR259C,YAP6,SGDID:S000002667,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication""",Verified ORF
2499,4,975702,-0.0477416758597465,0.0492259730174545,0.332786664313614,YDR259C,YAP6,SGDID:S000002667,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication""",Verified ORF
2504,4,976707,-0.0294731998579662,0.0497094669286219,0.553621571384204,YDR259C,YAP6,SGDID:S000002667,Close to 3'-UTR,Close to 3'-UTR,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication""",Verified ORF
2505,4,977037,0.0126005196191838,0.0493308914826726,0.798540860958553,YDR260C,SWM1,SGDID:S000002668,CDS,CDS,"""Subunit of the anaphase-promoting complex (APC); APC is an E3 ubiquitin ligase that regulates the metaphase-anaphase transition and exit from mitosis; required for activation of the daughter-specific gene expression and spore wall maturation""",Verified ORF
2506,4,977428,0.0268610024433455,0.0492707755243291,0.585980131820899,YDR260C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2507,4,979983,0.0054772032598398,0.0489991491837579,0.911060110754321,XUT_4F-449,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2508,4,980596,-0.0050547617425464,0.0499451640923684,0.919444210726305,YDR261W-A,YDR261W-A,SGDID:S000007396,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag""",transposable_element_gene
2509,4,980779,-0.0343836171297374,0.0491302531924442,0.484484346116478,YDR261W-A,YDR261W-A,SGDID:S000007396,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag""",transposable_element_gene
2510,4,980835,-0.0040130240017228,0.0489348279118588,0.934687210271952,YDRWdelta19_NFR/NDR,,,Promoter,Promoter,,Promoter
2511,4,996583,-0.0019607299680496,0.0493547727779353,0.968333025782575,YDR264C,AKR1,SGDID:S000002672,CDS,CDS,"""Palmitoyl transferase involved in protein palmitoylation; acts as a negative regulator of pheromone response pathway; required for endocytosis of pheromone receptors; involved in cell shape control; contains ankyrin repeats; AKR1 has a paralog ; AKR2 ; that arose from the whole genome duplication; any of several human homologs encoding DHHC-type zinc fingers (ZDHHC) can complement temperature sensitivity of yeast akr1 null mutant""",Verified ORF
2512,4,997624,0.0076277383281581,0.0493349688008646,0.877216206723027,YDR264C,AKR1,SGDID:S000002672,CDS,CDS,"""Palmitoyl transferase involved in protein palmitoylation; acts as a negative regulator of pheromone response pathway; required for endocytosis of pheromone receptors; involved in cell shape control; contains ankyrin repeats; AKR1 has a paralog ; AKR2 ; that arose from the whole genome duplication; any of several human homologs encoding DHHC-type zinc fingers (ZDHHC) can complement temperature sensitivity of yeast akr1 null mutant""",Verified ORF
2513,4,998174,0.004609095910704,0.0489540304327631,0.925042220320137,YDR264C,AKR1,SGDID:S000002672,CDS,CDS,"""Palmitoyl transferase involved in protein palmitoylation; acts as a negative regulator of pheromone response pathway; required for endocytosis of pheromone receptors; involved in cell shape control; contains ankyrin repeats; AKR1 has a paralog ; AKR2 ; that arose from the whole genome duplication; any of several human homologs encoding DHHC-type zinc fingers (ZDHHC) can complement temperature sensitivity of yeast akr1 null mutant""",Verified ORF
2514,4,1112991,-0.0221129078381419,0.0489839374257068,0.651955569357251,YDR323C,PEP7,SGDID:S000002731,CDS,CDS,"""Adaptor protein involved in vesicle-mediated vacuolar protein sorting; multivalent adaptor protein; facilitates vesicle-mediated vacuolar protein sorting by ensuring high-fidelity vesicle docking and fusion ; which are essential for targeting of vesicles to the endosome; required for vacuole inheritance""",Verified ORF
2515,4,1118719,-0.0309540114613316,0.0490740381257257,0.528604665625312,YDR325W,YCG1,SGDID:S000002733,CDS,CDS,"""Subunit of the condensin complex; required for establishment and maintenance of chromosome condensation ; chromosome segregation and chromatin binding by the complex; required for tRNA genes clustering at the nucleolus; required for replication slow zone breakage following Mec1p inactivation; transcription is cell cycle regulated ; peaking in mitosis and declining in G1; protein is constitutively degraded by the proteasome; rate limiting for condensin recruitment to chromatin""",Verified ORF
2516,4,1123519,-0.0311924086826146,0.0491253004836138,0.525868387322861,YDR326C,YSP2,SGDID:S000002734,CDS,CDS,"""Sterol-binding protein; has a probable role in retrograde transport of sterols from the plasma membrane to the ER; contains two StART-like domains that bind sterols and a GRAM domain; co-localizes to puncta in the cortical ER with Sip3p; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes""",Verified ORF
2517,4,1123610,-0.0247810910302002,0.0488835011142487,0.612512159416919,YDR326C,YSP2,SGDID:S000002734,CDS,CDS,"""Sterol-binding protein; has a probable role in retrograde transport of sterols from the plasma membrane to the ER; contains two StART-like domains that bind sterols and a GRAM domain; co-localizes to puncta in the cortical ER with Sip3p; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes""",Verified ORF
2518,4,1123959,0.0333704410519318,0.0491471541776436,0.497588933136308,YDR326C,YSP2,SGDID:S000002734,CDS,CDS,"""Sterol-binding protein; has a probable role in retrograde transport of sterols from the plasma membrane to the ER; contains two StART-like domains that bind sterols and a GRAM domain; co-localizes to puncta in the cortical ER with Sip3p; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes""",Verified ORF
2519,4,1126543,0.0395021086766694,0.0493765445715065,0.424238595918516,YDR329C,PEX3,SGDID:S000002737,CDS,CDS,"""Peroxisomal membrane protein (PMP); required for proper localization and stability of PMPs; anchors peroxisome retention factor Inp1p at the peroxisomal membrane; interacts with Pex19p""",Verified ORF
2520,4,1127480,0.0298678909863293,0.0488053100640341,0.540944717691258,YDR329C,PEX3,SGDID:S000002737,CDS,CDS,"""Peroxisomal membrane protein (PMP); required for proper localization and stability of PMPs; anchors peroxisome retention factor Inp1p at the peroxisomal membrane; interacts with Pex19p""",Verified ORF
2521,4,1133634,0.0211157317969128,0.0488957127087507,0.666112330033314,YDR333C,RQC1,SGDID:S000002741,CDS,CDS,"""Component of the ribosome quality control complex (RQC); RQC (Rqc1p-Rkr1p-Rqc2p-Cdc48p-Npl4p-Ufd1p) is a ribosome-bound complex required for the degradation of polypeptides arising from stalled translation; required along with Rkr1p for recruitment of the Cdc48p-Npl4p-Ufd1p AAA ATPase complex to the RQC""",Verified ORF
2522,4,1137173,0.0639629796638146,0.0489287775330283,0.191972877273505,YDR334W,SWR1,SGDID:S000002742,CDS,CDS,"""Swi2/Snf2-related ATPase; catalytic subunit of SWR1 complex ; which exchanges histone variant H2A.Z (Htz1p) for chromatin-bound histone H2A; N-terminus can deliver H2A.Z-H2B dimer to DNA-(H3-H4)2 tetrasome; relocalizes to cytosol in response to hypoxia; chronological aging factor ; mediates lifespan extension by dietary restriction""",Verified ORF
2523,4,1138274,0.0705005936439735,0.0489769187776583,0.150904792204499,YDR334W,SWR1,SGDID:S000002742,CDS,CDS,"""Swi2/Snf2-related ATPase; catalytic subunit of SWR1 complex ; which exchanges histone variant H2A.Z (Htz1p) for chromatin-bound histone H2A; N-terminus can deliver H2A.Z-H2B dimer to DNA-(H3-H4)2 tetrasome; relocalizes to cytosol in response to hypoxia; chronological aging factor ; mediates lifespan extension by dietary restriction""",Verified ORF
2524,4,1138987,0.0416470956423196,0.048714817380183,0.393177286049514,YDR334W,SWR1,SGDID:S000002742,CDS,CDS,"""Swi2/Snf2-related ATPase; catalytic subunit of SWR1 complex ; which exchanges histone variant H2A.Z (Htz1p) for chromatin-bound histone H2A; N-terminus can deliver H2A.Z-H2B dimer to DNA-(H3-H4)2 tetrasome; relocalizes to cytosol in response to hypoxia; chronological aging factor ; mediates lifespan extension by dietary restriction""",Verified ORF
