SNP,locus_id,GENE,sgd_id,snps_class_down,description,Human homolog
3806,YFR040W,SAP155,SGDID:S000001936,Verified ORF,"""Protein required for function of the Sit4p protein phosphatase; forms a complex with Sit4p; member of a family of similar proteins including Sap4p ; Sap185p ; and Sap190p; protein abundance increases in response to DNA replication stress; SAP155 has a paralog ; SAP4 ; that arose from the whole genome duplication""",
3807,YFR044C,DUG1,SGDID:S000001940,Verified ORF,"""Cys-Gly metallo-di-peptidase; forms a complex with Dug2p and Dug3p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p); human homolog CNDP2 can complement yeast dug1 mutant""",
3808,YFR044C,DUG1,SGDID:S000001940,Verified ORF,"""Cys-Gly metallo-di-peptidase; forms a complex with Dug2p and Dug3p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p); human homolog CNDP2 can complement yeast dug1 mutant""",
3809,YFR044C,DUG1,SGDID:S000001940,Close to 3'-UTR,"""Cys-Gly metallo-di-peptidase; forms a complex with Dug2p and Dug3p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p); human homolog CNDP2 can complement yeast dug1 mutant""",
3810,YFR046C,CNN1,SGDID:S000001942,Close to 3'-UTR,"""Kinetochore protein; associated with the essential kinetochore proteins Nnf1p and Spc24p; phosphorylated by Clb5-Cdk1 ; Mps1p ; Ipl1p and to a lesser extent by Clb2-Cdk1; localizes to the lower region of the Ndc80 complex during anaphase and regulates KMN activity by inhibiting the Mtw1 and Spc105 complexes from binding to the Ndc80 complex; similar to metazoan CENP-T""",
3811,YFR047C,BNA6,SGDID:S000001943,Verified ORF,"""Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",
3812,YFR047C,BNA6,SGDID:S000001943,Verified ORF,"""Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",
3813,YFR047C,BNA6,SGDID:S000001943,Close to 3'-UTR,"""Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",
3814,YFR047C,BNA6,SGDID:S000001943,Close to 3'-UTR,"""Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",
3815,YFR047C,BNA6,SGDID:S000001943,Close to 3'-UTR,"""Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",
3816,YFR047C,BNA6,SGDID:S000001943,Close to 3'-UTR,"""Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",
3817,YFR047C,BNA6,SGDID:S000001943,Close to 3'-UTR,"""Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",
3818,YFR048W_NFR/NDR,,,Promoter,stable,
3819,YFR048W_NFR/NDR,,,Promoter,stable,
3820,YFR048W_NFR/NDR,,,Promoter,stable,
3821,YFR048W,RMD8,SGDID:S000001944,Verified ORF,"""Cytosolic protein required for sporulation""",
3822,YFR048W,RMD8,SGDID:S000001944,Verified ORF,"""Cytosolic protein required for sporulation""",
3823,YFR051C,RET2,SGDID:S000001947,Verified ORF,"""Delta subunit of the coatomer complex (COPI); COPI coats Golgi-derived transport vesicles; involved in retrograde transport between Golgi and ER""",
3824,YFR052W_NFR/NDR,,,Promoter,stable,
3825,YFR052W,RPN12,SGDID:S000001948,Close to 3'-UTR,"""Subunit of the 19S regulatory particle of the 26S proteasome lid; synthetically lethal with RPT1 ; which is an ATPase component of the 19S regulatory particle; physically interacts with Nob1p and Rpn3p; protein abundance increases in response to DNA replication stress""",
3826,YFR052C-A,YFR052C-A,SGDID:S000028768,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORF HXK1/YFR053C""",
3827,YFR053C,HXK1,SGDID:S000001949,Verified ORF,"""Hexokinase isoenzyme 1; a cytosolic protein that catalyzes phosphorylation of glucose during glucose metabolism; expression is highest during growth on non-glucose carbon sources; glucose-induced repression involves hexokinase Hxk2p; HXK1 has a paralog ; HXK2 ; that arose from the whole genome duplication""",
3828,YFR053C,HXK1,SGDID:S000001949,Verified ORF,"""Hexokinase isoenzyme 1; a cytosolic protein that catalyzes phosphorylation of glucose during glucose metabolism; expression is highest during growth on non-glucose carbon sources; glucose-induced repression involves hexokinase Hxk2p; HXK1 has a paralog ; HXK2 ; that arose from the whole genome duplication""",
3829,YFR053C_NFR/NDR,,,Promoter,stable,
3830,ACS_6_256375_-_NFR/NDR,,,Promoter,,
3831,F:256432-258854,,,Intergenic region,between ARS609 and YFR054C,
3832,YFR054C,YFR054C,SGDID:S000001950,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",
3833,YFR054C,YFR054C,SGDID:S000001950,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",
3834,F:259434-263956,,,Intergenic region,between YFR054C and YFR056C,
3835,F:259434-263956,,,Intergenic region,between YFR054C and YFR056C,
3836,F:259434-263956,,,Intergenic region,between YFR054C and YFR056C,
3837,F:259434-263956,,,Intergenic region,between YFR054C and YFR056C,
3838,YFR056C,YFR056C,SGDID:S000001951,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the uncharacterized gene YFR055W""",
3839,YFR055W,IRC7,SGDID:S000001952,Verified ORF,"""Cysteine desulphydrase ; enables growth on cysteine as nitrogen source; involved in the production of thiols; null mutant displays increased levels of spontaneous Rad52p foci; expression induced by nitrogen limitation in a GLN3 ; GAT1-dependent manner and by copper levels in a Mac1-dependent manner""",
3840,YFR055W,IRC7,SGDID:S000001952,Verified ORF,"""Cysteine desulphydrase ; enables growth on cysteine as nitrogen source; involved in the production of thiols; null mutant displays increased levels of spontaneous Rad52p foci; expression induced by nitrogen limitation in a GLN3 ; GAT1-dependent manner and by copper levels in a Mac1-dependent manner""",
3841,YFR055W,IRC7,SGDID:S000001952,Verified ORF,"""Cysteine desulphydrase ; enables growth on cysteine as nitrogen source; involved in the production of thiols; null mutant displays increased levels of spontaneous Rad52p foci; expression induced by nitrogen limitation in a GLN3 ; GAT1-dependent manner and by copper levels in a Mac1-dependent manner""",
3842,YFR055W,IRC7,SGDID:S000001952,Close to 3'-UTR,"""Cysteine desulphydrase ; enables growth on cysteine as nitrogen source; involved in the production of thiols; null mutant displays increased levels of spontaneous Rad52p foci; expression induced by nitrogen limitation in a GLN3 ; GAT1-dependent manner and by copper levels in a Mac1-dependent manner""",
3843,YFR055W,IRC7,SGDID:S000001952,Close to 3'-UTR,"""Cysteine desulphydrase ; enables growth on cysteine as nitrogen source; involved in the production of thiols; null mutant displays increased levels of spontaneous Rad52p foci; expression induced by nitrogen limitation in a GLN3 ; GAT1-dependent manner and by copper levels in a Mac1-dependent manner""",
3844,F:265227-269060,,,Intergenic region,between YFR055W and YFR057W,
3845,F:265227-269060,,,Intergenic region,between YFR055W and YFR057W,
3846,F:265227-269060,,,Intergenic region,between YFR055W and YFR057W,
3847,YFR057W,YFR057W,SGDID:S000001953,Close to 3'-UTR,"""Putative protein of unknown function""",
3848,YFR057W,YFR057W,SGDID:S000001953,Close to 3'-UTR,"""Putative protein of unknown function""",
3849,YFR057W_NFR/NDR,,,Promoter,,
3850,YFR057W,YFR057W,SGDID:S000001953,Uncharacterized ORF,"""Putative protein of unknown function""",
3851,TEL06R,TEL06R,SGDID:S000028957,Telomere,"""Telomeric region on the right arm of Chromosome VI; composed of an X element core sequence and a short terminal stretch of telomeric repeats""",
3852,TEL06R,TEL06R,SGDID:S000028957,Telomere,"""Telomeric region on the right arm of Chromosome VI; composed of an X element core sequence and a short terminal stretch of telomeric repeats""",
3853,TEL06R,TEL06R,SGDID:S000028957,Telomere,"""Telomeric region on the right arm of Chromosome VI; composed of an X element core sequence and a short terminal stretch of telomeric repeats""",
3854,TEL06R,TEL06R,SGDID:S000028957,Telomere,"""Telomeric region on the right arm of Chromosome VI; composed of an X element core sequence and a short terminal stretch of telomeric repeats""",
3855,TEL06R,TEL06R,SGDID:S000028957,Telomere,"""Telomeric region on the right arm of Chromosome VI; composed of an X element core sequence and a short terminal stretch of telomeric repeats""",
3856,TEL06R,TEL06R,SGDID:S000028957,Telomere,"""Telomeric region on the right arm of Chromosome VI; composed of an X element core sequence and a short terminal stretch of telomeric repeats""",
3857,TEL07L,TEL07L,SGDID:S000028887,Telomere,"""Telomeric region on the left arm of Chromosome VII; composed of an X element core sequence ; X element combinatorial repeats ; and a short terminal stretch of telomeric repeats""",
3858,TEL07L,TEL07L,SGDID:S000028887,Telomere,"""Telomeric region on the left arm of Chromosome VII; composed of an X element core sequence ; X element combinatorial repeats ; and a short terminal stretch of telomeric repeats""",
3859,TEL07L,TEL07L,SGDID:S000028887,Telomere,"""Telomeric region on the left arm of Chromosome VII; composed of an X element core sequence ; X element combinatorial repeats ; and a short terminal stretch of telomeric repeats""",
3860,TEL07L,TEL07L,SGDID:S000028887,Telomere,"""Telomeric region on the left arm of Chromosome VII; composed of an X element core sequence ; X element combinatorial repeats ; and a short terminal stretch of telomeric repeats""",
3861,TEL07L,TEL07L,SGDID:S000028887,Telomere,"""Telomeric region on the left arm of Chromosome VII; composed of an X element core sequence ; X element combinatorial repeats ; and a short terminal stretch of telomeric repeats""",
3862,TEL07L,TEL07L,SGDID:S000028887,Telomere,"""Telomeric region on the left arm of Chromosome VII; composed of an X element core sequence ; X element combinatorial repeats ; and a short terminal stretch of telomeric repeats""",
3863,G:1080-2789,,,Intergenic region,between YGLWomega1 and YGL263W,
3864,YGL262W,YGL262W,SGDID:S000003231,Close to 3'-UTR,"""Putative protein of unknown function; null mutant displays elevated sensitivity to expression of a mutant huntingtin fragment or of alpha-synuclein; YGL262W is not an essential gene""",
3865,YGL259W,YPS5,SGDID:S000003228,Uncharacterized ORF,"""Protein with similarity to GPI-anchored aspartic proteases; such proteases are Yap1p and Yap3p; mCherry fusion protein localizes to the vacuole""",
3866,YGL258W,VEL1,SGDID:S000003227,Close to 3'-UTR,"""Protein of unknown function; highly induced in zinc-depleted conditions and has increased expression in NAP1 deletion mutants; VEL1 has a paralog ; YOR387C ; that arose from a single-locus duplication""",
3867,YGL258W,VEL1,SGDID:S000003227,Close to 3'-UTR,"""Protein of unknown function; highly induced in zinc-depleted conditions and has increased expression in NAP1 deletion mutants; VEL1 has a paralog ; YOR387C ; that arose from a single-locus duplication""",
3868,YGL257C,MNT2,SGDID:S000003226,Close to 3'-UTR,"""Mannosyltransferase; involved in adding the 4th and 5th mannose residues of O-linked glycans""",
3869,YGL256W,ADH4,SGDID:S000003225,Close to 3'-UTR,"""Alcohol dehydrogenase isoenzyme type IV; dimeric enzyme demonstrated to be zinc-dependent despite sequence similarity to iron-activated alcohol dehydrogenases; transcription is induced in response to zinc deficiency""",
3870,YGL256W,ADH4,SGDID:S000003225,Close to 3'-UTR,"""Alcohol dehydrogenase isoenzyme type IV; dimeric enzyme demonstrated to be zinc-dependent despite sequence similarity to iron-activated alcohol dehydrogenases; transcription is induced in response to zinc deficiency""",
3871,G:16308-20977,,,Intergenic region,between YGL256W and YGL255W,
3872,ACS_7_17922_-_NFR/NDR,,,Promoter,,
3873,ACS_7_17922_-_NFR/NDR,,,Promoter,,
3874,ACS_7_17922_-_NFR/NDR,,,Promoter,,
3875,G:16308-20977,,,Intergenic region,between YGL256W and YGL255W,
3876,G:16308-20977,,,Intergenic region,between YGL256W and YGL255W,
3877,G:16308-20977,,,Intergenic region,between YGL256W and YGL255W,
3878,YGL255W,ZRT1,SGDID:S000003224,Close to 3'-UTR,"""High-affinity zinc transporter of the plasma membrane; responsible for the majority of zinc uptake; transcription is induced under low-zinc conditions by the Zap1p transcription factor""",
