,SNP,SNPs_localization,GENE,snps_class_down,CLOSEST_GENE,description
1093,1094.0,MATALPHA,MATALPHA,Mating-related region,,
1094,1095.0,YCR042C,TAF2,Verified ORF,TAF2,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation"""
1095,1096.0,YCR042C,TAF2,Verified ORF,TAF2,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation"""
1096,1097.0,YCR042C,TAF2,Verified ORF,TAF2,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation"""
1097,1098.0,YCR042C,TAF2,Verified ORF,TAF2,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation"""
1098,1099.0,YCR044C_NFR/NDR,,Promoter,PER1,"""Protein of the endoplasmic reticulum; required for GPI-phospholipase A2 activity that remodels the GPI anchor as a prerequisite for association of GPI-anchored proteins with lipid rafts; functionally complemented by human ortholog PERLD1"""
1099,1100.0,YCR044C_NFR/NDR,,Promoter,PER1,"""Protein of the endoplasmic reticulum; required for GPI-phospholipase A2 activity that remodels the GPI anchor as a prerequisite for association of GPI-anchored proteins with lipid rafts; functionally complemented by human ortholog PERLD1"""
1100,1101.0,YCR044C_NFR/NDR,,Promoter,PER1,"""Protein of the endoplasmic reticulum; required for GPI-phospholipase A2 activity that remodels the GPI anchor as a prerequisite for association of GPI-anchored proteins with lipid rafts; functionally complemented by human ortholog PERLD1"""
1101,1102.0,YCR044C_NFR/NDR,,Promoter,PER1,"""Protein of the endoplasmic reticulum; required for GPI-phospholipase A2 activity that remodels the GPI anchor as a prerequisite for association of GPI-anchored proteins with lipid rafts; functionally complemented by human ortholog PERLD1"""
1102,1103.0,YCR045C,RRT12,Verified ORF,RRT12,"""Probable subtilisin-family protease; role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores"""
1103,1104.0,YCR045C,RRT12,Verified ORF,RRT12,"""Probable subtilisin-family protease; role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores"""
1104,1105.0,YCR045C,RRT12,Verified ORF,RRT12,"""Probable subtilisin-family protease; role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores"""
1105,1106.0,YCR045C,RRT12,Verified ORF,RRT12,"""Probable subtilisin-family protease; role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores"""
1106,1107.0,XUT_3F-99,,XUT,,
1107,1108.0,XUT_3F-99,,XUT,,
1108,1109.0,YCR047C,BUD23,Verified ORF,BUD23,"""Methyltransferase that methylates residue G1575 of 18S rRNA; required for rRNA processing and nuclear export of 40S ribosomal subunits independently of methylation activity; functions with DEAH-box RNA helicase Ecm16p; diploid mutant displays random budding pattern; functional homolog of human WBSCR22"""
1109,1110.0,YCR048W_NFR/NDR,,Promoter,ARE1,"""Acyl-CoA:sterol acyltransferase; endoplasmic reticulum enzyme that contributes the major sterol esterification activity in the absence of oxygen; ARE1 has a paralog ; ARE2 ; that arose from the whole genome duplication"""
1110,1111.0,YCR049C,YCR049C,Dubious ORF,YCR049C,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data"""
1111,1112.0,YCR049C,YCR049C,Dubious ORF,YCR049C,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data"""
1112,1113.0,YCR049C,YCR049C,Dubious ORF,YCR049C,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data"""
1113,1114.0,YCR051W,YCR051W,Uncharacterized ORF,YCR051W,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; contains ankyrin (Ank) repeats; YCR051W is not an essential gene"""
1114,1115.0,YCR053W,THR4,Verified ORF,THR4,"""Threonine synthase; conserved protein that catalyzes formation of threonine from O-phosphohomoserine; expression is regulated by the GCN4-mediated general amino acid control pathway"""
1115,1116.0,YCR053W,THR4,Close to 3'-UTR,THR4,"""Threonine synthase; conserved protein that catalyzes formation of threonine from O-phosphohomoserine; expression is regulated by the GCN4-mediated general amino acid control pathway"""
1116,1117.0,YCR054C,CTR86,Verified ORF,CTR86,"""Essential protein of unknown function; with orthologs in Ashbya gossypii and Candida albicans; similar to human ATXN10 ; mutations in which cause spinocerebellar ataxia type 10; codon usage corresponds to that observed for yeast genes expressed at low levels; relative distribution to the nucleus increases upon DNA replication stress"""
1117,1118.0,YCR054C,CTR86,Verified ORF,CTR86,"""Essential protein of unknown function; with orthologs in Ashbya gossypii and Candida albicans; similar to human ATXN10 ; mutations in which cause spinocerebellar ataxia type 10; codon usage corresponds to that observed for yeast genes expressed at low levels; relative distribution to the nucleus increases upon DNA replication stress"""
1118,1119.0,YCR057C,PWP2,Verified ORF,PWP2,"""Conserved 90S pre-ribosomal component; essential for proper endonucleolytic cleavage of the 35 S rRNA precursor at A0 ; A1 ; and A2 sites; contains eight WD-repeats; PWP2 deletion leads to defects in cell cycle and bud morphogenesis"""
1119,1120.0,YCR057C,PWP2,Verified ORF,PWP2,"""Conserved 90S pre-ribosomal component; essential for proper endonucleolytic cleavage of the 35 S rRNA precursor at A0 ; A1 ; and A2 sites; contains eight WD-repeats; PWP2 deletion leads to defects in cell cycle and bud morphogenesis"""
1120,1121.0,YCR057C,PWP2,Verified ORF,PWP2,"""Conserved 90S pre-ribosomal component; essential for proper endonucleolytic cleavage of the 35 S rRNA precursor at A0 ; A1 ; and A2 sites; contains eight WD-repeats; PWP2 deletion leads to defects in cell cycle and bud morphogenesis"""
1121,1122.0,YCR060W_NFR/NDR,,Promoter,TAH1,"""Component of conserved R2TP complex (Rvb1-Rvb2-Tah1-Pih1); R2TP complex interacts with Hsp90 (Hsp82p and Hsc82p) to mediate assembly of large protein complexes such as box C/D snoRNPs and RNA polymerase II; contains a single TPR domain with at least two TPR motifs; plays a role in determining prion variants"""
1122,1123.0,YCR059C,YIH1,Close to 3'-UTR,YIH1,"""Negative regulator of eIF2 kinase Gcn2p; competes with Gcn2p for binding to Gcn1p; may contribute to regulation of translation in response to starvation via regulation of Gcn2p; binds to monomeric actin and to ribosomes and polyribosomes; ortholog of mammalian IMPACT"""
1123,1124.0,YCR061W,TVS1,Verified ORF,TVS1,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; non-essential gene; upregulated by and required for tolerance to 4-Methylcyclohexane methanol; induced by treatment with 8-methoxypsoralen and UVA irradiation; contains 10-11 predicted transmembrane domains"""
1124,1125.0,YCR061W,TVS1,Verified ORF,TVS1,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; non-essential gene; upregulated by and required for tolerance to 4-Methylcyclohexane methanol; induced by treatment with 8-methoxypsoralen and UVA irradiation; contains 10-11 predicted transmembrane domains"""
1125,1126.0,tS(CGA)C_NFR/NDR,,Promoter,,
1126,1127.0,tS(CGA)C_NFR/NDR,,Promoter,,
1127,1128.0,YCR065W_NFR/NDR,,Promoter,HCM1,"""Forkhead transcription factor; drives S-phase activation of genes involved in chromosome segregation ; spindle dynamics ; budding; also activates genes involved in respiration ; use of alternative energy sources ; NAD synthesis ; oxidative stress resistance; regulated by cell wall integrity checkpoint; key factor in early adaptation to nutrient deficiency and diauxic shift; suppressor of calmodulin mutants with specific SPB assembly defects; ortholog of C. elegans lifespan regulator PHA-4"""
1128,1129.0,YCR065W_NFR/NDR,,Promoter,HCM1,"""Forkhead transcription factor; drives S-phase activation of genes involved in chromosome segregation ; spindle dynamics ; budding; also activates genes involved in respiration ; use of alternative energy sources ; NAD synthesis ; oxidative stress resistance; regulated by cell wall integrity checkpoint; key factor in early adaptation to nutrient deficiency and diauxic shift; suppressor of calmodulin mutants with specific SPB assembly defects; ortholog of C. elegans lifespan regulator PHA-4"""
1129,1130.0,YCR065W,HCM1,Verified ORF,HCM1,"""Forkhead transcription factor; drives S-phase activation of genes involved in chromosome segregation ; spindle dynamics ; budding; also activates genes involved in respiration ; use of alternative energy sources ; NAD synthesis ; oxidative stress resistance; regulated by cell wall integrity checkpoint; key factor in early adaptation to nutrient deficiency and diauxic shift; suppressor of calmodulin mutants with specific SPB assembly defects; ortholog of C. elegans lifespan regulator PHA-4"""
1130,1131.0,YCR065W,HCM1,Verified ORF,HCM1,"""Forkhead transcription factor; drives S-phase activation of genes involved in chromosome segregation ; spindle dynamics ; budding; also activates genes involved in respiration ; use of alternative energy sources ; NAD synthesis ; oxidative stress resistance; regulated by cell wall integrity checkpoint; key factor in early adaptation to nutrient deficiency and diauxic shift; suppressor of calmodulin mutants with specific SPB assembly defects; ortholog of C. elegans lifespan regulator PHA-4"""
1131,1132.0,YCR067C,SED4,Verified ORF,SED4,"""Integral ER membrane protein that stimulates Sar1p GTPase activity; involved in COPII vesicle budding through disassociation of coat proteins from membranes onto liposomes; binds Sec16p; SED4 has a paralog ; SEC12 ; that arose from the whole genome duplication"""
1132,1133.0,YCR067C,SED4,Verified ORF,SED4,"""Integral ER membrane protein that stimulates Sar1p GTPase activity; involved in COPII vesicle budding through disassociation of coat proteins from membranes onto liposomes; binds Sec16p; SED4 has a paralog ; SEC12 ; that arose from the whole genome duplication"""
1133,1134.0,YCR067C,SED4,Verified ORF,SED4,"""Integral ER membrane protein that stimulates Sar1p GTPase activity; involved in COPII vesicle budding through disassociation of coat proteins from membranes onto liposomes; binds Sec16p; SED4 has a paralog ; SEC12 ; that arose from the whole genome duplication"""
1134,1135.0,YCR068W_NFR/NDR,,Promoter,ATG15,"""Phospholipase; preferentially hydrolyses phosphatidylserine ; with minor activity against cardiolipin and phosphatidylethanolamine; required for lysis of autophagic and CVT bodies; targeted to intravacuolar vesicles during autophagy via the multivesicular body (MVB) pathway; required for the maintenance of lipid droplet quantity after the diauxic shift; regulates lipolysis; expression regulated by Yap1p during autophagy"""
1135,1136.0,YCR068W,ATG15,Verified ORF,ATG15,"""Phospholipase; preferentially hydrolyses phosphatidylserine ; with minor activity against cardiolipin and phosphatidylethanolamine; required for lysis of autophagic and CVT bodies; targeted to intravacuolar vesicles during autophagy via the multivesicular body (MVB) pathway; required for the maintenance of lipid droplet quantity after the diauxic shift; regulates lipolysis; expression regulated by Yap1p during autophagy"""
1136,1137.0,YCR069W_NFR/NDR,,Promoter,CPR4,"""Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; has a potential role in the secretory pathway; CPR4 has a paralog ; CPR8 ; that arose from the whole genome duplication"""
1137,1138.0,YCR072C,RSA4,Verified ORF,RSA4,"""Ribosomal large subunit (60S) assembly factor; association of the N-terminal ubiquitin-like (UBL) domain of this preribosomal factor with the MIDAS domain in the Rea1p tail ; promoted by the GTPase Nog2p ; is required for the ATP-dependent dissociation of preribosomal factors including the Rix1p subcomplex ; Rea1p ; Nog2p and Rsa1p itself prior to nuclear export of pre-60S particles; contains WD-repeats and a UBL domain; localizes to the nucleolus"""
1138,1139.0,YCR072C_NFR/NDR,,Promoter,RSA4,"""Ribosomal large subunit (60S) assembly factor; association of the N-terminal ubiquitin-like (UBL) domain of this preribosomal factor with the MIDAS domain in the Rea1p tail ; promoted by the GTPase Nog2p ; is required for the ATP-dependent dissociation of preribosomal factors including the Rix1p subcomplex ; Rea1p ; Nog2p and Rsa1p itself prior to nuclear export of pre-60S particles; contains WD-repeats and a UBL domain; localizes to the nucleolus"""
1139,1140.0,XUT_3F-108,,XUT,,
1140,1141.0,YCR073C,SSK22,Verified ORF,SSK22,"""MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway; functionally redundant with Ssk2p; interacts with and is activated by Ssk1p; phosphorylates Pbs2p; SSK22 has a paralog ; SSK2 ; that arose from the whole genome duplication"""
1141,1142.0,YCR073W-A,SOL2,Verified ORF,SOL2,"""Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activity; homologous to Sol3p and Sol4p; SOL2 has a paralog ; SOL1 ; that arose from the whole genome duplication"""
1142,1143.0,YCR073W-A,SOL2,Close to 3'-UTR,SOL2,"""Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activity; homologous to Sol3p and Sol4p; SOL2 has a paralog ; SOL1 ; that arose from the whole genome duplication"""
1143,1144.0,YCR075C,ERS1,Verified ORF,ERS1,"""Protein involved in cystine transport; localizes to the vacuole ; plasma membrane and endosome; similarity to human cystinosin ; a H(+)-driven transporter involved in L-cystine export from lysosomes and implicated in the disease cystinosis; contains seven transmembrane domains; mutation is functionally complemented by human CTNS"""
